qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
701.0,708.0,P3(Oboe 1)&P8(Oboe 2)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani)&P5(Contrabass),P3(Flute)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P3(Oboe 1)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani)&P5(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P3(Flute)&P5(Oboe 1)&P3(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2)&P7(Bb Trumpet 1)&P7(Bb Trumpet 2)&P7(Timpani)&P7(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),Main Part,,,,P5(Flute)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
708.0,717.0,Main Part,P3(Main)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Main)&P3(Oboe 1)&P5(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2)&P5(Bb Trumpet 1)&P5(Bb Trumpet 2)&P5(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P3(Main)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P5(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P3(Main)&P5(Oboe 1)&P3(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2)&P7(Bb Trumpet 1)&P7(Bb Trumpet 2)&P7(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&U(Bassoon 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P5(Main)&P3(Oboe 1)&P5(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P7(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,,
717.0,728.0,,,,,,P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,,,,
728.0,732.5,,P6(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2),P6(Oboe 1)&U(Bb Clarinet 1)&P6(Bb Clarinet 2),P6(Oboe 1)&U(Oboe 2)&P6(Bb Clarinet 2),P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 1),Main Part,P8(Main)&U(Violoncello),P6(Bb (basso) Horn 2)&P8(Contrabass),P6(Bb (basso) Horn 1)&P6(Contrabass),P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Main)&U(Bassoon 2),P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)
732.5,736.0,Main Part,P8(Bb Clarinet 2),,,P8(Oboe 1),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),P8(Bassoon 1)&P8(Violoncello)&P8(Contrabass),P8(Main),,P8(Bb Trumpet 2)&P8(Timpani),P8(Bb Trumpet 1)&P8(Timpani),P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,,,P8(Bassoon 1)&P8(Bassoon 2)&P8(Contrabass),P8(Bassoon 1)&P8(Bassoon 2)&P8(Violoncello)
736.0,740.0,P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P6(Oboe 2)&P8(Bb Clarinet 2)&P8(Bassoon 2),P6(Oboe 1)&P6(Bb Clarinet 2)&P6(Bassoon 2),P8(Bb (basso) Horn 2),P8(Oboe 1)&P6(Oboe 2)&P8(Bassoon 2),P8(Flute)&U(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 2),P8(Flute)&U(Bassoon 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Bb Clarinet 1),P8(Flute)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&U(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,P8(Viola),P8(Violin 2),,
740.0,744.0,P8(Bb Clarinet 1)&P8(Bassoon 1),,,P8(Flute)&P8(Bassoon 1),P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,Main Part,P8(Main),P8(Contrabass),P8(Violoncello)
744.0,748.0,P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),,,P8(Flute)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Bb Clarinet 2),P8(Flute)&P8(Bb Clarinet 1)&U(Bassoon 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P8(Flute)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute)&P8(Bb Clarinet 1)&U(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute)&P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,P8(Viola),P8(Violin 2),,
748.0,752.0,P8(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P6(Oboe 2),P6(Oboe 1),P8(Flute)&P8(Bassoon 1)&P8(Bassoon 2),,P8(Flute)&P8(Bb Clarinet 1)&P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),,P8(Bb (basso) Horn 1)&P8(Bb Trumpet 2)&P8(Timpani),U(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Timpani),P8(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),,Main Part,P8(Main),P8(Contrabass),P8(Violoncello)
752.0,761.0,U(Oboe 1)&P8(Bb Clarinet 1),U(Flute)&P8(Bb Clarinet 1),P8(Bb Clarinet 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),P8(Flute)&P8(Oboe 1),P8(Oboe 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),,P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 2)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Oboe 2)&P8(Bb Clarinet 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani),P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani),P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 2)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani),P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,,,
761.0,784.0,,,,,,,,,,,,,Main Part,,,,
784.0,785.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,P3(Violoncello),P3(Viola),
785.0,786.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),P3(Viola)&P8(Violoncello),Main Part,P3(Violin 1)&P3(Violoncello),P8(Violin 1)&P3(Viola),
786.0,787.0,P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P4(Flute)&P6(Oboe 1)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P3(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P6(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P8(Flute)&P3(Oboe 1)&P4(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P2(Bb (basso) Horn 1)&P2(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P2(Bb Trumpet 2)&P2(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P3(Flute)&P8(Oboe 1)&P6(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P4(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 2)&P4(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Timpani),P2(Flute)&P4(Oboe 1)&P3(Oboe 2)&P2(Bb Clarinet 1)&P4(Bb Clarinet 2)&P2(Bassoon 1)&P4(Bassoon 2)&P8(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P8(Bb Trumpet 2),Main Part,,P3(Violoncello),P3(Viola),
