qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,B,11,Ch
20.0,3,3.0,0.5,a,T,10,Ch
43.0,6,2.5,0.375,a,B,11,Ch
64.0,9,1.0,0.0,a,A,9,Ch
84.0,11,3.0,0.5,a,S,8,Ch
107.0,14,2.5,0.375,a,A,9,Ch
112.0,15,1.0,0.0,a,T,10,Ch
129.0,17,1.5,0.125,a,A,9,Ch
140.0,18,3.0,0.5,a,A,9,Ch
154.0,20,2.0,0.25,a,S,8,Ch
160.0,21,1.0,0.0,a,S,8,Ch
173.0,22,3.5,0.625,a,T,10,Ch
186.0,24,2.0,0.25,a,A,9,Ch
192.0,25,1.0,0.0,a,B,11,Ch
214.0,27,4.0,0.75,a,S,8,Ch
228.0,29,3.0,0.5,a,T,10,Ch
242.0,31,2.0,0.25,a,A,9,Ch
245.0,31,3.5,0.625,b,B,11,Ch
249.0,32,1.5,0.125,b,T,10,Ch
253.0,32,3.5,0.625,b,A,9,Ch
257.0,33,1.5,0.125,b,S,8,Ch
261.0,33,3.5,0.625,b,B,11,Ch
268.0,34,3.0,0.5,b,S,8,Ch
276.0,35,3.0,0.5,a,A,9,Ch
280.0,36,1.0,0.0,a,T,10,Ch
298.0,38,2.0,0.25,c,A,9,Ch
305.0,39,1.5,0.125,c,T,10,Ch
309.0,39,3.5,0.625,c,A,9,Ch
313.0,40,1.5,0.125,c,T,10,Ch
316.0,40,3.0,0.5,a,S,8,Ch
320.0,41,1.0,0.0,a,B,11,Ch
337.0,43,1.5,0.125,b,A,9,Ch
341.0,43,3.5,0.625,b,S,8,Ch
345.0,44,1.5,0.125,b,B,11,Ch
349.0,44,3.5,0.625,b,T,10,Ch
360.0,46,1.0,0.0,b,A,9,Ch
369.0,47,1.5,0.125,b,S,8,Ch
379.0,48,2.5,0.375,b,T,10,Ch
391.0,49,4.5,0.875,b,A,9,Ch
401.0,51,1.5,0.125,b,S,8,Ch
405.0,51,3.5,0.625,b,A,9,Ch
409.0,52,1.5,0.125,b,T,10,Ch
413.0,52,3.5,0.625,b,B,11,Ch
417.0,53,1.5,0.125,b,S,8,Ch
426.0,54,2.0,0.25,a,B,11,Ch
432.0,55,1.0,0.0,a,S,8,Ch
453.0,57,3.5,0.625,a,T,10,Ch
457.0,58,1.5,0.125,a,S,8,Ch
