qstamp,tstamp,measure,beat,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
151.125,107.9464,51,2.125,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,B-4,B-3,B-2,G#4,G#3,E-4,B3,B1
151.25,108.0357,51,2.25,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,B-4,B-3,B-2,G#4,G#3,E-3,B2,B1
151.375,108.125,51,2.375,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,B-4,B-3,B-2,G#4,G#3,E-3,B2,B1
151.5,108.2143,51,2.5,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,r,r,r,G#4,G#3,E-3,B2,B1
151.625,108.3036,51,2.625,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,r,r,r,G#4,G#3,E-3,B2,B1
151.75,108.3929,51,2.75,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,r,r,r,G#4,G#3,E-3,B2,B1
151.875,108.4821,51,2.875,B-5,B-5,B-4,G#5,G#4,E-4,B3,B-3,B-2,r,r,r,G#4,G#3,E-3,B2,B1
152.0,108.5714,51,3.0,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,B-4,B-3,B-2,F#4,F#4,C#3,B-2,B-1
152.125,108.6607,51,3.125,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,B-4,B-3,B-2,F#4,F#4,C#4,B-3,B-1
152.25,108.75,51,3.25,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,B-4,B-3,B-2,F#4,F#4,C#3,B-2,B-1
152.375,108.8393,51,3.375,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,B-4,B-3,B-2,F#4,F#4,C#3,B-2,B-1
152.5,108.9286,51,3.5,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,r,r,r,F#4,F#4,C#3,B-2,B-1
152.625,109.0179,51,3.625,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,r,r,r,F#4,F#4,C#3,B-2,B-1
152.75,109.1071,51,3.75,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,r,r,r,F#4,F#4,C#3,B-2,B-1
152.875,109.1964,51,3.875,B-5,B-5,B-4,F#5,F#4,C#4,B-3,B-3,B-2,r,r,r,F#4,F#4,C#3,B-2,B-1
153.0,109.2857,52,1.0,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,B-4,B-3,B-2,F4,F4,B3,G#2,G#1
153.125,109.375,52,1.125,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,B-4,B-3,B-2,F4,F4,B3,G#3,G#1
153.25,109.4643,52,1.25,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,B-4,B-3,B-2,F4,F4,B3,G#3,G#1
153.375,109.5536,52,1.375,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,B-4,B-3,B-2,F4,F4,B3,G#3,G#1
153.5,109.6429,52,1.5,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,r,r,r,F4,F4,B3,G#3,G#1
153.625,109.7321,52,1.625,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,r,r,r,F4,F4,B3,G#3,G#1
153.75,109.8214,52,1.75,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,r,r,r,F4,F4,B3,G#3,G#1
153.875,109.9107,52,1.875,B-5,B-5,B-4,F5,F4,B3,G#3,B-3,B-2,r,r,r,F4,F4,B3,G#3,G#1
154.0,110.0,52,2.0,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#2,F#1
154.125,110.0893,52,2.125,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
154.25,110.1786,52,2.25,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
154.375,110.2679,52,2.375,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
154.5,110.3571,52,2.5,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
154.625,110.4464,52,2.625,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
154.75,110.5357,52,2.75,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
154.875,110.625,52,2.875,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F2,F#1
155.0,110.7143,52,3.0,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,B-4,B-3,B-2,D4,D4,G#3,F3,F1
155.125,110.8036,52,3.125,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,B-4,B-3,B-2,D4,D4,G#3,F3,F1
155.25,110.8929,52,3.25,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,B-4,B-3,B-2,D4,D4,G#3,F3,F1
155.375,110.9821,52,3.375,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,B-4,B-3,B-2,D4,D4,G#3,F3,F1
155.5,111.0714,52,3.5,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,r,r,r,D4,D4,G#3,F3,F1
155.625,111.1607,52,3.625,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,r,r,r,D4,D4,G#3,F3,F1
155.75,111.25,52,3.75,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,r,r,r,D4,D4,G#3,F3,F1
155.875,111.3393,52,3.875,B-5,B-5,B-4,D5,D4,G#3,F3,B-3,B-2,r,r,r,D4,D4,G#3,F3,F1
156.0,111.4286,53,1.0,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#2,F#1
156.125,111.5179,53,1.125,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
156.25,111.6071,53,1.25,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
156.375,111.6964,53,1.375,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,B-4,B-3,B-2,E-4,E-4,B-3,F#3,F#1
156.5,111.7857,53,1.5,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
156.625,111.875,53,1.625,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
156.75,111.9643,53,1.75,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
156.875,112.0536,53,1.875,B-5,B-5,B-4,E-5,E-4,B-3,F#3,B-3,B-2,r,r,r,E-4,E-4,B-3,F#3,F#1
157.0,112.1429,53,2.0,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,B-4,B-3,B-2,C#4,C#4,G#3,F2,F1
157.125,112.2321,53,2.125,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,B-4,B-3,B-2,C#4,C#4,G#3,F3,F1
157.25,112.3214,53,2.25,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,B-4,B-3,B-2,C#4,C#4,G#3,F3,F1
157.375,112.4107,53,2.375,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,B-4,B-3,B-2,C#4,C#4,G#3,F3,F1
157.5,112.5,53,2.5,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,r,r,r,C#4,C#4,G#3,F3,F1
157.625,112.5893,53,2.625,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,r,r,r,C#4,C#4,G#3,F3,F1
157.75,112.6786,53,2.75,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,r,r,r,C#4,C#4,G#3,F3,F1
157.875,112.7679,53,2.875,B-5,B-5,B-4,C#5,C#4,G#3,F3,B-3,B-2,r,r,r,C#4,C#4,G#3,F3,F1
158.0,112.8571,53,3.0,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,E-5,E-4,E-3,B3,B3,F#3,E-2,E-1
158.125,112.9464,53,3.125,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,E-5,E-4,E-3,B3,B3,F#3,E-3,E-1
158.25,113.0357,53,3.25,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,E-5,E-4,E-3,B3,B3,F#3,E-3,E-1
158.375,113.125,53,3.375,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,E-5,E-4,E-3,B3,B3,F#3,E-3,E-1
158.5,113.2143,53,3.5,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,r,r,r,B3,B3,F#3,E-3,E-1
158.625,113.3036,53,3.625,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,r,r,r,B3,B3,F#3,E-3,E-1
158.75,113.3929,53,3.75,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,r,r,r,B3,B3,F#3,E-3,E-1
158.875,113.4821,53,3.875,B5,B5,B4,B4,F#4,F#3,E-3,E-4,E-4,r,r,r,B3,B3,F#3,E-3,E-1
159.0,113.5714,54,1.0,B5,B5,F5,B4,F4,F3,C#3,F4,F4,r,r,r,B3,G#4,F3,C#2,C#1
159.5,113.9286,54,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B3,r,r,r,r
159.625,114.0179,54,1.625,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
159.75,114.1071,54,1.75,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
159.875,114.1964,54,1.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
160.0,114.2857,54,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
160.5,114.6429,54,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
160.625,114.7321,54,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r,r,r
160.75,114.8214,54,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r,r,r
160.875,114.9107,54,2.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
161.0,115.0,54,3.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
161.5,115.3571,54,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
161.625,115.4464,54,3.625,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r
161.75,115.5357,54,3.75,r,r,r,r,r,r,r,r,r,r,r,r,F4,r,r,r,r
161.875,115.625,54,3.875,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r
162.0,115.7143,55,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
162.5,116.0714,55,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
162.625,116.1607,55,1.625,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,r,r
162.75,116.25,55,1.75,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
162.875,116.3393,55,1.875,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
163.0,116.4286,55,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
163.5,116.7857,55,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
163.625,116.875,55,2.625,r,r,r,r,r,r,r,r,r,r,r,r,C#5,B-4,r,r,r
163.75,116.9643,55,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
163.875,117.0536,55,2.875,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
164.0,117.1429,55,3.0,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
164.5,117.5,55,3.5,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
164.625,117.5893,55,3.625,r,r,r,r,r,r,r,r,r,r,r,r,G4,E4,r,r,r
164.75,117.6786,55,3.75,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,r,r,r
164.875,117.7679,55,3.875,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
165.0,117.8571,56,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
165.125,117.9464,56,1.125,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,r
165.25,118.0357,56,1.25,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#4,r,r,r
165.375,118.125,56,1.375,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,r
165.5,118.2143,56,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
165.625,118.3036,56,1.625,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G#4,r,r,r
165.75,118.3929,56,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
165.875,118.4821,56,1.875,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#4,r,r,r
166.0,118.5714,56,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,G#4,r,r,r
166.125,118.6607,56,2.125,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
166.25,118.75,56,2.25,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,r,r,r
166.375,118.8393,56,2.375,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
166.5,118.9286,56,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
166.625,119.0179,56,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
166.75,119.1071,56,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
166.875,119.1964,56,2.875,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
167.0,119.2857,56,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
167.125,119.375,56,3.125,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
167.25,119.4643,56,3.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
167.375,119.5536,56,3.375,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
167.5,119.6429,56,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
167.625,119.7321,56,3.625,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
167.75,119.8214,56,3.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
167.875,119.9107,56,3.875,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
168.0,120.0,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
168.125,120.0893,57,1.125,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#4,r,r,r
168.25,120.1786,57,1.25,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,r,r,r
168.375,120.2679,57,1.375,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#4,r,r,r
168.5,120.3571,57,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
168.625,120.4464,57,1.625,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#4,r,r,r
168.75,120.5357,57,1.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
168.875,120.625,57,1.875,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C#4,r,r,r
169.0,120.7143,57,2.0,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,r,r,r
169.125,120.8036,57,2.125,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
169.25,120.8929,57,2.25,r,r,r,r,r,r,r,r,r,r,r,r,F4,C#4,r,r,r
169.375,120.9821,57,2.375,r,r,r,r,r,r,r,r,r,r,r,r,F4,F4,r,r,r
169.5,121.0714,57,2.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
169.625,121.1607,57,2.625,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
169.75,121.25,57,2.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
169.875,121.3393,57,2.875,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
170.0,121.4286,57,3.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
170.125,121.5179,57,3.125,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
170.25,121.6071,57,3.25,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
170.375,121.6964,57,3.375,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
170.5,121.7857,57,3.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
170.625,121.875,57,3.625,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,r,r,r
170.75,121.9643,57,3.75,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,r,r,r
170.875,122.0536,57,3.875,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,r,r,r
171.0,122.1429,58,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,C#4,r,r,r
171.5,122.5,58,1.5,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
172.0,122.8571,58,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F4,r
172.5,123.2143,58,2.5,r,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,r,r
173.0,123.5714,58,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F4,r
173.5,123.9286,58,3.5,r,r,r,r,r,r,r,r,r,r,r,r,C#5,r,r,r,r
174.0,124.2857,59,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F4,r
174.5,124.6429,59,1.5,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,F4,r
175.0,125.0,59,2.0,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,F4,F4,r
176.0,125.7143,59,3.0,r,r,r,r,r,F4,r,r,r,r,r,r,C#5,B4,G#4,F4,r
177.0,126.4286,60,1.0,r,r,r,r,r,F#4,r,r,r,r,r,r,C#5,B-4,F#4,F#4,r
177.375,126.6964,60,1.375,r,r,r,r,r,C#4,r,r,r,r,r,r,C#5,B-4,F#4,F#4,r
177.5,126.7857,60,1.5,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r
177.875,127.0536,60,1.875,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r
178.0,127.1429,60,2.0,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r
178.375,127.4107,60,2.375,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r
178.5,127.5,60,2.5,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r
178.875,127.7679,60,2.875,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r
179.0,127.8571,60,3.0,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r
179.375,128.125,60,3.375,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r
179.5,128.2143,60,3.5,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,r,r,r
179.875,128.4821,60,3.875,r,r,r,r,r,C#4,r,r,r,r,r,r,r,r,r,r,r
180.0,128.5714,61,1.0,r,r,r,F#5,r,F#4,r,r,r,r,r,r,B-4,F#4,r,r,r
180.5,128.9286,61,1.5,r,r,r,F#5,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
181.0,129.2857,61,2.0,r,r,r,F5,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
181.5,129.6429,61,2.5,r,r,r,F5,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
182.0,130.0,61,3.0,r,r,r,E-5,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
182.5,130.3571,61,3.5,r,r,r,E-5,r,r,r,r,r,r,r,r,B-4,F#4,r,r,r
183.0,130.7143,62,1.0,r,r,r,D5,r,r,r,r,r,r,r,r,B-4,F4,r,B-2,B-1
183.375,130.9821,62,1.375,r,r,r,D5,r,r,r,r,r,r,r,r,B-4,F4,r,F2,F1
183.5,131.0714,62,1.5,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
183.875,131.3393,62,1.875,r,r,r,D5,r,r,r,r,r,r,r,r,r,r,r,F2,F1
184.0,131.4286,62,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
184.375,131.6964,62,2.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F1
184.5,131.7857,62,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
184.875,132.0536,62,2.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F1
185.0,132.1429,62,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
185.375,132.4107,62,3.375,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F1
185.5,132.5,62,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,B-1
185.875,132.7679,62,3.875,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F2,F1
186.0,132.8571,63,1.0,r,r,r,G#5,r,F4,r,r,r,r,r,r,B-4,G#4,r,B-2,B-1
186.5,133.2143,63,1.5,r,r,r,G#5,r,F4,r,r,r,r,r,r,B-4,G#4,r,r,r
187.0,133.5714,63,2.0,r,r,r,F#5,r,E-4,r,r,r,r,r,r,B-4,F#4,r,r,r
187.5,133.9286,63,2.5,r,r,r,F#5,r,E-4,r,r,r,r,r,r,B-4,F#4,r,r,r
188.0,134.2857,63,3.0,r,r,r,F5,r,D4,r,r,r,r,r,r,r,F4,r,r,r
188.5,134.6429,63,3.5,r,r,r,F5,r,D4,r,r,r,r,r,r,r,F4,r,r,r
189.0,135.0,64,1.0,r,r,r,E-5,r,E-4,r,E-5,E-4,r,r,E-3,B-4,E-4,r,r,r
189.375,135.2679,64,1.375,r,r,r,E-5,r,E-4,r,E-5,E-4,r,r,B-2,B-4,E-4,r,r,r
189.5,135.3571,64,1.5,r,r,r,E-5,r,E-4,r,E-5,E-4,r,r,E-3,r,r,r,r,r
189.875,135.625,64,1.875,r,r,r,E-5,r,E-4,r,E-5,E-4,r,r,B-2,r,r,r,r,r
190.0,135.7143,64,2.0,r,r,r,r,r,r,r,B-4,B-3,r,r,E-3,r,r,r,r,r
190.375,135.9821,64,2.375,r,r,r,r,r,r,r,B-4,B-3,r,r,B-2,r,r,r,r,r
190.5,136.0714,64,2.5,r,r,r,r,r,r,r,B-4,B-3,r,r,E-3,r,r,r,r,r
190.875,136.3393,64,2.875,r,r,r,r,r,r,r,B-4,B-3,r,r,B-2,r,r,r,r,r
191.0,136.4286,64,3.0,r,r,r,r,r,r,r,G4,G3,r,r,E-3,r,r,r,r,r
191.125,136.5179,64,3.125,E-5,r,r,r,r,r,r,G4,G3,r,r,E-3,r,r,r,r,r
191.25,136.6071,64,3.25,F5,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,r,r
191.375,136.6964,64,3.375,G5,r,r,r,r,r,r,G4,G3,r,r,B-2,r,r,r,r,r
191.5,136.7857,64,3.5,G#5,r,r,r,r,r,r,G4,G3,r,r,E-3,r,r,r,r,r
191.625,136.875,64,3.625,B-5,r,r,r,r,r,r,G4,G3,r,r,E-3,r,r,r,r,r
191.75,136.9643,64,3.75,C6,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,r,r
191.875,137.0536,64,3.875,D6,r,r,r,r,r,r,G4,G3,r,r,B-2,r,r,r,r,r
192.0,137.1429,65,1.0,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,E-3,r,r,E-3,E-3,E-2
192.1667,137.2619,65,1.1667,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,E-3,B-4,G4,E-3,E-3,E-2
192.3333,137.3809,65,1.3333,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,E-3,B-4,G4,E-3,E-3,E-2
192.5,137.5,65,1.5,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,r,r,r,E-3,E-3,E-2
192.6667,137.6191,65,1.6667,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
192.8333,137.7381,65,1.8333,E-6,r,r,E-5,G4,G3,E-3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
193.0,137.8571,65,2.0,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,r,r,E-3,E-3,E-2
193.1667,137.9762,65,2.1667,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
193.3333,138.0952,65,2.3333,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
193.5,138.2143,65,2.5,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,r,r,E-3,E-3,E-2
193.6667,138.3334,65,2.6667,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
193.8333,138.4524,65,2.8333,D6,r,r,D5,B-4,B-3,G3,E-4,E-3,r,r,r,B-4,G4,E-3,E-3,E-2
194.0,138.5714,65,3.0,C6,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,r,r,E-3,E-3,E-2
194.1667,138.6905,65,3.1667,B5,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,G#4,E-4,E-3,E-3,E-2
194.3333,138.8095,65,3.3333,B5,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,G#4,E-4,E-3,E-3,E-2
194.5,138.9286,65,3.5,E-6,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,r,r,E-3,E-3,E-2
194.6667,139.0476,65,3.6667,D6,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,G#4,E-4,E-3,E-3,E-2
194.8333,139.1666,65,3.8333,D6,r,r,C5,G#4,C4,G#3,E-4,E-3,r,r,r,G#4,E-4,E-3,E-3,E-2
195.0,139.2857,66,1.0,B-5,r,r,B-4,D4,G#3,F3,B-3,E-3,r,r,r,r,r,E-3,E-3,E-2
195.1667,139.4048,66,1.1667,B-5,r,r,B-4,D4,G#3,F3,B-3,E-3,r,r,r,F4,D4,E-3,E-3,E-2
195.3333,139.5238,66,1.3333,B-5,r,r,B-4,D4,G#3,F3,B-3,E-3,r,r,r,F4,D4,E-3,E-3,E-2
195.5,139.6429,66,1.5,B-5,r,r,B-4,D4,G#3,F3,B-3,E-3,r,r,r,r,r,E-3,E-3,E-2
195.6667,139.7619,66,1.6667,B-5,r,r,B-4,D4,G#3,F3,B-3,E-3,r,r,r,F4,D4,E-3,E-3,E-2
