qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
949.0,395.4167,76,1.3333,E-6,G5,G5,C5,E-5,C5,G3,G2,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,G5,G4,C5,G3,G2
949.5,395.625,76,1.5,E-6,G5,G5,C5,E-5,C5,G3,G2,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,G5,G4,C5,G3,G2
950.0,395.8333,76,1.6667,E-6,G5,E-5,C5,G5,G4,C4,C3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-5,E-4,C5,C4,C3
950.5,396.0417,76,1.8333,E-6,G5,E-5,C5,G5,G4,C4,C3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-5,E-4,C5,C4,C3
951.0,396.25,76,2.0,E-6,G5,E-5,C5,G5,G4,C4,C3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-5,E-4,C5,C4,C3
951.5,396.4583,76,2.1667,E-6,G5,E-5,C5,G5,G4,C4,C3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,E-5,E-4,C5,C4,C3
952.0,396.6667,76,2.3333,C6,C6,G5,C5,C5,G4,E-4,E-3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,C5,C4,C5,E-4,E-3
952.5,396.875,76,2.5,C6,C6,G5,C5,C5,G4,E-4,E-3,r,E-4,E-3,G4,C4,C5,C4,r,r,r,r,C5,C4,C5,E-4,E-3
953.0,397.0833,76,2.6667,E-6,E-6,G#5,E-5,F#5,G#4,C3,C2,r,E-4,C3,G#4,G#3,E-5,C4,r,r,r,r,E-6,E-5,F#4,C3,C2
953.5,397.2917,76,2.8333,E-6,E-6,G#5,E-5,F#5,G#4,C3,C2,r,E-4,C3,G#4,G#3,E-5,C4,r,r,r,r,E-6,E-5,F#4,C3,C2
954.0,397.5,77,1.0,E-6,E-6,G#5,E-5,F#5,G#4,C3,C2,r,E-4,C3,G#4,G#3,E-5,C4,r,r,r,r,E-6,E-5,F#4,C3,C2
954.5,397.7083,77,1.1667,E-6,E-6,G#5,E-5,F#5,G#4,C3,C2,r,E-4,C3,G#4,G#3,E-5,C4,r,r,r,r,E-6,E-5,F#4,C3,C2
955.0,397.9167,77,1.3333,C6,C6,C6,C5,F#5,G#4,E-3,E-2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,C6,C5,F#4,E-3,E-2
955.5,398.125,77,1.5,C6,C6,C6,C5,F#5,G#4,E-3,E-2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,C6,C5,F#4,E-3,E-2
956.0,398.3333,77,1.6667,G#5,G#5,G#5,C5,E-5,G#4,F#3,F#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,G#5,G#4,C5,F#3,F#2
956.5,398.5417,77,1.8333,G#5,G#5,G#5,C5,E-5,G#4,F#3,F#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,G#5,G#4,C5,F#3,F#2
957.0,398.75,77,2.0,F#5,F#5,F#5,C5,F#5,G#4,G#3,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#5,F#4,C5,G#3,G#2
957.5,398.9583,77,2.1667,F#5,F#5,F#5,C5,F#5,G#4,G#3,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#5,F#4,C5,G#3,G#2
958.0,399.1667,77,2.3333,E-5,E-5,F#5,E-5,F#5,G#4,C4,C3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,E-5,E-4,F#4,C4,C3
958.5,399.375,77,2.5,E-5,E-5,F#5,E-5,F#5,G#4,C4,C3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,E-5,E-4,F#4,C4,C3
959.0,399.5833,77,2.6667,F#6,E-6,C6,F#5,F#5,C5,G#2,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#6,F#5,C5,G#2,G#1
959.5,399.7917,77,2.8333,F#6,E-6,C6,F#5,F#5,C5,G#2,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#6,F#5,C5,G#2,G#1
960.0,400.0,78,1.0,F#6,E-6,C6,F#5,F#5,C5,G#2,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#6,F#5,C5,G#2,G#1
960.5,400.2083,78,1.1667,F#6,E-6,C6,F#5,F#5,C5,G#2,G#2,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,F#6,F#5,C5,G#2,G#1
961.0,400.4167,78,1.3333,E-6,E-6,E-6,E-5,F#5,E-5,C3,C3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,E-6,E-5,F#4,C3,C2
961.5,400.625,78,1.5,E-6,E-6,E-6,E-5,F#5,E-5,C3,C3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,E-6,E-5,F#4,C3,C2
962.0,400.8333,78,1.6667,C6,C6,C6,F#5,F#5,C5,E-3,E-3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,C6,C5,F#4,E-3,E-2
962.5,401.0417,78,1.8333,C6,C6,C6,F#5,F#5,C5,E-3,E-3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,C6,C5,F#4,E-3,E-2
963.0,401.25,78,2.0,G#5,G#5,G#5,C5,F#5,G#4,G#3,G#3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,G#5,G#4,C5,G#3,G#2
963.5,401.4583,78,2.1667,G#5,G#5,G#5,C5,F#5,G#4,G#3,G#3,r,E-4,C3,F#4,G#3,E-5,C5,r,r,r,r,G#5,G#4,C5,G#3,G#2
964.0,401.6667,78,2.3333,F#5,F#5,F#5,E-5,E-5,F#4,C4,C4,r,E-4,C3,F#4,G#3,r,r,r,r,r,r,F#5,F#4,F#4,C4,C3
964.5,401.875,78,2.5,F#5,F#5,F#5,E-5,E-5,F#4,C4,C4,r,E-4,C3,F#4,G#3,r,r,r,r,r,r,F#5,F#4,F#4,C4,C3
965.0,402.0833,78,2.6667,F#5,E-5,E-5,F#4,C5,E-4,G#2,G#2,r,E-4,C4,G#4,G#3,r,r,r,r,r,r,E-5,E-4,C5,G#2,G#1
965.5,402.2917,78,2.8333,F#5,E-5,E-5,F#4,C5,E-4,G#2,G#2,r,E-4,C4,G#4,G#3,r,r,r,r,r,r,E-5,E-4,C5,G#2,G#1
966.0,402.5,79,1.0,E5,C#5,C#5,E4,C#5,E4,C#3,C#2,r,E4,C#4,G#4,G#3,r,r,r,r,r,r,C#5,C#4,C#5,C#2,C#2
966.5,402.7083,79,1.1667,E5,C#5,C#5,E4,C#5,E4,C#3,C#2,r,E4,C#4,G#4,G#3,r,r,r,r,r,r,E4,G#3,C#5,C#2,C#2
967.0,402.9167,79,1.3333,r,r,r,r,r,r,G#2,G#2,r,r,r,r,r,r,r,r,r,r,r,E4,G#3,G#3,G#2,r
967.5,403.125,79,1.5,r,r,r,r,r,r,G#2,G#2,r,r,r,r,r,r,r,r,r,r,r,E4,G#3,G#3,G#2,r
968.0,403.3333,79,1.6667,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,E4,G#3,B-3,B-2,r
968.5,403.5417,79,1.8333,r,r,r,r,r,r,B-2,B-2,r,r,r,r,r,r,r,r,r,r,r,E-4,G3,B-3,B-2,r
969.0,403.75,79,2.0,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,C#2
969.5,403.9583,79,2.1667,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,C4,C3,C#2
970.5,404.375,79,2.5,r,r,r,r,r,r,C3,C3,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,C4,C3,r
971.0,404.5833,79,2.6667,r,r,r,r,r,r,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,F#4,A3,C#4,C#3,r
971.5,404.7917,79,2.8333,r,r,r,r,r,r,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,E4,G#3,C#4,C#3,r
972.0,405.0,80,1.0,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,C#2
972.5,405.2083,80,1.1667,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,E4,E3,C#2
973.5,405.625,80,1.5,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,E4,E3,r
974.0,405.8333,80,1.6667,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,E-4,E-3,r
974.5,406.0417,80,1.8333,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,G4,B-3,E-4,E-3,r
975.0,406.25,80,2.0,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,A3,C#2
975.5,406.4583,80,2.1667,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,A4,A3,C#2
976.0,406.6667,80,2.3333,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,C#5,F#4,A4,A3,C#3
976.5,406.875,80,2.5,r,r,r,r,r,r,G#3,G#3,r,r,r,r,r,r,r,r,r,r,r,C5,F#4,G#4,G#3,C#3
977.0,407.0833,80,2.6667,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,C5,F#4,E-4,E-3,C#2
977.5,407.2917,80,2.8333,r,r,r,r,r,r,E3,E3,r,r,r,r,r,r,r,r,r,r,r,F#4,C4,E4,E3,C#2
978.0,407.5,81,1.0,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-3,C#2
978.5,407.7083,81,1.1667,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,C#5,G#3,E-4,E-3,C#2
979.0,407.9167,81,1.3333,r,r,r,r,r,r,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,C#5,G#3,C#4,C#3,r
979.5,408.125,81,1.5,r,r,r,r,r,r,C#3,C#3,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,C#4,C#3,r
980.0,408.3333,81,1.6667,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,C#5,G#4,E-4,E-3,r
980.5,408.5417,81,1.8333,r,r,r,r,r,r,E-3,E-3,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,E-3,r
981.0,408.75,81,2.0,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,C#2
981.5,408.9583,81,2.1667,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,r,r,r,r,r,D5,G#3,F4,F3,C#2
982.5,409.375,81,2.5,r,r,r,r,r,r,F3,F3,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,F3,r
983.0,409.5833,81,2.6667,r,r,r,r,r,r,F#3,F#3,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F#4,F#3,r
983.5,409.7917,81,2.8333,r,r,r,r,r,r,F#3,F#3,r,r,r,r,r,r,r,r,r,r,r,C#5,A4,F#4,F#3,r
984.0,410.0,82,1.0,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,C#2
984.5,410.2083,82,1.1667,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,F5,D4,B4,B3,C#2
985.5,410.625,82,1.5,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,B4,B3,r
986.0,410.8333,82,1.6667,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,A4,A3,r
986.5,411.0417,82,1.8333,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,r,r,r,F#5,C#5,A4,A3,r
987.0,411.25,82,2.0,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,C#2
987.5,411.4583,82,2.1667,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,E5,E4,C#2
988.0,411.6667,82,2.3333,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,E5,E4,C#3
988.5,411.875,82,2.5,r,r,r,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,E-5,E-4,C#3
989.0,412.0833,82,2.6667,r,r,r,r,r,r,B-3,B-3,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,B-4,B-3,C#2
989.5,412.2917,82,2.8333,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,C5,C4,C#2
990.0,412.5,83,1.0,r,r,r,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,C#5,C#4,C#2
990.5,412.7083,83,1.1667,r,r,r,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,C#2
991.0,412.9167,83,1.3333,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,A4,A3,C#3
991.5,413.125,83,1.5,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,C#3
992.0,413.3333,83,1.6667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,C#5,C#4,C#2
992.5,413.5417,83,1.8333,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,C#2
993.0,413.75,83,2.0,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,E-5,F#4,A4,A3,C#3
993.5,413.9583,83,2.1667,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,C#3
994.0,414.1667,83,2.3333,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#4,E4,C#5,C#4,C#2
994.5,414.375,83,2.5,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,C#2
995.0,414.5833,83,2.6667,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,C#5,C#4,A4,A3,E2
995.5,414.7917,83,2.8333,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,E2
996.0,415.0,84,1.0,r,r,r,r,r,r,B2,B1,r,r,r,r,r,r,r,r,r,r,r,F#4,E-4,B4,B3,B1
996.5,415.2083,84,1.1667,r,r,r,r,r,r,B2,B1,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,B1
997.0,415.4167,84,1.3333,r,r,r,r,r,r,E-3,E-2,r,r,r,r,r,r,r,r,r,r,r,B4,B3,G#4,G#3,E-2
997.5,415.625,84,1.5,r,r,r,r,r,r,E-3,E-2,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,F#3,E-2
998.0,415.8333,84,1.6667,r,r,r,r,r,r,A2,A2,r,r,r,r,r,r,r,r,r,r,r,E4,C#4,A4,A3,A1
998.5,416.0417,84,1.8333,r,r,r,r,r,r,A2,A2,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,A1
999.0,416.25,84,2.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,A4,A3,F#4,F#3,C#2
999.5,416.4583,84,2.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,C#2
1000.0,416.6667,84,2.3333,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,G#4,C#4,G#4,G#3,E2
1000.5,416.875,84,2.5,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,E3,E2
1001.0,417.0833,84,2.6667,r,r,r,r,r,r,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,G#4,G#3,G#2
1001.5,417.2917,84,2.8333,r,r,r,r,r,r,G#3,G#2,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,E-3,G#2
1002.0,417.5,85,1.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#3,C#4,E4,E3,C#2
1002.5,417.7083,85,1.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,C#3,C#2
1003.0,417.9167,85,1.3333,G#5,G#5,G#4,G#4,G#4,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E5,C#5,G#3,r
1003.5,418.125,85,1.5,G#5,G#5,G#4,G#4,G#4,G#3,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,E5,C#5,G#3,r
1004.0,418.3333,85,1.6667,B-5,G5,B-4,G4,G4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E5,C#5,G3,r
1004.5,418.5417,85,1.8333,B-5,G5,B-4,G4,G4,B-3,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-5,B-4,G3,r
1005.0,418.75,85,2.0,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,C5,r,r,E-3,C#3
1005.5,418.9583,85,2.1667,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,C5,F#5,A4,E-3,C#3
1006.0,419.1667,85,2.3333,C6,F#5,C5,F#4,F#4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,F#5,A4,F#3,r
1006.5,419.375,85,2.5,C6,F#5,C5,F#4,F#4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E-5,A4,F#3,r
1007.0,419.5833,85,2.6667,C#6,E5,C#5,E4,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E-5,A4,E3,r
1007.5,419.7917,85,2.8333,C#6,E5,C#5,E4,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,E5,G#4,E3,r
1008.0,420.0,86,1.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,E5,r,r,C#3,C#2
1008.5,420.2083,86,1.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,E5,B4,G#4,C#3,C#2
1009.0,420.4167,86,1.3333,E6,G#5,E5,G#4,B4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B4,G#4,G#3,r
1009.5,420.625,86,1.5,E6,G#5,E5,G#4,B4,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B4,E4,G#3,r
1010.0,420.8333,86,1.6667,E-6,G5,E-5,G4,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B4,E4,G3,r
1010.5,421.0417,86,1.8333,E-6,G5,E-5,G4,B-4,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,C#4,G3,r
1011.0,421.25,86,2.0,r,r,r,r,C#5,F#4,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,C#4,C#3
1011.5,421.4583,86,2.1667,r,r,r,r,C#5,F#4,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,A5,E-5,F#4,C#4,C#3
1012.0,421.6667,86,2.3333,A6,C#6,A5,C#5,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,E-5,F#4,C4,r
1012.5,421.875,86,2.5,A6,C#6,A5,C#5,C5,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-5,E-4,C4,r
1013.0,422.0833,86,2.6667,E-6,C6,E-5,C5,E-5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,E-4,F#3,r
1013.5,422.2917,86,2.8333,E-6,C6,E-5,C5,E-5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,G#4,C4,F#3,r
1014.0,422.5,87,1.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,E-5,r,r,r,C#2
1014.5,422.7083,87,1.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,E-5,G#4,F4,r,C#2
1015.0,422.9167,87,1.3333,C#6,C#6,C#5,C#5,F4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,F3,r
1015.5,423.125,87,1.5,C#6,C#6,C#5,C#5,F4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,G#4,F3,r
1016.0,423.3333,87,1.6667,E-6,C6,E-5,B4,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C#5,G#4,F#3,r
1016.5,423.5417,87,1.8333,E-6,C6,E-5,B4,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,A4,F#3,r
1017.0,423.75,87,2.0,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,F5,r,r,G#3,C#3
1017.5,423.9583,87,2.1667,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,F5,D5,B4,G#3,C#3
1018.0,424.1667,87,2.3333,F6,B5,F5,B4,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,B4,B3,r
1018.5,424.375,87,2.5,F6,B5,F5,B4,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,G#4,B3,r
1019.0,424.5833,87,2.6667,F#6,A5,F#5,A4,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,D5,G#4,A3,r
1019.5,424.7917,87,2.8333,F#6,A5,F#5,A4,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,C#5,A4,A3,r
1020.0,425.0,88,1.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,B5,r,r,G#3,C#2
1020.5,425.2083,88,1.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,B5,F5,B4,G#3,C#2
1021.0,425.4167,88,1.3333,F6,B5,B5,F5,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,B4,D4,r
1021.5,425.625,88,1.5,F6,B5,B5,F5,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,G#4,D4,r
1022.0,425.8333,88,1.6667,F#6,A5,A5,F#5,C#5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F5,G#4,C#4,r
1022.5,426.0417,88,1.8333,F#6,A5,A5,F#5,C#5,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,F#5,A4,C#4,r
1023.0,426.25,88,2.0,E6,C#6,C#6,E5,G5,B-4,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,E6,r,r,G4,C#3
1023.5,426.4583,88,2.1667,E6,C#6,C#6,E5,G5,B-4,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,E6,C#5,B-4,G4,C#3
1024.0,426.6667,88,2.3333,C6,G#5,G#5,C5,G#5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,C#5,B-4,G#4,r
1024.5,426.875,88,2.5,C6,G#5,G#5,C5,G#5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,E-6,C5,G#4,G#4,r
1025.0,427.0833,88,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,C5,G#4,F#4,r
1025.5,427.2917,88,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E-5,E-4,F#4,r
1026.0,427.5,89,1.0,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,C#6,G#4,E4,E4,C#2
1026.5,427.7083,89,1.1667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E4,C#2
1027.0,427.9167,89,1.3333,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,A5,C5,G#4,F#4,C#3
1027.5,428.125,89,1.5,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F#4,C#3
1028.0,428.3333,89,1.6667,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,E4,C#2
1028.5,428.5417,89,1.8333,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E4,C#2
1029.0,428.75,89,2.0,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,A5,C5,G#4,F#4,C#3
1029.5,428.9583,89,2.1667,r,r,r,r,r,r,C#4,C#3,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,F#4,C#3
1030.0,429.1667,89,2.3333,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,C#6,C#5,G#4,E4,C#2
1030.5,429.375,89,2.5,r,r,r,r,r,r,C#3,C#2,r,r,r,r,r,r,r,r,r,r,r,G#5,r,r,E4,C#2
1031.0,429.5833,89,2.6667,r,r,r,r,r,r,F#3,F#2,r,r,r,r,r,r,r,r,r,r,r,C5,C5,A4,A3,F#2
1031.5,429.7917,89,2.8333,r,r,r,r,r,r,F#3,F#2,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,G#3,F#2
1032.0,430.0,90,1.0,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,G#4,C#5,C#5,C#4,E2
1032.5,430.2083,90,1.1667,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,C#5,r,G#4,G#3,E2
1033.0,430.4167,90,1.3333,r,r,r,r,r,r,F#3,F#2,r,r,r,r,r,r,r,r,r,r,r,C5,C5,A4,A3,F#2
1033.5,430.625,90,1.5,r,r,r,r,r,r,F#3,F#2,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,G#3,F#2
1034.0,430.8333,90,1.6667,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,G#4,C#5,C#5,C#4,E2
1034.5,431.0417,90,1.8333,r,r,r,r,r,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,C#5,r,G#4,G#3,E2
1035.0,431.25,90,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,C#5,E4,G3,G2
1035.5,431.4583,90,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,G3,G2
1036.0,431.6667,90,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,D4,F#3,F#2
1036.5,431.875,90,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,F#3,F#2
1037.0,432.0833,90,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,C#5,E4,G3,G2
1037.5,432.2917,90,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A5,r,r,G3,G2
1038.0,432.5,91,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,D5,D4,F#3,F#2
