qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Eb Trumpet 1,Eb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
152.0,60.0,62,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r
152.5,60.1974,63,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r
152.75,60.2961,63,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r
153.0,60.3947,64,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G4,r,r
153.3333,60.5263,64,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,B-4,r,r
153.66670000000002,60.6579,64,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,r,r
154.0,60.7895,64,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,r,r
154.3333,60.921,64,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,F4,r,r
154.66670000000002,61.0526,64,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,E-4,r,r
155.0,61.1842,65,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,E-4,r,r
155.3333,61.3158,65,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,F4,r,r
155.66670000000002,61.4474,65,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,G#4,r,r
156.0,61.5789,65,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,G#4,r,r
156.3333,61.7105,65,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,F4,r,r
156.66670000000002,61.8421,65,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,E-4,r,r
157.0,61.9737,66,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,E-4,r,r
157.3333,62.1052,66,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,C4,r,r
157.66670000000002,62.2369,66,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,B-3,r,r
158.0,62.3684,66,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,B-3,r,r
158.3333,62.5,66,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,G3,r,r
158.66670000000002,62.6316,66,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,F3,r,r
159.0,62.7632,67,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,F3,r,r
159.3333,62.8947,67,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G3,C4,r
159.6667,63.0263,67,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,G#3,B-3,r
160.0,63.1579,67,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,D5,B-3,G#3,r
160.3333,63.2895,67,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,C4,G3,r
160.6667,63.4211,67,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F5,D4,F3,r
161.0,63.5526,68,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G5,E-4,C3,r
161.3333,63.6842,68,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
161.6667,63.8158,68,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
162.0,63.9474,68,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
162.3333,64.0789,68,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
162.6667,64.2105,68,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
163.0,64.3421,69,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
163.3333,64.4737,69,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
163.6667,64.6053,69,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C#4,r
164.0,64.7368,69,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C4,r
164.3333,64.8684,69,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C4,r
164.5,64.9342,69,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-4,G4,C4,r
164.6667,65.0,69,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-4,G4,C4,r
165.0,65.1316,70,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,C4,r
165.3333,65.2631,70,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,C4,r
165.5,65.3289,70,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,C4,r
165.6667,65.3947,70,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,B3,r
166.0,65.5263,70,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,F4,B-3,r
166.3333,65.6579,70,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,E-4,B-3,r
166.5,65.7237,70,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G4,E-4,B-3,r
166.6667,65.7895,70,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,E-4,B-3,r
167.0,65.9211,71,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,B-3,r
167.3333,66.0526,71,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,A3,r
167.6667,66.1842,71,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,B-3,r
168.0,66.3158,71,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
168.5,66.5132,63,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,r
168.75,66.6118,63,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,r,r
169.0,66.7105,64,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G4,r,r
169.3333,66.8421,64,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,B-4,r,r
169.66670000000002,66.9737,64,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,r,r
170.0,67.1053,64,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,G#4,r,r
170.3333,67.2368,64,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,F4,r,r
170.66670000000002,67.3684,64,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,r,E-4,r,r
171.0,67.5,65,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,E-4,r,r
171.3333,67.6316,65,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,F4,r,r
171.66670000000002,67.7632,65,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,G#4,r,r
172.0,67.8947,65,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,G#4,r,r
172.3333,68.0263,65,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,F4,r,r
172.66670000000002,68.1579,65,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,r,E-4,r,r
173.0,68.2895,66,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,r,E-4,r,r
173.3333,68.421,66,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-3,C4,r,r
173.66670000000002,68.5526,66,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,B-3,r,r
174.0,68.6842,66,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,C4,B-3,r,r
174.3333,68.8158,66,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,E-4,G3,r,r
174.66670000000002,68.9474,66,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,F3,r,r
175.0,69.0789,67,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F4,F3,r,r
175.3333,69.2105,67,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G3,C4,r
175.6667,69.3421,67,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,C5,G#3,B-3,r
176.0,69.4737,67,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,D5,B-3,G#3,r
176.3333,69.6052,67,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,C4,G3,r
176.6667,69.7369,67,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,F5,D4,F3,r
177.0,69.8684,68,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G5,E-4,C3,r
177.3333,70.0,68,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
177.6667,70.1316,68,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
178.0,70.2632,68,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
178.3333,70.3947,68,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
178.6667,70.5263,68,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B-4,G#4,F4,r
179.0,70.6579,69,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
179.3333,70.7895,69,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
179.6667,70.9211,69,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C#4,r
180.0,71.0526,69,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C4,r
180.3333,71.1842,69,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,C4,r
180.5,71.25,69,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-4,G4,C4,r
180.6667,71.3158,69,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,B-4,G4,C4,r
181.0,71.4474,70,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,C4,r
181.3333,71.5789,70,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,C4,r
181.5,71.6447,70,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,C4,r
181.6667,71.7105,70,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,F4,B3,r
182.0,71.8421,70,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,F4,B-3,r
182.3333,71.9737,70,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,E-4,B-3,r
182.5,72.0395,70,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G4,E-4,B-3,r
182.6667,72.1053,70,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,F#4,E-4,B-3,r
183.0,72.2368,71,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,B-3,r
183.3333,72.3684,71,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,A3,r
183.6667,72.5,71,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F4,D4,B-3,r
184.0,72.6316,71,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
184.5,72.8289,72,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
184.75,72.9276,72,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r
185.0,73.0263,73,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r
185.3333,73.1579,73,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D3,r
185.6667,73.2895,73,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,E-3,r
186.0,73.4211,73,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F3,r
186.3333,73.5526,73,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F3,r
186.6667,73.6842,73,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,G3,r
187.0,73.8158,74,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
187.3333,73.9474,74,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
187.5,74.0132,74,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
187.6667,74.079,74,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-4,C4,G#3,r
188.0,74.2105,74,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D4,B-3,r,r
188.5,74.4079,74,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r
188.75,74.5066,74,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r
189.0,74.6053,75,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
189.3333,74.7368,75,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,D4,r
189.6667,74.8684,75,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,E-4,r
190.0,75.0,75,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,r
190.3333,75.1316,75,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,r
190.6667,75.2632,75,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,G4,r
191.0,75.3947,76,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,F4,G#4,r
192.5,75.9868,76,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D5,F4,B-3,r
193.0,76.1842,77,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,G4,E-4,r
193.3333,76.3158,77,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
193.6667,76.4474,77,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
194.0,76.5789,77,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
194.3333,76.7105,77,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
194.6667,76.8421,77,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
195.0,76.9737,78,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,G#4,E-4,r
195.3333,77.1052,78,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-5,C5,E-4,r
195.6667,77.2369,78,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-5,C5,E-4,r
196.0,77.3684,78,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
196.3333,77.5,78,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
196.6667,77.6316,78,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
197.0,77.7632,79,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,G#4,E-4,r
197.3333,77.8947,79,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G#5,F4,E-4,r
197.6667,78.0263,79,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,G4,E-4,r
198.0,78.1579,79,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F5,G#4,E-4,r
198.3333,78.2895,79,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-5,G4,E-4,r
198.6667,78.4211,79,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,G#4,E-4,r
199.0,78.5526,80,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,G4,E-4,r
199.3333,78.6842,80,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
199.6667,78.8158,80,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
200.0,78.9474,80,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,r,r
200.5,79.1447,72,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
200.75,79.2434,72,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,r
201.0,79.3421,73,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,r
201.3333,79.4737,73,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D3,r
201.6667,79.6053,73,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,G4,E-3,r
202.0,79.7368,73,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F3,r
202.3333,79.8684,73,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,F4,F3,r
202.6667,80.0,73,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,G3,r
203.0,80.1316,74,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
203.3333,80.2631,74,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
203.5,80.3289,74,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F4,D4,G#3,r
203.6667,80.3947,74,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-4,C4,G#3,r
204.0,80.5263,74,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D4,B-3,r,r
204.5,80.7237,74,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r
204.75,80.8224,74,2.75,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r
205.0,80.9211,75,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
205.3333,81.0526,75,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,D4,r
205.6667,81.1842,75,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,B-4,E-4,r
206.0,81.3158,75,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,r
206.3333,81.4474,75,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,G#4,F4,r
206.6667,81.579,75,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,G4,G4,r
207.0,81.7105,76,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,F4,G#4,r
208.5,82.3026,76,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,D5,F4,B-3,r
209.0,82.5,77,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,G4,E-4,r
209.3333,82.6316,77,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
209.6667,82.7632,77,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
210.0,82.8947,77,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
210.3333,83.0263,77,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
210.6667,83.1579,77,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,B-4,E-4,r
211.0,83.2895,78,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,C5,G#4,E-4,r
211.3333,83.421,78,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-5,C5,E-4,r
211.6667,83.5526,78,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,E-5,C5,E-4,r
212.0,83.6842,78,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
212.3333,83.8158,78,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
212.6667,83.9474,78,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F5,B4,E-4,r
213.0,84.0789,79,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,G#4,E-4,r
213.3333,84.2105,79,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G#5,F4,E-4,r
213.6667,84.3421,79,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,G5,G4,E-4,r
214.0,84.4737,79,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,F5,G#4,E-4,r
214.3333,84.6052,79,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,E-5,G4,E-4,r
214.6667,84.7369,79,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,D5,G#4,E-4,r
215.0,84.8684,80,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,E-5,G4,E-4,r
215.3333,85.0,80,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
215.6667,85.1316,80,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-5,B-4,G4,E-4,r
216.0,85.2632,80,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,r,r
216.5,85.4605,81,2.5,r,r,E-5,r,G4,r,B-3,r,r,r,r,r,r,r,r,r,r,r,r
217.0,85.6579,82,1.0,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,r,r,r,E-3,E-2
217.25,85.7566,82,1.25,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,G3,r,r,E-3,E-2
217.5,85.8553,82,1.5,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,B-3,G4,E-4,E-3,E-2
217.75,85.9539,82,1.75,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,E-4,G4,E-4,E-3,E-2
218.0,86.0526,82,2.0,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,G4,G4,E-4,r,r
218.25,86.1513,82,2.25,B-5,r,G5,r,B-4,r,B-3,E-3,E-4,E-3,r,r,r,r,B-4,G4,E-4,r,r
218.5,86.25,82,2.5,B-5,r,E-5,r,G4,r,E-4,E-3,E-4,E-3,r,r,r,r,E-5,G4,E-4,r,r
218.75,86.3487,82,2.75,B-5,r,E-5,r,G4,r,E-4,E-3,E-4,E-3,r,r,r,r,G5,G4,E-4,r,r
219.0,86.4474,83,1.0,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,G#5,r,r,B-3,B-2
219.25,86.5461,83,1.25,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,F5,r,r,B-3,B-2
219.5,86.6447,83,1.5,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,D5,G#4,F4,B-3,B-2
219.75,86.7434,83,1.75,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,B-4,G#4,F4,B-3,B-2
220.0,86.8421,83,2.0,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,G#4,G#4,F4,r,r
220.25,86.9408,83,2.25,B-5,r,D5,r,G#4,r,F4,B-3,B-4,B-3,r,r,r,r,F4,G#4,F4,r,r
220.5,87.0395,83,2.5,B-5,r,F5,r,D4,r,B-3,B-3,B-4,B-3,r,r,r,r,D4,G#4,F4,r,r
220.75,87.1382,83,2.75,B-5,r,F5,r,D4,r,B-3,B-3,B-4,B-3,r,r,r,r,B-3,G#4,F4,r,r
221.0,87.2368,84,1.0,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,G#3,r,r,B-2,B-1
221.25,87.3355,84,1.25,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,B-3,r,r,B-2,B-1
221.5,87.4342,84,1.5,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,D4,F4,G#3,B-2,B-1
221.75,87.5329,84,1.75,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,F4,F4,G#3,B-2,B-1
222.0,87.6316,84,2.0,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,G#4,F4,D4,r,r
222.25,87.7303,84,2.25,B-5,r,G#5,r,D4,r,B-3,B-2,B-3,B-2,r,r,r,r,B-4,F4,D4,r,r
222.5,87.8289,84,2.5,B-5,r,F5,r,G#4,r,F4,B-2,B-3,B-2,r,r,r,r,D5,F4,D4,r,r
222.75,87.9276,84,2.75,B-5,r,F5,r,G#4,r,F4,B-2,B-3,B-2,r,r,r,r,F5,F4,D4,r,r
223.0,88.0263,85,1.0,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,G5,r,r,E-3,E-2
223.25,88.125,85,1.25,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,G4,r,r,E-3,E-2
223.5,88.2237,85,1.5,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,G#4,G4,E-4,E-3,E-2
223.75,88.3224,85,1.75,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,B-4,G4,E-4,E-3,E-2
224.0,88.4211,85,2.0,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,C5,G4,E-4,r,r
224.25,88.5197,85,2.25,B-5,r,E-5,r,B-4,r,G4,E-3,E-4,E-3,r,r,r,r,D5,G4,E-4,r,r
224.5,88.6184,85,2.5,B-5,r,G5,r,G4,r,E-4,E-3,E-4,E-3,r,r,r,r,E-5,G4,E-4,r,r
224.75,88.7171,85,2.75,B-5,r,G5,r,G4,r,E-4,E-3,E-4,E-3,r,r,r,r,F5,G4,E-4,r,r
