qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Violin 1,Violin 2,Viola,Violoncello,Contrabass
370.75,191.7672,124,2.1667,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,D5,r,C4,r,r
371.0,191.8966,124,2.3333,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,E5,r,C4,r,r
371.25,192.0259,124,2.5,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,r,C4,r,r
371.5,192.1552,124,2.6667,r,r,r,r,A4,F4,A3,F3,A4,F4,r,r,r,r,G5,C4,C4,F3,F2
371.75,192.2845,124,2.8333,r,r,r,r,A4,F4,A3,F3,A4,F4,r,r,r,r,A5,F4,C4,F3,F2
372.0,192.4138,125,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,C4,F3,F2
372.25,192.5431,125,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,B-4,C4,F3,F2
372.5,192.6724,125,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,C4,F3,F2
372.75,192.8017,125,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,G4,C4,F3,F2
373.0,192.931,125,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,r,r,r
373.25,193.0603,125,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,E4,r,r,r
373.5,193.1897,125,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,r,r,r
373.75,193.319,125,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,G4,r,r,r
374.0,193.4483,125,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,r,r
374.25,193.5776,125,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,B-4,r,r,r
374.5,193.7069,125,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C6,C5,A4,F3,F2
374.75,193.8362,125,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C6,B-4,A4,F3,F2
375.0,193.9655,126,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,A4,A4,F3,F2
375.25,194.0948,126,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,B-4,A4,F3,F2
375.5,194.2241,126,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,A4,F4,F3,F2
375.75,194.3534,126,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,G4,F4,F3,F2
376.0,194.4828,126,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,C5,r,r
376.25,194.6121,126,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,E4,C5,r,r
376.5,194.7414,126,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,r,r,r
376.75,194.8707,126,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,E4,r,r,r
377.0,195.0,126,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C5,F4,r,r,r
377.25,195.1293,126,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C5,C4,r,r,r
377.5,195.2586,126,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,D4,F4,F3,F2
377.75,195.3879,126,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,E4,F4,F3,F2
378.0,195.5172,127,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,F4,F4,F3,F2
378.25,195.6466,127,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,G4,F4,F3,F2
378.5,195.7759,127,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,F4,C4,F3,F2
378.75,195.9052,127,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,E4,C4,F3,F2
379.0,196.0345,127,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,A4,r,r
379.25,196.1638,127,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,G4,A4,r,r
379.5,196.2931,127,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,r,r
379.75,196.4224,127,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,B-4,r,r,r
380.0,196.5517,127,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,r,r
380.25,196.681,127,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,B4,r,r,r
380.5,196.8103,127,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C6,C5,F4,F3,F2
380.75,196.9397,127,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,C6,A4,F4,F3,F2
381.0,197.069,128,1.0,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,r,B-4,F4,D3,D2
381.25,197.1983,128,1.1667,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,r,C5,F4,D3,D2
381.5,197.3276,128,1.3333,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,r,D5,D4,D3,D2
381.75,197.4569,128,1.5,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,r,C5,D4,D3,D2
382.0,197.5862,128,1.6667,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,B-5,B-4,B-4,r,r
382.25,197.7155,128,1.8333,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,B-5,C5,B-4,r,r
382.5,197.8448,128,2.0,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,B-5,B-4,r,r,r
382.75,197.9741,128,2.1667,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,B-5,C5,r,r,r
383.0,198.1034,128,2.3333,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,F5,B-4,r,r,r
383.25,198.2328,128,2.5,r,r,r,r,D4,B-3,F3,D3,B-4,F4,r,r,r,r,F5,A4,r,r,r
383.5,198.3621,128,2.6667,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,G5,G4,B-3,E3,E2
383.75,198.4914,128,2.8333,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,G5,A4,B-3,E3,E2
384.0,198.6207,129,1.0,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,r,B-4,G3,E3,E2
384.25,198.75,129,1.1667,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,r,C5,G3,E3,E2
384.5,198.8793,129,1.3333,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,r,B-4,C3,E3,E2
384.75,199.0086,129,1.5,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,r,A4,C3,E3,E2
385.0,199.1379,129,1.6667,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,B-5,G4,C4,r,r
385.25,199.2672,129,1.8333,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,B-5,F#4,C4,r,r
385.5,199.3966,129,2.0,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,B-5,G4,r,r,r
385.75,199.5259,129,2.1667,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,B-5,A4,r,r,r
386.0,199.6552,129,2.3333,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,G5,B-4,r,r,r
386.25,199.7845,129,2.5,r,r,r,r,C4,B-3,G3,E3,B-4,G4,r,r,r,r,G5,B4,r,r,r
386.5,199.9138,129,2.6667,r,r,r,r,E4,C4,G3,C3,B-4,G4,r,r,r,r,C6,C5,G4,C3,C2
386.75,200.0431,129,2.8333,r,r,r,r,E4,C4,G3,C3,B-4,G4,r,r,r,r,C6,B-4,G4,C3,C2
387.0,200.1724,130,1.0,r,r,r,r,F4,C4,A3,F3,A4,F4,r,r,r,r,r,A4,G4,F3,F2
387.25,200.3017,130,1.1667,r,r,r,r,F4,C4,A3,F3,A4,F4,r,r,r,r,r,B-4,G4,F3,F2
387.5,200.431,130,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,A4,F4,F3,F2
387.75,200.5603,130,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,r,G4,F4,F3,F2
388.0,200.6897,130,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,C5,r,r
388.25,200.819,130,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,G4,C5,r,r
388.5,200.9483,130,2.0,r,r,r,r,D4,A3,F3,D3,A4,F4,r,r,r,r,A5,F4,r,D3,D2
388.75,201.0776,130,2.1667,r,r,r,r,D4,A3,F3,D3,A4,F4,r,r,r,r,A5,G4,r,D3,D2
389.0,201.2069,130,2.3333,r,r,r,r,D4,A3,F3,D3,A4,F4,r,r,r,r,F5,F4,r,D3,D2
389.25,201.3362,130,2.5,r,r,r,r,D4,A3,F3,D3,A4,F4,r,r,r,r,F5,E4,r,D3,D2
389.5,201.4655,130,2.6667,r,r,r,r,C4,A3,F3,A2,A4,F4,r,r,r,r,C6,F4,C4,A2,A1
389.75,201.5948,130,2.8333,r,r,r,r,C4,A3,F3,A2,A4,F4,r,r,r,r,C6,A4,C4,A2,A1
390.0,201.7241,131,1.0,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,r,A4,D4,B-2,B-1
390.25,201.8534,131,1.1667,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,r,G4,D4,B-2,B-1
390.5,201.9828,131,1.3333,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,r,F4,B-3,B-2,B-1
390.75,202.1121,131,1.5,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,r,G4,B-3,B-2,B-1
391.0,202.2414,131,1.6667,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,G5,D4,G4,r,r
391.25,202.3707,131,1.8333,r,r,r,r,D4,G3,F3,B-2,G4,F4,r,r,r,r,G5,G4,G4,r,r
391.5,202.5,131,2.0,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,G5,F4,r,C3,C2
391.75,202.6293,131,2.1667,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,G5,E4,r,C3,C2
392.0,202.7586,131,2.3333,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,E5,D4,r,C3,C2
392.25,202.8879,131,2.5,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,E5,E4,r,C3,C2
392.5,203.0172,131,2.6667,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,C6,C4,C3,C3,C2
392.75,203.1466,131,2.8333,r,r,r,r,C4,G3,E3,C3,G4,C4,r,r,r,r,C6,E4,C3,C3,C2
393.0,203.2759,132,1.0,r,r,r,r,C4,A3,F3,F2,A4,F4,r,r,r,r,r,C4,A3,F3,F2
393.1667,203.3621,132,1.1111,r,r,r,r,C4,A3,F3,F2,A4,F4,r,r,r,r,r,C4,A3,F3,F2
393.25,203.4052,132,1.1667,r,r,r,r,C4,A3,F3,F2,A4,F4,r,r,r,r,r,F4,A3,F3,F2
393.3333,203.4483,132,1.2222,r,r,r,r,C4,A3,F3,F2,A4,F4,r,r,r,r,r,F4,A3,F3,F2
393.5,203.5345,132,1.3333,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,r,C4,A3,F3,F2
393.6667,203.6207,132,1.4444,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,r,C4,A3,F3,F2
393.75,203.6638,132,1.5,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,r,B-3,A3,F3,F2
393.8333,203.7069,132,1.5556,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,r,B-3,A3,F3,F2
394.0,203.7931,132,1.6667,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,A3,A3,r,r
394.1667,203.8793,132,1.7778,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,A3,A3,r,r
394.25,203.9224,132,1.8333,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,B-3,A3,r,r
394.3333,203.9655,132,1.8889,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,B-3,A3,r,r
394.5,204.0517,132,2.0,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,C4,A3,r,r
394.6667,204.1379,132,2.1111,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,C4,A3,r,r
394.75,204.181,132,2.1667,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,D4,A3,r,r
394.8333,204.2241,132,2.2222,r,r,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,F5,D4,A3,r,r
395.0,204.3103,132,2.3333,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,A5,E4,A3,r,r
395.1667,204.3966,132,2.4444,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,A5,E4,A3,r,r
395.25,204.4397,132,2.5,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,A5,F4,A3,r,r
395.3333,204.4827,132,2.5556,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,A5,F4,A3,r,r
395.5,204.569,132,2.6667,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,C6,G4,A3,r,r
395.6667,204.6552,132,2.7778,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,C6,G4,A3,r,r
395.75,204.6983,132,2.8333,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,C6,A4,A3,r,r
395.8333,204.7414,132,2.8889,F6,C6,A5,F5,C4,A3,F3,F2,A4,F4,r,r,r,r,C6,A4,A3,r,r
396.0,204.8276,133,1.0,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,A4,F4,F6,A5,A3,A3,F1
396.25,204.9569,133,1.1667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,A4,F4,F6,A5,B-3,B-3,F1
396.5,205.0862,133,1.3333,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,A4,F4,F6,A5,A3,A3,F2
396.75,205.2155,133,1.5,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,A4,F4,F6,A5,G3,G3,F2
397.0,205.3448,133,1.6667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,F3,F3,F2
397.25,205.4741,133,1.8333,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,E3,E3,F2
397.5,205.6034,133,2.0,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,F3,F3,F2
397.75,205.7328,133,2.1667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,G3,G3,F2
398.0,205.8621,133,2.3333,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,A3,A3,F1
398.25,205.9914,133,2.5,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,B-3,B-3,F1
398.5,206.1207,133,2.6667,F6,C6,A5,F5,A4,F4,F3,F2,C5,C4,C5,C4,r,r,F6,A5,C4,C4,F1
398.75,206.25,133,2.8333,F6,C6,A5,F5,A4,F4,F3,F2,C5,C4,C5,C4,r,r,F6,A5,B-3,B-3,F1
399.0,206.3793,134,1.0,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,A3,A3,F1
399.25,206.5086,134,1.1667,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,B-3,B-3,F1
399.5,206.6379,134,1.3333,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,A3,A3,F2
399.75,206.7672,134,1.5,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,G3,G3,F2
400.0,206.8966,134,1.6667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,F3,F3,F2
400.25,207.0259,134,1.8333,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,E3,E3,F2
400.5,207.1552,134,2.0,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,F3,F3,F2
400.75,207.2845,134,2.1667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,E3,E3,F2
401.0,207.4138,134,2.3333,F6,C6,A5,F5,A4,F4,F3,F2,C4,C3,C5,C4,r,r,F6,A5,F3,F3,F1
401.25,207.5431,134,2.5,F6,C6,A5,F5,A4,F4,F3,F2,C4,C3,C5,C4,r,r,F6,A5,C3,C3,F1
401.5,207.6724,134,2.6667,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,D3,D3,F1
401.75,207.8017,134,2.8333,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,E3,E3,F1
402.0,207.931,135,1.0,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,F3,F3,F1
402.25,208.0603,135,1.1667,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,G3,G3,F1
402.5,208.1897,135,1.3333,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,F3,F3,F2
402.75,208.319,135,1.5,F6,C6,A5,F5,A4,F4,F3,F2,r,r,C5,C4,A4,F4,F6,A5,E3,E3,F2
403.0,208.4483,135,1.6667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,F3,F3,F2
403.25,208.5776,135,1.8333,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,G3,G3,F2
403.5,208.7069,135,2.0,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,A3,A3,F2
403.75,208.8362,135,2.1667,F6,C6,A5,F5,A4,F4,F3,F2,A4,A3,C5,C4,r,r,F6,A5,B-3,B-3,F2
404.0,208.9655,135,2.3333,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,C4,C4,F1
404.25,209.0948,135,2.5,F6,C6,A5,F5,A4,F4,F3,F2,F4,F3,C5,C4,r,r,F6,A5,B3,B3,F1
404.5,209.2241,135,2.6667,F6,C6,A5,F5,A4,F4,F3,F2,C5,C4,C5,C4,r,r,F6,C5,C4,C4,F1
404.75,209.3534,135,2.8333,F6,C6,A5,F5,A4,F4,F3,F2,C5,C4,C5,C4,r,r,F6,C5,A3,A3,F1
405.0,209.4828,136,1.0,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,D5,B-3,B-3,D2
405.1667,209.569,136,1.1111,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,B-5,B-3,B-3,D2
405.25,209.6121,136,1.1667,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,B-5,C4,C4,D2
405.3333,209.6552,136,1.2222,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,B-5,C4,C4,D2
405.5,209.7414,136,1.3333,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,B-5,D4,D4,D3
405.75,209.8707,136,1.5,F6,D6,B-5,F5,B-4,F4,D3,D2,r,r,D5,D5,B-4,F4,F6,B-5,C4,C4,D3
406.0,210.0,136,1.6667,F6,D6,B-5,F5,B-4,F4,D3,D2,B-4,F4,r,r,r,r,F6,B-5,B-3,B-3,D3
406.25,210.1293,136,1.8333,F6,D6,B-5,F5,B-4,F4,D3,D2,B-4,F4,r,r,r,r,F6,B-5,C4,C4,D3
406.5,210.2586,136,2.0,F6,D6,B-5,F5,B-4,F4,D3,D2,B-4,F4,r,r,r,r,F6,B-5,B-3,B-3,D3
406.75,210.3879,136,2.1667,F6,D6,B-5,F5,B-4,F4,D3,D2,B-4,F4,r,r,r,r,F6,B-5,C4,C4,D3
407.0,210.5172,136,2.3333,F6,D6,B-5,F5,B-4,F4,D3,D2,F4,F3,r,r,r,r,F6,B-5,B-3,B-3,D2
407.25,210.6466,136,2.5,F6,D6,B-5,F5,B-4,F4,D3,D2,F4,F3,r,r,r,r,F6,B-5,A3,A3,D2
407.5,210.7759,136,2.6667,G6,C6,B-5,G5,B-4,G4,E3,E2,G4,C3,C5,r,r,r,G6,B-5,G3,G3,E2
407.75,210.9052,136,2.8333,G6,C6,B-5,G5,B-4,G4,E3,E2,G4,C3,C5,r,r,r,G6,B-5,A3,A3,E2
408.0,211.0345,137,1.0,G6,C6,B-5,G5,B-4,G4,E3,E2,r,r,C5,C4,B-4,G4,G6,B-5,B-3,B-3,E2
408.25,211.1638,137,1.1667,G6,C6,B-5,G5,B-4,G4,E3,E2,r,r,C5,C4,B-4,G4,G6,B-5,C4,C4,E2
408.5,211.2931,137,1.3333,G6,C6,B-5,G5,B-4,G4,E3,E2,r,r,C5,C4,B-4,G4,G6,B-5,B-3,B-3,E3
408.75,211.4224,137,1.5,G6,C6,B-5,G5,B-4,G4,E3,E2,r,r,C5,C4,B-4,G4,G6,B-5,A3,A3,E3
409.0,211.5517,137,1.6667,G6,C6,B-5,G5,B-4,G4,E3,E2,B-4,G4,C5,C4,r,r,G6,B-5,G3,G3,E2
409.25,211.681,137,1.8333,G6,C6,B-5,G5,B-4,G4,E3,E2,B-4,G4,C5,C4,r,r,G6,B-5,F#3,F#3,E2
409.5,211.8103,137,2.0,G6,C6,B-5,G5,B-4,G4,E3,E2,B-4,G4,C5,C4,r,r,G6,B-5,G3,G3,E2
409.75,211.9397,137,2.1667,G6,C6,B-5,G5,B-4,G4,E3,E2,B-4,G4,C5,C4,r,r,G6,B-5,A3,A3,E2
410.0,212.069,137,2.3333,G6,C6,B-5,G5,B-4,G4,E3,E2,G4,C4,C5,C4,r,r,G6,B-5,B-3,B-3,E2
410.25,212.1983,137,2.5,G6,C6,B-5,G5,B-4,G4,E3,E2,G4,C4,C5,C4,r,r,G6,B-5,B3,B3,E2
410.5,212.3276,137,2.6667,G6,C6,B-5,G5,B-4,G4,C3,C2,C5,C4,C5,C4,r,r,G6,E5,C4,C4,C2
410.75,212.4569,137,2.8333,G6,C6,B-5,G5,B-4,G4,C3,C2,C5,C4,C5,C4,r,r,G6,E5,B-3,B-3,C2
411.0,212.5862,138,1.0,G6,C6,A5,G5,A4,G4,F3,r,r,r,C5,r,A4,A3,G6,A5,A3,A3,F1
411.25,212.7155,138,1.1667,G6,C6,A5,G5,A4,G4,F3,r,r,r,C5,r,A4,A3,G6,A5,B-3,B-3,F1
411.5,212.8448,138,1.3333,F6,C6,A5,F5,A4,F4,F3,r,r,r,C5,r,A4,A3,F6,A5,A3,A3,F2
411.75,212.9741,138,1.5,F6,C6,A5,F5,A4,F4,F3,r,r,r,C5,r,A4,A3,F6,A5,G3,G3,F2
412.0,213.1034,138,1.6667,F6,C6,A5,F5,A4,F4,F3,r,A4,F4,C5,r,r,r,F6,A5,A3,A3,F2
412.25,213.2328,138,1.8333,F6,C6,A5,F5,A4,F4,F3,r,A4,F4,C5,r,r,r,F6,A5,G3,G3,F2
412.5,213.3621,138,2.0,F6,D6,A5,F5,A4,F4,D3,D2,A4,F4,D5,D5,A4,D4,F6,A5,F3,F3,D2
412.75,213.4914,138,2.1667,F6,D6,A5,F5,A4,F4,D3,D2,A4,F4,D5,D5,A4,D4,F6,A5,G3,G3,D2
413.0,213.6207,138,2.3333,F6,D6,A5,F5,A4,F4,D3,D2,F4,A3,r,r,A4,D4,F6,A5,F3,F3,D2
413.25,213.75,138,2.5,F6,D6,A5,F5,A4,F4,D3,D2,F4,A3,r,r,A4,D4,F6,A5,E3,E3,D2
413.5,213.8793,138,2.6667,F6,C6,A5,F5,A4,F4,A2,A2,A4,F4,r,r,r,r,F6,A5,F3,F3,A1
413.75,214.0086,138,2.8333,F6,C6,A5,F5,A4,F4,A2,A2,A4,F4,r,r,r,r,F6,A5,A3,A3,A1
414.0,214.1379,139,1.0,F6,F5,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,F5,A3,A3,B-1
414.1667,214.2242,139,1.1111,F6,F5,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,G5,A3,A3,B-1
414.25,214.2672,139,1.1667,F6,F5,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,G5,G3,G3,B-1
414.3333,214.3103,139,1.2222,F6,F5,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,G5,G3,G3,B-1
414.5,214.3966,139,1.3333,F6,D6,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,G5,F3,F3,B-2
414.75,214.5259,139,1.5,F6,D6,G5,F5,G4,F4,B-2,B-1,r,r,r,r,G4,B-3,F6,G5,G3,G3,B-2
415.0,214.6552,139,1.6667,F6,D6,G5,F5,G4,F4,B-2,B-1,G4,F4,r,r,r,r,F6,G5,D3,D3,B-1
415.25,214.7845,139,1.8333,F6,D6,G5,F5,G4,F4,B-2,B-1,G4,F4,r,r,r,r,F6,G5,G3,G3,B-1
415.5,214.9138,139,2.0,E6,C6,G5,E5,G4,E4,C3,C2,G4,C4,C5,C4,G4,C4,E6,G5,F3,F3,C2
415.75,215.0431,139,2.1667,E6,C6,G5,E5,G4,E4,C3,C2,G4,C4,C5,C4,G4,C4,E6,G5,E3,E3,C2
416.0,215.1724,139,2.3333,E6,C6,G5,E5,G4,E4,C3,C2,C4,C4,C5,C4,G4,C4,E6,G5,D3,D3,C2
416.25,215.3017,139,2.5,E6,C6,G5,E5,G4,E4,C3,C2,C4,C4,C5,C4,G4,C4,E6,G5,E3,E3,C2
416.5,215.431,139,2.6667,E6,C6,G5,E5,G4,E4,C3,C2,G4,C4,C5,C4,r,r,E6,G5,C3,C3,C2
416.75,215.5603,139,2.8333,E6,C6,G5,E5,G4,E4,C3,C2,G4,C4,C5,C4,r,r,E6,G5,E3,E3,C2
417.0,215.6897,140,1.0,F6,C6,A5,F5,A4,F4,F3,F2,F4,A3,C5,C4,F4,F3,F6,F5,C3,C3,F1
417.25,215.819,140,1.1667,F6,C6,A5,F5,A4,F4,F3,F2,F4,A3,C5,C4,F4,F3,F6,C4,C3,C3,F1
417.5,215.9483,140,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,F4,F3,r,F4,F3,F3,F1
