qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb basso Horn 1,Bb basso Horn 2,Violin 1,Violin 2,Viola,Violoncello solo,Violoncello,Contrabass
600.5,480.4,101,1.3333,C6,A5,F5,A4,F4,A3,r,r,F3,F2,A4,C4,A3,A2,F2,F1
600.75,480.6,101,1.5,C6,A5,F5,A4,F4,A3,r,r,F3,F2,F4,A3,F3,C3,F2,F1
601.0,480.8,101,1.6667,C6,A5,F5,A4,F4,A3,r,r,F3,F2,F5,C4,A3,A2,r,r
601.25,481.0,101,1.8333,C6,A5,F5,A4,F4,A3,r,r,F3,F2,C5,A3,F3,C3,r,r
601.5,481.2,101,2.0,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,A4,C4,A3,A2,F3,F2
601.75,481.4,101,2.1667,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,F4,A3,F3,C3,F3,F2
602.0,481.6,101,2.3333,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,F5,C4,A3,A2,F3,F2
602.25,481.8,101,2.5,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,C5,A3,F3,C3,F3,F2
602.5,482.0,101,2.6667,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,A4,C4,A3,A2,r,r
602.75,482.2,101,2.8333,C6,A5,F5,A4,F4,A3,C4,A3,F3,F2,F4,A3,F3,C3,r,r
603.0,482.4,101,3.0,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,E-5,C4,A3,C3,F3,F2
603.25,482.6,101,3.1667,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,C5,A3,F3,E-3,F3,F2
603.5,482.8,101,3.3333,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,A4,C4,A3,C3,F3,F2
603.75,483.0,101,3.5,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,F4,A3,F3,E-3,F3,F2
604.0,483.2,101,3.6667,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,E-5,C4,A3,C3,r,r
604.25,483.4,101,3.8333,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,C5,A3,F3,E-3,r,r
604.5,483.6,101,4.0,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,A4,C4,A3,C3,F3,F2
604.75,483.8,101,4.1667,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,F4,A3,F3,E-3,F3,F2
605.0,484.0,101,4.3333,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,D4,C4,A3,C3,F3,F2
605.25,484.2,101,4.5,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,C4,A3,F3,E-3,F3,F2
605.5,484.4,101,4.6667,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,A3,C4,A3,C3,r,r
605.75,484.6,101,4.8333,E-6,C6,E-5,C5,C5,A4,C4,A3,C4,F3,E-5,A3,F3,E-3,r,r
606.0,484.8,102,1.0,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,D5,D4,B-3,B-2,B-2,B-1
606.25,485.0,102,1.1667,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,F4,D4,B-3,B-2,B-2,B-1
606.5,485.2,102,1.3333,B-5,r,B-4,r,D5,B-4,D4,B-3,D4,B-3,B-4,D4,B-3,B-2,B-2,B-1
606.75,485.4,102,1.5,B-5,r,B-4,r,D5,B-4,D4,B-3,D4,B-3,F4,D4,B-3,B-2,B-2,B-1
607.0,485.6,102,1.6667,A5,r,A4,r,r,r,r,r,r,r,D4,r,r,r,r,r
607.25,485.8,102,1.8333,A5,r,A4,r,r,r,r,r,r,r,F4,r,r,r,r,r
607.5,486.0,102,2.0,G5,r,G4,r,C5,B-4,r,r,C4,B-3,E-4,G4,E-4,E-3,E-3,E-2
607.75,486.2,102,2.1667,G5,r,G4,r,C5,B-4,r,r,C4,B-3,G4,G4,E-4,E-3,E-3,E-2
608.0,486.4,102,2.3333,E-6,r,E-5,r,C5,B-4,r,r,C4,B-3,C5,G4,E-4,E-3,E-3,E-2
608.25,486.6,102,2.5,E-6,r,E-5,r,C5,B-4,r,r,C4,B-3,G4,G4,E-4,E-3,E-3,E-2
608.5,486.8,102,2.6667,G6,r,G5,r,r,r,r,r,r,r,E-4,r,r,r,r,r
608.75,487.0,102,2.8333,G6,r,G5,r,r,r,r,r,r,r,G4,r,r,r,r,r
609.0,487.2,102,3.0,B-5,r,B-4,r,D5,B-4,r,r,D4,B-3,D4,F4,D4,F3,F3,F2
609.25,487.4,102,3.1667,B-5,r,B-4,r,D5,B-4,r,r,D4,B-3,F4,F4,D4,F3,F3,F2
609.5,487.6,102,3.3333,B-5,r,B-4,r,D5,B-4,r,r,D4,B-3,B-4,F4,D4,F3,F3,F2
609.75,487.8,102,3.5,B-5,r,B-4,r,D5,B-4,r,r,D4,B-3,F4,F4,D4,F3,F3,F2
610.0,488.0,102,3.6667,B-5,r,B-4,r,r,r,r,r,r,r,D4,r,r,r,r,r
610.25,488.2,102,3.8333,B-5,r,B-4,r,r,r,r,r,r,r,F4,r,r,r,r,r
610.5,488.4,102,4.0,D6,r,D5,r,A4,F4,r,r,C4,F3,F4,F4,A3,F2,F2,F1
610.75,488.6,102,4.1667,D6,r,D5,r,A4,F4,r,r,C4,F3,A4,F4,A3,F2,F2,F1
611.0,488.8,102,4.3333,D6,r,D5,r,A4,F4,r,r,C4,F3,C5,F4,A3,F2,F2,F1
611.25,489.0,102,4.5,D6,r,D5,r,A4,F4,r,r,C4,F3,A4,F4,A3,F2,F2,F1
611.5,489.2,102,4.6667,C6,r,C5,r,r,r,r,r,r,r,C5,r,r,r,r,r
611.75,489.4,102,4.8333,C6,r,C5,r,r,r,r,r,r,r,E5,r,r,r,r,r
612.0,489.6,103,1.0,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F5,C4,A3,A2,F2,F1
612.25,489.8,103,1.1667,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,C5,A3,F3,C3,F2,F1
612.5,490.0,103,1.3333,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,A4,C4,A3,A2,F2,F1
612.75,490.2,103,1.5,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F4,A3,F3,C3,F2,F1
613.0,490.4,103,1.6667,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F5,C4,A3,A2,r,r
613.25,490.6,103,1.8333,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,C5,A3,F3,C3,r,r
613.5,490.8,103,2.0,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,A4,C4,A3,A2,F2,F1
613.75,491.0,103,2.1667,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F4,A3,F3,C3,F2,F1
614.0,491.2,103,2.3333,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F5,C4,A3,A2,F2,F1
614.25,491.4,103,2.5,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,C5,A3,F3,C3,F2,F1
614.5,491.6,103,2.6667,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,A4,C4,A3,A2,r,r
614.75,491.8,103,2.8333,A5,F5,F5,A4,A4,F4,F4,r,F3,F2,F4,A3,F3,C3,r,r
615.0,492.0,103,3.0,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F5,E-4,C4,C3,F2,F1
615.25,492.2,103,3.1667,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,C5,C4,A3,E-3,F2,F1
615.5,492.4,103,3.3333,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,A4,E-4,C4,C3,F2,F1
615.75,492.6,103,3.5,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F4,C4,A3,E-3,F2,F1
616.0,492.8,103,3.6667,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F5,E-4,C4,C3,r,r
616.25,493.0,103,3.8333,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,C5,C4,A3,E-3,r,r
616.5,493.2,103,4.0,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,A4,E-4,C4,C3,F2,F1
616.75,493.4,103,4.1667,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F4,C4,A3,E-3,F2,F1
617.0,493.6,103,4.3333,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F5,E-4,C4,C3,F2,F1
617.25,493.8,103,4.5,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,C5,C4,A3,E-3,F2,F1
617.5,494.0,103,4.6667,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,A4,E-4,C4,C3,r,r
617.75,494.2,103,4.8333,C6,A5,F5,A4,C5,E-4,E-4,F2,C4,F3,F4,C4,A3,E-3,r,r
618.0,494.4,104,1.0,D6,B-5,F5,B-4,B-4,D4,D4,B-2,D4,B-3,F5,D4,B-3,B-2,B-2,B-1
618.25,494.6,104,1.1667,D6,B-5,F5,B-4,B-4,D4,D4,B-2,D4,B-3,D5,D4,B-3,B-2,B-2,B-1
618.5,494.8,104,1.3333,D6,B-5,F5,B-4,B-4,D4,B-3,B-2,D4,B-3,B-4,D4,B-3,B-2,B-2,B-1
618.75,495.0,104,1.5,D6,B-5,F5,B-4,B-4,D4,B-3,B-2,D4,B-3,F4,D4,B-3,B-2,B-2,B-1
619.0,495.2,104,1.6667,r,r,r,r,r,r,A3,r,r,r,D4,r,r,r,r,r
619.25,495.4,104,1.8333,r,r,r,r,r,r,A3,r,r,r,B-3,r,r,r,r,r
619.5,495.6,104,2.0,B-5,B-5,G5,B-4,r,r,G3,r,C4,B-3,G3,G4,E-4,E-3,E-3,E-2
619.75,495.8,104,2.1667,B-5,B-5,G5,B-4,r,r,G3,r,C4,B-3,B-4,G4,E-4,E-3,E-3,E-2
620.0,496.0,104,2.3333,B-5,B-5,G5,B-4,r,r,E-4,r,C4,B-3,E-5,G4,E-4,E-3,E-3,E-2
620.25,496.2,104,2.5,B-5,B-5,G5,B-4,r,r,E-4,r,C4,B-3,B-4,G4,E-4,E-3,E-3,E-2
620.5,496.4,104,2.6667,r,r,r,r,r,r,G4,r,r,r,G4,r,r,r,r,r
620.75,496.6,104,2.8333,r,r,r,r,r,r,G4,r,r,r,B-4,r,r,r,r,r
621.0,496.8,104,3.0,B-5,F5,D5,B-4,r,r,B-3,r,D4,B-3,F4,D4,B-3,F3,F3,F2
621.25,497.0,104,3.1667,B-5,F5,D5,B-4,r,r,B-3,r,D4,B-3,B-4,D4,B-3,F3,F3,F2
621.5,497.2,104,3.3333,B-5,F5,D5,B-4,r,r,B-3,r,D4,B-3,D5,D4,B-3,F3,F3,F2
621.75,497.4,104,3.5,B-5,F5,D5,B-4,r,r,B-3,r,D4,B-3,B-4,D4,B-3,F3,F3,F2
622.0,497.6,104,3.6667,r,r,r,r,r,r,B-3,r,r,r,F4,r,r,r,r,r
622.25,497.8,104,3.8333,r,r,r,r,r,r,B-3,r,r,r,B-4,r,r,r,r,r
622.5,498.0,104,4.0,A5,F5,C5,A4,r,r,D4,r,C4,F3,F4,F4,F3,F3,F3,F2
622.75,498.2,104,4.1667,A5,F5,C5,A4,r,r,D4,r,C4,F3,A4,F4,F3,F3,F3,F2
623.0,498.4,104,4.3333,A5,F5,C5,A4,r,r,D4,r,C4,F3,C5,F4,F3,F3,F3,F2
623.25,498.6,104,4.5,A5,F5,C5,A4,r,r,D4,r,C4,F3,A4,F4,F3,F3,F3,F2
623.5,498.8,104,4.6667,r,r,r,r,r,r,C4,r,r,r,F4,r,r,r,r,r
623.75,499.0,104,4.8333,r,r,r,r,r,r,C4,r,r,r,A4,r,r,r,r,r
624.0,499.2,105,1.0,A5,F#5,D5,A4,r,r,D4,r,D4,D3,F#4,F#4,D4,D4,D4,D3
624.25,499.4,105,1.1667,A5,F#5,D5,A4,r,r,D4,r,D4,D3,A4,F#4,D4,D4,D4,D3
624.5,499.6,105,1.3333,A5,F#5,D5,A4,r,r,D4,r,D4,D3,D5,F#4,D4,D4,D4,D3
624.75,499.8,105,1.5,A5,F#5,D5,A4,r,r,D4,r,D4,D3,A4,F#4,D4,D4,D4,D3
625.0,500.0,105,1.6667,r,r,r,r,r,r,D4,r,r,r,F#4,r,r,r,r,r
625.25,500.2,105,1.8333,r,r,r,r,r,r,D4,r,r,r,A4,r,r,r,r,r
625.5,500.4,105,2.0,r,r,r,r,r,r,D4,r,r,r,G4,r,r,G3,G3,G2
625.75,500.6,105,2.1667,r,r,r,r,r,r,D4,r,r,r,B-4,r,r,G3,G3,G2
626.0,500.8,105,2.3333,r,r,r,r,r,r,C4,r,r,r,D5,r,r,G3,G3,G2
626.25,501.0,105,2.5,r,r,r,r,r,r,C4,r,r,r,B-4,r,r,G3,G3,G2
626.5,501.2,105,2.6667,r,r,r,r,r,r,D4,r,r,r,G4,r,r,r,r,r
626.75,501.4,105,2.8333,r,r,r,r,r,r,D4,r,r,r,B-4,r,r,r,r,r
627.0,501.6,105,3.0,r,r,r,r,r,r,E4,r,r,r,G4,B-5,r,C3,C3,C2
627.25,501.8,105,3.1667,r,r,r,r,r,r,E4,r,r,r,B-4,B-5,r,C3,C3,C2
627.5,502.0,105,3.3333,r,r,r,r,r,r,D4,r,r,r,C5,r,r,C3,C3,C2
627.75,502.2,105,3.5,r,r,r,r,r,r,D4,r,r,r,B-4,r,r,C3,C3,C2
628.0,502.4,105,3.6667,r,r,r,r,r,r,E4,r,r,r,G4,r,r,r,r,r
628.25,502.6,105,3.8333,r,r,r,r,r,r,E4,r,r,r,B-4,r,r,r,r,r
628.5,502.8,105,4.0,r,r,r,r,r,r,F4,r,r,r,F4,A5,r,F2,F2,F1
628.75,503.0,105,4.1667,r,r,r,r,r,r,F4,r,r,r,A4,r,r,F2,F2,F1
629.0,503.2,105,4.3333,r,r,r,r,r,r,F4,r,r,r,C5,r,r,F2,F2,F1
629.25,503.4,105,4.5,r,r,r,r,r,r,F4,r,r,r,A4,r,r,F2,F2,F1
629.5,503.6,105,4.6667,r,r,r,r,r,r,C4,r,r,r,F4,r,r,r,r,r
629.75,503.8,105,4.8333,r,r,r,r,r,r,C4,r,r,r,A4,r,r,r,r,r
630.0,504.0,106,1.0,r,r,r,r,r,r,D4,r,r,r,F#4,r,D4,D4,D4,D3
630.25,504.2,106,1.1667,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,D4,D3
630.5,504.4,106,1.3333,r,r,r,r,r,r,D4,r,r,r,D5,r,D4,D4,D4,D3
630.75,504.6,106,1.5,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,D4,D3
631.0,504.8,106,1.6667,r,r,r,r,r,r,D4,r,r,r,F#4,r,D4,D4,r,r
631.25,505.0,106,1.8333,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,r,r
631.5,505.2,106,2.0,r,r,r,r,r,r,D4,r,r,r,G4,r,D4,D4,G3,G2
631.75,505.4,106,2.1667,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,G3,G2
632.0,505.6,106,2.3333,r,r,r,r,r,r,C4,r,r,r,D5,r,C4,C4,G3,G2
632.25,505.8,106,2.5,r,r,r,r,r,r,C4,r,r,r,B-4,r,C4,C4,G3,G2
632.5,506.0,106,2.6667,r,r,r,r,r,r,D4,r,r,r,G4,r,D4,D4,r,r
632.75,506.2,106,2.8333,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,r,r
633.0,506.4,106,3.0,r,r,r,r,r,r,E4,r,r,r,G4,B-5,E4,E4,C3,C2
633.25,506.6,106,3.1667,r,r,r,r,r,r,E4,r,r,r,B-4,B-5,E4,E4,C3,C2
633.5,506.8,106,3.3333,r,r,r,r,r,r,D4,r,r,r,C5,r,D4,D4,C3,C2
633.75,507.0,106,3.5,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,C3,C2
634.0,507.2,106,3.6667,r,r,r,r,r,r,E4,r,r,r,G4,r,E4,E4,r,r
634.25,507.4,106,3.8333,r,r,r,r,r,r,E4,r,r,r,B-4,r,E4,E4,r,r
634.5,507.6,106,4.0,r,r,r,r,r,r,F4,r,r,r,F4,A5,F4,F4,F2,F1
634.75,507.8,106,4.1667,r,r,r,r,r,r,F4,r,r,r,A4,r,F4,F4,F2,F1
635.0,508.0,106,4.3333,r,r,r,r,r,r,F4,r,r,r,C5,r,F4,F4,F2,F1
635.25,508.2,106,4.5,r,r,r,r,r,r,F4,r,r,r,A4,r,F4,F4,F2,F1
635.5,508.4,106,4.6667,r,r,r,r,r,r,C4,r,r,r,F4,r,C4,C4,r,r
635.75,508.6,106,4.8333,r,r,r,r,r,r,C4,r,r,r,A4,r,C4,C4,r,r
636.0,508.8,107,1.0,r,r,r,r,r,r,D4,r,r,r,F#4,r,D4,D4,D4,D3
636.25,509.0,107,1.1667,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,D4,D3
636.5,509.2,107,1.3333,r,r,r,r,r,r,D4,r,r,r,D5,r,D4,D4,D4,D3
636.75,509.4,107,1.5,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,D4,D3
637.0,509.6,107,1.6667,r,r,r,r,r,r,D4,r,r,r,F#4,r,D4,D4,r,r
637.25,509.8,107,1.8333,r,r,r,r,r,r,D4,r,r,r,A4,r,D4,D4,r,r
637.5,510.0,107,2.0,r,r,r,r,r,r,D4,r,r,r,G4,B-5,D4,D4,G3,G2
637.75,510.2,107,2.1667,r,r,r,r,r,r,D4,r,r,r,B-4,B-5,D4,D4,G3,G2
638.0,510.4,107,2.3333,r,r,r,r,r,r,C4,r,r,r,D5,r,C4,C4,G3,G2
638.25,510.6,107,2.5,r,r,r,r,r,r,C4,r,r,r,B-4,r,C4,C4,G3,G2
638.5,510.8,107,2.6667,r,r,r,r,r,r,D4,r,r,r,G4,r,D4,D4,r,r
638.75,511.0,107,2.8333,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,r,r
639.0,511.2,107,3.0,r,r,r,r,r,r,E4,r,r,r,G4,B-5,E4,E4,C3,C2
639.25,511.4,107,3.1667,r,r,r,r,r,r,E4,r,r,r,B-4,B-5,E4,E4,C3,C2
639.5,511.6,107,3.3333,r,r,r,r,r,r,D4,r,r,r,C5,r,D4,D4,C3,C2
639.75,511.8,107,3.5,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,C3,C2
640.0,512.0,107,3.6667,r,r,r,r,r,r,E4,r,r,r,G4,r,E4,E4,r,r
640.25,512.2,107,3.8333,r,r,r,r,r,r,E4,r,r,r,B-4,r,E4,E4,r,r
640.5,512.4,107,4.0,r,r,r,r,r,r,F4,r,r,r,F4,A5,F4,F4,F2,F1
640.75,512.6,107,4.1667,r,r,r,r,r,r,F4,r,r,r,A4,r,F4,F4,F2,F1
641.0,512.8,107,4.3333,r,r,r,r,r,r,F4,r,r,r,C5,r,F4,F4,F2,F1
641.25,513.0,107,4.5,r,r,r,r,r,r,F4,r,r,r,A4,r,F4,F4,F2,F1
641.5,513.2,107,4.6667,r,r,r,r,r,r,C4,r,r,r,F4,r,C4,C4,r,r
641.75,513.4,107,4.8333,r,r,r,r,r,r,C4,r,r,r,A4,r,C4,C4,r,r
642.0,513.6,108,1.0,r,r,r,r,r,r,D4,r,r,r,F4,B-5,D4,D4,F3,F2
642.25,513.8,108,1.1667,r,r,r,r,r,r,D4,r,r,r,B-4,B-5,D4,D4,F3,F2
642.5,514.0,108,1.3333,r,r,r,r,r,r,D4,r,r,r,D5,r,D4,D4,F3,F2
642.75,514.2,108,1.5,r,r,r,r,r,r,D4,r,r,r,B-4,r,D4,D4,F3,F2
643.0,514.4,108,1.6667,r,r,r,r,r,r,B-3,r,r,r,F4,r,B-3,B-3,r,r
643.25,514.6,108,1.8333,r,r,r,r,r,r,B-3,r,r,r,B-4,r,B-3,B-3,r,r
643.5,514.8,108,2.0,r,r,r,r,F5,r,F3,r,r,r,F4,C6,F3,F3,F3,F2
643.75,515.0,108,2.1667,r,r,r,r,F5,r,F3,r,r,r,C5,C6,F3,F3,F3,F2
644.0,515.2,108,2.3333,r,r,r,r,F5,r,F3,r,r,r,E-5,r,F3,F3,F3,F2
644.25,515.4,108,2.5,r,r,r,r,F5,r,F3,r,r,r,C5,r,F3,F3,F3,F2
644.5,515.6,108,2.6667,r,r,r,r,C5,r,A3,r,r,r,F4,r,A3,A3,r,r
644.75,515.8,108,2.8333,r,r,r,r,C5,r,A3,r,r,r,C5,r,A3,A3,r,r
645.0,516.0,108,3.0,r,r,r,r,D5,r,B-3,r,r,r,F4,B-5,B-3,B-3,F3,F2
645.25,516.2,108,3.1667,r,r,r,r,D5,r,B-3,r,r,r,B-4,B-5,B-3,B-3,F3,F2
645.5,516.4,108,3.3333,r,r,r,r,D5,r,B-3,r,r,r,D5,r,B-3,B-3,F3,F2
645.75,516.6,108,3.5,r,r,r,r,D5,r,B-3,r,r,r,B-4,r,B-3,B-3,F3,F2
646.0,516.8,108,3.6667,r,r,r,r,B-4,r,D4,r,r,r,F4,r,D4,D4,r,r
646.25,517.0,108,3.8333,r,r,r,r,B-4,r,D4,r,r,r,B-4,r,D4,D4,r,r
646.5,517.2,108,4.0,r,r,F5,r,F4,r,F4,r,r,r,F4,A5,F4,F4,F3,F2
646.75,517.4,108,4.1667,r,r,F5,r,F4,r,F4,r,r,r,A4,r,F4,F4,F3,F2
647.0,517.6,108,4.3333,r,r,F5,r,F4,r,F4,r,r,r,C5,r,F4,F4,F3,F2
647.25,517.8,108,4.5,r,r,F5,r,F4,r,F4,r,r,r,A4,r,F4,F4,F3,F2
647.5,518.0,108,4.6667,r,r,C5,r,A4,r,C4,r,r,r,F4,r,C4,C4,r,r
647.75,518.2,108,4.8333,r,r,C5,r,A4,r,C4,r,r,r,A4,r,C4,C4,r,r
648.0,518.4,109,1.0,r,r,D5,r,B-4,r,D4,r,r,r,F4,B-5,D4,D4,F3,F2
648.25,518.6,109,1.1667,r,r,D5,r,B-4,r,D4,r,r,r,B-4,B-5,D4,D4,F3,F2
648.5,518.8,109,1.3333,r,r,D5,r,B-4,r,D4,r,r,r,D5,r,D4,D4,F3,F2
648.75,519.0,109,1.5,r,r,D5,r,B-4,r,D4,r,r,r,B-4,r,D4,D4,F3,F2
649.0,519.2,109,1.6667,r,r,B-4,r,D5,r,B-3,r,r,r,F4,r,B-3,B-3,r,r
649.25,519.4,109,1.8333,r,r,B-4,r,D5,r,B-3,r,r,r,B-4,r,B-3,B-3,r,r
649.5,519.6,109,2.0,r,r,F4,F5,F5,r,F3,r,r,r,F4,C6,F3,F3,F3,F2
649.75,519.8,109,2.1667,r,r,F4,F5,F5,r,F3,r,r,r,C5,C6,F3,F3,F3,F2
650.0,520.0,109,2.3333,r,r,F4,F5,F5,r,F3,r,r,r,E-5,r,F3,F3,F3,F2
650.25,520.2,109,2.5,r,r,F4,F5,F5,r,F3,r,r,r,C5,r,F3,F3,F3,F2
650.5,520.4,109,2.6667,r,r,A4,C5,C5,r,A3,r,r,r,F4,r,A3,A3,r,r
650.75,520.6,109,2.8333,r,r,A4,C5,C5,r,A3,r,r,r,C5,r,A3,A3,r,r
651.0,520.8,109,3.0,r,D6,B-4,D5,D5,r,B-3,r,F4,D4,F4,B-5,B-3,B-3,F3,F2
651.25,521.0,109,3.1667,r,D6,B-4,D5,D5,r,B-3,r,F4,D4,B-4,B-5,B-3,B-3,F3,F2
651.5,521.2,109,3.3333,r,D6,B-4,D5,D5,r,B-3,r,F4,D4,D5,r,B-3,B-3,F3,F2
651.75,521.4,109,3.5,r,D6,B-4,D5,D5,r,B-3,r,F4,D4,F4,r,B-3,B-3,F3,F2
652.0,521.6,109,3.6667,r,B-5,D5,B-4,B-4,r,D4,r,D4,B-3,B-4,r,D4,D4,r,r
652.25,521.8,109,3.8333,r,B-5,D5,B-4,B-4,r,D4,r,D4,B-3,D5,r,D4,D4,r,r
652.5,522.0,109,4.0,F6,C6,F5,A4,C5,A4,C4,A3,C4,F3,F5,F4,C4,A2,F2,F1
652.75,522.2,109,4.1667,F6,C6,F5,A4,C5,A4,C4,A3,C4,F3,F5,C4,A3,C3,F2,F1
653.0,522.4,109,4.3333,F6,C6,F5,A4,C5,A4,C4,A3,C4,F3,F5,F4,C4,A2,F2,F1
653.25,522.6,109,4.5,F6,C6,F5,A4,C5,A4,C4,A3,C4,F3,F5,C4,A3,C3,F2,F1
653.5,522.8,109,4.6667,C6,A5,C5,A4,C5,A4,C4,A3,C4,F3,C5,F4,C4,A2,r,r
653.75,523.0,109,4.8333,C6,A5,C5,A4,C5,A4,C4,A3,C4,F3,C5,C4,A3,C3,r,r
654.0,523.2,110,1.0,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,D5,F4,D4,B-2,F2,F1
654.25,523.4,110,1.1667,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,D5,D4,B-3,D3,F2,F1
654.5,523.6,110,1.3333,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,D5,F4,D4,B-2,F2,F1
654.75,523.8,110,1.5,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,D5,D4,B-3,D3,F2,F1
655.0,524.0,110,1.6667,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,B-4,F4,D4,B-2,F2,F1
655.25,524.2,110,1.8333,D6,B-5,D5,B-4,D5,B-4,D4,B-3,D4,B-3,B-4,D4,B-3,D3,F2,F1
655.5,524.4,110,2.0,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,F4,F4,D4,B-2,F2,F1
655.75,524.6,110,2.1667,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,F4,D4,B-3,D3,F2,F1
656.0,524.8,110,2.3333,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,B-4,F4,D4,B-2,F2,F1
656.25,525.0,110,2.5,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,B-4,D4,B-3,D3,F2,F1
656.5,525.2,110,2.6667,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,D5,F4,D4,B-2,F2,F1
656.75,525.4,110,2.8333,D6,B-5,D5,B-4,D5,B-4,D3,B-2,D4,B-3,D5,D4,B-3,D3,F2,F1
657.0,525.6,110,3.0,D6,B-5,B-5,D5,D5,B-4,D3,B-2,D4,D3,F5,F4,D4,B-2,F2,F1
657.25,525.8,110,3.1667,D6,B-5,B-5,D5,D5,B-4,D3,B-2,D4,D3,F5,D4,B-3,D3,F2,F1
657.5,526.0,110,3.3333,D6,B-5,B-5,D5,D5,B-4,D3,B-2,D4,D3,F5,F4,D4,B-2,F2,F1
657.75,526.2,110,3.5,D6,B-5,B-5,D5,D5,B-4,D3,B-2,D4,D3,F5,D4,B-3,D3,F2,F1
658.0,526.4,110,3.6667,D6,B-5,B-5,D5,D5,B-4,D3,B-2,B-3,B-2,D5,F4,D4,B-2,F2,F1
658.25,526.6,110,3.8333,D6,B-5,B-5,D5,D5,B-4,D3,B-2,B-3,B-2,D5,D4,B-3,D3,F2,F1
658.5,526.8,110,4.0,D6,B-5,B-5,D5,D5,B-4,D3,B-2,F3,F2,B-4,F4,D4,B-2,F2,F1
658.75,527.0,110,4.1667,D6,B-5,B-5,D5,D5,B-4,D3,B-2,F3,F2,B-4,D4,B-3,D3,F2,F1
659.0,527.2,110,4.3333,D6,B-5,B-5,D5,D5,B-4,D3,B-2,B-3,B-2,D5,F4,D4,B-2,F2,F1
659.25,527.4,110,4.5,D6,B-5,B-5,D5,D5,B-4,D3,B-2,B-3,B-2,D5,D4,B-3,D3,F2,F1
