qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb basso Horn 1,Bb basso Horn 2,Violin 1,Violin 2,Viola,Violoncello solo,Violoncello,Contrabass
197.0,157.6,33,4.3333,r,r,r,r,r,r,C4,r,r,r,G4,r,r,C3,C3,C2
197.25,157.8,33,4.5,r,r,r,r,r,r,C4,r,r,r,E4,r,r,C3,C3,C2
197.5,158.0,33,4.6667,r,r,r,r,r,r,G3,r,r,r,C4,r,r,r,r,r
197.75,158.2,33,4.8333,r,r,r,r,r,r,G3,r,r,r,E4,r,r,r,r,r
198.0,158.4,34,1.0,r,r,r,r,r,r,A3,r,r,r,C#4,r,A3,A3,A3,A2
198.25,158.6,34,1.1667,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,A3,A2
198.5,158.8,34,1.3333,r,r,r,r,r,r,A3,r,r,r,A4,r,A3,A3,A3,A2
198.75,159.0,34,1.5,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,A3,A2
199.0,159.2,34,1.6667,r,r,r,r,r,r,A3,r,r,r,C#4,r,A3,A3,r,r
199.25,159.4,34,1.8333,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,r,r
199.5,159.6,34,2.0,r,r,r,r,r,r,A3,r,r,r,D4,r,A3,A3,D3,D2
199.75,159.8,34,2.1667,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,D3,D2
200.0,160.0,34,2.3333,r,r,r,r,r,r,G3,r,r,r,A4,r,G3,G3,D3,D2
200.25,160.2,34,2.5,r,r,r,r,r,r,G3,r,r,r,F4,r,G3,G3,D3,D2
200.5,160.4,34,2.6667,r,r,r,r,r,r,A3,r,r,r,D4,r,A3,A3,r,r
200.75,160.6,34,2.8333,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,r,r
201.0,160.8,34,3.0,r,r,r,r,r,r,B3,r,r,r,D4,r,B3,B3,G2,G1
201.25,161.0,34,3.1667,r,r,r,r,r,r,B3,r,r,r,F4,r,B3,B3,G2,G1
201.5,161.2,34,3.3333,r,r,r,r,r,r,A3,r,r,r,G4,r,A3,A3,G2,G1
201.75,161.4,34,3.5,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,G2,G1
202.0,161.6,34,3.6667,r,r,r,r,r,r,B3,r,r,r,D4,r,B3,B3,r,r
202.25,161.8,34,3.8333,r,r,r,r,r,r,B3,r,r,r,F4,r,B3,B3,r,r
202.5,162.0,34,4.0,r,r,r,r,r,r,C4,r,r,r,C4,r,C4,C4,C3,C2
202.75,162.2,34,4.1667,r,r,r,r,r,r,C4,r,r,r,E4,r,C4,C4,C3,C2
203.0,162.4,34,4.3333,r,r,r,r,r,r,C4,r,r,r,G4,r,C4,C4,C3,C2
203.25,162.6,34,4.5,r,r,r,r,r,r,C4,r,r,r,E4,r,C4,C4,C3,C2
203.5,162.8,34,4.6667,r,r,r,r,r,r,G3,r,r,r,C4,r,G3,G3,r,r
203.75,163.0,34,4.8333,r,r,r,r,r,r,G3,r,r,r,E4,r,G3,G3,r,r
204.0,163.2,35,1.0,r,r,r,r,r,r,A3,r,r,r,C#4,r,A3,A3,A3,A2
204.25,163.4,35,1.1667,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,A3,A2
204.5,163.6,35,1.3333,r,r,r,r,r,r,A3,r,r,r,A4,r,A3,A3,A3,A2
204.75,163.8,35,1.5,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,A3,A2
205.0,164.0,35,1.6667,r,r,r,r,r,r,A3,r,r,r,C#4,r,A3,A3,r,r
205.25,164.2,35,1.8333,r,r,r,r,r,r,A3,r,r,r,E4,r,A3,A3,r,r
205.5,164.4,35,2.0,r,r,r,r,r,r,A3,r,r,r,D4,r,A3,A3,D3,D2
205.75,164.6,35,2.1667,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,D3,D2
206.0,164.8,35,2.3333,r,r,r,r,r,r,G3,r,r,r,A4,r,G3,G3,D3,D2
206.25,165.0,35,2.5,r,r,r,r,r,r,G3,r,r,r,F4,r,G3,G3,D3,D2
206.5,165.2,35,2.6667,r,r,r,r,r,r,A3,r,r,r,D4,r,A3,A3,r,r
206.75,165.4,35,2.8333,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,r,r
207.0,165.6,35,3.0,r,r,r,r,r,r,B3,r,r,r,D4,r,B3,B3,G2,G1
207.25,165.8,35,3.1667,r,r,r,r,r,r,B3,r,r,r,F4,r,B3,B3,G2,G1
207.5,166.0,35,3.3333,r,r,r,r,r,r,A3,r,r,r,G4,r,A3,A3,G2,G1
207.75,166.2,35,3.5,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,G2,G1
208.0,166.4,35,3.6667,r,r,r,r,r,r,B3,r,r,r,D4,r,B3,B3,r,r
208.25,166.6,35,3.8333,r,r,r,r,r,r,B3,r,r,r,F4,r,B3,B3,r,r
208.5,166.8,35,4.0,r,r,r,r,r,r,C4,r,r,r,C4,r,C4,C4,C3,C2
208.75,167.0,35,4.1667,r,r,r,r,r,r,C4,r,r,r,E4,r,C4,C4,C3,C2
209.0,167.2,35,4.3333,r,r,r,r,r,r,C4,r,r,r,G4,r,C4,C4,C3,C2
209.25,167.4,35,4.5,r,r,r,r,r,r,C4,r,r,r,E4,r,C4,C4,C3,C2
209.5,167.6,35,4.6667,r,r,r,r,r,r,G3,r,r,r,C4,r,G3,G3,r,r
209.75,167.8,35,4.8333,r,r,r,r,r,r,G3,r,r,r,E4,r,G3,G3,r,r
210.0,168.0,36,1.0,r,r,r,r,r,r,A3,r,r,r,C4,r,A3,A3,C3,C2
210.25,168.2,36,1.1667,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,C3,C2
210.5,168.4,36,1.3333,r,r,r,r,r,r,A3,r,r,r,A4,r,A3,A3,C3,C2
210.75,168.6,36,1.5,r,r,r,r,r,r,A3,r,r,r,F4,r,A3,A3,C3,C2
211.0,168.8,36,1.6667,r,r,r,r,r,r,F3,r,r,r,C4,r,F3,F3,r,r
211.25,169.0,36,1.8333,r,r,r,r,r,r,F3,r,r,r,F4,r,F3,F3,r,r
211.5,169.2,36,2.0,r,r,r,r,C5,r,C3,r,r,r,C4,r,C3,C3,C3,C2
211.75,169.4,36,2.1667,r,r,r,r,C5,r,C3,r,r,r,G4,r,C3,C3,C3,C2
212.0,169.6,36,2.3333,r,r,r,r,C5,r,C3,r,r,r,B-4,r,C3,C3,C3,C2
212.25,169.8,36,2.5,r,r,r,r,C5,r,C3,r,r,r,G4,r,C3,C3,C3,C2
212.5,170.0,36,2.6667,r,r,r,r,G4,r,E3,r,r,r,C4,r,E3,E3,r,r
212.75,170.2,36,2.8333,r,r,r,r,G4,r,E3,r,r,r,G4,r,E3,E3,r,r
213.0,170.4,36,3.0,r,r,r,r,A4,r,F3,r,r,r,C4,r,F3,F3,C3,C2
213.25,170.6,36,3.1667,r,r,r,r,A4,r,F3,r,r,r,F4,r,F3,F3,C3,C2
213.5,170.8,36,3.3333,r,r,r,r,A4,r,F3,r,r,r,A4,r,F3,F3,C3,C2
213.75,171.0,36,3.5,r,r,r,r,A4,r,F3,r,r,r,F4,r,F3,F3,C3,C2
214.0,171.2,36,3.6667,r,r,r,r,F4,r,A3,r,r,r,C4,r,A3,A3,r,r
214.25,171.4,36,3.8333,r,r,r,r,F4,r,A3,r,r,r,F4,r,A3,A3,r,r
214.5,171.6,36,4.0,r,r,r,r,C4,C5,C4,r,r,r,C4,r,C4,C4,C3,C2
214.75,171.8,36,4.1667,r,r,r,r,C4,C5,C4,r,r,r,E4,r,C4,C4,C3,C2
215.0,172.0,36,4.3333,r,r,r,r,C4,C5,C4,r,r,r,G4,r,C4,C4,C3,C2
215.25,172.2,36,4.5,r,r,r,r,C4,C5,C4,r,r,r,E4,r,C4,C4,C3,C2
215.5,172.4,36,4.6667,r,r,r,r,E4,G4,G3,r,r,r,C4,r,G3,G3,r,r
215.75,172.6,36,4.8333,r,r,r,r,E4,G4,G3,r,r,r,E4,r,G3,G3,r,r
216.0,172.8,37,1.0,r,r,r,r,F4,A4,A3,r,r,r,C4,r,A3,A3,C3,C2
216.25,173.0,37,1.1667,r,r,r,r,F4,A4,A3,r,r,r,F4,r,A3,A3,C3,C2
216.5,173.2,37,1.3333,r,r,r,r,F4,A4,A3,r,r,r,A4,r,A3,A3,C3,C2
216.75,173.4,37,1.5,r,r,r,r,F4,A4,A3,r,r,r,F4,r,A3,A3,C3,C2
217.0,173.6,37,1.6667,r,r,r,r,A4,F4,F3,r,r,r,C4,r,F3,F3,r,r
217.25,173.8,37,1.8333,r,r,r,r,A4,F4,F3,r,r,r,F4,r,F3,F3,r,r
217.5,174.0,37,2.0,r,r,C6,r,C5,C4,C3,r,r,r,C4,r,C3,C3,C3,C2
217.75,174.2,37,2.1667,r,r,C6,r,C5,C4,C3,r,r,r,G4,r,C3,C3,C3,C2
218.0,174.4,37,2.3333,r,r,C6,r,C5,C4,C3,r,r,r,B-4,r,C3,C3,C3,C2
218.25,174.6,37,2.5,r,r,C6,r,C5,C4,C3,r,r,r,G4,r,C3,C3,C3,C2
218.5,174.8,37,2.6667,r,r,G5,r,G4,E4,E3,r,r,r,C4,r,E3,E3,r,r
218.75,175.0,37,2.8333,r,r,G5,r,G4,E4,E3,r,r,r,G4,r,E3,E3,r,r
219.0,175.2,37,3.0,C6,r,A5,r,A4,F4,F3,r,r,r,C4,r,F3,F3,C3,C2
219.25,175.4,37,3.1667,C6,r,A5,r,A4,F4,F3,r,r,r,F4,r,F3,F3,C3,C2
219.5,175.6,37,3.3333,C6,r,A5,r,A4,F4,F3,r,r,r,A4,r,F3,F3,C3,C2
219.75,175.8,37,3.5,C6,r,A5,r,A4,F4,F3,r,r,r,C5,r,F3,F3,C3,C2
220.0,176.0,37,3.6667,A5,r,F5,r,F4,A4,A3,r,r,r,F5,r,A3,A3,r,r
220.25,176.2,37,3.8333,A5,r,F5,r,F4,A4,A3,r,r,r,A5,r,A3,A3,r,r
220.5,176.4,37,4.0,C6,C5,G5,E5,G4,r,G3,E3,C4,C4,C6,G4,E4,E3,C3,C2
220.75,176.6,37,4.1667,C6,C5,G5,E5,G4,r,G3,E3,C4,C4,C6,E4,C4,G3,C3,C2
221.0,176.8,37,4.3333,C6,C5,G5,E5,G4,r,G3,E3,C4,C4,C6,G4,E4,E3,C3,C2
221.25,177.0,37,4.5,C6,C5,G5,E5,G4,r,G3,E3,C4,C4,C6,E4,C4,G3,C3,C2
221.5,177.2,37,4.6667,G5,C5,G5,E5,G4,r,G3,E3,C4,C4,G5,G4,E4,E3,r,r
221.75,177.4,37,4.8333,G5,C5,G5,E5,G4,r,G3,E3,C4,C4,G5,E4,C4,G3,r,r
222.0,177.6,38,1.0,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
222.25,177.8,38,1.1667,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
222.5,178.0,38,1.3333,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
222.75,178.2,38,1.5,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
223.0,178.4,38,1.6667,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,A4,F4,F3,C3,C2
223.25,178.6,38,1.8333,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,F4,C4,A3,C3,C2
223.5,178.8,38,2.0,C5,C5,A5,F5,A4,F4,A3,F3,C4,C4,C5,A4,F4,F3,C3,C2
223.75,179.0,38,2.1667,C5,C5,A5,F5,A4,F4,A3,F3,C4,C4,C5,F4,C4,A3,C3,C2
224.0,179.2,38,2.3333,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,A4,F4,F3,C3,C2
224.25,179.4,38,2.5,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,F4,C4,A3,C3,C2
224.5,179.6,38,2.6667,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
224.75,179.8,38,2.8333,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
225.0,180.0,38,3.0,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,A4,F4,F3,C3,C2
225.25,180.2,38,3.1667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,F4,C4,A3,C3,C2
225.5,180.4,38,3.3333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,A4,F4,F3,C3,C2
225.75,180.6,38,3.5,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,F4,C4,A3,C3,C2
226.0,180.8,38,3.6667,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
226.25,181.0,38,3.8333,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
226.5,181.2,38,4.0,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,A4,F4,F3,C3,C2
226.75,181.4,38,4.1667,F5,C5,A5,F5,A4,F4,A3,F3,C4,C4,F5,F4,C4,A3,C3,C2
227.0,181.6,38,4.3333,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
227.25,181.8,38,4.5,A5,C5,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
227.5,182.0,38,4.6667,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,A4,F4,F3,C3,C2
227.75,182.2,38,4.8333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,F4,C4,A3,C3,C2
228.0,182.4,39,1.0,F6,C5,A5,F5,A4,F4,A3,F3,C4,C4,F6,A4,F4,F3,C3,C2
228.5,182.8,39,1.3333,C6,C5,A5,F5,A4,F4,A3,F3,C4,C4,C6,F4,C4,A3,C3,C2
229.0,183.2,39,1.6667,r,r,r,r,r,r,r,r,r,r,C6,A4,F4,F3,C3,C2
229.5,183.6,39,2.0,r,r,r,r,r,r,r,r,r,r,A5,F4,C4,A3,C3,C2
230.0,184.0,39,2.3333,r,r,r,r,r,r,r,r,r,r,C6,A4,F4,F3,C3,C2
230.5,184.4,39,2.6667,r,r,r,r,r,r,r,r,r,r,A5,F4,C4,A3,C3,C2
231.0,184.8,39,3.0,r,r,r,r,r,r,r,r,r,r,C6,A4,F4,F3,C3,C2
231.5,185.2,39,3.3333,r,r,r,r,r,r,r,r,r,r,A5,F4,C4,A3,C3,C2
232.0,185.6,39,3.6667,r,r,r,r,r,r,r,r,r,r,C6,A4,F4,F3,C3,C2
232.5,186.0,39,4.0,r,r,r,r,r,r,r,r,r,r,A5,F4,C4,A3,C3,C2
233.0,186.4,39,4.3333,B-5,r,r,r,r,r,r,r,r,r,B-5,G4,F4,F3,C3,C2
233.5,186.8,39,4.6667,G5,r,r,r,r,r,r,r,r,r,G5,F4,C4,G3,C3,C2
234.0,187.2,40,1.0,G5,C5,G5,F5,G4,F4,C4,r,r,r,r,F4,C4,C3,C3,C2
237.0,189.6,40,3.0,C6,C5,G5,E5,G4,E4,C4,C3,r,r,r,E4,C4,C4,C3,C2
240.0,192.0,41,1.0,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,r,A3,A3,A2
240.5,192.4,41,1.3333,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,C#4,A4,A3,A2
240.75,192.6,41,1.5,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,D4,A4,A3,A2
241.0,192.8,41,1.6667,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,E4,G4,r,r
241.25,193.0,41,1.8333,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,C#4,G4,r,r
241.5,193.2,41,2.0,A5,r,F5,D5,r,r,r,r,r,r,A5,r,r,F4,D3,D2
242.0,193.6,41,2.3333,G5,r,F5,D5,r,r,r,r,r,r,G5,r,D4,D4,D3,D2
242.25,193.8,41,2.5,G5,r,F5,D5,r,r,r,r,r,r,G5,r,E4,D4,D3,D2
242.5,194.0,41,2.6667,A5,r,F5,D5,r,r,r,r,r,r,A5,r,F4,C4,r,r
242.75,194.2,41,2.8333,A5,r,F5,D5,r,r,r,r,r,r,A5,r,D4,C4,r,r
243.0,194.4,41,3.0,B5,r,F5,D5,r,r,r,r,r,r,B5,r,r,B3,G2,G1
243.5,194.8,41,3.3333,A5,r,F5,D5,r,r,r,r,r,r,A5,B4,r,G3,G2,G1
243.75,195.0,41,3.5,A5,r,F5,D5,r,r,r,r,r,r,A5,C5,r,G3,G2,G1
244.0,195.2,41,3.6667,B5,r,D5,B4,F4,D4,r,r,r,r,B5,D5,r,F3,r,r
244.25,195.4,41,3.8333,B5,r,D5,B4,F4,D4,r,r,r,r,B5,B4,r,F3,r,r
244.5,195.6,41,4.0,C6,r,E5,C5,r,r,r,r,r,r,C6,r,r,E-3,C3,C2
245.0,196.0,41,4.3333,C6,r,E5,C5,r,r,r,r,r,r,C6,C5,r,C3,C3,C2
245.25,196.2,41,4.5,C6,r,E5,C5,r,r,r,r,r,r,C6,D5,r,C3,C3,C2
245.5,196.4,41,4.6667,G5,r,E5,C5,E4,C4,r,r,r,r,G5,E5,r,B-2,r,r
245.75,196.6,41,4.8333,G5,r,E5,C5,E4,C4,r,r,r,r,G5,C5,r,B-2,r,r
246.0,196.8,42,1.0,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,r,A2,A3,A2
246.5,197.2,42,1.3333,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,C#4,A4,A3,A2
246.75,197.4,42,1.5,A5,r,E5,C#5,r,r,r,r,r,r,A5,r,D4,A4,A3,A2
247.0,197.6,42,1.6667,A5,r,E5,C#5,E4,C#4,r,r,r,r,A5,r,E4,G4,r,r
247.25,197.8,42,1.8333,A5,r,E5,C#5,E4,C#4,r,r,r,r,A5,r,C#4,G4,r,r
247.5,198.0,42,2.0,A5,r,F5,D5,r,r,r,r,r,r,A5,r,r,F4,D3,D2
248.0,198.4,42,2.3333,G5,r,F5,D5,r,r,r,r,r,r,G5,r,D4,D4,D3,D2
248.25,198.6,42,2.5,G5,r,F5,D5,r,r,r,r,r,r,G5,r,E4,D4,D3,D2
248.5,198.8,42,2.6667,A5,r,F5,D5,F4,D4,r,r,r,r,A5,r,F4,C4,r,r
248.75,199.0,42,2.8333,A5,r,F5,D5,F4,D4,r,r,r,r,A5,r,D4,C4,r,r
249.0,199.2,42,3.0,B5,r,F5,D5,r,r,r,r,r,r,B5,r,r,B3,G2,G1
249.5,199.6,42,3.3333,A5,r,F5,D5,r,r,r,r,r,r,A5,B4,r,G3,G2,G1
249.75,199.8,42,3.5,A5,r,F5,D5,r,r,r,r,r,r,A5,C5,r,G3,G2,G1
250.0,200.0,42,3.6667,B5,r,D5,B4,F4,D4,r,r,r,r,B5,D5,r,F3,r,r
250.25,200.2,42,3.8333,B5,r,D5,B4,F4,D4,r,r,r,r,B5,B4,r,F3,r,r
250.5,200.4,42,4.0,C6,r,E5,C5,r,r,G3,E3,r,r,C6,C5,r,E3,C3,C2
251.0,200.8,42,4.3333,C6,r,E5,C5,r,r,G3,E3,r,r,C6,C5,r,C3,C3,C2
251.5,201.2,42,4.6667,G5,r,E5,C5,E4,C4,G3,E3,r,r,G5,G4,r,G3,r,r
252.0,201.6,43,1.0,A5,r,F5,C5,r,r,A3,F3,r,r,A5,A4,r,C3,C3,C2
252.5,202.0,43,1.3333,A5,r,F5,C5,r,r,A3,F3,r,r,A5,A4,r,F3,C3,C2
253.0,202.4,43,1.6667,F5,r,F5,C5,F4,C4,A3,F3,r,r,F5,F4,r,A3,r,r
253.5,202.8,43,2.0,C5,r,G5,C5,r,r,B-3,G3,r,r,C5,C4,C4,C3,C3,C2
254.0,203.2,43,2.3333,C5,r,G5,C5,r,r,B-3,G3,r,r,C5,C4,C4,G3,C3,C2
254.5,203.6,43,2.6667,E5,r,G5,C5,G4,C4,B-3,G3,r,r,E5,E4,G3,B-3,r,r
255.0,204.0,43,3.0,F5,r,F5,C5,r,r,A3,F3,r,r,F5,F4,A3,C3,C3,C2
255.5,204.4,43,3.3333,F5,r,F5,C5,r,r,A3,F3,r,r,F5,F4,A3,F3,C3,C2
256.0,204.8,43,3.6667,A5,r,F5,C5,F4,C4,A3,F3,r,r,A5,A4,F3,A3,r,r
256.5,205.2,43,4.0,C6,r,G5,E5,C5,E4,G3,E3,C4,C4,C6,G4,E4,E3,C3,C2
256.75,205.4,43,4.1667,C6,r,G5,E5,C5,E4,G3,E3,C4,C4,C6,E4,C4,G3,C3,C2
257.0,205.6,43,4.3333,C6,r,G5,E5,C5,E4,G3,E3,C4,C4,C6,G4,E4,E3,C3,C2
257.25,205.8,43,4.5,C6,r,G5,E5,C5,E4,G3,E3,C4,C4,C6,E4,C4,G3,C3,C2
257.5,206.0,43,4.6667,G5,r,G5,E5,G4,E4,G3,E3,C4,C4,G5,G4,E4,E3,r,r
257.75,206.2,43,4.8333,G5,r,G5,E5,G4,E4,G3,E3,C4,C4,G5,E4,C4,G3,r,r
258.0,206.4,44,1.0,A5,r,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
258.25,206.6,44,1.1667,A5,r,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
258.5,206.8,44,1.3333,A5,r,A5,F5,A4,F4,A3,F3,C4,C4,A5,A4,F4,F3,C3,C2
258.75,207.0,44,1.5,A5,r,A5,F5,A4,F4,A3,F3,C4,C4,A5,F4,C4,A3,C3,C2
259.0,207.2,44,1.6667,F5,r,A5,F5,F4,F4,F3,F3,C4,C4,F5,A4,F4,F3,C3,C2
259.25,207.4,44,1.8333,F5,r,A5,F5,F4,F4,F3,F3,C4,C4,F5,F4,C4,A3,C3,C2
259.5,207.6,44,2.0,C5,r,A5,F5,C4,C4,C3,C3,C4,C4,C5,A4,F4,F3,C3,C2
259.75,207.8,44,2.1667,C5,r,A5,F5,C4,C4,C3,C3,C4,C4,C5,F4,C4,A3,C3,C2
260.0,208.0,44,2.3333,F5,r,A5,F5,F4,F4,F3,F3,C4,C4,F5,A4,F4,F3,C3,C2
260.25,208.2,44,2.5,F5,r,A5,F5,F4,F4,F3,F3,C4,C4,F5,F4,C4,A3,C3,C2
260.5,208.4,44,2.6667,A5,r,A5,F5,A4,A4,A3,A3,C4,C4,A5,A4,F4,F3,C3,C2
260.75,208.6,44,2.8333,A5,r,A5,F5,A4,A4,A3,A3,C4,C4,A5,F4,C4,A3,C3,C2
261.0,208.8,44,3.0,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,C5,A4,F3,C3,C2
261.25,209.0,44,3.1667,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,A4,F4,A3,C3,C2
261.5,209.2,44,3.3333,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,C5,A4,F3,C3,C2
261.75,209.4,44,3.5,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,A4,F4,A3,C3,C2
262.0,209.6,44,3.6667,A5,r,A4,A4,A4,A4,A3,A3,C4,C4,A5,C5,A4,F3,C3,C2
262.25,209.8,44,3.8333,A5,r,A4,A4,A4,A4,A3,A3,C4,C4,A5,A4,F4,A3,C3,C2
262.5,210.0,44,4.0,F5,r,F4,F4,F4,F4,F3,F3,C4,C4,F5,C5,A4,F3,C3,C2
262.75,210.2,44,4.1667,F5,r,F4,F4,F4,F4,F3,F3,C4,C4,F5,A4,F4,A3,C3,C2
263.0,210.4,44,4.3333,A5,r,A4,A4,A4,A4,A3,A3,C4,C4,A5,C5,A4,F3,C3,C2
263.25,210.6,44,4.5,A5,r,A4,A4,A4,A4,A3,A3,C4,C4,A5,A4,F4,A3,C3,C2
263.5,210.8,44,4.6667,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,C5,A4,F3,C3,C2
263.75,211.0,44,4.8333,C6,r,C5,C5,C5,C5,C4,C4,C4,C4,C6,A4,F4,A3,C3,C2
264.0,211.2,45,1.0,F6,r,F5,A4,F5,A4,F4,C3,C4,C4,F6,F5,A4,F3,C3,C2
264.25,211.4,45,1.1667,F6,r,F5,A4,F5,A4,F4,C3,C4,C4,F6,A4,F4,A3,C3,C2
264.5,211.6,45,1.3333,F6,r,A5,F5,F5,A4,F4,C3,C4,C4,F6,F5,A4,F3,C3,C2
264.75,211.8,45,1.5,F6,r,A5,F5,F5,A4,F4,C3,C4,C4,F6,A4,F4,A3,C3,C2
265.0,212.0,45,1.6667,F6,r,A5,F5,F5,A4,F4,C3,C4,C4,F6,F5,A4,F3,C3,C2
265.25,212.2,45,1.8333,F6,r,A5,F5,F5,A4,F4,C3,C4,C4,F6,A4,F4,A3,C3,C2
265.5,212.4,45,2.0,F6,r,A5,F5,F5,A4,F4,C3,C4,C4,F6,F5,A4,C3,C3,C2
266.0,212.8,45,2.3333,r,r,r,r,r,r,C4,r,r,r,C6,r,r,r,r,r
266.5,213.2,45,2.6667,r,r,r,r,r,r,A3,r,r,r,A5,r,r,r,r,r
267.0,213.6,45,3.0,r,r,r,r,r,r,C4,r,r,r,C6,r,r,r,r,r
267.5,214.0,45,3.3333,r,r,r,r,r,r,A3,r,r,r,A5,r,r,r,r,r
268.0,214.4,45,3.6667,r,r,r,r,r,r,F3,r,r,r,F5,r,r,r,r,r
268.5,214.8,45,4.0,r,r,r,r,r,r,C3,r,r,r,C5,r,r,r,r,r
269.0,215.2,45,4.3333,r,r,r,r,r,r,F3,r,r,r,F5,r,r,r,r,r
269.5,215.6,45,4.6667,r,r,r,r,r,r,A3,r,r,r,A5,r,r,r,r,r
270.0,216.0,46,1.0,F5,r,r,r,r,r,F3,r,r,r,F5,r,r,r,r,r
270.5,216.4,46,1.3333,C5,r,r,r,r,r,C3,r,r,r,C5,r,r,r,r,r
271.0,216.8,46,1.6667,A4,r,r,r,r,r,A2,r,r,r,A4,r,r,r,r,r
271.5,217.2,46,2.0,F4,r,r,r,r,r,F2,r,r,r,F4,r,r,r,r,r
272.0,217.6,46,2.3333,A4,r,r,r,r,r,A2,r,r,r,A4,r,r,r,r,r
272.5,218.0,46,2.6667,C5,r,r,r,r,r,C3,r,r,r,C5,r,r,r,r,r
273.0,218.4,46,3.0,F5,r,r,r,r,r,F3,r,r,r,F5,r,r,r,r,r
273.5,218.8,46,3.3333,A5,r,r,r,r,r,A3,r,r,r,A5,r,r,r,r,r
274.0,219.2,46,3.6667,C6,r,r,r,r,r,C4,r,r,r,C6,r,r,r,r,r
274.5,219.6,46,4.0,F6,r,r,r,r,r,F4,r,r,r,F6,r,r,r,r,r
275.0,220.0,46,4.3333,F5,r,A5,F5,A4,F4,F3,F3,F4,F3,F4,A4,A3,F3,F3,F2
275.5,220.4,46,4.6667,B-5,r,G5,F5,G4,F4,B-3,B-2,F4,F3,B-4,D5,D3,B-2,B-2,B-1
276.0,220.8,47,1.0,G5,B-4,G5,F5,G4,F4,G3,C3,C4,C4,r,B-4,F4,C3,C3,C2
278.5,222.8,47,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,F3,F3,r,r
279.0,223.2,47,3.0,C6,B-4,G5,C5,G4,E4,G3,C2,C4,C4,r,B-3,E3,E3,C3,C2
279.5,223.6,47,3.3333,C6,B-4,G5,C5,G4,E4,G3,C2,C4,C4,r,B-3,D3,D3,C3,C2
280.0,224.0,47,3.6667,r,r,r,r,r,r,r,r,r,r,r,r,C3,C3,C3,C2
280.5,224.4,47,4.0,r,r,r,r,r,r,r,r,r,r,r,r,C3,C3,C3,C2
