qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Eng Hn,0
6.0,3,1,0.0,a,Eng Hn,0
12.5,5,1.5,0.167,a,Eng Hn,0
15.5,6,1.5,0.167,a,Eng Hn,0
18.5,7,1.5,0.167,a,Eng Hn,0
21.5,8,1.5,0.167,a,Bsn,2
24.5,9,1.5,0.167,a,Eng Hn,0
33.5,12,1.5,0.167,a,Bsn,1
34.5,12,2.5,0.5,a,Eng Hn,0
36.0,13,1,0.0,a,B,3
48.5,17,1.5,0.167,a,B,3
57.0,20,1,0.0,a,Eng Hn,0
60.5,21,1.5,0.167,a,B,3
66.5,23,1.5,0.167,a,B,3
72.5,25,1.5,0.167,a,Eng Hn,0
75.5,26,1.5,0.167,a,B,3
84.0,29,1,0.0,a,B,3
90.0,31,1,0.0,a,B,3
93.5,32,1.5,0.167,a,Eng Hn,0
96.0,33,1,0.0,a,B,3
100.0,34,2,0.333,a,Bsn,1
102.0,35,1,0.0,a,B,3
108.5,37,1.5,0.167,a,B,3
111.5,38,1.5,0.167,a,B,3
117.5,40,1.5,0.167,a,Eng Hn,0
120.5,41,1.5,0.167,a,B,3
125.0,42,3,0.667,a,B,3
129.5,44,1.5,0.167,a,B,3
132.0,45,1,0.0,a,Eng Hn,0
136.0,46,2,0.333,a,Bsn,1
138.0,47,1,0.0,a,Eng Hn,0
144.5,49,1.5,0.167,a,Eng Hn,0
154.0,52,2,0.333,a,Bsn,1
156.0,53,1,0.0,a,B,3
159.5,54,1.5,0.167,a,Eng Hn,0
162.0,55,1,0.0,a,B,3
165.5,56,1.5,0.167,a,Bsn,1
168.5,57,1.5,0.167,a,B,3
169.5,57,2.5,0.5,a,Bsn,1
171.5,58,1.5,0.167,a,B,3
172.5,58,2.5,0.5,a,Bsn,1
173.5,58,3.5,0.833,a,B,3
177.0,60,1,0.0,a,Eng Hn,0
184.0,62,2,0.333,a,Bsn,1
187.0,63,2,0.333,a,B,3
198.5,67,1.5,0.167,a,Eng Hn,0
199.5,67,2.5,0.5,a,Bsn,1
201.5,68,1.5,0.167,a,Eng Hn,0
202.5,68,2.5,0.5,a,Bsn,1
204.5,69,1.5,0.167,a,Eng Hn,0
207.5,70,1.5,0.167,a,Bsn,2
210.5,71,1.5,0.167,a,Eng Hn,0
213.0,72,1,0.0,a,Bsn,1
219.25,74,1.25,0.083,a,Bsn,2
222.0,75,1,0.0,a,B,3
225.5,76,1.5,0.167,a,Eng Hn,0
228.5,77,1.5,0.167,a,B,3
231.5,78,1.5,0.167,a,Bsn,1
234.5,79,1.5,0.167,a,B,3
238.5,80,2.5,0.5,a,Bsn,1
239.5,80,3.5,0.833,a,B,3
241.5,81,2.5,0.5,a,Bsn,1
243.0,82,1,0.0,a,Eng Hn,0
246.25,83,1.25,0.083,a,B,3
250.0,84,2,0.333,a,Bsn,1
253.0,85,2,0.333,a,B,3
258.5,87,1.5,0.167,a,Bsn,1
259.5,87,2.5,0.5,a,B,3
267.0,90,1,0.0,a,B,3
276.5,93,1.5,0.167,a,Bsn,1
279.5,94,1.5,0.167,a,B,3
288.0,97,1,0.0,a,Eng Hn,0
291.5,98,1.5,0.167,a,B,3
295.0,99,2,0.333,a,Eng Hn,0
297.5,100,1.5,0.167,a,B,3
298.5,100,2.5,0.5,a,Bsn,1
300.5,101,1.5,0.167,a,B,3
303.5,102,1.5,0.167,a,Eng Hn,0
306.5,103,1.5,0.167,a,B,3
315.5,106,1.5,0.167,a,Eng Hn,0
316.5,106,2.5,0.5,a,Bsn,1
318.5,107,1.5,0.167,a,B,3
321.5,108,1.5,0.167,a,Eng Hn,0
324.25,109,1.25,0.083,a,B,3
333.5,112,1.5,0.167,a,Eng Hn,0
341.5,114,3.5,0.833,a,B,3
345.0,116,1,0.0,a,Eng Hn,0
351.0,118,1,0.0,a,Eng Hn,0
357.5,120,1.5,0.167,a,Eng Hn,0
358.5,120,2.5,0.5,a,Bsn,1
360.5,121,1.5,0.167,a,Eng Hn,0
361.5,121,2.5,0.5,a,Bsn,1
363.5,122,1.5,0.167,a,Eng Hn,0
366.5,123,1.5,0.167,a,Bsn,2
369.5,124,1.5,0.167,a,Eng Hn,0
378.5,127,1.5,0.167,a,Bsn,1
379.5,127,2.5,0.5,a,Eng Hn,0
