qstamp_start,qstamp_end,Flute,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (basso) Horn 1,Bb (basso) Horn 2,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1188.0,1193.5,P8(Oboe 1),P8(Flute),,,,,,U(Bb (basso) Horn 2),U(Bb (basso) Horn 1),,,,Main Part,P6(Viola),P6(Violin 2),P2(Main)&P8(Contrabass),P2(Main)&P8(Violoncello)
1193.5,1205.5,Main Part,,,,,U(Violin 2),,,,,,,P8(Violoncello),U(Bassoon 1),,P8(Violin 1),
1205.5,1224.0,Main Part,U(Main)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Main)&P6(Oboe 1)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Main)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 2)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Main)&P6(Oboe 1)&P8(Oboe 2)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&U(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 2),P8(Main)&P8(Oboe 1)&P6(Oboe 2)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P8(Bb (basso) Horn 1),,,,P8(Viola)&P8(Violoncello),,P8(Violin 1)&P8(Violoncello),P8(Violin 1)&P8(Viola),
1224.0,1232.0,P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Flute)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P8(Bb (basso) Horn 1),,,,Main Part,U(Viola)&P8(Violoncello),U(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
1232.0,1236.0,P7(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P7(Flute)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P8(Flute)&P7(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P8(Flute)&P7(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P7(Bb (basso) Horn 1)&P7(Bb (basso) Horn 2),P3(Flute)&P5(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P5(Bb (basso) Horn 1)&P5(Bb (basso) Horn 2),P7(Flute)&P8(Oboe 1)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 2),P7(Flute)&P8(Oboe 1)&P5(Oboe 2)&P7(Bb Clarinet 1)&P5(Bb Clarinet 2)&P7(Bassoon 1)&P5(Bassoon 2)&P8(Bb (basso) Horn 1),,,,Main Part,U(Viola)&P8(Violoncello),U(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
1236.0,1244.0,Main Part,P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Bb Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Bassoon 1),P8(Oboe 2)&P8(Bassoon 2),P8(Main)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2),P8(Oboe 1)&P8(Bb (basso) Horn 2),P8(Oboe 1)&P8(Bb (basso) Horn 1),,,,,P8(Viola)&P8(Violoncello),P8(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
1244.0,1248.0,Main Part,,,P8(Main)&P6(Bb Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P6(Main)&P6(Bb Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P8(Main)&P8(Bb Clarinet 1)&P6(Bb Clarinet 2)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2),P6(Main)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2),P6(Main)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P8(Bb (basso) Horn 2),P6(Main)&P6(Bb Clarinet 1)&P8(Bb Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),,,,,P8(Viola)&P8(Violoncello),P8(Violin 2)&P8(Violoncello),P8(Violin 2)&P8(Viola),
1248.0,1272.0,P8(Bb Clarinet 1)&P8(Bassoon 1),P6(Oboe 2)&P6(Bb Trumpet 1)&P6(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P6(Oboe 1)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Bassoon 1),P8(Bassoon 2),P8(Flute)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,,P6(Oboe 1)&U(Oboe 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Contrabass),Main Part,,P8(Violoncello),P8(Viola),P6(Oboe 1)&P8(Oboe 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)
1272.0,1293.0,P8(Bb Clarinet 1)&P8(Bassoon 1),,,P8(Flute)&P8(Bassoon 1),,P8(Flute)&P8(Bb Clarinet 1),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),
1293.0,1296.0,Main Part,P8(Main)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Main)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Timpani)&P4(Contrabass),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)
1296.0,1299.0,Main Part,P8(Main)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Main)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
1299.0,1302.0,P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
1302.0,1305.0,P8(Oboe 1)&P8(Bb Clarinet 1)&P8(Bassoon 1),P8(Flute)&U(Bb Clarinet 1)&P8(Bassoon 1),U(Bb Clarinet 2)&P8(Bassoon 2)&P6(Bb (basso) Horn 1),P8(Flute)&U(Oboe 1)&P8(Bassoon 1),U(Oboe 2)&P8(Bassoon 2)&P6(Bb (basso) Horn 1),P8(Flute)&P8(Oboe 1)&P8(Bb Clarinet 1),P8(Oboe 2)&P8(Bb Clarinet 2)&P6(Bb (basso) Horn 1),P6(Oboe 2)&P6(Bb Clarinet 2)&P6(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
1305.0,1308.0,Main Part,P8(Main)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Main)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2)&P6(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P6(Timpani)&P6(Contrabass),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1)&P4(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P4(Timpani)&P4(Contrabass),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P4(Main)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P6(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P8(Timpani)
1308.0,1311.0,Main Part,P8(Main)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Main)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P8(Bb (basso) Horn 1),P8(Main)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bb (basso) Horn 1),P3(Main)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&U(Bassoon 2),P8(Timpani)&P8(Contrabass),P8(Bb Trumpet 2),P8(Bb Trumpet 1),P8(Bb (basso) Horn 2)&P8(Contrabass),,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Bb (basso) Horn 2)&P8(Timpani)
1311.0,1314.0,P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P3(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&U(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P3(Flute)&P3(Oboe 1)&P8(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P6(Bb (basso) Horn 1)&P3(Bb (basso) Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Contrabass),P4(Flute)&P4(Oboe 1)&P6(Oboe 2)&P4(Bb Clarinet 1)&P6(Bb Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P4(Bb (basso) Horn 2)&P4(Bb Trumpet 1)&P4(Bb Trumpet 2)&P4(Timpani)&P4(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&U(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Contrabass),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Contrabass),Main Part,P8(Viola)&P8(Violoncello),P8(Violin 2)&U(Violoncello),P8(Violin 2)&U(Viola),P8(Flute)&P8(Oboe 1)&P3(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(Bb (basso) Horn 1)&P8(Bb (basso) Horn 2)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)
