score_qstamp,qstamp,measure,beat,589445_tstamp,736427_tstamp,736433_tstamp,729156_tstamp,711704_tstamp,723418_tstamp,735782_tstamp,736411_tstamp
85.1667,85.1667,58,1.4444,245.8467,124.6267,116.8867,106.1667,122.3067,119.9601,113.1267,107.1267
85.3333,85.3333,58,1.5556,246.0133,124.7933,117.0666,106.3333,122.5333,120.1533,113.2933,107.2933
85.375,85.375,58,1.5833,246.11,124.835,117.135,106.415,122.595,120.255,113.335,107.415
85.5,85.5,58,1.6667,246.26,125.08,117.3,106.54,122.76,120.42,113.46,107.54
85.6667,85.6667,58,1.7778,246.5467,125.2668,117.4667,106.7267,122.9734,120.7867,113.7667,107.7067
85.8333,85.8333,58,1.8889,246.7133,125.4733,117.6933,106.9266,123.1933,120.9533,113.9333,107.9133
85.875,85.875,58,1.9167,246.795,125.575,117.835,107.015,123.275,120.995,113.975,107.975
86.0,86.0,59,1.0,246.92,125.7,117.96,107.14,123.4,121.12,114.1,108.12
86.1667,86.1667,59,1.1111,247.2867,125.9269,118.2867,107.4067,123.6067,121.4867,114.2667,108.4067
86.3333,86.3333,59,1.2222,247.4533,126.1733,118.4733,107.5933,123.7933,121.6733,114.4533,108.6133
86.375,86.375,59,1.25,247.495,126.215,118.515,107.635,123.835,121.735,114.495,108.655
86.5,86.5,59,1.3333,247.64,126.34,118.64,107.76,123.98,121.86,114.68,108.78
86.6667,86.6667,59,1.4444,247.8867,126.6534,118.8334,107.9267,124.3668,122.1334,114.9267,108.9867
86.8333,86.8333,59,1.5556,248.0533,126.8333,119.0266,108.0933,124.5733,122.3333,115.0933,109.1533
86.875,86.875,59,1.5833,248.155,126.875,119.16,108.155,124.615,122.415,115.18,109.23
87.0,87.0,59,1.6667,248.34,127.0,119.32,108.34,124.76,122.58,115.36,109.36
87.1667,87.1667,59,1.7778,248.5067,127.2534,119.5134,108.5267,125.1067,122.8267,115.5267,109.5267
87.3333,87.3333,59,1.8889,248.6933,127.4933,119.6933,108.6933,125.2733,123.0733,115.7133,109.7333
87.375,87.375,59,1.9167,248.835,127.535,119.815,108.775,125.315,123.13,115.815,109.915
87.5,87.5,60,1.0,248.98,127.68,119.94,108.9,125.44,123.32,115.94,110.04
87.6667,87.6667,60,1.1111,249.3067,128.0867,120.3667,109.2467,125.6467,123.7267,116.3467,110.3067
87.8333,87.8333,60,1.2222,249.4733,128.2533,120.5333,109.4133,125.8133,123.8933,116.5133,110.4733
87.875,87.875,60,1.25,249.515,128.295,120.575,109.455,125.855,123.935,116.555,110.515
88.0,88.0,60,1.3333,249.64,128.44,120.7,109.58,126.0,124.06,116.68,110.66
88.1667,88.1667,60,1.4444,249.9534,128.6067,120.8667,109.7467,126.3667,124.2667,116.8467,110.8667
88.3333,88.3333,60,1.5556,250.1533,128.7933,121.0466,109.9133,126.5599,124.4933,117.0133,111.0333
88.375,88.375,60,1.5833,250.215,128.93,121.095,109.955,126.615,124.615,117.09,111.075
88.5,88.5,60,1.6667,250.36,129.08,121.22,110.08,126.74,124.74,117.22,111.2
88.6667,88.6667,60,1.7778,250.6467,129.3067,121.5067,110.2467,127.0267,125.0467,117.4001,111.4267
88.8333,88.8333,60,1.8889,250.8133,129.4733,121.6733,110.4133,127.1933,125.2133,117.6333,111.6133
88.875,88.875,60,1.9167,250.855,129.555,121.795,110.455,127.295,125.455,117.695,111.655
89.0,89.0,61,1.0,250.98,129.68,121.92,110.58,127.42,125.6,117.82,111.78
89.1667,89.1667,61,1.1111,251.3267,129.9734,122.1134,110.7467,127.7067,125.8067,118.0467,112.0267
89.3333,89.3333,61,1.2222,251.5133,130.1733,122.3333,111.0933,127.8733,125.9733,118.2333,112.2399
89.375,89.375,61,1.25,251.6,130.27,122.395,111.135,127.945,126.095,118.295,112.295
89.5,89.5,61,1.3333,251.74,130.4,122.56,111.26,128.08,126.22,118.42,112.42
89.6667,89.6667,61,1.4444,252.0267,130.6867,122.7601,111.4867,128.3067,126.4467,118.7467,112.6667
89.8333,89.8333,61,1.5556,252.1933,130.8533,122.9933,111.6533,128.4733,126.6533,118.9133,112.8533
89.875,89.875,61,1.5833,252.315,131.135,123.055,111.695,128.635,126.775,118.975,112.895
90.0,90.0,61,1.6667,252.44,131.26,123.18,111.82,128.76,126.92,119.1,113.02
90.1667,90.1667,61,1.7778,252.8267,131.4467,123.5467,112.0267,129.0067,127.2667,119.2667,113.3467
90.3333,90.3333,61,1.8889,252.9933,131.6133,123.7133,112.1933,129.1933,127.4333,119.4333,113.5133
90.375,90.375,61,1.9167,253.035,131.655,123.755,112.235,129.255,127.515,119.475,113.555
90.5,90.5,62,1.0,253.16,131.78,123.88,112.5,129.4,127.66,119.6,113.68
91.5,91.5,62,1.6667,254.54,133.2,125.32,113.72,130.94,129.1,121.12,115.0
92.0,92.0,63,1.0,255.26,133.86,126.02,114.38,131.7,129.86,121.8,115.7
93.0,93.0,63,1.6667,256.58,135.18,127.34,115.54,133.26,130.9,122.82,116.86
93.5,93.5,64,1.0,257.3,135.96,128.24,116.34,133.86,132.08,123.8,117.82
94.0,94.0,64,1.3333,258.04,136.62,128.72,116.92,134.62,132.58,124.5,118.32
94.5,94.5,64,1.6667,258.74,137.36,129.4,117.56,135.4,133.06,125.18,118.98
95.0,95.0,65,1.0,259.66,138.1,130.14,118.18,136.18,133.56,126.08,119.88
96.0,96.0,65,1.6667,260.7,139.86,131.64,119.56,137.68,134.72,127.24,120.96
96.5,96.5,66,1.0,261.76,140.38,132.14,120.06,138.4,136.56,128.04,122.04
97.5,97.5,66,1.6667,263.4,141.42,133.14,121.06,139.82,137.56,129.3,123.46
98.0,98.0,67,1.0,263.9,142.42,135.04,122.34,140.74,138.88,130.1,124.28
99.0,99.0,67,1.6667,265.24,143.66,136.04,123.34,141.84,139.88,131.2,125.52
99.5,99.5,68,1.0,265.74,144.22,136.54,123.86,142.34,140.7,131.96,126.18
100.5,100.5,68,1.6667,267.44,145.68,137.56,125.16,144.3,141.94,133.4,127.64
101.0,101.0,69,1.0,268.02,146.18,138.08,125.92,144.98,142.52,133.9,128.24
102.0,102.0,69,1.6667,269.48,147.64,139.28,127.12,146.42,143.66,135.1,129.68
102.5,102.5,70,1.0,269.98,148.14,139.78,127.74,146.96,144.3,135.62,130.18
103.5,103.5,70,1.6667,271.48,149.82,141.54,129.26,148.34,145.48,137.34,131.66
104.0,104.0,71,1.0,272.0,150.48,142.22,129.76,148.84,146.0,137.84,132.36
105.0,105.0,71,1.6667,273.76,151.98,143.36,130.94,150.72,147.42,139.16,133.56
105.5,105.5,72,1.0,274.66,152.76,144.16,131.64,151.52,148.06,139.82,134.28
105.875,105.875,72,1.25,275.155,153.195,144.735,132.055,152.115,148.455,140.275,134.695
106.0,106.0,72,1.3333,275.28,153.32,144.88,132.18,152.24,148.58,140.5,134.82
106.375,106.375,72,1.5833,275.83,153.955,145.455,132.895,152.975,149.055,140.955,135.455
106.5,106.5,72,1.6667,275.98,154.38,145.58,133.08,153.28,149.28,141.12,135.76
106.875,106.875,72,1.9167,276.515,154.755,145.995,133.515,153.715,149.735,141.655,136.155
107.0,107.0,73,1.0,276.7,155.0,146.14,133.64,153.88,149.92,141.86,136.48
107.375,107.375,73,1.25,277.135,155.375,146.635,134.015,154.255,150.295,142.355,136.92
107.5,107.5,73,1.3333,277.26,155.64,146.84,134.14,154.42,150.42,142.58,137.06
107.875,107.875,73,1.5833,277.755,156.015,147.215,134.535,154.97,150.795,142.955,137.435
108.0,108.0,73,1.6667,277.88,156.18,147.34,134.66,155.14,150.92,143.2,137.56
108.375,108.375,73,1.9167,278.475,156.575,147.875,135.295,155.695,151.395,143.575,137.935
108.5,108.5,74,1.0,278.6,156.7,148.0,135.42,155.84,151.52,143.7,138.06
108.875,108.875,74,1.25,279.375,157.535,148.55,135.835,156.395,152.155,144.575,138.675
109.0,109.0,74,1.3333,279.54,157.66,148.68,135.96,156.52,152.28,144.7,138.82
109.375,109.375,74,1.5833,279.95,158.035,149.215,136.58,157.295,152.695,145.075,139.295
109.5,109.5,74,1.6667,280.08,158.16,149.34,136.72,157.42,152.84,145.2,139.42
109.875,109.875,74,1.9167,280.655,158.855,149.835,137.325,158.015,153.235,145.575,139.955
110.0,110.0,75,1.0,280.78,159.02,149.96,137.5,158.14,153.36,145.7,140.1
110.375,110.375,75,1.25,281.495,159.72,150.435,137.915,158.655,153.735,146.19,140.635
110.5,110.5,75,1.3333,281.68,159.86,150.6,138.04,158.78,153.88,146.34,140.76
110.875,110.875,75,1.5833,282.075,160.235,151.155,138.435,159.235,154.35,146.81,141.175
111.0,111.0,75,1.6667,282.2,160.36,151.3,138.56,159.56,154.54,146.96,141.3
111.375,111.375,75,1.9167,282.595,160.735,151.675,139.055,159.975,154.915,147.355,141.675
111.5,111.5,76,1.0,282.76,160.86,151.8,139.18,160.1,155.04,147.52,141.8
111.875,111.875,76,1.25,283.495,161.515,152.535,139.895,160.895,155.515,148.215,142.455
112.0,112.0,76,1.3333,283.62,161.64,152.66,140.04,161.02,155.64,148.34,142.58
112.375,112.375,76,1.5833,284.095,162.07,153.035,140.435,161.475,156.05,148.755,142.955
112.5,112.5,76,1.6667,284.22,162.24,153.2,140.56,161.6,156.24,148.9,143.08
112.875,112.875,76,1.9167,284.755,162.835,153.775,141.055,162.255,156.615,149.415,143.635
113.0,113.0,77,1.0,284.88,162.96,153.9,141.2,162.4,156.74,149.54,143.8
113.375,113.375,77,1.25,285.38,163.375,154.315,141.755,162.915,157.245,149.935,144.235
113.5,113.5,77,1.3333,285.62,163.5,154.44,141.88,163.04,157.38,150.06,144.36
113.875,113.875,77,1.5833,286.11,163.875,154.815,142.255,163.455,157.755,150.615,144.795
114.0,114.0,77,1.6667,286.24,164.0,154.94,142.38,163.58,157.88,150.74,144.92
114.375,114.375,77,1.9167,286.635,164.375,155.375,142.775,164.195,158.275,151.175,145.295
114.5,114.5,78,1.0,286.76,164.5,155.5,142.9,164.32,158.4,151.3,145.42
114.875,114.875,78,1.25,287.475,165.775,156.235,143.575,164.795,159.015,151.875,146.195
115.0,115.0,78,1.3333,287.6,165.9,156.36,143.7,165.06,159.14,152.12,146.32
115.375,115.375,78,1.5833,288.335,166.295,156.735,144.075,165.615,159.515,152.535,146.795
115.5,115.5,78,1.6667,288.46,166.44,156.88,144.2,165.74,159.64,152.66,146.92
115.875,115.875,78,1.9167,288.975,166.835,157.395,144.735,166.275,160.015,153.035,147.315
116.0,116.0,79,1.0,289.1,166.96,157.54,144.86,166.52,160.14,153.18,147.44
116.375,116.375,79,1.25,289.61,167.515,157.955,145.455,167.06,160.57,153.835,148.035
116.5,116.5,79,1.3333,289.84,167.64,158.1,145.58,167.32,160.74,153.96,148.16
116.875,116.875,79,1.5833,290.235,168.035,158.56,145.955,167.695,161.175,154.375,148.575
117.0,117.0,79,1.6667,290.36,168.16,158.7,146.08,167.94,161.3,154.5,148.7
117.375,117.375,79,1.9167,290.895,168.655,159.175,146.495,168.315,161.675,154.895,149.075
117.5,117.5,80,1.0,291.02,168.78,159.3,146.62,168.54,161.88,155.02,149.2
117.875,117.875,80,1.25,291.635,169.295,159.875,147.135,169.175,162.375,155.575,149.675
118.0,118.0,80,1.3333,291.76,169.42,160.02,147.28,169.3,162.5,155.7,149.84
118.375,118.375,80,1.5833,292.235,170.115,160.575,147.695,170.015,162.915,156.095,150.455
118.5,118.5,80,1.6667,292.36,170.24,160.7,147.82,170.14,163.04,156.3,150.58
118.875,118.875,80,1.9167,292.735,170.615,161.095,148.195,170.515,163.415,156.735,150.955
119.0,119.0,81,1.0,292.86,170.74,161.22,148.32,170.64,163.54,156.94,151.08
119.375,119.375,81,1.25,293.73,171.275,161.695,148.915,171.255,164.075,157.4,151.655
119.5,119.5,81,1.3333,293.86,171.4,161.82,149.06,171.4,164.2,157.56,151.78
119.875,119.875,81,1.5833,294.235,172.155,162.315,149.475,171.995,164.595,158.135,152.355
120.0,120.0,81,1.6667,294.48,172.28,162.44,149.76,172.14,164.72,158.26,152.48
120.375,120.375,81,1.9167,295.155,172.655,162.995,150.195,172.515,165.175,158.635,152.855
120.5,120.5,82,1.0,295.28,172.78,163.12,150.34,172.78,165.3,158.76,152.98
120.875,120.875,82,1.25,295.815,173.255,163.575,150.915,173.155,165.735,159.135,153.475
121.0,121.0,82,1.3333,295.94,173.38,163.72,151.04,173.44,165.86,159.26,153.6
121.375,121.375,82,1.5833,296.455,173.935,164.275,151.415,173.995,166.335,159.775,154.015
121.5,121.5,82,1.6667,296.58,174.06,164.4,151.54,174.2,166.66,160.18,154.24
121.875,121.875,82,1.9167,297.735,174.595,164.895,151.955,174.735,167.035,160.555,154.79
122.0,122.0,83,1.0,297.86,174.74,165.04,152.08,174.88,167.16,160.68,155.04
122.375,122.375,83,1.25,298.255,175.275,165.515,152.755,175.495,167.615,161.115,155.415
122.5,122.5,83,1.3333,298.38,175.4,165.64,152.88,175.62,167.84,161.24,155.56
122.875,122.875,83,1.5833,298.755,175.925,166.135,153.255,176.275,168.315,162.035,156.015
123.0,123.0,83,1.6667,298.88,176.12,166.34,153.38,176.42,168.44,162.16,156.16
123.375,123.375,83,1.9167,299.255,176.595,166.955,153.875,176.895,168.855,162.535,156.715
123.5,123.5,84,1.0,299.38,176.72,167.08,154.0,177.02,168.98,162.66,156.84
123.875,123.875,84,1.25,299.875,177.255,167.675,154.495,177.615,169.515,163.055,157.255
124.0,124.0,84,1.3333,300.0,177.38,167.8,154.62,177.74,169.7,163.18,157.38
124.375,124.375,84,1.5833,300.615,177.875,168.275,155.115,178.235,170.115,163.895,157.995
124.5,124.5,84,1.6667,300.74,178.0,168.4,155.24,178.4,170.26,164.04,158.12
124.875,124.875,84,1.9167,301.915,178.435,168.875,155.675,179.035,170.695,164.415,158.515
125.0,125.0,85,1.0,302.04,178.64,169.0,155.82,179.16,170.84,164.54,158.78
125.375,125.375,85,1.25,302.415,179.095,169.475,156.56,179.715,171.295,165.055,159.23
125.5,125.5,85,1.3333,302.54,179.22,169.6,156.7,179.84,171.44,165.18,159.36
125.875,125.875,85,1.5833,302.915,179.835,169.975,157.075,180.375,171.935,165.655,159.755
126.0,126.0,85,1.6667,303.04,179.96,170.14,157.2,180.54,172.06,165.78,159.9
126.375,126.375,85,1.9167,303.415,180.515,170.855,157.67,181.095,172.555,166.395,160.455
126.5,126.5,86,1.0,303.54,180.64,170.98,157.8,181.22,172.68,166.52,160.58
126.875,126.875,86,1.25,304.315,181.315,171.515,158.415,181.935,173.075,167.035,161.275
127.0,127.0,86,1.3333,304.46,181.44,171.64,158.54,182.06,173.2,167.16,161.42
127.375,127.375,86,1.5833,304.835,181.815,172.075,158.995,182.515,173.995,167.555,161.795
127.5,127.5,86,1.6667,304.96,182.0,172.22,159.12,182.7,174.12,167.68,161.92
127.875,127.875,86,1.9167,305.355,182.435,172.675,159.495,183.075,174.555,168.055,162.41
128.0,128.0,87,1.0,305.48,182.7,172.8,159.62,183.2,174.7,168.18,162.6
128.375,128.375,87,1.25,306.095,183.175,173.355,160.075,183.895,175.215,168.895,163.055
128.5,128.5,87,1.3333,306.22,183.3,173.54,160.2,184.1,175.34,169.02,163.2
128.875,128.875,87,1.5833,306.695,183.935,173.955,160.675,184.755,175.735,169.555,163.655
129.0,129.0,87,1.6667,306.82,184.06,174.08,160.8,184.88,175.86,169.68,163.78
129.375,129.375,87,1.9167,307.355,184.455,174.455,161.195,185.315,176.255,170.075,164.205
129.5,129.5,88,1.0,307.56,184.58,174.8,161.52,185.44,176.38,170.24,164.4
129.875,129.875,88,1.25,308.135,184.955,175.235,161.955,186.015,176.775,170.715,164.795
130.0,130.0,88,1.3333,308.26,185.08,175.36,162.08,186.18,176.92,170.84,165.0
130.375,130.375,88,1.5833,308.675,185.635,175.835,162.63,186.71,177.395,171.275,165.515
130.5,130.5,88,1.6667,308.92,185.84,176.12,162.78,186.88,177.52,171.54,165.7
130.875,130.875,88,1.9167,309.395,186.375,176.635,163.155,187.515,178.115,172.155,166.155
131.0,131.0,89,1.0,309.68,186.5,176.76,163.28,187.64,178.24,172.28,166.28
131.375,131.375,89,1.25,310.055,186.995,177.155,163.8,188.215,178.615,172.655,166.755
131.5,131.5,89,1.3333,310.26,187.16,177.4,163.96,188.34,178.74,172.78,166.98
131.875,131.875,89,1.5833,310.775,187.595,177.935,164.395,188.805,179.135,173.275,167.355
132.0,132.0,89,1.6667,311.02,187.9,178.06,164.66,188.96,179.26,173.4,167.48
132.375,132.375,89,1.9167,311.515,188.275,178.535,165.055,189.535,179.735,173.895,168.055
132.5,132.5,90,1.0,311.68,188.42,178.68,165.18,189.66,179.92,174.02,168.26
133.0,133.0,90,1.3333,312.32,189.08,179.3,165.8,190.38,180.5,174.72,168.88
133.5,133.5,90,1.6667,313.02,189.64,179.9,166.4,191.02,181.12,175.22,169.6
134.0,134.0,91,1.0,313.7,190.36,180.58,167.04,191.8,181.74,175.92,170.18
134.5,134.5,91,1.3333,314.4,190.94,181.22,167.66,192.38,182.32,176.52,170.82
135.0,135.0,91,1.6667,315.02,191.56,181.9,168.26,193.12,182.94,177.06,171.44
135.5,135.5,92,1.0,315.8,192.34,182.5,168.84,193.84,183.52,177.72,172.1
135.75,135.75,92,1.1667,316.23,192.65,182.89,169.17,194.23,183.85,178.07,172.47
136.0,136.0,92,1.3333,316.48,192.9,183.14,169.42,194.48,184.1,178.32,172.72
136.25,136.25,92,1.5,316.79,193.37,183.49,169.83,194.91,184.45,178.67,173.05
136.375,136.375,92,1.5833,316.915,193.495,183.615,169.955,195.035,184.575,178.795,173.175
136.5,136.5,92,1.6667,317.04,193.62,183.74,170.08,195.16,184.7,178.92,173.3
136.75,136.75,92,1.8333,317.61,193.99,184.15,170.41,195.59,185.05,179.29,173.69
136.875,136.875,92,1.9167,317.735,194.115,184.275,170.535,195.715,185.175,179.415,173.815
137.0,137.0,93,1.0,317.86,194.24,184.4,170.66,195.84,185.3,179.54,173.94
137.375,137.375,93,1.25,318.475,194.795,184.975,171.155,196.355,185.835,180.015,174.495
137.5,137.5,93,1.3333,318.6,194.92,185.1,171.28,196.48,185.96,180.14,174.62
137.875,137.875,93,1.5833,319.095,195.495,185.595,171.775,197.035,186.335,180.695,175.015
138.0,138.0,93,1.6667,319.24,195.62,185.72,171.9,197.16,186.46,180.82,175.14
138.375,138.375,93,1.9167,319.635,196.395,186.355,172.395,197.755,186.915,181.235,175.675
138.5,138.5,94,1.0,319.76,196.52,186.48,172.52,197.88,187.04,181.36,175.8
140.0,140.0,95,1.0,323.48,199.08,189.08,175.04,200.56,189.5,184.02,178.28
140.375,140.375,95,1.25,323.855,199.505,189.475,175.415,200.815,189.875,184.1913,178.655
140.5,140.5,95,1.3333,323.98,199.64,189.6,175.54,200.84,189.98,184.1979,178.78
140.875,140.875,95,1.5833,324.355,199.9844,190.135,175.6734,201.115,190.3408,184.535,178.9897
141.0,141.0,95,1.6667,324.3771,200.0,190.26,175.68,201.24,190.3474,184.66,178.9967
141.375,141.375,95,1.9167,324.655,200.215,190.795,176.055,201.755,190.495,185.115,179.315
141.5,141.5,96,1.0,324.84,200.42,190.92,176.18,201.88,190.64,185.4,179.46
143.0,143.0,97,1.0,327.6,202.68,192.84,178.4,204.32,192.68,187.4,181.6
143.375,143.375,97,1.25,327.975,202.895,193.195,178.4984,204.495,192.875,187.775,181.795
143.5,143.5,97,1.3333,328.1,203.02,193.28,178.6,204.62,193.0,187.9,181.92
143.875,143.875,97,1.5833,328.475,203.455,193.535,178.975,205.095,193.395,188.275,182.335
144.0,144.0,97,1.6667,328.6,203.62,193.66,179.1,205.24,193.54,188.44,182.46
144.375,144.375,97,1.9167,329.03,204.095,194.05,179.575,205.805,193.955,188.975,182.88
144.5,144.5,98,1.0,329.3,204.28,194.22,179.7,205.98,194.08,189.14,183.04
145.5,145.5,98,1.6667,330.62,205.56,195.44,181.0,207.3,195.16,190.62,184.24
146.0,146.0,99,1.0,331.46,206.36,196.18,181.74,208.22,195.94,191.14,184.92
146.375,146.375,99,1.25,331.915,206.735,196.635,182.115,208.595,196.315,191.515,185.375
146.5,146.5,99,1.3333,332.08,206.86,196.76,182.24,208.74,196.44,191.68,185.5
146.875,146.875,99,1.5833,332.675,207.415,197.295,182.695,209.315,196.935,192.215,186.03
147.0,147.0,99,1.6667,332.82,207.52,197.42,182.82,209.48,197.08,192.42,186.16
147.375,147.375,99,1.9167,333.315,208.075,197.915,183.335,210.01,197.515,192.915,186.66
147.5,147.5,100,1.0,333.46,208.22,198.04,183.62,210.2,197.76,193.04,186.84
148.5,148.5,100,1.6667,335.06,209.58,199.42,184.74,211.62,198.98,194.42,188.06
149.0,149.0,101,1.0,335.92,210.32,200.24,185.46,212.32,199.78,195.24,188.66
149.25,149.25,101,1.1667,336.24,210.61,200.51,185.71,212.67,200.03,195.6,188.99
149.5,149.5,101,1.3333,336.52,210.86,200.76,185.96,212.94,200.38,195.94,189.24
149.75,149.75,101,1.5,336.95,211.24,201.12,186.37,213.3,200.76,196.31,189.63
150.0,150.0,101,1.6667,337.2,211.5,201.42,186.62,213.56,201.06,196.56,189.88
150.25,150.25,101,1.8333,337.55,211.89,201.76,187.19,213.9,201.37,196.97,190.34
150.5,150.5,102,1.0,338.0,212.3,202.28,187.44,214.4,201.92,197.48,190.64
150.75,150.75,102,1.1667,338.29,212.61,202.53,187.69,214.75,202.23,197.77,190.97
150.875,150.875,102,1.25,338.415,212.735,202.655,187.815,214.915,202.355,197.915,191.095
151.0,151.0,102,1.3333,338.62,212.86,202.78,187.94,215.04,202.48,198.1,191.22
151.25,151.25,102,1.5,338.97,213.23,203.08,188.19,215.36,202.83,198.41,191.57
151.5,151.5,102,1.6667,339.26,213.48,203.36,188.54,215.76,203.12,198.72,191.88
151.75,151.75,102,1.8333,339.53,213.81,203.68,188.81,216.07,203.39,199.1,192.13
152.0,152.0,103,1.0,339.96,214.14,203.96,189.12,216.34,203.82,199.38,192.38
152.25,152.25,103,1.1667,340.29,214.42,204.29,189.39,216.86,204.09,199.64,192.7
152.5,152.5,103,1.3333,340.56,214.7,204.6,189.68,217.14,204.44,199.98,193.14
152.75,152.75,103,1.5,340.89,215.09,204.95,190.01,217.39,204.71,200.33,193.39
153.0,153.0,103,1.6667,341.18,215.34,205.2,190.26,217.68,205.02,200.64,193.64
153.25,153.25,103,1.8333,341.47,215.73,205.45,190.61,217.93,205.27,200.89,193.89
153.5,153.5,104,1.0,341.86,216.12,205.84,190.9,218.48,205.68,201.34,194.3
153.75,153.75,104,1.1667,342.15,216.45,206.23,191.19,218.73,206.03,201.59,194.65
154.0,154.0,104,1.3333,342.44,216.7,206.48,191.46,219.0,206.34,201.84,194.9
154.25,154.25,104,1.5,342.81,217.01,206.83,191.77,219.36,206.59,202.19,195.2
154.375,154.375,104,1.5833,342.935,217.135,206.995,191.915,219.655,206.715,202.395,195.375
154.5,154.5,104,1.6667,343.1,217.28,207.12,192.04,219.82,206.94,202.52,195.5
154.75,154.75,104,1.8333,343.43,217.61,207.43,192.35,220.09,207.22,202.79,195.78
154.875,154.875,104,1.9167,343.655,217.775,207.555,192.475,220.275,207.375,203.015,195.935
155.0,155.0,105,1.0,343.78,217.9,207.72,192.68,220.4,207.52,203.14,196.06
155.25,155.25,105,1.1667,344.15,218.23,207.99,192.93,220.71,207.79,203.49,196.36
155.5,155.5,105,1.3333,344.42,218.54,208.26,193.18,221.0,208.12,203.74,196.62
155.75,155.75,105,1.5,344.68,218.79,208.51,193.43,221.32,208.38,204.08,196.89
156.0,156.0,105,1.6667,345.04,219.1,208.92,193.72,221.6,208.7,204.36,197.24
156.25,156.25,105,1.8333,345.37,219.54,209.23,194.06,221.98,209.01,204.67,197.59
156.5,156.5,106,1.0,345.72,219.8,209.56,194.46,222.36,209.34,205.06,197.96
156.75,156.75,106,1.1667,345.97,220.05,209.81,194.71,222.61,209.59,205.35,198.23
157.0,157.0,106,1.3333,346.34,220.48,210.14,194.96,222.96,209.94,205.6,198.5
157.25,157.25,106,1.5,346.69,220.81,210.45,195.21,223.35,210.27,205.89,198.75
157.5,157.5,106,1.6667,346.98,221.08,210.8,195.64,223.64,210.56,206.18,199.14
157.75,157.75,106,1.8333,347.31,221.33,211.05,195.91,223.89,210.81,206.61,199.39
158.0,158.0,107,1.0,347.66,221.64,211.44,196.24,224.34,211.2,206.86,199.66
158.25,158.25,107,1.1667,347.97,221.89,211.81,196.49,224.61,211.45,207.13,199.91
158.5,158.5,107,1.3333,348.3,222.3,212.14,196.86,224.98,211.94,207.46,200.44
158.75,158.75,107,1.5,348.67,222.55,212.39,197.15,225.27,212.19,207.78,200.69
159.0,159.0,107,1.6667,348.96,223.06,212.64,197.4,225.68,212.5,208.1,200.94
159.25,159.25,107,1.8333,349.43,223.35,213.13,197.69,226.25,212.85,208.4,201.19
159.5,159.5,108,1.0,349.68,223.68,213.38,197.96,226.5,213.1,208.72,201.52
159.75,159.75,108,1.1667,349.97,224.01,213.63,198.31,227.09,213.49,209.11,201.79
159.875,159.875,108,1.25,350.095,224.135,213.755,198.435,227.215,213.615,209.255,201.915
160.0,160.0,108,1.3333,350.22,224.26,213.88,198.56,227.34,213.74,209.38,202.04
160.25,160.25,108,1.5,350.67,224.59,214.15,198.87,227.61,214.03,209.69,202.3
160.5,160.5,108,1.6667,350.92,224.9,214.42,199.12,227.86,214.28,209.94,202.56
160.75,160.75,108,1.8333,351.21,225.21,214.78,199.46,228.13,214.64,210.28,202.85
161.0,161.0,109,1.0,351.48,225.54,215.08,199.72,228.38,214.96,210.62,203.14
161.25,161.25,109,1.1667,351.75,225.83,215.39,200.01,228.64,215.23,210.87,203.49
161.5,161.5,109,1.3333,352.0,226.08,215.64,200.26,228.9,215.52,211.12,203.76
161.75,161.75,109,1.5,352.25,226.33,215.89,200.51,229.15,215.85,211.39,204.11
162.0,162.0,109,1.6667,352.74,226.78,216.3,200.86,229.64,216.2,211.78,204.36
162.25,162.25,109,1.8333,352.99,227.03,216.55,201.11,229.89,216.45,212.03,204.61
162.5,162.5,110,1.0,353.46,227.4,216.94,201.46,230.3,216.8,212.48,204.96
162.75,162.75,110,1.1667,353.73,227.87,217.37,201.83,230.77,217.21,212.87,205.27
163.0,163.0,110,1.3333,353.98,228.12,217.62,202.08,231.02,217.46,213.12,205.52
163.25,163.25,110,1.5,354.35,228.39,217.89,202.41,231.33,217.77,213.37,205.91
163.375,163.375,110,1.5833,354.505,228.515,218.015,202.535,231.47,217.895,213.495,206.035
163.5,163.5,110,1.6667,354.68,228.64,218.14,202.66,231.64,218.02,213.62,206.16
163.75,163.75,110,1.8333,354.93,228.95,218.47,202.91,231.97,218.27,213.87,206.45
163.875,163.875,110,1.9167,355.055,229.075,218.595,203.075,232.14,218.395,213.995,206.575
164.0,164.0,111,1.0,355.22,229.24,218.72,203.2,232.32,218.6,214.12,206.7
164.25,164.25,111,1.1667,355.59,229.61,219.02,203.49,232.73,218.99,214.53,207.03
164.5,164.5,111,1.3333,355.86,229.86,219.32,203.78,232.98,219.26,214.8,207.28
164.75,164.75,111,1.5,356.11,230.17,219.59,204.07,233.23,219.59,215.05,207.55
165.0,165.0,111,1.6667,356.36,230.46,219.92,204.32,233.48,219.84,215.3,207.8
165.25,165.25,111,1.8333,356.63,230.73,220.17,204.57,233.75,220.21,215.59,208.15
165.5,165.5,112,1.0,357.14,231.18,220.64,205.02,234.4,220.5,215.92,208.54
165.75,165.75,112,1.1667,357.47,231.43,220.95,205.35,234.77,220.81,216.35,208.88
165.875,165.875,112,1.25,357.595,231.555,221.075,205.475,234.895,220.935,216.475,209.035
166.0,166.0,112,1.3333,357.72,231.68,221.2,205.6,235.02,221.06,216.6,209.16
166.25,166.25,112,1.5,358.11,232.11,221.67,205.85,235.35,221.43,217.01,209.45
