qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Tr 1,0,Tpt
3.0,3,1.0,0.0,a,Tr 2,1,Tpt
6.25,5,1.1667,0.1667,a,Trv 1,4,Fl
8.0,6,1.3333,0.3333,a,Tr 1,0,Tpt
9.25,7,1.1667,0.1667,a,Trv 1,4,Fl
10.75,8,1.1667,0.1667,a,Tr 1,0,Tpt
12.25,9,1.1667,0.1667,a,Trv 1,4,Fl
13.75,10,1.1667,0.1667,a,Trv 2,5,Fl
15.25,11,1.1667,0.1667,a,Trv 1,4,Fl
18.25,13,1.1667,0.1667,a,Trv 1,4,Fl
19.75,14,1.1667,0.1667,a,Trv 2,5,Fl
21.25,15,1.1667,0.1667,a,Trv 1,4,Fl
24.25,17,1.1667,0.1667,a,Trv 1,4,Fl
27.25,19,1.1667,0.1667,a,Trv 1,4,Fl
30.25,21,1.1667,0.1667,a,Trv 1,4,Fl
35.0,24,1.3333,0.3333,a,Tr 2,1,Tpt
36.0,25,1.0,0.0,a,A,14,Ch
39.0,27,1.0,0.0,a,T,15,Ch
42.0,29,1.0,0.0,a,S 1,12,Ch
48.25,33,1.1667,0.1667,a,Trv 2,5,Fl
49.75,34,1.1667,0.1667,a,Trv 1,4,Fl
51.25,35,1.1667,0.1667,a,Trv 2,5,Fl
52.75,36,1.1667,0.1667,a,Trv 1,4,Fl
54.25,37,1.1667,0.1667,a,Trv 2,5,Fl
55.75,38,1.1667,0.1667,a,Trv 1,4,Fl
57.25,39,1.1667,0.1667,a,Trv 2,5,Fl
58.75,40,1.1667,0.1667,a,Trv 1,4,Fl
60.0,41,1.0,0.0,a,S 1,12,Ch
63.0,43,1.0,0.0,a,S 2,13,Ch
66.0,45,1.0,0.0,a,A,14,Ch
68.0,46,1.3333,0.3333,a,S 1,12,Ch
73.75,50,1.1667,0.1667,a,Trv 1,4,Fl
75.25,51,1.1667,0.1667,a,Trv 2,5,Fl
76.75,52,1.1667,0.1667,a,S 1,12,Ch
78.25,53,1.1667,0.1667,a,T,15,Ch
79.75,54,1.1667,0.1667,a,Trv 1,4,Fl
81.25,55,1.1667,0.1667,a,Trv 2,5,Fl
82.75,56,1.1667,0.1667,a,A,14,Ch
84.25,57,1.1667,0.1667,a,S 1,12,Ch
90.25,61,1.1667,0.1667,a,S 1,12,Ch
94.5,64,1.0,0.0,a,S 1,12,Ch
96.25,65,1.1667,0.1667,a,Vln 1,9,Vln
98.0,66,1.3333,0.3333,a,Trv 1,4,Fl
99.25,67,1.1667,0.1667,a,Vln 1,9,Vln
101.0,68,1.3333,0.3333,a,Tr 1,0,Tpt
102.0,69,1.0,0.0,a,T,15,Ch
105.0,71,1.0,0.0,a,A,14,Ch
108.0,73,1.0,0.0,a,B,16,Ch
108.25,73,1.1667,0.1667,a,Cont,17,Hpschd
111.0,75,1.0,0.0,a,S 1,12,Ch
114.0,77,1.0,0.0,a,S 2,13,Ch
117.5,79,1.3333,0.3333,a,Tr 1,0,Tpt
120.0,81,1.0,0.0,a,S 1,12,Ch
123.25,83,1.1667,0.1667,a,Trv 1,4,Fl
126.5,85,1.3333,0.3333,a,S 1,12,Ch
127.75,86,1.1667,0.1667,a,Trv 2,5,Fl
129.5,87,1.3333,0.3333,a,A,14,Ch
130.75,88,1.1667,0.1667,a,S 1,12,Ch
132.5,89,1.3333,0.3333,a,T,15,Ch
134.0,90,1.3333,0.3333,a,B,16,Ch
135.5,91,1.3333,0.3333,a,S 1,12,Ch
136.75,92,1.1667,0.1667,a,A,14,Ch
138.25,93,1.1667,0.1667,a,S 2,13,Ch
140.0,94,1.3333,0.3333,a,S 1,12,Ch
141.25,95,1.1667,0.1667,a,Trv 1,4,Fl
144.25,97,1.1667,0.1667,a,S 1,12,Ch
149.0,100,1.3333,0.3333,a,Tr 2,1,Tpt
151.5,101,2.5,0.375,b,S 1,12,Ch
155.5,102,2.5,0.375,b,Vln 1,9,Vln
159.5,103,2.5,0.375,b,Trv 1,4,Fl
163.5,104,2.5,0.375,b,S 1,12,Ch
169.0,105,4.0,0.75,b,T,15,Ch
179.5,108,2.5,0.375,b,S 1,12,Ch
188.5,110,3.5,0.625,b,B,16,Ch
189.5,110,4.5,0.875,b,A,14,Ch
193.0,111,4.0,0.75,b,S 1,12,Ch
201.0,113,4.0,0.75,b,Vln 1,9,Vln
203.5,114,2.5,0.375,b,Trv 2,5,Fl
207.5,115,2.5,0.375,b,Trv 1,4,Fl
218.0,118,1.0,0.0,b,Trv 2,5,Fl
222.5,119,1.5,0.125,b,Trv 1,4,Fl
229.5,120,4.5,0.875,b,S 1,12,Ch
243.5,124,2.5,0.375,b,A,14,Ch
257.5,127,4.5,0.875,a,T,15,Ch
271.5,131,2.5,0.375,a,B,16,Ch
285.5,134,4.5,0.875,b,S 2,13,Ch
296.5,137,3.5,0.625,b,A,14,Ch
298.5,138,1.5,0.125,b,S 1,12,Ch
300.5,138,3.5,0.625,b,Trv 1,4,Fl
303.5,139,2.5,0.375,b,S 1,12,Ch
309.0,140,4.0,0.75,b,Trv 1,4,Fl
311.5,141,2.5,0.375,b,S 1,12,Ch
315.5,142,2.5,0.375,b,Trv 1,4,Fl
319.5,143,2.5,0.375,b,S 1,12,Ch
328.5,145,3.5,0.625,b,S 2,13,Ch
332.5,146,3.5,0.625,b,S 1,12,Ch
333.5,146,4.5,0.875,b,A,14,Ch
347.5,150,2.5,0.375,b,T,15,Ch
361.5,153,4.5,0.875,b,B,16,Ch
370.5,156,1.5,0.125,b,A,14,Ch
374.5,157,1.5,0.125,b,B,16,Ch
375.5,157,2.5,0.375,b,S 2,13,Ch
384.5,159,3.5,0.625,b,Trv 1,4,Fl
386.5,160,1.5,0.125,b,Tr 1,0,Tpt
390.5,161,1.5,0.125,b,Trv 1,4,Fl
394.5,162,1.5,0.125,b,S 1,12,Ch
397.5,162,4.5,0.875,b,Trv 2,5,Fl
401.5,163,4.5,0.875,b,Trv 1,4,Fl
405.5,164,4.5,0.875,b,Tr 1,0,Tpt
409.5,165,4.5,0.875,b,S 1,12,Ch
414.5,167,1.5,0.125,b,Tr 1,0,Tpt
415.5,167,2.5,0.375,b,S 1,12,Ch
420.5,168,3.5,0.625,b,Tr 1,0,Tpt
421.5,168,4.5,0.875,b,S 1,12,Ch
426.5,170,1.5,0.125,b,Tr 1,0,Tpt
427.5,170,2.5,0.375,b,A,14,Ch
435.5,172,2.5,0.375,b,S 2,13,Ch
438.5,173,1.5,0.125,b,S 1,12,Ch
440.5,173,3.5,0.625,b,A,14,Ch
441.5,173,4.5,0.875,b,S 2,13,Ch
449.0,175,4.0,0.75,b,S 1,12,Ch
