score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
294.125,294.125,200.1071,83,4.0,A Clarinet 1,0.75,0.225,73,0.4961
294.125,294.125,200.1071,83,4.0,Viola,0.5,0.15,69,0.4961
294.125,294.125,200.1071,83,4.0,Violoncello,0.5,0.15,57,0.4961
294.125,294.125,200.1071,83,4.0,Bassoon 2,0.75,0.225,57,0.4961
294.125,294.125,200.1071,83,4.0,D Horn 2,0.75,0.225,45,0.4961
294.125,294.125,200.1071,83,4.0,Bassoon 1,0.75,0.225,61,0.4961
294.125,294.125,200.1071,83,4.0,Violin 1,0.25,0.075,81,0.4961
294.125,294.125,200.1071,83,4.0,A Clarinet 2,0.75,0.225,69,0.4961
294.375,294.375,200.1821,83,4.25,Violin 2,0.25,0.075,68,0.4961
294.375,294.375,200.1821,83,4.25,Violin 1,0.25,0.075,80,0.4961
294.625,294.625,200.2571,83,4.5,Violin 1,0.25,0.075,81,0.4961
294.625,294.625,200.2571,83,4.5,Violin 2,0.25,0.075,69,0.4961
294.625,294.625,200.2571,83,4.5,Violoncello,0.5,0.15,57,0.4961
294.625,294.625,200.2571,83,4.5,Viola,0.5,0.15,69,0.4961
294.875,294.875,200.3321,83,4.75,Flute 1,0.25,0.075,86,0.4961
294.875,294.875,200.3321,83,4.75,D Horn 2,0.25,0.075,45,0.4961
294.875,294.875,200.3321,83,4.75,D Horn 1,0.25,0.075,57,0.4961
294.875,294.875,200.3321,83,4.75,Flute 2,0.25,0.075,83,0.4961
294.875,294.875,200.3321,83,4.75,Bassoon 2,0.25,0.075,59,0.4961
294.875,294.875,200.3321,83,4.75,A Clarinet 2,0.25,0.075,71,0.4961
294.875,294.875,200.3321,83,4.75,Violin 1,0.25,0.075,80,0.4961
294.875,294.875,200.3321,83,4.75,Bassoon 1,0.25,0.075,62,0.4961
294.875,294.875,200.3321,83,4.75,Violin 2,0.25,0.075,68,0.4961
294.875,294.875,200.3321,83,4.75,A Clarinet 1,0.25,0.075,74,0.4961
295.125,295.125,200.4071,84,1.0,D Horn 2,1.0,0.3,45,0.4961
295.125,295.125,200.4071,84,1.0,Viola,0.5,0.15,69,0.4961
295.125,295.125,200.4071,84,1.0,Violin 1,0.25,0.075,81,0.4961
295.125,295.125,200.4071,84,1.0,D Horn 1,1.0,0.3,57,0.4961
295.125,295.125,200.4071,84,1.0,Bassoon 1,1.0,0.3,64,0.5461
295.125,295.125,200.4071,84,1.0,Flute 2,1.0,0.3,85,0.5461
295.125,295.125,200.4071,84,1.0,Violoncello,0.5,0.15,57,0.4961
295.125,295.125,200.4071,84,1.0,A Clarinet 1,1.0,0.3,76,0.5461
295.125,295.125,200.4071,84,1.0,A Clarinet 2,1.0,0.3,73,0.5461
295.125,295.125,200.4071,84,1.0,Violin 2,0.25,0.075,69,0.4961
295.125,295.125,200.4071,84,1.0,Bassoon 2,1.0,0.3,61,0.5461
295.125,295.125,200.4071,84,1.0,Flute 1,1.0,0.3,88,0.5461
295.375,295.375,200.4821,84,1.25,Violin 1,0.25,0.075,80,0.4961
295.375,295.375,200.4821,84,1.25,Violin 2,0.25,0.075,68,0.4961
295.625,295.625,200.5571,84,1.5,Violoncello,0.5,0.15,57,0.4961
295.625,295.625,200.5571,84,1.5,Viola,0.5,0.15,69,0.4961
295.625,295.625,200.5571,84,1.5,Violin 2,0.25,0.075,69,0.4961
295.625,295.625,200.5571,84,1.5,Violin 1,0.25,0.075,81,0.4961
295.875,295.875,200.6321,84,1.75,Violin 2,0.25,0.075,68,0.4961
295.875,295.875,200.6321,84,1.75,Violin 1,0.25,0.075,80,0.4961
296.125,296.125,200.7071,84,2.0,A Clarinet 1,1.0,0.3,76,0.5461
296.125,296.125,200.7071,84,2.0,Violin 2,0.25,0.075,69,0.4961
296.125,296.125,200.7071,84,2.0,Flute 2,1.0,0.3,85,0.5461
296.125,296.125,200.7071,84,2.0,Viola,0.5,0.15,69,0.4961
296.125,296.125,200.7071,84,2.0,Violin 1,0.25,0.075,81,0.4961
296.125,296.125,200.7071,84,2.0,D Horn 1,1.0,0.3,57,0.4961
296.125,296.125,200.7071,84,2.0,Violoncello,0.5,0.15,57,0.4961
296.125,296.125,200.7071,84,2.0,Bassoon 1,1.0,0.3,64,0.5461
296.125,296.125,200.7071,84,2.0,A Clarinet 2,1.0,0.3,73,0.5461
296.125,296.125,200.7071,84,2.0,Flute 1,1.0,0.3,88,0.5461
296.125,296.125,200.7071,84,2.0,D Horn 2,1.0,0.3,45,0.4961
296.125,296.125,200.7071,84,2.0,Bassoon 2,1.0,0.3,61,0.5461
296.375,296.375,200.7821,84,2.25,Violin 1,0.25,0.075,80,0.4961
296.375,296.375,200.7821,84,2.25,Violin 2,0.25,0.075,68,0.4961
296.625,296.625,200.8571,84,2.5,Violin 2,0.25,0.075,69,0.4961
296.625,296.625,200.8571,84,2.5,Violin 1,0.25,0.075,81,0.4961
296.625,296.625,200.8571,84,2.5,Violoncello,0.5,0.15,57,0.4961
296.625,296.625,200.8571,84,2.5,Viola,0.5,0.15,69,0.4961
296.875,296.875,200.9321,84,2.75,Violin 2,0.25,0.075,68,0.4961
296.875,296.875,200.9321,84,2.75,Violin 1,0.25,0.075,80,0.4961
297.125,297.125,201.0071,84,3.0,Viola,0.5,0.15,69,0.4961
297.125,297.125,201.0071,84,3.0,A Clarinet 2,1.0,0.3,73,0.5461
297.125,297.125,201.0071,84,3.0,Flute 2,1.0,0.3,85,0.5461
297.125,297.125,201.0071,84,3.0,A Clarinet 1,1.0,0.3,76,0.5461
297.125,297.125,201.0071,84,3.0,D Horn 2,1.0,0.3,45,0.4961
297.125,297.125,201.0071,84,3.0,Flute 1,1.0,0.3,88,0.5461
297.125,297.125,201.0071,84,3.0,D Horn 1,1.0,0.3,57,0.4961
297.125,297.125,201.0071,84,3.0,Violin 1,0.25,0.075,81,0.4961
297.125,297.125,201.0071,84,3.0,Violoncello,0.5,0.15,57,0.4961
297.125,297.125,201.0071,84,3.0,Bassoon 2,1.0,0.3,61,0.5461
297.125,297.125,201.0071,84,3.0,Violin 2,0.25,0.075,69,0.4961
297.125,297.125,201.0071,84,3.0,Bassoon 1,1.0,0.3,64,0.5461
297.375,297.375,201.0821,84,3.25,Violin 1,0.25,0.075,80,0.4961
297.375,297.375,201.0821,84,3.25,Violin 2,0.25,0.075,68,0.4961
297.625,297.625,201.1571,84,3.5,Violin 2,0.25,0.075,69,0.4961
297.625,297.625,201.1571,84,3.5,Violoncello,0.5,0.15,57,0.4961
297.625,297.625,201.1571,84,3.5,Viola,0.5,0.15,69,0.4961
297.625,297.625,201.1571,84,3.5,Violin 1,0.25,0.075,81,0.4961
297.875,297.875,201.2321,84,3.75,Violin 2,0.25,0.075,68,0.4961
297.875,297.875,201.2321,84,3.75,Violin 1,0.25,0.075,80,0.4961
298.125,298.125,201.3071,84,4.0,D Horn 2,1.0,0.3,45,0.4961
298.125,298.125,201.3071,84,4.0,Flute 1,1.0,0.3,90,0.5461
298.125,298.125,201.3071,84,4.0,D Horn 1,1.0,0.3,57,0.4961
298.125,298.125,201.3071,84,4.0,Bassoon 2,1.0,0.3,62,0.5461
298.125,298.125,201.3071,84,4.0,Violoncello,0.5,0.15,57,0.4961
298.125,298.125,201.3071,84,4.0,A Clarinet 1,1.0,0.3,78,0.5461
298.125,298.125,201.3071,84,4.0,Violin 2,0.25,0.075,69,0.4961
298.125,298.125,201.3071,84,4.0,Viola,0.5,0.15,69,0.4961
298.125,298.125,201.3071,84,4.0,Bassoon 1,1.0,0.3,66,0.5461
298.125,298.125,201.3071,84,4.0,Violin 1,0.25,0.075,81,0.4961
298.125,298.125,201.3071,84,4.0,A Clarinet 2,1.0,0.3,74,0.5461
298.125,298.125,201.3071,84,4.0,Flute 2,1.0,0.3,86,0.5461
298.375,298.375,201.3821,84,4.25,Violin 1,0.25,0.075,80,0.4961
298.375,298.375,201.3821,84,4.25,Violin 2,0.25,0.075,68,0.4961
298.625,298.625,201.4571,84,4.5,Violin 1,0.25,0.075,81,0.4961
298.625,298.625,201.4571,84,4.5,Viola,0.5,0.15,69,0.4961
298.625,298.625,201.4571,84,4.5,Violin 2,0.25,0.075,69,0.4961
298.625,298.625,201.4571,84,4.5,Violoncello,0.5,0.15,57,0.4961
298.875,298.875,201.5321,84,4.75,Violin 2,0.25,0.075,68,0.4961
298.875,298.875,201.5321,84,4.75,Violin 1,0.25,0.075,80,0.4961
299.125,299.125,201.6071,85,1.0,Violin 1,0.25,0.075,81,0.4961
299.125,299.125,201.6071,85,1.0,Flute 1,2.0,0.6,88,0.4961
299.125,299.125,201.6071,85,1.0,D Horn 1,2.0,0.6,57,0.4961
299.125,299.125,201.6071,85,1.0,Bassoon 2,2.0,0.6,61,0.4961
299.125,299.125,201.6071,85,1.0,Bassoon 1,2.0,0.6,64,0.4961
299.125,299.125,201.6071,85,1.0,Viola,0.5,0.15,69,0.4961
299.125,299.125,201.6071,85,1.0,Flute 2,2.0,0.6,85,0.4961
299.125,299.125,201.6071,85,1.0,D Horn 2,2.0,0.6,45,0.4961
299.125,299.125,201.6071,85,1.0,Violoncello,0.5,0.15,57,0.4961
299.125,299.125,201.6071,85,1.0,A Clarinet 1,2.0,0.6,76,0.4961
299.125,299.125,201.6071,85,1.0,Violin 2,0.25,0.075,69,0.4961
299.125,299.125,201.6071,85,1.0,A Clarinet 2,2.0,0.6,73,0.4961
299.375,299.375,201.6821,85,1.25,Violin 1,0.25,0.075,80,0.4961
299.375,299.375,201.6821,85,1.25,Violin 2,0.25,0.075,68,0.4961
299.625,299.625,201.7571,85,1.5,Violoncello,0.5,0.15,57,0.4961
299.625,299.625,201.7571,85,1.5,Violin 2,0.25,0.075,69,0.4961
299.625,299.625,201.7571,85,1.5,Violin 1,0.25,0.075,81,0.4961
299.625,299.625,201.7571,85,1.5,Viola,0.5,0.15,69,0.4961
299.875,299.875,201.8321,85,1.75,Violin 2,0.25,0.075,68,0.4961
299.875,299.875,201.8321,85,1.75,Violin 1,0.25,0.075,80,0.4961
300.125,300.125,201.9071,85,2.0,Violoncello,0.5,0.15,57,0.4961
300.125,300.125,201.9071,85,2.0,Violin 2,0.25,0.075,69,0.4961
300.125,300.125,201.9071,85,2.0,Viola,0.5,0.15,69,0.4961
300.125,300.125,201.9071,85,2.0,Violin 1,0.25,0.075,81,0.4961
300.375,300.375,201.9821,85,2.25,Violin 2,0.25,0.075,68,0.4961
300.375,300.375,201.9821,85,2.25,Violin 1,0.25,0.075,80,0.4961
300.625,300.625,202.0571,85,2.5,Violin 2,0.25,0.075,69,0.4961
300.625,300.625,202.0571,85,2.5,Violoncello,0.5,0.15,57,0.4961
300.625,300.625,202.0571,85,2.5,Viola,0.5,0.15,69,0.4961
300.625,300.625,202.0571,85,2.5,Violin 1,0.25,0.075,81,0.4961
300.875,300.875,202.1321,85,2.75,Violin 2,0.25,0.075,68,0.4961
300.875,300.875,202.1321,85,2.75,Violin 1,0.25,0.075,80,0.4961
301.125,301.125,202.2071,85,3.0,Violin 1,0.5,0.15,81,0.5461
301.125,301.125,202.2071,85,3.0,Viola,0.5,0.15,69,0.4961
301.125,301.125,202.2071,85,3.0,A Clarinet 1,0.5,0.15,73,0.5461
301.125,301.125,202.2071,85,3.0,D Horn 1,0.5,0.15,57,0.4961
301.125,301.125,202.2071,85,3.0,D Horn 2,0.5,0.15,45,0.4961
301.125,301.125,202.2071,85,3.0,A Clarinet 2,0.5,0.15,69,0.5461
301.125,301.125,202.2071,85,3.0,Flute 2,0.5,0.15,81,0.5461
301.125,301.125,202.2071,85,3.0,Bassoon 1,0.5,0.15,61,0.5461
301.125,301.125,202.2071,85,3.0,Violoncello,0.5,0.15,57,0.4961
301.125,301.125,202.2071,85,3.0,Bassoon 2,0.5,0.15,57,0.5461
301.125,301.125,202.2071,85,3.0,Violin 2,0.5,0.15,69,0.5461
301.125,301.125,202.2071,85,3.0,Flute 1,0.5,0.15,85,0.5461
301.625,301.625,202.3571,85,3.5,Violin 1,0.5,0.15,61,1.0
301.625,301.625,202.3571,85,3.5,Violin 2,0.5,0.15,61,1.0
302.125,302.125,202.5071,85,4.0,Violin 1,0.5,0.15,66,1.0
302.125,302.125,202.5071,85,4.0,Violin 2,0.5,0.15,66,1.0
302.625,302.625,202.6571,85,4.5,Violin 1,0.5,0.15,69,1.0
302.625,302.625,202.6571,85,4.5,Violin 2,0.5,0.15,69,1.0
303.125,303.125,202.8071,86,1.0,Oboe 2,2.0,0.6,73,1.0
303.125,303.125,202.8071,86,1.0,D Trumpet 2,2.0,0.6,66,1.0
303.125,303.125,202.8071,86,1.0,D Trumpet 1,2.0,0.6,69,1.0
303.125,303.125,202.8071,86,1.0,Violoncello,0.5,0.15,42,1.0
303.125,303.125,202.8071,86,1.0,Timpani,2.0,0.6,45,1.0
303.125,303.125,202.8071,86,1.0,Flute 2,2.0,0.6,81,1.0
303.125,303.125,202.8071,86,1.0,Violin 2,0.5,0.15,73,1.0
303.125,303.125,202.8071,86,1.0,Flute 1,2.0,0.6,85,1.0
303.125,303.125,202.8071,86,1.0,Contrabass,0.5,0.15,30,1.0
303.125,303.125,202.8071,86,1.0,Oboe 1,2.0,0.6,78,1.0
303.125,303.125,202.8071,86,1.0,Viola,0.5,0.15,54,1.0
303.125,303.125,202.8071,86,1.0,Violin 1,0.5,0.15,73,1.0
303.625,303.625,202.9571,86,1.5,Violin 2,0.5,0.15,57,1.0
303.625,303.625,202.9571,86,1.5,Violoncello,0.5,0.15,54,1.0
303.625,303.625,202.9571,86,1.5,Viola,0.5,0.15,66,1.0
303.625,303.625,202.9571,86,1.5,Violin 1,0.5,0.15,61,1.0
303.625,303.625,202.9571,86,1.5,Contrabass,0.5,0.15,42,1.0
304.125,304.125,203.1071,86,2.0,Viola,0.5,0.15,61,1.0
304.125,304.125,203.1071,86,2.0,Violoncello,0.5,0.15,49,1.0
304.125,304.125,203.1071,86,2.0,Violin 1,0.5,0.15,66,1.0
304.125,304.125,203.1071,86,2.0,Violin 2,0.5,0.15,61,1.0
304.125,304.125,203.1071,86,2.0,Contrabass,0.5,0.15,37,1.0
304.625,304.625,203.2571,86,2.5,Contrabass,0.5,0.15,33,1.0
304.625,304.625,203.2571,86,2.5,Viola,0.5,0.15,57,1.0
304.625,304.625,203.2571,86,2.5,Violin 2,0.5,0.15,66,1.0
304.625,304.625,203.2571,86,2.5,Violin 1,0.5,0.15,69,1.0
304.625,304.625,203.2571,86,2.5,Violoncello,0.5,0.15,45,1.0
305.125,305.125,203.4071,86,3.0,Violin 1,0.5,0.15,73,1.0
305.125,305.125,203.4071,86,3.0,Violoncello,0.5,0.15,42,1.0
305.125,305.125,203.4071,86,3.0,Flute 2,1.75,0.525,81,1.0
305.125,305.125,203.4071,86,3.0,Flute 1,1.75,0.525,85,1.0
305.125,305.125,203.4071,86,3.0,Viola,0.5,0.15,54,1.0
305.125,305.125,203.4071,86,3.0,Violin 2,0.5,0.15,69,1.0
305.125,305.125,203.4071,86,3.0,Contrabass,0.5,0.15,30,1.0
305.125,305.125,203.4071,86,3.0,Timpani,1.75,0.525,45,1.0
305.125,305.125,203.4071,86,3.0,D Trumpet 1,1.75,0.525,69,1.0
305.125,305.125,203.4071,86,3.0,D Trumpet 2,1.75,0.525,66,1.0
305.125,305.125,203.4071,86,3.0,Oboe 2,1.75,0.525,73,1.0
305.125,305.125,203.4071,86,3.0,Oboe 1,1.75,0.525,78,1.0
305.625,305.625,203.5571,86,3.5,Viola,0.5,0.15,66,1.0
305.625,305.625,203.5571,86,3.5,Contrabass,0.5,0.15,42,1.0
305.625,305.625,203.5571,86,3.5,Violin 2,0.5,0.15,69,1.0
305.625,305.625,203.5571,86,3.5,Violoncello,0.5,0.15,54,1.0
305.625,305.625,203.5571,86,3.5,Violin 1,0.5,0.15,73,1.0
306.125,306.125,203.7071,86,4.0,Violin 2,0.5,0.15,73,1.0
306.125,306.125,203.7071,86,4.0,Viola,0.5,0.15,61,1.0
306.125,306.125,203.7071,86,4.0,Violoncello,0.5,0.15,49,1.0
306.125,306.125,203.7071,86,4.0,Violin 1,0.5,0.15,78,1.0
306.125,306.125,203.7071,86,4.0,Contrabass,0.5,0.15,37,1.0
306.625,306.625,203.8571,86,4.5,Violoncello,0.5,0.15,45,1.0
306.625,306.625,203.8571,86,4.5,Violin 2,0.5,0.15,78,1.0
306.625,306.625,203.8571,86,4.5,Contrabass,0.5,0.15,33,1.0
306.625,306.625,203.8571,86,4.5,Viola,0.5,0.15,57,1.0
306.625,306.625,203.8571,86,4.5,Violin 1,0.5,0.15,81,1.0
306.875,306.875,203.9321,86,4.75,Oboe 1,0.25,0.075,78,1.0
306.875,306.875,203.9321,86,4.75,Flute 1,0.25,0.075,85,1.0
306.875,306.875,203.9321,86,4.75,Timpani,0.25,0.075,45,1.0
306.875,306.875,203.9321,86,4.75,Flute 2,0.25,0.075,81,1.0
306.875,306.875,203.9321,86,4.75,D Trumpet 2,0.25,0.075,66,1.0
306.875,306.875,203.9321,86,4.75,D Trumpet 1,0.25,0.075,69,1.0
306.875,306.875,203.9321,86,4.75,Oboe 2,0.25,0.075,73,1.0
307.125,307.125,204.0071,87,1.0,Oboe 2,3.0,0.9,73,1.0
307.125,307.125,204.0071,87,1.0,Flute 1,3.0,0.9,85,1.0
307.125,307.125,204.0071,87,1.0,Violin 2,3.0,0.9,81,1.0
307.125,307.125,204.0071,87,1.0,Contrabass,0.5,0.15,30,1.0
307.125,307.125,204.0071,87,1.0,Violin 1,3.0,0.9,85,1.0
307.125,307.125,204.0071,87,1.0,Viola,0.5,0.15,54,1.0
307.125,307.125,204.0071,87,1.0,Oboe 1,3.0,0.9,78,1.0
307.125,307.125,204.0071,87,1.0,Violoncello,0.5,0.15,42,1.0
307.125,307.125,204.0071,87,1.0,Timpani,1.0,0.3,45,1.0
307.125,307.125,204.0071,87,1.0,Flute 2,3.0,0.9,81,1.0
307.125,307.125,204.0071,87,1.0,D Trumpet 2,3.0,0.9,66,1.0
307.125,307.125,204.0071,87,1.0,D Trumpet 1,3.0,0.9,69,1.0
307.625,307.625,204.1571,87,1.5,Contrabass,0.5,0.15,42,1.0
307.625,307.625,204.1571,87,1.5,Viola,0.5,0.15,66,1.0
307.625,307.625,204.1571,87,1.5,Violoncello,0.5,0.15,54,1.0
308.125,308.125,204.3071,87,2.0,Contrabass,0.5,0.15,37,1.0
308.125,308.125,204.3071,87,2.0,Violoncello,0.5,0.15,49,1.0
308.125,308.125,204.3071,87,2.0,Viola,0.5,0.15,61,1.0
308.625,308.625,204.4571,87,2.5,Viola,0.5,0.15,57,1.0
308.625,308.625,204.4571,87,2.5,Violoncello,0.5,0.15,45,1.0
308.625,308.625,204.4571,87,2.5,Contrabass,0.5,0.15,33,1.0
309.125,309.125,204.6071,87,3.0,Violoncello,0.5,0.15,42,1.0
309.125,309.125,204.6071,87,3.0,Viola,0.5,0.15,54,1.0
309.125,309.125,204.6071,87,3.0,Contrabass,0.5,0.15,30,1.0
309.625,309.625,204.7571,87,3.5,Viola,0.5,0.15,66,1.0
309.625,309.625,204.7571,87,3.5,Contrabass,0.5,0.15,42,1.0
309.625,309.625,204.7571,87,3.5,Violoncello,0.5,0.15,54,1.0
310.125,310.125,204.9071,87,4.0,Violin 1,0.75,0.225,81,1.0
310.125,310.125,204.9071,87,4.0,Bassoon 1,1.0,0.3,61,1.0
310.125,310.125,204.9071,87,4.0,Violin 2,0.75,0.225,73,1.0
310.125,310.125,204.9071,87,4.0,Flute 1,1.0,0.3,90,1.0
310.125,310.125,204.9071,87,4.0,Oboe 1,1.0,0.3,78,1.0
310.125,310.125,204.9071,87,4.0,Flute 2,1.0,0.3,81,1.0
310.125,310.125,204.9071,87,4.0,Violoncello,0.5,0.15,56,1.0
310.125,310.125,204.9071,87,4.0,Viola,0.5,0.15,68,1.0
310.125,310.125,204.9071,87,4.0,Oboe 2,1.0,0.3,69,1.0
310.125,310.125,204.9071,87,4.0,Contrabass,0.5,0.15,44,1.0
310.625,310.625,205.0571,87,4.5,Violoncello,0.5,0.15,57,1.0
310.625,310.625,205.0571,87,4.5,Contrabass,0.5,0.15,45,1.0
310.625,310.625,205.0571,87,4.5,Viola,0.5,0.15,69,1.0
310.875,310.875,205.1321,87,4.75,Violin 2,0.25,0.075,69,1.0
310.875,310.875,205.1321,87,4.75,Violin 1,0.25,0.075,78,1.0
311.125,311.125,205.2071,88,1.0,Violoncello,0.5,0.15,47,1.0
311.125,311.125,205.2071,88,1.0,Violin 2,0.5,0.15,80,1.0
311.125,311.125,205.2071,88,1.0,Viola,0.5,0.15,59,1.0
311.125,311.125,205.2071,88,1.0,Contrabass,0.5,0.15,35,1.0
311.125,311.125,205.2071,88,1.0,Violin 1,0.5,0.15,83,1.0
311.625,311.625,205.3571,88,1.5,Violin 2,0.5,0.15,80,1.0
311.625,311.625,205.3571,88,1.5,Contrabass,0.5,0.15,47,1.0
311.625,311.625,205.3571,88,1.5,Viola,0.5,0.15,71,1.0
311.625,311.625,205.3571,88,1.5,Violin 1,0.5,0.15,83,1.0
311.625,311.625,205.3571,88,1.5,Violoncello,0.5,0.15,59,1.0
312.125,312.125,205.5071,88,2.0,Violin 1,0.5,0.15,80,1.0
312.125,312.125,205.5071,88,2.0,Flute 2,1.0,0.3,80,1.0
312.125,312.125,205.5071,88,2.0,Contrabass,0.5,0.15,47,1.0
312.125,312.125,205.5071,88,2.0,Bassoon 1,1.0,0.3,59,1.0
312.125,312.125,205.5071,88,2.0,Flute 1,1.0,0.3,88,1.0
312.125,312.125,205.5071,88,2.0,Oboe 1,1.0,0.3,76,1.0
312.125,312.125,205.5071,88,2.0,Violin 2,0.5,0.15,71,1.0
312.125,312.125,205.5071,88,2.0,Violoncello,0.5,0.15,59,1.0
312.125,312.125,205.5071,88,2.0,Viola,0.5,0.15,71,1.0
312.125,312.125,205.5071,88,2.0,Oboe 2,1.0,0.3,68,1.0
312.625,312.625,205.6571,88,2.5,Violin 2,0.5,0.15,68,1.0
312.625,312.625,205.6571,88,2.5,Violin 1,0.5,0.15,76,1.0
312.625,312.625,205.6571,88,2.5,Contrabass,0.5,0.15,47,1.0
312.625,312.625,205.6571,88,2.5,Viola,0.5,0.15,71,1.0
312.625,312.625,205.6571,88,2.5,Violoncello,0.5,0.15,59,1.0
313.125,313.125,205.8071,88,3.0,Violin 2,0.5,0.15,78,1.0
313.125,313.125,205.8071,88,3.0,Viola,0.5,0.15,59,1.0
313.125,313.125,205.8071,88,3.0,Contrabass,0.5,0.15,35,1.0
313.125,313.125,205.8071,88,3.0,Violoncello,0.5,0.15,47,1.0
313.125,313.125,205.8071,88,3.0,Violin 1,0.5,0.15,81,1.0
313.625,313.625,205.9571,88,3.5,Contrabass,0.5,0.15,47,1.0
313.625,313.625,205.9571,88,3.5,Violoncello,0.5,0.15,59,1.0
313.625,313.625,205.9571,88,3.5,Viola,0.5,0.15,71,1.0
313.625,313.625,205.9571,88,3.5,Violin 1,0.5,0.15,81,1.0
313.625,313.625,205.9571,88,3.5,Violin 2,0.5,0.15,78,1.0
314.125,314.125,206.1071,88,4.0,Violin 1,0.5,0.15,78,1.0
314.125,314.125,206.1071,88,4.0,Contrabass,0.5,0.15,47,1.0
314.125,314.125,206.1071,88,4.0,Flute 1,1.0,0.3,87,1.0
314.125,314.125,206.1071,88,4.0,Oboe 1,1.0,0.3,78,1.0
314.125,314.125,206.1071,88,4.0,Bassoon 1,1.0,0.3,59,1.0
314.125,314.125,206.1071,88,4.0,Violin 2,0.5,0.15,69,1.0
314.125,314.125,206.1071,88,4.0,Flute 2,1.0,0.3,78,1.0
314.125,314.125,206.1071,88,4.0,Viola,0.5,0.15,71,1.0
314.125,314.125,206.1071,88,4.0,Oboe 2,1.0,0.3,69,1.0
314.125,314.125,206.1071,88,4.0,Violoncello,0.5,0.15,59,1.0
314.625,314.625,206.2571,88,4.5,Violin 1,0.5,0.15,75,1.0
314.625,314.625,206.2571,88,4.5,Viola,0.5,0.15,71,1.0
314.625,314.625,206.2571,88,4.5,Contrabass,0.5,0.15,47,1.0
314.625,314.625,206.2571,88,4.5,Violoncello,0.5,0.15,59,1.0
314.625,314.625,206.2571,88,4.5,Violin 2,0.5,0.15,66,1.0
315.125,315.125,206.4071,89,1.0,D Trumpet 2,4.0,1.2,76,1.0
315.125,315.125,206.4071,89,1.0,D Horn 2,4.0,1.2,64,1.0
315.125,315.125,206.4071,89,1.0,D Horn 1,4.0,1.2,64,1.0
315.125,315.125,206.4071,89,1.0,Violoncello,2.0,0.6,64,1.0
315.125,315.125,206.4071,89,1.0,Violin 2,0.5,0.15,68,1.0
315.125,315.125,206.4071,89,1.0,Flute 1,1.0,0.3,88,1.0
315.125,315.125,206.4071,89,1.0,Bassoon 1,1.0,0.3,59,1.0
315.125,315.125,206.4071,89,1.0,D Trumpet 1,4.0,1.2,76,1.0
315.125,315.125,206.4071,89,1.0,Contrabass,2.0,0.6,52,1.0
315.125,315.125,206.4071,89,1.0,Violin 1,1.0,0.3,76,1.0
315.125,315.125,206.4071,89,1.0,Oboe 2,1.0,0.3,68,1.0
315.125,315.125,206.4071,89,1.0,Viola,2.0,0.6,64,1.0
315.125,315.125,206.4071,89,1.0,Oboe 1,1.0,0.3,76,1.0
315.125,315.125,206.4071,89,1.0,Flute 2,1.0,0.3,80,1.0
315.625,315.625,206.5571,89,1.5,Violin 2,1.0,0.3,76,0.7087
315.625,315.625,206.5571,89,1.5,Violin 2,1.0,0.3,64,0.7087
316.625,316.625,206.8571,89,2.5,Violin 2,1.0,0.3,76,0.7087
316.625,316.625,206.8571,89,2.5,Violin 2,1.0,0.3,64,0.7087
317.125,317.125,207.0071,89,3.0,Contrabass,0.5,0.15,52,1.0
317.125,317.125,207.0071,89,3.0,Viola,0.5,0.15,64,1.0
317.125,317.125,207.0071,89,3.0,Violoncello,0.5,0.15,64,1.0
317.625,317.625,207.1571,89,3.5,Violin 2,1.0,0.3,64,0.7087
317.625,317.625,207.1571,89,3.5,Violin 2,1.0,0.3,76,0.7087
317.625,317.625,207.1571,89,3.5,Contrabass,0.5,0.15,52,1.0
317.625,317.625,207.1571,89,3.5,Violoncello,0.5,0.15,64,1.0
317.625,317.625,207.1571,89,3.5,Viola,0.5,0.15,64,1.0
318.125,318.125,207.3071,89,4.0,Violoncello,0.5,0.15,62,1.0
318.125,318.125,207.3071,89,4.0,Contrabass,0.5,0.15,50,1.0
318.125,318.125,207.3071,89,4.0,Viola,0.5,0.15,62,1.0
318.625,318.625,207.4571,89,4.5,Viola,0.5,0.15,61,1.0
318.625,318.625,207.4571,89,4.5,Violin 2,0.5,0.15,76,0.7087
318.625,318.625,207.4571,89,4.5,Violoncello,0.5,0.15,61,1.0
318.625,318.625,207.4571,89,4.5,Contrabass,0.5,0.15,49,1.0
318.625,318.625,207.4571,89,4.5,Violin 2,0.5,0.15,64,0.7087
319.125,319.125,207.6071,90,1.0,D Trumpet 2,4.0,1.2,76,1.0
319.125,319.125,207.6071,90,1.0,Violoncello,2.0,0.6,62,1.0
319.125,319.125,207.6071,90,1.0,D Horn 2,4.0,1.2,64,1.0
319.125,319.125,207.6071,90,1.0,Contrabass,2.0,0.6,50,1.0
319.125,319.125,207.6071,90,1.0,Viola,2.0,0.6,62,1.0
319.125,319.125,207.6071,90,1.0,D Trumpet 1,4.0,1.2,76,1.0
319.125,319.125,207.6071,90,1.0,Violin 2,0.5,0.15,76,0.7087
319.125,319.125,207.6071,90,1.0,D Horn 1,4.0,1.2,64,1.0
319.125,319.125,207.6071,90,1.0,Violin 2,0.5,0.15,64,0.7087
319.625,319.625,207.7571,90,1.5,Violin 2,1.0,0.3,64,0.7087
319.625,319.625,207.7571,90,1.5,Violin 2,1.0,0.3,76,0.7087
