score_qstamp,qstamp,tstamp,measure,beat,instrument,duration_quarter,duration,pitch,velocity
458.125,458.125,249.3071,124,4.0,Oboe 1,1.0,0.3,77,1.0
458.125,458.125,249.3071,124,4.0,D Trumpet 2,1.0,0.3,62,1.0
458.125,458.125,249.3071,124,4.0,D Horn 2,1.0,0.3,62,1.0
458.125,458.125,249.3071,124,4.0,Flute 1,1.0,0.3,83,1.0
458.125,458.125,249.3071,124,4.0,Viola,1.0,0.3,62,1.0
458.125,458.125,249.3071,124,4.0,D Trumpet 1,1.0,0.3,74,1.0
458.125,458.125,249.3071,124,4.0,Flute 2,1.0,0.3,80,1.0
459.125,459.125,249.6071,125,1.0,Flute 1,1.0,0.3,81,1.0
459.125,459.125,249.6071,125,1.0,Oboe 1,1.0,0.3,76,1.0
459.125,459.125,249.6071,125,1.0,Violin 1,1.0,0.3,81,0.7087
459.125,459.125,249.6071,125,1.0,Violin 1,1.0,0.3,69,0.7087
459.125,459.125,249.6071,125,1.0,D Trumpet 2,1.0,0.3,57,1.0
459.125,459.125,249.6071,125,1.0,D Trumpet 1,1.0,0.3,69,1.0
459.125,459.125,249.6071,125,1.0,Bassoon 2,1.0,0.3,61,1.0
459.125,459.125,249.6071,125,1.0,Oboe 2,1.0,0.3,73,1.0
459.125,459.125,249.6071,125,1.0,Bassoon 1,1.0,0.3,64,1.0
459.125,459.125,249.6071,125,1.0,Flute 2,1.0,0.3,81,1.0
459.125,459.125,249.6071,125,1.0,D Horn 1,1.0,0.3,69,1.0
459.125,459.125,249.6071,125,1.0,Violin 2,1.0,0.3,64,1.0
459.125,459.125,249.6071,125,1.0,D Horn 2,1.0,0.3,57,1.0
459.125,459.125,249.6071,125,1.0,Violoncello,1.0,0.3,45,1.0
459.125,459.125,249.6071,125,1.0,Viola,1.0,0.3,61,1.0
459.125,459.125,249.6071,125,1.0,Contrabass,1.0,0.3,33,1.0
459.125,459.125,249.6071,125,1.0,Timpani,1.0,0.3,45,1.0
460.125,460.125,249.9071,125,2.0,Violoncello,1.0,0.3,50,1.0
460.125,460.125,249.9071,125,2.0,Oboe 1,1.0,0.3,77,1.0
460.125,460.125,249.9071,125,2.0,Oboe 2,1.0,0.3,74,1.0
460.125,460.125,249.9071,125,2.0,Flute 1,1.0,0.3,83,1.0
460.125,460.125,249.9071,125,2.0,Violin 1,1.0,0.3,83,0.7087
460.125,460.125,249.9071,125,2.0,Violin 1,1.0,0.3,69,0.7087
460.125,460.125,249.9071,125,2.0,Bassoon 1,1.0,0.3,65,1.0
460.125,460.125,249.9071,125,2.0,D Horn 1,1.0,0.3,62,1.0
460.125,460.125,249.9071,125,2.0,Violin 2,1.0,0.3,65,1.0
460.125,460.125,249.9071,125,2.0,Contrabass,1.0,0.3,38,1.0
460.125,460.125,249.9071,125,2.0,Bassoon 2,1.0,0.3,62,1.0
460.125,460.125,249.9071,125,2.0,Timpani,1.0,0.3,50,1.0
460.125,460.125,249.9071,125,2.0,Flute 2,1.0,0.3,80,1.0
460.125,460.125,249.9071,125,2.0,Viola,1.0,0.3,62,1.0
460.125,460.125,249.9071,125,2.0,D Horn 2,1.0,0.3,62,1.0
460.125,460.125,249.9071,125,2.0,D Trumpet 1,1.0,0.3,74,1.0
460.125,460.125,249.9071,125,2.0,D Trumpet 2,1.0,0.3,62,1.0
461.125,461.125,250.2071,125,3.0,Bassoon 1,1.0,0.3,64,1.0
461.125,461.125,250.2071,125,3.0,Timpani,1.0,0.3,45,1.0
461.125,461.125,250.2071,125,3.0,Violin 2,1.0,0.3,64,1.0
461.125,461.125,250.2071,125,3.0,Oboe 2,1.0,0.3,73,1.0
461.125,461.125,250.2071,125,3.0,D Trumpet 1,1.0,0.3,69,1.0
461.125,461.125,250.2071,125,3.0,Flute 1,1.0,0.3,85,1.0
461.125,461.125,250.2071,125,3.0,Bassoon 2,1.0,0.3,61,1.0
461.125,461.125,250.2071,125,3.0,Violoncello,1.0,0.3,45,1.0
461.125,461.125,250.2071,125,3.0,D Trumpet 2,1.0,0.3,57,1.0
461.125,461.125,250.2071,125,3.0,D Horn 1,1.0,0.3,69,1.0
461.125,461.125,250.2071,125,3.0,Viola,1.0,0.3,61,1.0
461.125,461.125,250.2071,125,3.0,Violin 1,1.0,0.3,69,0.7087
461.125,461.125,250.2071,125,3.0,D Horn 2,1.0,0.3,57,1.0
461.125,461.125,250.2071,125,3.0,Violin 1,1.0,0.3,81,0.7087
461.125,461.125,250.2071,125,3.0,Contrabass,1.0,0.3,33,1.0
461.125,461.125,250.2071,125,3.0,Oboe 1,1.0,0.3,76,1.0
461.125,461.125,250.2071,125,3.0,Flute 2,1.0,0.3,81,1.0
462.125,462.125,250.5071,125,4.0,Oboe 2,1.0,0.3,74,1.0
462.125,462.125,250.5071,125,4.0,Violin 2,1.0,0.3,65,1.0
462.125,462.125,250.5071,125,4.0,D Trumpet 1,1.0,0.3,74,1.0
462.125,462.125,250.5071,125,4.0,D Horn 2,1.0,0.3,62,1.0
462.125,462.125,250.5071,125,4.0,Timpani,1.0,0.3,50,1.0
462.125,462.125,250.5071,125,4.0,Violin 1,1.0,0.3,69,0.7087
462.125,462.125,250.5071,125,4.0,Violin 1,1.0,0.3,83,0.7087
462.125,462.125,250.5071,125,4.0,Flute 1,1.0,0.3,83,1.0
462.125,462.125,250.5071,125,4.0,Flute 2,1.0,0.3,80,1.0
462.125,462.125,250.5071,125,4.0,Viola,1.0,0.3,62,1.0
462.125,462.125,250.5071,125,4.0,Violoncello,1.0,0.3,50,1.0
462.125,462.125,250.5071,125,4.0,Contrabass,1.0,0.3,38,1.0
462.125,462.125,250.5071,125,4.0,D Trumpet 2,1.0,0.3,62,1.0
462.125,462.125,250.5071,125,4.0,Oboe 1,1.0,0.3,77,1.0
462.125,462.125,250.5071,125,4.0,Bassoon 2,1.0,0.3,62,1.0
462.125,462.125,250.5071,125,4.0,Bassoon 1,1.0,0.3,65,1.0
462.125,462.125,250.5071,125,4.0,D Horn 1,1.0,0.3,62,1.0
463.125,463.125,250.8071,126,1.0,Viola,1.0,0.3,61,1.0
463.125,463.125,250.8071,126,1.0,Oboe 1,1.0,0.3,76,1.0
463.125,463.125,250.8071,126,1.0,D Horn 2,1.0,0.3,57,1.0
463.125,463.125,250.8071,126,1.0,Oboe 2,1.0,0.3,73,1.0
463.125,463.125,250.8071,126,1.0,D Horn 1,1.0,0.3,69,1.0
463.125,463.125,250.8071,126,1.0,Flute 1,1.0,0.3,81,1.0
463.125,463.125,250.8071,126,1.0,Violin 2,1.0,0.3,64,1.0
463.125,463.125,250.8071,126,1.0,Bassoon 2,1.0,0.3,61,1.0
463.125,463.125,250.8071,126,1.0,Timpani,1.0,0.3,45,1.0
463.125,463.125,250.8071,126,1.0,D Trumpet 1,1.0,0.3,69,1.0
463.125,463.125,250.8071,126,1.0,Violin 1,1.0,0.3,69,0.7087
463.125,463.125,250.8071,126,1.0,Violin 1,1.0,0.3,81,0.7087
463.125,463.125,250.8071,126,1.0,D Trumpet 2,1.0,0.3,57,1.0
463.125,463.125,250.8071,126,1.0,Contrabass,1.0,0.3,33,1.0
463.125,463.125,250.8071,126,1.0,Flute 2,1.0,0.3,81,1.0
463.125,463.125,250.8071,126,1.0,Bassoon 1,1.0,0.3,64,1.0
463.125,463.125,250.8071,126,1.0,Violoncello,1.0,0.3,45,1.0
464.125,464.125,251.1071,126,2.0,Flute 2,1.0,0.3,80,1.0
464.125,464.125,251.1071,126,2.0,Violin 2,1.0,0.3,65,1.0
464.125,464.125,251.1071,126,2.0,D Trumpet 2,1.0,0.3,62,1.0
464.125,464.125,251.1071,126,2.0,Flute 1,1.0,0.3,83,1.0
464.125,464.125,251.1071,126,2.0,Oboe 2,1.0,0.3,74,1.0
464.125,464.125,251.1071,126,2.0,Bassoon 1,1.0,0.3,65,1.0
464.125,464.125,251.1071,126,2.0,Oboe 1,1.0,0.3,77,1.0
464.125,464.125,251.1071,126,2.0,D Horn 1,1.0,0.3,62,1.0
464.125,464.125,251.1071,126,2.0,Contrabass,1.0,0.3,38,1.0
464.125,464.125,251.1071,126,2.0,D Trumpet 1,1.0,0.3,74,1.0
464.125,464.125,251.1071,126,2.0,Violin 1,1.0,0.3,83,0.7087
464.125,464.125,251.1071,126,2.0,Violin 1,1.0,0.3,69,0.7087
464.125,464.125,251.1071,126,2.0,Viola,1.0,0.3,62,1.0
464.125,464.125,251.1071,126,2.0,Violoncello,1.0,0.3,50,1.0
464.125,464.125,251.1071,126,2.0,Timpani,1.0,0.3,50,1.0
464.125,464.125,251.1071,126,2.0,Bassoon 2,1.0,0.3,62,1.0
464.125,464.125,251.1071,126,2.0,D Horn 2,1.0,0.3,62,1.0
465.125,465.125,251.4071,126,3.0,Violoncello,1.0,0.3,45,1.0
465.125,465.125,251.4071,126,3.0,Bassoon 1,1.0,0.3,64,1.0
465.125,465.125,251.4071,126,3.0,D Trumpet 2,1.0,0.3,57,1.0
465.125,465.125,251.4071,126,3.0,D Horn 2,1.0,0.3,57,1.0
465.125,465.125,251.4071,126,3.0,Flute 1,1.0,0.3,85,1.0
465.125,465.125,251.4071,126,3.0,D Trumpet 1,1.0,0.3,69,1.0
465.125,465.125,251.4071,126,3.0,Oboe 2,1.0,0.3,73,1.0
465.125,465.125,251.4071,126,3.0,Contrabass,1.0,0.3,33,1.0
465.125,465.125,251.4071,126,3.0,Bassoon 2,1.0,0.3,61,1.0
465.125,465.125,251.4071,126,3.0,D Horn 1,1.0,0.3,69,1.0
465.125,465.125,251.4071,126,3.0,Oboe 1,1.0,0.3,76,1.0
465.125,465.125,251.4071,126,3.0,Viola,1.0,0.3,61,1.0
465.125,465.125,251.4071,126,3.0,Violin 2,1.0,0.3,64,1.0
465.125,465.125,251.4071,126,3.0,Flute 2,1.0,0.3,81,1.0
465.125,465.125,251.4071,126,3.0,Timpani,1.0,0.3,45,1.0
465.125,465.125,251.4071,126,3.0,Violin 1,1.0,0.3,69,0.7087
465.125,465.125,251.4071,126,3.0,Violin 1,1.0,0.3,81,0.7087
466.125,466.125,251.7071,126,4.0,D Trumpet 2,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Viola,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Timpani,1.0,0.3,50,1.0
466.125,466.125,251.7071,126,4.0,Violoncello,1.0,0.3,50,1.0
466.125,466.125,251.7071,126,4.0,Oboe 2,1.0,0.3,74,1.0
466.125,466.125,251.7071,126,4.0,Violin 1,1.0,0.3,69,0.7087
466.125,466.125,251.7071,126,4.0,Contrabass,1.0,0.3,38,1.0
466.125,466.125,251.7071,126,4.0,Bassoon 1,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Oboe 1,1.0,0.3,77,1.0
466.125,466.125,251.7071,126,4.0,D Horn 1,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Flute 1,1.0,0.3,83,1.0
466.125,466.125,251.7071,126,4.0,Bassoon 2,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Flute 2,1.0,0.3,80,1.0
466.125,466.125,251.7071,126,4.0,D Horn 2,1.0,0.3,62,1.0
466.125,466.125,251.7071,126,4.0,Violin 1,1.0,0.3,83,0.7087
466.125,466.125,251.7071,126,4.0,Violin 2,1.0,0.3,65,1.0
466.125,466.125,251.7071,126,4.0,D Trumpet 1,1.0,0.3,74,1.0
467.125,467.125,252.0071,127,1.0,Bassoon 1,4.0,1.2,57,1.0
467.125,467.125,252.0071,127,1.0,Contrabass,4.0,1.2,33,1.0
467.125,467.125,252.0071,127,1.0,A Clarinet 2,4.0,1.2,69,1.0
467.125,467.125,252.0071,127,1.0,Bassoon 2,4.0,1.2,57,1.0
467.125,467.125,252.0071,127,1.0,Violin 1,0.25,0.075,81,0.7087
467.125,467.125,252.0071,127,1.0,Violoncello,4.0,1.2,45,1.0
467.125,467.125,252.0071,127,1.0,Violin 1,0.25,0.075,69,0.7087
467.125,467.125,252.0071,127,1.0,Timpani,1.0,0.3,45,1.0
467.125,467.125,252.0071,127,1.0,D Trumpet 1,1.0,0.3,69,1.0
467.125,467.125,252.0071,127,1.0,Violin 2,1.0,0.3,64,0.7087
467.125,467.125,252.0071,127,1.0,Oboe 1,1.0,0.3,76,1.0
467.125,467.125,252.0071,127,1.0,Oboe 2,1.0,0.3,73,1.0
467.125,467.125,252.0071,127,1.0,A Clarinet 1,4.0,1.2,81,1.0
467.125,467.125,252.0071,127,1.0,Flute 1,1.0,0.3,93,1.0
467.125,467.125,252.0071,127,1.0,Viola,4.0,1.2,57,1.0
467.125,467.125,252.0071,127,1.0,D Horn 2,1.0,0.3,57,1.0
467.125,467.125,252.0071,127,1.0,D Trumpet 2,1.0,0.3,57,1.0
467.125,467.125,252.0071,127,1.0,Violin 2,1.0,0.3,61,0.7087
467.125,467.125,252.0071,127,1.0,Flute 2,1.0,0.3,81,1.0
467.125,467.125,252.0071,127,1.0,D Horn 1,1.0,0.3,69,1.0
467.375,467.375,252.0821,127,1.25,Violin 1,0.25,0.075,81,1.0
467.625,467.625,252.1571,127,1.5,Violin 1,0.25,0.075,88,1.0
467.875,467.875,252.2321,127,1.75,Violin 1,0.25,0.075,88,1.0
468.125,468.125,252.3071,127,2.0,Flute 2,3.0,0.9,93,1.0
468.125,468.125,252.3071,127,2.0,Flute 1,3.0,0.9,93,1.0
468.125,468.125,252.3071,127,2.0,Violin 1,0.25,0.075,85,1.0
468.375,468.375,252.3821,127,2.25,Violin 1,0.25,0.075,85,1.0
468.625,468.625,252.4571,127,2.5,Violin 1,0.25,0.075,81,1.0
468.875,468.875,252.5321,127,2.75,Violin 1,0.25,0.075,81,1.0
469.125,469.125,252.6071,127,3.0,Violin 1,0.25,0.075,76,1.0
469.375,469.375,252.6821,127,3.25,Violin 1,0.25,0.075,76,1.0
469.625,469.625,252.7571,127,3.5,Violin 2,0.25,0.075,57,1.0
469.625,469.625,252.7571,127,3.5,Violin 1,0.25,0.075,85,1.0
469.875,469.875,252.8321,127,3.75,Violin 1,0.25,0.075,85,1.0
469.875,469.875,252.8321,127,3.75,Violin 2,0.25,0.075,57,1.0
470.125,470.125,252.9071,127,4.0,Violin 2,0.25,0.075,61,1.0
470.125,470.125,252.9071,127,4.0,Violin 1,0.25,0.075,81,1.0
470.375,470.375,252.9821,127,4.25,Violin 2,0.25,0.075,61,1.0
470.375,470.375,252.9821,127,4.25,Violin 1,0.25,0.075,81,1.0
470.625,470.625,253.0571,127,4.5,Violin 2,0.25,0.075,64,1.0
470.625,470.625,253.0571,127,4.5,Violin 1,0.25,0.075,76,1.0
470.875,470.875,253.1321,127,4.75,Violin 1,0.25,0.075,76,1.0
470.875,470.875,253.1321,127,4.75,Violin 2,0.25,0.075,64,1.0
471.125,471.125,253.2071,128,1.0,Violin 1,0.25,0.075,73,1.0
471.125,471.125,253.2071,128,1.0,Flute 2,2.0,0.6,88,1.0
471.125,471.125,253.2071,128,1.0,Bassoon 2,2.0,0.6,52,1.0
471.125,471.125,253.2071,128,1.0,A Clarinet 2,2.0,0.6,64,1.0
471.125,471.125,253.2071,128,1.0,Violin 2,0.25,0.075,69,1.0
471.125,471.125,253.2071,128,1.0,Contrabass,4.0,1.2,33,1.0
471.125,471.125,253.2071,128,1.0,Oboe 1,2.0,0.6,76,1.0
471.125,471.125,253.2071,128,1.0,Viola,4.0,1.2,57,1.0
471.125,471.125,253.2071,128,1.0,Flute 1,2.0,0.6,88,1.0
471.125,471.125,253.2071,128,1.0,Violoncello,4.0,1.2,45,1.0
471.125,471.125,253.2071,128,1.0,Oboe 2,2.0,0.6,76,1.0
471.125,471.125,253.2071,128,1.0,Bassoon 1,2.0,0.6,64,1.0
471.125,471.125,253.2071,128,1.0,A Clarinet 1,2.0,0.6,76,1.0
471.375,471.375,253.2821,128,1.25,Violin 2,0.25,0.075,69,1.0
471.375,471.375,253.2821,128,1.25,Violin 1,0.25,0.075,73,1.0
471.625,471.625,253.3571,128,1.5,Violin 2,0.25,0.075,61,1.0
471.625,471.625,253.3571,128,1.5,Violin 1,0.25,0.075,81,1.0
471.875,471.875,253.4321,128,1.75,Violin 2,0.25,0.075,61,1.0
471.875,471.875,253.4321,128,1.75,Violin 1,0.25,0.075,81,1.0
472.125,472.125,253.5071,128,2.0,Violin 2,0.25,0.075,64,1.0
472.125,472.125,253.5071,128,2.0,Violin 1,0.25,0.075,76,1.0
472.375,472.375,253.5821,128,2.25,Violin 2,0.25,0.075,64,1.0
472.375,472.375,253.5821,128,2.25,Violin 1,0.25,0.075,76,1.0
472.625,472.625,253.6571,128,2.5,Violin 2,0.25,0.075,69,1.0
472.625,472.625,253.6571,128,2.5,Violin 1,0.25,0.075,73,1.0
472.875,472.875,253.7321,128,2.75,Violin 1,0.25,0.075,73,1.0
472.875,472.875,253.7321,128,2.75,Violin 2,0.25,0.075,69,1.0
473.125,473.125,253.8071,128,3.0,A Clarinet 2,2.0,0.6,61,1.0
473.125,473.125,253.8071,128,3.0,A Clarinet 1,2.0,0.6,73,1.0
473.125,473.125,253.8071,128,3.0,Bassoon 1,2.0,0.6,61,1.0
473.125,473.125,253.8071,128,3.0,Violin 2,0.25,0.075,73,1.0
473.125,473.125,253.8071,128,3.0,Violin 1,0.25,0.075,69,1.0
473.125,473.125,253.8071,128,3.0,Flute 2,2.0,0.6,85,1.0
473.125,473.125,253.8071,128,3.0,Bassoon 2,2.0,0.6,49,1.0
473.125,473.125,253.8071,128,3.0,Oboe 2,2.0,0.6,73,1.0
473.125,473.125,253.8071,128,3.0,Flute 1,2.0,0.6,85,1.0
473.125,473.125,253.8071,128,3.0,Oboe 1,2.0,0.6,73,1.0
473.375,473.375,253.8821,128,3.25,Violin 2,0.25,0.075,73,1.0
473.375,473.375,253.8821,128,3.25,Violin 1,0.25,0.075,69,1.0
473.625,473.625,253.9571,128,3.5,Violin 1,0.25,0.075,76,1.0
473.625,473.625,253.9571,128,3.5,Violin 2,0.25,0.075,64,1.0
473.875,473.875,254.0321,128,3.75,Violin 1,0.25,0.075,76,1.0
473.875,473.875,254.0321,128,3.75,Violin 2,0.25,0.075,64,1.0
474.125,474.125,254.1071,128,4.0,Violin 1,0.25,0.075,73,1.0
474.125,474.125,254.1071,128,4.0,Violin 2,0.25,0.075,69,1.0
474.375,474.375,254.1821,128,4.25,Violin 2,0.25,0.075,69,1.0
474.375,474.375,254.1821,128,4.25,Violin 1,0.25,0.075,73,1.0
474.625,474.625,254.2571,128,4.5,Violin 1,0.25,0.075,69,1.0
474.625,474.625,254.2571,128,4.5,Violin 2,0.25,0.075,73,1.0
474.875,474.875,254.3321,128,4.75,Violin 1,0.25,0.075,69,1.0
474.875,474.875,254.3321,128,4.75,Violin 2,0.25,0.075,73,1.0
475.125,475.125,254.4071,129,1.0,D Trumpet 2,4.0,1.2,57,1.0
475.125,475.125,254.4071,129,1.0,Oboe 2,4.0,1.2,69,1.0
475.125,475.125,254.4071,129,1.0,Bassoon 1,4.0,1.2,57,1.0
475.125,475.125,254.4071,129,1.0,Bassoon 2,4.0,1.2,45,1.0
475.125,475.125,254.4071,129,1.0,D Horn 1,4.0,1.2,69,1.0
475.125,475.125,254.4071,129,1.0,Violin 1,0.25,0.075,64,1.0
475.125,475.125,254.4071,129,1.0,Violoncello,2.0,0.6,45,1.0
475.125,475.125,254.4071,129,1.0,Contrabass,2.0,0.6,33,1.0
475.125,475.125,254.4071,129,1.0,Flute 1,4.0,1.2,81,1.0
475.125,475.125,254.4071,129,1.0,D Horn 2,4.0,1.2,57,1.0
475.125,475.125,254.4071,129,1.0,Flute 2,4.0,1.2,81,1.0
475.125,475.125,254.4071,129,1.0,A Clarinet 1,4.0,1.2,69,1.0
475.125,475.125,254.4071,129,1.0,D Trumpet 1,4.0,1.2,69,1.0
475.125,475.125,254.4071,129,1.0,Oboe 1,4.0,1.2,69,1.0
475.125,475.125,254.4071,129,1.0,A Clarinet 2,4.0,1.2,57,1.0
475.125,475.125,254.4071,129,1.0,Timpani,2.0,0.6,45,1.0
475.125,475.125,254.4071,129,1.0,Viola,2.0,0.6,57,1.0
475.125,475.125,254.4071,129,1.0,Violin 2,0.25,0.075,76,1.0
475.375,475.375,254.4821,129,1.25,Violin 1,0.25,0.075,64,1.0
475.375,475.375,254.4821,129,1.25,Violin 2,0.25,0.075,76,1.0
475.625,475.625,254.5571,129,1.5,Violin 1,0.25,0.075,73,1.0
475.625,475.625,254.5571,129,1.5,Violin 2,0.25,0.075,85,1.0
475.875,475.875,254.6321,129,1.75,Violin 1,0.25,0.075,73,1.0
475.875,475.875,254.6321,129,1.75,Violin 2,0.25,0.075,85,1.0
476.125,476.125,254.7071,129,2.0,Violin 1,0.25,0.075,69,1.0
476.125,476.125,254.7071,129,2.0,Violin 2,0.25,0.075,81,1.0
476.375,476.375,254.7821,129,2.25,Violin 2,0.25,0.075,81,1.0
476.375,476.375,254.7821,129,2.25,Violin 1,0.25,0.075,69,1.0
476.625,476.625,254.8571,129,2.5,Violin 2,0.25,0.075,76,1.0
476.625,476.625,254.8571,129,2.5,Violin 1,0.25,0.075,64,1.0
476.875,476.875,254.9321,129,2.75,Violin 2,0.25,0.075,76,1.0
476.875,476.875,254.9321,129,2.75,Violin 1,0.25,0.075,64,1.0
477.125,477.125,255.0071,129,3.0,Viola,0.5,0.15,57,1.0
477.125,477.125,255.0071,129,3.0,Violin 2,0.25,0.075,73,1.0
477.125,477.125,255.0071,129,3.0,Violoncello,0.5,0.15,45,1.0
477.125,477.125,255.0071,129,3.0,Contrabass,0.5,0.15,33,1.0
477.125,477.125,255.0071,129,3.0,Violin 1,0.25,0.075,61,1.0
477.125,477.125,255.0071,129,3.0,Timpani,2.0,0.6,45,1.0
477.375,477.375,255.0821,129,3.25,Violin 2,0.25,0.075,73,1.0
477.375,477.375,255.0821,129,3.25,Violin 1,0.25,0.075,61,1.0
477.625,477.625,255.1571,129,3.5,Violin 1,0.25,0.075,69,1.0
477.625,477.625,255.1571,129,3.5,Contrabass,0.5,0.15,45,1.0
477.625,477.625,255.1571,129,3.5,Violoncello,0.5,0.15,57,1.0
477.625,477.625,255.1571,129,3.5,Viola,0.5,0.15,69,1.0
477.625,477.625,255.1571,129,3.5,Violin 2,0.25,0.075,81,1.0
477.875,477.875,255.2321,129,3.75,Violin 2,0.25,0.075,81,1.0
477.875,477.875,255.2321,129,3.75,Violin 1,0.25,0.075,69,1.0
478.125,478.125,255.3071,129,4.0,Contrabass,0.5,0.15,40,1.0
478.125,478.125,255.3071,129,4.0,Viola,0.5,0.15,64,1.0
478.125,478.125,255.3071,129,4.0,Violin 2,0.25,0.075,76,1.0
478.125,478.125,255.3071,129,4.0,Violoncello,0.5,0.15,52,1.0
478.125,478.125,255.3071,129,4.0,Violin 1,0.25,0.075,64,1.0
478.375,478.375,255.3821,129,4.25,Violin 2,0.25,0.075,76,1.0
478.375,478.375,255.3821,129,4.25,Violin 1,0.25,0.075,64,1.0
478.625,478.625,255.4571,129,4.5,Violoncello,0.5,0.15,49,1.0
478.625,478.625,255.4571,129,4.5,Violin 1,0.25,0.075,61,1.0
478.625,478.625,255.4571,129,4.5,Viola,0.5,0.15,61,1.0
478.625,478.625,255.4571,129,4.5,Contrabass,0.5,0.15,37,1.0
478.625,478.625,255.4571,129,4.5,Violin 2,0.25,0.075,73,1.0
478.875,478.875,255.5321,129,4.75,Violin 2,0.25,0.075,73,1.0
478.875,478.875,255.5321,129,4.75,Violin 1,0.25,0.075,61,1.0
479.125,479.125,255.6071,130,1.0,D Horn 2,2.0,0.6,57,1.0
479.125,479.125,255.6071,130,1.0,D Trumpet 2,2.0,0.6,57,1.0
479.125,479.125,255.6071,130,1.0,Oboe 2,2.0,0.6,73,1.0
479.125,479.125,255.6071,130,1.0,A Clarinet 1,2.0,0.6,73,1.0
479.125,479.125,255.6071,130,1.0,Violin 2,0.25,0.075,69,1.0
479.125,479.125,255.6071,130,1.0,A Clarinet 2,2.0,0.6,61,1.0
479.125,479.125,255.6071,130,1.0,Violoncello,0.5,0.15,45,1.0
479.125,479.125,255.6071,130,1.0,Violin 1,0.25,0.075,57,1.0
479.125,479.125,255.6071,130,1.0,D Trumpet 1,2.0,0.6,69,1.0
479.125,479.125,255.6071,130,1.0,Bassoon 1,2.0,0.6,61,1.0
479.125,479.125,255.6071,130,1.0,Flute 2,2.0,0.6,85,1.0
479.125,479.125,255.6071,130,1.0,Flute 1,2.0,0.6,85,1.0
479.125,479.125,255.6071,130,1.0,Timpani,2.0,0.6,45,1.0
479.125,479.125,255.6071,130,1.0,Bassoon 2,2.0,0.6,49,1.0
479.125,479.125,255.6071,130,1.0,Oboe 1,2.0,0.6,73,1.0
479.125,479.125,255.6071,130,1.0,Viola,0.5,0.15,57,1.0
479.125,479.125,255.6071,130,1.0,D Horn 1,2.0,0.6,64,1.0
479.125,479.125,255.6071,130,1.0,Contrabass,0.5,0.15,33,1.0
479.375,479.375,255.6821,130,1.25,Violin 2,0.25,0.075,69,1.0
479.375,479.375,255.6821,130,1.25,Violin 1,0.25,0.075,57,1.0
479.625,479.625,255.7571,130,1.5,Violin 2,0.25,0.075,69,1.0
479.625,479.625,255.7571,130,1.5,Viola,0.5,0.15,69,1.0
479.625,479.625,255.7571,130,1.5,Violin 1,0.25,0.075,69,1.0
479.625,479.625,255.7571,130,1.5,Violoncello,0.5,0.15,57,1.0
479.625,479.625,255.7571,130,1.5,Contrabass,0.5,0.15,45,1.0
479.875,479.875,255.8321,130,1.75,Violin 2,0.25,0.075,69,1.0
479.875,479.875,255.8321,130,1.75,Violin 1,0.25,0.075,69,1.0
480.125,480.125,255.9071,130,2.0,Violin 2,0.25,0.075,64,1.0
480.125,480.125,255.9071,130,2.0,Contrabass,0.5,0.15,40,1.0
480.125,480.125,255.9071,130,2.0,Violin 1,0.25,0.075,64,1.0
480.125,480.125,255.9071,130,2.0,Violoncello,0.5,0.15,52,1.0
480.125,480.125,255.9071,130,2.0,Viola,0.5,0.15,64,1.0
480.375,480.375,255.9821,130,2.25,Violin 1,0.25,0.075,64,1.0
480.375,480.375,255.9821,130,2.25,Violin 2,0.25,0.075,64,1.0
480.625,480.625,256.0571,130,2.5,Contrabass,0.5,0.15,37,1.0
480.625,480.625,256.0571,130,2.5,Viola,0.5,0.15,61,1.0
480.625,480.625,256.0571,130,2.5,Violin 1,0.25,0.075,61,1.0
480.625,480.625,256.0571,130,2.5,Violin 2,0.25,0.075,61,1.0
480.625,480.625,256.0571,130,2.5,Violoncello,0.5,0.15,49,1.0
480.875,480.875,256.1321,130,2.75,Violin 1,0.25,0.075,61,1.0
480.875,480.875,256.1321,130,2.75,Violin 2,0.25,0.075,61,1.0
481.125,481.125,256.2071,130,3.0,Oboe 1,2.0,0.6,76,1.0
481.125,481.125,256.2071,130,3.0,Viola,0.5,0.15,57,1.0
481.125,481.125,256.2071,130,3.0,D Horn 1,2.0,0.6,64,1.0
481.125,481.125,256.2071,130,3.0,Violin 2,0.25,0.075,57,1.0
481.125,481.125,256.2071,130,3.0,Flute 1,2.0,0.6,88,1.0
481.125,481.125,256.2071,130,3.0,A Clarinet 2,2.0,0.6,64,1.0
481.125,481.125,256.2071,130,3.0,Contrabass,0.5,0.15,33,1.0
481.125,481.125,256.2071,130,3.0,Bassoon 1,2.0,0.6,64,1.0
481.125,481.125,256.2071,130,3.0,A Clarinet 1,2.0,0.6,76,1.0
481.125,481.125,256.2071,130,3.0,D Trumpet 1,2.0,0.6,69,1.0
481.125,481.125,256.2071,130,3.0,Flute 2,2.0,0.6,88,1.0
481.125,481.125,256.2071,130,3.0,Timpani,2.0,0.6,45,1.0
481.125,481.125,256.2071,130,3.0,Oboe 2,2.0,0.6,76,1.0
481.125,481.125,256.2071,130,3.0,Violoncello,0.5,0.15,45,1.0
