qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Vla.,5,Vla
16.0,5,1.0,0.0,a,Vln. 2,4,Vln
40.0,11,1.0,0.0,a,Vln. p.,0,Vln
56.0,15,1.0,0.0,a,Vc.,6,Vc
60.0,16,1.0,0.0,a,Vln. 2,4,Vln
73.0,19,1.5,0.25,a,Vln. p.,0,Vln
88.0,23,1.0,0.0,a,Fl. 1,1,Fl
107.0,27,2.5,0.75,b,Fl. 1,1,Fl
122.0,31,2.0,0.5,b,Vln. p.,0,Vln
137.0,35,1.5,0.25,b,Fl. 1,1,Fl
140.0,36,1.0,0.0,a,Fl. 1,1,Fl
160.0,41,1.0,0.0,c,Vln. p.,0,Vln
168.0,43,1.0,0.0,a,Fl. 1,1,Fl
176.0,45,1.0,0.0,a,Fl. 2,2,Fl
184.0,47,1.0,0.0,c,Vln. p.,0,Vln
208.0,53,1.0,0.0,a,Fl. 2,2,Fl
216.0,55,1.0,0.0,a,Fl. 1,1,Fl
224.0,57,1.0,0.0,c,Vln. p.,0,Vln
249.0,63,1.5,0.25,d,Vln. p.,0,Vln
257.0,65,1.5,0.25,d,Vln. 2,4,Vln
264.0,67,1.0,0.0,a,Vc.,6,Vc
280.0,71,1.0,0.0,c,Vla.,5,Vla
296.0,75,1.0,0.0,c,Vln. 2,4,Vln
304.0,77,1.0,0.0,c,Vla.,5,Vla
312.0,79,1.0,0.0,a,Vln. p.,0,Vln
320.0,81,1.0,0.0,a,Fl. 1,1,Fl
344.5,87,1.25,0.125,c,Vln. p.,0,Vln
360.0,91,1.0,0.0,c,Vln. p.,0,Vln
368.0,93,1.0,0.0,c,Vln. p.,0,Vln
376.5,95,1.25,0.125,c',Vln. p.,0,Vln
400.5,101,1.25,0.125,c',Vln. p.,0,Vln
416.0,105,1.0,0.0,a,Vln. 1,3,Vln
425.0,107,1.5,0.25,a,Vln. 2,4,Vln
429.0,108,1.5,0.25,a,Vln. 1,3,Vln
