qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,X,Vln,20
6.0,3,1,0.0,a,Fl,0
24.0,9,1,0.0,X,Vln,20
30.0,11,1,0.0,a,Fl,0
41.0,14,3,0.667,a,Fl,0
48.0,17,1,0.0,a,Hn,8
54.0,19,1,0.0,a,Altposaune,15
66.0,23,1,0.0,b,Vln,20
90.0,31,1,0.0,b,Hn,8
102.0,35,1,0.0,b,Hn,8
114.0,39,1,0.0,b,Hn,8
126.0,43,1,0.0,b,Hn,8
138.0,47,1,0.0,b,Fl,0
150.0,51,1,0.0,b,Fl,0
156.0,53,1,0.0,b,Tpt,12
162.0,55,1,0.0,b,Tpt,12
168.0,57,1,0.0,b,Fl,0
174.0,59,1,0.0,b,Hn,8
180.0,61,1,0.0,b,Hn,8
186.0,63,1,0.0,b,Altposaune,15
198.0,67,1,0.0,b,Hn,8
210.0,71,1,0.0,b,Ob,2
222.0,75,1,0.0,b,Hn,8
234.0,79,1,0.0,c,Fl,0
252.0,85,1,0.0,c,Tpt,12
261.0,88,1,0.0,c,Fl,0
273.0,92,1,0.0,c,Fl,0
287.0,96,3,0.667,Y,Vln,20
289.0,97,2,0.333,d,Violen,22
312.0,105,1,0.0,d,Vln,21
335.0,112,3,0.667,Y,Vln,21
337.0,113,2,0.333,d,Vln,20
358.0,120,2,0.333,d,Vln,20
363.0,122,1,0.0,d,Vln,20
369.0,124,1,0.0,d,Vln,20
390.0,131,1,0.0,d,Vln,20
401.0,134,3,0.667,Y,Vln,21
407.0,136,3,0.667,Y,Violen,22
408.0,137,1,0.0,a,Ob,2
419.0,140,3,0.667,Y,Vln,20
426.0,143,1,0.0,a,Fl,0
437.0,146,3,0.667,Y,Vln,20
444.0,149,1,0.0,a,Fl,0
467.0,156,3,0.667,a,Tpt,12
474.0,159,1,0.0,a,Cl,4
486.0,163,1,0.0,a,Cl,4
495.0,166,1,0.0,a,Cl,4
505.0,169,2,0.333,Y,Vln,20
509.0,170,3,0.667,Y,Vln,21
510.0,171,1,0.0,a,Vc,23
513.0,172,1,0.0,a,Bsn,6
516.0,173,1,0.0,a,Ob,2
527.0,176,3,0.667,Y,Vln,20
534.0,179,1,0.0,a,Cl,4
544.0,182,2,0.333,Y,Vln,20
546.0,183,1,0.0,a,Fl,0
549.0,184,1,0.0,a,Cl,4
552.0,185,1,0.0,a,Violen,22
555.0,186,1,0.0,a,Hn,8
564.0,189,1,0.0,b,Ob,2
567.0,190,1,0.0,b,Hn,8
570.0,191,1,0.0,b,Vln,20
579.0,194,1,0.0,b,Ob,2
582.0,195,1,0.0,b,Vln,20
588.0,197,1,0.0,b,Cl,4
591.0,198,1,0.0,b,Hn,8
594.0,199,1,0.0,b,Vln,20
597.0,200,1,0.0,b,Hn,8
600.0,201,1,0.0,b,Vln,20
612.0,205,1,0.0,b,Fl,0
624.0,209,1,0.0,b,Hn,8
630.0,211,1,0.0,b,Fl,0
633.0,212,1,0.0,b,Hn,10
639.0,214,1,0.0,b,Tpt,12
642.0,215,1,0.0,b,Fl,0
648.0,217,1,0.0,b,Fl,0
651.0,218,1,0.0,b,Ob,2
660.0,221,1,0.0,e,Vln,20
663.0,222,1,0.0,e,Fl,0
672.0,225,1,0.0,e,Tpt,12
675.0,226,1,0.0,e,Ob,2
678.0,227,1,0.0,e,Tpt,12
681.0,228,1,0.0,e,Ob,2
684.0,229,1,0.0,e,Hn,8
696.0,233,1,0.0,e,Hn,8
706.0,236,2,0.333,e,Vln,20
720.0,241,1,0.0,e,Vln,20
732.0,245,1,0.0,X,Vln,20
738.0,247,1,0.0,a,Fl,0
754.0,252,2,0.333,X,Vln,20
762.0,255,1,0.0,a,Fl,0
773.0,258,3,0.667,a,Fl,0
780.0,261,1,0.0,a,Hn,8
786.0,263,1,0.0,a,Altposaune,15
798.0,267,1,0.0,b,Vln,20
822.0,275,1,0.0,b,Hn,8
834.0,279,1,0.0,b,Hn,8
846.0,283,1,0.0,b,Hn,8
858.0,287,1,0.0,b,Hn,8
870.0,291,1,0.0,b,Fl,0
882.0,295,1,0.0,b,Fl,0
888.0,297,1,0.0,b,Tpt,12
894.0,299,1,0.0,b,Tpt,12
900.0,301,1,0.0,b,Fl,0
906.0,303,1,0.0,b,Hn,8
918.0,307,1,0.0,b,Altposaune,15
924.0,309,1,0.0,b,Altposaune,15
930.0,311,1,0.0,b,Ob,2
936.0,313,1,0.0,b,Ob,2
942.0,315,1,0.0,b,Fl,0
948.0,317,1,0.0,b,Fl,0
954.0,319,1,0.0,b,Hn,10
966.0,323,1,0.0,c,Fl,0
987.0,330,1,0.0,c,Fl,0
1005.0,336,1,0.0,c,Fl,0
1019.0,340,3,0.667,Y,Vln,21
1031.0,344,3,0.667,Y,Violen,22
1044.0,349,1,0.0,f,Vln,20
1067.0,356,3,0.667,Y,Vln,20
1077.0,360,1,0.0,f,Fl,0
1089.0,364,1,0.0,f,Vln,21
1104.0,369,1,0.0,f,Vln,20
