qstamp,measure,beat,measure_fraction,label,part_name,part_num
2.0,1,2,0.25,a,B,14
6.0,1,4,0.75,a,T,13
14.0,2,4,0.75,a,A,12
18.0,3,2,0.25,a,S,11
34.0,5,2,0.25,b,B,14
38.0,5,4,0.75,b,T,13
46.0,6,4,0.75,b,A,12
50.0,7,2,0.25,b,S,11
62.0,8,4,0.75,a,B,14
66.0,9,2,0.25,a,T,13
74.0,10,2,0.25,a,A,12
78.0,10,4,0.75,a,S,11
96.0,13,1,0.0,a,T,13
98.0,13,2,0.25,b,B,14
108.0,14,3,0.5,a,A,12
116.0,15,3,0.5,a,Tpt,0
122.0,16,2,0.25,a,T,13
134.0,17,4,0.75,a,A,12
150.0,19,4,0.75,b,S,11
158.0,20,4,0.75,b,A,12
166.0,21,4,0.75,b,T,13
174.0,22,4,0.75,b,B,14
182.0,23,4,0.75,b,S,11
194.0,25,2,0.25,a,A,12
198.0,25,4,0.75,a,T,13
206.0,26,4,0.75,a,Tpt,0
220.0,28,3,0.5,a,B,14
226.0,29,2,0.25,a,T,13
234.0,30,2,0.25,a,A,12
238.0,30,4,0.75,a,S,11
246.0,31,4,0.75,a,Tpt,1
250.0,32,2,0.25,a,Tpt,0
262.0,33,4,0.75,a,A,12
266.0,34,2,0.25,a,T,13
272.0,35,1,0.0,a,Tpt,1
276.0,35,3,0.5,a,B,14
294.0,37,4,0.75,b,A,12
298.0,38,2,0.25,b,S,11
302.0,38,4,0.75,b,B,14
314.0,40,2,0.25,b,A,12
326.0,41,4,0.75,a,Tpt,1
330.0,42,2,0.25,a,Tpt,0
337.0,43,1.5,0.125,a,Tpt,1
340.5,43,3.25,0.562,a,Tpt,0
342.5,43,4.25,0.812,a,S,11
347.0,44,2.5,0.375,a,T,13
353.0,45,1.5,0.125,a,Tpt,0
