qstamp,tstamp,measure,beat,Violin 1,Violin 2,Violin 3,Viola 1,Viola 2,Viola 3,Violoncello 1,Violoncello 2,Violoncello 3,Violone,Harpsichord
141.75,65.4231,12,3.5,G4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
142.0,65.5385,12,3.6667,F#4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
142.25,65.6538,12,3.8333,E4,D5,D5,F#4,F#4,F#4,D2,D2,D2,D1,D2
142.5,65.7692,12,4.0,D4,D4,D4,F#4,F#4,F#4,D2,D2,D2,D1,D2
144.0,66.4615,13,1.0,D4,D4,D4,A4,A4,A4,D3,D3,D3,D2,D3
144.25,66.5769,13,1.1667,D4,D4,D4,A4,A4,A4,C#3,C#3,C#3,C#2,C#3
144.5,66.6923,13,1.3333,F#4,F#4,F#4,A4,A4,A4,D3,D3,D3,D2,D3
144.75,66.8077,13,1.5,F#4,F#4,F#4,A4,A4,A4,E3,E3,E3,E2,E3
145.0,66.9231,13,1.6667,A4,A4,A4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
145.25,67.0385,13,1.8333,A4,A4,A4,A4,A4,A4,G3,G3,G3,G2,G3
145.5,67.1538,13,2.0,C#4,C#4,C#4,A4,A4,A4,A3,A3,A3,A2,A3
145.75,67.2692,13,2.1667,C#4,C#4,C#4,A4,A4,A4,B3,B3,B3,B2,B3
146.0,67.3846,13,2.3333,E4,E4,E4,A4,A4,A4,A3,A3,A3,A2,A3
146.25,67.5,13,2.5,E4,E4,E4,A4,A4,A4,G3,G3,G3,G2,G3
146.5,67.6154,13,2.6667,A4,A4,A4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
146.75,67.7308,13,2.8333,A4,A4,A4,A4,A4,A4,E3,E3,E3,E2,E3
147.0,67.8462,13,3.0,D4,D4,D4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
147.25,67.9615,13,3.1667,D4,D4,D4,A4,A4,A4,A3,A3,A3,A2,A3
147.5,68.0769,13,3.3333,F#4,F#4,F#4,A4,A4,A4,G3,G3,G3,G2,G3
147.75,68.1923,13,3.5,F#4,F#4,F#4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
148.0,68.3077,13,3.6667,A4,A4,A4,A4,A4,A4,E3,E3,E3,E2,E3
148.25,68.4231,13,3.8333,A4,A4,A4,A4,A4,A4,D3,D3,D3,D2,D3
148.5,68.5385,13,4.0,A3,A3,A3,A4,A4,A4,C#3,C#3,C#3,C#2,C#3
148.75,68.6538,13,4.1667,A3,A3,A3,A4,A4,A4,E3,E3,E3,E2,E3
149.0,68.7692,13,4.3333,E4,E4,E4,A4,A4,A4,D3,D3,D3,D2,D3
149.25,68.8846,13,4.5,E4,E4,E4,A4,A4,A4,C#3,C#3,C#3,C#2,C#3
149.5,69.0,13,4.6667,A4,A4,A4,A4,A4,A4,B2,B2,B2,B1,B2
149.75,69.1154,13,4.8333,A4,A4,A4,A4,A4,A4,A2,A2,A2,A1,A2
150.0,69.2308,14,1.0,B4,B4,B4,G4,G4,G4,E3,E3,E3,E2,E3
150.25,69.3462,14,1.1667,B4,B4,B4,F#4,F#4,F#4,E3,E3,E3,E2,E3
150.5,69.4615,14,1.3333,B4,B4,B4,E4,E4,E4,G3,G3,G3,G2,G3
150.75,69.5769,14,1.5,B4,B4,B4,F#4,F#4,F#4,G3,G3,G3,G2,G3
151.0,69.6923,14,1.6667,B4,B4,B4,G4,G4,G4,B3,B3,B3,B2,B3
151.25,69.8077,14,1.8333,B4,B4,B4,A4,A4,A4,B3,B3,B3,B2,B3
151.5,69.9231,14,2.0,B4,B4,B4,B4,B4,B4,E-3,E-3,E-3,E-2,E-3
151.75,70.0385,14,2.1667,B4,B4,B4,C5,C5,C5,E-3,E-3,E-3,E-2,E-3
152.0,70.1538,14,2.3333,B4,B4,B4,B4,B4,B4,F#3,F#3,F#3,F#2,F#3
152.25,70.2692,14,2.5,B4,B4,B4,A4,A4,A4,F#3,F#3,F#3,F#2,F#3
152.5,70.3846,14,2.6667,B4,B4,B4,G4,G4,G4,B3,B3,B3,B2,B3
152.75,70.5,14,2.8333,B4,B4,B4,F#4,F#4,F#4,B3,B3,B3,B2,B3
153.0,70.6154,14,3.0,B4,B4,B4,G4,G4,G4,E3,E3,E3,E2,E3
153.25,70.7308,14,3.1667,B4,B4,B4,B4,B4,B4,E3,E3,E3,E2,E3
153.5,70.8462,14,3.3333,B4,B4,B4,A4,A4,A4,G3,G3,G3,G2,G3
153.75,70.9615,14,3.5,B4,B4,B4,G4,G4,G4,G3,G3,G3,G2,G3
154.0,71.0769,14,3.6667,B4,B4,B4,F#4,F#4,F#4,B3,B3,B3,B2,B3
154.25,71.1923,14,3.8333,B4,B4,B4,E4,E4,E4,B3,B3,B3,B2,B3
154.5,71.3077,14,4.0,B4,B4,B4,E-4,E-4,E-4,B2,B2,B2,B1,B2
154.75,71.4231,14,4.1667,B4,B4,B4,E4,E4,E4,B2,B2,B2,B1,B2
155.0,71.5385,14,4.3333,B4,B4,B4,E-4,E-4,E-4,F#3,F#3,F#3,F#2,F#3
155.25,71.6538,14,4.5,B4,B4,B4,C#4,C#4,C#4,F#3,F#3,F#3,F#2,F#3
155.5,71.7692,14,4.6667,B4,B4,B4,B3,B3,B3,B3,B3,B3,B2,B3
155.75,71.8846,14,4.8333,B4,B4,B4,A3,A3,A3,B3,B3,B3,B2,B3
156.0,72.0,15,1.0,E5,B4,B4,G3,G3,G3,G2,G2,G2,G1,G2
156.25,72.1154,15,1.1667,F#5,B4,B4,G3,G3,G3,G2,G2,G2,G1,G2
156.5,72.2308,15,1.3333,G5,E5,E5,E4,E4,E4,G2,G2,G2,G1,G2
156.75,72.3462,15,1.5,E5,E5,E5,E4,E4,E4,G2,G2,G2,G1,G2
157.0,72.4615,15,1.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
157.25,72.5769,15,1.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
157.5,72.6923,15,2.0,C#5,C5,C5,E4,E4,E4,A2,A2,A2,A1,A2
157.75,72.8077,15,2.1667,E5,C5,C5,E4,E4,E4,A2,A2,A2,A1,A2
158.0,72.9231,15,2.3333,G5,E5,E5,E4,E4,E4,A2,A2,A2,A1,A2
158.25,73.0385,15,2.5,E5,E5,E5,E4,E4,E4,A2,A2,A2,A1,A2
158.5,73.1538,15,2.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
158.75,73.2692,15,2.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
159.0,73.3846,15,3.0,B4,B4,B4,E4,E4,E4,B2,B2,B2,B1,B2
159.25,73.5,15,3.1667,E5,B4,B4,E4,E4,E4,B2,B2,B2,B1,B2
159.375,73.5577,15,3.25,F#5,B4,B4,E4,E4,E4,B2,B2,B2,B1,B2
159.5,73.6154,15,3.3333,G5,E5,E5,E4,E4,E4,B2,B2,B2,B1,B2
159.75,73.7308,15,3.5,E5,E5,E5,E4,E4,E4,B2,B2,B2,B1,B2
160.0,73.8462,15,3.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
160.25,73.9615,15,3.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
160.5,74.0769,15,4.0,A4,A4,A4,E4,E4,E4,C3,C3,C3,C2,C3
160.75,74.1923,15,4.1667,E5,A4,A4,E4,E4,E4,C3,C3,C3,C2,C3
161.0,74.3077,15,4.3333,G5,E5,E5,E4,E4,E4,C3,C3,C3,C2,C3
161.25,74.4231,15,4.5,E5,E5,E5,E4,E4,E4,C3,C3,C3,C2,C3
161.5,74.5385,15,4.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
161.75,74.6538,15,4.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
162.0,74.7692,16,1.0,B4,B4,B4,E4,E4,E4,G2,G2,G2,G1,G2
162.25,74.8846,16,1.1667,E5,B4,B4,E4,E4,E4,G2,G2,G2,G1,G2
162.375,74.9423,16,1.25,F#5,B4,B4,E4,E4,E4,G2,G2,G2,G1,G2
162.5,75.0,16,1.3333,G5,E5,E5,E4,E4,E4,G2,G2,G2,G1,G2
162.75,75.1154,16,1.5,E5,E5,E5,E4,E4,E4,G2,G2,G2,G1,G2
163.0,75.2308,16,1.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
163.25,75.3462,16,1.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
163.5,75.4615,16,2.0,C5,C5,C5,E4,E4,E4,A2,A2,A2,A1,A2
163.75,75.5769,16,2.1667,E5,C5,C5,E4,E4,E4,A2,A2,A2,A1,A2
164.0,75.6923,16,2.3333,G5,E5,E5,E4,E4,E4,A2,A2,A2,A1,A2
164.25,75.8077,16,2.5,E5,E5,E5,E4,E4,E4,A2,A2,A2,A1,A2
164.5,75.9231,16,2.6667,E-5,G5,G5,E4,E4,E4,r,r,r,r,r
164.75,76.0385,16,2.8333,E5,G5,G5,E4,E4,E4,r,r,r,r,r
165.0,76.1538,16,3.0,B4,B4,B4,G4,G4,G4,B2,B2,B2,B1,B2
165.25,76.2692,16,3.1667,E5,B4,B4,G4,G4,G4,B2,B2,B2,B1,B2
165.375,76.3269,16,3.25,F#5,B4,B4,G4,G4,G4,B2,B2,B2,B1,B2
165.5,76.3846,16,3.3333,G5,E5,E5,B4,B4,B4,A2,A2,A2,A1,A2
165.75,76.5,16,3.5,E5,E5,E5,B4,B4,B4,A2,A2,A2,A1,A2
166.0,76.6154,16,3.6667,B4,E-5,E-5,F#4,F#4,F#4,B2,B2,B2,B1,B2
166.25,76.7308,16,3.8333,E-5,E-5,E-5,F#4,F#4,F#4,B2,B2,B2,B1,B2
166.5,76.8462,16,4.0,E5,E5,E5,G4,G4,G4,E2,E2,E2,E1,E2
166.75,76.9615,16,4.1667,C5,E5,E5,G4,G4,G4,E2,E2,E2,E1,E2
167.0,77.0769,16,4.3333,B4,E5,E5,G4,G4,G4,G2,G2,G2,G1,G2
167.25,77.1923,16,4.5,A4,E5,E5,G4,G4,G4,G2,G2,G2,G1,G2
167.5,77.3077,16,4.6667,G4,r,r,r,r,r,B2,B2,B2,B1,B2
167.75,77.4231,16,4.8333,F#4,r,r,r,r,r,B2,B2,B2,B1,B2
168.0,77.5385,17,1.0,E4,r,r,E4,E4,E4,E3,E3,E3,E2,E3
168.25,77.6538,17,1.1667,E-4,r,r,E4,E4,E4,E3,E3,E3,E2,E3
168.5,77.7692,17,1.3333,E4,r,r,G4,G4,G4,E3,E3,E3,E2,E3
168.75,77.8846,17,1.5,F#4,r,r,G4,G4,G4,E3,E3,E3,E2,E3
169.0,78.0,17,1.6667,G4,r,r,B4,B4,B4,r,r,r,r,r
169.25,78.1154,17,1.8333,A4,r,r,B4,B4,B4,r,r,r,r,r
169.5,78.2308,17,2.0,B4,r,r,E-4,E-4,E-4,r,r,r,r,r
169.75,78.3462,17,2.1667,C5,r,r,E-4,E-4,E-4,r,r,r,r,r
170.0,78.4615,17,2.3333,B4,r,r,F#4,F#4,F#4,r,r,r,r,r
170.25,78.5769,17,2.5,A4,r,r,F#4,F#4,F#4,r,r,r,r,r
170.5,78.6923,17,2.6667,G4,r,r,B4,B4,B4,r,r,r,r,r
170.75,78.8077,17,2.8333,F#4,r,r,B4,B4,B4,r,r,r,r,r
171.0,78.9231,17,3.0,G4,E4,r,E4,E4,E4,r,r,r,r,r
171.25,79.0385,17,3.1667,G4,E-4,r,E4,E4,E4,r,r,r,r,r
171.5,79.1538,17,3.3333,B4,E4,r,G4,G4,G4,r,r,r,r,r
171.75,79.2692,17,3.5,B4,F#4,r,G4,G4,G4,r,r,r,r,r
172.0,79.3846,17,3.6667,E5,G4,r,B4,B4,B4,r,r,r,r,r
172.25,79.5,17,3.8333,E5,A4,r,B4,B4,B4,r,r,r,r,r
172.5,79.6154,17,4.0,E-5,B4,r,B3,B3,B3,r,r,r,r,r
172.75,79.7308,17,4.1667,E5,C5,r,B3,B3,B3,r,r,r,r,r
173.0,79.8462,17,4.3333,E-5,B4,r,F#4,F#4,F#4,r,r,r,r,r
173.25,79.9615,17,4.5,C#5,A4,r,F#4,F#4,F#4,r,r,r,r,r
173.5,80.0769,17,4.6667,B4,G4,r,B4,B4,B4,r,r,r,r,r
173.75,80.1923,17,4.8333,A4,F#4,r,B4,B4,B4,r,r,r,r,r
174.0,80.3077,18,1.0,G4,G4,E4,E4,E4,E4,r,r,r,r,r
174.25,80.4231,18,1.1667,G4,G4,E-4,E-4,E-4,E-4,r,r,r,r,r
174.5,80.5385,18,1.3333,E4,B4,E4,E4,E4,E4,r,r,r,r,r
174.75,80.6538,18,1.5,E4,B4,F#4,F#4,F#4,F#4,r,r,r,r,r
175.0,80.7692,18,1.6667,B5,E5,G4,G4,G4,G4,r,r,r,r,r
175.25,80.8846,18,1.8333,B5,E5,A4,A4,A4,A4,r,r,r,r,r
175.5,81.0,18,2.0,B5,E-5,B4,B4,B4,B4,r,r,r,r,r
175.75,81.1154,18,2.1667,B5,E5,C5,C5,C5,C5,r,r,r,r,r
176.0,81.2308,18,2.3333,B5,E-5,B4,B4,B4,B4,r,r,r,r,r
176.25,81.3462,18,2.5,B5,C#5,A4,A4,A4,A4,r,r,r,r,r
176.5,81.4615,18,2.6667,B5,B4,G4,G4,G4,G4,r,r,r,r,r
176.75,81.5769,18,2.8333,B5,A4,F#4,F#4,F#4,F#4,r,r,r,r,r
177.0,81.6923,18,3.0,B5,G4,G4,E4,E4,E4,E3,E3,E3,E2,E3
177.25,81.8077,18,3.1667,B5,G4,G4,E4,E4,E4,E-3,E-3,E-3,E-2,E-3
177.5,81.9231,18,3.3333,B5,E4,B4,G4,G4,G4,E3,E3,E3,E2,E3
177.75,82.0385,18,3.5,B5,E4,B4,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
178.0,82.1538,18,3.6667,B5,B5,E5,B3,B3,B3,G3,G3,G3,G2,G3
178.25,82.2692,18,3.8333,B5,B5,E5,B3,B3,B3,A3,A3,A3,A2,A3
178.5,82.3846,18,4.0,B5,B5,E-5,F#4,F#4,F#4,B3,B3,B3,B2,B3
178.75,82.5,18,4.1667,B5,B5,E5,F#4,F#4,F#4,C4,C4,C4,C3,C4
179.0,82.6154,18,4.3333,B5,B5,E-5,A4,A4,A4,B3,B3,B3,B2,B3
179.25,82.7308,18,4.5,B5,B5,C#5,A4,A4,A4,A3,A3,A3,A2,A3
179.5,82.8462,18,4.6667,B5,B5,B4,B3,B3,B3,G3,G3,G3,G2,G3
179.75,82.9615,18,4.8333,B5,B5,A4,B3,B3,B3,F#3,F#3,F#3,F#2,F#3
180.0,83.0769,19,1.0,G5,B4,B4,G4,G4,G4,E3,E3,E3,E2,E3
180.25,83.1923,19,1.1667,A5,B4,C#5,G4,G4,G4,E-3,E-3,E-3,E-2,E-3
180.5,83.3077,19,1.3333,G5,E5,B4,G4,G4,G4,E3,E3,E3,E2,E3
180.75,83.4231,19,1.5,F#5,E5,A4,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
181.0,83.5385,19,1.6667,E5,B4,G4,G4,G4,G4,G3,G3,G3,G2,G3
181.25,83.6538,19,1.8333,D5,B4,F#4,G4,G4,G4,E3,E3,E3,E2,E3
181.5,83.7692,19,2.0,C#5,C#5,E4,G4,G4,G4,A3,A3,A3,A2,A3
181.75,83.8846,19,2.1667,B4,D5,E4,G4,G4,G4,B3,B3,B3,B2,B3
182.0,84.0,19,2.3333,C#5,C#5,A4,G4,G4,G4,A3,A3,A3,A2,A3
182.25,84.1154,19,2.5,D5,B4,A4,G4,G4,G4,G3,G3,G3,G2,G3
182.5,84.2308,19,2.6667,E5,A4,E4,G4,G4,G4,F#3,F#3,F#3,F#2,F#3
182.75,84.3462,19,2.8333,C#5,G4,E4,G4,G4,G4,E3,E3,E3,E2,E3
183.0,84.4615,19,3.0,F#5,A4,F#4,F#4,F#4,F#4,D3,D3,D3,D2,D3
183.25,84.5769,19,3.1667,G5,A4,B4,F#4,F#4,F#4,C#3,C#3,C#3,C#2,C#3
183.5,84.6923,19,3.3333,F#5,D5,A4,F#4,F#4,F#4,D3,D3,D3,D2,D3
183.75,84.8077,19,3.5,E5,D5,G4,F#4,F#4,F#4,E3,E3,E3,E2,E3
184.0,84.9231,19,3.6667,D5,A4,F#4,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
184.25,85.0385,19,3.8333,C#5,A4,E4,F#4,F#4,F#4,D3,D3,D3,D2,D3
184.5,85.1538,19,4.0,B4,B4,D4,F#4,F#4,F#4,G3,G3,G3,G2,G3
184.75,85.2692,19,4.1667,B-4,C5,D4,F#4,F#4,F#4,A3,A3,A3,A2,A3
185.0,85.3846,19,4.3333,B4,B4,G4,F#4,F#4,F#4,G3,G3,G3,G2,G3
185.25,85.5,19,4.5,C#5,A4,G4,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
185.5,85.6154,19,4.6667,D5,G4,D4,F#4,F#4,F#4,E3,E3,E3,E2,E3
185.75,85.7308,19,4.8333,B4,F#4,D4,F#4,F#4,F#4,D3,D3,D3,D2,D3
186.0,85.8462,20,1.0,E5,E4,E4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
186.25,85.9615,20,1.1667,F#5,E4,A4,E4,E4,E4,B2,B2,B2,B1,B2
186.5,86.0769,20,1.3333,E5,C#5,G4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
186.75,86.1923,20,1.5,D5,C#5,F#4,E4,E4,E4,D3,D3,D3,D2,D3
187.0,86.3077,20,1.6667,C#5,G5,E4,E4,E4,E4,E3,E3,E3,E2,E3
187.25,86.4231,20,1.8333,B4,G5,D4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
187.5,86.5385,20,2.0,B-4,B-4,C#4,E4,E4,E4,F#3,F#3,F#3,F#2,F#3
187.75,86.6538,20,2.1667,G#4,B-4,C#4,E4,E4,E4,G3,G3,G3,G2,G3
188.0,86.7692,20,2.3333,B-4,C#5,F#4,E4,E4,E4,F#3,F#3,F#3,F#2,F#3
188.25,86.8846,20,2.5,B4,C#5,F#4,E4,E4,E4,E3,E3,E3,E2,E3
188.5,87.0,20,2.6667,C#5,F#5,B-4,E4,E4,E4,D3,D3,D3,D2,D3
188.75,87.1154,20,2.8333,B-4,F#5,B-4,E4,E4,E4,C#3,C#3,C#3,C#2,C#3
189.0,87.2308,20,3.0,B4,B4,B4,D4,D4,D4,B2,B2,B2,B1,B2
189.25,87.3462,20,3.1667,B4,B4,B4,C#4,D4,D4,B2,B2,B2,B1,B2
189.5,87.4615,20,3.3333,D5,D5,D5,B3,F#4,F#4,B2,B2,B2,B1,B2
189.75,87.5769,20,3.5,D5,D5,D5,C#4,F#4,F#4,B2,B2,B2,B1,B2
190.0,87.6923,20,3.6667,F#5,F#5,F#5,D4,B4,B4,r,r,r,r,r
190.25,87.8077,20,3.8333,F#5,F#5,F#5,E4,B4,B4,r,r,r,r,r
190.5,87.9231,20,4.0,A4,B-4,B-4,F#4,C#4,C#4,F#2,F#2,F#2,F#1,F#2
190.75,88.0385,20,4.1667,A4,B-4,B-4,G4,C#4,C#4,F#2,F#2,F#2,F#1,F#2
191.0,88.1538,20,4.3333,C#5,C#5,C#5,F#4,E4,E4,F#2,F#2,F#2,F#1,F#2
191.25,88.2692,20,4.5,C#5,C#5,C#5,E4,E4,E4,F#2,F#2,F#2,F#1,F#2
191.5,88.3846,20,4.6667,F#5,F#5,F#5,D4,B-4,B-4,r,r,r,r,r
191.75,88.5,20,4.8333,F#5,F#5,F#5,C#4,B-4,B-4,r,r,r,r,r
192.0,88.6154,21,1.0,B4,B4,B4,D4,B3,B3,B2,B2,B2,B1,B2
192.25,88.7308,21,1.1667,B4,B4,B4,D4,B-3,B-3,B2,B2,B2,B1,B2
192.5,88.8462,21,1.3333,D5,D5,D5,F#4,B3,B3,B2,B2,B2,B1,B2
192.75,88.9615,21,1.5,D5,D5,D5,F#4,C#4,C#4,B2,B2,B2,B1,B2
193.0,89.0769,21,1.6667,F#5,F#5,F#5,B4,D4,D4,r,r,r,r,r
193.25,89.1923,21,1.8333,F#5,F#5,F#5,B4,E4,E4,r,r,r,r,r
193.5,89.3077,21,2.0,F#4,F#4,F#4,B-4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
193.75,89.4231,21,2.1667,F#4,F#4,F#4,B4,G4,G4,F#3,F#3,F#3,F#2,F#3
194.0,89.5385,21,2.3333,C#5,C#5,C#5,B-4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
194.25,89.6538,21,2.5,C#5,C#5,C#5,G#4,E4,E4,F#3,F#3,F#3,F#2,F#3
194.5,89.7692,21,2.6667,F#5,F#5,F#5,F#4,D4,D4,r,r,r,r,r
194.75,89.8846,21,2.8333,F#5,F#5,F#5,E4,C#4,C#4,r,r,r,r,r
195.0,90.0,21,3.0,B4,B4,B4,D4,D4,D4,B2,B2,B2,B1,B2
195.25,90.1154,21,3.1667,B-4,B-4,B-4,D4,D4,D4,B2,B2,B2,B1,B2
195.5,90.2308,21,3.3333,B4,B4,B4,B3,F#4,F#4,D3,D3,D3,D2,D3
195.75,90.3462,21,3.5,C#5,C#5,C#5,B3,F#4,F#4,D3,D3,D3,D2,D3
196.0,90.4615,21,3.6667,D5,D5,D5,F#4,B4,B4,F#3,F#3,F#3,F#2,F#3
196.25,90.5769,21,3.8333,E5,E5,E5,F#4,B4,B4,F#3,F#3,F#3,F#2,F#3
196.5,90.6923,21,4.0,F#5,F#5,F#5,F#4,B-4,B-4,B-2,B-2,B-2,B-1,B-2
196.75,90.8077,21,4.1667,G5,G5,G5,F#4,B4,B4,B-2,B-2,B-2,B-1,B-2
197.0,90.9231,21,4.3333,F#5,F#5,F#5,F#4,B-4,B-4,C#3,C#3,C#3,C#2,C#3
197.25,91.0385,21,4.5,E5,E5,E5,F#4,G#4,G#4,C#3,C#3,C#3,C#2,C#3
197.5,91.1538,21,4.6667,D5,D5,D5,F#4,F#4,F#4,F#3,F#3,F#3,F#2,F#3
197.75,91.2692,21,4.8333,C#5,C#5,C#5,F#4,E4,E4,F#3,F#3,F#3,F#2,F#3
198.0,91.3846,22,1.0,B4,B4,B4,F#4,D4,D4,B2,B2,B2,B1,B2
198.25,91.5,22,1.1667,B4,B4,B4,F#4,D4,D4,B-2,B-2,B-2,B-1,B-2
198.5,91.6154,22,1.3333,D5,D5,D5,F#4,B3,F#4,B2,B2,B2,B1,B2
198.75,91.7308,22,1.5,D5,D5,D5,F#4,B3,F#4,C#3,C#3,C#3,C#2,C#3
199.0,91.8462,22,1.6667,F#4,F#4,F#4,F#4,F#4,B4,D3,D3,D3,D2,D3
199.25,91.9615,22,1.8333,F#4,F#4,F#4,F#4,F#4,B4,E3,E3,E3,E2,E3
199.5,92.0769,22,2.0,C#5,C#5,C#5,F#4,F#4,B-4,F#3,F#3,F#3,F#2,F#3
199.75,92.1923,22,2.1667,C#5,C#5,C#5,F#4,F#4,B4,G3,G3,G3,G2,G3
200.0,92.3077,22,2.3333,E5,E5,E5,F#4,F#4,B-4,F#3,F#3,F#3,F#2,F#3
200.25,92.4231,22,2.5,E5,E5,E5,F#4,F#4,G#4,E3,E3,E3,E2,E3
200.5,92.5385,22,2.6667,F#4,F#4,F#4,F#4,F#4,F#4,D3,D3,D3,D2,D3
200.75,92.6538,22,2.8333,F#4,F#4,F#4,F#4,F#4,E4,C#3,C#3,C#3,C#2,C#3
201.0,92.7692,22,3.0,D5,D5,D5,D5,F#4,F#4,B2,B2,B2,B1,B2
201.25,92.8846,22,3.1667,D5,D5,D5,E5,F#4,G4,B-2,B-2,B-2,B-1,B-2
201.5,93.0,22,3.3333,D5,D5,D5,D5,B4,F#4,B2,B2,B2,B1,B2
201.75,93.1154,22,3.5,D5,D5,D5,C#5,B4,E4,C#3,C#3,C#3,C#2,C#3
202.0,93.2308,22,3.6667,D5,D5,D5,B4,F#4,D4,D3,D3,D3,D2,D3
202.25,93.3462,22,3.8333,D5,D5,D5,A4,F#4,C#4,B2,B2,B2,B1,B2
202.5,93.4615,22,4.0,D5,D5,D5,G4,G4,B3,E3,E3,E3,E2,E3
202.75,93.5769,22,4.1667,D5,D5,D5,F#4,A4,B3,F#3,F#3,F#3,F#2,F#3
203.0,93.6923,22,4.3333,D5,D5,D5,G4,G4,E4,E3,E3,E3,E2,E3
203.25,93.8077,22,4.5,D5,D5,D5,A4,F#4,E4,D3,D3,D3,D2,D3
203.5,93.9231,22,4.6667,D5,D5,D5,B4,E4,B3,C#3,C#3,C#3,C#2,C#3
203.75,94.0385,22,4.8333,D5,D5,D5,G4,D4,B3,B2,B2,B2,B1,B2
204.0,94.1538,23,1.0,C#5,C#5,C#5,C#5,E4,C#4,A2,A2,A2,A1,A2
204.25,94.2692,23,1.1667,C#5,C#5,C#5,D5,E4,F#4,G2,G2,G2,G1,G2
204.5,94.3846,23,1.3333,C#5,C#5,C#5,C#5,A4,E4,A2,A2,A2,A1,A2
204.75,94.5,23,1.5,C#5,C#5,C#5,B4,A4,D4,B2,B2,B2,B1,B2
205.0,94.6154,23,1.6667,C#5,C#5,C#5,A4,E4,C#4,C#3,C#3,C#3,C#2,C#3
205.25,94.7308,23,1.8333,C#5,C#5,C#5,G4,E4,B3,A2,A2,A2,A1,A2
205.5,94.8462,23,2.0,C#5,C#5,C#5,F#4,F#4,A3,D3,D3,D3,D2,D3
205.75,94.9615,23,2.1667,C#5,C#5,C#5,E4,G4,A3,E3,E3,E3,E2,E3
206.0,95.0769,23,2.3333,C#5,C#5,C#5,F#4,F#4,D4,D3,D3,D3,D2,D3
206.25,95.1923,23,2.5,C#5,C#5,C#5,G4,E4,D4,C#3,C#3,C#3,C#2,C#3
206.5,95.3077,23,2.6667,C#5,C#5,C#5,A4,D4,A3,B2,B2,B2,B1,B2
206.75,95.4231,23,2.8333,C#5,C#5,C#5,F#4,C#4,A3,A2,A2,A2,A1,A2
207.0,95.5385,23,3.0,B4,B4,B4,B4,D4,B3,G2,G2,G2,G1,G2
207.25,95.6538,23,3.1667,B4,B4,B4,C#5,D4,E4,F#2,F#2,F#2,F#1,F#2
207.5,95.7692,23,3.3333,B4,B4,B4,B4,G4,D4,G2,G2,G2,G1,G2
207.75,95.8846,23,3.5,B4,B4,B4,A4,G4,C#4,A2,A2,A2,A1,A2
208.0,96.0,23,3.6667,B4,B4,B4,G4,D4,B3,B2,B2,B2,B1,B2
208.25,96.1154,23,3.8333,B4,B4,B4,F#4,D4,A3,G2,G2,G2,G1,G2
208.5,96.2308,23,4.0,B4,B4,B4,E4,E4,G3,C#3,C#3,C#3,C#2,C#3
208.75,96.3462,23,4.1667,B4,B4,B4,D4,F#4,G3,D3,D3,D3,D2,D3
209.0,96.4615,23,4.3333,B4,B4,B4,E4,E4,G4,C#3,C#3,C#3,C#2,C#3
209.25,96.5769,23,4.5,B4,B4,B4,F#4,D4,G4,B2,B2,B2,B1,B2
209.5,96.6923,23,4.6667,B4,B4,B4,G4,C#4,C#4,B-2,B-2,B-2,B-1,B-2
209.75,96.8077,23,4.8333,B4,B4,B4,E4,B3,C#4,G#2,G#2,G#2,G#1,G#2
210.0,96.9231,24,1.0,B-4,B-4,B-4,F#4,C#4,F#4,F#2,F#2,F#2,F#1,F#2
210.25,97.0385,24,1.1667,C#5,B-4,B-4,F#4,C#4,F#4,F#2,F#2,F#2,F#1,F#2
210.5,97.1538,24,1.3333,F#4,C#5,B-4,C#4,B-3,F#4,F#2,F#2,F#2,F#1,F#2
210.75,97.2692,24,1.5,C#5,C#5,B-4,C#4,B-3,F#4,F#2,F#2,F#2,F#1,F#2
211.0,97.3846,24,1.6667,B-4,F#5,C#5,B-3,F#3,C#4,F#2,F#2,F#2,F#1,F#2
