qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,X,Hn. 1 in F,8,Hn
3.0,2,2.0,0.5,a,Fl. 1,0,Fl
12.0,7,1.0,0.0,X,Hn. 1 in F,8,Hn
15.0,8,2.0,0.5,a,Fl. 1,0,Fl
24.0,13,1.0,0.0,X,Hn. 1 in F,8,Hn
27.0,14,2.0,0.5,a,Kl. 1  in B,4,Cl
34.5,18,1.5,0.25,a,Fl. 1,0,Fl
36.0,19,1.0,0.0,a,Vln. I,20,Vln
40.0,21,1.0,0.0,X,Vln. I,20,Vln
43.0,22,2.0,0.5,a,Vc.,23,Vc
67.0,34,-64.0,0.5,a,Vln. II,21,Vln
68.0,35,1.0,0.0,a,Ob. 1,2,Ob
79.0,40,-76.0,0.5,a,Vln. I,20,Vln
80.0,41,1.0,0.0,a,Fl. 1,0,Fl
89.0,45,2.0,0.5,a,Kl. 1  in B,4,Cl
101.0,51,2.0,0.5,a,Vla.,22,Str
109.0,55,2.0,0.5,Y,Vln. II,21,Vln
113.0,57,-110.0,0.5,a,Vln. I,20,Vln
114.0,58,1.0,0.0,a,Ob. 1,2,Ob
121.0,61,2.0,0.5,a,Fl. 1,0,Fl
125.0,63,2.0,0.5,a,Vln. I,20,Vln
129.0,65,2.0,0.5,a,Hn. 1 in F,8,Hn
136.0,69,1.0,0.0,a,Vln. I,20,Vln
141.0,71,2.0,0.5,a,Kl. 1  in B,4,Cl
148.5,75,1.5,0.25,a,Vln. I,20,Vln
150.0,76,1.0,0.0,a,Vln. II,21,Vln
152.5,77,1.5,0.25,a,Vln. I,20,Vln
154.0,78,1.0,0.0,a,Vln. II,21,Vln
156.5,79,1.5,0.25,a,Vln. I,20,Vln
158.5,80,1.5,0.25,a,Vln. I,20,Vln
160.5,81,1.5,0.25,a,Vln. I,20,Vln
172.0,87,1.0,0.0,X,Hn. 1 in F,8,Hn
175.0,88,2.0,0.5,a,Fl. 1,0,Fl
184.0,93,1.0,0.0,X,Hn. 1 in F,8,Hn
187.0,94,2.0,0.5,a,Fl. 1,0,Fl
196.0,99,1.0,0.0,X,Hn. 1 in F,8,Hn
199.0,100,2.0,0.5,a,Kl. 1  in B,4,Cl
206.5,104,1.5,0.25,a,Fl. 1,0,Fl
208.0,105,1.0,0.0,a,Vln. I,20,Vln
212.0,107,1.0,0.0,X,Tpt. 1 in F,12,Tpt
215.0,108,2.0,0.5,a,A. Psn.,15,Trb
217.0,109,2.0,0.5,a,Hn. 1 in F,8,Hn
224.0,113,1.0,0.0,X,Tpt. 1 in F,12,Tpt
227.0,114,2.0,0.5,a,A. Psn.,15,Trb
229.0,115,2.0,0.5,a,Hn. 1 in F,8,Hn
236.0,119,1.0,0.0,a,Vc.,23,Vc
238.0,120,1.0,0.0,a,Hn. 1 in F,8,Hn
240.0,121,1.0,0.0,a,Vc.,23,Vc
242.0,122,1.0,0.0,a,Hn. 1 in F,8,Hn
244.0,123,1.0,0.0,a,Vc.,23,Vc
246.0,124,1.0,0.0,a,Hn. 1 in F,8,Hn
250.0,126,1.0,0.0,a,Fl. 1,0,Fl
256.0,129,1.0,0.0,X,Hn. 1 in F,8,Hn
259.0,130,-256.0,0.5,a,Vln. II,21,Vln
272.0,137,1.0,0.0,X,Hn. 1 in F,8,Hn
275.0,138,2.0,0.5,a,Vln. I,20,Vln
