qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,Eb Horn 3,Bb Trumpet 1,Bb Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
1879.0,1884.0,P8(Oboe 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Oboe 2)&P8(Violin 1),P8(Flute 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 2)&P8(Violin 1),,,Main Part,U(Main)&U(Violoncello)&P8(Contrabass),,P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani),P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani),P8(Flute 1)&U(Oboe 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani),P8(Flute 1)&P8(Oboe 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani),P8(Flute 1)&P8(Oboe 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),P8(Flute 2)&P8(Oboe 2),,,U(Main)&U(Bassoon 2)&P8(Contrabass),P8(Main)&P8(Bassoon 2)&P8(Violoncello)
1884.0,1909.0,,,,,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,P8(Main),,P8(Contrabass),P8(Violoncello)
1909.0,1915.0,,,,,Main Part,P3(Main)&P3(Bassoon 1)&P5(Bassoon 2),P8(Main)&P3(Bb Clarinet 2)&P3(Bassoon 2),P3(Main)&P5(Bb Clarinet 2)&P3(Bassoon 1),,,,,,,,,,,
1915.0,1918.0,,,Main Part,,,P8(Main)&P5(Bassoon 2),,P5(Main)&P5(Bb Clarinet 2),,,,,,,,,,,
1918.0,1921.0,,,P8(Bb Clarinet 2)&P5(Bassoon 2),,,P8(Oboe 1)&P5(Bassoon 2),Main Part,P5(Oboe 1)&P5(Bb Clarinet 2),,,,,,,P5(Violin 2)&P8(Viola)&P2(Violoncello),P5(Violin 1)&P5(Viola)&P4(Violoncello),P8(Violin 1)&P5(Violin 2)&P2(Violoncello),P2(Violin 1)&P4(Violin 2)&P2(Viola),
1921.0,1931.0,,,,,,,,,,,,,,,Main Part,,P2(Violoncello),P2(Viola),
1931.0,1936.0,Main Part,,,,P4(Bb Clarinet 2)&P2(Bassoon 2),P4(Bb Clarinet 1)&P5(Bassoon 2),,P2(Bb Clarinet 1)&P5(Bb Clarinet 2),,,,,,,,,,,
1936.0,1939.0,P3(Eb Horn 3),,Main Part,,P2(Main)&P4(Bb Clarinet 2)&P8(Bassoon 1),P3(Main)&P4(Bb Clarinet 1)&P4(Bassoon 1),P2(Main)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2),,,,P3(Flute 1),,,,,,,,
1939.0,1945.0,Main Part,,P2(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(Eb Horn 3),,P2(Oboe 1)&P4(Bb Clarinet 2)&P8(Bassoon 1)&P4(Bassoon 2)&P2(Eb Horn 3),P3(Oboe 1)&P4(Bb Clarinet 1)&P4(Bassoon 1)&P7(Bassoon 2)&P3(Eb Horn 3),P2(Oboe 1)&P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P4(Bassoon 2)&P2(Eb Horn 3),P5(Oboe 1)&P4(Bb Clarinet 1)&P7(Bb Clarinet 2)&P4(Bassoon 1)&P5(Eb Horn 3),,,P8(Oboe 1)&P2(Bb Clarinet 1)&P3(Bb Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2),,,,,,,P8(Contrabass),P8(Violoncello)
1945.0,1948.0,,,,,,,,,,,,,,,P3(Violin 2)&P7(Viola),P3(Violin 1)&P5(Viola),P7(Violin 1)&P5(Violin 2),Main Part,P8(Main)
1948.0,1951.0,,,,,,,,,,,,,,,Main Part,,P7(Main),P8(Contrabass),P8(Violoncello)
1951.0,1957.0,,,P4(Bassoon 1),,Main Part,,P4(Oboe 1),,,,,,,,,P3(Viola),P3(Violin 2),P8(Contrabass),P8(Violoncello)
1957.0,1986.0,U(Flute 2)&P8(Bb Clarinet 1),U(Flute 1)&P8(Bb Clarinet 1),P8(Bb Clarinet 2),,P8(Flute 1)&P8(Flute 2),P8(Oboe 1),,,P8(Eb Horn 2),P8(Eb Horn 1),,,,,Main Part,,,,
1986.0,1999.0,P8(Flute 2),P8(Flute 1),,,,,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,Main Part,,,,
1999.0,2010.0,Main Part,P8(Main)&U(Oboe 2),,P8(Main)&U(Flute 2),,,P8(Bassoon 2),P8(Bassoon 1),,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
2010.0,2024.5,P8(Bb Clarinet 1),,P8(Bb Clarinet 2),,P8(Flute 1),P8(Oboe 1),,,P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2),P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2),U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1),,Main Part,,,P8(Contrabass),P8(Violoncello)
2024.5,2055.0,Main Part,,,,P8(Main)&U(Violin 2),,,,,,,P8(Bb Trumpet 2),P8(Bb Trumpet 1),,,P8(Main)&U(Bb Clarinet 1),,P8(Contrabass),P8(Violoncello)
2055.0,2058.0,,,,,P4(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P4(Violin 1)&P4(Violin 2)&P8(Viola)&P2(Violoncello),P4(Bb Clarinet 1)&P2(Bassoon 1)&P5(Bassoon 2)&P8(Violin 1)&U(Violin 2)&P4(Viola)&P5(Violoncello),P3(Bb Clarinet 1)&P2(Bb Clarinet 2)&P4(Bassoon 2)&P2(Violin 1)&P2(Violin 2)&P3(Viola)&P4(Violoncello),P2(Bb Clarinet 1)&P5(Bb Clarinet 2)&P4(Bassoon 1)&P5(Violin 1)&P5(Violin 2)&P2(Viola)&U(Violoncello),Main Part,P8(Main),,,,,P4(Bb Clarinet 1)&P8(Bb Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(Violin 2)&P4(Viola)&P5(Violoncello),P4(Bb Clarinet 1)&U(Bb Clarinet 2)&P2(Bassoon 1)&P5(Bassoon 2)&P8(Violin 1)&P4(Viola)&P5(Violoncello),P8(Bb Clarinet 1)&P4(Bb Clarinet 2)&P3(Bassoon 1)&P2(Bassoon 2)&P4(Violin 1)&P4(Violin 2)&P2(Violoncello),P2(Bb Clarinet 1)&P5(Bb Clarinet 2)&P4(Bassoon 1)&U(Bassoon 2)&P5(Violin 1)&P5(Violin 2)&P2(Viola),
2058.0,2061.0,,,,,P3(Bassoon 1),P5(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P5(Violoncello),P3(Bb Clarinet 1),P5(Bb Clarinet 2)&P5(Eb Horn 1)&P5(Eb Horn 2)&U(Violoncello),U(Bb Clarinet 2)&P5(Bassoon 2)&P8(Eb Horn 2)&P5(Violoncello),P8(Bb Clarinet 2)&P5(Bassoon 2)&P8(Eb Horn 1)&P5(Violoncello),,,,,Main Part,P8(Main),,P5(Bb Clarinet 2)&U(Bassoon 2)&P5(Eb Horn 1)&P5(Eb Horn 2),
2061.0,2064.0,,,,,P3(Bassoon 1),,P3(Bb Clarinet 1),U(Violoncello),Main Part,P8(Main),,,,,P8(Violin 2),P8(Violin 1),,U(Bassoon 2),
2064.0,2086.5,,,,,,,,,,,,U(Bb Trumpet 2),U(Bb Trumpet 1),,Main Part,P8(Main),,,
2086.5,2091.0,P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Main)&P8(Bb Trumpet 2),P8(Bassoon 2)&P3(Violin 2),P8(Eb Horn 3)&P3(Violin 1),,,P3(Flute 1)&P3(Bassoon 1)&P3(Main)&P3(Bb Trumpet 2),P8(Flute 1)&P3(Bb Clarinet 2)&P8(Main)&P8(Bb Trumpet 2),P8(Flute 2)&P3(Violin 2),,U(Violoncello)&P8(Contrabass),P8(Oboe 1)&P3(Violin 1),Main Part,P8(Flute 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Main),,P3(Oboe 1)&P3(Eb Horn 3),P3(Flute 2)&P3(Bassoon 2),,U(Eb Horn 2)&P8(Contrabass),P8(Eb Horn 2)&P8(Violoncello)
2091.0,2092.0,U(Flute 2)&P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P3(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P3(Oboe 2)&P3(Bb Clarinet 1)&P8(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P8(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Main)&P3(Violoncello)&P3(Contrabass),U(Flute 1)&U(Flute 2)&P3(Oboe 1)&U(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&U(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&U(Eb Horn 3)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Main)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&U(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Eb Horn 1)&U(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&P3(Eb Horn 3)&U(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P3(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(Bb Clarinet 1)&U(Bb Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Eb Horn 1)&P3(Eb Horn 2)&P3(Bb Trumpet 1)&P3(Bb Trumpet 2)&P3(Timpani)&P3(Main)&P3(Violoncello)&P3(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&U(Bb Trumpet 1)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Main)&U(Violoncello)&P8(Contrabass),Main Part,,,P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P3(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P3(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)
2092.0,2094.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Violin 1)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Violin 1)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Violin 1)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Violin 1)&U(Violoncello)&P8(Contrabass),U(Flute 1)&U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Main),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Violin 1)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Violin 1)&P8(Violoncello)
2094.0,2095.0,U(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),U(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&U(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&U(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&U(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&P8(Bb Trumpet 1)&U(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Bassoon 2)&U(Eb Horn 1)&P8(Eb Horn 2)&U(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Timpani)&P8(Main)&P8(Violoncello)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Main)&U(Violoncello)&P8(Contrabass),Main Part,P8(Viola),P8(Violin 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&U(Bassoon 2)&P8(Eb Horn 1)&U(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&U(Timpani)&P8(Main)&P8(Contrabass),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Eb Horn 1)&P8(Eb Horn 2)&P8(Eb Horn 3)&P8(Bb Trumpet 1)&P8(Bb Trumpet 2)&P8(Timpani)&P8(Main)&P8(Violoncello)
