score_qstamp,qstamp,measure,beat,246970_tstamp,831988_tstamp,728900_tstamp,728913_tstamp,728891_tstamp,728895_tstamp,729159_tstamp,728920_tstamp,736745_tstamp,728955_tstamp,728954_tstamp,728933_tstamp,728925_tstamp,728905_tstamp,728909_tstamp,728942_tstamp,728956_tstamp,728960_tstamp
410.5,410.5,137,3.5,30.2257,30.2257,80.9185,68.0333,77.3333,40.0533,70.7911,88.2533,94.0867,161.8389,76.7963,78.7143,75.8104,77.7029,82.3333,32.3642,89.2768,83.7483
411.0,411.0,138,1.0,30.2268,30.2268,81.04,68.2,77.347,40.22,70.94,88.42,94.14,161.8411,76.82,78.7145,75.8147,77.7081,82.5,32.3704,89.3,83.75
411.5,411.5,138,1.5,30.228,30.228,81.141,68.3667,77.3542,40.2867,71.1008,88.5251,94.3067,161.8427,76.9867,78.7148,75.8191,77.7133,82.6667,32.3765,89.443,83.7517
412.0,412.0,138,2.0,30.2291,30.2291,81.1933,68.5333,77.3933,40.4533,71.1333,88.5379,94.4608,161.8442,77.1366,78.715,75.9533,77.7185,82.8333,32.4408,89.4613,83.7535
412.5,412.5,138,2.5,30.2303,30.2303,81.36,68.7,77.56,40.62,71.2475,88.66,94.4712,161.8458,77.24,78.7153,76.05,77.7292,83.0,32.4512,89.478,83.7552
413.0,413.0,138,3.0,30.2314,30.2314,81.5267,68.7313,77.6067,40.7867,71.3267,88.8267,94.5067,161.8474,77.3467,78.7155,76.1467,77.7667,83.1667,32.4867,89.484,83.7569
413.5,413.5,138,3.5,30.2326,30.2326,81.6933,68.7833,77.7567,40.9533,71.4933,88.9933,94.6333,161.8489,77.4648,78.7158,76.3133,77.9022,83.3333,32.6533,89.4885,83.7587
414.0,414.0,139,1.0,30.2337,30.2337,81.7432,68.9,77.82,41.12,71.62,89.12,94.8,161.8505,77.48,78.716,76.48,77.98,83.5,32.82,89.493,83.8
414.5,414.5,139,1.5,30.2348,30.2348,81.7475,69.0667,77.8437,41.2867,71.7867,89.2867,94.9667,161.852,77.5358,78.7163,76.5436,78.1467,83.6667,32.9867,89.4975,83.9019
415.0,415.0,139,2.0,30.236,30.236,81.7519,69.2333,77.8478,41.4533,71.9533,89.4533,95.1333,161.8536,77.5436,78.7165,76.5491,78.3133,83.8333,33.1404,89.5733,83.9067
415.5,415.5,139,2.5,30.2371,30.2371,81.7563,69.4,77.852,41.62,72.1,89.62,95.28,161.8551,77.5481,78.7168,76.5547,78.48,84.0,33.1455,89.74,83.9114
416.0,416.0,139,3.0,30.2383,30.2383,81.7624,69.5667,77.8562,41.7867,72.2667,89.7867,95.4467,161.8567,77.5526,78.717,76.5667,78.6467,84.0264,33.1505,89.9067,83.9162
416.5,416.5,139,3.5,30.2394,30.2394,81.7776,69.7333,77.8627,41.9533,72.3389,89.9533,95.6133,161.8583,77.5571,78.7173,76.5992,78.8133,84.0336,33.1556,90.0733,83.9533
417.0,417.0,140,1.0,30.32,30.32,81.82,69.9,77.96,42.12,72.42,90.12,95.75,161.8598,77.62,78.7175,76.64,78.98,84.06,33.1612,90.24,84.12
417.25,417.25,140,1.25,30.4033,30.4033,81.8416,69.9833,78.0433,42.2033,72.4454,90.2033,95.8207,161.9033,77.7033,78.7177,76.7233,79.0633,84.1433,33.1661,90.3233,84.2033
417.5,417.5,140,1.5,30.4867,30.4867,81.8437,70.0167,78.1267,42.2867,72.4558,90.2867,95.8373,161.9233,77.761,78.7178,76.8067,79.1467,84.2067,33.171,90.4067,84.2867
417.75,417.75,140,1.75,30.57,30.57,81.8458,70.0229,78.21,42.37,72.4615,90.3217,95.9001,161.9275,77.7641,78.7179,76.8244,79.23,84.2429,33.1759,90.4802,84.37
418.0,418.0,140,2.0,30.6533,30.6533,81.8478,70.0264,78.2237,42.4533,72.4639,90.3244,95.9014,161.9317,77.7672,78.718,76.8296,79.3133,84.2478,33.1803,90.4815,84.4533
418.5,418.5,140,2.5,30.82,30.82,81.852,70.0333,78.232,42.62,72.4688,90.33,95.9038,161.94,77.7733,78.7183,76.84,79.4221,84.2576,33.1836,90.4842,84.62
419.0,419.0,140,3.0,30.9867,30.9867,81.8562,70.0467,78.2467,42.7867,72.4737,90.3356,95.9062,162.0267,77.7795,78.7185,76.8867,79.4281,84.3267,33.1869,90.4869,84.7867
419.5,419.5,140,3.5,31.0533,31.0533,81.8733,70.0856,78.299,42.9005,72.4786,90.3733,95.9086,162.1933,77.8733,78.7188,76.9033,79.434,84.3433,33.1903,90.4896,84.9533
420.0,420.0,141,1.0,31.22,31.22,82.04,70.0925,78.34,42.9069,72.6,90.54,95.911,162.36,78.02,78.719,76.9068,79.44,84.3468,33.1936,90.4923,85.12
420.5,420.5,141,1.5,31.3867,31.3867,82.2067,70.0994,78.5067,42.9133,72.7667,90.7067,95.9134,162.5267,78.1867,78.7193,76.9104,79.4844,84.3504,33.1969,90.4949,85.2867
421.0,421.0,141,2.0,31.5242,31.5242,82.3412,70.2533,78.6627,42.9197,72.9333,90.737,95.9158,162.6933,78.2261,78.7195,76.9139,79.4901,84.3539,33.2017,90.4976,85.3983
421.25,421.25,141,2.25,31.5346,31.5346,82.3442,70.3367,78.6793,42.9661,73.0167,90.7481,95.9171,162.7628,78.2298,78.7197,76.9157,79.493,84.3557,33.2121,90.499,85.4431
421.5,421.5,141,2.5,31.58,31.58,82.3471,70.42,78.76,42.98,73.1,90.76,95.9183,162.7767,78.2336,78.7198,76.9174,79.4959,84.3574,33.24,90.52,85.45
421.75,421.75,141,2.75,31.6633,31.6633,82.3501,70.5433,78.8433,43.0633,73.1833,90.8033,95.9195,162.8433,78.2374,78.7199,76.9192,79.4987,84.3592,33.3233,90.5847,85.4569
422.0,422.0,141,3.0,31.7467,31.7467,82.3531,70.6334,78.9267,43.1467,73.2608,90.8627,95.9667,162.9267,78.2667,78.7213,76.9667,79.5467,84.4005,33.4067,90.6067,85.5067
422.25,422.25,141,3.25,31.83,31.83,82.3561,70.77,79.01,43.2225,73.2713,90.871,96.05,163.01,78.35,78.7255,76.9809,79.567,84.4064,33.466,90.69,85.5675
422.5,422.5,141,3.5,31.9133,31.9133,82.359,70.8799,79.0766,43.2415,73.2933,90.8793,96.1333,163.0933,78.4333,78.7297,76.9821,79.5753,84.4124,33.4933,90.7733,85.6133
422.75,422.75,141,3.75,31.9967,31.9967,82.4167,70.9767,79.1567,43.2507,73.3767,90.9567,96.1485,163.1767,78.5167,78.7338,76.9832,79.5806,84.4183,33.5767,90.8567,85.6967
423.0,423.0,142,1.0,32.08,32.08,82.5,71.06,79.24,43.26,73.46,91.04,96.1578,163.26,78.6,78.738,76.9843,79.5818,84.4604,33.66,90.94,85.78
423.25,423.25,142,1.25,32.1633,32.1633,82.5801,71.1433,79.3233,43.2617,73.5433,91.1201,96.1944,163.3402,78.6833,78.7405,76.9854,79.5831,84.4622,33.7433,91.0233,85.8633
423.5,423.5,142,1.5,32.2402,32.2402,82.5819,71.2267,79.4067,43.2634,73.6267,91.1219,96.2667,163.3454,78.7667,78.7413,76.9866,79.5844,84.4639,33.8267,91.1067,85.9206
423.75,423.75,142,1.75,32.2421,32.2421,82.5838,71.31,79.49,43.2651,73.71,91.1238,96.35,163.3506,78.85,78.7422,76.9877,79.5857,84.4656,33.905,91.1407,85.9226
424.0,424.0,142,2.0,32.2441,32.2441,82.5856,71.3933,79.5403,43.2668,73.7933,91.1256,96.4037,163.3558,78.9333,78.7431,76.9888,79.587,84.4674,33.9733,91.1418,85.9246
424.5,424.5,142,2.5,32.2481,32.2481,82.5893,71.56,79.5417,43.2702,73.96,91.1293,96.44,163.46,79.1,78.7448,76.9911,79.5895,84.4708,34.0286,91.1441,85.9286
425.0,425.0,142,3.0,32.2521,32.2521,82.593,71.7267,79.5431,43.2736,74.1267,91.133,96.6067,163.6267,79.1867,78.7465,76.9933,79.5921,84.4743,34.0467,91.1464,85.9325
425.25,425.25,142,3.25,32.254,32.254,82.5949,71.81,79.5438,43.2753,74.21,91.1349,96.69,163.71,79.27,78.7474,76.9945,79.5934,84.476,34.13,91.1475,85.9345
425.5,425.5,142,3.5,32.256,32.256,82.5967,71.8267,79.5445,43.277,74.2933,91.1367,96.7733,163.7933,79.3533,78.7483,76.9956,79.5947,84.4778,34.2133,91.1487,85.9365
425.75,425.75,142,3.75,32.258,32.258,82.5986,71.8342,79.5452,43.2787,74.3767,91.1386,96.8567,163.8767,79.4367,78.7491,76.9967,79.5959,84.4795,34.2967,91.1498,85.9385
426.0,426.0,143,1.0,32.26,32.26,82.62,71.86,79.5459,43.29,74.46,91.1405,96.94,163.96,79.5004,78.75,76.9978,79.5972,84.54,34.38,91.151,85.96
426.25,426.25,143,1.25,32.3201,32.3201,82.7033,71.9433,79.5466,43.3079,74.487,91.1425,97.0233,164.0433,79.502,78.7509,76.999,79.5985,84.6233,34.4013,91.1521,86.0433
426.5,426.5,143,1.5,32.322,32.322,82.7802,72.0267,79.5473,43.3183,74.4963,91.1446,97.1033,164.1267,79.5036,78.7517,77.0067,79.5998,84.7067,34.4031,91.1532,86.1009
426.75,426.75,143,1.75,32.3239,32.3239,82.7833,72.11,79.5481,43.39,74.5007,91.1466,97.1212,164.21,79.5052,78.7526,77.09,79.67,84.79,34.4048,91.1544,86.1038
427.0,427.0,143,2.0,32.3258,32.3258,82.7864,72.1648,79.5488,43.4216,74.5018,91.1486,97.1233,164.2933,79.5068,78.7535,77.1733,79.7533,84.8248,34.4065,91.1555,86.1067
428.0,428.0,143,3.0,32.3333,32.3333,82.7988,72.3071,79.5516,43.4317,74.5064,91.1567,97.1314,164.6267,79.5132,78.7569,77.5067,80.0867,85.0067,34.4135,91.16,86.1182
429.0,429.0,144,1.0,32.38,32.38,83.1,72.46,79.5544,43.5,74.511,91.36,97.1395,164.88,79.5196,78.7806,77.84,80.42,85.34,34.44,91.1623,86.4
430.0,430.0,144,2.0,32.6631,32.6333,83.3029,72.6733,79.5572,43.6733,74.5155,91.5061,97.162,165.0805,79.7533,78.7901,78.1533,80.7533,85.4993,34.7733,91.1645,86.6733
431.0,431.0,144,3.0,32.7267,32.6505,83.3101,72.7067,79.5667,43.8479,74.5202,91.5195,97.1642,165.0816,79.8067,78.7996,78.2267,80.8067,85.5181,35.0867,91.1667,86.7067
432.0,432.0,145,1.0,32.82,32.7,83.3174,72.8618,79.6848,43.94,74.5313,91.62,97.1664,165.0827,79.9206,78.8188,78.42,81.085,85.532,35.34,91.1689,86.76
433.0,433.0,145,2.0,32.9441,32.9427,83.3276,72.9003,79.692,44.2733,74.6133,91.9001,97.1687,165.0839,79.9304,78.846,78.6533,81.2533,85.5433,35.3815,91.1712,87.0933
434.0,434.0,145,3.0,32.9532,32.9526,83.3395,72.9012,79.6993,44.6067,74.6867,91.9004,97.1709,165.085,79.9401,78.8528,78.9867,81.4667,85.5517,35.3852,91.1734,87.4267
435.0,435.0,146,1.0,33.04,33.04,83.341,72.9021,79.7412,44.76,74.7246,91.9008,97.1732,165.0862,79.9468,78.8596,79.0262,81.4867,85.56,35.3889,91.1756,87.5259
436.0,436.0,146,2.0,33.3733,33.3733,83.3421,72.903,79.7733,45.0933,74.7297,91.9012,97.1754,165.0873,79.9535,78.9333,79.0332,81.4936,85.6003,35.3926,91.1778,87.534
437.0,437.0,146,3.0,33.6867,33.6867,83.3432,72.9039,79.9469,45.1703,74.7349,91.9016,97.1776,165.0885,79.9667,78.9605,79.0467,81.5267,85.601,35.3963,91.1867,87.6267
438.0,438.0,147,1.0,34.02,34.02,83.3442,72.9048,79.98,45.26,74.74,91.902,97.1799,165.0896,80.18,79.06,79.28,81.8,85.6017,35.4,91.46,87.82
439.0,439.0,147,2.0,34.3203,34.3203,83.3453,72.9057,80.2533,45.479,74.865,91.9024,97.1809,165.0908,80.4733,79.3933,79.4333,81.865,85.6024,35.4251,91.5409,87.9253
440.0,440.0,147,3.0,34.3232,34.3232,83.3464,72.9066,80.5867,45.529,74.8727,91.9027,97.1819,165.0919,80.8067,79.7267,79.4693,81.8727,85.6031,35.431,91.5422,87.9329
441.0,441.0,148,1.0,34.3261,34.3261,83.3475,72.9075,80.82,45.5394,74.9,91.9031,97.1828,165.0931,80.8212,80.02,79.4794,81.9,85.6038,35.4368,91.5434,87.96
443.0,443.0,148,3.0,34.3319,34.3319,83.3496,72.9093,81.0699,45.5666,75.3408,91.9039,97.1847,165.0953,80.8237,80.4881,79.6268,82.3656,85.6052,35.4794,91.5459,88.1515
444.0,444.0,149,1.0,34.3348,34.3348,83.3507,72.9102,81.0777,45.5711,75.342,91.9043,97.1857,165.0965,80.8249,80.5,79.6312,82.3746,85.6059,35.68,91.5471,88.16
446.0,446.0,149,3.0,34.4067,34.4067,83.3528,72.912,81.1635,45.5867,75.3444,91.9051,97.1876,165.0988,80.8274,80.8693,79.6467,82.3819,85.6073,36.3156,91.5495,88.4416
446.5,446.5,149,3.5,34.6133,34.6133,83.3534,72.9124,81.1646,45.611,75.345,91.9052,97.1881,165.0994,80.8281,80.8743,79.7206,82.3826,85.6077,36.3694,91.5502,88.4424
447.0,447.0,150,1.0,34.78,34.78,83.3539,72.9128,81.1658,45.66,75.3456,91.9054,97.1886,165.0999,80.8287,80.8794,79.7216,82.3833,85.6081,36.42,91.5508,88.4431
449.0,449.0,150,3.0,35.3467,35.3467,83.356,72.9146,81.1705,45.7844,75.348,91.9062,97.1905,165.108,80.8312,80.9117,79.7258,82.3861,85.6095,37.0867,91.5532,88.4459
450.0,450.0,151,1.0,35.68,35.68,83.3571,72.9155,81.1729,45.7871,75.3492,91.9066,97.1915,165.1121,80.8324,80.92,79.7278,82.3875,85.6102,37.32,91.5545,88.4473
450.5,450.5,151,1.5,35.8467,35.8467,83.3576,72.916,81.1741,45.7884,75.3498,91.9068,97.192,165.1142,80.8331,81.0867,79.7289,82.3882,85.6105,37.4867,91.5551,88.448
451.0,451.0,151,2.0,36.0133,36.0133,83.3582,72.9164,81.1753,45.7898,75.3504,91.907,97.1924,165.1162,80.8337,81.2218,79.7299,82.3889,85.6109,37.6533,91.5557,88.4487
451.5,451.5,151,2.5,36.18,36.18,83.3587,72.9169,81.1765,45.7911,75.351,91.9072,97.1929,165.1183,80.8343,81.2305,79.7309,82.3895,85.6112,37.82,91.5563,88.4494
452.0,452.0,151,3.0,36.3467,36.3467,83.3592,72.9173,81.1776,45.7925,75.3516,91.9074,97.1934,165.1467,80.8349,81.2393,79.732,82.3902,85.6116,37.9867,91.5569,88.4502
452.5,452.5,151,3.5,36.5133,36.5133,83.3598,72.9178,81.1788,45.7938,75.3523,91.9075,97.1939,165.171,80.8356,81.3078,79.733,82.3909,85.6119,38.1533,91.5575,88.4509
453.0,453.0,152,1.0,36.66,36.66,83.46,72.9182,81.18,45.7952,75.3529,91.9077,97.1944,165.22,80.8362,81.34,79.734,82.3916,85.6123,38.32,91.5582,88.4516
455.0,455.0,152,3.0,36.874,36.874,83.8005,72.9222,81.7837,45.8667,75.3553,91.9085,97.1963,166.1867,80.8387,81.9467,79.7382,82.3944,85.6137,38.7037,91.7201,88.4544
456.0,456.0,153,1.0,36.8837,36.8837,83.8069,73.22,81.84,45.9062,75.3565,91.9089,97.1972,166.52,80.8399,82.22,79.78,82.3958,85.6144,38.7079,91.7252,88.4558
458.0,458.0,153,3.0,36.9869,36.9869,83.8197,73.4267,81.9267,45.9267,75.3589,91.9097,97.1992,167.2067,80.8535,82.5667,79.8667,82.3985,85.6158,38.7165,91.7353,88.4587
459.0,459.0,154,1.0,37.7,37.7,83.88,73.7,81.9885,46.06,75.3601,91.91,97.22,167.56,80.8601,82.9,79.93,82.3999,85.6165,38.78,91.76,88.47
459.5,459.5,154,1.5,37.8667,37.8667,83.9467,73.8667,81.9935,46.2267,75.3606,91.9102,97.2202,167.7267,80.8606,83.0667,79.9604,82.4002,85.6169,38.9467,91.9001,88.4963
460.0,460.0,154,2.0,38.0333,38.0333,84.0435,73.9504,81.9986,46.3933,75.3611,91.9104,97.2204,167.8933,80.8611,83.2333,79.9609,82.4004,85.6172,39.1133,91.9006,88.5002
460.5,460.5,154,2.5,38.2,38.2,84.0514,74.04,82.0007,46.4402,75.3616,91.9106,97.2207,168.06,80.8616,83.4,79.9615,82.4006,85.6176,39.28,91.9011,88.5004
461.0,461.0,154,3.0,38.3667,38.3667,84.0594,74.2067,82.0017,46.4404,75.3622,91.9108,97.2209,168.2267,80.8621,83.5667,79.962,82.4008,85.6179,39.4467,91.9015,88.5006
461.5,461.5,154,3.5,38.5233,38.5233,84.1004,74.3733,82.0028,46.4406,75.3627,91.911,97.2211,168.3933,80.8626,83.7333,79.9626,82.401,85.6183,39.6133,91.902,88.5008
462.0,462.0,155,1.0,38.64,38.64,84.1011,74.54,82.0038,46.4408,75.3632,91.9112,97.2213,168.56,80.8631,83.9,79.9632,82.4012,85.6186,39.78,91.9025,88.501
462.5,462.5,155,1.5,38.8067,38.8067,84.1017,74.7067,82.0048,46.441,75.3637,91.9114,97.2215,168.7267,80.8636,84.0667,79.9637,82.4015,85.619,39.9467,91.903,88.5012
463.0,463.0,155,2.0,38.9733,38.9733,84.1023,74.8,82.0058,46.4413,75.3642,91.9116,97.2217,168.8933,80.8641,84.2333,79.9643,82.4017,85.6194,40.1133,91.9035,88.5015
463.5,463.5,155,2.5,39.14,39.14,84.103,74.8001,82.0068,46.4415,75.3648,91.9118,97.2219,169.06,80.8646,84.4,79.9649,82.4019,85.6197,40.2221,91.904,88.5017
464.0,464.0,155,3.0,39.1832,39.1832,84.1036,74.8002,82.0078,46.4417,75.3653,91.912,97.2221,169.2267,80.8651,84.5667,79.9654,82.4021,85.6467,40.2278,91.9045,88.5019
464.5,464.5,155,3.5,39.1873,39.1873,84.1042,74.8003,82.0089,46.4419,75.3658,91.9122,97.2224,169.3933,80.8656,84.683,79.966,82.4023,85.8133,40.2336,91.905,88.5021
12.0,465.0,5,1.0,39.1915,39.1915,84.1048,74.8004,82.0099,46.4421,75.3663,91.9124,97.2226,169.56,80.8661,84.6922,79.9666,82.4025,85.98,40.2393,91.9054,88.5023
13.0,466.0,5,2.0,39.1998,39.1998,84.1061,74.8005,82.0119,46.4426,75.3674,91.9127,97.223,169.8933,80.8671,84.8933,79.9677,82.4029,86.1844,40.2429,91.9064,88.5027
14.0,467.0,5,3.0,39.5267,39.5267,84.1074,74.8007,82.0139,46.443,75.3684,91.9131,97.2234,170.2267,80.8681,85.2267,79.9688,82.4034,86.1956,40.246,91.9074,88.5032
15.0,468.0,6,1.0,39.86,39.86,84.1086,74.8009,82.016,46.4435,75.3695,91.9135,97.2238,170.56,80.8691,85.56,79.9699,82.4038,86.4,40.2491,91.9084,88.5036
17.0,470.0,6,3.0,40.1628,40.1628,84.1112,74.8012,82.0267,46.4444,75.3716,91.9143,97.2247,170.7402,80.8711,86.2267,79.9722,82.4046,87.0667,40.2552,91.9103,88.5045
18.0,471.0,7,1.0,40.1654,40.1654,84.1124,74.8014,82.36,46.4448,75.3726,91.9147,97.2251,170.7422,80.8721,86.56,79.9733,82.4051,87.281,40.2583,91.9113,88.5049
18.5,471.5,7,1.5,40.1667,40.1667,84.1131,74.8015,82.5267,46.445,75.3731,91.9148,97.2253,170.7432,80.8726,86.7267,79.9739,82.4053,87.2823,40.2599,91.9118,88.5051
19.5,472.5,7,2.5,40.1693,40.1692,84.1143,74.8016,82.86,46.4455,75.3742,91.9152,97.2257,170.7451,80.8736,86.7643,79.975,82.4057,87.285,40.2606,91.9127,88.5055
20.5,473.5,7,3.5,40.1719,40.1718,84.1156,74.8018,82.8646,46.4459,75.3752,91.9156,97.2262,170.7471,80.8746,86.769,79.9761,82.4061,87.2877,40.2612,91.9137,88.506
21.0,474.0,8,1.0,40.1732,40.1731,84.1162,74.8019,82.8669,46.4461,75.3757,91.9158,97.2264,170.7481,80.8751,86.7714,79.9767,82.4063,87.289,40.2616,91.9142,88.5062
21.5,474.5,8,1.5,40.1745,40.1744,84.1168,74.802,82.8693,46.4463,75.3763,91.916,97.2266,170.7491,80.8756,86.7738,79.9773,82.4065,87.2904,40.2619,91.9147,88.5064
22.5,475.5,8,2.5,40.1771,40.1769,84.1181,74.8021,82.8739,46.4468,75.3773,91.9164,97.227,170.7511,80.8766,86.7786,79.9784,82.407,87.2931,40.2625,91.9157,88.5068
23.5,476.5,8,3.5,40.1796,40.1795,84.1194,74.8023,82.8785,46.4472,75.3783,91.9168,97.2274,170.7531,80.8776,87.0133,79.9795,82.4074,87.2958,40.2631,91.9166,88.5073
24.0,477.0,9,1.0,40.3,40.28,84.12,74.8024,82.94,46.4474,75.3789,91.917,97.2276,170.7541,80.8781,87.18,80.0,82.4076,87.2971,40.2635,91.9171,88.5075
24.5,477.5,9,1.5,40.4667,40.4467,84.1431,74.8025,82.9498,46.4477,75.3794,91.9172,97.2279,170.7551,80.8786,87.3467,80.0243,82.4078,87.2984,40.2638,91.9176,88.5077
25.0,478.0,9,2.0,40.6333,40.6133,84.1467,74.8026,82.9596,46.4479,75.3799,91.9173,97.2281,170.7561,80.8791,87.5133,80.0292,82.408,87.2998,40.2641,91.9181,88.5079
25.5,478.5,9,2.5,40.6448,40.6262,84.1502,74.8026,83.12,46.4481,75.3917,91.9175,97.2283,170.7571,80.8796,87.68,80.0341,82.4082,87.44,40.2644,91.9186,88.5081
26.0,479.0,9,3.0,40.6499,40.6326,84.1538,74.8027,83.1473,46.4483,75.4667,91.9177,97.2285,170.7581,80.9267,87.8467,80.039,82.4084,87.6067,40.2647,91.9191,88.5083
26.5,479.5,9,3.5,40.6549,40.639,84.1573,74.8028,83.1557,46.4485,75.5722,91.9179,97.2287,170.7591,81.0822,88.0133,80.1133,82.4086,87.7733,40.265,91.9196,88.5085
27.0,480.0,10,1.0,40.66,40.66,84.182,74.8029,83.24,46.4488,75.7,91.9181,97.2289,170.7601,81.16,88.16,80.28,82.4089,87.94,40.2654,91.92,88.5088
27.5,480.5,10,1.5,40.6728,40.6728,84.1987,74.803,83.4867,46.449,75.8667,91.9183,97.2291,170.7607,81.3267,88.3267,80.5067,82.4091,88.1067,40.2657,91.9203,88.509
28.0,481.0,10,2.0,40.7533,40.7533,84.2004,74.8031,83.6533,46.4492,76.0333,91.9185,97.2293,170.7614,81.4578,88.4933,80.6733,82.4093,88.2733,40.266,91.9206,88.5092
28.5,481.5,10,2.5,40.92,40.92,84.2009,74.8031,83.82,46.4494,76.2,91.9187,97.2296,170.7621,81.62,88.66,80.84,82.4095,88.44,40.2663,91.9209,88.5094
29.0,482.0,10,3.0,41.0817,41.0822,84.2013,74.8032,83.9867,46.4497,76.3667,91.9189,97.2298,170.7627,81.7867,88.8267,81.0067,82.4097,88.6067,40.2666,91.9212,88.5096
29.5,482.5,10,3.5,41.1933,41.2133,84.2017,74.8033,84.1533,46.4499,76.5333,91.9191,97.23,170.7634,81.9533,88.9933,81.1733,82.4099,88.7733,40.2669,91.9216,88.5098
30.0,483.0,11,1.0,41.36,41.38,84.2022,74.8034,84.32,46.4501,76.62,91.9193,97.2302,170.7641,82.12,89.16,81.34,82.4101,88.94,40.2672,91.9219,88.51
30.5,483.5,11,1.5,41.4435,41.4441,84.2026,74.8035,84.3603,46.4503,76.6482,91.9195,97.2304,170.7647,82.2667,89.2276,81.5067,82.4103,89.1067,40.2676,91.9222,88.5103
31.0,484.0,11,2.0,41.4501,41.4505,84.2031,74.8036,84.3608,46.4505,76.6574,91.9196,97.2306,170.7654,82.4333,89.2395,81.6733,82.4105,89.2733,40.2679,91.9225,88.5105
32.0,485.0,11,3.0,41.5467,41.5467,84.204,74.8037,84.3617,46.451,76.9467,91.9467,97.231,170.7667,82.7667,89.5667,82.0067,82.411,89.6067,40.2685,91.9231,88.5109
32.5,485.5,11,3.5,41.7133,41.7133,84.2044,74.8038,84.3622,46.4512,77.1133,91.9804,97.2312,170.7674,82.9333,89.7333,82.1733,82.4112,89.7733,40.2688,91.9234,88.5111
33.0,486.0,12,1.0,41.8002,41.8002,84.2048,74.8039,84.3626,46.4514,77.28,91.9809,97.2315,170.768,83.1,89.9,82.34,82.4114,89.94,40.2691,91.9237,88.5113
33.5,486.5,12,1.5,41.8008,41.8008,84.2053,74.804,84.3631,46.4516,77.4467,91.9814,97.2317,170.7687,83.2667,90.0667,82.5067,82.4116,90.1067,40.2695,91.924,88.5115
34.0,487.0,12,2.0,41.8013,41.8013,84.2057,74.8041,84.3635,46.4519,77.6333,91.9819,97.2319,170.7694,83.4333,90.2333,82.6733,82.4118,90.2733,40.2698,91.9243,88.5118
34.5,487.5,12,2.5,41.8018,41.8018,84.2062,74.8041,84.364,46.4521,77.8,91.9824,97.2321,170.77,83.6,90.3,82.82,82.412,90.44,40.2701,91.9246,88.512
35.0,488.0,12,3.0,41.8023,41.8023,84.2066,74.8042,84.3645,46.4523,77.9067,91.9829,97.2323,170.7707,83.7604,90.3467,82.8806,82.4122,90.6067,40.2704,91.9249,88.5122
35.5,488.5,12,3.5,41.8028,41.8028,84.2071,74.8043,84.3649,46.4525,77.9339,91.9833,97.2325,170.7714,83.7696,90.5133,82.8958,82.4125,90.6987,40.2707,91.9252,88.5124
36.0,489.0,13,1.0,41.8034,41.8034,84.2075,74.8044,84.3654,46.4527,78.04,91.9838,97.2327,170.772,83.7789,90.6,83.02,82.4127,90.78,40.271,91.9255,88.5126
36.5,489.5,13,1.5,41.8039,41.8039,84.2079,74.8045,84.3658,46.453,78.1804,91.9843,97.2329,170.7727,83.8612,90.7467,83.1867,82.4129,90.8205,40.2714,91.9258,88.5128
37.0,490.0,13,2.0,41.8044,41.8044,84.2084,74.8046,84.3663,46.4532,78.1832,91.9848,97.2332,170.7734,83.8642,90.8733,83.2223,82.4131,90.8211,40.2717,91.9261,88.513
37.5,490.5,13,2.5,41.8049,41.8049,84.2088,74.8046,84.3667,46.4534,78.186,91.9853,97.2334,170.774,83.8673,91.04,83.2252,82.4133,90.8217,40.272,91.9264,88.5133
38.0,491.0,13,3.0,41.8054,41.8054,84.2093,74.8047,84.3672,46.4536,78.1888,91.9858,97.2336,170.7747,83.8703,91.2067,83.228,82.4135,90.8224,40.2723,91.9267,88.5135
38.5,491.5,13,3.5,41.8059,41.8059,84.2097,74.8048,84.3677,46.4538,78.1916,91.9863,97.2338,170.7754,83.8733,91.3333,83.2309,82.4137,90.823,40.2726,91.927,88.5137
39.0,492.0,14,1.0,41.8065,41.8065,84.2102,74.8049,84.3681,46.4541,78.1943,91.9868,97.234,170.776,83.8764,91.5,83.2338,82.4139,90.8236,40.2729,91.9273,88.5139
39.5,492.5,14,1.5,41.807,41.807,84.2106,74.805,84.3686,46.4543,78.1971,91.9873,97.2342,170.7767,83.8794,91.6667,83.2367,82.4141,90.8243,40.2733,91.9276,88.5141
40.0,493.0,14,2.0,41.8075,41.8075,84.211,74.8051,84.369,46.4545,78.1999,91.9878,97.2344,170.7773,84.0133,91.8333,83.2395,82.4144,90.8249,40.2736,91.9279,88.5143
40.5,493.5,14,2.5,41.808,41.808,84.2115,74.8052,84.3695,46.4547,78.2204,91.9883,97.2346,170.778,84.2,91.9034,83.2403,82.4146,90.8255,40.2739,91.9282,88.5145
41.0,494.0,14,3.0,41.8085,41.8085,84.2119,74.8052,84.3699,46.4549,78.2209,91.9888,97.2348,170.7787,84.3867,91.9092,83.2408,82.4148,90.8262,40.2742,91.9285,88.5148
41.5,494.5,14,3.5,41.809,41.809,84.2124,74.8053,84.3704,46.4552,78.2214,91.9892,97.2351,170.7793,84.5533,91.9149,83.2412,82.415,90.8268,40.2745,91.9288,88.515
42.0,495.0,15,1.0,41.8096,41.8096,84.2128,74.8054,84.3708,46.4554,78.2219,91.9897,97.2353,170.78,84.72,91.94,83.2416,82.4152,90.8274,40.2748,91.9291,88.5152
