qstamp,measure,beat,label,partName,partNum
0.0,1,1,a,Fl,2
3.0,3,1,a,Fl,2
9.0,7,1,a,Fl,1
12.0,9,1,a,Fl,1
18.25,13,1.17,b,Fl,2
21.25,15,1.17,b,Fl,1
24.25,17,1.17,b,Fl,2
27.25,19,1.17,b,Vln,0
30.25,21,1.17,b,Fl,1
33.0,23,1,a,Fl,2
36.0,25,1,a,Fl,2
42.25,29,1.17,a,Vln,0
45.0,31,1,a,Vln,3
51.5,35,1.33,c,Fl,1
57.5,39,1.33,c,Fl,1
61.75,42,1.17,c,Fl,2
63.0,43,1,c,Fl,1
69.25,47,1.17,b,Fl,1
72.25,49,1.17,b,Fl,2
75.25,51,1.17,b,Fl,1
78.25,53,1.17,b,Vln,0
82.75,56,1.17,b,Fl,2
84.0,57,1,a,Fl,2
87.0,59,1,a,Fl,2
93.0,63,1,a,Vln,0
96.0,65,1,a,Fl,1
102.5,69,1.33,c,Fl,1
111.25,75,1.17,b,Fl,1
117.25,79,1.17,d,Vln,0
117.75,79,1.5,d,Fl,1
118.25,79,1.83,d,Vln,0
118.75,80,1.17,d,Fl,1
119.25,80,1.5,d,Vln,0
119.75,80,1.83,d,Fl,1
120.25,81,1.17,d,Vln,0
123.25,83,1.17,e,Vln,0
126.25,85,1.17,e,Vln,0
129.25,87,1.17,e,Vln,0
132.0,89,1,a,Fl,2
135.25,91,1.17,e,Vln,0
138.25,93,1.17,e,Vln,0
144.25,97,1.17,e,Vln,0
147.25,99,1.17,e,Vln,0
150.25,101,1.17,e,Vln,0
153.0,103,1,a,Fl,1
156.25,105,1.17,e,Vln,0
159.25,107,1.17,e,Vln,0
162.25,109,1.17,e,Vln,0
165.0,111,1,a,Fl,2
168.25,113,1.17,e,Vln,0
171.25,115,1.17,e,Vln,0
174.25,117,1.17,e,Vln,0
180.25,121,1.17,e,Vln,0
183.25,123,1.17,e,Vln,0
186.5,125,1.33,c,Fl,1
192.5,129,1.33,c,Vln,3
198.5,133,1.33,c,Fl,1
204.0,137,1,a,Fl,1
213.5,143,1.33,c,Fl,1
222.25,149,1.17,b,Fl,1
227.75,152,1.83,d,Vln,0
228.25,153,1.17,d,Fl,1
228.75,153,1.5,d,Vln,0
229.25,153,1.83,d,Fl,1
229.75,154,1.17,d,Vln,0
230.25,154,1.5,d,Fl,1
230.75,154,1.83,d,Vln,0
231.25,155,1.17,f,Fl,1
234.25,157,1.17,f,Fl,1
235.75,158,1.17,f,Fl,2
237.25,159,1.17,f,Fl,1
240.25,161,1.17,f,Fl,1
246.25,165,1.17,f,Fl,1
250.75,168,1.17,f,Fl,2
253.75,170,1.17,f,Fl,1
255.25,171,1.17,f,Fl,2
256.75,172,1.17,f,Fl,1
258.25,173,1.17,f,Fl,2
259.75,174,1.17,f,Fl,1
261.25,175,1.17,f,Fl,2
262.75,176,1.17,f,Fl,1
267.25,179,1.17,f,Fl,2
270.25,181,1.17,f,Fl,1
271.75,182,1.17,f,Fl,2
273.25,183,1.17,f,Fl,1
274.75,184,1.17,f,Fl,2
276.0,185,1,a,Fl,1
279.125,187,1.08,g,Vln,0
312.0,209,1,a,Fl,2
315.0,211,1,a,Fl,2
321.0,215,1,a,Fl,1
324.0,217,1,a,Vln,0
330.5,221,1.33,h,Fl,1
338.0,226,1.33,h,Fl,1
339.25,227,1.17,b,Fl,1
345.25,231,1.17,d,Vln,0
345.75,231,1.5,d,Fl,1
346.25,231,1.83,d,Vln,0
346.75,232,1.17,d,Fl,1
347.25,232,1.5,d,Vln,0
347.75,232,1.83,d,Fl,1
351.25,235,1.17,i,Vln,0
360.0,241,1,a,Fl,2
363.25,243,1.17,i,Vln,0
366.25,245,1.17,i,Vln,0
372.0,249,1,a,Fl,2
375.25,251,1.17,i,Vln,0
378.25,253,1.17,i,Vln,0
384.25,257,1.17,i,Vln,0
387.25,259,1.17,i,Vln,0
390.25,261,1.17,i,Vln,0
393.5,263,1.33,c,Vln,3
399.5,267,1.33,c,Fl,1
411.25,275,1.17,b,Fl,1
414.25,277,1.17,b,Fl,2
417.25,279,1.17,b,Fl,1
420.25,281,1.17,b,Vln,0
423.25,283,1.17,b,Fl,2
426.25,285,1.17,f,Fl,1
427.75,286,1.17,f,Fl,2
429.25,287,1.17,f,Fl,1
430.75,288,1.17,f,Fl,2
432.5,289,1.33,f,Fl,1
433.75,290,1.17,f,Fl,2
435.25,291,1.17,f,Fl,1
436.75,292,1.17,f,Fl,2
438.25,293,1.17,f,Fl,1
442.75,296,1.17,f,Fl,2
445.75,298,1.17,f,Fl,1
447.25,299,1.17,f,Fl,2
448.75,300,1.17,f,Fl,1
450.25,301,1.17,f,Fl,2
451.75,302,1.17,f,Fl,1
453.25,303,1.17,f,Fl,2
454.75,304,1.17,f,Fl,1
459.25,307,1.17,f,Fl,2
462.25,309,1.17,f,Fl,1
465.5,311,1.33,c,Vln,3
471.5,315,1.33,c,Fl,1
477.5,319,1.33,c,Vln,3
483.0,323,1,a,Vln,0
486.0,325,1,a,Fl,1
492.25,329,1.17,b,Vln,0
502.75,336,1.17,b,Fl,1
507.25,339,1.17,d,Fl,1
507.75,339,1.5,d,Vln,0
508.25,339,1.83,d,Fl,1
508.75,340,1.17,d,Vln,0
509.25,340,1.5,d,Fl,1
509.75,340,1.83,d,Vln,0
510.25,341,1.17,b,Fl,1
516.0,345,1,a,Fl,2
519.0,347,1,a,Fl,1
525.0,351,1,a,Fl,1
534.25,357,1.17,b,Fl,2
537.25,359,1.17,b,Fl,1
540.25,361,1.17,b,Fl,2
543.25,363,1.17,b,Vln,0
546.25,365,1.17,b,Fl,1
549.0,367,1,a,Fl,2
552.0,369,1,a,Fl,1
558.0,373,1,a,Vln,0
561.0,375,1,a,Vln,3
567.5,379,1.33,c,Fl,1
585.25,391,1.17,b,Fl,1
588.25,393,1.17,b,Fl,2
591.25,395,1.17,b,Fl,1
594.25,397,1.17,b,Vln,0
597.25,399,1.17,b,Fl,2
600.0,401,1,a,Fl,2
603.0,403,1,a,Fl,2
609.0,407,1,a,Fl,1
618.5,413,1.33,c,Fl,1
627.25,419,1.17,b,Fl,1
633.25,423,1.17,d,Vln,0
633.75,423,1.5,d,Fl,1
634.25,423,1.83,d,Vln,0
634.75,424,1.17,d,Fl,1
635.25,424,1.5,d,Vln,0
635.75,424,1.83,d,Fl,1
