qstamp,tstamp,measure,beat,Piccolo,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,F Horn 1,F Horn 2,C Horn 3,C Horn 4,C Trumpet 1,C Trumpet 2,Timpani,Triangle,Violin 1,Violin 2,Viola,Violoncello,Contrabass
410.1667,206.0307,206,1.1667,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,G3,B2,G1
410.3333,206.114,206,1.3333,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,G3,B2,G1
410.5,206.1974,206,1.5,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,D4,G3,G1
410.6667,206.2807,206,1.6667,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,G4,B3,G1
410.8333,206.364,206,1.8333,D7,F6,F6,D6,F5,B5,D5,G3,G2,G1,F4,D4,G4,G3,D5,G4,G2,r,D6,B5,G4,B3,G1
411.0,206.4474,206,2.0,G6,D6,D6,G5,G4,G5,G4,G3,G3,G2,F4,D4,G3,G3,G4,G3,G2,r,B5,F5,D5,G4,G2
411.3333,206.614,206,2.3333,G6,D6,D6,G5,G4,G5,G4,G3,G3,G2,F4,D4,G3,G3,G4,G3,G2,r,G5,D5,B4,G4,G2
411.6667,206.7807,206,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,C5,A4,r,r
412.0,206.9474,207,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,A4,F4,r,r
412.3333,207.114,207,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F4,D4,r,r
412.6667,207.2807,207,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,r,r
413.0,207.4474,207,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F4,C4,A3,A3,r
413.3333,207.614,207,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,A3,F3,F3,r
413.6667,207.7807,207,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,B3,F3,D3,r
414.0,207.9474,208,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,G3,D3,B2,G2
414.1667,208.0307,208,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,G3,D3,B2,G2
414.3333,208.114,208,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,G3,D3,B2,G2
414.5,208.1974,208,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r
414.6667,208.2807,208,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
414.8333,208.364,208,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,r,r,r,r
415.0,208.4474,208,2.0,r,r,r,D5,B4,A5,A5,r,r,r,r,r,F4,F4,r,r,r,r,A5,r,r,r,r
415.5,208.6974,208,2.5,r,r,r,D5,B4,A5,A5,r,r,r,r,r,F4,F4,r,r,r,r,A5,D4,B3,F3,F2
416.0,208.9474,209,1.0,r,r,r,E5,C5,G5,G5,r,r,r,r,r,E4,E4,r,r,r,r,G5,r,r,r,r
416.5,209.1974,209,1.5,r,r,r,E5,C5,G5,G5,r,r,r,r,r,E4,E4,r,r,r,r,G5,E4,C4,E3,E2
417.0,209.4474,209,2.0,r,r,r,A4,F#4,E5,E5,r,r,r,r,r,C4,C4,r,r,r,r,E5,r,r,r,r
417.5,209.6974,209,2.5,r,r,r,A4,F#4,E5,E5,r,r,r,r,r,C4,C4,r,r,r,r,E5,A3,F#3,C3,C2
418.0,209.9474,210,1.0,r,r,r,B4,G4,D5,D5,r,r,r,r,r,B3,B3,r,r,r,r,D5,r,r,r,r
418.5,210.1974,210,1.5,r,r,r,B4,G4,D5,D5,r,r,r,r,r,B3,B3,r,r,r,r,D5,B3,G3,G3,G2
419.0,210.4474,210,2.0,r,r,r,A5,A5,D5,B4,F3,F3,r,r,r,D4,B3,r,r,r,r,A5,r,r,r,r
419.5,210.6974,210,2.5,r,r,r,A5,A5,D5,B4,F3,F3,r,r,r,D4,B3,r,r,r,r,A5,D4,B3,F3,F2
419.75,210.8224,210,2.75,r,r,r,D6,D6,D5,B4,F3,F3,r,r,r,D4,B3,r,r,r,r,D6,D4,B3,F3,F2
420.0,210.9474,211,1.0,r,r,r,G5,G5,E5,C5,E3,E3,r,r,r,E4,C4,r,r,r,r,G5,r,r,r,r
420.5,211.1974,211,1.5,r,r,r,G5,G5,E5,C5,E3,E3,r,r,r,E4,C4,r,r,r,r,G5,E4,C4,E3,E2
420.75,211.3224,211,1.75,r,r,r,C6,C6,E5,C5,E3,E3,r,r,r,E4,C4,r,r,r,r,C6,E4,C4,E3,E2
421.0,211.4474,211,2.0,r,r,r,E5,E5,A4,F#4,C3,C3,r,r,r,A3,F#3,r,r,r,r,E5,r,r,r,r
421.25,211.5724,211,2.25,r,r,r,E5,E5,A4,F#4,C3,C3,r,r,r,A3,F#3,r,r,r,r,C5,r,r,r,r
421.5,211.6974,211,2.5,r,r,r,E5,E5,A4,F#4,C3,C3,r,r,r,A3,F#3,r,r,r,r,E5,A3,F#3,C3,C2
421.75,211.8224,211,2.75,r,r,r,A5,A5,A4,F#4,C3,C3,r,r,r,A3,F#3,r,r,r,r,A5,A3,F#3,C3,C2
422.0,211.9474,212,1.0,r,r,r,D5,D5,B4,G4,G2,G2,r,r,r,B3,G3,r,r,r,r,D5,r,r,r,r
422.25,212.0724,212,1.25,r,r,r,D5,D5,B4,G4,G2,G2,r,r,r,B3,G3,r,r,r,r,B4,r,r,r,r
422.5,212.1974,212,1.5,r,r,r,D5,D5,B4,G4,G2,G2,r,r,r,B3,G3,r,r,r,r,D5,B3,G3,G3,G2
422.75,212.3224,212,1.75,r,r,r,D5,D5,B4,G4,G2,G2,r,r,r,B3,G3,r,r,r,r,G5,B3,G3,G3,G2
423.0,212.4474,212,2.0,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,D4,B3,r,r
423.25,212.5724,212,2.25,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,D4,B3,r,r
423.5,212.6974,212,2.5,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,C4,A3,r,r
424.0,212.9474,213,1.0,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,B3,G3,r,r
424.25,213.0724,213,1.25,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,D5,B3,G3,r,r
424.5,213.1974,213,1.5,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,B3,G3,r,r
424.75,213.3224,213,1.75,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,B5,B3,G3,r,r
425.0,213.4474,213,2.0,r,r,r,E5,C5,r,r,E4,C4,r,E4,C4,G4,G3,C5,C4,r,r,C6,r,r,E2,E1
425.25,213.5724,213,2.25,r,r,r,E5,C5,r,r,E4,C4,r,E4,C4,G4,G3,C5,C4,r,r,G5,r,r,E2,E1
425.5,213.6974,213,2.5,r,r,r,E5,C5,r,r,E4,C4,r,r,r,G4,G3,C5,C4,r,r,F5,r,r,F2,F1
425.75,213.8224,213,2.75,r,r,r,E5,C5,r,r,E4,C4,r,r,r,G4,G3,C5,C4,r,r,E5,r,r,F2,F1
426.0,213.9474,214,1.0,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,D5,r,r,G2,G1
426.25,214.0724,214,1.25,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,B4,r,r,G2,G1
426.5,214.1974,214,1.5,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,D5,r,r,G2,G1
426.75,214.3224,214,1.75,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,G5,r,r,G2,G1
427.0,214.4474,214,2.0,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,D4,B3,r,r
427.25,214.5724,214,2.25,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,D4,B3,r,r
427.5,214.6974,214,2.5,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,C4,A3,r,r
428.0,214.9474,215,1.0,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,F5,B3,G3,r,r
428.25,215.0724,215,1.25,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,D5,B3,G3,r,r
428.5,215.1974,215,1.5,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,B5,B3,G3,r,r
428.75,215.3224,215,1.75,r,r,r,r,r,r,r,r,r,r,F4,D4,G4,G3,r,r,r,r,D6,B3,G3,r,r
429.0,215.4474,215,2.0,r,r,r,E5,C5,r,r,E4,C4,r,E4,C4,G4,G3,C5,C4,r,r,E6,r,r,E2,E1
429.25,215.5724,215,2.25,r,r,r,E5,C5,r,r,E4,C4,r,E4,C4,G4,G3,C5,C4,r,r,C6,r,r,E2,E1
429.5,215.6974,215,2.5,r,r,r,E5,C5,r,r,E4,C4,r,r,r,G4,G3,C5,C4,r,r,G5,r,r,F2,F1
429.75,215.8224,215,2.75,r,r,r,E5,C5,r,r,E4,C4,r,r,r,G4,G3,C5,C4,r,r,E5,r,r,F2,F1
430.0,215.9474,216,1.0,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,D5,r,r,G2,G1
430.25,216.0724,216,1.25,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,B4,r,r,G2,G1
430.5,216.1974,216,1.5,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,D5,r,r,G2,G1
430.75,216.3224,216,1.75,r,r,r,D5,B4,r,r,D4,B3,r,r,r,r,r,G4,G3,r,r,G5,r,r,G2,G1
431.0,216.4474,216,2.0,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,F5,D4,B3,r,r
431.25,216.5724,216,2.25,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,F5,D4,B3,r,r
431.5,216.6974,216,2.5,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,F5,C4,A3,r,r
432.0,216.9474,217,1.0,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,F5,B3,G3,r,r
432.25,217.0724,217,1.25,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,D5,B3,G3,r,r
432.5,217.1974,217,1.5,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,F5,B3,G3,r,r
432.75,217.3224,217,1.75,r,r,r,F5,D5,F4,D4,F4,D4,r,F4,D4,G4,G3,G4,G3,r,r,B5,B3,G3,r,r
433.0,217.4474,217,2.0,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,F4,D4,r,r
433.25,217.5724,217,2.25,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,F4,D4,r,r
433.5,217.6974,217,2.5,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,E4,C4,r,r
434.0,217.9474,218,1.0,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,D4,B3,r,r
434.25,218.0724,218,1.25,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,F5,D4,B3,r,r
434.5,218.1974,218,1.5,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,r,r,r,r
434.75,218.3224,218,1.75,r,r,r,A5,F5,A4,F4,F4,A3,r,F4,D4,G4,G3,G4,G3,r,r,D6,A4,F4,r,r
435.0,218.4474,218,2.0,r,r,r,C6,A5,C5,A4,C4,A3,r,F4,D4,G4,G3,G4,G3,r,r,C6,F4,D4,r,r
435.25,218.5724,218,2.25,r,r,r,C6,A5,C5,A4,C4,A3,r,F4,D4,G4,G3,G4,G3,r,r,A5,F4,D4,r,r
435.5,218.6974,218,2.5,r,r,r,C6,A5,C5,A4,C4,A3,r,F4,D4,G4,G3,G4,G3,r,r,C6,r,r,r,r
435.75,218.8224,218,2.75,r,r,r,C6,A5,C5,A4,C4,A3,r,F4,D4,G4,G3,G4,G3,r,r,F6,C5,A4,r,r
436.0,218.9474,219,1.0,r,r,r,B5,G5,B4,G4,B3,G3,r,G4,G4,G4,G3,G4,G3,r,r,B5,E5,G4,r,r
436.25,219.0724,219,1.25,r,r,r,B5,G5,B4,G4,B3,G3,r,G4,G4,G4,G3,G4,G3,r,r,G5,E5,G4,r,r
436.5,219.1974,219,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,B5,r,r,r,r
436.75,219.3224,219,1.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,E6,B4,G4,r,r
437.0,219.4474,219,2.0,r,r,r,A5,F5,A4,F4,A4,F4,r,r,r,G4,G3,G4,G3,r,r,A5,D5,F4,r,r
437.25,219.5724,219,2.25,r,r,r,A5,F5,A4,F4,A4,F4,r,r,r,G4,G3,G4,G3,r,r,F5,D5,F4,r,r
437.5,219.6974,219,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,A5,r,r,r,r
437.75,219.8224,219,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,D6,A4,F4,r,r
438.0,219.9474,220,1.0,r,r,r,G5,E5,G4,E4,G4,E4,r,r,r,G4,G3,G4,G3,r,r,G5,C5,E4,r,r
438.25,220.0724,220,1.25,r,r,r,G5,E5,G4,E4,G4,E4,r,r,r,G4,G3,G4,G3,r,r,E5,C5,E4,r,r
438.5,220.1974,220,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,G5,r,r,r,r
438.75,220.3224,220,1.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,C6,G4,E4,r,r
439.0,220.4474,220,2.0,r,r,r,F5,D5,F5,D5,F4,D4,r,r,r,G4,G3,G4,G3,r,r,F5,B4,D4,r,r
439.25,220.5724,220,2.25,r,r,r,F5,D5,F5,D5,F4,D4,r,r,r,G4,G3,G4,G3,r,r,D5,B4,D4,r,r
439.5,220.6974,220,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,F5,r,r,r,r
439.75,220.8224,220,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,r,r,B5,F4,D4,r,r
440.0,220.9474,221,1.0,r,r,r,A5,C5,E5,C5,E4,C4,r,r,r,G4,G3,G4,G3,G2,r,A5,A4,E4,C4,r
440.25,221.0724,221,1.25,r,r,r,A5,C5,E5,C5,E4,C4,r,r,r,G4,G3,G4,G3,G2,r,G5,G4,D4,B3,r
440.5,221.1974,221,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,F5,F4,C4,A3,r
440.75,221.3224,221,1.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,E5,E4,B3,G3,r
441.0,221.4474,221,2.0,r,r,r,F5,A4,C5,A4,C4,A3,r,r,r,G4,G3,G4,G3,G2,r,F5,F4,C4,A3,r
441.25,221.5724,221,2.25,r,r,r,F5,A4,C5,A4,C4,A3,r,r,r,G4,G3,G4,G3,G2,r,E5,E4,B3,G3,r
441.5,221.6974,221,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,D5,D4,A3,F3,r
441.75,221.8224,221,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,C5,C4,G3,E3,r
442.0,221.9474,222,1.0,r,r,r,D5,F4,A4,F4,A3,F3,r,r,r,G4,G3,G4,G3,G2,r,D5,D4,A3,F3,r
442.25,222.0724,222,1.25,r,r,r,D5,F4,A4,F4,A3,F3,r,r,r,G4,G3,G4,G3,G2,r,C5,C4,G3,E3,r
442.5,222.1974,222,1.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,B4,B3,F3,D3,r
442.75,222.3224,222,1.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,A4,A3,E3,C3,r
443.0,222.4474,222,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,G4,G3,D3,B2,r
443.25,222.5724,222,2.25,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,A4,A3,E3,C3,r
443.5,222.6974,222,2.5,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,B4,B3,F3,D3,r
443.75,222.8224,222,2.75,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,G4,G3,G2,r,C5,C4,G3,E3,r
444.0,222.9474,223,1.0,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,D5,D4,A3,F3,r
444.25,223.0724,223,1.25,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,C5,C4,G3,E3,r
444.5,223.1974,223,1.5,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,D5,D4,A3,F3,r
444.75,223.3224,223,1.75,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,E5,E4,B3,G3,r
445.0,223.4474,223,2.0,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,F5,F4,C4,A3,r
445.25,223.5724,223,2.25,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,G5,G4,D4,B3,r
445.5,223.6974,223,2.5,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,A5,A4,E4,C4,r
445.75,223.8224,223,2.75,r,r,r,G5,F5,G5,F5,G3,G3,r,G4,G4,F4,G3,G5,G4,G2,r,B5,B4,F4,D4,r
446.0,223.9474,224,1.0,C6,C5,C5,C5,E5,C5,E5,C4,C4,C3,C4,C4,E4,C4,A4,A3,C3,r,C5,C5,E4,C4,C3
446.5,224.1974,224,1.5,E6,E5,E5,E5,G4,E5,G4,B3,B3,B2,E4,r,C4,C3,r,r,C3,r,E5,C5,G4,B3,B2
447.0,224.4474,224,2.0,F6,F5,F5,F5,C5,F5,C5,A3,A3,A2,F4,r,C4,C3,r,r,r,r,F5,C5,F4,A3,A2
447.5,224.6974,224,2.5,G6,G5,G5,G5,B4,G5,B4,G3,G3,G2,G4,r,D4,G3,r,r,r,r,G5,D5,B4,G3,G2
448.0,224.9474,225,1.0,A6,A5,A5,A5,C5,A5,C5,F3,F3,F2,A4,A4,F4,C4,r,r,r,r,A5,F5,C5,F3,F2
449.0,225.4474,225,2.0,G6,G5,G5,G5,B4,G5,B4,G3,G3,G2,G4,G4,D4,G3,r,r,r,r,G5,D5,B4,G3,G2
450.0,225.9474,226,1.0,C7,C6,C6,C6,E5,E5,C5,C3,C3,C2,C5,C4,G4,E4,A4,A3,C3,r,C6,E5,C5,C3,C2
450.5,226.1974,226,1.5,B6,B5,B5,B5,G5,G5,B4,E3,E3,E2,r,r,G4,E4,r,r,r,r,B5,G5,B4,E3,E2
451.0,226.4474,226,2.0,A6,A5,A5,A5,C5,F5,A4,F3,F3,F2,r,r,F4,C4,r,r,r,r,A5,C5,A4,F3,F2
451.5,226.6974,226,2.5,F6,F5,F5,F5,D5,F5,A4,D3,D3,D2,r,r,F4,D4,r,r,r,r,F5,D5,A4,D3,D2
452.0,226.9474,227,1.0,D6,D5,D5,D5,B4,B4,G4,G3,G3,G2,r,r,D4,G3,r,r,r,r,D5,B4,B4,G3,G2
453.0,227.4474,227,2.0,E6,E5,E5,E5,G4,B4,G4,E3,E3,E2,r,r,E4,G3,r,r,r,r,E5,G4,G4,E3,E2
454.0,227.9474,228,1.0,A5,E5,E5,A4,E4,A4,E4,C4,A3,A2,E4,E4,E4,A3,r,r,r,r,A4,E4,A4,A3,A2
454.5,228.1974,228,1.5,C#6,A5,A5,C#5,A4,C#5,A4,E4,G3,G2,E4,E4,E4,A3,r,r,r,r,C#5,A4,E4,G3,G2
455.0,228.4474,228,2.0,D6,A5,A5,D5,A4,D5,A4,D4,F3,F2,F4,F4,D4,D4,r,r,r,r,D5,A4,D4,F3,F2
455.5,228.6974,228,2.5,F6,A5,A5,F5,A4,F5,A4,D4,D3,D2,F4,F4,D4,D4,r,r,r,r,F5,A4,A4,D3,D2
456.0,228.9474,229,1.0,B5,F#5,F#5,B4,F#4,B4,F#4,E-4,B3,B2,F#4,F#4,E-4,B3,r,r,r,r,B4,F#4,B4,B3,B2
456.5,229.1974,229,1.5,D6,B5,B5,E-5,B4,E-5,B4,F#4,A3,A2,F#4,F#4,E-4,B3,r,r,r,r,E-5,B4,F#4,A3,A2
457.0,229.4474,229,2.0,E6,B5,B5,E5,B4,E5,B4,E4,G3,G2,G4,G4,E4,E3,r,r,r,r,E5,B4,E4,G3,G2
457.5,229.6974,229,2.5,G6,B5,B5,G5,B4,G5,B4,E4,E3,E2,G4,G4,E4,E3,r,r,r,r,G5,B4,B4,E3,E2
458.0,229.9474,230,1.0,C6,G5,G5,C5,G4,C5,G4,E4,C4,C3,C4,C4,C4,C3,r,r,r,r,C5,G4,C5,C4,C3
458.5,230.1974,230,1.5,E6,C6,C6,E5,C5,E5,C5,G4,B-3,B-2,E4,r,C4,C3,r,r,r,r,E5,C5,G4,B-3,B-2
459.0,230.4474,230,2.0,F6,C6,C6,F5,C5,F5,C5,F4,A3,A2,F4,r,C4,C3,r,r,r,r,F5,C5,F4,A3,A2
459.5,230.6974,230,2.5,G6,F6,F6,G5,C5,F5,A4,F3,F3,F2,F4,r,C4,C3,r,r,r,r,A5,F5,A4,F3,F2
460.0,230.9474,231,1.0,D7,A6,A6,D6,F5,A5,F5,D3,D3,D2,A4,F4,r,r,r,r,r,r,D6,A5,D5,D3,D2
461.0,231.4474,231,2.0,B6,G#6,G#6,B5,G#5,G#5,B4,E3,E3,E2,G#4,E4,r,r,r,r,r,r,B5,G#5,B4,E3,E2
462.0,231.9474,232,1.0,E7,A6,A6,A5,E5,A5,E5,A2,C2,C2,A4,A3,C3,C2,E5,E4,C3,E4,E6,A5,E5,C3,C2
464.0,232.9474,233,1.0,E7,A6,A6,A5,E5,A5,E5,A2,C2,C2,A4,A3,C4,C3,E5,E4,C3,E4,E6,A5,E5,C3,C2
465.0,233.4474,233,2.0,D7,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,r,r,G4,E4,G4,E4,C3,E4,D6,D5,E4,B-3,B-2
465.25,233.5724,233,2.25,D7,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,r,r,G4,E4,G4,E4,C3,E4,D6,D5,E4,B-3,B-2
465.5,233.6974,233,2.5,D7,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,r,r,G4,E4,G4,E4,C3,E4,D6,D5,E4,B-3,B-2
466.0,233.9474,234,1.0,C7,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,C6,C5,C4,A3,A2
466.25,234.0724,234,1.25,C7,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,C6,C5,C4,A3,A2
466.5,234.1974,234,1.5,C7,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,C6,C5,C4,A3,A2
467.0,234.4474,234,2.0,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,A5,A4,C4,F3,F2
467.25,234.5724,234,2.25,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,A5,A4,C4,F3,F2
467.5,234.6974,234,2.5,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,A5,A4,C4,F3,F2
468.0,234.9474,235,1.0,G6,E6,E6,G5,E5,G5,E5,C4,C3,C3,G4,E4,C4,C3,C5,C4,C3,E4,G5,G4,E4,C4,C3
468.25,235.0724,235,1.25,G6,E6,E6,G5,E5,G5,E5,C4,C3,C3,G4,E4,C4,C3,C5,C4,C3,E4,G5,G4,E4,C4,C3
468.5,235.1974,235,1.5,G6,E6,E6,G5,E5,G5,E5,C4,C3,C3,G4,E4,C4,C3,C5,C4,C3,E4,G5,G4,E4,C4,C3
469.0,235.4474,235,2.0,G6,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,C4,C4,G4,E4,G4,E4,C3,E4,E6,G4,E4,B-3,B-2
469.25,235.5724,235,2.25,G6,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,C4,C4,G4,E4,G4,E4,C3,E4,E6,G4,E4,B-3,B-2
469.5,235.6974,235,2.5,G6,E6,E6,G5,E5,G5,E5,B-3,B-2,B-2,C4,C4,G4,E4,G4,E4,C3,E4,D6,G4,E4,B-3,B-2
470.0,235.9474,236,1.0,A6,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,D6,F5,C4,A3,A2
470.25,236.0724,236,1.25,A6,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,D6,F5,C4,A3,A2
470.5,236.1974,236,1.5,A6,F6,F6,A5,F5,A5,F5,A3,A2,A2,A4,F4,C5,C4,C5,C4,F2,E4,C6,F5,C4,A3,A2
471.0,236.4474,236,2.0,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,C6,A4,C4,F3,F2
471.25,236.5724,236,2.25,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,C6,A4,C4,F3,F2
471.5,236.6974,236,2.5,A6,F6,F6,A5,F5,A5,F5,F3,F2,F2,A4,F4,C4,C3,C5,C4,F2,E4,A5,A4,C4,F3,F2
472.0,236.9474,237,1.0,G6,E6,E6,G5,E5,G5,E5,C4,C3,C2,G4,C4,C4,C3,C5,C4,C3,E4,G5,G4,C4,C4,C3
472.25,237.0724,237,1.25,G6,E6,E6,G5,E5,G5,E5,C4,C3,C2,G4,C4,C4,C3,C5,C4,C3,E4,G5,G4,C4,C4,C3
472.5,237.1974,237,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3
473.0,237.4474,237,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
473.25,237.5724,237,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#3
