qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,x,Vc,23,Vc
8.0,3,1.0,0.0,a,Vla,22,Vla
12.0,4,1.0,0.0,a,Vln 2,21,Vln
16.0,5,-7.0,0.0,a,Vln 1,20,Vln
40.0,11,1.0,0.0,b,Cl 1,4,Cl
48.0,13,1.0,0.0,y,Vln 1,20,Vln
56.0,15,1.0,0.0,c,Vla,22,Vla
69.75,18,1.875,0.4375,c,Fl 1,0,Fl
72.0,19,1.0,0.0,c,Vla,22,Vla
88.0,23,1.0,0.0,b,Cl 1,4,Cl
96.0,25,1.0,0.0,d,Ob 1,2,Ob
112.0,29,1.0,0.0,b,Cl 1,4,Cl
120.0,31,1.0,0.0,b,Vc,23,Vc
132.0,34,1.0,0.0,b,Vla,22,Vla
152.0,39,1.0,0.0,b,Vln 2,21,Vln
164.0,42,1.0,0.0,b,Vln 1,20,Vln
182.0,46,2.0,0.5,b,Vln 1,20,Vln
192.75,49,1.375,0.1875,b,Vln 1,20,Vln
200.0,51,1.0,0.0,b,Vln 1,20,Vln
204.0,52,1.0,0.0,b,Vln 1,20,Vln
212.0,54,1.0,0.0,b,Vln 1,20,Vln
216.0,55,1.0,0.0,b,Vln 1,20,Vln
220.0,56,1.0,0.0,b,Vln 1,20,Vln
228.0,58,1.0,0.0,b,Fl 1,0,Fl
232.0,59,1.0,0.0,b,Cl 1,4,Cl
240.0,61,1.0,0.0,b,Bsn 1,6,Bsn
248.0,63,1.0,0.0,b,Vln 1,20,Vln
264.0,67,1.0,0.0,e,Vln 2,21,Vln
266.0,67,2.0,0.5,e,Vln 1,20,Vln
272.5,69,1.25,0.125,e,Vln 2,21,Vln
274.5,69,2.25,0.625,e,Vln 1,20,Vln
280.0,71,1.0,0.0,e,Fl 1,0,Fl
282.0,71,2.0,0.5,e,Cl 1,4,Cl
284.0,72,1.0,0.0,e,Fl 1,0,Fl
286.0,72,2.0,0.5,e,Cl 1,4,Cl
288.0,73,1.0,0.0,e,Fl 1,0,Fl
