qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
1.5,1,2.5,0.375,a,Vln,0,Vln
9.5,3,2.5,0.375,a,Vln,0,Vln
17.5,5,2.5,0.375,a,Vln,0,Vln
25.5,7,2.5,0.375,a,Vln,0,Vln
32.0,9,1.0,0.0,b,A,1,Cl
34.0,9,3.0,0.5,b,Vln,0,Vln
36.5,10,1.5,0.125,b,A,1,Cl
38.5,10,3.5,0.625,b,Vln,0,Vln
40.5,11,1.5,0.125,b,A,1,Cl
42.5,11,3.5,0.625,b,Vln,0,Vln
44.5,12,1.5,0.125,b,A,1,Cl
45.5,12,2.5,0.375,b,Vln,0,Vln
49.5,13,2.5,0.375,a,A,1,Cl
51.0,13,4.0,0.75,a,Vln,0,Vln
51.5,13,4.5,0.875,a,A,1,Cl
53.0,14,2.0,0.25,a,Vln,0,Vln
53.5,14,2.5,0.375,a,A,1,Cl
55.0,14,4.0,0.75,a,Vln,0,Vln
55.5,14,4.5,0.875,a,A,1,Cl
59.5,15,4.5,0.875,a,Vln,0,Vln
61.5,16,2.5,0.375,a,A,1,Cl
64.5,17,1.5,0.125,a,A,1,Cl
65.5,17,2.5,0.375,a,Vln,0,Vln
73.5,19,2.5,0.375,a,A,1,Cl
74.5,19,3.5,0.625,a,Vln,0,Vln
75.5,19,4.5,0.875,a,A,1,Cl
78.0,20,3.0,0.5,a,Vln,0,Vln
81.0,21,2.0,0.25,a,A,1,Cl
89.5,23,2.5,0.375,a,Vln,0,Vln
95.5,24,4.5,0.875,a,Vln,0,Vln
104.0,27,1.0,0.0,b,A,1,Cl
106.0,27,3.0,0.5,b,Vln,0,Vln
108.5,28,1.5,0.125,b,A,1,Cl
114.0,29,3.0,0.5,b,Vln,0,Vln
116.5,30,1.5,0.125,b,A,1,Cl
120.0,31,1.0,0.0,b,A,1,Cl
122.0,31,3.0,0.5,b,Vln,0,Vln
124.5,32,1.5,0.125,b,A,1,Cl
126.5,32,3.5,0.625,b,Vln,0,Vln
128.5,33,1.5,0.125,b,A,1,Cl
130.5,33,3.5,0.625,b,Vln,0,Vln
133.5,34,2.5,0.375,a,A,1,Cl
135.0,34,4.0,0.75,a,Vln,0,Vln
135.5,34,4.5,0.875,a,A,1,Cl
137.0,35,2.0,0.25,a,Vln,0,Vln
137.5,35,2.5,0.375,a,A,1,Cl
139.0,35,4.0,0.75,a,Vln,0,Vln
139.5,35,4.5,0.875,a,A,1,Cl
145.5,37,2.5,0.375,a,Vln,0,Vln
146.5,37,3.5,0.625,a,A,1,Cl
153.5,39,2.5,0.375,a,Vln,0,Vln
154.5,39,3.5,0.625,a,A,1,Cl
157.5,40,2.5,0.375,a,Vln,0,Vln
160.5,41,1.5,0.125,a,A,1,Cl
161.5,41,2.5,0.375,a,Vln,0,Vln
165.5,42,2.5,0.375,a,A,1,Cl
168.5,43,1.5,0.125,a,A,1,Cl
177.5,45,2.5,0.375,a,Vln,0,Vln
