score_qstamp,qstamp,measure,beat,83286_tstamp
17.0,17.0,3,4.3333,2.8878
17.25,17.25,3,4.5,2.8886
17.5,17.5,3,4.6667,2.8894
17.75,17.75,3,4.8333,2.8902
18.0,18.0,4,1.0,2.8909
18.25,18.25,4,1.1667,2.8917
18.5,18.5,4,1.3333,2.8925
18.75,18.75,4,1.5,2.8933
19.0,19.0,4,1.6667,2.8941
19.25,19.25,4,1.8333,2.8949
19.5,19.5,4,2.0,2.8957
19.75,19.75,4,2.1667,2.8965
20.0,20.0,4,2.3333,2.8973
20.25,20.25,4,2.5,2.8981
20.5,20.5,4,2.6667,2.8989
20.75,20.75,4,2.8333,2.8997
21.0,21.0,4,3.0,2.92
21.25,21.25,4,3.1667,2.9205
21.5,21.5,4,3.3333,2.9209
21.75,21.75,4,3.5,2.9214
22.0,22.0,4,3.6667,2.9219
22.25,22.25,4,3.8333,2.9223
22.5,22.5,4,4.0,2.9228
22.75,22.75,4,4.1667,2.9232
23.0,23.0,4,4.3333,2.9237
23.25,23.25,4,4.5,2.9241
23.5,23.5,4,4.6667,2.9246
23.75,23.75,4,4.8333,2.925
24.0,24.0,5,1.0,2.9255
24.25,24.25,5,1.1667,2.9259
24.5,24.5,5,1.3333,2.9264
24.75,24.75,5,1.5,2.9268
25.0,25.0,5,1.6667,2.9273
25.25,25.25,5,1.8333,2.9277
25.5,25.5,5,2.0,2.9282
25.75,25.75,5,2.1667,2.9286
26.0,26.0,5,2.3333,2.9291
26.25,26.25,5,2.5,2.9295
26.5,26.5,5,2.6667,2.93
26.75,26.75,5,2.8333,2.9304
27.0,27.0,5,3.0,2.9309
27.25,27.25,5,3.1667,2.9313
27.5,27.5,5,3.3333,2.9318
27.75,27.75,5,3.5,2.9322
28.0,28.0,5,3.6667,2.9327
28.25,28.25,5,3.8333,2.9331
28.5,28.5,5,4.0,2.9336
28.75,28.75,5,4.1667,2.934
29.0,29.0,5,4.3333,2.9345
29.25,29.25,5,4.5,2.9349
29.5,29.5,5,4.6667,2.9354
29.75,29.75,5,4.8333,2.9358
30.0,30.0,6,1.0,2.9363
30.25,30.25,6,1.1667,2.9367
30.5,30.5,6,1.3333,2.9372
30.75,30.75,6,1.5,2.9376
31.0,31.0,6,1.6667,2.9381
31.25,31.25,6,1.8333,2.9385
31.5,31.5,6,2.0,2.939
31.75,31.75,6,2.1667,2.9394
32.0,32.0,6,2.3333,2.9399
32.25,32.25,6,2.5,2.944
32.5,32.5,6,2.6667,2.9495
32.75,32.75,6,2.8333,2.955
33.0,33.0,6,3.0,2.9708
33.25,33.25,6,3.1667,3.0862
33.5,33.5,6,3.3333,3.1815
33.75,33.75,6,3.5,3.2628
34.0,34.0,6,3.6667,3.2717
34.25,34.25,6,3.8333,3.2877
34.5,34.5,6,4.0,3.32
34.75,34.75,6,4.1667,3.3211
35.0,35.0,6,4.3333,3.3222
35.25,35.25,6,4.5,3.3233
35.5,35.5,6,4.6667,3.3244
35.75,35.75,6,4.8333,3.3255
36.0,36.0,7,1.0,3.3266
36.25,36.25,7,1.1667,3.3277
36.5,36.5,7,1.3333,3.3288
36.75,36.75,7,1.5,3.3299
37.0,37.0,7,1.6667,3.331
37.25,37.25,7,1.8333,3.3321
37.5,37.5,7,2.0,3.3332
37.75,37.75,7,2.1667,3.3343
38.0,38.0,7,2.3333,3.3354
38.25,38.25,7,2.5,3.3365
38.5,38.5,7,2.6667,3.3376
38.75,38.75,7,2.8333,3.3387
39.0,39.0,7,3.0,3.3398
39.25,39.25,7,3.1667,3.3415
39.5,39.5,7,3.3333,3.3432
39.75,39.75,7,3.5,3.345
40.0,40.0,7,3.6667,3.3468
40.25,40.25,7,3.8333,3.3486
40.5,40.5,7,4.0,3.3503
40.75,40.75,7,4.1667,3.3521
41.0,41.0,7,4.3333,3.3539
41.25,41.25,7,4.5,3.3557
41.5,41.5,7,4.6667,3.3574
41.75,41.75,7,4.8333,3.3592
42.0,42.0,8,1.0,3.4246
42.25,42.25,8,1.1667,3.53
42.5,42.5,8,1.3333,3.5403
42.75,42.75,8,1.5,3.5406
43.0,43.0,8,1.6667,3.541
43.25,43.25,8,1.8333,3.5413
43.5,43.5,8,2.0,3.5417
43.75,43.75,8,2.1667,3.542
44.0,44.0,8,2.3333,3.5423
44.25,44.25,8,2.5,3.5427
44.5,44.5,8,2.6667,3.543
44.75,44.75,8,2.8333,3.5434
45.0,45.0,8,3.0,3.5437
45.25,45.25,8,3.1667,3.544
45.5,45.5,8,3.3333,3.5444
45.75,45.75,8,3.5,3.5447
46.0,46.0,8,3.6667,3.5451
46.25,46.25,8,3.8333,3.5454
46.5,46.5,8,4.0,3.5458
46.75,46.75,8,4.1667,3.5461
47.0,47.0,8,4.3333,3.5464
47.25,47.25,8,4.5,3.5468
47.5,47.5,8,4.6667,3.5471
47.75,47.75,8,4.8333,3.5475
48.0,48.0,9,1.0,3.5478
48.25,48.25,9,1.1667,3.5482
48.5,48.5,9,1.3333,3.5485
48.75,48.75,9,1.5,3.5488
49.0,49.0,9,1.6667,3.5492
49.25,49.25,9,1.8333,3.5495
49.5,49.5,9,2.0,3.5499
49.75,49.75,9,2.1667,3.5502
50.0,50.0,9,2.3333,3.5506
50.25,50.25,9,2.5,3.5509
50.5,50.5,9,2.6667,3.5512
50.75,50.75,9,2.8333,3.5516
51.0,51.0,9,3.0,3.5519
51.25,51.25,9,3.1667,3.5523
51.5,51.5,9,3.3333,3.5526
51.75,51.75,9,3.5,3.553
52.0,52.0,9,3.6667,3.5533
52.25,52.25,9,3.8333,3.5536
52.5,52.5,9,4.0,3.554
52.75,52.75,9,4.1667,3.5543
53.0,53.0,9,4.3333,3.5547
53.25,53.25,9,4.5,3.555
53.5,53.5,9,4.6667,3.5553
53.75,53.75,9,4.8333,3.5557
54.0,54.0,10,1.0,3.556
54.25,54.25,10,1.1667,3.5564
54.5,54.5,10,1.3333,3.5567
54.75,54.75,10,1.5,3.5571
55.0,55.0,10,1.6667,3.5574
55.25,55.25,10,1.8333,3.5577
55.5,55.5,10,2.0,3.5581
55.75,55.75,10,2.1667,3.5584
56.0,56.0,10,2.3333,3.5588
56.25,56.25,10,2.5,3.5591
56.5,56.5,10,2.6667,3.5595
56.75,56.75,10,2.8333,3.5598
57.0,57.0,10,3.0,3.6077
57.25,57.25,10,3.1667,3.6608
57.5,57.5,10,3.3333,3.6623
57.75,57.75,10,3.5,3.6637
58.0,58.0,10,3.6667,3.6652
58.25,58.25,10,3.8333,3.6666
58.5,58.5,10,4.0,3.6681
58.75,58.75,10,4.1667,3.6696
59.0,59.0,10,4.3333,3.671
59.25,59.25,10,4.5,3.6725
59.5,59.5,10,4.6667,3.6739
59.75,59.75,10,4.8333,3.6754
60.0,60.0,11,1.0,3.6769
60.25,60.25,11,1.1667,3.6783
60.5,60.5,11,1.3333,3.6798
60.75,60.75,11,1.5,3.6858
61.0,61.0,11,1.6667,3.6926
61.25,61.25,11,1.8333,3.6994
61.5,61.5,11,2.0,3.7045
61.75,61.75,11,2.1667,3.7096
62.0,62.0,11,2.3333,3.7146
62.25,62.25,11,2.5,3.7196
62.5,62.5,11,2.6667,3.7259
62.75,62.75,11,2.8333,3.7323
63.0,63.0,11,3.0,3.7387
63.25,63.25,11,3.1667,3.7603
63.5,63.5,11,3.3333,3.7612
63.75,63.75,11,3.5,3.7622
64.0,64.0,11,3.6667,3.7631
64.25,64.25,11,3.8333,3.764
64.5,64.5,11,4.0,3.765
64.75,64.75,11,4.1667,3.7659
65.0,65.0,11,4.3333,3.7669
65.25,65.25,11,4.5,3.7678
65.5,65.5,11,4.6667,3.7688
65.75,65.75,11,4.8333,3.7697
66.0,66.0,12,1.0,3.7707
66.25,66.25,12,1.1667,3.7716
66.5,66.5,12,1.3333,3.7726
66.75,66.75,12,1.5,3.7735
67.0,67.0,12,1.6667,3.7745
67.25,67.25,12,1.8333,3.7754
67.5,67.5,12,2.0,3.7763
67.75,67.75,12,2.1667,3.7773
68.0,68.0,12,2.3333,3.7782
68.25,68.25,12,2.5,3.7792
68.5,68.5,12,2.6667,3.7954
68.75,68.75,12,2.8333,3.9108
69.0,69.0,12,3.0,4.0262
69.25,69.25,12,3.1667,4.0413
69.5,69.5,12,3.3333,4.0428
69.75,69.75,12,3.5,4.0443
70.0,70.0,12,3.6667,4.0457
70.25,70.25,12,3.8333,4.0472
70.5,70.5,12,4.0,4.0487
0.0,72.0,1,1.0,4.0576
0.25,72.25,1,1.1667,4.0591
0.5,72.5,1,1.3333,4.1015
0.75,72.75,1,1.5,4.1233
1.0,73.0,1,1.6667,4.1273
1.25,73.25,1,1.8333,4.1313
1.5,73.5,1,2.0,4.1353
1.75,73.75,1,2.1667,4.1393
2.0,74.0,1,2.3333,4.1738
2.25,74.25,1,2.5,4.2042
2.5,74.5,1,2.6667,4.2097
2.75,74.75,1,2.8333,4.2152
3.0,75.0,1,3.0,4.2354
3.25,75.25,1,3.1667,4.3056
3.5,75.5,1,3.3333,4.3185
3.75,75.75,1,3.5,4.3292
4.0,76.0,1,3.6667,4.3397
4.25,76.25,1,3.8333,4.3723
4.5,76.5,1,4.0,4.4477
4.75,76.75,1,4.1667,4.5631
5.0,77.0,1,4.3333,4.6785
5.25,77.25,1,4.5,4.7938
5.5,77.5,1,4.6667,4.8892
5.75,77.75,1,4.8333,4.9846
6.0,78.0,2,1.0,5.08
6.25,78.25,2,1.1667,5.1954
6.5,78.5,2,1.3333,5.3108
6.75,78.75,2,1.5,5.4462
7.0,79.0,2,1.6667,5.5615
7.25,79.25,2,1.8333,5.6585
7.5,79.5,2,2.0,5.7723
7.75,79.75,2,2.1667,5.8677
8.0,80.0,2,2.3333,5.9631
8.25,80.25,2,2.5,6.0785
8.5,80.5,2,2.6667,6.1938
8.75,80.75,2,2.8333,6.3092
9.0,81.0,2,3.0,6.4046
9.25,81.25,2,3.1667,6.52
9.5,81.5,2,3.3333,6.6354
9.75,81.75,2,3.5,6.7508
10.0,82.0,2,3.6667,6.8662
10.25,82.25,2,3.8333,6.9615
10.5,82.5,2,4.0,7.0769
10.75,82.75,2,4.1667,7.1923
11.0,83.0,2,4.3333,7.3077
11.25,83.25,2,4.5,7.4231
11.5,83.5,2,4.6667,7.4796
11.75,83.75,2,4.8333,7.5938
12.0,84.0,3,1.0,7.7092
12.25,84.25,3,1.1667,7.8246
12.5,84.5,3,1.3333,7.94
12.75,84.75,3,1.5,8.0354
13.0,85.0,3,1.6667,8.1508
13.25,85.25,3,1.8333,8.2662
13.5,85.5,3,2.0,8.3815
13.75,85.75,3,2.1667,8.4969
14.0,86.0,3,2.3333,8.6123
14.25,86.25,3,2.5,8.7277
14.5,86.5,3,2.6667,8.8031
14.75,86.75,3,2.8333,8.9185
15.0,87.0,3,3.0,9.0138
15.25,87.25,3,3.1667,9.1292
15.5,87.5,3,3.3333,9.2446
15.75,87.75,3,3.5,9.36
16.0,88.0,3,3.6667,9.4554
16.25,88.25,3,3.8333,9.5708
16.5,88.5,3,4.0,9.6862
16.75,88.75,3,4.1667,9.8015
17.0,89.0,3,4.3333,9.8969
17.25,89.25,3,4.5,10.0123
17.5,89.5,3,4.6667,10.1277
17.75,89.75,3,4.8333,10.2431
18.0,90.0,4,1.0,10.3385
18.25,90.25,4,1.1667,10.4538
18.5,90.5,4,1.3333,10.5692
18.75,90.75,4,1.5,10.6846
19.0,91.0,4,1.6667,10.8
19.25,91.25,4,1.8333,10.8918
19.5,91.5,4,2.0,10.9908
19.75,91.75,4,2.1667,11.1062
20.0,92.0,4,2.3333,11.2215
20.25,92.25,4,2.5,11.3369
20.5,92.5,4,2.6667,11.4174
20.75,92.75,4,2.8333,11.5277
21.0,93.0,4,3.0,11.6431
21.25,93.25,4,3.1667,11.7585
21.5,93.5,4,3.3333,11.8738
21.75,93.75,4,3.5,11.9892
22.0,94.0,4,3.6667,12.0846
22.25,94.25,4,3.8333,12.2
22.5,94.5,4,4.0,12.3154
22.75,94.75,4,4.1667,12.4308
23.0,95.0,4,4.3333,12.5462
23.25,95.25,4,4.5,12.6608
23.5,95.5,4,4.6667,12.7569
23.75,95.75,4,4.8333,12.8723
24.0,96.0,5,1.0,12.9677
24.25,96.25,5,1.1667,13.0831
24.5,96.5,5,1.3333,13.1985
24.75,96.75,5,1.5,13.3138
25.0,97.0,5,1.6667,13.4292
25.25,97.25,5,1.8333,13.5446
25.5,97.5,5,2.0,13.66
25.75,97.75,5,2.1667,13.7754
26.0,98.0,5,2.3333,13.8908
26.25,98.25,5,2.5,13.9662
26.5,98.5,5,2.6667,14.0815
26.75,98.75,5,2.8333,14.1785
27.0,99.0,5,3.0,14.2923
27.25,99.25,5,3.1667,14.4077
27.5,99.5,5,3.3333,14.5231
27.75,99.75,5,3.5,14.6385
28.0,100.0,5,3.6667,14.7538
28.25,100.25,5,3.8333,14.8492
28.5,100.5,5,4.0,14.9646
28.75,100.75,5,4.1667,15.08
29.0,101.0,5,4.3333,15.1954
29.25,101.25,5,4.5,15.2954
29.5,101.5,5,4.6667,15.4062
29.75,101.75,5,4.8333,15.5015
30.0,102.0,6,1.0,15.6169
30.25,102.25,6,1.1667,15.7323
30.5,102.5,6,1.3333,15.8477
30.75,102.75,6,1.5,15.9631
31.0,103.0,6,1.6667,16.0785
31.25,103.25,6,1.8333,16.1938
31.5,103.5,6,2.0,16.3092
31.75,103.75,6,2.1667,16.4046
32.0,104.0,6,2.3333,16.5
32.25,104.25,6,2.5,16.6154
32.5,104.5,6,2.6667,16.7308
32.75,104.75,6,2.8333,16.8462
33.0,105.0,6,3.0,16.9615
33.25,105.25,6,3.1667,17.0584
33.5,105.5,6,3.3333,17.1723
33.75,105.75,6,3.5,17.2877
34.0,106.0,6,3.6667,17.4031
34.25,106.25,6,3.8333,17.5185
34.5,106.5,6,4.0,17.6338
34.75,106.75,6,4.1667,17.7492
35.0,107.0,6,4.3333,17.8646
35.25,107.25,6,4.5,17.96
35.5,107.5,6,4.6667,18.0754
35.75,107.75,6,4.8333,18.1908
36.0,108.0,7,1.0,18.2862
36.25,108.25,7,1.1667,18.4015
36.5,108.5,7,1.3333,18.5169
36.75,108.75,7,1.5,18.6162
37.0,109.0,7,1.6667,18.7277
37.25,109.25,7,1.8333,18.8431
37.5,109.5,7,2.0,18.9585
37.75,109.75,7,2.1667,19.0738
38.0,110.0,7,2.3333,19.1892
38.25,110.25,7,2.5,19.2846
38.5,110.5,7,2.6667,19.38
38.75,110.75,7,2.8333,19.4954
39.0,111.0,7,3.0,19.5908
39.25,111.25,7,3.1667,19.7062
39.5,111.5,7,3.3333,19.8015
39.75,111.75,7,3.5,19.9169
40.0,112.0,7,3.6667,20.0323
40.25,112.25,7,3.8333,20.1477
40.5,112.5,7,4.0,20.2431
40.75,112.75,7,4.1667,20.3585
41.0,113.0,7,4.3333,20.4738
41.25,113.25,7,4.5,20.5892
41.5,113.5,7,4.6667,20.7046
41.75,113.75,7,4.8333,20.82
42.0,114.0,8,1.0,20.9354
42.25,114.25,8,1.1667,21.0508
42.5,114.5,8,1.3333,21.1662
42.75,114.75,8,1.5,21.2815
43.0,115.0,8,1.6667,21.3969
43.25,115.25,8,1.8333,21.4723
43.5,115.5,8,2.0,21.5877
43.75,115.75,8,2.1667,21.7031
44.0,116.0,8,2.3333,21.8185
44.25,116.25,8,2.5,21.9338
44.5,116.5,8,2.6667,22.0164
44.75,116.75,8,2.8333,22.1246
45.0,117.0,8,3.0,22.24
45.25,117.25,8,3.1667,22.3554
45.5,117.5,8,3.3333,22.4708
45.75,117.75,8,3.5,22.5862
46.0,118.0,8,3.6667,22.7015
46.25,118.25,8,3.8333,22.8169
46.5,118.5,8,4.0,22.9323
46.75,118.75,8,4.1667,23.0477
47.0,119.0,8,4.3333,23.1631
47.25,119.25,8,4.5,23.2785
47.5,119.5,8,4.6667,23.3938
47.75,119.75,8,4.8333,23.5092
48.0,120.0,9,1.0,23.6046
48.25,120.25,9,1.1667,23.72
48.5,120.5,9,1.3333,23.8354
48.75,120.75,9,1.5,23.9508
49.0,121.0,9,1.6667,24.0262
49.25,121.25,9,1.8333,24.1415
49.5,121.5,9,2.0,24.2569
49.75,121.75,9,2.1667,24.3723
50.0,122.0,9,2.3333,24.4877
50.25,122.25,9,2.5,24.6031
50.5,122.5,9,2.6667,24.7185
50.75,122.75,9,2.8333,24.8169
51.0,123.0,9,3.0,24.8892
51.25,123.25,9,3.1667,25.0046
51.5,123.5,9,3.3333,25.12
51.75,123.75,9,3.5,25.2354
52.0,124.0,9,3.6667,25.3508
52.25,124.25,9,3.8333,25.4662
52.5,124.5,9,4.0,25.5815
52.75,124.75,9,4.1667,25.6969
53.0,125.0,9,4.3333,25.7923
53.25,125.25,9,4.5,25.9077
53.5,125.5,9,4.6667,26.0231
53.75,125.75,9,4.8333,26.1385
54.0,126.0,10,1.0,26.2538
54.25,126.25,10,1.1667,26.3692
54.5,126.5,10,1.3333,26.4646
54.75,126.75,10,1.5,26.58
55.0,127.0,10,1.6667,26.6754
55.25,127.25,10,1.8333,26.7908
55.5,127.5,10,2.0,26.9062
55.75,127.75,10,2.1667,27.0015
56.0,128.0,10,2.3333,27.1169
56.25,128.25,10,2.5,27.2323
56.5,128.5,10,2.6667,27.3477
56.75,128.75,10,2.8333,27.4431
57.0,129.0,10,3.0,27.5585
57.25,129.25,10,3.1667,27.6738
57.5,129.5,10,3.3333,27.7892
57.75,129.75,10,3.5,27.9046
58.0,130.0,10,3.6667,28.0
58.25,130.25,10,3.8333,28.1154
58.5,130.5,10,4.0,28.2308
58.75,130.75,10,4.1667,28.3462
59.0,131.0,10,4.3333,28.4615
59.25,131.25,10,4.5,28.5569
59.5,131.5,10,4.6667,28.6723
59.75,131.75,10,4.8333,28.7438
60.0,132.0,11,1.0,28.8431
60.25,132.25,11,1.1667,28.9585
60.5,132.5,11,1.3333,29.0738
60.75,132.75,11,1.5,29.1892
61.0,133.0,11,1.6667,29.3046
61.25,133.25,11,1.8333,29.42
61.5,133.5,11,2.0,29.5354
61.75,133.75,11,2.1667,29.6508
62.0,134.0,11,2.3333,29.7662
62.25,134.25,11,2.5,29.8538
62.5,134.5,11,2.6667,29.9569
62.75,134.75,11,2.8333,30.0723
63.0,135.0,11,3.0,30.1877
63.25,135.25,11,3.1667,30.3031
63.5,135.5,11,3.3333,30.4185
63.75,135.75,11,3.5,30.5338
64.0,136.0,11,3.6667,30.6492
64.25,136.25,11,3.8333,30.7646
64.5,136.5,11,4.0,30.84
64.75,136.75,11,4.1667,30.9554
65.0,137.0,11,4.3333,31.0708
65.25,137.25,11,4.5,31.1462
65.5,137.5,11,4.6667,31.2415
65.75,137.75,11,4.8333,31.3569
66.0,138.0,12,1.0,31.4723
66.25,138.25,12,1.1667,31.5877
66.5,138.5,12,1.3333,31.7031
66.75,138.75,12,1.5,31.8092
67.0,139.0,12,1.6667,31.9138
67.25,139.25,12,1.8333,32.0292
67.5,139.5,12,2.0,32.1446
67.75,139.75,12,2.1667,32.26
68.0,140.0,12,2.3333,32.3577
68.25,140.25,12,2.5,32.4708
68.5,140.5,12,2.6667,32.5862
68.75,140.75,12,2.8333,32.7015
69.0,141.0,12,3.0,32.8169
69.25,141.25,12,3.1667,32.9323
69.5,141.5,12,3.3333,33.0477
69.75,141.75,12,3.5,33.1631
70.0,142.0,12,3.6667,33.2785
70.25,142.25,12,3.8333,33.3938
70.5,142.5,12,4.0,33.5092
72.0,144.0,13,1.0,34.0615
72.25,144.25,13,1.1667,34.1769
72.5,144.5,13,1.3333,34.2923
72.75,144.75,13,1.5,34.4077
73.0,145.0,13,1.6667,34.5216
73.25,145.25,13,1.8333,34.6185
73.5,145.5,13,2.0,34.7338
73.75,145.75,13,2.1667,34.8492
74.0,146.0,13,2.3333,34.9646
74.25,146.25,13,2.5,35.08
74.5,146.5,13,2.6667,35.1954
74.75,146.75,13,2.8333,35.3108
75.0,147.0,13,3.0,35.4262
75.25,147.25,13,3.1667,35.5215
75.5,147.5,13,3.3333,35.6369
75.75,147.75,13,3.5,35.7523
76.0,148.0,13,3.6667,35.8277
76.25,148.25,13,3.8333,35.9231
76.5,148.5,13,4.0,36.0385
76.75,148.75,13,4.1667,36.1538
77.0,149.0,13,4.3333,36.2692
77.25,149.25,13,4.5,36.3846
77.5,149.5,13,4.6667,36.5
77.75,149.75,13,4.8333,36.5554
78.0,150.0,14,1.0,36.6708
78.25,150.25,14,1.1667,36.7862
78.5,150.5,14,1.3333,36.9015
78.75,150.75,14,1.5,37.0169
79.0,151.0,14,1.6667,37.1323
79.25,151.25,14,1.8333,37.2277
79.5,151.5,14,2.0,37.3431
79.75,151.75,14,2.1667,37.4585
80.0,152.0,14,2.3333,37.5738
80.25,152.25,14,2.5,37.6892
80.5,152.5,14,2.6667,37.8046
80.75,152.75,14,2.8333,37.9
81.0,153.0,14,3.0,38.0154
81.25,153.25,14,3.1667,38.1508
81.5,153.5,14,3.3333,38.2662
81.75,153.75,14,3.5,38.3815
82.0,154.0,14,3.6667,38.4784
82.25,154.25,14,3.8333,38.5923
82.5,154.5,14,4.0,38.6877
82.75,154.75,14,4.1667,38.8031
83.0,155.0,14,4.3333,38.9185
83.25,155.25,14,4.5,39.0338
83.5,155.5,14,4.6667,39.1292
83.75,155.75,14,4.8333,39.2446
84.0,156.0,15,1.0,39.36
84.25,156.25,15,1.1667,39.4754
84.5,156.5,15,1.3333,39.5908
84.75,156.75,15,1.5,39.7062
85.0,157.0,15,1.6667,39.8015
85.25,157.25,15,1.8333,39.8984
85.5,157.5,15,2.0,40.0123
85.75,157.75,15,2.1667,40.1277
86.0,158.0,15,2.3333,40.2431
86.25,158.25,15,2.5,40.3585
86.5,158.5,15,2.6667,40.4738
86.75,158.75,15,2.8333,40.5892
87.0,159.0,15,3.0,40.6846
87.25,159.25,15,3.1667,40.8
87.375,159.375,15,3.25,40.8577
87.5,159.5,15,3.3333,40.9154
87.75,159.75,15,3.5,41.0308
88.0,160.0,15,3.6667,41.1331
88.25,160.25,15,3.8333,41.2415
88.5,160.5,15,4.0,41.3569
88.75,160.75,15,4.1667,41.4723
89.0,161.0,15,4.3333,41.5877
89.25,161.25,15,4.5,41.7031
89.5,161.5,15,4.6667,41.8185
89.75,161.75,15,4.8333,41.9338
90.0,162.0,16,1.0,42.0492
90.25,162.25,16,1.1667,42.1646
90.375,162.375,16,1.25,42.2223
90.5,162.5,16,1.3333,42.28
90.75,162.75,16,1.5,42.3954
91.0,163.0,16,1.6667,42.4708
91.25,163.25,16,1.8333,42.5862
91.5,163.5,16,2.0,42.7015
91.75,163.75,16,2.1667,42.8169
92.0,164.0,16,2.3333,42.9108
92.25,164.25,16,2.5,43.0077
92.5,164.5,16,2.6667,43.1231
92.75,164.75,16,2.8333,43.2385
93.0,165.0,16,3.0,43.3538
93.25,165.25,16,3.1667,43.4546
93.375,165.375,16,3.25,43.5069
93.5,165.5,16,3.3333,43.5423
93.75,165.75,16,3.5,43.64
94.0,166.0,16,3.6667,43.7554
94.25,166.25,16,3.8333,43.8708
94.5,166.5,16,4.0,43.9862
94.75,166.75,16,4.1667,44.1015
95.0,167.0,16,4.3333,44.2169
95.25,167.25,16,4.5,44.3323
95.5,167.5,16,4.6667,44.4477
95.75,167.75,16,4.8333,44.5631
96.0,168.0,17,1.0,44.6785
96.25,168.25,17,1.1667,44.8338
96.5,168.5,17,1.3333,44.9492
96.75,168.75,17,1.5,45.0646
97.0,169.0,17,1.6667,45.18
97.25,169.25,17,1.8333,45.2954
97.5,169.5,17,2.0,45.4108
97.75,169.75,17,2.1667,45.4862
98.0,170.0,17,2.3333,45.6015
98.25,170.25,17,2.5,45.7169
98.5,170.5,17,2.6667,45.8323
98.75,170.75,17,2.8333,45.9277
99.0,171.0,17,3.0,46.0231
99.25,171.25,17,3.1667,46.1385
99.5,171.5,17,3.3333,46.2538
99.75,171.75,17,3.5,46.3692
100.0,172.0,17,3.6667,46.4846
100.25,172.25,17,3.8333,46.58
100.5,172.5,17,4.0,46.6954
100.75,172.75,17,4.1667,46.8108
101.0,173.0,17,4.3333,46.9262
101.25,173.25,17,4.5,47.0415
101.5,173.5,17,4.6667,47.1169
101.75,173.75,17,4.8333,47.2323
102.0,174.0,18,1.0,47.3477
102.25,174.25,18,1.1667,47.4631
102.5,174.5,18,1.3333,47.5785
102.75,174.75,18,1.5,47.6738
103.0,175.0,18,1.6667,47.7892
103.25,175.25,18,1.8333,47.9292
103.5,175.5,18,2.0,48.06
103.75,175.75,18,2.1667,48.1754
104.0,176.0,18,2.3333,48.2708
104.25,176.25,18,2.5,48.3462
104.5,176.5,18,2.6667,48.4615
104.75,176.75,18,2.8333,48.5569
105.0,177.0,18,3.0,48.6723
105.25,177.25,18,3.1667,48.8277
105.5,177.5,18,3.3333,48.9431
105.75,177.75,18,3.5,49.0585
106.0,178.0,18,3.6667,49.1738
106.25,178.25,18,3.8333,49.2692
106.5,178.5,18,4.0,49.3646
106.75,178.75,18,4.1667,49.48
107.0,179.0,18,4.3333,49.5954
107.25,179.25,18,4.5,49.7108
107.5,179.5,18,4.6667,49.8262
