score_qstamp,qstamp,measure,beat,736442_tstamp,729168_tstamp,711708_tstamp,723422_tstamp
112.5,112.5,76,1.0,177.5964,172.1591,200.6355,252.5119
112.875,112.875,76,1.25,178.3083,172.7483,201.4083,253.4083
113.0,113.0,76,1.3333,178.4713,172.9113,201.5826,253.6617
113.5,113.5,76,1.6667,179.1435,173.6635,202.5035,254.727
113.625,113.625,76,1.75,179.3465,173.8265,202.7195,255.0265
113.75,113.75,76,1.8333,179.5096,173.9896,202.9096,255.2096
113.875,113.875,76,1.9167,179.6926,174.1652,203.0726,255.3726
114.0,114.0,77,1.0,179.9271,174.3714,203.3357,255.7514
114.125,114.125,77,1.0833,180.1387,174.5987,203.5987,256.0187
114.25,114.25,77,1.1667,180.3017,174.7617,203.7617,256.3119
114.375,114.375,77,1.25,180.5048,174.9248,204.0248,256.6448
114.5,114.5,77,1.3333,180.6678,175.0878,204.1956,256.8078
114.625,114.625,77,1.4167,180.8909,175.2909,204.4109,257.1309
114.75,114.75,77,1.5,181.0539,175.4939,204.5739,257.2939
114.875,114.875,77,1.5833,181.297,175.657,204.837,257.637
115.0,115.0,77,1.6667,181.46,175.82,205.02,257.8
115.125,115.125,77,1.75,181.623,176.083,205.263,258.083
115.25,115.25,77,1.8333,181.7861,176.2461,205.4505,258.3949
115.375,115.375,77,1.9167,181.9891,176.4291,205.6891,258.6691
115.5,115.5,78,1.0,182.1644,176.5922,205.8522,258.9132
115.625,115.625,78,1.0833,182.4152,176.8304,206.0352,259.1352
115.75,115.75,78,1.1667,182.5783,176.9983,206.2983,259.3183
115.875,115.875,78,1.25,182.7413,177.1613,206.4639,259.4813
116.0,116.0,78,1.3333,182.9043,177.3286,206.6643,259.7772
116.125,116.125,78,1.4167,183.0748,177.5274,206.8274,260.1274
116.25,116.25,78,1.5,183.2504,177.6904,206.9904,260.3104
116.375,116.375,78,1.5833,183.4335,177.8535,207.2535,260.5735
116.5,116.5,78,1.6667,183.6365,178.0565,207.4365,260.9165
116.625,116.625,78,1.75,183.7996,178.2196,207.5996,261.0796
116.75,116.75,78,1.8333,183.9626,178.3826,207.7826,261.3052
116.875,116.875,78,1.9167,184.1514,178.5657,208.0057,261.5857
117.0,117.0,79,1.0,184.4087,178.9087,208.2487,262.1287
117.375,117.375,79,1.25,185.0156,179.4378,209.0778,262.9778
117.5,117.5,79,1.3333,185.1818,179.6209,209.3245,263.1609
117.875,117.875,79,1.5833,185.71,180.19,209.91,263.93
118.0,118.0,79,1.6667,185.873,180.366,210.073,264.253
118.125,118.125,79,1.75,186.0522,180.5961,210.3361,264.5361
118.25,118.25,79,1.8333,186.2191,180.7791,210.4991,264.7191
118.375,118.375,79,1.9167,186.3822,180.9422,210.6622,264.8822
118.5,118.5,80,1.0,186.5556,181.1624,210.8356,265.092
118.875,118.875,80,1.25,187.2943,181.8143,211.6943,266.4544
119.0,119.0,80,1.3333,187.4574,181.9774,211.9322,266.8174
119.375,119.375,80,1.5833,188.0265,182.4665,212.6465,267.372
119.5,119.5,80,1.6667,188.1896,182.6488,212.8096,267.7064
119.625,119.625,80,1.75,188.4126,182.8526,213.1452,268.0726
119.75,119.75,80,1.8333,188.5757,183.0157,213.3157,268.2357
119.875,119.875,80,1.9167,188.7387,183.1787,213.4787,268.3987
120.0,120.0,81,1.0,188.9234,183.3417,213.6417,268.7417
120.125,120.125,81,1.0833,189.1792,183.5048,213.9096,269.2448
120.25,120.25,81,1.1667,189.3878,183.7312,214.1078,269.4078
120.375,120.375,81,1.25,189.5509,183.9309,214.3509,269.5709
120.5,120.5,81,1.3333,189.7139,184.0939,214.5139,269.7339
120.625,120.625,81,1.4167,189.877,184.277,214.737,270.117
120.75,120.75,81,1.5,190.04,184.44,214.9,270.28
120.875,120.875,81,1.5833,190.303,184.683,215.203,270.643
121.0,121.0,81,1.6667,190.4661,184.8461,215.3661,270.8183
121.125,121.125,81,1.75,190.6291,185.0491,215.5491,271.1291
121.25,121.25,81,1.8333,190.7922,185.2122,215.7122,271.3522
121.375,121.375,81,1.9167,191.0352,185.3752,216.0152,271.7752
121.5,121.5,82,1.0,191.1983,185.5783,216.1983,271.9749
121.75,121.75,82,1.1667,191.6843,186.1243,216.7443,272.7043
122.0,122.0,82,1.3333,192.0104,186.4504,217.0704,273.3104
122.25,122.25,82,1.5,192.3365,186.7765,217.4295,273.6365
122.5,122.5,82,1.6667,192.6626,187.1026,217.8026,274.1756
122.625,122.625,82,1.75,192.8971,187.2771,218.1342,274.5313
122.75,122.75,82,1.8333,193.1087,187.4687,218.3687,274.8287
122.875,122.875,82,1.9167,193.2717,187.6634,218.5317,275.1034
123.0,123.0,83,1.0,193.4348,187.8548,218.6948,275.4348
123.25,123.25,83,1.1667,193.8027,188.1809,219.1009,276.0609
123.5,123.5,83,1.3333,194.167,188.507,219.507,276.435
123.75,123.75,83,1.5,194.493,188.873,219.833,276.833
124.0,124.0,83,1.6667,194.8391,189.2591,220.3146,277.371
124.125,124.125,83,1.75,195.0822,189.5222,220.5822,277.9866
124.25,124.25,83,1.8333,195.2452,189.6852,220.7452,278.2164
124.375,124.375,83,1.9167,195.4083,189.8483,220.9683,278.5083
124.5,124.5,84,1.0,195.5713,190.0113,221.1313,278.7339
124.75,124.75,84,1.1667,195.9574,190.3774,221.4574,279.2974
125.0,125.0,84,1.3333,196.287,190.7235,221.9505,279.9035
125.25,125.25,84,1.5,196.6296,191.0496,222.4192,280.3896
125.5,125.5,84,1.6667,196.9957,191.4757,222.8357,280.9714
125.625,125.625,84,1.75,197.1987,191.6587,223.0187,281.2787
125.75,125.75,84,1.8333,197.3617,191.8417,223.2417,281.5434
125.875,125.875,84,1.9167,197.5296,192.0048,223.4048,281.7344
126.0,126.0,85,1.0,197.7078,192.1756,223.6356,282.0356
126.25,126.25,85,1.1667,198.0756,192.6539,224.0339,282.6339
126.5,126.5,85,1.3333,198.46,192.98,224.44,283.02
126.75,126.75,85,1.5,198.7861,193.3061,224.8461,283.6122
127.0,127.0,85,1.6667,199.1722,193.6322,225.2922,284.1332
127.25,127.25,85,1.8333,199.4983,194.0383,225.6383,284.6766
127.5,127.5,86,1.0,199.8243,194.4615,226.0944,285.3443
127.75,127.75,86,1.1667,200.2304,194.8904,226.6104,285.7704
128.0,128.0,86,1.3333,200.5565,195.2165,226.9365,286.0965
128.25,128.25,86,1.5,200.8826,195.5426,227.2626,286.446
128.5,128.5,86,1.6667,201.2574,195.9287,227.6496,287.387
128.625,128.625,86,1.75,201.4717,196.0917,227.9517,287.7317
128.75,128.75,86,1.8333,201.6348,196.2548,228.1296,287.8948
128.875,128.875,86,1.9167,201.7978,196.4378,228.3778,288.2378
129.0,129.0,87,1.0,201.9836,196.6227,228.5445,288.4899
129.25,129.25,87,1.1667,202.367,196.994,228.947,289.055
129.5,129.5,87,1.3333,202.693,197.393,229.373,289.546
129.75,129.75,87,1.5,203.0791,197.7391,229.7591,290.0791
130.0,130.0,87,1.6667,203.4652,198.1052,230.1704,290.5704
130.125,130.125,87,1.75,203.6283,198.2683,230.4566,290.9283
130.25,130.25,87,1.8333,203.7913,198.4513,230.6713,291.0913
130.375,130.375,87,1.9167,203.9686,198.6543,230.8343,291.4743
130.5,130.5,88,1.0,204.1374,198.8374,230.9974,291.6974
130.75,130.75,88,1.1667,204.547,199.2435,231.4235,292.295
131.0,131.0,88,1.3333,204.8992,199.5696,231.8592,292.7896
131.25,131.25,88,1.5,205.2357,199.8957,232.1957,293.2557
131.5,131.5,88,1.6667,205.6017,200.3451,232.6085,293.8417
131.625,131.625,88,1.75,205.7648,200.5648,232.8648,294.1048
131.75,131.75,88,1.8333,205.9278,200.7278,233.0356,294.2678
131.875,131.875,88,1.9167,206.1109,200.8909,233.2709,294.7509
132.0,132.0,89,1.0,206.2739,201.0539,233.4339,294.9278
132.25,132.25,89,1.1667,206.64,201.4,233.86,295.56
132.5,132.5,89,1.3333,207.0261,201.8122,234.2661,296.0566
132.75,132.75,89,1.5,207.3522,202.1522,234.7922,296.4522
133.0,133.0,89,1.6667,207.6783,202.5583,235.1183,296.7783
133.25,133.25,89,1.8333,208.0643,202.9215,235.5458,297.5705
133.5,133.5,90,1.0,208.4104,203.3104,235.9504,298.4304
133.75,133.75,90,1.1667,208.7565,203.8165,236.4765,299.0565
134.0,134.0,90,1.3333,209.0826,204.1626,236.8052,299.4026
134.25,134.25,90,1.5,209.4887,204.5487,237.1687,299.9287
134.5,134.5,90,1.6667,209.8148,204.8748,237.4948,300.3548
134.75,134.75,90,1.8333,210.1436,205.2009,238.0618,300.8326
135.0,135.0,91,1.0,210.527,205.527,238.407,301.407
135.25,135.25,91,1.1667,210.873,205.892,238.893,302.046
135.5,135.5,91,1.3333,211.1991,206.2591,239.2191,302.4391
135.75,135.75,91,1.5,211.6052,206.6052,239.6252,302.9252
136.0,136.0,91,1.6667,211.9313,206.9313,239.9513,303.3913
136.25,136.25,91,1.8333,212.2974,207.4174,240.3974,304.1974
136.5,136.5,92,1.0,212.6235,207.7635,240.809,304.589
136.6667,136.6667,92,1.1111,212.8409,207.9809,241.2409,305.0409
136.75,136.75,92,1.1667,212.9496,208.0896,241.3496,305.1496
136.8333,136.8333,92,1.2222,213.0582,208.1982,241.4782,305.2582
137.0,137.0,92,1.3333,213.2757,208.4157,241.7357,305.5357
137.1667,137.1667,92,1.4444,213.4931,208.6731,242.0531,305.8931
137.25,137.25,92,1.5,213.6017,208.7817,242.1617,306.0217
137.3333,137.3333,92,1.5556,213.7104,208.8904,242.2704,306.1904
137.5,137.5,92,1.6667,213.9278,209.1078,242.6478,306.5234
137.6667,137.6667,92,1.7778,214.1453,209.3253,242.8653,306.8453
137.75,137.75,92,1.8333,214.2539,209.4339,242.9739,307.1339
137.8333,137.8333,92,1.8889,214.3626,209.5426,243.0852,307.2582
138.0,138.0,93,1.0,214.62,209.76,243.34,307.66
138.1667,138.1667,93,1.1111,214.8974,210.1374,243.7374,307.9974
138.25,138.25,93,1.1667,215.0061,210.2461,243.8661,308.1061
138.3333,138.3333,93,1.2222,215.1147,210.3547,243.9747,308.2147
138.5,138.5,93,1.3333,215.3322,210.5722,244.1922,308.5522
138.6667,138.6667,93,1.4444,215.5896,210.8296,244.4696,308.9096
138.75,138.75,93,1.5,215.6983,210.9383,244.5783,309.1183
138.8333,138.8333,93,1.5556,215.8069,211.0669,244.8069,309.3869
139.0,139.0,93,1.6667,216.0286,211.2929,245.0286,309.686
139.1667,139.1667,93,1.7778,216.2618,211.5618,245.3218,310.2618
139.25,139.25,93,1.8333,216.3704,211.6704,245.4304,310.3704
139.3333,139.3333,93,1.8889,216.5391,211.8591,245.6191,310.4791
139.5,139.5,94,1.0,216.7565,212.0765,245.853,310.6965
139.75,139.75,94,1.1667,217.1226,212.4026,246.3026,311.2026
140.25,140.25,94,1.5,217.7948,213.1348,247.0948,312.1748
140.5,140.5,94,1.6667,218.2209,213.5009,247.5009,312.7009
140.75,140.75,94,1.8333,218.547,213.867,247.927,313.248
141.0,141.0,95,1.0,218.873,214.213,248.293,313.786
141.25,141.25,95,1.1667,219.2191,214.5991,248.7191,314.3391
141.75,141.75,95,1.5,219.9513,215.3113,249.5313,315.3113
142.0,142.0,95,1.6667,220.2974,215.7174,249.9574,315.7922
142.25,142.25,95,1.8333,220.6635,216.1035,250.3835,316.488
142.5,142.5,96,1.0,221.0296,216.4896,250.7696,317.0296
143.0,143.0,96,1.3333,221.8617,217.4617,251.7251,318.2817
143.125,143.125,96,1.4167,222.0448,217.6248,252.1248,318.4648
143.25,143.25,96,1.5,222.2078,217.7878,252.2878,318.6634
143.375,143.375,96,1.5833,222.3709,217.9509,252.4509,318.9709
143.5,143.5,96,1.6667,222.5339,218.1139,252.6139,319.1339
143.625,143.625,96,1.75,222.697,218.294,252.777,319.351
143.75,143.75,96,1.8333,222.86,218.5,252.94,319.62
143.875,143.875,96,1.9167,223.023,218.663,253.103,319.866
144.0,144.0,97,1.0,223.2122,218.8261,253.2861,320.1261
144.5,144.5,97,1.3333,223.9183,219.6149,254.1349,321.2366
144.625,144.625,97,1.4167,224.0813,219.8039,254.5813,321.533
144.75,144.75,97,1.5,224.3043,220.0243,254.7443,321.8643
144.875,144.875,97,1.5833,224.4674,220.1874,254.9074,322.0274
145.0,145.0,97,1.6667,224.6304,220.3504,255.0704,322.2008
145.125,145.125,97,1.75,224.7935,220.5405,255.2335,322.4745
145.25,145.25,97,1.8333,224.9565,220.7365,255.3965,322.6765
145.375,145.375,97,1.9167,225.1596,220.8996,255.5596,322.8796
145.5,145.5,98,1.0,225.3426,221.1652,255.7278,323.2382
146.0,146.0,98,1.3333,226.0348,221.9488,256.5184,324.2464
146.375,146.375,98,1.5833,226.6039,222.5439,257.3239,325.0039
146.5,146.5,98,1.6667,226.847,222.707,257.487,325.167
146.625,146.625,98,1.75,227.05,222.97,257.65,325.7
146.75,146.75,98,1.8333,227.213,223.239,257.813,325.873
146.875,146.875,98,1.9167,227.3761,223.4161,258.0561,326.1205
147.0,147.0,99,1.0,227.5591,223.5991,258.2391,326.4391
147.5,147.5,99,1.3333,228.4713,224.2513,259.2313,327.0913
148.0,148.0,99,1.6667,229.4635,224.9035,260.0635,327.7435
148.5,148.5,100,1.0,230.1957,226.1785,261.191,330.3111
149.0,149.0,100,1.3333,230.8878,227.0278,262.0478,331.4956
149.5,149.5,100,1.6667,231.66,227.74,262.72,332.16
150.0,150.0,101,1.0,232.4322,228.8122,263.6122,333.0922
150.125,150.125,101,1.0833,232.5952,228.9752,263.7752,333.3352
150.25,150.25,101,1.1667,232.7783,229.1383,264.1213,333.8613
150.375,150.375,101,1.25,232.9413,229.3413,264.3013,334.0413
150.5,150.5,101,1.3333,233.1243,229.5043,264.4643,334.2043
150.625,150.625,101,1.4167,233.2874,229.6674,264.6274,334.3674
150.75,150.75,101,1.5,233.4504,229.8304,264.7904,334.7104
150.875,150.875,101,1.5833,233.627,229.9935,264.9535,334.8735
151.0,151.0,101,1.6667,233.8565,230.1565,265.1165,335.1165
151.125,151.125,101,1.75,234.0196,230.3196,265.2796,335.2796
151.25,151.25,101,1.8333,234.1826,230.4826,265.4426,335.4426
151.375,151.375,101,1.9167,234.3457,230.6457,265.6057,335.6057
151.5,151.5,102,1.0,234.6087,230.8487,265.8574,336.0374
151.75,151.75,102,1.1667,234.9348,231.1748,266.2548,336.6548
152.0,152.0,102,1.3333,235.2636,231.6254,266.7636,337.1272
152.25,152.25,102,1.5,235.694,232.127,267.207,337.707
152.5,152.5,102,1.6667,236.133,232.453,267.593,338.033
152.75,152.75,102,1.8333,236.4591,232.7791,268.1391,338.6191
153.0,153.0,103,1.0,236.7852,233.1104,268.4756,339.0356
153.125,153.125,103,1.0833,236.9683,233.2883,268.6683,339.6483
153.25,153.25,103,1.1667,237.2113,233.4513,268.8313,339.8113
153.375,153.375,103,1.25,237.3743,233.6143,269.0086,339.9743
153.5,153.5,103,1.3333,237.5374,233.8374,269.1774,340.1374
153.625,153.625,103,1.4167,237.7004,234.0604,269.3404,340.3004
153.75,153.75,103,1.5,237.8635,234.2235,269.5235,340.5375
153.875,153.875,103,1.5833,238.0265,234.3865,269.713,340.7665
154.0,154.0,103,1.6667,238.1992,234.5896,269.9088,340.9296
154.125,154.125,103,1.75,238.3926,234.7526,270.1452,341.2252
154.25,154.25,103,1.8333,238.5557,234.9757,270.3557,341.4757
154.375,154.375,103,1.9167,238.7187,235.1387,270.5387,341.7187
154.5,154.5,104,1.0,238.8919,235.4017,270.7868,342.0651
155.0,155.0,104,1.3333,239.6539,236.1739,271.7139,343.2739
155.5,155.5,104,1.6667,240.3722,237.0444,272.4766,344.1698
156.0,156.0,105,1.0,241.1149,237.9583,273.2783,345.1383
156.125,156.125,105,1.0833,241.2813,238.1213,273.5413,345.3626
156.25,156.25,105,1.1667,241.4443,238.2843,273.7043,345.5643
156.375,156.375,105,1.25,241.6074,238.4291,273.8674,345.7274
156.5,156.5,105,1.3333,241.7704,238.5704,274.0408,345.9632
156.625,156.625,105,1.4167,241.9335,238.7335,274.2135,346.2735
156.75,156.75,105,1.5,242.113,238.8965,274.3765,346.4895
156.875,156.875,105,1.5833,242.2796,239.0596,274.6592,346.7396
157.0,157.0,105,1.6667,242.4478,239.2226,274.8426,346.9504
157.125,157.125,105,1.75,242.6457,239.4657,275.0257,347.2114
157.25,157.25,105,1.8333,242.8087,239.6287,275.1887,347.3887
157.375,157.375,105,1.9167,242.9717,239.7917,275.3517,347.5717
157.5,157.5,106,1.0,243.1644,240.0288,275.5896,347.9548
157.75,157.75,106,1.1667,243.5809,240.4609,276.1027,348.4809
158.0,158.0,106,1.3333,243.907,240.807,276.467,348.928
158.25,158.25,106,1.5,244.306,241.146,276.833,349.453
158.5,158.5,106,1.6667,244.6591,241.5391,277.1991,349.9182
158.75,158.75,106,1.8333,245.0052,241.9104,277.5356,350.4008
159.0,159.0,107,1.0,245.3313,242.2713,277.8913,350.8713
159.125,159.125,107,1.0833,245.5743,242.5143,278.3743,351.3343
159.25,159.25,107,1.1667,245.7574,242.6774,278.5374,351.4974
159.375,159.375,107,1.25,245.9204,242.8604,278.7004,351.6604
159.5,159.5,107,1.3333,246.0835,243.0235,278.8635,351.8305
159.625,159.625,107,1.4167,246.2465,243.2265,279.0265,352.0265
159.75,159.75,107,1.5,246.4296,243.3896,279.1896,352.2496
159.875,159.875,107,1.5833,246.5926,243.5726,279.3526,352.4526
160.0,160.0,107,1.6667,246.7557,243.7357,279.5157,352.7071
160.125,160.125,107,1.75,246.9787,243.9387,279.7348,352.9587
160.25,160.25,107,1.8333,247.1434,244.1434,279.9617,353.2034
160.375,160.375,107,1.9167,247.3248,244.3248,280.1344,353.4392
160.5,160.5,108,1.0,247.4956,244.4956,280.3678,353.6956
160.75,160.75,108,1.1667,247.8939,245.0939,280.8539,354.7268
161.0,161.0,108,1.3333,248.22,245.46,281.32,355.12
161.25,161.25,108,1.5,248.7061,245.7861,281.6461,355.4461
161.5,161.5,108,1.6667,249.0322,246.1122,282.0044,355.7722
161.75,161.75,108,1.8333,249.3783,246.4783,282.4183,356.2983
162.0,162.0,109,1.0,249.7615,246.8301,282.9387,356.9929
162.25,162.25,109,1.1667,250.1504,247.2504,283.3904,357.3504
162.5,162.5,109,1.3333,250.4765,247.5765,283.7165,357.6765
162.75,162.75,109,1.5,250.8026,247.9426,284.0626,358.0026
163.0,163.0,109,1.6667,251.1374,248.3087,284.4687,358.7383
163.25,163.25,109,1.8333,251.5148,248.6548,284.9748,359.2548
163.5,163.5,110,1.0,251.8618,249.0009,285.3209,359.5809
163.75,163.75,110,1.1667,252.207,249.327,285.667,360.147
164.0,164.0,110,1.3333,252.533,249.653,286.033,360.486
164.25,164.25,110,1.5,252.8591,250.0591,286.3991,361.0582
164.5,164.5,110,1.6667,253.2156,250.3852,286.8008,361.3956
164.75,164.75,110,1.8333,253.5713,250.7313,287.3365,361.8113
165.0,165.0,111,1.0,253.9174,251.0774,287.6974,362.3722
165.25,165.25,111,1.1667,254.3235,251.4435,288.1435,362.9435
165.5,165.5,111,1.3333,254.6496,251.7696,288.4992,363.2696
165.75,165.75,111,1.5,254.9757,252.0957,288.8757,363.7099
166.0,166.0,111,1.6667,255.3417,252.4217,289.2434,364.1634
166.25,166.25,111,1.8333,255.7034,252.7956,289.679,364.6668
166.5,166.5,112,1.0,256.0539,253.1339,290.0539,365.0539
166.75,166.75,112,1.1667,256.38,253.48,290.46,365.38
167.0,167.0,112,1.3333,256.7061,253.8183,290.8261,365.9905
167.25,167.25,112,1.5,257.0722,254.1722,291.1722,366.4322
167.5,167.5,112,1.6667,257.4383,254.5383,291.5383,366.8783
167.75,167.75,112,1.8333,257.8043,254.8843,292.0172,367.3258
168.0,168.0,113,1.0,258.1408,255.2208,292.4104,367.7408
168.25,168.25,113,1.1667,258.4965,255.5565,292.8165,368.1765
168.5,168.5,113,1.3333,258.893,255.9252,293.2156,368.6356
168.75,168.75,113,1.5,259.3087,256.2861,293.6548,369.1009
169.0,169.0,113,1.6667,259.6348,256.6348,294.0148,369.4948
169.25,169.25,113,1.8333,259.9609,256.9609,294.3854,369.9681
169.5,169.5,114,1.0,260.287,257.308,294.842,370.468
169.75,169.75,114,1.1667,260.613,257.693,295.233,370.833
170.0,170.0,114,1.3333,260.9591,258.0191,295.5591,371.2991
170.25,170.25,114,1.5,261.3408,258.3452,295.9356,371.8008
170.5,170.5,114,1.6667,261.7113,258.6713,296.3113,372.1713
170.75,170.75,114,1.8333,262.0574,258.9974,296.7174,372.7174
171.0,171.0,115,1.0,262.4235,259.3235,297.127,373.1975
171.25,171.25,115,1.1667,262.9296,259.6896,297.4696,373.8096
171.5,171.5,115,1.3333,263.2557,260.0157,297.7957,374.1557
171.625,171.625,115,1.4167,263.4187,260.1787,297.9587,374.3187
171.75,171.75,115,1.5,263.5817,260.3417,298.2868,374.5119
171.875,171.875,115,1.5833,263.7448,260.5048,298.5096,374.8192
172.0,172.0,115,1.6667,263.9078,260.6678,298.6878,375.0356
172.125,172.125,115,1.75,264.0709,260.8309,298.8509,375.2109
172.25,172.25,115,1.8333,264.2339,260.9939,299.0339,375.4739
172.375,172.375,115,1.9167,264.397,261.217,299.237,375.677
172.5,172.5,116,1.0,264.58,261.42,299.46,375.92
172.625,172.625,116,1.0833,264.783,261.583,299.686,376.149
172.75,172.75,116,1.1667,264.9461,261.7461,299.8722,376.3661
172.875,172.875,116,1.25,265.1091,261.9091,300.0691,376.5891
173.0,173.0,116,1.3333,265.2722,262.0722,300.2522,376.8522
173.125,173.125,116,1.4167,265.4752,262.2504,300.4552,377.0152
173.25,173.25,116,1.5,265.6583,262.4183,300.6783,377.2383
173.375,173.375,116,1.5833,265.8213,262.5813,300.8626,377.4813
173.5,173.5,116,1.6667,266.0243,262.8243,301.0529,377.7243
173.625,173.625,116,1.75,266.2274,262.9874,301.2874,377.9718
173.75,173.75,116,1.8333,266.3904,263.1504,301.4504,378.2104
173.875,173.875,116,1.9167,266.5535,263.3135,301.6135,378.3735
174.0,174.0,117,1.0,266.8155,263.4765,301.9495,378.7225
174.25,174.25,117,1.1667,267.1852,263.9826,302.4026,379.5826
174.5,174.5,117,1.3333,267.7087,264.3087,302.7687,380.0087
174.75,174.75,117,1.5,268.4348,264.8148,303.3548,381.1348
175.0,175.0,117,1.6667,268.7609,265.1409,303.9209,381.4609
175.25,175.25,117,1.8333,269.087,265.467,304.247,381.787
175.5,175.5,118,1.0,269.413,265.793,304.573,382.113
175.75,175.75,118,1.1667,269.531,266.1191,304.8991,382.4391
176.0,176.0,118,1.3333,269.6852,266.4452,305.2452,382.7652
176.25,176.25,118,1.5,270.0113,266.7713,305.5713,383.0913
176.5,176.5,118,1.6667,270.3374,267.0974,305.9374,383.4174
176.75,176.75,118,1.8333,270.6635,267.4235,306.2635,383.9435
177.0,177.0,119,1.0,270.9896,267.7496,306.7992,384.2792
177.25,177.25,119,1.1667,271.3157,268.0757,307.3357,384.8357
177.5,177.5,119,1.3333,271.6417,268.4017,307.6617,385.1617
177.75,177.75,119,1.5,272.0478,268.7878,308.0278,385.5878
178.0,178.0,119,1.6667,272.4339,269.1139,308.3939,386.1417
178.25,178.25,119,1.8333,272.8,269.46,308.92,386.64
178.5,178.5,120,1.0,273.1461,269.8122,309.2661,387.0261
178.75,178.75,120,1.1667,273.4722,270.1722,309.7522,387.5922
179.0,179.0,120,1.3333,273.7983,270.4983,310.0783,387.9183
179.25,179.25,120,1.5,274.1243,270.8243,310.4043,388.4043
179.5,179.5,120,1.6667,274.4504,271.1504,310.7304,388.7304
179.75,179.75,120,1.8333,274.7765,271.4765,311.0565,389.2365
180.0,180.0,121,1.0,275.1426,271.8252,311.5278,389.7078
180.25,180.25,121,1.1667,275.5287,272.2087,311.9887,390.0687
180.5,180.5,121,1.3333,275.8696,272.5496,312.3148,390.5948
180.75,180.75,121,1.5,276.2209,272.9009,312.7227,391.0854
181.0,181.0,121,1.6667,276.554,273.234,313.087,391.507
181.25,181.25,121,1.8333,276.913,273.573,313.493,392.053
181.5,181.5,122,1.0,277.2791,273.9391,313.8991,392.4391
181.75,181.75,122,1.1667,277.6052,274.2852,314.4052,392.9652
182.0,182.0,122,1.3333,277.9713,274.6113,314.7313,393.3113
182.25,182.25,122,1.5,278.2974,274.9374,315.0574,393.7574
182.5,182.5,122,1.6667,278.6235,275.3235,315.3835,394.1435
182.75,182.75,122,1.8333,278.9696,275.6496,315.7896,394.6872
183.0,183.0,123,1.0,279.3357,275.9757,316.2514,395.0757
183.25,183.25,123,1.1667,279.7217,276.3817,316.7417,395.4017
183.5,183.5,123,1.3333,280.0556,276.7156,317.0678,395.7278
183.75,183.75,123,1.5,280.4139,277.0539,317.4339,396.3939
184.0,184.0,123,1.6667,280.74,277.38,317.82,396.82
184.25,184.25,123,1.8333,281.1061,277.7461,318.2644,397.3227
184.5,184.5,124,1.0,281.4322,278.0722,318.6322,397.7322
184.75,184.75,124,1.1667,281.7583,278.3983,318.9983,398.1583
185.0,185.0,124,1.3333,282.1015,278.7243,319.4243,398.6215
185.25,185.25,124,1.5,282.4904,279.0504,319.7504,399.0104
185.5,185.5,124,1.6667,282.8165,279.4165,320.1165,399.4365
185.75,185.75,124,1.8333,283.1426,279.7452,320.5704,399.8782
186.0,186.0,125,1.0,283.4687,280.0974,320.9487,400.3174
186.25,186.25,125,1.1667,283.8348,280.4548,321.3148,400.7348
186.5,186.5,125,1.3333,284.2018,280.7809,321.7236,401.1263
186.75,186.75,125,1.5,284.547,281.128,322.135,401.622
187.0,187.0,125,1.6667,284.873,281.493,322.513,402.013
187.25,187.25,125,1.8333,285.2191,281.8191,322.8791,402.4391
187.5,187.5,126,1.0,285.5904,282.1452,323.2852,402.9504
187.75,187.75,126,1.1667,285.9313,282.5313,323.7913,403.3713
188.0,188.0,126,1.3333,286.2574,282.8574,324.1174,403.6974
188.125,188.125,126,1.4167,286.4204,283.0204,324.2804,404.1004
188.25,188.25,126,1.5,286.5835,283.1835,324.4575,404.281
188.375,188.375,126,1.5833,286.7465,283.3465,324.6865,404.5265
188.5,188.5,126,1.6667,286.9384,283.5096,324.8496,404.7392
188.625,188.625,126,1.75,287.1526,283.6726,325.0126,404.9126
188.75,188.75,126,1.8333,287.3157,283.8357,325.2157,405.1557
188.875,188.875,126,1.9167,287.4787,283.9987,325.3987,405.3787
189.0,189.0,127,1.0,287.6417,284.1617,325.5817,405.5834
189.125,189.125,127,1.0833,287.8248,284.3296,325.8048,405.8496
189.25,189.25,127,1.1667,287.9878,284.5078,325.9678,406.0556
189.375,189.375,127,1.25,288.1709,284.6709,326.1509,406.2309
189.5,189.5,127,1.3333,288.3339,284.8339,326.3539,406.4739
189.625,189.625,127,1.4167,288.537,284.997,326.577,406.757
189.75,189.75,127,1.5,288.7,285.18,326.74,406.92
189.875,189.875,127,1.5833,288.863,285.383,326.909,407.129
190.0,190.0,127,1.6667,289.0383,285.5461,327.1061,407.3661
190.125,190.125,127,1.75,289.2291,285.7091,327.3291,407.6073
190.25,190.25,127,1.8333,289.3922,285.8722,327.4922,407.8122
190.375,190.375,127,1.9167,289.5552,286.0352,327.6552,408.0152
190.5,190.5,128,1.0,289.7183,286.1983,327.8549,408.2783
190.75,190.75,128,1.1667,290.1643,286.7243,328.4243,408.9043
190.875,190.875,128,1.25,290.3274,286.8874,328.5874,409.0674
191.0,191.0,128,1.3333,290.4904,287.0504,328.7504,409.2304
191.25,191.25,128,1.5,290.8165,287.3765,329.1165,409.6965
191.375,191.375,128,1.5833,290.9796,287.5396,329.2796,409.8596
191.5,191.5,128,1.6667,291.1478,287.7052,329.4426,410.0564
191.75,191.75,128,1.8333,291.5348,288.1287,330.2487,410.8087
191.875,191.875,128,1.9167,291.7317,288.2917,330.4317,410.9717
