qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,0
3.0,1,3,0.5,a,Vln,1
6.0,2,1,0.0,a,Vln,2
9.0,2,3,0.5,a,Vc,6
12.0,3,1,0.0,a,Vln,0
21.0,4,3,0.5,a,Vla,3
24.0,5,1,0.0,a,Vla,4
27.0,5,3,0.5,a,Vln,0
30.0,6,1,0.0,a,Vc,6
33.0,6,3,0.5,a,Vla,4
42.0,8,1,0.0,b,Vln,0
45.0,8,3,0.5,b,Vln,1
48.0,9,1,0.0,b,Vln,2
51.0,9,3,0.5,b,Vla,3
57.0,10,3,0.5,b,Vln,0
60.0,11,1,0.0,c,Vln,0
72.0,13,1,0.0,a,Vc,6
78.0,14,1,0.0,a,Vla,3
84.0,15,1,0.0,d,Vln,0
96.0,17,1,0.0,a,Vln,0
99.0,17,3,0.5,a,Vln,1
102.0,18,1,0.0,a,Vln,2
105.0,18,3,0.5,a,Vc,6
108.0,19,1,0.0,a,Vln,0
117.0,20,3,0.5,a,Vla,3
120.0,21,1,0.0,a,Vla,4
123.0,21,3,0.5,a,Vln,0
126.0,22,1,0.0,a,Vc,6
129.0,22,3,0.5,a,Vla,3
138.0,24,1,0.0,b,Vln,0
141.0,24,3,0.5,b,Vln,1
144.0,25,1,0.0,b,Vln,2
147.0,25,3,0.5,b,Vla,3
153.0,26,3,0.5,b,Vln,0
156.0,27,1,0.0,c,Vln,0
168.0,29,1,0.0,c,Vla,3
173.0,29,4.33,0.833,c,Vln,0
180.25,31,1.17,0.042,c,Vla,3
181.75,31,2.17,0.292,c,Vln,0
183.25,31,3.17,0.542,c,Vla,3
184.75,31,4.17,0.792,c,Vln,0
186.0,32,1,0.0,b,Vla,3
189.0,32,3,0.5,b,Vla,4
192.0,33,1,0.0,b,Vla,5
195.0,33,3,0.5,b,Vc,6
198.0,34,1,0.0,b,Vln,0
201.0,34,3,0.5,b,Vla,3
204.0,35,1,0.0,d,Vla,3
216.0,37,1,0.0,a,Vla,3
219.0,37,3,0.5,a,Vla,4
222.0,38,1,0.0,a,Vln,0
225.0,38,3,0.5,a,Vc,6
228.0,39,1,0.0,a,Vla,4
237.0,40,3,0.5,a,Vln,0
240.0,41,1,0.0,a,Vln,1
243.0,41,3,0.5,a,Vla,3
246.0,42,1,0.0,a,Vc,6
249.0,42,3,0.5,a,Vln,0
258.0,44,1,0.0,b,Vla,3
261.0,44,3,0.5,b,Vla,4
264.0,45,1,0.0,b,Vla,4
267.0,45,3,0.5,b,Vln,0
270.0,46,1,0.0,b,Vla,3
273.0,46,3,0.5,b,Vln,0
276.0,47,1,0.0,c,Vln,0
