qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,C Trumpet 1,C Trumpet 2,Alto Trombone,Tenor Trombone,Violin 1,Violin 2,Viola,Violoncello,Contrabass
146.5,97.6667,49,2.6667,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,G4,G2,G1
146.75,97.8333,49,2.8333,D6,B5,D5,B4,D4,B3,D3,G2,G4,G4,G4,G3,r,r,D5,B4,G3,G2,G1
147.0,98.0,50,1.0,E6,C6,E5,r,E4,C4,E3,r,C4,C3,C4,C4,r,r,E5,C5,C4,C3,C2
147.25,98.1667,50,1.1667,E6,C6,E5,r,E4,C4,E3,r,C4,C3,C4,C4,r,r,E5,C5,C4,C4,C2
147.5,98.3333,50,1.3333,E6,C6,E5,r,E4,C4,E3,r,C4,C3,C4,C4,r,r,E5,C5,C4,B3,C2
147.75,98.5,50,1.5,E6,C6,E5,r,E4,C4,E3,r,C4,C3,C4,C4,r,r,E5,C5,C4,C4,C2
148.0,98.6667,50,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
148.25,98.8333,50,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,r
148.5,99.0,50,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,A3,r
148.75,99.1667,50,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,C4,r
149.0,99.3333,50,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,G3,r
149.25,99.5,50,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,C4,r
149.5,99.6667,50,2.6667,r,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A5,A4,r,F3,r
149.75,99.8333,50,2.8333,r,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A5,A4,r,C4,r
150.0,100.0,51,1.0,r,r,C5,r,r,r,C4,r,r,r,r,r,r,r,G5,G4,r,E3,r
150.25,100.1667,51,1.1667,r,r,C5,r,r,r,C4,r,r,r,r,r,r,r,G5,G4,r,G3,r
150.5,100.3333,51,1.3333,r,r,F5,r,r,r,F4,r,r,r,r,r,r,r,B5,B4,r,D3,r
150.75,100.5,51,1.5,r,r,F5,r,r,r,F4,r,r,r,r,r,r,r,B5,B4,r,G3,r
151.0,100.6667,51,1.6667,E6,C6,E5,r,C5,C4,E4,C3,C4,C3,r,r,r,r,C6,C5,C4,C3,C2
151.25,100.8333,51,1.8333,E6,C6,E5,r,C5,C4,E4,C3,C4,C3,r,r,r,r,C6,C5,C4,G3,C2
151.5,101.0,51,2.0,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,G3,B2,G1
151.75,101.1667,51,2.1667,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,G3,G2,G1
152.0,101.3333,51,2.3333,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,G3,B2,G1
152.25,101.5,51,2.5,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,G3,D3,G1
152.5,101.6667,51,2.6667,F6,D6,F5,D5,B4,D4,B3,r,G4,G4,G4,G3,r,r,D6,D5,G3,G3,G1
152.75,101.8333,51,2.8333,F6,D6,F5,D5,B4,D4,B3,r,G4,G4,G4,G3,r,r,D6,D5,G3,B3,G1
153.0,102.0,52,1.0,E6,r,E5,r,C5,E4,C4,r,C4,C3,C4,C4,r,r,C6,C5,C4,C4,C2
153.25,102.1667,52,1.1667,E6,r,E5,r,C5,E4,C4,r,C4,C3,C4,C4,r,r,C6,C5,C4,C4,C2
153.5,102.3333,52,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B3,C2
153.75,102.5,52,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C2
154.0,102.6667,52,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,D4,r
154.25,102.8333,52,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,C4,r
154.5,103.0,52,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,A3,r
154.75,103.1667,52,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,C4,r
155.0,103.3333,52,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,G3,r
155.25,103.5,52,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,r,C4,r
155.5,103.6667,52,2.6667,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A5,A4,F3,F3,r
155.75,103.8333,52,2.8333,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,A5,A4,C3,C4,r
156.0,104.0,53,1.0,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,G5,G4,G3,E3,r
156.25,104.1667,53,1.1667,C6,r,C5,r,r,r,C4,r,r,r,r,r,r,r,G5,G4,C3,G3,r
156.5,104.3333,53,1.3333,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,r,B5,B4,B3,D3,r
156.75,104.5,53,1.5,F6,r,F5,r,r,r,F4,r,r,r,r,r,r,r,B5,B4,G3,G3,r
157.0,104.6667,53,1.6667,E6,C6,E5,C5,C5,E4,E4,C3,C4,r,r,r,r,r,C6,C5,C4,C3,C2
157.25,104.8333,53,1.8333,E6,C6,E5,C5,C5,E4,E4,C3,C4,r,r,r,r,r,C6,C5,G3,G3,C2
157.5,105.0,53,2.0,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,B3,B2,G1
157.75,105.1667,53,2.1667,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,G3,G2,G1
158.0,105.3333,53,2.3333,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,B3,B2,G1
158.25,105.5,53,2.5,F6,D6,F5,D5,B4,D4,B3,G2,G4,G4,G4,G3,r,r,D6,D5,D4,D3,G1
158.5,105.6667,53,2.6667,F6,r,F5,r,B4,D4,B3,r,G4,G4,G4,G3,r,r,D6,D5,G4,G3,G1
158.75,105.8333,53,2.8333,F6,r,F5,r,B4,D4,B3,r,G4,G4,G4,G3,r,r,D6,D5,G4,B3,G1
159.0,106.0,54,1.0,E6,C6,E5,C5,C5,C5,C4,C3,C4,C3,C5,E4,C5,E4,C6,E5,G4,C3,C2
160.5,107.0,54,2.0,E6,C6,E5,C5,G4,G4,G3,C3,C4,C3,G4,E4,G4,E4,G5,C5,E4,C3,C2
161.5,107.6667,54,2.6667,E6,C6,E5,C5,E5,E5,E4,G3,C4,C3,C5,C4,r,r,E6,E5,G4,C3,C2
162.0,108.0,55,1.0,F6,D6,F5,D5,D5,D5,D4,F3,A4,A3,C5,C4,D5,F4,D6,F5,A4,F2,F1
163.5,109.0,55,2.0,F6,D6,F5,D5,A4,A4,A3,F3,A4,A3,C5,C4,A4,F4,A5,D5,F4,F2,F1
164.5,109.6667,55,2.6667,F6,D6,F5,D5,F5,F5,F4,A3,A4,A3,C5,C4,r,r,F6,A4,F3,F2,F1
165.0,110.0,56,1.0,E6,C6,E5,C5,C5,C5,E4,C4,G4,G4,G4,G3,r,r,C6,E4,G3,G2,G1
166.5,111.0,56,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
167.0,111.3333,56,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
167.5,111.6667,56,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E4,G3,r,r
168.0,112.0,57,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
168.5,112.3333,57,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
169.0,112.6667,57,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E4,G3,r,r
169.5,113.0,57,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
170.0,113.3333,57,2.3333,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
170.5,113.6667,57,2.6667,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E4,G3,r,r
171.0,114.0,58,1.0,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
171.5,114.3333,58,1.3333,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
172.0,114.6667,58,1.6667,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,E4,G3,r,r
172.5,115.0,58,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
173.0,115.3333,58,2.3333,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,r
173.5,115.6667,58,2.6667,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
174.0,116.0,59,1.0,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
174.5,116.3333,59,1.3333,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,r
175.0,116.6667,59,1.6667,C6,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,E4,G3,r,r
175.5,117.0,59,2.0,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,r
176.0,117.3333,59,2.3333,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,r,r
176.5,117.6667,59,2.6667,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
177.0,118.0,60,1.0,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,r
177.5,118.3333,60,1.3333,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,r,r
178.0,118.6667,60,1.6667,r,r,G5,r,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,r,r
178.5,119.0,60,2.0,r,r,r,r,C5,r,r,r,r,C3,r,r,r,r,C5,E4,G3,r,r
179.0,119.3333,60,2.3333,r,r,r,r,G4,r,r,r,r,C3,r,r,r,r,G4,E4,G3,r,r
179.5,119.6667,60,2.6667,r,r,r,r,E5,r,r,r,r,C3,r,r,r,r,E5,E4,G3,r,r
180.0,120.0,61,1.0,r,r,r,r,C5,r,r,r,r,C3,r,r,r,r,C5,E4,G3,r,r
180.5,120.3333,61,1.3333,r,r,r,r,G4,r,r,r,r,C3,r,r,r,r,G4,E4,G3,r,r
181.0,120.6667,61,1.6667,r,r,r,r,E5,r,r,r,r,C3,r,r,r,r,E5,E4,G3,r,r
181.5,121.0,61,2.0,r,r,r,r,C5,r,r,r,r,C3,r,r,r,r,C5,E4,G3,C3,r
182.0,121.3333,61,2.3333,r,r,r,r,G4,r,r,r,r,C3,r,r,r,r,G4,E4,G3,C3,r
182.5,121.6667,61,2.6667,r,r,r,r,C5,r,r,r,r,C3,r,r,r,r,C5,E4,G3,C3,r
183.0,122.0,62,1.0,r,r,r,r,C5,r,B-3,r,G4,C3,r,r,r,r,r,E4,G3,C3,r
183.5,122.3333,62,1.3333,r,r,r,r,C5,r,B-3,r,C4,C3,r,r,r,r,r,E4,G3,C3,r
184.0,122.6667,62,1.6667,r,r,r,r,C5,r,B-3,r,C5,C3,r,r,r,r,r,E4,G3,C3,r
184.5,123.0,62,2.0,r,r,B-4,B-4,C5,r,B-3,r,G4,C3,r,r,r,r,C4,E4,G3,C3,r
185.0,123.3333,62,2.3333,r,r,B-4,B-4,C5,r,B-3,r,C4,C3,r,r,r,r,C4,E4,G3,C3,r
185.5,123.6667,62,2.6667,r,r,B-4,B-4,C5,r,B-3,r,C5,C3,r,r,r,r,C4,E4,G3,C3,r
186.0,124.0,63,1.0,C6,E5,B-4,B-4,C5,r,B-3,r,G4,C3,r,r,r,r,C4,E4,G3,C3,r
186.25,124.1667,63,1.1667,C6,E5,B-4,B-4,C5,r,B-3,r,G4,C3,r,r,r,r,D4,E4,G3,C3,r
186.5,124.3333,63,1.3333,C6,E5,B-4,B-4,C5,r,B-3,r,C4,C3,r,r,r,r,E4,E4,G3,C3,r
186.75,124.5,63,1.5,C6,E5,B-4,B-4,C5,r,B-3,r,C4,C3,r,r,r,r,F4,E4,G3,C3,r
187.0,124.6667,63,1.6667,C6,E5,B-4,B-4,C5,r,B-3,r,C5,C3,r,r,r,r,G4,E4,G3,C3,r
187.25,124.8333,63,1.8333,C6,E5,B-4,B-4,C5,r,B-3,r,C5,C3,r,r,r,r,A4,E4,G3,C3,r
187.5,125.0,63,2.0,C6,E5,B-4,B-4,C5,r,B-3,r,G4,C3,r,r,r,r,B-4,E4,G3,C3,r
187.75,125.1667,63,2.1667,C6,E5,B-4,B-4,C5,r,B-3,r,G4,C3,r,r,r,r,C5,E4,G3,C3,r
188.0,125.3333,63,2.3333,C6,E5,B-4,B-4,C5,r,B-3,r,C4,C3,r,r,r,r,D5,E4,G3,C3,r
188.25,125.5,63,2.5,C6,E5,B-4,B-4,C5,r,B-3,r,C4,C3,r,r,r,r,E5,E4,G3,C3,r
188.5,125.6667,63,2.6667,G5,E5,B-4,B-4,C5,r,B-3,r,C5,C3,r,r,r,r,F5,E4,C4,C3,r
188.75,125.8333,63,2.8333,G5,E5,B-4,B-4,C5,r,B-3,r,C5,C3,r,r,r,r,G5,E4,C4,C3,r
189.0,126.0,64,1.0,A5,F5,A4,A4,A4,F4,A3,F3,A4,F3,r,r,r,r,A5,F4,C4,C3,F1
190.5,127.0,64,2.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,r,C4,r,r
190.75,127.1667,64,2.1667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,A3,C4,r,r
191.0,127.3333,64,2.3333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,C4,C4,r,r
191.25,127.5,64,2.5,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,F4,C4,r,r
191.5,127.6667,64,2.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,A4,C4,F3,r
191.75,127.8333,64,2.8333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,F4,C4,F3,r
192.0,128.0,65,1.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,r,C4,F3,r
193.5,129.0,65,2.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,r,C4,r,r
193.75,129.1667,65,2.1667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,A3,C4,r,r
194.0,129.3333,65,2.3333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,C4,C4,r,r
194.25,129.5,65,2.5,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,F4,C4,r,r
194.5,129.6667,65,2.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C5,A4,C4,F3,r
194.75,129.8333,65,2.8333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C5,F4,C4,F3,r
195.0,130.0,66,1.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,r,C4,F3,r
196.0,130.6667,66,1.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,r,C4,r,r
196.5,131.0,66,2.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,r,C4,r,r
196.75,131.1667,66,2.1667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,C4,C4,r,r
197.0,131.3333,66,2.3333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,F4,C4,r,r
197.25,131.5,66,2.5,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,C6,A4,C4,r,r
197.5,131.6667,66,2.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,C5,C4,F3,r
197.75,131.8333,66,2.8333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,A4,C4,F3,r
198.0,132.0,67,1.0,r,r,r,r,B-4,F4,B-3,F3,r,r,r,r,r,r,B-5,r,D4,D3,r
199.5,133.0,67,2.0,r,r,r,r,B-4,F4,B-3,F3,r,r,r,r,r,r,B-5,r,D4,r,r
199.75,133.1667,67,2.1667,r,r,r,r,B-4,F4,B-3,F3,r,r,r,r,r,r,B-5,B-3,D4,r,r
200.0,133.3333,67,2.3333,r,r,r,r,B-4,F4,B-3,F3,r,r,r,r,r,r,B-5,D4,D4,r,r
200.25,133.5,67,2.5,r,r,r,r,B-4,F4,B-3,F3,r,r,r,r,r,r,B-5,F4,D4,r,r
200.5,133.6667,67,2.6667,r,r,r,r,B-4,G4,B-3,G3,r,r,r,r,r,r,G5,B-4,C4,D3,r
200.75,133.8333,67,2.8333,r,r,r,r,B-4,G4,B-3,G3,r,r,r,r,r,r,G5,G4,C4,D3,r
201.0,134.0,68,1.0,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,B-5,r,C4,E3,r
202.5,135.0,68,2.0,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,G5,r,C4,r,r
202.75,135.1667,68,2.1667,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,G5,C4,C4,r,r
203.0,135.3333,68,2.3333,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,G5,E4,C4,r,r
203.25,135.5,68,2.5,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,G5,G4,C4,r,r
203.5,135.6667,68,2.6667,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,C6,C5,C4,C3,r
203.75,135.8333,68,2.8333,r,r,r,r,B-4,G4,G3,E3,r,r,r,r,r,r,C6,G4,C4,C3,r
204.0,136.0,69,1.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,r,C4,F3,r
205.5,137.0,69,2.0,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,r,D4,D3,r
205.75,137.1667,69,2.1667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,A3,D4,D3,r
206.0,137.3333,69,2.3333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,D4,D4,D3,r
206.25,137.5,69,2.5,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,F5,F4,D4,D3,r
206.5,137.6667,69,2.6667,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,A4,D4,A2,r
206.75,137.8333,69,2.8333,r,r,r,r,A4,F4,A3,F3,r,r,r,r,r,r,A5,F4,D4,A2,r
207.0,138.0,70,1.0,r,r,r,r,G4,F4,G3,F3,r,r,r,r,r,r,G5,r,D4,B-2,r
208.0,138.6667,70,1.6667,r,r,r,r,G4,F4,G3,F3,r,r,r,r,r,r,D5,r,D4,r,r
208.5,139.0,70,2.0,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,E5,r,G3,C3,r
208.75,139.1667,70,2.1667,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,E5,G3,G3,C3,r
209.0,139.3333,70,2.3333,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,E5,C4,G3,C3,r
209.25,139.5,70,2.5,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,E5,E4,G3,C3,r
209.5,139.6667,70,2.6667,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,C5,G4,C4,C2,r
209.75,139.8333,70,2.8333,r,r,r,r,G4,E4,G3,E3,C4,C3,r,r,r,r,C5,E4,C4,C2,r
210.0,140.0,71,1.0,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,C5,r,C4,F2,r
210.5,140.3333,71,1.3333,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,r,C4,F2,r
211.5,141.0,71,2.0,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,r,C4,r,r
211.75,141.1667,71,2.1667,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,A3,C4,r,r
212.0,141.3333,71,2.3333,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,C4,C4,r,r
212.25,141.5,71,2.5,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,F5,F4,C4,r,r
212.5,141.6667,71,2.6667,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,A5,A4,C4,r,r
212.75,141.8333,71,2.8333,r,r,r,r,A4,F4,A3,F3,C4,F3,r,r,r,r,A5,F4,C4,r,r
213.0,142.0,72,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,F3,F2
213.25,142.1667,72,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,F3,F2
213.5,142.3333,72,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,F3,F2
213.75,142.5,72,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,F3,F2
214.0,142.6667,72,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,r,r
214.25,142.8333,72,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,r,r
214.5,143.0,72,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,r,r,r
214.75,143.1667,72,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,C3,r,r
215.0,143.3333,72,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,F3,r,r
215.25,143.5,72,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,A3,r,r
215.5,143.6667,72,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,C4,F3,F2
215.75,143.8333,72,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,A3,F3,F2
216.0,144.0,73,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,F3,F2
216.25,144.1667,73,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,F3,F2
216.5,144.3333,73,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,F3,F2
216.75,144.5,73,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,F3,F2
217.0,144.6667,73,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,r,r
217.25,144.8333,73,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,r,r
217.5,145.0,73,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,r,r,r
217.75,145.1667,73,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,C3,r,r
218.0,145.3333,73,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,F3,r,r
218.25,145.5,73,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,A3,r,r
218.5,145.6667,73,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C4,C4,F3,F2
218.75,145.8333,73,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C4,A3,F3,F2
219.0,146.0,74,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,r,F3,F2
219.25,146.1667,74,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,r,F3,F2
219.5,146.3333,74,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,r,F3,F2
219.75,146.5,74,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,r,F3,F2
220.0,146.6667,74,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,r,r,r
220.25,146.8333,74,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,r,r,r
220.5,147.0,74,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,r,r
220.75,147.1667,74,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,C3,r,r
221.0,147.3333,74,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,F3,r,r
221.25,147.5,74,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,A3,r,r
221.5,147.6667,74,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,A4,C4,F3,F2
221.75,147.8333,74,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,A4,A3,F3,F2
222.0,148.0,75,1.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,F3,F2
222.25,148.1667,75,1.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,r,F3,F2
222.5,148.3333,75,1.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,F3,F2
222.75,148.5,75,1.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,r,F3,F2
223.0,148.6667,75,1.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,r,r
223.25,148.8333,75,1.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,r,r,r
223.5,149.0,75,2.0,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,r,r,r
223.75,149.1667,75,2.1667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,E3,r,r
224.0,149.3333,75,2.3333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,C5,A3,r,r
224.25,149.5,75,2.5,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,C5,C4,r,r
224.5,149.6667,75,2.6667,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,F5,F4,F4,F3,F2
224.75,149.8333,75,2.8333,r,r,r,r,C4,A3,A3,F3,A4,F4,r,r,r,r,A5,F4,C4,F3,F2
225.0,150.0,76,1.0,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,F5,A4,r,F3,F2
225.25,150.1667,76,1.1667,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,A5,A4,E3,F3,F2
225.5,150.3333,76,1.3333,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,F5,A4,A3,F3,F2
225.75,150.5,76,1.5,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,A5,A4,C4,F3,F2
226.0,150.6667,76,1.6667,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,F5,C5,F4,r,r
226.25,150.8333,76,1.8333,r,r,E-5,C5,C4,A3,E-4,F3,A4,F4,r,r,r,r,A5,C5,C4,r,r
