qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,3,0.0,a,Vln,14
19.0,8,1,0.0,a,Ob,2
42.0,15,3,0.667,a,Vln,14
54.0,19,3,0.667,a,Ob,2
73.0,26,1,0.0,a,Fl,0
84.0,29,3,0.667,a,Vln,14
91.0,32,1,0.0,a,Vln,14
120.0,41,3,0.667,a,Fl,0
143.0,49,2,0.333,a,Vla,16
151.0,52,1,0.0,a,Vln,14
154.0,53,1,0.0,a,Fl,0
160.0,55,1,0.0,a,Vla,16
166.0,57,1,0.0,a,Fl,0
182.0,62,2,0.333,a,Vln,14
206.0,70,2,0.333,a,Vla,16
217.0,74,1,0.0,a,Vc,17
228.0,77,3,0.667,a,Vln,14
240.0,81,3,0.667,a,Ob,2
274.0,93,1,0.0,a,Fl,0
289.0,98,1,0.0,a,Ob,2
313.0,106,1,0.0,a,Vln,14
356.0,120,2,0.333,a,Ob,2
367.0,124,1,0.0,a,Fl,0
380.0,128,2,0.333,b,Bsn,6
386.0,130,2,0.333,b,Vln,14
392.0,132,2,0.333,b,Bsn,6
398.0,134,2,0.333,b,Vln,14
404.0,136,2,0.333,b,Fl,0
410.0,138,2,0.333,b,Vln,14
416.0,140,2,0.333,b,Fl,0
422.0,142,2,0.333,b,Fl,1
427.0,144,1,0.0,b,Vln,14
451.0,152,1,0.0,b,Vln,14
473.0,159,2,0.333,b,Fl,0
494.0,166,2,0.333,a,Vln,14
499.0,168,1,0.0,b,Vln,14
510.0,171,3,0.667,c,Hn,8
530.0,178,2,0.333,c,Ob,2
534.0,179,3,0.667,c,Hn,9
540.0,181,3,0.667,c,Hn,8
554.0,186,2,0.333,c,Ob,2
558.0,187,3,0.667,c,Hn,8
578.0,194,2,0.333,c,Fl,0
582.0,195,3,0.667,c,Hn,9
588.0,197,3,0.667,c,Hn,8
603.0,202,3,0.667,c,Vln,14
607.0,204,1,0.0,c,Vln,14
615.0,206,3,0.667,c,Vln,14
626.0,210,2,0.333,c,Fl,0
659.0,221,2,0.333,c,Vln,14
665.0,223,2,0.333,c,Vln,15
671.0,225,2,0.333,c,Vln,14
674.0,226,2,0.333,c,Vln,15
677.0,227,2,0.333,c,Vln,14
680.0,228,2,0.333,c,Vln,15
683.0,229,2,0.333,c,Vln,14
690.0,231,3,0.667,c,Hn,8
704.0,236,2,0.333,c,Ob,2
708.0,237,3,0.667,c,Hn,9
714.0,239,3,0.667,c,Hn,8
729.0,244,3,0.667,c,Vln,14
741.0,248,3,0.667,c,Hn,8
753.0,252,3,0.667,c,Vln,14
765.0,256,3,0.667,c,Hn,8
785.0,263,2,0.333,c,Ob,2
789.0,264,3,0.667,c,Vln,14
793.0,266,1,0.0,c,Hn,8
795.0,266,3,0.667,a,Vln,14
823.0,276,1,0.0,a,Ob,2
846.0,283,3,0.667,a,Vln,14
858.0,287,3,0.667,a,Ob,2
888.0,297,3,0.667,a,Vln,14
924.0,309,3,0.667,a,Fl,0
946.0,317,1,0.0,a,Vla,16
958.0,321,1,0.0,a,Fl,0
961.0,322,1,0.0,a,Vla,16
967.0,324,1,0.0,a,Vln,14
981.0,328,3,0.667,a,Fl,0
986.0,330,2,0.333,a,Vln,14
1010.0,338,2,0.333,a,Vla,16
1021.0,342,1,0.0,a,Vc,17
1032.0,345,3,0.667,a,Vln,14
1044.0,349,3,0.667,a,Ob,2
1081.0,362,1,0.0,a,Ob,2
1117.0,374,1,0.0,a,Vln,14
1160.0,388,2,0.333,a,Ob,2
1171.0,392,1,0.0,a,Ob,2
1187.0,396,1,0.0,a,Ob,2
1194.0,398,2,0.333,a,Vln,14
1200.0,400,2,0.333,a,Ob,2
1206.0,402,2,0.333,a,Vln,14
1212.0,404,2,0.333,a,Fl,0
1218.0,406,2,0.333,a,Vln,14
1224.0,408,2,0.333,a,Fl,0
1236.0,412,2,0.333,a,Vln,14
1259.0,420,1,0.0,a,Vln,14
1281.0,427,2,0.333,a,Fl,0
1301.0,434,1,0.0,a,Timp,13
1307.0,436,1,0.0,a,Cl,4
1317.0,439,2,0.333,a,Bsn,6
1319.0,440,1,0.0,a,Fl,0
1326.0,442,2,0.333,a,Hn,8
1332.0,444,2,0.333,a,Ob,2
1338.0,446,2,0.333,a,Tpt,11
