score_qstamp,qstamp,measure,beat,589447_tstamp,736429_tstamp,736435_tstamp,729158_tstamp,711706_tstamp,723420_tstamp,735784_tstamp,736413_tstamp
52.0,52.0,27,1.0,46.0812,17.0812,46.0412,27.8012,19.5612,47.0612,39.3612,47.3012
52.5,52.5,27,1.5,46.2717,17.2634,46.2785,28.0117,19.7317,47.2517,39.5785,47.4717
53.0,53.0,27,2.0,46.4863,17.4421,46.4842,28.2621,19.9221,47.4842,39.7821,47.6621
53.5,53.5,27,2.5,46.6926,17.6126,46.6726,28.4526,20.0926,47.6852,39.9526,47.8326
54.0,54.0,28,1.0,46.923,17.823,46.903,28.629,20.283,47.906,40.126,48.026
54.5,54.5,28,1.5,47.0935,18.0335,47.1335,28.8335,20.4735,48.0935,40.3135,48.2135
55.0,55.0,28,2.0,47.3078,18.2078,47.3278,29.0078,20.6839,48.3239,40.5039,48.4517
55.5,55.5,28,2.5,47.4944,18.4144,47.5744,29.2144,20.8544,48.5144,40.6744,48.6744
56.0,56.0,29,1.0,47.6648,18.5896,47.7448,29.3848,21.0248,48.7096,40.8448,48.8448
56.5,56.5,29,1.5,47.8753,18.7753,47.9953,29.6153,21.2153,48.9353,41.0353,49.0353
57.0,57.0,29,2.0,48.1374,18.9858,48.2058,29.7858,21.4116,49.1516,41.2316,49.2316
57.5,57.5,29,2.5,48.3362,19.2162,48.5362,30.0962,21.5962,49.3962,41.4362,49.4762
58.0,58.0,30,1.0,48.5267,19.3867,48.7067,30.3134,21.7867,49.5667,41.6067,49.6467
59.0,59.0,30,2.0,49.0276,19.8676,49.1676,30.6876,22.2076,50.1476,42.1676,50.0676
59.25,59.25,30,2.25,49.1128,19.9528,49.2528,30.7728,22.2928,50.2328,42.2528,50.1728
59.5,59.5,30,2.5,49.198,20.038,49.338,30.858,22.378,50.318,42.338,50.258
59.75,59.75,30,2.75,49.2833,20.1233,49.4233,30.9433,22.4633,50.4033,42.4233,50.3633
60.0,60.0,31,1.0,49.4025,20.2085,49.5425,31.0285,22.5655,50.531,42.5085,50.457
61.0,61.0,31,2.0,49.9094,20.6494,50.0694,31.5094,22.9694,50.9294,42.8494,51.0094
61.25,61.25,31,2.25,49.9946,20.7346,50.1546,31.5946,23.0546,51.0146,42.9346,51.0946
61.5,61.5,31,2.5,50.0798,20.8198,50.2398,31.6798,23.1398,51.0998,43.0198,51.1798
61.75,61.75,31,2.75,50.1651,20.9051,50.3251,31.7651,23.2251,51.1851,43.1051,51.2651
62.0,62.0,32,1.0,50.2503,20.9903,50.4103,31.8606,23.3103,51.2806,43.1903,51.3606
62.5,62.5,32,1.5,50.5208,21.2808,50.8208,32.2208,23.6808,51.7008,43.3808,51.6008
63.0,63.0,32,2.0,50.6912,21.4712,50.9912,32.3912,23.8512,51.8712,43.5512,51.7712
63.5,63.5,32,2.5,50.8617,21.6417,51.1617,32.5617,23.9417,52.0417,43.7217,51.9417
64.0,64.0,33,1.0,51.0321,21.8121,51.3121,32.7321,24.0521,52.2321,43.8921,52.1121
64.25,64.25,33,1.25,51.1173,21.8973,51.3973,32.8173,24.1373,52.3173,43.9773,52.1973
64.5,64.5,33,1.5,51.2026,21.9826,51.4956,32.9026,24.2226,52.4426,44.0626,52.3052
64.75,64.75,33,1.75,51.2878,22.0678,51.6678,32.9878,24.3078,52.5278,44.1478,52.4278
65.0,65.0,33,2.0,51.373,22.153,51.753,33.073,24.393,52.613,44.233,52.513
65.25,65.25,33,2.25,51.5132,22.2749,51.8383,33.1583,24.4783,52.7383,44.3383,52.5983
65.5,65.5,33,2.5,51.6035,22.3835,51.9235,33.2435,24.5635,52.8235,44.4435,52.7035
65.75,65.75,33,2.75,51.6887,22.4687,52.0087,33.3287,24.6487,52.9087,44.5287,52.7887
66.0,66.0,34,1.0,51.8156,22.5817,52.2468,33.4139,24.7339,53.0217,44.6139,52.8739
67.0,67.0,34,2.0,52.3148,23.0548,52.6548,33.8348,25.1748,53.4948,45.0548,53.2948
67.25,67.25,34,2.25,52.4001,23.1401,52.7401,33.9201,25.2601,53.5801,45.1401,53.3801
67.5,67.5,34,2.5,52.4959,23.2253,52.8253,34.0053,25.3453,53.6865,45.2253,53.4653
67.75,67.75,34,2.75,52.6105,23.3105,52.9105,34.0905,25.4305,53.8305,45.3105,53.5505
68.0,68.0,35,1.0,52.6958,23.3958,52.9958,34.1758,25.5158,53.9158,45.3958,53.6358
68.5,68.5,35,1.5,52.8924,23.5662,53.2496,34.4186,25.7324,54.2662,45.6062,53.9062
69.0,69.0,35,2.0,53.0767,23.7567,53.5167,34.6967,25.9167,54.4367,45.7767,54.1167
69.25,69.25,35,2.25,53.1619,23.8619,53.6019,34.7819,26.0019,54.5219,45.8619,54.2019
69.5,69.5,35,2.5,53.2471,23.9471,53.6871,34.8671,26.0871,54.6071,45.9471,54.3071
69.75,69.75,35,2.75,53.3723,24.0323,53.7723,34.9523,26.1723,54.6923,46.0323,54.3923
70.0,70.0,36,1.0,53.4928,24.1352,53.8576,35.0576,26.2576,54.7776,46.1176,54.4776
70.5,70.5,36,1.5,53.848,24.448,54.328,35.328,26.548,55.008,46.388,54.768
71.0,71.0,36,2.0,54.0185,24.6185,54.4985,35.4985,26.7185,55.1785,46.5585,54.9385
71.5,71.5,36,2.5,54.1889,24.7889,54.6689,35.6689,26.8889,55.3489,46.7289,55.1267
72.0,72.0,37,1.0,54.3594,24.9594,54.8394,35.8394,27.0394,55.5394,46.8994,55.3194
72.25,72.25,37,1.25,54.4446,25.0446,54.9246,35.9292,27.1246,55.7138,46.9846,55.4138
72.5,72.5,37,1.5,54.5298,25.1494,55.0098,36.0298,27.2098,55.8298,47.0698,55.5298
72.75,72.75,37,1.75,54.6551,25.2551,55.0951,36.1151,27.3151,55.9351,47.1751,55.6151
73.0,73.0,37,2.0,54.7403,25.3403,55.1803,36.2203,27.4012,56.0203,47.2603,55.7006
73.25,73.25,37,2.25,54.8255,25.4255,55.2655,36.3055,27.5855,56.1055,47.3455,55.8255
73.5,73.5,37,2.5,54.9108,25.5108,55.3508,36.3908,27.6708,56.1908,47.4308,55.9108
73.75,73.75,37,2.75,54.996,25.596,55.436,36.476,27.756,56.348,47.516,55.996
74.0,74.0,38,1.0,55.1448,25.7072,55.6036,36.8612,27.8412,56.4836,47.6012,56.0812
74.5,74.5,38,1.5,55.3917,25.9717,55.8117,37.0317,28.0117,56.7117,47.8317,56.3434
75.0,75.0,38,2.0,55.5821,26.1421,56.0242,37.2021,28.1842,56.9242,48.0042,56.5242
75.5,75.5,38,2.5,55.8126,26.4926,56.3926,37.3726,28.4326,57.1852,48.3326,56.7326
76.0,76.0,39,1.0,55.983,26.663,56.583,37.543,28.603,57.363,48.503,56.903
76.5,76.5,39,1.5,56.2535,26.8335,56.7535,37.7135,28.7735,57.5335,48.6735,57.0735
76.75,76.75,39,1.75,56.4187,26.9187,56.8387,37.7987,28.8587,57.6387,48.7587,57.1587
77.0,77.0,39,2.0,56.5039,27.0039,56.9317,37.8839,28.9439,57.7434,48.8439,57.3239
77.25,77.25,39,2.25,56.5892,27.0892,57.0892,37.9692,29.0292,57.9092,48.9292,57.4292
77.5,77.5,39,2.5,56.6744,27.1744,57.1744,38.0544,29.1144,57.9944,49.0144,57.5144
77.75,77.75,39,2.75,56.7596,27.2596,57.2596,38.1396,29.1996,58.0796,49.0996,57.5996
78.0,78.0,40,1.0,56.8848,27.3448,57.3448,38.2248,29.2848,58.1648,49.1848,57.6896
78.5,78.5,40,1.5,57.0753,27.5553,57.5553,38.4106,29.4553,58.4553,49.3553,57.9353
79.0,79.0,40,2.0,57.2458,27.7258,57.7974,38.6032,29.6574,58.6716,49.5316,58.1174
79.5,79.5,40,2.5,57.5162,27.9562,58.1762,38.8762,29.8562,58.9362,49.7362,58.5162
80.0,80.0,41,1.0,57.6867,28.1267,58.3467,39.0467,30.0267,59.1067,49.9067,58.6867
80.5,80.5,41,1.5,57.9913,28.3313,58.5571,39.2171,30.1971,59.2771,50.1513,58.8571
80.75,80.75,41,1.75,58.0823,28.4223,58.6423,39.3023,30.2823,59.3623,50.2423,58.9423
81.0,81.0,41,2.0,58.1676,28.5076,58.7276,39.3876,30.3676,59.4476,50.3276,59.0276
81.25,81.25,41,2.25,58.2528,28.6056,58.8128,39.4928,30.4728,59.5928,50.4128,59.1128
81.5,81.5,41,2.5,58.338,28.698,58.898,39.578,30.558,59.678,50.498,59.198
81.75,81.75,41,2.75,58.4266,28.7833,58.9833,39.6633,30.6633,59.7633,50.5833,59.2833
82.0,82.0,42,1.0,58.5485,28.8685,59.0685,39.7485,30.7485,59.8485,50.6685,59.3685
82.5,82.5,42,1.5,58.7389,29.1389,59.3589,39.9378,30.9589,60.0789,50.8589,59.5389
82.75,82.75,42,1.75,58.8242,29.2242,59.4442,40.0242,31.0442,60.1642,50.9842,59.6442
83.0,83.0,42,2.0,58.9094,29.3094,59.5294,40.1188,31.1294,60.2694,51.0694,59.7294
83.25,83.25,42,2.25,59.0346,29.4146,59.6892,40.2546,31.2346,60.3546,51.1546,59.8346
83.5,83.5,42,2.5,59.1198,29.4998,59.7798,40.3596,31.3198,60.4998,51.2398,59.9198
83.75,83.75,42,2.75,59.2851,29.5851,59.8651,40.4451,31.4051,60.6051,51.3251,60.0251
84.0,84.0,43,1.0,59.3703,29.6703,59.9503,40.5303,31.4903,60.6903,51.4103,60.1103
84.5,84.5,43,1.5,59.5808,29.9208,60.2008,40.7608,31.7208,60.9808,51.5808,60.4208
84.75,84.75,43,1.75,59.666,30.006,60.286,40.846,31.806,61.066,51.666,60.506
85.0,85.0,43,2.0,59.7512,30.0912,60.3712,40.9312,31.8912,61.1512,51.7512,60.5912
85.25,85.25,43,2.25,59.8964,30.2164,60.5564,41.0764,32.0364,61.2528,51.8964,60.6764
85.5,85.5,43,2.5,60.0017,30.3017,60.6417,41.1617,32.1217,61.3417,51.9817,60.7617
85.75,85.75,43,2.75,60.0869,30.3869,60.7269,41.2469,32.2069,61.4469,52.0738,60.8469
86.0,86.0,44,1.0,60.1721,30.4721,60.8242,41.3321,32.2921,61.5442,52.1721,60.9321
86.5,86.5,44,1.5,60.4626,30.7226,61.1626,41.5826,32.4626,61.8026,52.4626,61.1626
86.75,86.75,44,1.75,60.5478,30.8078,61.2478,41.6678,32.5478,61.8878,52.5478,61.2478
87.0,87.0,44,2.0,60.633,30.893,61.333,41.753,32.633,61.973,52.646,61.333
87.25,87.25,44,2.25,60.7183,30.9783,61.4183,41.8383,32.7183,62.0583,52.7383,61.4183
87.5,87.5,44,2.5,60.8035,31.0635,61.5035,41.9235,32.8035,62.1635,52.8235,61.5035
87.75,87.75,44,2.75,60.8887,31.1487,61.5887,42.0087,32.8887,62.2487,52.9087,61.5887
88.0,88.0,45,1.0,60.9939,31.2478,61.6739,42.0939,32.9739,62.3339,52.9939,61.7156
88.5,88.5,45,1.5,61.3044,31.5244,62.0044,42.3644,33.1644,62.6288,53.1844,61.9044
88.75,88.75,45,1.75,61.3896,31.6096,62.0896,42.4496,33.2496,62.7296,53.2696,61.9896
89.0,89.0,45,2.0,61.4748,31.6948,62.1748,42.5348,33.3348,62.8148,53.3548,62.0748
89.25,89.25,45,2.25,61.5601,31.7801,62.2601,42.6201,33.4201,62.9002,53.4401,62.1601
89.5,89.5,45,2.5,61.6453,31.8653,62.3453,42.7053,33.5053,63.0053,53.5253,62.2559
89.75,89.75,45,2.75,61.7305,31.9505,62.4305,42.7905,33.5905,63.0905,53.6105,62.3905
90.0,90.0,46,1.0,61.8316,32.0516,62.579,42.8758,33.6758,63.1916,53.6958,62.4758
90.25,90.25,46,1.25,61.921,32.182,62.701,42.961,33.761,63.282,53.801,62.601
90.5,90.5,46,1.5,62.0586,32.2862,62.7862,43.0462,33.8462,63.4062,53.9062,62.7062
90.75,90.75,46,1.75,62.1914,32.3914,62.8714,43.1314,33.9314,63.5314,54.0114,62.8314
91.0,91.0,46,2.0,62.2767,32.4767,62.9734,43.2767,34.0901,63.6534,54.0967,62.9167
91.5,91.5,46,2.5,62.4471,32.6542,63.2071,43.4471,34.2671,63.8342,54.2742,63.0871
92.0,92.0,47,1.0,62.6576,32.8728,63.3976,43.6176,34.4576,64.0176,54.4776,63.2576
92.5,92.5,47,1.5,62.888,33.048,63.648,43.876,34.628,64.228,54.668,63.508
93.0,93.0,47,2.0,63.0585,33.2385,63.8185,44.0585,34.7985,64.4385,54.8385,63.6785
94.0,94.0,48,1.0,63.5794,33.6994,64.2394,44.4994,35.1994,64.8994,55.3394,64.1794
94.5,94.5,48,1.5,63.7498,33.8796,64.4898,44.6698,35.3698,65.0898,55.5498,64.3698
95.0,95.0,48,2.0,63.9603,34.0606,64.7206,44.8406,35.5203,65.3003,55.7203,64.5606
95.5,95.5,48,2.5,64.1308,34.2508,64.9108,45.0508,35.7508,65.4908,55.8908,64.7508
96.0,96.0,49,1.0,64.3412,34.4412,65.1212,45.2212,35.9624,65.7212,56.0612,64.9212
96.5,96.5,49,1.5,64.6117,34.6717,65.3317,45.4117,36.1517,65.8917,56.2317,65.0917
97.0,97.0,49,2.0,64.7926,34.8463,65.5084,45.6242,36.3221,66.0768,56.4221,65.2642
97.5,97.5,49,2.5,65.0526,35.0526,65.7526,45.8526,36.4926,66.4052,56.5926,65.4726
98.0,98.0,50,1.0,65.223,35.243,65.923,46.023,36.666,66.586,56.803,65.703
98.25,98.25,50,1.25,65.3283,35.3283,66.1083,46.1166,36.7683,66.6966,56.9166,65.8166
98.5,98.5,50,1.5,65.4405,35.4135,66.2135,46.3135,36.8535,66.8135,57.0135,65.9535
98.75,98.75,50,1.75,65.5387,35.4987,66.2987,46.3987,36.9387,66.8987,57.0987,66.0387
99.0,99.0,50,2.0,65.6239,35.6039,66.3917,46.4839,37.0239,66.9839,57.1878,66.1839
