qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Bb (alto) Horn 1,Bb (alto) Horn 2,Eb Horn 1,Eb Horn 4,Bb Trumpet 1,Bb Trumpet 2,"F, Bb Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
354.0,295.2515,98,3.0,C#6,E5,r,r,B-5,C#5,F#3,F#2,B-4,B-3,r,E4,r,r,r,E5,r,r,r,r
354.3333,295.5332,98,3.3333,C#6,E5,r,r,B-5,C#5,F#3,F#2,B-4,B-3,r,E4,r,r,r,B-5,r,r,r,r
354.6667,295.8149,98,3.6667,C#6,E5,r,r,B-5,C#5,F#3,F#2,B-4,B-3,r,E4,r,r,r,C#6,r,r,r,r
355.0,296.0966,98,4.0,D6,F5,r,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,D6,F4,F3,F2
355.3333,296.3782,98,4.3333,D6,F5,r,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,B-5,B-4,B-3,B-2
355.6667,296.66,98,4.6667,D6,F5,r,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,F5,D5,D4,D3
356.0,296.9416,99,1.0,D6,F5,D5,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,D5,D4,F2,F1
356.5,297.275,99,1.3333,D6,F5,D5,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,D5,D4,F3,F2
357.0,297.6083,99,1.6667,D6,F5,D5,r,B-5,D5,F3,F2,D5,B-4,r,F4,r,r,r,D6,r,r,F2,F1
357.5,297.9416,99,2.0,D6,F5,D5,r,B-5,D5,D4,F2,D5,B-4,r,F4,r,r,F3,D6,r,r,F3,F2
357.75,298.1083,99,2.1667,D6,F5,D5,r,B-5,D5,D4,F2,D5,B-4,r,F4,r,r,F3,C6,r,r,F3,F2
358.0,298.275,99,2.3333,D6,F5,D5,r,B-5,D5,D4,F2,D5,B-4,r,F4,r,r,F3,B-5,D5,F4,F3,F2
358.25,298.4416,99,2.5,D6,F5,D5,r,B-5,D5,D4,F2,D5,B-4,r,F4,r,r,F3,D6,D5,F4,F3,F2
358.5,298.6083,99,2.6667,D6,F5,D5,r,F5,F4,D4,F2,D5,B-4,r,F4,r,r,r,C6,F4,D4,r,r
358.75,298.775,99,2.8333,D6,F5,D5,r,F5,F4,D4,F2,D5,B-4,r,F4,r,r,r,B-5,F4,D4,r,r
359.0,298.9416,99,3.0,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,F4,r,r,r,A5,E-4,C4,r,r
359.25,299.1083,99,3.1667,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,F4,r,r,r,C6,E-4,C4,r,r
359.5,299.275,99,3.3333,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,F4,r,r,r,B-5,E-4,C4,F3,F2
359.75,299.4416,99,3.5,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,F4,r,r,r,A5,E-4,C4,F3,F2
360.0,299.6083,99,3.6667,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,r,r,r,r,B-5,r,r,F2,F1
360.25,299.775,99,3.8333,A5,F5,A4,r,F5,F4,A3,F2,C5,F4,r,r,r,r,r,C6,r,r,F2,F1
360.5,299.9416,99,4.0,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,r,r,r,F3,F5,r,r,F3,F2
360.75,300.1083,99,4.1667,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,r,r,r,F3,A5,r,r,F3,F2
361.0,300.275,99,4.3333,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,F4,r,r,F3,G5,C5,E-4,F3,F2
361.25,300.4416,99,4.5,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,F4,r,r,F3,F5,C5,E-4,F3,F2
361.5,300.6083,99,4.6667,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,F4,r,r,r,G5,E-4,C4,r,r
361.75,300.775,99,4.8333,A5,F5,A4,r,E-5,E-4,A3,F2,C5,F4,r,F4,r,r,r,A5,E-4,C4,r,r
362.0,300.9416,100,1.0,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,B-5,D4,B-3,r,r
362.25,301.1083,100,1.1667,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,C6,D4,B-3,r,r
362.5,301.275,100,1.3333,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,B-5,D4,B-3,F3,F2
362.75,301.4416,100,1.5,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,A5,D4,B-3,F3,F2
363.0,301.6083,100,1.6667,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,r,r,r,r,B-5,r,r,F2,F1
363.25,301.775,100,1.8333,B-5,F5,B-4,r,D5,D4,B-3,F2,B-4,D4,r,r,r,r,r,C6,r,r,F2,F1
363.5,301.9416,100,2.0,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,r,r,r,F3,C#6,r,r,F3,F2
363.75,302.1083,100,2.1667,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,r,r,r,F3,D6,r,r,F3,F2
364.0,302.275,100,2.3333,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,F3,C6,F4,D4,F3,F2
364.25,302.4416,100,2.5,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,F3,B-5,F4,D4,F3,F2
364.5,302.6083,100,2.6667,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,A5,D4,B-3,r,r
364.75,302.775,100,2.8333,B-5,F5,B-4,F4,D5,D4,B-3,F2,B-4,D4,r,F4,r,r,r,G5,D4,B-3,r,r
365.0,302.9416,100,3.0,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,F4,r,r,r,F5,C4,A3,r,r
365.25,303.1083,100,3.1667,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,F4,r,r,r,E4,C4,A3,r,r
365.5,303.275,100,3.3333,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,F4,r,r,r,F4,C4,A3,F3,F2
365.75,303.4416,100,3.5,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,F4,r,r,r,G4,C4,A3,F3,F2
366.0,303.6083,100,3.6667,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,r,r,r,r,A4,r,r,F2,F1
366.25,303.775,100,3.8333,F6,F5,F5,F4,A4,A3,F3,F2,C5,F4,r,r,r,r,r,B-4,r,r,F2,F1
366.5,303.9416,100,4.0,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,r,r,r,F3,C5,r,r,A3,A2
366.75,304.1083,100,4.1667,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,r,r,r,F3,D5,r,r,A3,A2
367.0,304.275,100,4.3333,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,F3,F5,C4,A3,A3,A2
367.25,304.4416,100,4.5,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,F3,E-5,C4,A3,A3,A2
367.5,304.6083,100,4.6667,E-6,C5,E-5,E-4,C5,C4,E-3,A2,C5,F4,r,F4,r,r,r,D5,A3,F3,r,r
367.75,304.775,100,4.8333,E-6,C5,E-5,E-4,C5,C4,E-3,A2,C5,F4,r,F4,r,r,r,E-5,A3,F3,r,r
368.0,304.9416,101,1.0,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,F4,r,r,B-2,C#5,D4,F3,r,r
368.25,305.1083,101,1.1667,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,F4,r,r,B-2,D5,D4,F3,r,r
368.5,305.275,101,1.3333,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,F4,r,r,B-2,D4,D4,F3,B-3,B-2
368.75,305.4416,101,1.5,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,F4,r,r,B-2,D5,D4,F3,B-3,B-2
369.0,305.6083,101,1.6667,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,r,r,r,r,E-5,r,r,B-2,B-1
369.25,305.775,101,1.8333,D6,D5,D5,D4,D5,D4,D3,B-2,D5,F4,r,r,r,r,r,D5,r,r,B-2,B-1
369.5,305.9416,101,2.0,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,r,r,r,F3,E5,r,r,A3,A2
369.75,306.1083,101,2.1667,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,r,r,r,F3,F5,r,r,A3,A2
370.0,306.275,101,2.3333,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,F3,F4,C5,F4,A3,A2
370.25,306.4416,101,2.5,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,F3,F5,C5,F4,A3,A2
370.5,306.6083,101,2.6667,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,r,G5,F4,C4,r,r
370.75,306.775,101,2.8333,F6,F5,F5,F4,C5,C4,F3,A2,C5,F4,r,F4,r,r,r,F5,F4,C4,r,r
371.0,306.9416,101,3.0,B-5,B-5,B-4,B-4,B-4,B-3,B-3,G2,B-4,B-3,r,B-3,r,r,B-2,A5,B-4,B-3,r,r
371.25,307.1083,101,3.1667,B-5,B-5,B-4,B-4,B-4,B-3,B-3,G2,B-4,B-3,r,B-3,r,r,B-2,B-5,B-4,B-3,r,r
371.5,307.275,101,3.3333,B-5,B-5,B-4,B-4,B-4,B-3,B-3,G2,B-4,B-3,r,B-3,r,r,B-2,B-4,B-4,B-3,G3,G2
371.75,307.4416,101,3.5,B-5,B-5,B-4,B-4,B-4,B-3,B-3,G2,B-4,B-3,r,B-3,r,r,B-2,B-5,B-4,B-3,G3,G2
372.0,307.6083,101,3.6667,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,r,r,r,r,B-4,r,r,G2,G1
372.25,307.775,101,3.8333,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,r,r,r,r,B-5,r,r,G2,G1
372.5,307.9416,101,4.0,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,r,r,r,B-2,B-4,r,r,G3,G2
372.75,308.1083,101,4.1667,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,r,r,r,B-2,B-5,r,r,G3,G2
373.0,308.275,101,4.3333,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,G4,r,r,B-2,B-4,B-4,B-3,G3,G2
373.25,308.4416,101,4.5,B-5,B-5,B-4,r,B-4,B-3,B-3,G2,B-4,B-3,r,G4,r,r,B-2,B-5,B-4,B-3,G3,G2
373.5,308.6083,101,4.6667,C6,B-5,C5,r,B-4,B-3,C4,G2,C5,B-4,r,G4,r,r,r,C5,E4,E3,r,r
373.75,308.775,101,4.8333,C6,B-5,C5,r,B-4,B-3,C4,G2,C5,B-4,r,G4,r,r,r,C6,E4,E3,r,r
374.0,308.9416,102,1.0,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,D6,F4,F3,r,r
374.25,309.1083,102,1.1667,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,A4,F4,F3,r,r
374.5,309.275,102,1.3333,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,B-4,F4,F3,F3,F2
374.75,309.4416,102,1.5,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,C5,F4,F3,F3,F2
375.0,309.6083,102,1.6667,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,D5,r,r,F2,F1
375.25,309.775,102,1.8333,D6,B-5,D5,r,B-4,B-3,D4,F2,D5,B-4,r,F4,r,r,r,E-5,r,r,F2,F1
375.5,309.9416,102,2.0,F6,D6,F5,r,B-4,B-3,F4,F3,F5,D5,r,r,r,r,F3,G5,r,r,F3,F2
375.75,310.1083,102,2.1667,F6,D6,F5,r,B-4,B-3,F4,F3,F5,D5,r,r,r,r,F3,F5,r,r,F3,F2
376.0,310.275,102,2.3333,F6,D6,F5,r,B-4,B-3,F4,F3,F5,D5,r,F4,r,r,F3,E5,D4,B-3,F3,F2
376.25,310.4416,102,2.5,F6,D6,F5,r,B-4,B-3,F4,F3,F5,D5,r,F4,r,r,F3,F5,D4,B-3,F3,F2
376.5,310.6083,102,2.6667,E-6,C6,E-5,r,B-4,B-3,E-4,F3,E-5,C5,r,F4,r,r,r,E-5,E-4,C4,r,r
376.75,310.775,102,2.8333,E-6,C6,E-5,r,B-4,B-3,E-4,F3,E-5,C5,r,F4,r,r,r,F5,E-4,C4,r,r
377.0,310.9416,102,3.0,C6,C6,C5,r,B-4,B-3,C4,F3,C5,F4,r,F4,r,r,r,C5,E-4,C4,r,r
377.25,311.1083,102,3.1667,C6,C6,C5,r,B-4,B-3,C4,F3,C5,F4,r,F4,r,r,r,F5,E-4,C4,r,r
377.5,311.275,102,3.3333,C6,C6,C5,r,B-4,B-3,C4,F3,C5,F4,r,F4,r,r,r,E-5,E-4,C4,F3,F2
377.75,311.4416,102,3.5,C6,C6,C5,r,B-4,B-3,C4,F3,C5,F4,r,F4,r,r,r,D5,E-4,C4,F3,F2
378.0,311.6083,102,3.6667,C6,C6,C5,r,A4,A3,C4,F3,C5,F4,r,r,r,r,r,C5,r,r,F2,F1
378.25,311.775,102,3.8333,C6,C6,C5,r,A4,A3,C4,F3,C5,F4,r,r,r,r,r,B-4,r,r,F2,F1
378.5,311.9416,102,4.0,r,r,r,r,G5,G4,C4,A3,C5,F4,r,r,r,r,F3,A4,r,r,F3,F2
378.75,312.1083,102,4.1667,r,r,r,r,G5,G4,C4,A3,C5,F4,r,r,r,r,F3,G4,r,r,F3,F2
379.0,312.275,102,4.3333,r,r,r,r,F5,F4,C4,A3,F5,F4,r,r,r,r,F3,F4,B-3,G3,F3,F2
379.25,312.4416,102,4.5,r,r,r,r,F5,F4,C4,A3,F5,F4,r,r,r,r,F3,E-4,B-3,G3,F3,F2
379.5,312.6083,102,4.6667,r,r,r,r,C5,A4,C4,A3,F5,F4,r,r,r,r,r,D4,C4,A3,r,r
379.75,312.775,102,4.8333,r,r,r,r,C5,A4,C4,A3,F5,F4,r,r,r,r,r,C4,C4,A3,r,r
380.0,312.9416,103,1.0,r,r,r,r,D5,B-4,D4,B-3,F5,F4,r,r,r,r,r,B-3,D4,B-3,r,r
380.5,313.275,103,1.3333,r,r,r,r,D5,B-4,D4,B-3,F5,F4,r,r,r,r,r,B-3,D4,B-3,F3,F2
381.0,313.6083,103,1.6667,r,r,r,r,D5,B-4,D4,B-3,F5,F4,r,r,r,r,r,r,r,r,F2,F1
381.5,313.9416,103,2.0,B-5,r,B-4,r,F5,D5,F4,D4,F5,F4,r,B-3,r,r,F3,r,r,r,F3,F2
382.0,314.275,103,2.3333,B-5,r,B-4,r,F5,D5,F4,D4,F5,F4,r,B-3,r,r,F3,r,D4,B-3,F3,F2
382.5,314.6083,103,2.6667,B-5,r,B-4,r,E-5,C5,E-4,C4,F5,F4,r,B-3,r,r,r,r,E-4,C4,r,r
383.0,314.9416,103,3.0,B-5,r,B-4,r,C5,C5,C4,C4,F5,F4,r,B-3,r,r,r,F4,E-4,C4,r,r
383.25,315.1083,103,3.1667,B-5,r,B-4,r,C5,C5,C4,C4,F5,F4,r,B-3,r,r,r,G4,E-4,C4,r,r
383.5,315.275,103,3.3333,B-5,r,B-4,r,C5,C5,C4,C4,F5,F4,r,B-3,r,r,r,A4,E-4,C4,F3,F2
383.75,315.4416,103,3.5,B-5,r,B-4,r,C5,C5,C4,C4,F5,F4,r,B-3,r,r,r,B-4,E-4,C4,F3,F2
384.0,315.6083,103,3.6667,A5,r,A4,r,C5,C5,C4,C4,F5,F4,r,A3,r,r,r,B4,r,r,F2,F1
384.25,315.775,103,3.8333,A5,r,A4,r,C5,C5,C4,C4,F5,F4,r,A3,r,r,r,C5,r,r,F2,F1
384.5,315.9416,103,4.0,G6,r,G5,r,C5,A4,C4,E-3,F5,F4,r,G4,r,r,F3,B4,r,r,E-3,E-2
384.75,316.1083,103,4.1667,G6,r,G5,r,C5,A4,C4,E-3,F5,F4,r,G4,r,r,F3,C5,r,r,E-3,E-2
385.0,316.275,103,4.3333,F6,r,F5,r,C5,A4,C4,E-3,F4,F3,r,F4,r,r,F3,D5,C4,A3,E-3,E-2
385.25,316.4416,103,4.5,E-6,r,E-5,r,C5,A4,C4,E-3,F4,F3,r,F4,r,r,F3,C5,C4,A3,E-3,E-2
385.5,316.6083,103,4.6667,C6,r,C5,r,A4,F4,C4,E-3,F4,F3,r,F4,r,r,r,B4,A3,C4,r,r
385.75,316.775,103,4.8333,C6,r,C5,r,A4,F4,C4,E-3,F4,F3,r,F4,r,r,r,C5,A3,C4,r,r
386.0,316.9416,104,1.0,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,C5,F4,C4,r,r
386.5,317.275,104,1.3333,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,C5,F4,C4,E-4,E-3
387.0,317.6083,104,1.6667,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,B-4,r,r,E-3,E-2
387.25,317.775,104,1.8333,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,A4,r,r,E-3,E-2
387.5,317.9416,104,2.0,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,F3,B-4,r,r,E-4,E-3
387.75,318.1083,104,2.1667,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,F3,F4,r,r,E-4,E-3
388.0,318.275,104,2.3333,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,F3,G4,F4,C4,E-4,E-3
388.25,318.4416,104,2.5,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,F3,F4,F4,C4,E-4,E-3
388.5,318.6083,104,2.6667,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,A4,F4,A3,r,r
388.75,318.775,104,2.8333,C6,F5,C5,r,F4,F3,C4,E-3,F4,F3,r,F4,r,r,r,C5,F4,A3,r,r
389.0,318.9416,104,3.0,B-5,F5,B-4,r,F4,F3,B-3,D3,F4,F3,r,F4,r,r,r,C5,F4,B-3,r,r
389.5,319.275,104,3.3333,B-5,F5,B-4,r,F4,F3,B-3,D3,F4,F3,r,F4,r,r,r,C5,F4,B-3,D4,D3
390.0,319.6083,104,3.6667,B-5,F5,B-4,r,F4,F3,B-3,D3,F4,F3,r,F4,r,r,r,B-4,r,r,D3,D2
390.5,319.9416,104,4.0,B-5,F5,B-4,r,B-4,B-3,B-3,D3,F4,F3,r,F4,r,r,F3,B-4,r,r,D4,D3
390.75,320.1083,104,4.1667,B-5,F5,B-4,r,B-4,B-3,B-3,D3,F4,F3,r,F4,r,r,F3,B-4,r,r,D4,D3
391.0,320.275,104,4.3333,B-5,F5,B-4,r,B-4,B-3,B-3,D3,F4,F3,r,F4,r,r,F3,A4,B-4,B-3,D4,D3
391.25,320.4416,104,4.5,B-5,F5,B-4,r,B-4,B-3,B-3,D3,F4,F3,r,F4,r,r,F3,B-4,B-4,B-3,D4,D3
391.5,320.6083,104,4.6667,F6,F5,F5,r,B-4,B-3,F4,D3,F4,F3,r,F4,r,r,r,G5,F4,F3,r,r
391.75,320.775,104,4.8333,F6,F5,F5,r,B-4,B-3,F4,D3,F4,F3,r,F4,r,r,r,F5,F4,F3,r,r
392.0,320.9416,105,1.0,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,F5,C5,C4,r,r
392.25,321.1083,105,1.1667,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,C5,C5,C4,r,r
392.5,321.275,105,1.3333,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,B4,C5,C4,A3,A2
392.75,321.4416,105,1.5,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,C5,C5,C4,A3,A2
393.0,321.6083,105,1.6667,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,G5,r,r,A2,A1
393.25,321.775,105,1.8333,F6,F5,F5,r,C5,C4,F4,A2,F4,F3,r,F4,r,r,r,F5,r,r,A2,A1
393.5,321.9416,105,2.0,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,F3,F5,r,r,A3,A2
393.75,322.1083,105,2.1667,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,F3,E-5,r,r,A3,A2
394.0,322.275,105,2.3333,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,F3,B4,C5,C4,A3,A2
394.25,322.4416,105,2.5,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,F3,C5,C5,C4,A3,A2
394.5,322.6083,105,2.6667,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,r,F5,F4,F3,r,r
394.75,322.775,105,2.8333,E-6,F5,E-5,r,C5,C4,E-4,A2,F4,F3,r,F4,r,r,r,E-5,F4,F3,r,r
395.0,322.9416,105,3.0,E-6,F5,E-5,r,C5,C4,E-4,B-2,F4,F3,r,F4,r,r,B-2,F5,F4,F3,r,r
395.25,323.1083,105,3.1667,E-6,F5,E-5,r,C5,C4,E-4,B-2,F4,F3,r,F4,r,r,B-2,E-5,F4,F3,r,r
395.5,323.275,105,3.3333,E-6,F5,E-5,r,C5,C4,E-4,B-2,F4,F3,r,F4,r,r,B-2,D5,F4,F3,B-3,B-2
395.75,323.4416,105,3.5,E-6,F5,E-5,r,C5,C4,E-4,B-2,F4,F3,r,F4,r,r,B-2,E-5,F4,F3,B-3,B-2
396.0,323.6083,105,3.6667,E-6,B-5,E-5,r,C5,C4,E-4,B-2,B-4,B-3,r,F4,r,r,r,C6,r,r,B-2,B-1
396.25,323.775,105,3.8333,E-6,B-5,E-5,r,C5,C4,E-4,B-2,B-4,B-3,r,F4,r,r,r,E-5,r,r,B-2,B-1
396.5,323.9416,105,4.0,D6,B-5,D5,r,B-4,B-3,D4,G3,B-4,B-3,r,G4,r,r,B-2,E-5,r,r,G3,G2
396.75,324.1083,105,4.1667,D6,B-5,D5,r,B-4,B-3,D4,G3,B-4,B-3,r,G4,r,r,B-2,D5,r,r,G3,G2
397.0,324.275,105,4.3333,D6,B-5,D5,r,B-4,B-3,D4,G3,B-4,B-3,r,G4,r,r,B-2,C#5,B-4,B-3,G3,G2
397.25,324.4416,105,4.5,D6,B-5,D5,r,B-4,B-3,D4,G3,B-4,B-3,r,G4,r,r,B-2,D5,B-4,B-3,G3,G2
397.5,324.6083,105,4.6667,D6,B-5,D5,r,B-4,B-3,D4,G2,B-4,B-3,r,G4,r,r,r,B-5,D4,D3,r,r
397.75,324.775,105,4.8333,D6,B-5,D5,r,B-4,B-3,D4,G2,B-4,B-3,r,G4,r,r,r,D5,D4,D3,r,r
398.0,324.9416,106,1.0,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,B-2,D5,G4,G3,r,r
398.25,325.1083,106,1.1667,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,B-2,B4,G4,G3,r,r
398.5,325.275,106,1.3333,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,B-2,D5,G4,G3,E-4,E-3
398.75,325.4416,106,1.5,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,B-2,C5,G4,G3,E-4,E-3
399.0,325.6083,106,1.6667,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,r,G4,r,r,E-3,E-2
399.25,325.775,106,1.8333,C6,B-5,C5,r,B-4,B-3,C4,E-2,B-4,B-3,r,G4,r,r,r,C5,r,r,E-3,E-2
399.5,325.9416,106,2.0,C6,B-5,C5,r,B-4,B-3,C4,G2,B-4,B-3,r,G4,r,r,B-2,B4,r,r,G3,G2
399.75,326.1083,106,2.1667,C6,B-5,C5,r,B-4,B-3,C4,G2,B-4,B-3,r,G4,r,r,B-2,C5,r,r,G3,G2
400.0,326.275,106,2.3333,C6,B-5,C5,r,B-4,B-3,C4,G2,B-4,B-3,r,G4,r,r,B-2,D5,E-4,B-3,G3,G2
400.25,326.4416,106,2.5,C6,B-5,C5,r,B-4,B-3,C4,G2,B-4,B-3,r,G4,r,r,B-2,C5,E-4,B-3,G3,G2
400.5,326.6083,106,2.6667,D6,B-5,D5,r,B-4,B-3,D4,G2,B-4,B-3,r,G4,r,r,r,D5,B-3,E-3,r,r
400.75,326.775,106,2.8333,E-6,B-5,E-5,r,B-4,B-3,E-4,G2,B-4,B-3,r,G4,r,r,r,E-5,B-3,E-3,r,r
401.0,326.9416,106,3.0,D6,B-5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,F3,C#5,D4,F3,r,r
401.25,327.1083,106,3.1667,D6,B-5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,F3,D5,D4,F3,r,r
401.5,327.275,106,3.3333,D6,B-5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,F3,F4,D4,F3,F4,F3
401.75,327.4416,106,3.5,D6,B-5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,F3,D5,D4,F3,F4,F3
402.0,327.6083,106,3.6667,D6,F5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,r,E-5,r,r,F3,F2
402.25,327.775,106,3.8333,D6,F5,D5,r,B-4,B-3,D4,F2,B-4,B-3,r,F4,r,r,r,D5,r,r,F3,F2
402.5,327.9416,106,4.0,C6,F5,C5,r,A4,A3,C4,F2,F4,F3,r,F4,r,r,F3,B4,r,r,F4,F3
402.75,328.1083,106,4.1667,C6,F5,C5,r,A4,A3,C4,F2,F4,F3,r,F4,r,r,F3,C5,r,r,F4,F3
403.0,328.275,106,4.3333,C6,F5,C5,r,A4,A3,C4,F2,F4,F3,r,F4,r,r,F3,F4,F4,A3,F4,F3
403.25,328.4416,106,4.5,C6,F5,C5,r,A4,A3,C4,F2,F4,F3,r,F4,r,r,F3,C5,F4,A3,F4,F3
403.5,328.6083,106,4.6667,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,F5,F4,F3,r,r
403.75,328.775,106,4.8333,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,C#5,F4,F3,r,r
404.0,328.9416,107,1.0,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,F5,F4,F3,r,r
404.25,329.1083,107,1.1667,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,C#5,F4,F3,r,r
404.5,329.275,107,1.3333,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,F5,F4,F3,F3,F2
404.75,329.4416,107,1.5,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,C#5,F4,F3,F3,F2
405.0,329.6083,107,1.6667,C#6,F5,C#5,r,A4,A3,C#4,F2,F4,F3,r,F4,r,r,r,F5,r,r,F2,F1
