score_qstamp,qstamp,measure,beat,729210_tstamp,484064_tstamp,736779_tstamp
31.0,31.0,8,4.0,37.88,45.8,69.08
31.5,31.5,8,4.5,38.5,46.32,70.44
32.0,32.0,9,1.0,39.0,46.84,71.32
33.0,33.0,9,2.0,40.1,48.82,73.06
34.0,34.0,9,3.0,41.12,50.18,74.16
35.0,35.0,9,4.0,42.34,51.24,77.06
35.5,35.5,9,4.5,42.86,51.88,78.12
36.0,36.0,10,1.0,43.48,52.62,79.38
37.0,37.0,10,2.0,44.56,53.68,80.92
37.5,37.5,10,2.5,45.32,54.84,82.42
37.75,37.75,10,2.75,45.57,55.13,82.71
38.0,38.0,10,3.0,45.84,55.5,83.16
39.0,39.0,10,4.0,47.0,56.78,84.82
39.5,39.5,10,4.5,47.64,57.78,86.02
40.0,40.0,11,1.0,48.2,58.3,87.02
41.5,41.5,11,2.5,50.16,61.0,89.9
42.0,42.0,11,3.0,50.7,61.64,90.74
43.0,43.0,11,4.0,51.7,62.84,92.78
43.5,43.5,11,4.5,52.26,64.42,93.9
44.0,44.0,12,1.0,52.76,64.92,94.48
45.5,45.5,12,2.5,54.4,66.46,97.56
46.0,46.0,12,3.0,55.14,67.14,99.48
47.0,47.0,12,4.0,56.26,68.5,100.48
48.0,48.0,13,1.0,57.26,70.08,102.96
49.0,49.0,13,2.0,58.28,71.34,104.9
50.0,50.0,13,3.0,59.38,72.7,107.14
51.0,51.0,13,4.0,60.52,73.82,109.02
51.5,51.5,13,4.5,61.08,74.34,109.84
52.0,52.0,14,1.0,61.62,74.98,111.06
53.0,53.0,14,2.0,62.72,76.44,112.96
54.0,54.0,14,3.0,64.0,77.88,114.96
55.0,55.0,14,4.0,65.0,78.96,116.72
55.5,55.5,14,4.5,65.5,79.6,117.4
56.0,56.0,15,1.0,66.02,80.1,118.34
56.5,56.5,15,1.5,66.74,80.98,119.4
57.0,57.0,15,2.0,67.28,81.48,120.24
58.0,58.0,15,3.0,68.38,82.66,121.4
58.5,58.5,15,3.5,68.9,83.16,122.76
59.0,59.0,15,4.0,69.58,83.82,123.64
59.5,59.5,15,4.5,70.08,84.52,124.62
59.75,59.75,15,4.75,70.35,84.93,124.87
60.0,60.0,16,1.0,70.62,85.26,125.12
60.5,60.5,16,1.5,71.32,86.26,126.1
61.0,61.0,16,2.0,71.84,86.82,126.74
61.5,61.5,16,2.5,72.36,87.32,127.34
62.0,62.0,16,3.0,72.86,87.84,129.12
62.5,62.5,16,3.5,73.38,88.42,130.56
63.0,63.0,16,4.0,74.12,89.2,131.08
63.5,63.5,16,4.5,74.66,89.9,131.96
64.0,64.0,17,1.0,75.32,90.48,133.08
64.5,64.5,17,1.5,75.88,91.38,133.92
65.0,65.0,17,2.0,76.72,92.32,135.78
65.5,65.5,17,2.5,77.22,92.98,136.28
66.0,66.0,17,3.0,77.72,93.74,137.04
66.5,66.5,17,3.5,78.32,94.6,138.34
67.0,67.0,17,4.0,78.82,95.12,138.88
67.5,67.5,17,4.5,79.38,95.92,139.4
68.0,68.0,18,1.0,80.36,97.54,141.28
69.5,69.5,18,2.5,81.88,99.08,144.42
70.0,70.0,18,3.0,82.44,99.6,145.54
71.0,71.0,18,4.0,83.44,100.72,146.88
71.5,71.5,18,4.5,84.28,101.36,147.88
72.0,72.0,19,1.0,84.78,102.22,149.96
73.0,73.0,19,2.0,85.82,103.48,150.98
73.5,73.5,19,2.5,86.32,103.98,151.48
74.0,74.0,19,3.0,86.96,104.7,152.94
75.0,75.0,19,4.0,88.12,106.3,154.08
75.5,75.5,19,4.5,88.68,106.8,155.08
76.0,76.0,20,1.0,89.24,107.44,155.66
77.0,77.0,20,2.0,90.38,108.72,157.82
77.5,77.5,20,2.5,90.88,109.26,158.52
78.0,78.0,20,3.0,91.5,109.9,159.48
78.5,78.5,20,3.5,92.06,110.54,160.48
79.0,79.0,20,4.0,92.76,111.22,161.48
79.5,79.5,20,4.5,93.54,112.62,162.88
80.0,80.0,21,1.0,94.04,113.12,163.38
80.5,80.5,21,1.5,94.56,113.62,164.48
81.0,81.0,21,2.0,95.06,114.12,165.04
81.5,81.5,21,2.5,95.6,114.92,166.28
82.0,82.0,21,3.0,96.1,115.48,166.8
82.5,82.5,21,3.5,96.96,116.32,168.04
83.0,83.0,21,4.0,97.46,116.82,168.54
83.5,83.5,21,4.5,98.1,117.88,170.12
83.75,83.75,21,4.75,98.35,118.15,170.37
84.0,84.0,22,1.0,98.6,118.4,170.62
84.5,84.5,22,1.5,99.1,119.18,171.74
85.0,85.0,22,2.0,99.72,119.84,173.22
85.5,85.5,22,2.5,100.36,120.62,173.84
86.0,86.0,22,3.0,100.86,121.24,174.64
86.5,86.5,22,3.5,101.58,122.5,175.48
87.0,87.0,22,4.0,102.14,123.04,176.36
87.5,87.5,22,4.5,102.9,124.0,178.52
88.0,88.0,23,1.0,103.58,125.04,179.02
89.0,89.0,23,2.0,104.64,126.94,181.24
90.0,90.0,23,3.0,105.92,128.04,183.62
91.0,91.0,23,4.0,106.94,129.14,186.64
92.0,92.0,24,1.0,108.32,130.14,189.02
93.0,93.0,24,2.0,109.86,131.24,191.6
94.0,94.0,24,3.0,110.86,132.38,192.66
95.0,95.0,24,4.0,112.02,134.66,196.7
95.5,95.5,24,4.5,112.52,135.22,197.2
96.0,96.0,25,1.0,113.08,135.8,198.1
96.5,96.5,25,1.5,113.8362,137.7962,199.2562
97.0,97.0,25,2.0,114.4724,138.5524,200.6724
97.5,97.5,25,2.5,114.9886,139.0486,201.1486
98.0,98.0,25,3.0,115.4848,139.5648,201.7648
98.25,98.25,25,3.25,115.7661,139.8432,202.1258
98.5,98.5,25,3.5,116.141,140.202,202.403
98.75,98.75,25,3.75,116.379,140.459,202.679
99.0,99.0,26,1.0,116.6171,140.7571,203.2171
99.5,99.5,26,1.5,117.2533,141.3133,203.9733
100.0,100.0,26,2.0,117.7495,142.1295,205.2495
100.5,100.5,26,2.5,118.3057,142.6057,205.8057
101.0,101.0,26,3.0,118.8419,143.1019,206.3399
101.25,101.25,26,3.25,119.08,143.38,206.94
101.5,101.5,26,3.5,119.3181,143.7581,207.2362
101.75,101.75,26,3.75,119.5562,144.0562,207.6162
102.0,102.0,27,1.0,119.7943,144.3343,208.0743
102.5,102.5,27,1.5,120.2705,145.1305,208.9305
103.0,103.0,27,2.0,120.7467,145.7935,209.5334
103.5,103.5,27,2.5,121.3174,146.3229,210.5229
104.0,104.0,27,3.0,121.879,146.799,211.179
104.5,104.5,27,3.5,122.4552,147.4752,212.0152
105.0,105.0,28,1.0,123.0914,148.0714,212.6514
105.5,105.5,28,1.5,123.6352,148.936,213.8952
106.0,106.0,28,2.0,124.1838,149.6152,214.5274
106.5,106.5,28,2.5,124.78,150.2,215.38
106.75,106.75,28,2.75,125.0181,150.4981,215.7362
107.0,107.0,28,3.0,125.2962,150.8562,216.0362
107.25,107.25,28,3.25,125.5543,151.1943,216.4543
107.5,107.5,28,3.5,125.8124,151.4324,216.6924
107.75,107.75,28,3.75,126.0505,151.6705,216.9305
108.0,108.0,29,1.0,126.4486,152.069,217.5836
108.5,108.5,29,1.5,127.0048,152.7496,218.6192
109.0,109.0,29,2.0,127.542,153.501,219.221
109.5,109.5,29,2.5,128.0371,153.9771,219.6971
110.0,110.0,29,3.0,128.5266,154.5933,220.6866
110.25,110.25,29,3.25,128.8514,154.8714,221.3514
110.5,110.5,29,3.5,129.197,155.1895,221.6895
110.75,110.75,29,3.75,129.5076,155.4476,221.9876
111.0,111.0,30,1.0,129.7457,155.737,222.5914
111.5,111.5,30,1.5,130.2476,156.3876,223.2676
112.0,112.0,30,2.0,130.8181,156.9181,224.1381
112.5,112.5,30,2.5,131.2943,157.3943,224.6143
113.0,113.0,30,3.0,131.8105,157.8705,225.661
113.25,113.25,30,3.25,132.1288,158.4286,225.9544
113.5,113.5,30,3.5,132.4667,158.6667,226.3269
113.75,113.75,30,3.75,132.7048,158.9288,226.6648
114.0,114.0,31,1.0,132.9687,159.2861,227.1229
114.5,114.5,31,1.5,133.519,159.919,227.899
115.0,115.0,31,2.0,134.0152,160.3952,228.7152
115.5,115.5,31,2.5,134.5114,160.8714,229.3514
115.75,115.75,31,2.75,134.8085,161.4495,229.8895
116.0,116.0,31,3.0,135.1428,161.7104,230.2056
116.25,116.25,31,3.25,135.4114,162.0028,230.5857
116.5,116.5,31,3.5,135.6838,162.3428,231.0666
116.75,116.75,31,3.75,135.9276,162.6838,231.4266
117.0,117.0,32,1.0,136.24,163.04,232.04
118.0,118.0,32,2.0,137.2524,164.3924,234.0848
118.5,118.5,32,2.5,137.7772,164.8886,234.5686
119.0,119.0,32,3.0,138.4136,165.3648,235.0792
119.5,119.5,32,3.5,139.281,166.064,235.621
120.0,120.0,33,1.0,139.7571,166.5971,236.2171
120.5,120.5,33,1.5,140.2333,167.3333,237.4933
121.0,121.0,33,2.0,140.7095,167.8895,238.0695
121.5,121.5,33,2.5,141.1857,168.3914,238.6057
122.0,122.0,33,3.0,141.6714,168.8857,239.0876
122.25,122.25,33,3.25,142.06,169.46,240.08
122.5,122.5,33,3.5,142.2981,169.7381,240.5981
122.75,122.75,33,3.75,142.5562,170.0562,240.9362
123.0,123.0,34,1.0,142.8343,170.4286,241.3686
123.5,123.5,34,1.5,143.3305,171.201,242.204
124.0,124.0,34,2.0,143.8467,171.7868,242.8667
124.5,124.5,34,2.5,144.3429,172.4429,243.3864
125.0,125.0,34,3.0,144.819,172.939,244.119
125.25,125.25,34,3.25,145.0571,173.1771,244.8771
125.5,125.5,34,3.5,145.4152,173.4152,245.2952
125.75,125.75,34,3.75,145.6533,173.7733,245.6733
126.0,126.0,35,1.0,145.8914,174.0314,246.1714
126.5,126.5,35,1.5,146.3676,174.7476,246.9704
127.0,127.0,35,2.0,146.8676,175.2618,247.4838
127.5,127.5,35,2.5,147.4,175.96,248.44
128.0,128.0,35,3.0,147.9162,176.4362,249.2562
128.5,128.5,35,3.5,148.4924,177.0324,250.1324
129.0,129.0,36,1.0,149.0744,177.7802,250.8174
129.5,129.5,36,1.5,149.6848,178.5448,251.9688
130.0,130.0,36,2.0,150.161,179.021,252.604
130.5,130.5,36,2.5,150.6371,179.4971,253.1571
130.75,130.75,36,2.75,150.9352,180.0304,253.8952
131.0,131.0,36,3.0,151.3533,180.2933,254.1333
131.25,131.25,36,3.25,151.7114,180.8114,254.6714
131.5,131.5,36,3.5,151.959,181.078,255.0835
131.75,131.75,36,3.75,152.3076,181.3476,255.4476
132.0,132.0,37,1.0,152.5457,181.5971,255.737
132.5,132.5,37,1.5,153.0219,182.3171,256.7533
133.0,133.0,37,2.0,153.5181,183.0381,257.5381
133.5,133.5,37,2.5,154.0543,183.5943,258.0143
134.0,134.0,37,3.0,154.5505,184.2105,258.5105
134.25,134.25,37,3.25,154.7886,184.5286,259.5372
134.5,134.5,37,3.5,155.0534,184.8002,260.0801
134.75,134.75,37,3.75,155.3048,185.1248,260.3496
135.0,135.0,38,1.0,155.5429,185.4232,260.8719
135.5,135.5,38,1.5,156.039,186.059,261.619
136.0,136.0,38,2.0,156.5752,186.6552,262.4952
136.5,136.5,38,2.5,157.0514,187.2914,263.0314
137.0,137.0,38,3.0,157.5276,187.8876,263.638
137.25,137.25,38,3.25,157.8142,188.1428,264.5114
137.5,137.5,38,3.5,158.1504,188.4914,264.9552
137.75,137.75,38,3.75,158.5019,188.8019,265.2638
138.0,138.0,39,1.0,158.76,189.04,265.64
138.5,138.5,39,1.5,159.2762,189.7562,266.6162
139.0,139.0,39,2.0,159.7524,190.2924,267.4924
139.5,139.5,39,2.5,160.2286,190.8288,268.2318
139.75,139.75,39,2.75,160.6001,191.2268,268.6534
140.0,140.0,39,3.0,160.8792,191.5096,269.064
140.25,140.25,39,3.25,161.1658,191.829,269.4458
140.5,140.5,39,3.5,161.441,192.226,269.93
140.75,140.75,39,3.75,161.679,192.559,270.359
141.0,141.0,40,1.0,161.9371,192.8371,270.7971
141.5,141.5,40,1.5,162.5133,193.9333,272.8333
142.0,142.0,40,2.0,162.9895,194.4095,273.3095
142.5,142.5,40,2.5,163.5797,194.9741,273.8057
143.0,143.0,40,3.0,164.3571,195.6295,274.5219
143.5,143.5,40,3.5,165.1581,196.5181,275.5762
144.0,144.0,41,1.0,165.6343,197.0143,276.1686
144.5,144.5,41,1.5,166.5105,197.5505,276.6705
145.0,145.0,41,2.0,167.0802,198.1271,277.8267
145.5,145.5,41,2.5,167.6429,198.8957,278.4574
146.0,146.0,41,3.0,168.159,199.939,280.199
146.5,146.5,41,3.5,169.3152,201.3952,281.236
147.0,147.0,42,1.0,169.7914,201.8714,282.9114
148.0,148.0,42,2.0,170.779,203.079,284.4828
148.5,148.5,42,2.5,171.34,203.7,285.9
149.0,149.0,42,3.0,172.0324,204.7162,287.9202
149.25,149.25,42,3.25,172.9743,205.7743,288.9801
149.5,149.5,42,3.5,173.4524,206.0324,289.4524
149.75,149.75,42,3.75,174.976,210.6905,292.742
150.0,150.0,43,1.0,176.9486,210.9886,295.2086
150.5,150.5,43,1.5,177.4486,212.1086,296.8546
151.0,151.0,43,2.0,177.9886,212.6258,297.5944
151.5,151.5,43,2.5,178.6316,213.1686,298.4172
151.75,151.75,43,2.75,179.0586,213.5186,299.145
152.0,152.0,43,3.0,179.3086,213.7686,299.5086
152.5,152.5,43,3.5,179.8486,214.2686,300.1286
153.0,153.0,43,4.0,180.3486,214.7686,300.6486
153.25,153.25,43,4.25,180.6986,215.2986,302.1186
153.5,153.5,43,4.5,180.9572,215.5486,302.4886
153.75,153.75,43,4.75,181.2186,215.9186,303.0186
154.0,154.0,44,1.0,181.5086,216.4174,303.5686
154.5,154.5,44,1.5,182.1486,217.0086,305.126
155.0,155.0,44,2.0,182.6686,217.5086,306.0086
155.25,155.25,44,2.25,182.9186,217.7586,306.2586
155.5,155.5,44,2.5,183.1686,218.0086,306.9886
155.75,155.75,44,2.75,183.4186,218.2586,307.2386
156.0,156.0,44,3.0,183.6686,218.5658,307.5886
156.25,156.25,44,3.25,183.9186,218.8586,308.2786
156.5,156.5,44,3.5,184.1686,219.1086,308.5486
156.75,156.75,44,3.75,184.4372,219.3586,309.0186
157.0,157.0,44,4.0,184.6886,219.6086,309.3202
157.25,157.25,44,4.25,184.9386,220.0386,309.9986
157.5,157.5,44,4.5,185.1972,220.2972,310.2744
157.75,157.75,44,4.75,185.5186,220.6386,311.0986
158.0,158.0,45,1.0,185.7686,220.9086,311.3744
158.25,158.25,45,1.25,186.0786,221.1586,311.8386
158.5,158.5,45,1.5,186.3286,221.4086,312.2286
158.75,158.75,45,1.75,186.6386,221.6786,312.8758
159.0,159.0,45,2.0,186.8886,221.9286,313.1458
159.25,159.25,45,2.25,187.1586,222.3186,313.8386
159.5,159.5,45,2.5,187.4086,222.5686,314.0886
159.75,159.75,45,2.75,187.6986,222.9586,314.8586
160.0,160.0,45,3.0,188.0086,223.2086,315.1658
160.25,160.25,45,3.25,188.2786,223.4586,315.5986
160.5,160.5,45,3.5,188.5286,223.7086,315.8886
160.75,160.75,45,3.75,188.7786,223.9586,316.5986
161.0,161.0,45,4.0,189.0286,224.2086,316.8686
161.25,161.25,45,4.25,189.2786,224.4986,317.5586
161.5,161.5,45,4.5,189.5286,224.7486,317.8086
161.75,161.75,45,4.75,189.7786,225.0386,318.2386
162.0,162.0,46,1.0,190.0286,225.3744,318.7258
162.25,162.25,46,1.25,190.2786,225.7586,318.9986
162.5,162.5,46,1.5,190.5486,226.0372,319.2686
162.75,162.75,46,1.75,190.7986,226.3186,319.5186
163.0,163.0,46,2.0,191.0486,226.5686,319.7772
163.25,163.25,46,2.25,191.3586,226.8186,320.2302
163.5,163.5,46,2.5,191.643,227.2148,321.082
163.75,163.75,46,2.75,191.9386,227.6586,322.2186
164.0,164.0,46,3.0,192.2144,227.9516,322.6774
164.5,164.5,46,3.5,192.7886,228.6144,323.5086
165.0,165.0,46,4.0,193.4286,229.2086,324.2544
165.5,165.5,46,4.5,193.9658,229.843,325.4146
165.75,165.75,46,4.75,194.3186,230.2186,325.9344
166.0,166.0,47,1.0,194.5886,230.5116,326.3286
166.5,166.5,47,1.5,195.0886,231.2886,326.8286
167.0,167.0,47,2.0,195.6486,231.8258,327.9244
167.5,167.5,47,2.5,196.2202,232.3944,329.2886
168.0,168.0,47,3.0,196.7886,232.9486,330.4486
168.5,168.5,47,3.5,197.2886,233.4486,331.1086
168.75,168.75,47,3.75,197.6186,233.8786,331.3586
169.0,169.0,47,4.0,197.8686,234.1286,331.846
169.25,169.25,47,4.25,198.3186,234.6186,332.6186
169.5,169.5,47,4.5,198.5686,234.8944,332.9144
169.75,169.75,47,4.75,198.8186,235.3386,333.5386
170.0,170.0,48,1.0,199.1288,235.5886,333.9176
170.5,170.5,48,1.5,199.7086,236.0886,334.5886
171.0,171.0,48,2.0,200.2086,236.7286,335.8062
171.25,171.25,48,2.25,200.4586,236.9786,336.2386
171.5,171.5,48,2.5,200.7086,237.2772,336.5058
171.75,171.75,48,2.75,200.9586,237.6186,337.0986
172.0,172.0,48,3.0,201.2258,238.0402,337.4974
172.5,172.5,48,3.5,201.7686,238.6086,338.8886
173.0,173.0,48,4.0,202.2686,239.1086,339.4058
173.25,173.25,48,4.25,202.5186,239.3986,339.9386
173.5,173.5,48,4.5,202.7686,239.6486,340.2572
173.75,173.75,48,4.75,203.0986,239.9786,340.9186
174.0,174.0,49,1.0,203.3686,240.2886,341.1886
174.25,174.25,49,1.25,203.6186,240.5386,341.7786
174.5,174.5,49,1.5,203.8886,240.8086,342.0686
174.75,174.75,49,1.75,204.1386,241.0786,342.4986
175.0,175.0,49,2.0,204.4086,241.3372,342.7572
175.25,175.25,49,2.25,204.6586,241.6786,343.2986
175.5,175.5,49,2.5,204.9258,241.9458,343.5486
175.75,175.75,49,2.75,205.2186,242.2386,344.0772
176.0,176.0,49,3.0,205.4772,242.7286,344.5006
176.25,176.25,49,3.25,205.7586,242.9786,345.2386
176.5,176.5,49,3.5,206.0086,243.2286,345.5574
176.75,176.75,49,3.75,206.2786,243.4786,346.0158
177.0,177.0,49,4.0,206.5286,243.7486,346.5002
177.25,177.25,49,4.25,206.7786,243.9986,346.9786
177.5,177.5,49,4.5,207.0286,244.3086,347.3516
177.75,177.75,49,4.75,207.2986,244.5586,347.7186
178.0,178.0,50,1.0,207.5916,244.8602,348.1492
178.25,178.25,50,1.25,207.8986,245.2386,348.8986
178.5,178.5,50,1.5,208.1486,245.5086,349.2772
178.75,178.75,50,1.75,208.3986,245.8172,349.8986
179.0,179.0,50,2.0,208.6686,246.0686,350.1686
179.25,179.25,50,2.25,208.9186,246.3386,350.5586
179.5,179.5,50,2.5,209.1686,246.6886,351.0144
179.75,179.75,50,2.75,209.4186,247.0786,351.4986
180.0,180.0,50,3.0,209.6486,247.3372,351.9686
180.25,180.25,50,3.25,209.9986,247.6186,352.5986
180.5,180.5,50,3.5,210.2686,247.9686,353.0832
180.75,180.75,50,3.75,210.5186,248.2186,353.5586
181.0,181.0,50,4.0,210.7686,248.503,353.8972
181.25,181.25,50,4.25,211.0186,248.8186,354.3372
181.5,181.5,50,4.5,211.3572,249.2002,355.0718
181.75,181.75,50,4.75,211.6186,249.5786,355.5786
182.0,182.0,51,1.0,211.9286,249.8544,355.9944
182.25,182.25,51,1.25,212.1786,250.1386,356.3786
182.5,182.5,51,1.5,212.4286,250.3886,356.7886
182.75,182.75,51,1.75,212.6786,250.6386,357.1386
183.0,183.0,51,2.0,212.9286,250.9572,357.6886
183.25,183.25,51,2.25,213.1786,251.2386,358.0158
183.5,183.5,51,2.5,213.4944,251.6458,358.5802
183.75,183.75,51,2.75,213.7972,252.0586,359.1786
184.0,184.0,51,3.0,214.0572,252.3172,359.4686
184.25,184.25,51,3.25,214.3186,252.5986,359.8386
184.5,184.5,51,3.5,214.5686,252.8486,360.4178
184.75,184.75,51,3.75,214.8586,253.0986,361.0186
185.0,185.0,51,4.0,215.1172,253.4346,361.3374
185.5,185.5,51,4.5,215.706,254.8176,362.3518
186.0,186.0,52,1.0,216.3944,255.4886,363.4888
187.5,187.5,52,2.5,218.0886,256.9886,366.3174
188.0,188.0,52,3.0,218.7886,257.5918,367.2892
188.25,188.25,52,3.25,219.0386,257.9986,367.8972
188.5,188.5,52,3.5,219.2886,258.2886,368.3402
188.75,188.75,52,3.75,219.5386,258.5386,368.7786
189.0,189.0,52,4.0,219.7886,258.7972,369.0286
189.25,189.25,52,4.25,220.0386,259.0986,369.6172
189.5,189.5,52,4.5,220.2886,259.3686,370.0664
189.75,189.75,52,4.75,220.5386,259.6186,370.5786
190.0,190.0,53,1.0,220.7886,259.8686,370.8486
190.25,190.25,53,1.25,221.0586,260.1786,371.4186
190.5,190.5,53,1.5,221.3686,260.5286,371.9886
190.75,190.75,53,1.75,221.6386,260.7786,372.3586
191.0,191.0,53,2.0,221.8886,261.0486,372.7258
191.25,191.25,53,2.25,222.1586,261.4786,373.2186
191.5,191.5,53,2.5,222.4086,261.7686,373.5086
191.75,191.75,53,2.75,222.6986,262.0186,373.9786
192.0,192.0,53,3.0,223.0086,262.2886,374.4886
192.25,192.25,53,3.25,223.3186,262.6186,375.4772
192.5,192.5,53,3.5,223.5686,262.8686,375.7486
192.75,192.75,53,3.75,223.8186,263.1186,376.0186
193.0,193.0,53,4.0,224.0686,263.3886,376.2944
193.25,193.25,53,4.25,224.3186,263.6786,376.6386
193.5,193.5,53,4.5,224.5686,263.9286,376.8886
193.75,193.75,53,4.75,224.8386,264.2786,377.1386
194.0,194.0,54,1.0,225.1058,264.5458,377.6952
194.25,194.25,54,1.25,225.4386,264.8786,378.5986
194.5,194.5,54,1.5,225.6886,265.1486,378.9886
194.75,194.75,54,1.75,225.9958,265.4386,379.4386
195.0,195.0,54,2.0,226.2486,265.6886,379.8686
195.25,195.25,54,2.25,226.5586,265.9572,380.3558
195.5,195.5,54,2.5,226.8286,266.2886,380.6344
195.75,195.75,54,2.75,227.1186,266.5786,380.9186
196.0,196.0,54,3.0,227.3944,266.9146,381.6502
196.25,196.25,54,3.25,227.6786,267.2986,382.5986
196.5,196.5,54,3.5,227.9286,267.5486,382.8486
196.75,196.75,54,3.75,228.1786,267.8372,383.4586
197.0,197.0,54,4.0,228.4458,268.1916,383.7486
197.5,197.5,54,4.5,228.9858,268.8058,384.8574
198.0,198.0,55,1.0,229.5686,269.5836,385.6372
198.5,198.5,55,1.5,230.2744,270.3686,386.9086
199.0,199.0,55,2.0,230.8686,270.8686,387.4172
199.5,199.5,55,2.5,231.3886,271.3944,388.3608
199.75,199.75,55,2.75,231.6386,271.6986,388.9586
200.0,200.0,55,3.0,231.9286,272.0516,389.3548
200.25,200.25,55,3.25,232.1786,272.3786,389.7986
200.5,200.5,55,3.5,232.4716,272.6658,390.1116
200.75,200.75,55,3.75,232.7786,272.9986,390.7186
201.0,201.0,55,4.0,233.0286,273.2972,391.0488
201.25,201.25,55,4.25,233.2786,273.5586,391.4386
201.5,201.5,55,4.5,233.5458,273.8086,391.6886
201.75,201.75,55,4.75,233.8386,274.0586,391.9386
202.0,202.0,56,1.0,234.123,274.343,392.6156
202.5,202.5,56,1.5,234.6686,274.8886,393.6286
203.0,203.0,56,2.0,235.1686,275.3886,394.1544
203.25,203.25,56,2.25,235.4586,276.0386,394.5186
203.5,203.5,56,2.5,235.7086,276.3832,395.2012
203.75,203.75,56,2.75,235.9586,276.7586,396.0986
204.0,204.0,56,3.0,236.2774,277.0774,396.426
204.25,204.25,56,3.25,236.6986,277.4186,397.6386
204.5,204.5,56,3.5,236.9486,277.6686,397.8886
204.75,204.75,56,3.75,237.1986,277.9186,398.1386
205.0,205.0,56,4.0,237.4486,278.1686,398.3886
205.25,205.25,56,4.25,237.7186,278.4186,398.9586
205.5,205.5,56,4.5,237.9886,278.7486,399.2086
205.75,205.75,56,4.75,238.2786,279.0972,399.6186
206.0,206.0,57,1.0,238.5286,279.3486,399.8686
206.25,206.25,57,1.25,238.8786,279.7986,401.0986
206.5,206.5,57,1.5,239.1458,280.0572,401.4002
206.75,206.75,57,1.75,239.4186,280.3786,402.1586
207.0,207.0,57,2.0,239.6886,280.6286,402.4858
207.25,207.25,57,2.25,239.9386,280.9386,402.7586
207.5,207.5,57,2.5,240.2286,281.3086,403.2494
207.75,207.75,57,2.75,240.4786,281.5586,403.8786
208.0,208.0,57,3.0,240.7458,281.8086,404.1916
208.25,208.25,57,3.25,241.0986,282.1786,404.8186
208.5,208.5,57,3.5,241.383,282.4858,405.2118
208.75,208.75,57,3.75,241.6786,282.7786,405.8186
209.0,209.0,57,4.0,241.9858,283.0716,406.1544
209.25,209.25,57,4.25,242.2586,283.4986,406.8186
209.5,209.5,57,4.5,242.5086,283.7486,407.5486
209.75,209.75,57,4.75,242.7586,283.9986,407.8186
210.0,210.0,58,1.0,243.0086,284.2486,408.0686
210.25,210.25,58,1.25,243.3344,284.6544,408.7586
210.5,210.5,58,1.5,243.6086,284.9344,409.6486
210.75,210.75,58,1.75,243.8586,285.2186,409.8986
211.0,211.0,58,2.0,244.1686,285.5286,410.2486
211.25,211.25,58,2.25,244.4186,285.7972,410.6688
211.5,211.5,58,2.5,244.7086,286.1372,411.0086
211.75,211.75,58,2.75,244.9772,286.3986,411.7786
212.0,212.0,58,3.0,245.2286,286.6486,412.0572
212.25,212.25,58,3.25,245.4986,286.8986,412.6572
