score_qstamp,qstamp,measure,beat,729210_tstamp,484064_tstamp,736779_tstamp
212.5,212.5,58,3.5,245.7686,287.1486,413.0088
213.0,213.0,58,4.0,246.2886,287.6486,413.8086
213.5,213.5,58,4.5,247.0486,288.6686,414.7354
214.0,214.0,59,1.0,247.6088,289.3806,416.5886
215.0,215.0,59,2.0,248.8486,290.6286,417.8774
215.5,215.5,59,2.5,249.4402,291.1372,418.8546
216.0,216.0,59,3.0,250.1458,291.7944,420.1774
217.0,217.0,59,4.0,251.1886,293.3686,421.7486
217.5,217.5,59,4.5,251.8316,293.8686,422.5516
218.0,218.0,60,1.0,252.3886,294.5578,424.0344
219.0,219.0,60,2.0,253.5086,295.8686,425.4686
219.5,219.5,60,2.5,254.1632,296.3886,426.1288
220.0,220.0,60,3.0,254.8144,296.9486,427.2172
220.5,220.5,60,3.5,255.3686,297.5372,428.0402
221.0,221.0,60,4.0,255.9886,298.2772,428.9686
221.5,221.5,60,4.5,256.7686,299.3686,430.5286
222.0,222.0,61,1.0,257.303,299.8972,431.3124
222.5,222.5,61,1.5,257.8486,300.4086,432.2086
223.0,223.0,61,2.0,258.3486,301.158,432.8892
223.5,223.5,61,2.5,258.8686,301.9886,433.7886
224.0,224.0,61,3.0,259.3772,302.523,434.483
224.5,224.5,61,3.5,259.9886,303.2286,435.7486
225.0,225.0,61,4.0,260.5402,303.8576,436.2916
225.5,225.5,61,4.5,261.2058,304.7486,437.7086
225.75,225.75,61,4.75,261.5386,305.0186,437.9586
226.0,226.0,62,1.0,261.8144,305.389,438.3686
226.5,226.5,62,1.5,262.4486,306.0944,439.3972
227.0,227.0,62,2.0,263.1686,306.8148,440.4546
227.5,227.5,62,2.5,263.6686,307.543,442.1086
228.0,228.0,62,3.0,264.2286,308.2606,442.6086
228.5,228.5,62,3.5,264.7944,309.1286,443.4086
229.0,229.0,62,4.0,265.4086,309.6888,444.2858
229.5,229.5,62,4.5,266.1286,310.7146,445.4886
230.0,230.0,63,1.0,266.8058,311.663,446.5486
231.0,231.0,63,2.0,268.0286,313.1716,449.0086
232.0,232.0,63,3.0,269.0686,314.7434,451.3886
233.0,233.0,63,4.0,270.2286,316.0086,454.0686
234.0,234.0,64,1.0,271.8172,317.7488,456.8686
235.0,235.0,64,2.0,273.1344,319.1208,459.0086
236.0,236.0,64,3.0,274.3886,320.6258,461.3486
237.0,237.0,64,4.0,275.4458,321.8632,463.7086
237.5,237.5,64,4.5,275.9686,322.4886,464.4832
238.0,238.0,65,1.0,276.6032,323.0746,465.8832
238.5,238.5,65,1.5,277.2988,323.5947,466.5094
239.0,239.0,65,2.0,277.8249,324.2007,467.1214
239.5,239.5,65,2.5,278.368,324.5604,467.8944
240.0,240.0,65,3.0,278.8329,325.0129,469.0129
240.25,240.25,65,3.25,279.076,325.496,469.216
240.5,240.5,65,3.5,279.359,325.759,469.519
240.75,240.75,65,3.75,279.582,326.104,469.884
241.0,241.0,66,1.0,279.8659,326.3663,470.4667
241.5,241.5,66,1.5,280.3712,326.9224,471.1912
242.0,242.0,66,2.0,281.0346,327.4173,471.8946
242.5,242.5,66,2.5,281.3834,327.8638,472.3854
243.0,243.0,66,3.0,281.8776,328.3752,473.4068
243.25,243.25,66,3.25,282.2525,328.765,473.7925
243.5,243.5,66,3.5,282.4955,329.0155,474.1465
243.75,243.75,66,3.75,282.7372,329.2786,474.5544
244.0,244.0,67,1.0,283.0608,329.5944,474.9128
244.5,244.5,67,1.5,283.6477,330.1477,476.0201
245.0,245.0,67,2.0,284.3552,330.6614,476.7738
245.5,245.5,67,2.5,284.7799,330.9999,477.2199
246.0,246.0,67,3.0,285.306,331.69,478.122
246.5,246.5,67,3.5,285.852,332.252,478.824
247.0,247.0,68,1.0,286.4162,332.6781,479.7181
247.5,247.5,68,1.5,287.0442,333.4642,480.4652
247.75,247.75,68,1.75,287.3473,333.8346,480.7073
248.0,248.0,68,2.0,287.8503,334.3303,481.4503
248.25,248.25,68,2.25,288.0534,334.5334,481.7734
248.5,248.5,68,2.5,288.2364,334.7164,482.1364
248.75,248.75,68,2.75,288.4194,334.8794,482.3188
249.0,249.0,68,3.0,288.77,335.14,482.64
249.25,249.25,68,3.25,289.051,335.4855,483.1005
249.5,249.5,68,3.5,289.3058,335.683,483.443
249.75,249.75,68,3.75,289.5232,335.9232,483.8032
250.0,250.0,69,1.0,289.7947,336.1947,484.0947
250.5,250.5,69,1.5,290.4263,337.0614,485.1421
251.0,251.0,69,2.0,291.0076,337.4536,485.7408
251.5,251.5,69,2.5,291.4129,337.9529,486.6516
252.0,252.0,69,3.0,291.875,338.519,487.399
252.25,252.25,69,3.25,292.376,338.804,487.788
252.5,252.5,69,3.5,292.711,339.0855,488.2055
252.75,252.75,69,3.75,293.0281,339.3481,488.5281
253.0,253.0,70,1.0,293.1912,339.8024,489.4512
253.5,253.5,70,1.5,293.7519,340.2573,489.9173
254.0,254.0,70,2.0,294.4004,340.8834,490.8234
254.5,254.5,70,2.5,294.9094,341.4282,491.814
255.0,255.0,70,3.0,295.2555,341.7755,492.2555
255.25,255.25,70,3.25,295.5572,342.0186,492.5372
255.5,255.5,70,3.5,295.8632,342.3832,493.1048
255.75,255.75,70,3.75,296.1364,342.5647,493.4741
256.0,256.0,71,1.0,296.4754,342.8709,493.891
256.5,256.5,71,1.5,296.9338,343.5138,494.6138
256.75,256.75,71,1.75,297.2104,343.7968,495.0968
257.0,257.0,71,2.0,297.4199,343.9599,495.3999
257.25,257.25,71,2.25,297.6029,344.1229,495.9229
257.5,257.5,71,2.5,297.866,344.286,496.128
257.75,257.75,71,2.75,298.469,344.958,497.329
258.0,258.0,71,3.0,298.664,345.192,497.708
258.25,258.25,71,3.25,298.8351,345.4751,498.1608
258.5,258.5,71,3.5,299.3181,345.7781,500.3981
258.75,258.75,71,3.75,299.4812,346.046,500.5612
259.0,259.0,72,1.0,299.7442,346.3526,500.7242
260.0,260.0,72,2.0,301.1764,347.1364,501.3764
260.5,260.5,72,2.5,301.525,347.64,501.7025
261.0,261.0,72,3.0,302.0458,348.8802,502.0916
261.5,261.5,72,3.5,302.7947,349.2747,502.4947
262.0,262.0,73,1.0,303.3807,349.8147,504.0456
262.5,262.5,73,1.5,303.8544,350.7672,504.634
263.0,263.0,73,2.0,304.8329,351.1729,505.1529
263.5,263.5,73,2.5,305.159,351.499,505.499
264.0,264.0,73,3.0,305.5651,352.0981,506.7918
264.25,264.25,73,3.25,305.7562,352.8053,507.3367
264.5,264.5,73,3.5,305.9512,353.1112,507.6936
264.75,264.75,73,3.75,306.1542,353.5542,508.1342
265.0,265.0,74,1.0,306.4973,353.7173,508.5373
265.5,265.5,74,1.5,306.937,354.5302,509.4038
266.0,266.0,74,2.0,307.5198,355.5188,509.9294
266.5,266.5,74,2.5,308.0155,355.8755,510.4755
267.0,267.0,74,3.0,308.5248,356.2432,511.6528
267.25,267.25,74,3.25,308.8188,356.4388,512.0588
267.5,267.5,74,3.5,309.0508,356.8262,512.4293
267.75,267.75,74,3.75,309.2507,357.1107,512.7707
268.0,268.0,75,1.0,309.6138,357.2738,513.1738
268.5,268.5,75,1.5,310.1199,357.9598,513.8999
269.0,269.0,75,2.0,310.594,358.484,514.64
269.5,269.5,75,2.5,311.032,358.872,515.472
270.0,270.0,75,3.0,311.3581,359.1981,515.9181
270.5,270.5,75,3.5,312.265,360.2652,517.0188
271.0,271.0,76,1.0,313.0103,360.8303,518.4103
271.5,271.5,76,1.5,313.4164,361.5964,518.8564
272.0,272.0,76,2.0,314.1225,362.4225,519.5125
272.5,272.5,76,2.5,314.483,362.7658,520.412
272.75,272.75,76,2.75,314.7316,363.0832,520.8632
273.0,273.0,76,3.0,315.0147,363.2947,521.1894
273.25,273.25,76,3.25,315.3977,363.6062,522.6377
273.5,273.5,76,3.5,315.5807,363.8021,522.8242
273.75,273.75,76,3.75,315.7866,364.1342,523.1438
274.0,274.0,77,1.0,316.094,364.5084,523.3268
274.5,274.5,77,1.5,316.5658,365.1729,523.7387
275.0,275.0,77,2.0,317.039,365.499,524.279
275.5,275.5,77,2.5,317.4259,365.9934,525.1926
276.0,276.0,77,3.0,318.1512,366.9112,525.9112
276.25,276.25,77,3.25,318.4142,367.2142,526.5542
276.5,276.5,77,3.5,318.6573,367.4173,526.7573
276.75,276.75,77,3.75,318.8615,367.7603,527.3406
277.0,277.0,78,1.0,319.1604,368.0382,527.6472
277.5,277.5,78,1.5,319.6882,368.7964,528.4564
278.0,278.0,78,2.0,320.0755,369.2555,528.8355
278.5,278.5,78,2.5,320.7816,369.6016,529.1648
279.0,279.0,78,3.0,321.1908,370.1125,530.0205
279.25,279.25,78,3.25,321.5507,370.6307,530.9907
279.5,279.5,78,3.5,321.7538,370.9538,531.4138
279.75,279.75,78,3.75,322.0168,371.2968,531.9968
280.0,280.0,79,1.0,322.1999,371.4599,532.2597
280.5,280.5,79,1.5,322.68,372.122,533.074
281.0,281.0,79,2.0,323.272,372.532,533.892
281.5,281.5,79,2.5,323.8781,373.1581,534.6343
281.75,281.75,79,2.75,324.2212,373.4412,535.3212
282.0,282.0,79,3.0,324.3884,373.663,535.4884
282.25,282.25,79,3.25,324.7219,374.1819,535.7273
282.5,282.5,79,3.5,324.9503,374.3703,535.9406
282.75,282.75,79,3.75,325.3734,374.8868,536.8134
283.0,283.0,80,1.0,325.5564,375.2564,537.4964
283.5,283.5,80,1.5,326.565,376.3425,538.1625
284.0,284.0,80,2.0,326.9486,376.703,538.8842
284.5,284.5,80,2.5,327.3147,377.0747,539.7347
285.0,285.0,80,3.0,327.827,377.8014,540.6456
285.5,285.5,80,3.5,328.5012,378.6948,542.1068
286.0,286.0,81,1.0,328.9329,379.3329,542.4929
286.5,286.5,81,1.5,329.459,379.719,542.819
287.0,287.0,81,2.0,329.7851,380.0451,543.5255
287.5,287.5,81,2.5,330.1512,380.3712,543.9512
288.0,288.0,81,3.0,331.2719,381.9573,545.9725
288.5,288.5,81,3.5,331.7234,383.2834,548.4634
289.0,289.0,82,1.0,332.4376,384.4554,548.8552
289.5,289.5,82,1.5,332.7955,385.7355,549.382
290.0,290.0,82,2.0,333.1512,386.1496,550.4088
290.5,290.5,82,2.5,333.8724,386.6077,552.2077
291.0,291.0,82,3.0,334.907,386.9338,553.0256
291.5,291.5,82,3.5,335.6599,389.1599,555.6392
292.0,292.0,83,1.0,336.486,389.712,558.912
293.0,293.0,83,2.0,337.911,391.391,561.631
294.0,294.0,83,3.0,338.7561,392.3361,562.8971
295.0,295.0,83,4.0,339.6012,393.4412,563.8012
296.0,296.0,84,1.0,340.9462,394.6206,565.9462
297.0,297.0,84,2.0,341.9913,396.5313,566.7913
297.5,297.5,84,2.5,342.7156,396.9739,567.2139
298.0,298.0,84,3.0,343.1564,397.4564,567.6364
298.5,298.5,84,3.5,343.5789,397.9589,568.0589
299.0,299.0,84,4.0,344.4015,398.606,570.786
299.5,299.5,84,4.5,344.872,399.232,571.584
299.75,299.75,84,4.75,345.1153,399.6106,571.8565
300.0,300.0,85,1.0,345.4665,399.946,572.093
300.5,300.5,85,1.5,346.2891,400.6691,572.8091
301.0,301.0,85,2.0,346.7116,401.3328,573.5824
301.5,301.5,85,2.5,347.2541,401.9741,574.4541
302.0,302.0,85,3.0,347.7767,402.5334,575.1435
302.5,302.5,85,3.5,348.1992,403.3384,576.2392
303.0,303.0,85,4.0,348.9817,403.8268,576.8817
303.5,303.5,85,4.5,349.5643,404.3086,577.3286
304.0,304.0,86,1.0,350.1868,405.088,578.2272
304.5,304.5,86,1.5,350.6493,405.7186,579.193
305.0,305.0,86,2.0,351.1119,406.3119,579.7119
305.5,305.5,86,2.5,351.8344,406.9032,580.4832
306.0,306.0,86,3.0,352.4352,407.3369,581.1369
306.5,306.5,86,3.5,352.8795,408.177,581.9545
307.0,307.0,86,4.0,353.424,408.726,582.686
307.5,307.5,86,4.5,354.0076,409.3492,583.4384
308.0,308.0,87,1.0,354.5355,409.8865,584.1671
308.5,308.5,87,1.5,355.4896,410.4896,585.3296
309.0,309.0,87,2.0,355.9522,410.9522,585.8322
309.3333,309.3333,87,2.3333,356.2338,411.4938,586.1276
309.5,309.5,87,2.5,356.3747,411.8294,586.5147
309.6667,309.6667,87,2.6667,356.5156,412.0556,586.6556
310.0,310.0,87,3.0,356.8144,412.3372,587.1716
310.5,310.5,87,3.5,357.4792,412.9598,587.9398
311.0,311.0,87,4.0,357.9876,413.7023,588.7223
311.3333,311.3333,87,4.3333,358.544,413.996,589.224
311.5,311.5,87,4.5,358.6848,414.2048,589.3648
311.6667,311.6667,87,4.6667,358.9771,414.3457,589.5684
312.0,312.0,88,1.0,359.374,414.825,590.0888
312.5,312.5,88,1.5,360.1099,415.5899,591.2099
313.0,313.0,88,2.0,360.5324,416.1724,591.7124
313.3333,313.3333,88,2.3333,360.8141,416.4941,591.9941
313.5,313.5,88,2.5,360.955,416.695,592.235
313.6667,313.6667,88,2.6667,361.1559,416.9559,592.3759
314.0,314.0,88,3.0,361.635,417.2975,592.9375
314.5,314.5,88,3.5,362.34,417.84,593.36
315.0,315.0,88,4.0,362.8704,418.5512,594.4164
315.3333,315.3333,88,4.3333,363.3242,419.0242,594.9242
315.5,315.5,88,4.5,363.4702,419.1804,595.0906
315.6667,315.6667,88,4.6667,363.726,419.386,595.378
316.0,316.0,89,1.0,364.0385,419.7216,595.8478
316.5,316.5,89,1.5,364.5102,420.2702,596.4702
317.0,317.0,89,2.0,364.9527,420.9454,596.8927
317.3333,317.3333,89,2.3333,365.7176,421.4144,597.7744
317.5,317.5,89,2.5,365.9753,421.5553,597.9153
317.6667,317.6667,89,2.6667,366.1322,421.6961,598.1761
318.0,318.0,89,3.0,366.4778,421.9778,598.4934
318.5,318.5,89,3.5,366.9821,422.9624,599.0872
319.0,319.0,89,4.0,367.6116,423.5629,599.9745
319.3333,319.3333,89,4.3333,368.0045,424.149,600.438
319.5,319.5,89,4.5,368.1654,424.3108,600.6254
319.6667,319.6667,89,4.6667,368.3463,424.6663,600.7663
320.0,320.0,90,1.0,368.8679,425.1496,601.5716
320.5,320.5,90,1.5,369.4505,425.9105,602.1105
321.0,321.0,90,2.0,369.873,426.353,603.233
321.3333,321.3333,90,2.3333,370.2147,426.7347,603.5147
321.5,321.5,90,2.5,370.3555,426.9155,603.6755
321.6667,321.6667,90,2.6667,371.2164,427.4164,603.8564
322.0,322.0,90,3.0,371.5781,427.9181,604.2762
322.5,322.5,90,3.5,372.0006,428.4006,605.3636
323.0,323.0,90,4.0,372.4879,428.851,605.9862
323.3333,323.3333,90,4.3333,373.2048,429.6648,606.9848
323.5,323.5,90,4.5,373.3457,429.8057,607.1257
323.6667,323.6667,90,4.6667,373.4866,429.9466,607.2932
324.0,324.0,91,1.0,373.7682,430.2282,607.621
324.5,324.5,91,1.5,374.4108,431.0524,608.7908
325.0,325.0,91,2.0,375.1533,431.7666,609.3533
325.3333,325.3333,91,2.3333,375.4549,432.1349,609.6549
325.5,325.5,91,2.5,375.6158,432.2758,609.8158
325.6667,325.6667,91,2.6667,375.7567,432.4167,610.4167
326.0,326.0,91,3.0,376.1384,432.6984,610.8984
326.5,326.5,91,3.5,376.6409,433.2445,611.3809
327.0,327.0,91,4.0,377.2536,433.9268,612.2702
327.3333,327.3333,91,4.3333,377.6251,434.2655,612.5851
327.5,327.5,91,4.5,377.832,434.472,612.746
327.6667,327.6667,91,4.6667,378.1268,434.654,612.8936
328.0,328.0,92,1.0,378.4255,435.1135,613.291
328.5,328.5,92,1.5,379.151,435.813,614.602
329.0,329.0,92,2.0,379.7736,436.6136,615.1136
329.3333,329.3333,92,2.3333,380.0552,436.9952,615.4104
329.6667,329.6667,92,2.6667,380.497,437.317,615.877
330.0,330.0,92,3.0,380.7786,437.6186,616.3786
330.5,330.5,92,3.5,381.3108,438.2156,616.9612
331.0,331.0,92,4.0,381.9111,438.9644,617.9548
331.5,331.5,92,4.5,382.5248,439.5786,618.5192
332.0,332.0,93,1.0,383.1544,440.4888,619.3864
332.3333,332.3333,93,1.3333,383.6904,440.7904,620.0408
332.5,332.5,93,1.5,383.8713,440.9313,620.2313
332.6667,332.6667,93,1.6667,384.0122,441.1044,620.4922
333.0,333.0,93,2.0,384.3139,441.3939,620.7939
333.3333,333.3333,93,2.3333,385.0355,442.1755,621.4755
333.5,333.5,93,2.5,385.1964,442.3164,621.6164
333.6667,333.6667,93,2.6667,385.3373,442.7173,621.7573
334.0,334.0,93,3.0,385.6189,442.9989,622.0789
334.3333,334.3333,93,3.3333,385.9206,443.5018,622.7636
334.6667,334.6667,93,3.6667,386.2023,443.8223,623.1623
335.0,335.0,93,4.0,386.56,444.152,623.496
335.3333,335.3333,93,4.3333,387.0657,444.8057,624.0257
335.6667,335.6667,93,4.6667,387.3474,445.1274,624.3474
336.0,336.0,94,1.0,387.6291,445.4182,624.7091
336.3333,336.3333,94,1.3333,388.7507,446.0014,625.7907
336.5,336.5,94,1.5,388.9716,446.1516,625.9316
336.6667,336.6667,94,1.6667,389.1125,446.2925,626.2325
337.0,337.0,94,2.0,389.4141,446.5741,626.5341
337.3333,337.3333,94,2.3333,389.7158,446.8558,626.8158
337.5,337.5,94,2.5,389.9167,446.9967,626.9567
337.6667,337.6667,94,2.6667,390.1175,447.5175,627.2175
338.0,338.0,94,3.0,390.5384,447.9592,627.6992
338.3333,338.3333,94,3.3333,390.8809,448.2809,628.3009
338.5,338.5,94,3.5,391.0217,448.4434,628.4417
338.6667,338.6667,94,3.6667,391.2094,448.633,628.6242
339.0,339.0,94,4.0,391.8772,449.0529,629.5043
339.3333,339.3333,94,4.3333,392.2059,450.0859,629.9059
339.6667,339.6667,94,4.6667,392.6677,450.3877,630.2477
340.0,340.0,95,1.0,393.033,450.7293,630.6502
340.3333,340.3333,95,1.3333,393.431,451.011,631.091
340.6667,340.6667,95,1.6667,393.7728,451.2928,631.5256
341.0,341.0,95,2.0,394.2544,451.6344,631.9544
341.3333,341.3333,95,2.3333,395.0561,452.0361,632.3961
341.6667,341.6667,95,2.6667,395.5692,452.3178,633.1778
342.0,342.0,95,3.0,395.9995,452.8795,633.5795
342.3333,342.3333,95,3.3333,396.2811,454.1211,633.8611
342.6667,342.6667,95,3.6667,396.5629,454.4029,634.4464
343.0,343.0,95,4.0,396.8446,454.7046,634.9846
343.3333,343.3333,95,4.3333,397.1262,454.9862,635.402
343.6667,343.6667,95,4.6667,397.528,455.288,635.852
344.0,344.0,96,1.0,397.8096,455.6568,636.3896
344.5,344.5,96,1.5,398.3122,456.4122,637.1522
344.75,344.75,96,1.75,398.6434,456.7302,637.7634
345.0,345.0,96,2.0,398.8547,456.9894,637.9747
345.25,345.25,96,2.25,399.098,457.278,638.306
345.5,345.5,96,2.5,399.3572,457.5344,638.5716
345.75,345.75,96,2.75,399.6255,457.9285,638.954
346.0,346.0,96,3.0,399.8998,458.2198,639.2798
346.25,346.25,96,3.25,400.202,458.522,639.711
346.5,346.5,96,3.5,400.4269,458.7623,639.9315
346.75,346.75,96,3.75,400.7472,459.3624,640.2136
347.0,347.0,96,4.0,401.0744,459.6248,640.628
347.25,347.25,96,4.25,401.3161,459.8761,640.9961
347.5,347.5,96,4.5,401.6474,460.2518,641.3674
347.75,347.75,96,4.75,402.0586,460.6986,641.8986
348.0,348.0,97,1.0,402.3398,460.9996,642.2499
348.3333,348.3333,97,1.3333,402.7516,461.4716,642.7916
348.6667,348.6667,97,1.6667,403.0533,461.7933,643.2733
349.0,349.0,97,2.0,403.535,462.215,643.575
349.3333,349.3333,97,2.3333,403.8766,462.8566,648.2566
349.6667,349.6667,97,2.6667,404.1584,463.1384,648.5384
350.0,350.0,97,3.0,404.5,463.5,648.82
350.3333,350.3333,97,3.3333,404.8451,463.9736,649.1485
350.6667,350.6667,97,3.6667,405.1835,464.4035,649.7575
351.0,351.0,97,4.0,405.5467,464.8612,650.3416
351.3333,351.3333,97,4.3333,406.1068,465.3068,650.8468
351.6667,351.6667,97,4.6667,406.4085,465.6485,651.1285
352.0,352.0,98,1.0,406.9702,465.9702,651.4102
352.3333,352.3333,98,1.3333,407.6519,466.2919,651.6919
352.6667,352.6667,98,1.6667,408.0536,466.6808,651.9736
353.0,353.0,98,2.0,408.4753,466.9753,652.2553
353.3333,353.3333,98,2.3333,409.0569,468.6369,652.5369
353.6667,353.6667,98,2.6667,409.3587,468.9387,652.8187
354.0,354.0,98,3.0,409.6403,469.2203,653.1003
354.3333,354.3333,98,3.3333,410.064,469.502,653.382
354.6667,354.6667,98,3.6667,410.7437,469.7837,653.6637
355.0,355.0,98,4.0,411.107,470.1448,654.0102
355.3333,355.3333,98,4.3333,411.4871,470.5871,654.8594
355.6667,355.6667,98,4.6667,411.7688,470.8888,655.3488
356.0,356.0,99,1.0,412.0505,471.1705,655.6305
356.5,356.5,99,1.3333,413.2638,472.8038,656.1238
357.0,357.0,99,1.6667,413.5971,473.1371,656.4571
357.5,357.5,99,2.0,413.9305,473.4705,656.801
357.75,357.75,99,2.1667,414.4171,473.6371,659.6971
358.0,358.0,99,2.3333,414.6238,473.8038,659.8638
358.25,358.25,99,2.5,414.8105,473.9705,660.0505
358.5,358.5,99,2.6667,414.9971,474.1371,660.2171
358.75,358.75,99,2.8333,415.2638,474.4676,660.6676
359.0,359.0,99,3.0,415.4305,474.6505,660.8705
359.25,359.25,99,3.1667,415.8771,474.9971,662.3571
359.5,359.5,99,3.3333,416.0438,475.1638,662.5238
359.75,359.75,99,3.5,416.2305,475.3305,662.6905
360.0,360.0,99,3.6667,416.3971,475.5371,662.8771
360.25,360.25,99,3.8333,416.6076,475.7438,663.0638
360.5,360.5,99,4.0,416.822,475.9905,663.262
360.75,360.75,99,4.1667,417.0171,476.2371,663.5171
361.0,361.0,99,4.3333,417.3276,476.4438,663.6952
361.25,361.25,99,4.5,417.5105,476.6505,663.9105
361.5,361.5,99,4.6667,417.6971,476.8171,664.0771
361.75,361.75,99,4.8333,417.8752,476.9838,664.2676
362.0,362.0,100,1.0,418.1115,477.201,664.542
362.25,362.25,100,1.1667,418.4571,477.5171,664.9171
362.5,362.5,100,1.3333,418.6438,477.7438,665.157
362.75,362.75,100,1.5,418.8105,477.9105,665.5505
363.0,363.0,100,1.6667,418.9771,478.1571,665.7171
363.25,363.25,100,1.8333,419.1638,478.3638,666.0638
363.5,363.5,100,2.0,419.3305,478.5305,666.2305
363.75,363.75,100,2.1667,419.4971,478.7971,666.7771
364.0,364.0,100,2.3333,419.6638,478.9638,666.9856
364.25,364.25,100,2.5,419.8305,479.1305,667.3505
364.5,364.5,100,2.6667,420.0171,479.2971,667.5171
364.75,364.75,100,2.8333,420.1838,479.4638,667.9438
365.0,365.0,100,3.0,420.3505,479.6305,668.1105
365.25,365.25,100,3.1667,420.7371,480.1171,668.6571
365.5,365.5,100,3.3333,420.9238,480.2838,668.9552
365.75,365.75,100,3.5,421.1105,480.482,669.1705
366.0,366.0,100,3.6667,421.2771,480.6971,669.3771
366.25,366.25,100,3.8333,421.4438,480.8638,669.7114
366.5,366.5,100,4.0,421.6105,481.0305,669.941
366.75,366.75,100,4.1667,422.4971,481.4571,671.0571
367.0,367.0,100,4.3333,422.6638,481.6552,671.2238
367.25,367.25,100,4.5,422.8305,481.8705,671.3905
367.5,367.5,100,4.6667,422.9971,482.0371,671.5571
367.75,367.75,100,4.8333,423.1838,482.2838,671.7238
368.0,368.0,101,1.0,423.3505,482.4505,671.9105
368.25,368.25,101,1.1667,423.9771,482.9571,672.9171
368.5,368.5,101,1.3333,424.1438,483.1238,673.1038
368.75,368.75,101,1.5,424.3105,483.2905,673.2705
369.0,369.0,101,1.6667,424.4771,483.4571,673.4371
369.25,369.25,101,1.8333,424.6438,483.6438,673.6076
369.5,369.5,101,2.0,424.8105,483.8105,673.861
369.75,369.75,101,2.1667,425.0771,484.2171,674.8571
370.0,370.0,101,2.3333,425.2438,484.3838,675.0238
370.25,370.25,101,2.5,425.4105,484.5505,675.1905
370.5,370.5,101,2.6667,425.5771,484.7171,675.3571
370.75,370.75,101,2.8333,425.8238,484.9038,675.5238
371.0,371.0,101,3.0,426.021,485.207,675.721
371.25,371.25,101,3.1667,426.4371,485.5371,676.3171
371.5,371.5,101,3.3333,426.9238,485.8638,676.4838
371.75,371.75,101,3.5,427.0905,486.0305,676.6505
372.0,372.0,101,3.6667,427.2771,486.1971,676.8171
372.25,372.25,101,3.8333,427.4438,486.3638,676.9838
372.5,372.5,101,4.0,427.6105,486.5305,677.1505
372.75,372.75,101,4.1667,427.8971,486.6971,678.7971
373.0,373.0,101,4.3333,428.0638,486.8638,678.9638
373.25,373.25,101,4.5,428.2305,487.0305,679.1305
373.5,373.5,101,4.6667,428.3971,487.1971,679.2971
373.75,373.75,101,4.8333,428.5638,487.6238,679.5438
374.0,374.0,102,1.0,428.7305,487.7905,679.7515
374.25,374.25,102,1.1667,429.0771,488.2171,680.1771
374.5,374.5,102,1.3333,429.2438,488.3838,680.5238
374.75,374.75,102,1.5,429.4505,488.5705,680.7105
375.0,375.0,102,1.6667,429.6171,488.7371,680.8771
375.25,375.25,102,1.8333,429.8638,488.9038,681.4238
375.5,375.5,102,2.0,430.0305,489.0705,681.5905
375.75,375.75,102,2.1667,430.5771,489.4371,682.3371
376.0,376.0,102,2.3333,430.7438,489.6238,682.6638
376.25,376.25,102,2.5,430.9305,489.7905,682.8305
376.5,376.5,102,2.6667,431.0971,489.9571,682.9971
376.75,376.75,102,2.8333,431.2638,490.2276,683.5638
377.0,377.0,102,3.0,431.4305,490.4305,683.7505
377.25,377.25,102,3.1667,431.9571,490.8571,684.0971
377.5,377.5,102,3.3333,432.1238,491.0238,684.2828
377.75,377.75,102,3.5,432.2905,491.1905,684.5305
378.0,378.0,102,3.6667,432.4571,491.3571,684.7171
378.25,378.25,102,3.8333,432.6238,491.5638,685.2276
378.5,378.5,102,4.0,432.8105,491.7305,685.441
378.75,378.75,102,4.1667,432.9971,492.0171,685.9771
379.0,379.0,102,4.3333,433.2104,492.2476,686.2122
379.25,379.25,102,4.5,433.522,492.4305,686.7505
379.5,379.5,102,4.6667,433.7171,492.5971,686.9371
379.75,379.75,102,4.8333,433.8838,493.1514,687.3238
380.0,380.0,103,1.0,434.2105,493.361,687.5105
380.5,380.5,103,1.3333,434.7438,493.7438,687.9838
381.0,381.0,103,1.6667,435.0771,494.1171,688.5571
381.5,381.5,103,2.0,435.4105,494.4705,688.9305
382.0,382.0,103,2.3333,436.1838,495.1238,690.4638
382.5,382.5,103,2.6667,436.5171,495.4571,690.7971
383.0,383.0,103,3.0,436.8505,495.7905,691.1305
383.25,383.25,103,3.1667,437.0971,496.3371,692.0371
383.5,383.5,103,3.3333,437.2638,496.5038,692.2038
383.75,383.75,103,3.5,437.4305,496.6705,692.441
384.0,384.0,103,3.6667,437.5971,496.8371,692.7371
384.25,384.25,103,3.8333,437.8838,497.0514,693.1514
384.5,384.5,103,4.0,438.0505,497.2505,693.3505
384.75,384.75,103,4.1667,438.4371,497.5771,693.7171
385.0,385.0,103,4.3333,438.6038,497.7676,694.1076
385.25,385.25,103,4.5,438.7705,497.9505,694.4105
385.5,385.5,103,4.6667,439.1171,498.1171,694.6371
385.75,385.75,103,4.8333,439.3476,498.2838,695.0238
386.0,386.0,104,1.0,439.5715,498.4505,695.1905
386.5,386.5,104,1.3333,440.2438,499.3238,696.1628
387.0,387.0,104,1.6667,440.5771,499.6571,696.6571
387.25,387.25,104,1.8333,440.7438,499.8238,697.2038
387.5,387.5,104,2.0,440.9105,500.0505,697.486
387.75,387.75,104,2.1667,441.0771,500.2371,697.8971
388.0,388.0,104,2.3333,441.2438,500.4238,698.1104
388.25,388.25,104,2.5,441.4105,500.6505,698.4105
388.5,388.5,104,2.6667,441.5771,500.8171,698.5771
