score_qstamp,qstamp,measure,beat,736425_tstamp,729183_tstamp,735788_tstamp
58.0,58.0,16,1.0,16.68,13.12,14.44
58.5,58.5,16,1.25,16.87,13.225,14.565
59.0,59.0,16,1.5,17.05,13.35,14.69
62.0,62.0,17,1.0,17.56,14.06,15.42
62.5,62.5,17,1.25,17.685,14.165,15.545
63.0,63.0,17,1.5,17.81,14.1957,15.65
66.0,66.0,18,1.0,18.48,14.86,16.4
66.5,66.5,18,1.25,18.585,14.8975,16.525
67.0,67.0,18,1.5,18.71,14.97,16.65
68.0,68.0,18,2.0,18.96,15.22,17.12
70.0,70.0,19,1.0,19.46,15.7,18.04
72.0,72.0,19,2.0,19.94,16.08,18.76
72.3333,72.3333,19,2.1667,20.0033,16.1633,18.8633
72.6667,72.6667,19,2.3333,20.0867,16.2233,18.9467
73.0,73.0,19,2.5,20.17,16.29,19.03
73.3333,73.3333,19,2.6667,20.2133,16.3733,19.1133
73.6667,73.6667,19,2.8333,20.2967,16.4428,19.1967
74.0,74.0,20,1.0,20.38,16.4567,19.28
74.3333,74.3333,20,1.1667,20.4633,16.5233,19.3633
74.5,74.5,20,1.25,20.505,16.565,19.405
74.6667,74.6667,20,1.3333,20.5467,16.6067,19.4467
75.0,75.0,20,1.5,20.61,16.69,19.53
75.3333,75.3333,20,1.6667,20.6933,16.7733,19.6133
75.6667,75.6667,20,1.8333,20.7767,16.8322,19.6967
76.0,76.0,20,2.0,20.86,16.88,19.76
76.3333,76.3333,20,2.1667,20.9433,16.9633,19.8433
76.5,76.5,20,2.25,20.985,17.005,19.885
76.6667,76.6667,20,2.3333,21.0134,17.0467,19.9267
77.0,77.0,20,2.5,21.05,17.13,20.01
77.3333,77.3333,20,2.6667,21.1333,17.1966,20.0933
77.6667,77.6667,20,2.8333,21.2084,17.2767,20.1389
78.0,78.0,21,1.0,21.28,17.36,20.2
78.3333,78.3333,21,1.1667,21.3633,17.4316,20.2633
78.5,78.5,21,1.25,21.405,17.465,20.305
78.6667,78.6667,21,1.3333,21.4467,17.5033,20.3467
79.0,79.0,21,1.5,21.53,17.57,20.43
79.3333,79.3333,21,1.6667,21.6133,17.6533,20.5133
79.6667,79.6667,21,1.8333,21.6967,17.6967,20.5967
80.0,80.0,21,2.0,21.78,17.76,20.68
80.3333,80.3333,21,2.1667,21.8433,17.8316,20.7633
80.6667,80.6667,21,2.3333,21.9234,17.9067,20.8467
81.0,81.0,21,2.5,21.97,17.95,20.93
81.3333,81.3333,21,2.6667,22.0533,17.9933,21.0133
81.6667,81.6667,21,2.8333,22.1367,18.0767,21.0783
82.0,82.0,22,1.0,22.22,18.16,21.16
82.3333,82.3333,22,1.1667,22.3033,18.2433,21.2433
82.5,82.5,22,1.25,22.345,18.285,21.285
82.6667,82.6667,22,1.3333,22.3867,18.3267,21.3267
83.0,83.0,22,1.5,22.47,18.41,21.41
83.3333,83.3333,22,1.6667,22.5533,18.4933,21.4733
83.6667,83.6667,22,1.8333,22.5967,18.5367,21.5322
84.0,84.0,22,2.0,22.68,18.62,21.58
84.3333,84.3333,22,2.1667,22.7478,18.6708,21.6633
84.5,84.5,22,2.25,22.765,18.685,21.705
84.6667,84.6667,22,2.3333,22.8067,18.7222,21.7467
85.0,85.0,22,2.5,22.89,18.77,21.79
85.3333,85.3333,22,2.6667,22.9467,18.8533,21.8733
85.6667,85.6667,22,2.8333,23.0167,18.9122,21.9567
86.0,86.0,23,1.0,23.1,18.96,22.04
86.3333,86.3333,23,1.1667,23.1833,19.0433,22.1233
86.5,86.5,23,1.25,23.225,19.085,22.175
86.6667,86.6667,23,1.3333,23.2667,19.1267,22.2467
87.0,87.0,23,1.5,23.35,19.195,22.33
87.3333,87.3333,23,1.6667,23.4333,19.2733,22.4133
87.6667,87.6667,23,1.8333,23.5167,19.3567,22.4589
88.0,88.0,23,2.0,23.58,19.44,22.54
88.3333,88.3333,23,2.1667,23.6633,19.5233,22.6233
88.6667,88.6667,23,2.3333,23.7467,19.6067,22.7067
89.0,89.0,23,2.5,23.815,19.6675,22.79
89.3333,89.3333,23,2.6667,23.8733,19.7133,22.8533
89.5,89.5,23,2.75,23.915,19.755,22.895
89.6667,89.6667,23,2.8333,23.9567,19.7967,22.9367
90.0,90.0,24,1.0,24.03,19.88,23.02
90.3333,90.3333,24,1.1667,24.1033,19.9633,23.1033
90.6667,90.6667,24,1.3333,24.1867,20.0467,23.1867
91.0,91.0,24,1.5,24.27,20.125,23.25
91.3333,91.3333,24,1.6667,24.3283,20.1642,23.3111
91.6667,91.6667,24,1.8333,24.3767,20.1746,23.3767
92.0,92.0,24,2.0,24.46,20.22,23.46
92.3333,92.3333,24,2.1667,24.5433,20.3033,23.5433
92.6667,92.6667,24,2.3333,24.6267,20.3867,23.6267
93.0,93.0,24,2.5,24.71,20.45,23.686
93.3333,93.3333,24,2.6667,24.7933,20.4933,23.7133
93.5,93.5,24,2.75,24.835,20.535,23.755
93.6667,93.6667,24,2.8333,24.8767,20.5767,23.7967
94.0,94.0,25,1.0,24.94,20.66,23.88
94.3333,94.3333,25,1.1667,25.0233,20.7433,23.9633
94.6667,94.6667,25,1.3333,25.1067,20.7711,24.0467
95.0,95.0,25,1.5,25.17,20.81,24.13
95.3333,95.3333,25,1.6667,25.2533,20.8933,24.2133
95.6667,95.6667,25,1.8333,25.3367,20.9492,24.2884
96.0,96.0,25,2.0,25.38,21.0,24.32
96.3333,96.3333,25,2.1667,25.4633,21.0833,24.4033
96.6667,96.6667,25,2.3333,25.5134,21.1667,24.4867
97.0,97.0,25,2.5,25.59,21.1975,24.57
97.3333,97.3333,25,2.6667,25.6733,21.2733,24.6533
97.6667,97.6667,25,2.8333,25.7367,21.3567,24.7122
98.0,98.0,26,1.0,25.82,21.44,24.78
98.3333,98.3333,26,1.1667,25.9033,21.5233,24.8633
98.6667,98.6667,26,1.3333,25.9867,21.5867,24.9267
99.0,99.0,26,1.5,26.05,21.67,25.01
99.3333,99.3333,26,1.6667,26.1333,21.7242,25.0933
99.6667,99.6667,26,1.8333,26.1694,21.7346,25.1522
100.0,100.0,26,2.0,26.2,21.78,25.22
100.3333,100.3333,26,2.1667,26.2833,21.8633,25.2858
100.6667,100.6667,26,2.3333,26.3667,21.9467,25.3267
101.0,101.0,26,2.5,26.45,22.03,25.41
101.3333,101.3333,26,2.6667,26.5333,22.1133,25.4933
101.6667,101.6667,26,2.8333,26.5789,22.1542,25.5767
102.0,102.0,27,1.0,26.66,22.22,25.66
102.3333,102.3333,27,1.1667,26.7433,22.3033,25.7433
102.6667,102.6667,27,1.3333,26.8267,22.3834,25.7917
103.0,103.0,27,1.5,26.91,22.45,25.85
103.3333,103.3333,27,1.6667,26.9933,22.5333,25.9333
103.6667,103.6667,27,1.8333,27.0642,22.5742,26.0167
104.0,104.0,27,2.0,27.1,22.64,26.08
104.3333,104.3333,27,2.1667,27.1833,22.7233,26.1633
104.6667,104.6667,27,2.3333,27.2489,22.8067,26.2267
105.0,105.0,27,2.5,27.31,22.8375,26.31
105.3333,105.3333,27,2.6667,27.3933,22.9133,26.3933
105.6667,105.6667,27,2.8333,27.4767,22.9967,26.4767
106.0,106.0,28,1.0,27.54,23.04,26.56
106.3333,106.3333,28,1.1667,27.6233,23.1233,26.6233
106.6667,106.6667,28,1.3333,27.7017,23.2067,26.6352
107.0,107.0,28,1.5,27.73,23.2567,26.69
107.3333,107.3333,28,1.6667,27.8133,23.3333,26.7733
107.6667,107.6667,28,1.8333,27.8967,23.4167,26.8384
108.0,108.0,28,2.0,27.98,23.5,26.92
108.3333,108.3333,28,2.1667,28.0633,23.5833,26.9744
108.6667,108.6667,28,2.3333,28.1417,23.6083,27.0467
109.0,109.0,28,2.5,28.17,23.6188,27.11
109.3333,109.3333,28,2.6667,28.2533,23.6933,27.1933
109.6667,109.6667,28,2.8333,28.3367,23.7767,27.2767
110.0,110.0,29,1.0,28.42,23.86,27.36
112.0,112.0,29,2.0,28.86,24.32,27.8
112.3333,112.3333,29,2.1667,28.9433,24.4033,27.8833
112.6667,112.6667,29,2.3333,29.0267,24.4867,27.9667
113.0,113.0,29,2.5,29.11,24.57,28.05
113.3333,113.3333,29,2.6667,29.1933,24.6427,28.1266
113.6667,113.6667,29,2.8333,29.2128,24.6593,28.1967
114.0,114.0,30,1.0,29.26,24.74,28.28
115.0,115.0,30,1.5,29.51,24.975,28.53
116.0,116.0,30,2.0,29.76,25.08,28.6575
116.3333,116.3333,30,2.1667,29.8433,25.1633,28.7233
116.6667,116.6667,30,2.3333,29.9267,25.2467,28.8067
117.0,117.0,30,2.5,29.985,25.31,28.89
117.3333,117.3333,30,2.6667,29.9989,25.3533,28.9733
117.6667,117.6667,30,2.8333,30.0767,25.4167,29.0484
118.0,118.0,31,1.0,30.16,25.5,29.12
118.5,118.5,31,1.25,30.285,25.625,29.245
119.0,119.0,31,1.5,30.41,25.75,29.37
120.0,120.0,31,2.0,30.54,25.92,29.58
120.3333,120.3333,31,2.1667,30.6233,26.0033,29.6633
120.6667,120.6667,31,2.3333,30.7067,26.0867,29.7467
121.0,121.0,31,2.5,30.775,26.17,29.83
121.3333,121.3333,31,2.6667,30.8533,26.2533,29.9133
121.6667,121.6667,31,2.8333,30.9367,26.3367,29.9673
122.0,122.0,32,1.0,31.02,26.42,30.0
123.0,123.0,32,1.5,31.27,26.67,30.25
124.0,124.0,32,2.0,31.4,26.78,30.42
124.3333,124.3333,32,2.1667,31.4833,26.8606,30.5033
124.6667,124.6667,32,2.3333,31.5667,26.8744,30.5867
125.0,125.0,32,2.5,31.65,26.93,30.67
125.3333,125.3333,32,2.6667,31.7333,27.0044,30.7533
125.6667,125.6667,32,2.8333,31.7967,27.0567,30.8367
126.0,126.0,33,1.0,31.88,27.14,30.92
126.5,126.5,33,1.25,32.005,27.265,31.045
127.0,127.0,33,1.5,32.13,27.39,31.17
128.0,128.0,33,2.0,32.34,27.58,31.36
129.0,129.0,33,2.5,32.59,27.79,31.61
130.0,130.0,34,1.0,32.8,27.92,31.8
131.0,131.0,34,1.5,32.978,28.17,31.99
132.0,132.0,34,2.0,33.2,28.32,32.2
132.3333,132.3333,34,2.1667,33.2833,28.4033,32.2633
132.6667,132.6667,34,2.3333,33.3667,28.4867,32.3467
133.0,133.0,34,2.5,33.45,28.57,32.43
133.3333,133.3333,34,2.6667,33.5333,28.6533,32.5133
133.6667,133.6667,34,2.8333,33.6167,28.7122,32.5967
134.0,134.0,35,1.0,33.64,28.76,32.64
134.5,134.5,35,1.25,33.705,28.885,32.765
135.0,135.0,35,1.5,33.83,29.01,32.89
136.0,136.0,35,2.0,34.04,29.12,33.1
137.0,137.0,35,2.5,34.29,29.35,33.31
138.0,138.0,36,1.0,34.48,29.56,33.52
139.0,139.0,36,1.5,34.67,29.7183,33.71
140.0,140.0,36,2.0,34.88,29.92,33.96
140.3333,140.3333,36,2.1667,34.9633,30.0033,34.0433
140.6667,140.6667,36,2.3333,35.0422,30.0867,34.1267
141.0,141.0,36,2.5,35.09,30.1367,34.17
141.3333,141.3333,36,2.6667,35.1733,30.1933,34.2533
141.6667,141.6667,36,2.8333,35.2484,30.2767,34.3367
142.0,142.0,37,1.0,35.32,30.36,34.38
142.5,142.5,37,1.25,35.445,30.485,34.505
143.0,143.0,37,1.5,35.57,30.61,34.63
144.0,144.0,37,2.0,35.82,30.82,34.86
144.3333,144.3333,37,2.1667,35.9033,30.9033,34.9433
144.6667,144.6667,37,2.3333,35.9813,30.9867,35.0267
145.0,145.0,37,2.5,35.998,31.07,35.11
145.3333,145.3333,37,2.6667,36.0733,31.1533,35.1933
145.6667,145.6667,37,2.8333,36.1567,31.2367,35.2767
146.0,146.0,38,1.0,36.24,31.32,35.36
147.0,147.0,38,1.5,36.49,31.5233,35.59
148.0,148.0,38,2.0,36.54,31.54,35.7
148.3333,148.3333,38,2.1667,36.6233,31.6233,35.7833
148.6667,148.6667,38,2.3333,36.7067,31.7067,35.8667
149.0,149.0,38,2.5,36.79,31.79,35.95
149.3333,149.3333,38,2.6667,36.8733,31.8733,36.0333
149.6667,149.6667,38,2.8333,36.9567,31.9567,36.1167
150.0,150.0,39,1.0,37.04,32.04,36.2
150.5,150.5,39,1.25,37.265,32.185,36.325
151.0,151.0,39,1.5,37.39,32.31,36.45
152.0,152.0,39,2.0,37.52,32.48,36.66
152.3333,152.3333,39,2.1667,37.6011,32.5127,36.7408
152.6667,152.6667,39,2.3333,37.6467,32.5667,36.7667
153.0,153.0,39,2.5,37.73,32.65,36.81
153.3333,153.3333,39,2.6667,37.8133,32.7227,36.8933
153.6667,153.6667,39,2.8333,37.8967,32.7393,36.9767
154.0,154.0,40,1.0,37.98,32.82,37.06
155.0,155.0,40,1.5,38.2208,33.07,37.31
156.0,156.0,40,2.0,38.26,33.1,37.44
156.3333,156.3333,40,2.1667,38.3433,33.1833,37.5233
156.6667,156.6667,40,2.3333,38.4267,33.2667,37.5867
157.0,157.0,40,2.5,38.51,33.35,37.67
157.3333,157.3333,40,2.6667,38.5933,33.4333,37.7533
157.6667,157.6667,40,2.8333,38.6767,33.5167,37.8367
158.0,158.0,41,1.0,38.76,33.6,37.92
158.5,158.5,41,1.25,38.885,33.725,38.045
159.0,159.0,41,1.5,39.01,33.85,38.15
160.0,160.0,41,2.0,39.18,33.92,38.34
161.0,161.0,41,2.5,39.415,34.0783,38.5567
162.0,162.0,42,1.0,39.66,34.31,38.8
163.0,163.0,42,1.5,39.83,34.55,39.03
164.0,164.0,42,2.0,40.04,34.8,39.22
164.3333,164.3333,42,2.1667,40.1033,34.8678,39.3033
164.6667,164.6667,42,2.3333,40.1867,34.9267,39.3867
165.0,165.0,42,2.5,40.27,34.97,39.47
165.3333,165.3333,42,2.6667,40.3733,35.0533,39.5533
165.6667,165.6667,42,2.8333,40.4567,35.0913,39.6073
166.0,166.0,43,1.0,40.54,35.14,39.64
166.5,166.5,43,1.25,40.665,35.265,39.765
167.0,167.0,43,1.5,40.75,35.37,39.89
168.0,168.0,43,2.0,40.92,35.58,40.08
169.0,169.0,43,2.5,41.17,35.83,40.33
170.0,170.0,44,1.0,41.42,36.02,40.58
171.0,171.0,44,1.5,41.59,36.255,40.83
172.0,172.0,44,2.0,41.8,36.5,40.96
173.0,173.0,44,2.5,42.03,36.7408,41.21
174.0,174.0,45,1.0,42.24,36.78,41.4
175.0,175.0,45,1.5,42.49,36.99,41.65
176.0,176.0,45,2.0,42.66,37.2,41.88
177.0,177.0,45,2.5,42.8575,37.3975,42.05
178.0,178.0,46,1.0,43.1,37.64,42.28
179.0,179.0,46,1.5,43.31,37.83,42.47
180.0,180.0,46,2.0,43.5,38.0,42.68
181.0,181.0,46,2.5,43.73,38.25,42.91
182.0,182.0,47,1.0,43.96,38.38,43.14
183.0,183.0,47,1.5,44.19,38.63,43.35
184.0,184.0,47,2.0,44.34,38.84,43.6
185.0,185.0,47,2.5,44.5567,38.9983,43.77
186.0,186.0,48,1.0,44.8,39.08,44.02
187.0,187.0,48,1.5,44.99,39.33,44.27
188.0,188.0,48,2.0,45.16,39.54,44.5
189.0,189.0,48,2.5,45.41,39.77,44.745
190.0,190.0,49,1.0,45.66,40.02,44.98
190.3333,190.3333,49,1.1667,45.7433,40.1033,45.0633
190.6667,190.6667,49,1.3333,45.8267,40.1867,45.1467
191.0,191.0,49,1.5,45.91,40.27,45.23
191.3333,191.3333,49,1.6667,45.9933,40.3533,45.3133
191.6667,191.6667,49,1.8333,46.0767,40.4367,45.3967
192.0,192.0,49,2.0,46.16,40.52,45.48
193.0,193.0,49,2.5,46.33,40.77,45.73
194.0,194.0,50,1.0,46.58,41.02,45.98
195.0,195.0,50,1.5,46.83,41.27,46.23
196.0,196.0,50,2.0,47.08,41.52,46.48
197.0,197.0,50,2.5,47.31,41.599,46.73
198.0,198.0,51,1.0,47.56,41.68,46.98
199.0,199.0,51,1.5,47.79,41.93,47.15
200.0,200.0,51,2.0,48.04,42.18,47.34
201.0,201.0,51,2.5,48.29,42.43,47.59
202.0,202.0,52,1.0,48.5,42.68,47.84
203.0,203.0,52,1.5,48.75,42.93,48.09
204.0,204.0,52,2.0,48.82,43.18,48.34
205.0,205.0,52,2.5,49.07,43.21,48.59
206.0,206.0,53,1.0,49.32,43.42,48.84
207.0,207.0,53,1.5,49.57,43.6175,49.09
208.0,208.0,53,2.0,49.74,43.86,49.34
209.0,209.0,53,2.5,49.99,44.0183,49.59
209.5,209.5,53,2.75,50.115,44.135,49.715
210.0,210.0,54,1.0,50.24,44.24,49.74
211.0,211.0,54,1.5,50.4643,44.49,49.99
211.3333,211.3333,54,1.6667,50.4762,44.5733,50.0307
211.6667,211.6667,54,1.8333,50.5367,44.6567,50.0767
212.0,212.0,54,2.0,50.62,44.74,50.16
213.0,213.0,54,2.5,50.87,44.7792,50.41
214.0,214.0,55,1.0,51.12,45.02,50.66
215.0,215.0,55,1.5,51.37,45.27,50.91
216.0,216.0,55,2.0,51.6,45.5,51.16
217.0,217.0,55,2.5,51.85,45.65,51.41
218.0,218.0,56,1.0,52.08,45.9,51.66
219.0,219.0,56,1.5,52.33,46.145,51.91
220.0,220.0,56,2.0,52.46,46.3618,52.16
221.0,221.0,56,2.5,52.71,46.43,52.41
222.0,222.0,57,1.0,52.92,46.68,52.66
223.0,223.0,57,1.5,53.17,46.8717,52.91
224.0,224.0,57,2.0,53.42,47.08,53.14
225.0,225.0,57,2.5,53.67,47.33,53.39
226.0,226.0,58,1.0,53.92,47.58,53.64
227.0,227.0,58,1.5,54.17,47.83,53.875
228.0,228.0,58,2.0,54.42,48.08,54.12
229.0,229.0,58,2.5,54.69,48.2383,54.37
230.0,230.0,59,1.0,54.94,48.48,54.62
231.0,231.0,59,1.5,55.1069,48.6078,54.87
232.0,232.0,59,2.0,55.2,48.76,55.12
233.0,233.0,59,2.5,55.41,49.01,55.37
234.0,234.0,60,1.0,55.62,49.26,55.62
235.0,235.0,60,1.5,55.87,49.51,55.87
236.0,236.0,60,2.0,56.12,49.76,56.12
237.0,237.0,60,2.5,56.37,50.01,56.37
238.0,238.0,61,1.0,56.62,50.1,56.62
238.6667,238.6667,61,1.3333,56.7867,50.2444,56.7867
239.3333,239.3333,61,1.6667,56.9533,50.3333,56.9533
240.0,240.0,61,2.0,57.12,50.5,57.12
240.6667,240.6667,61,2.3333,57.2867,50.6356,57.1385
241.3333,241.3333,61,2.6667,57.4533,50.7933,57.2933
242.0,242.0,62,1.0,57.52,50.96,57.46
242.6667,242.6667,62,1.3333,57.6644,51.1267,57.6267
243.3333,243.3333,62,1.6667,57.7533,51.2933,57.7933
244.0,244.0,62,2.0,57.92,51.46,57.96
244.6667,244.6667,62,2.3333,58.0867,51.6267,58.1267
245.0,245.0,62,2.5,58.17,51.71,58.21
245.3333,245.3333,62,2.6667,58.2533,51.7933,58.2933
246.0,246.0,63,1.0,58.42,51.96,58.46
246.6667,246.6667,63,1.3333,58.5867,52.1267,58.6267
247.0,247.0,63,1.5,58.67,52.2008,58.71
247.3333,247.3333,63,1.6667,58.7533,52.2072,58.7933
248.0,248.0,63,2.0,58.8325,52.22,58.96
248.6667,248.6667,63,2.3333,58.9467,52.2867,59.1267
249.0,249.0,63,2.5,59.03,52.37,59.21
249.3333,249.3333,63,2.6667,59.1133,52.4533,59.2933
250.0,250.0,64,1.0,59.28,52.62,59.46
250.6667,250.6667,64,1.3333,59.4467,52.7867,59.6267
251.3333,251.3333,64,1.6667,59.6133,52.9366,59.7305
252.0,252.0,64,2.0,59.78,53.02,59.84
252.6667,252.6667,64,2.3333,59.9467,53.1867,60.0067
253.3333,253.3333,64,2.6667,60.1017,53.3533,60.1733
