qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Trumpet 1,F Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
123.0,35.6522,41,1.0,r,r,r,r,r,r,A2,r,r,r,r,r,r,E5,E4,E4,A2,A1
124.0,35.942,41,2.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,A5,A4,r,r,r
125.0,36.2319,41,3.0,r,r,r,r,r,r,F#3,r,r,r,r,r,r,A5,A4,C4,A2,A1
126.0,36.5217,42,1.0,r,r,r,r,r,r,B2,r,r,r,r,r,r,A5,A4,D3,B2,B1
126.5,36.6667,42,1.5,r,r,r,r,r,r,B2,r,r,r,r,r,r,G5,G4,D3,B2,B1
127.0,36.8116,42,2.0,r,r,r,r,r,r,D3,r,r,r,r,r,r,D5,D4,r,r,r
127.5,36.9565,42,2.5,r,r,r,r,r,r,D3,r,r,r,r,r,r,E5,E4,r,r,r
128.0,37.1014,42,3.0,r,r,r,r,r,r,G3,r,r,r,r,r,r,F5,F4,D4,B3,B2
129.0,37.3913,43,1.0,r,r,r,r,r,r,C3,r,r,r,r,r,r,F5,F4,G3,C4,C3
129.5,37.5362,43,1.5,r,r,r,r,r,r,C3,r,r,r,r,r,r,E5,E4,G3,C4,C3
130.0,37.6812,43,2.0,r,r,r,r,r,r,C4,r,r,r,r,r,r,C5,C4,r,r,r
130.5,37.8261,43,2.5,r,r,r,r,r,r,C4,r,r,r,r,r,r,D5,D4,r,r,r
131.0,37.971,43,3.0,r,r,r,r,r,r,C4,r,r,r,r,r,r,E-5,E-4,A3,F#3,F#2
132.0,38.2609,44,1.0,r,r,r,r,r,r,B3,r,r,r,r,r,r,r,r,D3,G3,G2
132.5,38.5109,44,1.5,r,r,r,r,r,r,B3,r,r,r,r,r,r,D5,D4,D3,G3,G2
133.0,38.7609,44,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
133.5,39.0109,44,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,C4,r,r,r
134.0,39.2609,44,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r
134.5,39.5109,44,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
135.0,39.7609,45,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G3,r,r,r
135.5,40.0109,45,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,r,r,r
136.0,40.2609,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,r,r,r
136.5,40.5109,45,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,r,r,r
137.0,40.7609,45,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,E5,E4,r,r,r
137.5,41.0109,45,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,D4,r,r,r
138.0,41.2609,46,1.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,C4,E4,C4,C3
138.5,41.5109,46,1.5,A5,A5,A4,A4,r,r,A3,r,r,r,r,r,r,C5,C4,E4,C4,C3
139.0,41.7609,46,2.0,B5,B5,B4,B4,r,r,B3,r,r,r,r,r,r,r,r,C4,G3,G2
139.5,42.0109,46,2.5,C6,C6,C5,C5,r,r,C4,r,r,r,r,r,r,r,r,C4,G3,G2
140.0,42.2609,46,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,E4,G3,E3,E2
140.5,42.5109,46,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,C5,E4,G3,E3,E2
141.0,42.7609,47,1.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,G4,D4,B3,F3,F2
141.5,43.0109,47,1.5,B5,B5,B4,B4,r,r,B3,r,r,r,r,r,r,G4,D4,B3,F3,F2
142.0,43.2609,47,2.0,C6,C6,C5,C5,r,r,C4,r,r,r,r,r,r,B4,G4,D4,D3,D2
142.5,43.5109,47,2.5,D6,D6,D5,D5,r,r,D4,r,r,r,r,r,r,B4,G4,D4,D3,D2
143.0,43.7609,47,3.0,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,G4,F4,B2,B1
143.5,44.0109,47,3.5,G5,G5,G4,G4,r,r,G3,r,r,r,r,r,r,D5,G4,F4,B2,B1
144.0,44.2609,48,1.0,G5,r,r,G4,r,r,G3,r,r,r,r,r,r,G4,G4,C4,E3,E2
144.5,44.5109,48,1.5,C6,r,r,C5,r,r,C4,r,r,r,r,r,r,G4,G4,C4,E3,E2
145.0,44.7609,48,2.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,C5,G4,E4,C3,C2
145.5,45.0109,48,2.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,C5,G4,E4,C3,C2
146.0,45.2609,48,3.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,E5,G4,C4,G2,G1
146.5,45.5109,48,3.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,E5,G4,C4,G2,G1
147.0,45.7609,49,1.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,D5,G4,B3,G2,G1
148.0,46.2609,49,2.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,B4,G4,D4,B3,B2
149.0,46.7609,49,3.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,D5,B3,G3,G3,G2
150.0,47.2609,50,1.0,G6,r,r,G5,r,r,G4,r,r,r,r,r,r,C5,C4,A3,A3,A2
150.5,47.5109,50,1.5,F#6,r,r,F#5,r,r,F#4,r,r,r,r,r,r,C5,C4,A3,A3,A2
151.0,47.7609,50,2.0,D6,r,r,D5,r,r,D4,r,r,r,r,r,r,A4,A3,D3,D4,D3
151.5,48.0109,50,2.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,A4,A3,D3,D4,D3
152.0,48.2609,50,3.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,D5,D4,B3,B3,B2
153.0,48.7609,51,1.0,F6,r,r,F5,r,r,F4,r,r,r,r,r,r,B4,B3,G3,G3,G2
153.5,49.0109,51,1.5,E6,r,r,E5,r,r,E4,r,r,r,r,r,r,B4,B3,G3,G3,G2
154.0,49.2609,51,2.0,C6,r,r,C5,r,r,C4,r,C4,C3,r,r,r,G4,G3,E3,C4,C3
154.5,49.5109,51,2.5,D6,r,r,D5,r,r,D4,r,C4,C3,r,r,r,G4,G3,E3,C4,C3
155.0,49.7609,51,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,C4,C3,A3,A2
156.0,50.2609,52,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#2,F#1
156.25,50.3859,52,1.25,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#2,F#1
156.5,50.5109,52,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A2,A1
156.75,50.6359,52,1.75,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A2,A1
157.0,50.7609,52,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,C3,C2
157.5,51.0109,52,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,E-3,E-2
158.0,51.2609,52,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#3,F#2
158.5,51.5109,52,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A3,A2
159.0,51.7609,53,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A4,E-4,A3,C4,C3
159.5,52.0109,53,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,E-4,C4,C4,C3
160.0,52.2609,53,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-5,E-4,E-4,r,r
160.5,52.5109,53,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,F#5,E-4,F#4,r,r
161.0,52.7609,53,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A5,E-4,A4,r,r
161.5,53.0109,53,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
162.0,53.2609,54,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-6,E-4,E-5,r,r
164.0,54.2609,54,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
165.0,54.7609,55,1.0,E-6,E-6,E-5,E-5,r,r,E-4,C4,C4,C3,C5,C4,C3,A5,E-4,A4,C3,C2
167.0,55.7609,55,3.0,C6,C6,C5,C5,r,r,C4,A3,C4,C3,C5,C4,C3,r,E-4,r,A2,A1
168.0,56.2609,56,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,C5,C4,C3,r,E-4,r,F#2,F#1
168.5,56.5109,56,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,C5,C4,C3,r,E-4,r,A2,A1
169.0,56.7609,56,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,C3,C2
169.5,57.0109,56,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,E-3,E-2
170.0,57.2609,56,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,F#3,F#2
170.5,57.5109,56,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,r,E-4,r,A3,A2
171.0,57.7609,57,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A4,E-4,A3,C4,C3
171.5,58.0109,57,1.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C5,E-4,C4,C4,C3
172.0,58.2609,57,2.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-5,E-4,E-4,r,r
172.5,58.5109,57,2.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,F#5,E-4,F#4,r,r
173.0,58.7609,57,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,A5,E-4,A4,r,r
173.5,59.0109,57,3.5,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
174.0,59.2609,58,1.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,E-6,E-4,E-5,r,r
176.0,60.2609,58,3.0,E-6,C6,E-5,C5,r,r,E-4,C4,C4,C3,r,r,r,C6,E-4,C5,r,r
177.0,60.7609,59,1.0,E-6,r,E-5,r,r,r,E-4,C4,C4,C3,C5,C4,C3,A5,E-4,A4,C4,C3
179.0,61.7609,59,3.0,C6,r,C5,r,r,r,C4,A3,C4,C3,C5,C4,C3,r,E-4,r,A3,A2
180.0,62.2609,60,1.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,F5,F4,F4,G#3,G#2
182.0,63.2609,60,3.0,F6,D6,F5,D5,r,r,F4,D4,r,r,r,r,r,D5,F4,D4,r,r
183.0,63.7609,61,1.0,F6,r,F5,r,r,r,F4,D4,r,r,r,r,r,B4,F4,B3,D4,D3
185.0,64.7609,61,3.0,D6,r,D5,D5,r,r,D4,B3,r,r,r,r,r,r,F4,r,B3,B2
186.0,65.2609,62,1.0,G6,E6,G5,E5,G4,E4,C#4,B-3,G4,G4,r,r,r,G5,G4,E4,G3,G2
188.0,66.2609,62,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,C#4,B-3,B-2
189.0,66.7609,63,1.0,G#6,F6,G#5,F5,G#4,F4,G#3,F3,F4,F3,r,r,r,G#5,G#4,F4,F3,F2
191.0,67.7609,63,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D4,G#3,G#2
192.0,68.2609,64,1.0,A6,F#6,A5,F#5,A4,F#4,E-4,C4,C4,C3,C5,C4,C3,A5,A4,F#4,E-3,E-2
194.0,69.2609,64,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,A3,C4,C3
195.0,69.7609,65,1.0,G6,G5,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,B5,B4,G4,D3,D2
197.0,70.7609,65,3.0,G6,G5,B5,G5,B4,G4,D4,B3,r,r,r,r,r,G5,G4,D4,B3,B2
198.0,71.2609,66,1.0,G6,D6,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,B5,B4,G4,D3,D2
200.0,72.2609,66,3.0,G6,D6,B5,G5,B4,G4,D4,B3,G4,G4,F4,F4,F2,G5,G4,D4,F3,F2
201.0,72.7609,67,1.0,G6,E6,C6,r,E5,C5,E4,r,G4,G4,C5,C4,C3,C6,C5,C4,E3,E2
203.0,73.7609,67,3.0,A6,A5,A5,A5,C6,C5,A3,A3,A4,r,C5,C4,C3,A5,A4,A3,A3,A2
204.0,74.2609,68,1.0,F6,F5,F5,F5,F5,F4,F4,F3,F4,F3,C5,C4,F2,F5,F4,F3,F3,F2
206.0,75.2609,68,3.0,D6,D5,D5,D5,D5,D4,D4,D3,r,r,C5,C4,F2,D5,D4,D3,D3,D2
207.0,75.7609,69,1.0,G6,r,G5,G5,G5,r,G4,G3,G4,G4,G5,G5,r,G5,G4,G3,G3,G2
209.0,76.7609,69,3.0,G5,G5,G4,G4,G4,G4,G3,G2,G4,G4,G5,G5,r,G4,G3,G3,G2,G1
210.0,77.2609,70,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
210.75,77.6359,70,1.75,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
211.0,77.7609,70,2.0,D6,B5,D5,B4,G#4,F4,D4,B3,C4,C3,C5,C4,F2,D5,G#4,B3,F2,F1
212.0,78.2609,70,3.0,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
212.75,78.6359,70,3.75,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
213.0,78.7609,71,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
214.0,79.2609,71,2.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
214.75,79.6359,71,2.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
215.0,79.7609,71,3.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
216.0,80.2609,72,1.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
216.75,80.6359,72,1.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
217.0,80.7609,72,2.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
218.0,81.2609,72,3.0,G6,G6,G5,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r
219.0,81.7609,73,1.0,F#6,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
221.0,82.7609,73,3.0,G6,r,G5,r,r,r,r,G3,r,r,r,r,r,r,E4,r,r,r
222.0,83.2609,74,1.0,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,r,D4,r,r,r
222.5,83.5109,74,1.5,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,F5,D4,r,r,r
223.0,83.7609,74,2.0,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,C5,B3,r,r,r
223.5,84.0109,74,2.5,F6,r,F5,r,r,r,r,G3,r,r,r,r,r,D5,B3,r,r,r
224.0,84.2609,74,3.0,E6,r,E5,r,r,r,G4,G3,r,r,r,r,r,E5,C4,r,r,r
224.5,84.5109,74,3.5,E6,r,E5,r,r,r,G4,G3,r,r,r,r,r,C5,C4,r,r,r
225.0,84.7609,75,1.0,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,r,r,r,r,r
225.5,85.0109,75,1.5,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,D5,r,r,r,r
226.0,85.2609,75,2.0,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,A4,D4,r,r,r
226.5,85.5109,75,2.5,D6,r,D5,r,r,r,F4,G3,r,r,r,r,r,B4,D4,r,r,r
227.0,85.7609,75,3.0,C6,r,C5,r,G5,G4,E4,G3,G4,G4,r,r,r,C5,E4,r,r,r
227.5,86.0109,75,3.5,C6,r,C5,r,G5,G4,E4,G3,G4,G4,r,r,r,G4,E4,r,r,r
228.0,86.2609,76,1.0,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,r,r,r,r,r
228.5,86.5109,76,1.5,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,r,F4,r,r,r
229.0,86.7609,76,2.0,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,B4,C4,r,r,r
229.5,87.0109,76,2.5,B5,r,B4,r,F5,F4,D4,G3,G4,G4,r,r,r,B4,D4,r,r,r
230.0,87.2609,76,3.0,C6,r,C5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,E4,r,r,r
230.5,87.5109,76,3.5,C6,r,C5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,C4,r,r,r
231.0,87.7609,77,1.0,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,r,r,r,r
231.5,88.0109,77,1.5,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,D4,r,r,r
232.0,88.2609,77,2.0,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,A3,r,r,r
232.5,88.5109,77,2.5,D6,r,D5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,B3,r,r,r
233.0,88.7609,77,3.0,E6,C6,E5,r,C5,C4,B-3,G3,G4,G4,r,r,r,E5,C4,r,r,r
233.5,89.0109,77,3.5,E6,C6,E5,r,C5,C4,B-3,G3,G4,G4,r,r,r,E5,G3,r,r,r
234.0,89.2609,78,1.0,F6,C6,F5,r,C5,C4,A3,F3,A4,F4,r,r,r,r,r,r,r,r
234.5,89.5109,78,1.5,F6,C6,F5,r,C5,C4,A3,F3,A4,F4,r,r,r,A5,A4,r,r,r
235.0,89.7609,78,2.0,F6,C6,F5,r,C5,C4,A3,F3,r,r,r,r,r,E5,E4,r,r,r
235.5,90.0109,78,2.5,F6,C6,F5,r,C5,C4,A3,F3,r,r,r,r,r,F5,F4,r,r,r
236.0,90.2609,78,3.0,F6,D6,A5,r,A4,F4,F4,D3,r,r,r,r,r,G5,G4,r,r,r
236.5,90.5109,78,3.5,F6,D6,A5,r,A4,F4,D4,D3,r,r,r,r,r,A5,A4,r,r,r
237.0,90.7609,79,1.0,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,r,r,r,r,r
237.5,91.0109,79,1.5,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,A5,A4,r,r,r
238.0,91.2609,79,2.0,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,F#5,F#4,r,r,r
238.5,91.5109,79,2.5,E6,C6,G5,r,G4,E4,G4,G3,r,r,r,r,r,G5,G4,r,r,r
239.0,91.7609,79,3.0,D6,B5,F5,r,B4,D4,G3,G2,r,r,r,r,r,A5,A4,r,r,r
239.5,92.0109,79,3.5,D6,B5,F5,r,B4,D4,G3,G2,r,r,r,r,r,G5,G4,r,r,r
240.0,92.2609,80,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
240.75,92.6359,80,1.75,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
241.0,92.7609,80,2.0,D6,B5,D5,B4,G#4,F4,D4,B3,C4,C3,C5,C4,F2,D5,G#4,B3,F2,F1
242.0,93.2609,80,3.0,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
242.75,93.6359,80,3.75,F6,D6,F5,D5,G#4,F4,D4,B3,C4,C3,C5,C4,F2,F5,G#4,B3,F2,F1
243.0,93.7609,81,1.0,E6,C6,E5,C5,G4,E4,E4,C4,C4,C3,C5,C4,C3,E5,G4,C4,C3,C2
244.0,94.2609,81,2.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
244.75,94.6359,81,2.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
245.0,94.7609,81,3.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
246.0,95.2609,82,1.0,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,A4,C4,F2,F1
246.75,95.6359,82,1.75,A6,F6,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,F2,A5,B4,D4,F2,F1
247.0,95.7609,82,2.0,G6,E6,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C3,G5,C5,E4,C3,C2
248.0,96.2609,82,3.0,r,r,r,r,r,r,G4,r,r,r,r,r,r,r,r,G4,G4,r
249.0,96.7609,83,1.0,r,r,r,r,r,r,F#4,r,r,r,r,r,r,r,r,F#4,F#4,r
251.0,97.7609,83,3.0,r,r,r,r,r,r,G4,G3,G4,G4,r,r,r,r,E5,G4,G4,r
252.0,98.2609,84,1.0,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,r,D5,F4,F4,r
252.5,98.5109,84,1.5,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,D6,D5,F4,F4,r
253.0,98.7609,84,2.0,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,A5,D5,F4,F4,r
253.5,99.0109,84,2.5,r,r,r,r,r,r,F4,G3,G4,G4,r,r,r,B5,D5,F4,F4,r
254.0,99.2609,84,3.0,r,r,r,r,G5,G4,E4,G3,G4,G4,r,r,r,C6,C5,E4,E4,r
254.5,99.5109,84,3.5,r,r,r,r,G5,G4,E4,G3,G4,G4,r,r,r,G5,C5,E4,E4,r
255.0,99.7609,85,1.0,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,r,r,D4,D4,r
255.5,100.0109,85,1.5,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,F5,r,D4,D4,r
256.0,100.2609,85,2.0,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,C5,F4,D4,D4,r
256.5,100.5109,85,2.5,r,r,r,r,F5,F4,D4,G3,G4,G4,r,r,r,D5,F4,D4,D4,r
257.0,100.7609,85,3.0,G6,r,G5,r,E5,E4,C4,G3,G4,G4,r,r,r,E5,E4,C4,C4,r
257.5,101.0109,85,3.5,G6,r,G5,r,E5,E4,C4,G3,G4,G4,r,r,r,C5,E4,C4,C4,r
258.0,101.2609,86,1.0,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,r,B3,B3,r
258.5,101.5109,86,1.5,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,r,D5,B3,B3,r
259.0,101.7609,86,2.0,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,A4,B3,B3,r
259.5,102.0109,86,2.5,F6,r,F5,r,D5,D4,B3,G3,G4,G4,r,r,r,D5,B4,B3,B3,r
260.0,102.2609,86,3.0,E6,r,E5,r,C5,C4,C4,G3,G4,G4,r,r,r,E5,C5,C4,C4,r
260.5,102.5109,86,3.5,E6,r,E5,r,C5,C4,C4,G3,G4,G4,r,r,r,E5,G4,C4,C4,r
261.0,102.7609,87,1.0,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,r,r,D4,D4,r
261.5,103.0109,87,1.5,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,r,F4,D4,D4,r
262.0,103.2609,87,2.0,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,F5,C4,D4,D4,r
262.5,103.5109,87,2.5,D6,r,D5,r,B4,B3,D4,G3,G4,G4,r,r,r,F5,D4,D4,D4,r
263.0,103.7609,87,3.0,C6,B-5,C5,r,B-4,B-3,E4,G3,G4,G4,r,r,r,G5,E4,E4,E4,r
263.5,104.0109,87,3.5,C6,B-5,C5,r,B-4,B-3,E4,G3,G4,G4,r,r,r,G5,C4,E4,E4,r
264.0,104.2609,88,1.0,C6,A5,C5,r,A4,A3,F4,F3,A4,F4,r,r,r,r,r,F4,F4,r
264.5,104.5109,88,1.5,C6,A5,C5,r,A4,A3,F4,F3,A4,F4,r,r,r,A5,A4,F4,F4,r
265.0,104.7609,88,2.0,C6,A5,C5,r,A4,A3,F4,F3,r,r,r,r,r,E5,E4,F4,F4,r
265.5,105.0109,88,2.5,C6,A5,C5,r,A4,A3,F4,F3,r,r,r,r,r,F5,F4,F4,F4,r
266.0,105.2609,88,3.0,F6,D6,A5,r,F5,A4,D4,D3,r,r,r,r,r,G5,G4,D4,D4,r
266.5,105.5109,88,3.5,F6,D6,A5,r,F5,A4,D4,D3,r,r,r,r,r,A5,A4,D4,D4,r
267.0,105.7609,89,1.0,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,r,r,G4,G4,r
267.5,106.0109,89,1.5,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,A5,A4,G4,G4,r
268.0,106.2609,89,2.0,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,F#5,F#4,G4,G4,r
268.5,106.5109,89,2.5,E6,C6,G5,r,E5,G4,G4,G3,r,r,r,r,r,G5,G4,G4,G4,r
269.0,106.7609,89,3.0,D6,B5,F5,r,D5,B4,G3,G2,r,r,r,r,r,A5,A4,G3,G3,r
269.5,107.0109,89,3.5,D6,B5,F5,r,D5,B4,G3,G2,r,r,r,r,r,B5,B4,G3,G3,r
270.0,107.2609,90,1.0,C6,E5,E5,r,C5,E4,C4,C3,r,r,r,r,r,C6,C5,C4,C4,C3
270.5,107.5109,90,1.5,C6,E5,E5,r,C5,E4,C4,C3,r,r,r,r,r,C6,C5,B3,B3,C3
271.0,107.7609,90,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,C4,C4,r
271.5,108.0109,90,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,B3,B3,r
272.0,108.2609,90,3.0,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,C5,A3,A3,r
272.5,108.5109,90,3.5,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,D5,G3,G3,r
273.0,108.7609,91,1.0,F6,r,F5,r,r,r,F4,F4,r,r,r,r,r,D5,B4,G3,G3,G2
273.5,109.0109,91,1.5,E6,r,E5,r,r,r,E4,E4,r,r,r,r,r,D5,B4,G3,G3,G2
274.0,109.2609,91,2.0,F6,r,F5,r,F5,D5,F4,F4,r,r,r,r,r,F5,D5,F4,r,r
274.5,109.5109,91,2.5,E6,r,E5,r,F5,D5,E4,E4,r,r,r,r,r,F5,D5,F4,r,r
