score_qstamp,qstamp,measure,beat,723382_tstamp,729190_tstamp,723374_tstamp,730989_tstamp,736447_tstamp,723386_tstamp,723404_tstamp,723411_tstamp,723399_tstamp,728531_tstamp,723395_tstamp,736452_tstamp,723378_tstamp,711682_tstamp
231.0,675.0,79,3.0,66.1097,63.8515,62.8749,76.3541,55.2327,73.7727,112.0327,70.7382,75.4229,62.5815,66.4226,64.4342,49.4019,68.6828
232.0,676.0,80,1.0,66.1104,63.8842,62.875,76.3548,55.3842,73.7729,112.1884,70.7398,75.4246,62.5824,66.4241,64.4344,49.4035,68.6845
233.0,677.0,80,2.0,66.1111,63.9613,62.8752,76.3554,55.5358,73.7731,112.3558,70.742,75.4262,62.5832,66.4255,64.4347,49.4051,68.6862
234.0,678.0,80,3.0,66.1118,63.9638,62.8753,76.3561,55.6873,73.7733,112.5073,70.7442,75.4278,62.5841,66.427,64.435,49.4067,68.6879
235.0,679.0,81,1.0,66.1124,63.9663,62.8755,76.3567,55.8388,73.7736,112.6588,70.7464,75.4294,62.5849,66.4284,64.4353,49.4084,68.6895
236.0,680.0,81,2.0,66.1131,63.9688,62.8756,76.3574,56.0103,73.7738,112.8103,70.7486,75.4311,62.5858,66.4299,64.4355,49.41,68.6912
237.0,681.0,81,3.0,66.1138,63.9714,62.8758,76.358,56.1818,73.774,112.9618,70.7508,75.4327,62.5866,66.4314,64.4358,49.4116,68.6929
238.0,682.0,82,1.0,66.1145,63.9739,62.8759,76.3587,56.3333,73.7742,113.1133,70.7529,75.4343,62.5875,66.4328,64.4361,49.4133,68.6946
239.0,683.0,82,2.0,66.1152,63.9764,62.8761,76.3593,56.5048,73.7745,113.2648,70.7551,75.436,62.5883,66.4343,64.4364,49.4149,68.6963
240.0,684.0,82,3.0,66.1159,63.9789,62.8763,76.36,56.6764,73.7747,113.4164,70.7573,75.4376,62.5892,66.4357,64.4367,49.4165,68.698
241.0,685.0,83,1.0,66.1166,64.0679,62.8764,76.4879,56.8279,73.7749,113.5679,70.7595,75.4392,62.59,66.4372,64.4369,49.4181,68.6996
242.0,686.0,83,2.0,66.1173,64.2194,62.8766,76.5642,56.9794,73.7751,113.7194,70.7608,75.5194,62.5909,66.4386,64.4372,49.4198,68.7018
243.0,687.0,83,3.0,66.118,64.3709,62.8767,76.5722,57.1309,73.7754,113.8709,70.7618,75.5308,62.5917,66.4414,64.4375,49.4479,68.7042
244.0,688.0,84,1.0,66.1186,64.5224,62.8769,76.5824,57.2848,73.7756,114.0224,70.7628,75.5624,62.5926,66.4624,64.4378,49.4587,68.7065
245.0,689.0,84,2.0,66.1193,64.621,62.877,76.7339,57.4739,73.7758,114.1739,70.7638,75.6222,62.5934,66.5032,64.438,49.507,68.7088
246.0,690.0,84,3.0,66.1202,64.6237,62.8772,76.7638,57.6255,73.776,114.3255,70.7648,75.6258,62.5943,66.5074,64.4383,49.6455,68.7112
247.0,691.0,85,1.0,66.126,64.6265,62.8774,76.7684,57.777,73.7763,114.477,70.7658,75.6295,62.5952,66.5116,64.4386,49.777,68.7135
248.0,692.0,85,2.0,66.1319,64.6292,62.8775,76.773,57.9285,73.7765,114.6285,70.7669,75.6331,62.596,66.5158,64.4389,49.9285,68.7158
249.0,693.0,85,3.0,66.1377,64.632,62.8777,76.7776,58.08,73.7767,114.78,70.7679,75.6367,62.5969,66.52,64.4392,50.06,68.7182
250.0,694.0,86,1.0,66.2315,64.6348,62.8778,76.8515,58.2315,73.7769,114.9315,70.7689,75.6515,62.5977,66.5263,64.4394,50.2115,68.7405
251.0,695.0,86,2.0,66.383,64.6375,62.878,76.8689,58.383,73.7772,115.083,70.7699,75.6856,62.5986,66.5326,64.4397,50.363,68.7474
252.0,696.0,86,3.0,66.5345,64.6545,62.8781,76.8784,58.5345,73.7774,115.2345,70.7709,75.6925,62.5994,66.5389,64.44,50.5145,68.7543
253.0,697.0,87,1.0,66.6461,64.6783,62.8783,76.898,58.6861,73.7776,115.3922,70.7719,75.6994,62.6461,66.6661,64.5861,50.6661,68.781
254.0,698.0,87,2.0,66.7976,64.7059,62.8784,76.9227,58.8376,73.7778,115.5576,70.7729,75.7415,62.7195,66.682,64.7202,50.8176,68.8376
255.0,699.0,87,3.0,66.9209,64.7135,62.8786,76.9261,58.9891,73.7781,115.7091,70.7739,75.7437,62.8291,66.6842,64.7222,50.9291,68.8448
256.0,700.0,88,1.0,66.9256,64.7204,62.8788,76.9296,59.1406,73.7783,115.8606,70.7749,75.746,62.864,66.6864,64.7242,51.0806,68.8497
257.0,701.0,88,2.0,66.9304,64.7231,62.8789,76.933,59.2921,73.7785,116.0121,70.7759,75.7482,62.8691,66.6886,64.7262,51.2321,68.8546
258.0,702.0,88,3.0,66.9351,64.7258,62.8791,76.9364,59.4236,73.7787,116.1636,70.777,75.7505,62.8741,66.6908,64.7282,51.3836,68.8595
259.0,703.0,89,1.0,66.9398,64.7285,62.8792,76.9399,59.5752,73.779,116.3152,70.778,75.7528,62.8792,66.693,64.7302,51.5352,68.9045
260.0,704.0,89,2.0,67.0867,64.7312,62.8794,77.0079,59.7267,73.7792,116.4667,70.779,75.755,63.0067,66.6952,64.7322,51.6173,68.9117
261.0,705.0,89,3.0,67.2382,64.7339,62.8795,77.0382,59.8782,73.7794,116.6182,70.78,75.7573,63.1582,66.6974,64.7342,51.7582,68.919
262.0,706.0,90,1.0,67.3897,64.7366,62.8797,77.1897,60.0297,73.7796,116.7697,70.9297,75.7595,63.2837,66.6996,64.7362,51.9097,68.93
263.0,707.0,90,2.0,67.4804,64.7393,62.8799,77.2301,60.1812,73.7799,116.9212,71.0612,75.7773,63.3212,66.8212,64.7382,52.0612,68.9612
264.0,708.0,90,3.0,67.4815,64.7927,62.8818,77.2664,60.3327,73.8327,117.0727,71.1927,75.8927,63.4727,66.9727,64.7527,52.2127,69.1127
265.0,709.0,91,1.0,67.4826,64.9202,62.9242,77.3009,60.4884,73.9207,117.2642,71.3442,75.9407,63.501,67.1002,64.7808,52.4042,69.1411
266.0,710.0,91,2.0,67.4837,64.9215,63.0758,77.3023,60.6958,73.9758,117.4558,71.4958,75.9421,63.5023,67.1016,64.782,52.5558,69.1425
267.0,711.0,91,3.0,67.4848,64.9227,63.2273,77.3037,60.8473,74.0615,117.6073,71.6268,75.9434,63.5036,67.1029,64.7832,52.7073,69.1438
268.0,712.0,92,1.0,67.4859,64.924,63.3788,77.305,60.9988,74.0662,117.7588,71.6598,75.9448,63.5049,67.1043,64.7844,52.8588,69.1452
269.0,713.0,92,2.0,67.487,64.9252,63.5303,77.3064,61.1503,74.0709,117.9103,71.8103,75.9461,63.5061,67.1056,64.7856,53.0103,69.1466
270.0,714.0,92,3.0,67.4881,64.9265,63.6818,77.3078,61.3036,74.0757,118.0618,71.9218,75.9474,63.5074,67.107,64.7868,53.1418,69.1479
271.0,715.0,93,1.0,67.4892,64.9277,63.8133,77.3091,61.4933,74.0933,118.2133,71.9789,75.9488,63.5087,67.1083,64.788,53.2933,69.1493
272.0,716.0,93,2.0,67.4903,64.929,63.9448,77.3105,61.6448,74.1848,118.3648,72.1005,75.9501,63.51,67.1097,64.7892,53.4448,69.1507
273.0,717.0,93,3.0,67.4914,64.9302,64.0964,77.3119,61.7964,74.2235,118.5164,72.1033,75.9515,63.5112,67.111,64.7904,53.5964,69.152
274.0,718.0,94,1.0,67.4925,64.9315,64.2479,77.3132,61.9479,74.2281,118.6679,72.1061,75.9528,63.5125,67.1124,64.7916,53.7479,69.1534
275.0,719.0,94,2.0,67.4936,64.9327,64.3897,77.3146,62.0994,74.2327,118.8194,72.1089,75.9542,63.5138,67.1137,64.7928,53.8994,69.1548
276.0,720.0,94,3.0,67.4947,64.934,64.5309,77.316,62.2509,74.2373,118.9709,72.1117,75.9555,63.515,67.1151,64.7939,54.0509,69.1561
277.0,721.0,95,1.0,67.4958,64.9352,64.6824,77.3173,62.4424,74.3024,119.1224,72.1145,75.9568,63.5163,67.1164,64.7951,54.2024,69.1575
278.0,722.0,95,2.0,67.4969,64.9365,64.8539,77.3187,62.5939,74.4415,119.2739,72.1173,75.9582,63.5176,67.1178,64.7963,54.3539,69.1589
279.0,723.0,95,3.0,67.498,64.9377,65.0055,77.3255,62.7455,74.4584,119.4255,72.1255,75.9595,63.5189,67.1192,64.7975,54.5055,69.1621
280.0,724.0,96,1.0,67.4991,64.939,65.157,77.477,62.897,74.577,119.577,72.2077,76.0421,63.5228,67.1657,64.7987,54.657,69.1748
281.0,725.0,96,2.0,67.5285,64.9685,65.3085,77.6285,63.117,74.6601,119.8285,72.2342,76.0685,63.5885,67.2885,64.7999,54.8085,69.2685
282.0,726.0,96,3.0,67.6603,65.12,65.46,77.7003,63.3,74.6604,119.98,72.245,76.22,63.7017,67.44,64.8412,54.95,69.4067
283.0,727.0,97,1.0,67.6624,65.1861,65.6315,77.7023,63.4915,74.6607,120.1315,72.2504,76.3208,63.7083,67.5915,64.843,55.0915,69.521
284.0,728.0,97,2.0,67.6646,65.1962,65.829,77.7044,63.643,74.6611,120.283,72.2558,76.3232,63.7149,67.743,64.8449,55.243,69.5348
285.0,729.0,97,3.0,67.6668,65.2945,66.0545,77.7064,63.7945,74.6614,120.4345,72.2945,76.3256,63.7405,67.8945,64.8467,55.3945,69.6002
286.0,730.0,98,1.0,67.6689,65.4007,66.2061,77.7085,63.9461,74.6618,120.5661,72.4461,76.328,63.7457,68.0461,64.8485,55.5461,69.6029
287.0,731.0,98,2.0,67.6711,65.4051,66.3576,77.7105,64.1176,74.6621,120.7176,72.5976,76.3304,63.751,68.1976,64.8503,55.6976,69.6055
288.0,732.0,98,3.0,67.6733,65.4094,66.5491,77.7126,64.2691,74.6624,120.8691,72.7491,76.3328,63.7562,68.3491,64.8522,55.8491,69.6081
289.0,733.0,99,1.0,67.6754,65.4137,66.7006,77.7146,64.4206,74.6628,121.0206,72.8903,76.3352,63.7814,68.5006,64.854,56.0006,69.6107
290.0,734.0,99,2.0,67.6776,65.4181,66.8521,77.7166,64.5921,74.6631,121.1721,73.0321,76.3377,63.7915,68.6521,64.8558,56.1521,69.6133
291.0,735.0,99,3.0,67.6798,65.5036,67.0236,77.7187,64.7436,74.6634,121.3236,73.1836,76.3436,63.8218,68.8036,64.8576,56.2436,69.6159
292.0,736.0,100,1.0,67.8152,65.6552,67.1952,77.7676,64.8952,74.6638,121.4752,73.3002,76.4152,63.943,68.9552,64.8595,56.3952,69.6185
293.0,737.0,100,2.0,67.9334,65.7934,67.4267,77.8608,65.0467,74.6641,121.6867,73.3018,76.5534,64.0003,69.1067,64.8602,56.5867,69.6689
294.0,738.0,100,3.0,67.9807,65.8015,67.5782,77.8634,65.1982,74.6645,121.8382,73.3034,76.5898,64.002,69.2582,64.8604,56.7382,69.6813
295.0,739.0,101,1.0,67.9824,65.8032,67.7297,77.8659,65.3497,74.6648,121.9897,73.3051,76.6201,64.0036,69.3811,64.8607,56.8897,69.683
296.0,740.0,101,2.0,67.9842,65.8049,67.9012,77.8685,65.5012,74.6651,122.1412,73.3067,76.6221,64.0053,69.387,64.861,57.0412,69.6847
297.0,741.0,101,3.0,67.986,65.8066,68.0727,77.8711,65.6527,74.6655,122.2927,73.3083,76.6242,64.007,69.3928,64.8612,57.1927,69.6864
298.0,742.0,102,1.0,67.9877,65.8083,68.2242,77.8736,65.8042,74.6658,122.4442,73.3099,76.6262,64.0086,69.3986,64.8615,57.3042,69.688
299.0,743.0,102,2.0,67.9895,65.81,68.4316,77.8762,65.9558,74.6661,122.5958,73.3116,76.6282,64.0103,69.5158,64.8617,57.4558,69.6897
300.0,744.0,102,3.0,67.9912,65.8116,68.6019,77.8788,66.1073,74.6665,122.7473,73.3132,76.6302,64.0119,69.6536,64.862,57.6073,69.6914
301.0,745.0,103,1.0,67.993,65.8133,68.7788,77.9588,66.2588,74.6668,122.8988,73.3148,76.6323,64.0136,69.7247,64.8622,57.7588,69.6931
302.0,746.0,103,2.0,67.9948,65.815,68.9806,78.1103,66.4303,74.6671,123.0503,73.3165,76.6343,64.0153,69.8303,64.8625,57.9103,69.6948
303.0,747.0,103,3.0,67.9965,65.8167,69.1418,78.2618,66.5818,74.6675,123.2036,73.3181,76.6363,64.0169,69.9818,64.8628,58.0618,69.6965
304.0,748.0,104,1.0,67.9983,65.8184,69.2933,78.3966,66.7333,74.6678,123.3866,73.3197,76.6383,64.0186,70.0133,64.863,58.2133,69.6981
305.0,749.0,104,2.0,68.0005,65.8205,69.5848,78.4648,66.9248,74.6682,123.5848,73.3848,76.6601,64.0448,70.037,64.8633,58.4248,69.6998
306.0,750.0,104,3.0,68.0156,65.8356,69.7364,78.5216,67.0764,74.6685,123.7364,73.5364,76.6617,64.0865,70.0536,64.8635,58.5764,69.7278
307.0,751.0,105,1.0,68.1279,65.9479,69.8879,78.5368,67.2279,74.6688,123.8879,73.6879,76.6634,64.0949,70.1479,64.8638,58.7279,69.7379
308.0,752.0,105,2.0,68.2794,66.0994,70.0394,78.5611,67.3794,74.6692,124.0394,73.8394,76.6651,64.1594,70.2994,64.864,58.8794,69.8394
309.0,753.0,105,3.0,68.397,66.2509,70.1909,78.5628,67.5309,74.6695,124.1909,73.9909,76.6668,64.1836,70.4509,64.8643,59.0227,69.8441
310.0,754.0,106,1.0,68.4142,66.2839,70.3448,78.5645,67.6824,74.6698,124.3424,74.1424,76.6685,64.1878,70.5605,64.8646,59.1224,69.8482
311.0,755.0,106,2.0,68.4221,66.2898,70.5139,78.5662,67.8339,74.6702,124.4939,74.2939,76.6702,64.1921,70.5638,64.8648,59.2739,69.8523
312.0,756.0,106,3.0,68.4256,66.2956,70.6655,78.5678,67.9855,74.6705,124.6455,74.44,76.6718,64.1963,70.5671,64.8651,59.4255,69.8564
313.0,757.0,107,1.0,68.429,66.3285,70.817,78.5695,68.137,74.6709,124.797,74.4405,76.6735,64.217,70.5704,64.8653,59.577,69.8685
314.0,758.0,107,2.0,68.4325,66.3407,70.977,78.5712,68.2885,74.6712,124.9485,74.4409,76.6752,64.2625,70.5737,64.8656,59.7285,69.9207
315.0,759.0,107,3.0,68.4359,66.3416,71.14,78.5729,68.44,74.6715,125.1,74.4413,76.6769,64.2659,70.577,64.8658,59.865,69.9218
316.0,760.0,108,1.0,68.4394,66.3425,71.3515,78.5746,68.5915,74.6719,125.2515,74.4418,76.6786,64.2694,70.5915,64.8661,59.9715,69.9229
317.0,761.0,108,2.0,68.4614,66.3433,71.563,78.5763,68.763,74.6722,125.423,74.4422,76.6803,64.2728,70.623,64.8664,60.123,69.9241
318.0,762.0,108,3.0,68.4703,66.3442,71.7345,78.5779,68.9145,74.6725,125.5745,74.4426,76.682,64.2762,70.6827,64.8666,60.2745,69.9252
319.0,763.0,109,1.0,68.4792,66.345,71.8861,78.5796,69.0661,74.6729,125.7261,74.4431,76.6838,64.2797,70.687,64.8669,60.4261,69.9263
320.0,764.0,109,2.0,68.4811,66.3459,72.0552,78.6825,69.2176,74.6732,125.8776,74.4435,76.6856,64.341,70.6914,64.8671,60.5776,69.9274
321.0,765.0,109,3.0,68.4823,66.3468,72.2091,78.7004,69.3691,74.6736,126.0291,74.4439,76.6873,64.3429,70.6957,64.8674,60.7291,69.9286
322.0,766.0,110,1.0,68.4834,66.3476,72.3606,78.7023,69.5206,74.6739,126.1806,74.4444,76.6891,64.3448,70.7006,64.8676,60.8806,69.9297
324.0,768.0,110,3.0,68.4858,66.3493,72.8036,78.7062,69.9236,74.6746,126.5036,74.4453,76.6926,64.3487,71.0236,64.8682,61.1836,69.932
325.0,769.0,111,1.0,68.487,66.3502,72.9552,78.7081,70.0152,74.6749,126.6552,74.4457,76.6944,64.3506,71.1752,64.8684,61.3352,69.9331
326.0,770.0,111,2.0,68.4882,66.3511,73.1067,78.7101,70.1667,74.6752,126.8067,74.4461,76.6961,64.3525,71.3667,64.8687,61.4867,69.9342
327.0,771.0,111,3.0,68.4894,66.3519,73.2582,78.712,70.3182,74.6756,126.9582,74.4466,76.6979,64.3544,71.5382,64.8689,61.5982,69.9354
328.0,772.0,112,1.0,68.4905,66.3528,73.4097,78.714,70.4897,74.6759,127.1097,74.447,76.6996,64.3563,71.6097,64.8692,61.7497,69.9365
330.0,774.0,112,3.0,68.4929,66.3545,73.8127,78.7179,70.7927,74.6766,127.4727,74.4479,76.7927,64.3727,71.6727,64.8697,62.0527,69.9388
331.0,775.0,113,1.0,68.4941,66.3554,73.9642,78.7198,70.9642,74.6769,127.6242,74.4483,76.8442,64.3866,71.8242,64.87,62.2042,69.9399
332.0,776.0,113,2.0,68.4953,66.3562,74.1358,78.8558,71.1158,74.6773,127.7758,74.4487,76.9493,64.3934,71.9758,64.8702,62.3558,69.9729
333.0,777.0,113,3.0,68.4965,66.3571,74.2873,79.0073,71.2673,74.6776,127.9273,74.4492,77.0473,64.4073,72.1273,64.8705,62.5073,70.0673
334.0,778.0,114,1.0,68.4976,66.3579,74.4388,79.1188,71.4188,74.6779,128.0788,74.4496,77.1988,64.5588,72.2788,64.8707,62.6388,70.2188
336.0,780.0,114,3.0,68.5018,66.3597,74.9018,79.5036,71.7818,74.6786,128.4018,74.4505,77.5236,64.9018,72.6418,64.8712,62.9818,70.5618
337.0,781.0,115,1.0,68.5933,66.4533,75.0533,79.6933,71.9333,74.679,128.5533,74.4509,77.7066,65.0533,72.7933,64.8715,63.1333,70.7133
339.0,783.0,115,3.0,68.9364,66.7564,75.3764,80.1764,72.2964,74.6796,128.9164,74.4518,78.1164,65.3764,73.1964,64.872,63.4364,71.0164
340.0,784.0,116,1.0,69.0879,66.9079,75.5516,80.3437,72.4479,74.68,129.0679,74.4522,78.2679,65.5437,73.3479,64.8723,63.5879,71.2158
342.0,786.0,116,3.0,69.4509,67.2109,75.8909,80.6909,72.7709,74.6812,129.3909,74.4531,78.6109,65.8709,73.6509,64.8728,63.9109,71.5309
343.0,787.0,117,1.0,69.6024,67.3672,76.0424,80.892,72.9248,74.6818,129.5448,74.4536,78.8024,66.0224,73.8024,64.873,64.0624,71.6824
345.0,789.0,117,3.0,69.9255,67.7055,76.4655,81.351,73.2455,74.683,129.8655,74.4544,79.182,66.3855,74.1855,64.8736,64.3655,72.0455
346.0,790.0,118,1.0,70.077,67.857,76.617,81.517,73.397,74.6836,130.017,74.4549,79.377,66.537,74.337,64.8738,64.517,72.197
348.0,792.0,118,3.0,70.5,68.2,77.04,81.96,73.82,74.6848,130.42,74.4557,79.68,66.92,74.68,64.8743,64.82,72.58
349.0,793.0,119,1.0,70.6515,68.3515,77.1915,82.1315,73.9715,74.6854,130.5715,74.4562,79.8515,67.0715,74.8315,64.8746,64.9715,72.7315
350.0,794.0,119,2.0,70.823,68.503,77.403,82.383,74.123,74.686,130.723,74.4566,80.183,67.223,75.063,64.8748,65.123,72.883
351.0,795.0,119,3.0,70.9745,68.6545,77.5545,82.5345,74.2745,74.6866,130.8745,74.457,80.3545,67.3745,75.2145,64.8751,65.2745,73.0345
352.0,796.0,120,1.0,71.1322,68.8061,77.7061,82.6922,74.4261,74.6872,131.0061,74.4575,80.5122,67.5383,75.3966,64.8754,65.4261,73.1983
353.0,797.0,120,2.0,71.2976,68.9576,77.8576,82.8576,74.5776,74.6878,131.1576,74.4579,80.6776,67.7176,75.6176,64.8756,65.5776,73.3776
354.0,798.0,120,3.0,71.4691,69.1091,78.0982,83.1037,74.7291,74.6884,131.3091,74.4584,80.8855,67.8691,75.7691,64.8759,65.7291,73.5291
355.0,799.0,121,1.0,71.6206,69.2606,78.2606,83.3212,74.8806,74.689,131.4606,74.4588,81.0806,68.0206,75.9206,64.8761,65.8806,73.6806
356.0,800.0,121,2.0,71.7721,69.4121,78.4121,83.4921,75.0321,74.6896,131.6121,74.4592,81.2321,68.1721,76.0721,64.8764,66.0321,73.8321
357.0,801.0,121,3.0,71.9236,69.5636,78.5636,83.6436,75.1836,74.6903,131.7636,74.4597,81.3836,68.3236,76.2236,64.8766,66.1636,73.9836
358.0,802.0,122,1.0,72.0952,69.7152,78.7504,83.8152,75.3352,74.6909,131.9152,74.4952,81.5352,68.4752,76.3752,64.8769,66.3152,74.1352
359.0,803.0,122,2.0,72.2467,69.8667,78.9067,84.0467,75.5067,74.6915,132.0667,74.6467,81.8067,68.6467,76.5267,64.8772,66.4667,74.2934
360.0,804.0,122,3.0,72.3982,70.0182,79.0582,84.2182,75.6582,74.6921,132.2182,74.7982,81.9582,68.7982,76.6782,64.8774,66.6182,74.4582
361.0,805.0,123,1.0,72.5697,70.1697,79.2497,84.4097,75.8097,74.6927,132.3697,74.9897,82.1097,68.9497,76.9194,64.8777,66.7697,74.6097
362.0,806.0,123,2.0,72.7812,70.3212,79.4412,84.5612,75.9612,74.6933,132.5412,75.1812,82.3012,69.1012,77.0812,64.8779,66.9212,74.7612
363.0,807.0,123,3.0,72.9327,70.4327,79.5927,84.7254,76.1127,74.6939,132.6927,75.3327,82.4527,69.2527,77.2327,64.8782,67.0727,74.9127
364.0,808.0,124,1.0,73.0884,70.5884,79.7526,84.9284,76.2684,74.6945,132.8442,75.4926,82.6242,69.4084,77.401,64.8784,67.2242,75.0842
365.0,809.0,124,2.0,73.2558,70.7558,79.9358,85.1116,76.4358,74.6951,132.9958,75.6758,82.7758,69.5758,77.6158,64.8787,67.3758,75.2358
366.0,810.0,124,3.0,73.4073,70.9073,80.0873,85.3165,76.5946,74.6957,133.1473,75.8273,82.9765,69.7273,77.7673,64.879,67.5273,75.3946
367.0,811.0,125,1.0,73.5588,71.0588,80.2388,85.5188,76.7588,74.6963,133.2988,75.9988,83.1788,69.8788,77.9188,64.8792,67.6788,75.5588
368.0,812.0,125,2.0,73.7303,71.2103,80.4703,85.7503,76.9303,74.6969,133.4703,76.2103,83.3503,70.0303,78.0903,64.8795,67.8303,75.7103
369.0,813.0,125,3.0,73.8818,71.3618,80.6218,85.9018,77.0818,74.6975,133.6218,76.3618,83.5036,70.1818,78.2418,64.8797,67.9818,75.8618
370.0,814.0,126,1.0,74.0533,71.5133,80.7733,86.0533,77.2333,74.6981,133.7533,76.5133,83.6733,70.3333,78.3933,64.88,68.1333,76.0133
371.0,815.0,126,2.0,74.2848,71.6648,80.9648,86.2448,77.4048,74.6987,133.9248,76.7048,83.8848,70.5048,78.5848,64.8833,68.2848,76.1696
372.0,816.0,126,3.0,74.4364,71.7964,81.1164,86.3964,77.5564,74.6993,134.0764,76.8564,84.0364,70.6564,78.7364,64.8867,68.3964,76.3364
373.0,817.0,127,1.0,74.5879,71.9479,81.2995,86.6679,77.7079,74.7,134.2279,77.0079,84.1879,70.8079,78.8879,64.8902,68.5479,76.4879
374.0,818.0,127,2.0,74.7594,72.0994,81.5194,86.8994,77.8594,74.7066,134.4194,77.2594,84.4194,70.9594,79.0394,64.8936,68.6994,76.6394
375.0,819.0,127,3.0,74.9109,72.2509,81.6709,87.0509,78.0109,74.7139,134.5709,77.4109,84.6309,71.1109,79.1909,64.8971,68.8509,76.7909
376.0,820.0,128,1.0,75.0672,72.4024,81.8272,87.2024,78.1624,74.7424,134.7224,77.6024,84.7824,71.2648,79.3424,64.9224,69.0024,76.9424
377.0,821.0,128,2.0,75.2739,72.5539,82.0139,87.4017,78.3278,74.8939,134.8739,77.7539,84.9678,71.4339,79.4939,65.0039,69.1539,77.0939
378.0,822.0,128,3.0,75.4255,72.7055,82.1655,87.6455,78.4855,75.0455,135.0255,77.9055,85.1255,71.5855,79.7855,65.0119,69.3255,77.2655
379.0,823.0,129,1.0,75.577,72.857,82.334,87.797,78.637,75.197,135.177,78.108,85.297,71.737,79.937,65.0198,69.477,77.417
380.0,824.0,129,2.0,75.7285,73.0085,82.5685,88.0085,78.8085,75.3485,135.3885,78.3085,85.5485,71.9085,80.1485,65.0885,69.6285,77.5685
381.0,825.0,129,3.0,75.88,73.16,82.72,88.16,78.96,75.4867,135.54,78.46,85.7,72.06,80.3,65.1525,69.78,77.72
382.0,826.0,130,1.0,76.0315,73.3115,82.8715,88.346,79.1115,75.6115,135.6915,78.6115,85.8515,72.2115,80.4515,65.2315,69.9315,77.883
383.0,827.0,130,2.0,76.183,73.463,83.023,88.603,79.263,75.723,135.843,78.823,86.023,72.363,80.603,65.2947,70.083,78.046
384.0,828.0,130,3.0,76.3345,73.6145,83.1945,88.7745,79.4345,75.7714,135.9945,78.9745,86.1745,72.5145,80.7745,65.3945,70.2345,78.2145
385.0,829.0,131,1.0,76.5261,73.7661,83.3461,88.9583,79.5922,75.8461,136.1522,79.1505,86.3261,72.6922,80.9322,65.5461,70.3861,78.3722
386.0,830.0,131,2.0,76.7376,73.9176,83.5976,89.1976,79.7576,75.9464,136.3176,79.3576,86.6176,72.8576,81.2176,65.6464,70.5376,78.5376
387.0,831.0,131,3.0,76.8891,74.0691,83.7491,89.3491,79.9091,75.9891,136.4691,79.5091,86.7691,73.0091,81.3691,65.6891,70.6691,78.6891
388.0,832.0,132,1.0,77.0406,74.2006,83.9012,89.5006,80.0606,76.1406,136.6206,79.6606,86.9206,73.1606,81.5206,65.8406,70.8206,78.8406
389.0,833.0,132,2.0,77.1921,74.3521,84.0721,89.6521,80.2121,76.2721,136.7521,79.8121,87.0721,73.3242,81.6721,65.9921,70.9721,78.9921
390.0,834.0,132,3.0,77.3436,74.5036,84.2236,89.8836,80.4036,76.4036,136.9036,79.9636,87.2436,73.4836,81.8236,66.1236,71.1036,79.1436
391.0,835.0,133,1.0,77.4952,74.6552,84.3752,90.0352,80.5552,76.5552,137.0552,80.1352,87.4352,73.6352,81.9752,66.2752,71.2552,79.2952
392.0,836.0,133,2.0,77.7467,74.8267,84.6667,90.4267,80.7067,76.7067,137.2867,80.4267,87.7267,73.7867,82.1867,66.4267,71.4067,79.4667
393.0,837.0,133,3.0,77.8982,74.9691,84.8182,90.5782,80.8582,76.8053,137.4182,80.5782,87.8782,73.9382,82.3382,66.5782,71.5582,79.6182
394.0,838.0,134,1.0,78.0497,75.1097,84.9697,90.7297,81.0097,76.8191,137.5697,80.7297,88.0297,74.0897,82.4897,66.6097,71.7097,79.7697
395.0,839.0,134,2.0,78.2012,75.2624,85.1212,90.8612,81.1612,76.9612,137.7224,80.8812,88.1812,74.2412,82.6412,66.7612,71.8612,79.9212
396.0,840.0,134,3.0,78.3527,75.4327,85.2727,91.0127,81.3127,77.0927,137.8927,81.0327,88.3727,74.3927,82.7927,66.9127,72.0127,80.0727
397.0,841.0,135,1.0,78.5042,75.5842,85.4242,91.181,81.4726,77.2442,138.0568,81.1926,88.5452,74.5442,82.9442,67.0347,72.1642,80.2242
398.0,842.0,135,2.0,78.6758,75.7358,85.5758,91.4158,81.6558,77.3958,138.2558,81.4158,88.7758,74.6958,83.1558,67.0462,72.3158,80.3758
399.0,843.0,135,3.0,78.8273,75.8873,85.703,91.5673,81.8073,77.5118,138.4073,81.5673,88.9073,74.8473,83.3073,67.0531,72.4673,80.5273
400.0,844.0,136,1.0,78.9788,75.9788,85.7199,91.7188,81.9588,77.6388,138.4788,81.7188,89.0588,74.9988,83.4588,67.0599,72.5788,80.6788
401.0,845.0,136,2.0,79.1709,76.1303,85.8303,91.9309,82.1103,77.7415,138.6303,81.8903,89.2103,75.1503,83.6309,67.1826,72.7303,80.8509
402.0,846.0,136,3.0,79.3818,76.2818,85.9818,92.1018,82.2618,77.7809,138.7818,82.0418,89.3618,75.3218,83.8418,67.2818,72.9218,81.0218
403.0,847.0,137,1.0,79.5533,76.4333,86.0933,92.2533,82.4133,77.9133,138.9333,82.1933,89.5133,75.4733,83.9933,67.4333,73.0733,81.1733
404.0,848.0,137,2.0,79.7048,76.5848,86.1848,92.4048,82.5648,78.0124,139.0848,82.3848,89.7048,75.6248,84.1448,67.5403,73.2248,81.3248
