score_qstamp,qstamp,measure,beat,729209_tstamp,484063_tstamp,736778_tstamp
0.0,0.0,1,1.0,3.46,1.1,2.4
1.5,1.5,1,2.5,3.9758,1.4186,3.518
2.0,2.0,1,3.0,4.2176,1.5048,3.9496
6.0,7.0,3,1.0,5.2414,2.4076,5.1945
7.5,8.5,3,2.5,5.5655,2.7255,5.5055
8.0,9.0,3,3.0,5.6517,2.8117,5.6585
12.0,14.0,5,1.0,6.3738,3.6738,6.7138
13.5,15.5,5,2.5,6.5724,3.9324,7.0724
14.0,16.0,5,3.0,6.6586,4.0186,7.1586
15.0,17.0,6,1.0,6.831,4.202,7.382
16.5,18.5,6,2.5,7.6497,4.5297,7.8097
17.0,19.0,6,3.0,7.7359,4.6318,7.9118
24.0,31.0,9,1.0,8.6648,5.9848,10.1048
25.5,32.5,9,2.5,8.8439,6.2434,10.3634
26.0,33.0,9,3.0,8.8518,6.3297,10.4497
27.0,34.0,10,1.0,8.9421,6.5021,10.6821
28.0,35.0,10,2.0,9.1145,6.6745,10.8945
29.0,36.0,10,3.0,9.2669,6.8469,11.0669
30.0,37.0,11,1.0,9.4193,7.0193,11.2393
31.0,38.0,11,2.0,9.5917,7.2317,11.4717
32.0,39.0,11,3.0,9.7641,7.4041,11.6441
33.0,40.0,12,1.0,9.8966,7.5766,11.8166
34.0,41.0,12,2.0,10.069,7.789,12.009
35.0,42.0,12,3.0,10.2414,7.9614,12.1814
36.0,43.0,13,1.0,10.4138,8.1476,12.4138
37.0,44.0,13,2.0,10.5262,8.3662,12.5862
37.5,44.5,13,2.5,10.6124,8.4524,12.6724
38.0,45.0,13,3.0,10.6986,8.5586,12.7586
39.0,46.0,14,1.0,10.871,8.731,12.931
40.0,47.0,14,2.0,11.0434,8.9234,13.1034
41.0,48.0,14,3.0,11.1559,9.0959,13.2759
42.0,49.0,15,1.0,11.3283,9.3083,13.4483
43.0,50.0,15,2.0,11.5007,9.4807,13.6221
44.0,51.0,15,3.0,11.6531,9.6531,13.8331
45.0,52.0,16,1.0,11.8055,9.8455,14.011
46.0,53.0,16,2.0,11.9779,10.0379,14.1979
47.0,54.0,16,3.0,12.1303,10.2103,14.3703
48.0,55.0,17,1.0,12.3028,10.4256,14.5428
49.0,56.0,17,2.0,12.4752,10.6352,14.7352
49.5,56.5,17,2.5,12.5453,10.7214,14.8214
50.0,57.0,17,3.0,12.5876,10.8076,14.9076
51.0,58.0,18,1.0,12.76,11.0,15.08
52.0,59.0,18,2.0,12.9324,11.1924,15.2724
53.0,60.0,18,3.0,13.0248,11.3848,15.4448
54.0,61.0,19,1.0,13.1972,11.5744,15.6172
55.0,62.0,19,2.0,13.3697,11.7497,15.7897
56.0,63.0,19,3.0,13.5421,11.9221,15.9821
57.0,64.0,20,1.0,13.7145,12.0945,16.1545
58.0,65.0,20,2.0,13.8869,12.3469,16.3269
59.0,66.0,20,3.0,14.0593,12.5193,16.4993
60.0,67.0,21,1.0,14.1917,12.6917,16.6717
61.0,68.0,21,2.0,14.3841,12.8641,16.8641
61.5,68.5,21,2.5,14.4703,12.9352,16.9503
62.0,69.0,21,3.0,14.4953,13.0166,17.0366
63.0,70.0,22,1.0,14.649,13.198,17.209
64.0,71.0,22,2.0,14.8214,13.3814,17.4214
65.0,72.0,22,3.0,14.9738,13.5538,17.5938
66.0,73.0,23,1.0,15.1262,13.7524,17.7662
67.0,74.0,23,2.0,15.2986,13.9586,17.9386
68.0,75.0,23,3.0,15.451,14.131,18.111
69.0,76.0,24,1.0,15.6034,14.3034,18.2834
70.0,77.0,24,2.0,15.7759,14.4959,18.4559
71.0,78.0,24,3.0,15.8883,14.6683,18.6283
72.0,79.0,25,1.0,16.0607,14.8414,18.8007
73.0,80.0,25,2.0,16.2331,15.0531,18.9731
73.5,80.5,25,2.5,16.3193,15.1593,19.0593
74.0,81.0,25,3.0,16.3855,15.2455,19.1455
75.0,82.0,26,1.0,16.4979,15.4379,19.3179
76.0,83.0,26,2.0,16.6703,15.6303,19.4903
77.0,84.0,26,3.0,16.7828,15.8028,19.6628
78.0,85.0,27,1.0,16.9552,15.9752,19.8352
79.0,86.0,27,2.0,17.1476,16.1876,20.0276
80.0,87.0,27,3.0,17.32,16.36,20.2
81.0,88.0,28,1.0,17.4524,16.5324,20.3848
82.0,89.0,28,2.0,17.6248,16.7448,20.5648
83.0,90.0,28,3.0,17.7372,16.9172,20.7372
84.0,91.0,29,1.0,17.9097,17.0897,20.9194
85.0,92.0,29,2.0,18.0821,17.2821,21.1021
86.0,93.0,29,3.0,18.2145,17.4545,21.2745
87.0,94.0,30,1.0,18.3869,17.6338,21.4469
88.0,95.0,30,2.0,18.5593,17.8393,21.6193
89.0,96.0,30,3.0,18.6517,18.0117,21.7917
90.0,97.0,31,1.0,18.8241,18.1841,21.9641
91.0,98.0,31,2.0,18.9966,18.3566,22.1366
92.0,99.0,31,3.0,19.149,18.569,22.309
93.0,100.0,32,1.0,19.3014,18.7414,22.4814
94.0,101.0,32,2.0,19.4738,18.9138,22.6738
95.0,102.0,32,3.0,19.6462,19.0862,22.8462
96.0,103.0,33,1.0,19.7986,19.2986,23.0186
97.0,104.0,33,2.0,19.971,19.491,23.191
98.0,105.0,33,3.0,20.1034,19.6634,23.3634
99.0,106.0,34,1.0,20.2559,19.8559,23.5359
100.0,107.0,34,2.0,20.4083,20.0683,23.7083
101.0,108.0,34,3.0,20.5407,20.2407,23.8807
102.0,109.0,35,1.0,20.6931,20.4131,24.0531
103.0,110.0,35,2.0,20.8655,20.6255,24.2255
