qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,C Clarinet 1,C Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,Bb (basso) Horn 3,Bb (basso) Horn 4,D Trumpet 1,D Trumpet 2,Alto Trombone,Tenor Trombone,Bass Trombone,"F, F Timpani",Violin 1,Violin 2,Viola,Violoncello,Contrabass
2269.0,2281.0,P8(Oboe 1)&P8(C Clarinet 1)&P3(Bassoon 2),P8(Oboe 2)&P3(Bassoon 1),P8(Flute 1)&P8(C Clarinet 1)&P3(Bassoon 2),P8(Flute 2)&P3(Bassoon 1),P8(Flute 1)&P8(Oboe 1)&P3(Bassoon 2),,P3(Flute 2)&P3(Oboe 2),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1),P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(Bb (basso) Horn 3)&U(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&U(D Horn 2)&P8(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(D Horn 1)&P8(D Horn 2)&U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),,,,Main Part,P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&U(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&U(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
2281.0,2287.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1),P8(D Horn 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Bb (basso) Horn 4)&P8(D Trumpet 1)&U(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 2),U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(D Trumpet 1),,,,Main Part,P8(Violin 2),P8(Violin 1),U(D Horn 1)&P8(D Horn 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Viola)&P8(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(Viola)&P8(Violoncello)
2287.0,2293.0,U(Flute 2)&P8(C Clarinet 1)&P8(C Clarinet 2),U(Flute 1)&P8(C Clarinet 1)&P8(C Clarinet 2),P8(Oboe 2),P8(Oboe 1),P8(Flute 1)&P8(Flute 2)&P8(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&P8(C Clarinet 1),P8(Bassoon 2),P8(Bassoon 1),U(D Horn 2),U(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,Main Part,P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
2293.0,2299.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 2)&U(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1),U(D Horn 2),U(D Horn 1),Main Part,P8(Main),U(D Trumpet 2),U(D Trumpet 1),,,,,P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
2299.0,2305.0,P8(Flute 2)&P8(Oboe 1)&P8(C Clarinet 1),P8(Flute 1)&P8(Oboe 1)&P8(C Clarinet 1),P8(Flute 1)&P8(Flute 2)&U(C Clarinet 1),U(C Clarinet 2),P8(Flute 1)&P8(Flute 2)&U(Oboe 1),U(Oboe 2),,,P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,,,,P8(Violin 2),P8(Violin 1),,P8(Contrabass),P8(Violoncello)
2305.0,2323.0,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,P8(D Horn 2),P8(D Horn 1),Main Part,P8(Main),U(D Trumpet 2),U(D Trumpet 1),,,,,,,,P8(Contrabass),P8(Violoncello)
2323.0,2335.0,P8(Oboe 1),P8(Oboe 2),P8(Flute 1),P8(Flute 2),,,,,Main Part,P8(Main),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),"P8(D Trumpet 2)&P3(F, F Timpani)","P8(D Trumpet 1)&P3(F, F Timpani)",,,,P3(D Trumpet 1)&P3(D Trumpet 2),,,,,
2335.0,2341.0,P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Oboe 1)&P8(Oboe 2),P8(Flute 1)&U(Flute 2)&P8(Oboe 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),Main Part,P8(Main),P8(Bb (basso) Horn 4)&P8(Violin 1)&U(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bb (basso) Horn 3)&P8(Violin 1)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),U(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4)&P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P5(Viola)&P8(Contrabass),P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4)&P3(Violin 1)&P3(Violin 2)&P5(Viola)&P8(Violoncello)
2341.0,2347.0,P8(Flute 2)&P8(Oboe 1),P8(Flute 1)&U(Oboe 1),P8(Flute 1)&U(Flute 2),"P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F, F Timpani)","P3(Oboe 2)&P3(C Clarinet 2)&P3(F, F Timpani)","P8(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P8(F, F Timpani)","P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 2)&P3(F, F Timpani)","P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(F, F Timpani)",Main Part,P8(Main),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,P8(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P3(Bassoon 2),,,,P8(Contrabass),P8(Violoncello)
2347.0,2353.0,P8(Flute 2)&P8(Oboe 1),P8(Flute 1)&U(Oboe 1),P8(Flute 1)&U(Flute 2),,,,P8(Bassoon 2),P8(Bassoon 1),P8(D Horn 2),P8(D Horn 1),Main Part,P8(Main),"P8(D Trumpet 2)&P3(F, F Timpani)&U(Violin 2)","P8(D Trumpet 1)&P3(F, F Timpani)&P8(Violin 2)",,,,P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P8(Viola),"U(D Trumpet 1)&P8(D Trumpet 2)&P3(F, F Timpani)",P8(Violin 1),"P3(F, F Timpani)&P8(Contrabass)","P3(F, F Timpani)&P8(Violoncello)"
2353.0,2359.0,P8(Oboe 1),P8(Oboe 2),P8(Flute 1),P8(Flute 2),,,,,P8(D Horn 2),P8(D Horn 1),Main Part,P8(Main),P8(D Trumpet 2),P8(D Trumpet 1),,,,,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
2359.0,2371.0,,,,,,,,,P8(D Horn 2),P8(D Horn 1),Main Part,P8(Main),P8(D Trumpet 2),P8(D Trumpet 1),,,,,,,,P8(Contrabass),P8(Violoncello)
2371.0,2383.0,P8(Bassoon 1),,,,,,P8(Flute 1),,P8(D Horn 2),P8(D Horn 1),,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
2383.0,2386.0,P8(C Clarinet 1),,,P3(C Clarinet 2)&P5(Bassoon 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),P8(Flute 1),P3(Oboe 2)&P3(Bassoon 2)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),,P5(Oboe 2)&P3(C Clarinet 2)&P5(Bb (basso) Horn 3)&P5(Bb (basso) Horn 4),P8(D Horn 2)&P8(Main)&P5(Violin 2)&P3(Viola),P8(D Horn 1)&P8(Main)&P5(Violin 2)&P3(Viola),P8(Oboe 2)&P3(C Clarinet 2)&P5(Bassoon 2)&P8(Bb (basso) Horn 4),P8(Oboe 2)&P3(C Clarinet 2)&P5(Bassoon 2)&P8(Bb (basso) Horn 3),,,,,,,Main Part,P5(D Horn 1)&P5(D Horn 2)&P5(Main)&P3(Viola),P3(D Horn 1)&P3(D Horn 2)&P3(Main)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
2386.0,2389.0,P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P3(Oboe 2)&P3(C Clarinet 1),P3(Oboe 1)&U(C Clarinet 1)&P3(C Clarinet 2),P3(Oboe 1)&U(Oboe 2)&P3(C Clarinet 2),P3(Oboe 2)&P3(C Clarinet 1),,,P8(D Horn 2),P8(D Horn 1),P8(Flute 1)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Bb (basso) Horn 3),,,,,,,Main Part,P5(Main)&P3(Viola),P3(Main)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
2389.0,2392.0,P3(C Clarinet 1)&P8(C Clarinet 2),,P3(Oboe 2)&P8(Bassoon 1)&P3(Bassoon 2),P3(Oboe 1)&P3(Bassoon 1)&P8(Bassoon 2),P3(Flute 1)&P3(C Clarinet 2),P8(Flute 1)&P3(C Clarinet 1),P8(Oboe 1)&P3(Oboe 2)&P3(Bassoon 2),P3(Oboe 1)&P8(Oboe 2)&P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),P8(Bb (basso) Horn 4),P8(Bb (basso) Horn 3),,,,,,Main Part,P3(Main)&P5(Violin 2)&P3(Viola),P3(Main)&P5(Violin 1)&P3(Viola),P8(Main)&P3(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
2392.0,2395.0,P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2),,,P3(C Clarinet 1)&P3(Bassoon 1),P3(Flute 1)&P3(Oboe 2)&P3(C Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2),P8(Flute 1)&P3(C Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2),P3(Flute 1)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2),P8(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(D Horn 1)&P8(D Horn 2),P8(Flute 1)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 2),P8(Flute 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1),,,,,,,,Main Part,P3(Main)&P5(Violin 2)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P3(Main)&P5(Violin 1)&P3(Viola)&P5(Violoncello)&P5(Contrabass),U(Main)&P3(Violin 1)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Main)&P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P3(Main)&P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
2395.0,2425.0,U(Oboe 1)&P5(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),,U(Flute 1)&P5(Oboe 2)&P3(C Clarinet 1)&P8(C Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2),P5(Flute 1)&P5(Oboe 1)&P3(C Clarinet 1)&P5(C Clarinet 2)&P3(Bassoon 1)&P5(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 2)&U(Bassoon 1)&P3(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P5(Oboe 2)&P3(C Clarinet 1)&P3(Bassoon 1)&U(Bassoon 2),P3(Flute 1)&P3(Oboe 1)&P3(Oboe 2)&U(C Clarinet 1)&P3(C Clarinet 2)&P3(Bassoon 2),P8(Flute 1)&P8(Oboe 1)&P5(Oboe 2)&P3(C Clarinet 1)&U(C Clarinet 2)&P3(Bassoon 1),P8(D Horn 2),P8(D Horn 1),,,,,,,,Main Part,P5(Violin 2)&P3(Viola)&P8(Violoncello)&P8(Contrabass),P5(Violin 1)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P3(Violin 1)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Contrabass),P8(Violin 1)&P5(Violin 2)&P3(Viola)&P8(Violoncello)
2425.0,2428.0,P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P8(Main)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P8(Main)&P8(Bb (basso) Horn 4),,P5(Flute 1)&P5(Oboe 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P5(Main)&P5(Bb (basso) Horn 4),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Bassoon 2)&P3(Main)&P3(Bb (basso) Horn 4),P5(Flute 1)&P5(Oboe 1)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 2)&P5(Main)&P5(Bb (basso) Horn 4),P5(Flute 1)&P5(Oboe 1)&P8(C Clarinet 1)&P3(C Clarinet 2)&P8(Bassoon 1)&P5(Main)&P5(Bb (basso) Horn 4),P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P3(Viola),P8(D Horn 1)&P8(Violin 1)&P5(Violin 2)&P3(Viola),Main Part,P8(Flute 1)&P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P5(Bassoon 1)&P5(Bassoon 2)&P8(Main),,,,,,,P8(D Horn 1)&P8(D Horn 2)&P5(Violin 2)&P3(Viola),P5(D Horn 1)&P5(D Horn 2)&P5(Violin 1)&P3(Viola),P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2)&P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
2428.0,2431.0,P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main)&P8(Bb (basso) Horn 4),,P5(Flute 1)&P5(Oboe 1)&P3(C Clarinet 2)&P5(Main)&P5(Bb (basso) Horn 4),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Main)&P3(Bb (basso) Horn 4),P3(C Clarinet 2),,P8(D Horn 2)&P8(Violin 1)&P5(Violin 2)&P3(Viola),P8(D Horn 1)&P8(Violin 1)&P5(Violin 2)&P3(Viola),Main Part,P8(Flute 1)&P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main),,,,,,,P8(D Horn 1)&P8(D Horn 2)&P5(Violin 2)&P3(Viola),P5(D Horn 1)&P5(D Horn 2)&P5(Violin 1)&P3(Viola),P3(D Horn 1)&P3(D Horn 2)&P3(Violin 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
2431.0,2434.0,P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main)&P8(Bb (basso) Horn 4),,P5(Flute 1)&P5(Oboe 1)&P3(C Clarinet 2)&P5(Main)&P5(Bb (basso) Horn 4),P3(Flute 1)&P3(Oboe 1)&P3(C Clarinet 1)&P3(Bassoon 1)&P3(Main)&P3(Bb (basso) Horn 4),P3(C Clarinet 2),,P8(D Horn 2)&P5(Violin 2)&P3(Viola),P8(D Horn 1)&P5(Violin 2)&P3(Viola),Main Part,P8(Flute 1)&P8(Oboe 1)&P5(C Clarinet 1)&P3(C Clarinet 2)&P8(Main),,,,,,,P3(Violoncello)&P3(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P3(Viola),P3(D Horn 1)&P3(D Horn 2)&P3(Violin 2),P3(Violin 1)&P8(Contrabass),P3(Violin 1)&P8(Violoncello)
2434.0,2437.0,P8(Oboe 1)&P3(C Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P3(C Clarinet 2)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,,P3(Flute 1)&P3(Oboe 1)&P3(Bb (basso) Horn 3)&P3(Bb (basso) Horn 4),P8(Bassoon 2),P8(Bassoon 1),Main Part,P8(Main)&P3(Viola),P8(Flute 1)&P8(Oboe 1)&P3(C Clarinet 2)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Oboe 1)&P3(C Clarinet 2)&P8(Bb (basso) Horn 3),,,,,,,,P3(Viola),P3(Main)&P3(D Horn 2)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
2437.0,2440.0,P8(Oboe 1)&P6(C Clarinet 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P6(C Clarinet 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P6(Flute 1)&P6(Oboe 1)&P6(Bb (basso) Horn 3)&P6(Bb (basso) Horn 4),,P8(Bassoon 2),P8(Bassoon 1),Main Part,P8(Main),P8(Flute 1)&P8(Oboe 1)&P6(C Clarinet 1)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Oboe 1)&P6(C Clarinet 1)&P8(Bb (basso) Horn 3),,,,,,,,,,P8(Contrabass),P8(Violoncello)
2440.0,2443.0,P8(Oboe 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P8(Flute 1)&P8(Bb (basso) Horn 3)&P8(Bb (basso) Horn 4),,P3(Bassoon 1)&P3(Bassoon 2),,P3(C Clarinet 1)&P8(Bassoon 2),P3(C Clarinet 1)&P8(Bassoon 1),Main Part,P8(Main)&P4(Violin 2)&P8(Viola),P8(Flute 1)&P8(Oboe 1)&P8(Bb (basso) Horn 4),P8(Flute 1)&P8(Oboe 1)&P8(Bb (basso) Horn 3),P8(D Trumpet 2),P8(D Trumpet 1),,,,,,P4(Main)&P4(D Horn 2)&P4(Viola),U(Main)&P8(D Horn 2)&P4(Violin 2),P8(Contrabass),P8(Violoncello)
2443.0,2446.0,P8(Oboe 1),P3(Oboe 2),P8(Flute 1),P3(Flute 2),,P6(Bassoon 1)&P6(Bassoon 2),P6(C Clarinet 2)&P8(Bassoon 2),P6(C Clarinet 2)&P8(Bassoon 1),P8(Violin 1),P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,P8(Main),P8(D Horn 2)&P8(D Trumpet 2),P8(D Horn 2)&P8(D Trumpet 1),,,,,P8(D Horn 1),,,P8(Contrabass),P8(Violoncello)
2446.0,2449.0,P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(D Trumpet 1)&P4(D Trumpet 2),P8(Flute 1)&U(Oboe 1)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(D Trumpet 1)&P4(D Trumpet 2),P8(Flute 1)&U(Flute 2)&P3(Oboe 2)&P8(C Clarinet 1)&P3(C Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(D Trumpet 1)&P4(D Trumpet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P3(C Clarinet 1)&P8(C Clarinet 2)&P6(Bassoon 1)&P6(Bassoon 2)&P6(D Trumpet 1)&P6(D Trumpet 2),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P3(C Clarinet 2)&P4(Bassoon 1)&P4(Bassoon 2)&P4(D Trumpet 1)&P4(D Trumpet 2),P3(Flute 1)&P3(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(C Clarinet 1)&P6(Bassoon 1)&P6(Bassoon 2)&P6(D Trumpet 1)&P6(D Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 1)&P8(D Trumpet 1)&P8(D Trumpet 2),,,Main Part,,P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 2),P4(Flute 1)&P4(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(C Clarinet 1)&P6(C Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(D Trumpet 1),,,,,,,,P8(Contrabass),P8(Violoncello)
2449.0,2461.0,P8(C Clarinet 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Bassoon 1),,P8(Flute 1)&P8(C Clarinet 1),,P8(D Horn 2),P8(D Horn 1),Main Part,,,,,,,,,P8(Viola),P8(Violin 2),P8(Contrabass),P8(Violoncello)
