qstamp,measure,beat,measure_fraction,label,part,part_num,instrument
0.0,1,1.0,0.0,a,Fl. 2,2,Fl
3.0,3,1.0,0.0,a,Fl. 2,2,Fl
9.0,7,1.0,0.0,a,Fl. 1,1,Fl
12.0,9,1.0,0.0,a,Fl. 1,1,Fl
18.25,13,1.1667,0.1667,b,Fl. 2,2,Fl
21.25,15,1.1667,0.1667,b,Fl. 1,1,Fl
24.25,17,1.1667,0.1667,b,Fl. 2,2,Fl
27.25,19,1.1667,0.1667,b,Vln. p.,0,Vln
30.25,21,1.1667,0.1667,b,Fl. 1,1,Fl
33.0,23,1.0,0.0,a,Fl. 2,2,Fl
36.0,25,1.0,0.0,a,Fl. 2,2,Fl
42.25,29,1.1667,0.1667,a,Vln. p.,0,Vln
45.0,31,1.0,0.0,a,Vln. 1,3,Vln
51.5,35,1.3333,0.3333,c,Fl. 1,1,Fl
57.5,39,1.3333,0.3333,c,Fl. 1,1,Fl
61.75,42,1.1667,0.1667,c,Fl. 2,2,Fl
63.0,43,1.0,0.0,c,Fl. 1,1,Fl
69.25,47,1.1667,0.1667,b,Fl. 1,1,Fl
72.25,49,1.1667,0.1667,b,Fl. 2,2,Fl
75.25,51,1.1667,0.1667,b,Fl. 1,1,Fl
78.25,53,1.1667,0.1667,b,Vln. p.,0,Vln
82.75,56,1.1667,0.1667,b,Fl. 2,2,Fl
84.0,57,1.0,0.0,a,Fl. 2,2,Fl
87.0,59,1.0,0.0,a,Fl. 2,2,Fl
93.0,63,1.0,0.0,a,Vln. p.,0,Vln
96.0,65,1.0,0.0,a,Fl. 1,1,Fl
102.5,69,1.3333,0.3333,c,Fl. 1,1,Fl
111.25,75,1.1667,0.1667,b,Fl. 1,1,Fl
117.25,79,1.1667,0.1667,d,Vln. p.,0,Vln
117.75,79,1.5,0.5,d,Fl. 1,1,Fl
118.25,79,1.8333,0.8333,d,Vln. p.,0,Vln
118.75,80,1.1667,0.1667,d,Fl. 1,1,Fl
119.25,80,1.5,0.5,d,Vln. p.,0,Vln
119.75,80,1.8333,0.8333,d,Fl. 1,1,Fl
120.25,81,1.1667,0.1667,d,Vln. p.,0,Vln
123.25,83,1.1667,0.1667,e,Vln. p.,0,Vln
126.25,85,1.1667,0.1667,e,Vln. p.,0,Vln
129.25,87,1.1667,0.1667,e,Vln. p.,0,Vln
132.0,89,1.0,0.0,a,Fl. 2,2,Fl
135.25,91,1.1667,0.1667,e,Vln. p.,0,Vln
138.25,93,1.1667,0.1667,e,Vln. p.,0,Vln
144.25,97,1.1667,0.1667,e,Vln. p.,0,Vln
147.25,99,1.1667,0.1667,e,Vln. p.,0,Vln
150.25,101,1.1667,0.1667,e,Vln. p.,0,Vln
153.0,103,1.0,0.0,a,Fl. 1,1,Fl
156.25,105,1.1667,0.1667,e,Vln. p.,0,Vln
159.25,107,1.1667,0.1667,e,Vln. p.,0,Vln
162.25,109,1.1667,0.1667,e,Vln. p.,0,Vln
165.0,111,1.0,0.0,a,Fl. 2,2,Fl
168.25,113,1.1667,0.1667,e,Vln. p.,0,Vln
171.25,115,1.1667,0.1667,e,Vln. p.,0,Vln
174.25,117,1.1667,0.1667,e,Vln. p.,0,Vln
180.25,121,1.1667,0.1667,e,Vln. p.,0,Vln
183.25,123,1.1667,0.1667,e,Vln. p.,0,Vln
186.5,125,1.3333,0.3333,c,Fl. 1,1,Fl
192.5,129,1.3333,0.3333,c,Vln. 1,3,Vln
198.5,133,1.3333,0.3333,c,Fl. 1,1,Fl
204.0,137,1.0,0.0,a,Fl. 1,1,Fl
213.5,143,1.3333,0.3333,c,Fl. 1,1,Fl
