qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,2.5,0.0,a,Vln,14
8.5,6,1,0.0,a,Vln,14
16.0,9,2.5,0.75,a,Ob,2
24.5,14,1,0.0,a,Ob,2
32.0,17,2.5,0.75,b,Vln,14
41.5,22,2,0.5,b,Vln,14
45.5,24,2,0.5,b,Vc,17
48.5,26,1,0.0,b,Vln,14
52.5,28,1,0.0,b,Vc,17
60.0,31,2.5,0.75,a,Vln,14
72.0,37,2.5,0.75,b,Ob,2
76.5,40,1,0.0,b,Ob,2
81.5,42,2,0.5,b,Ob,2
85.5,44,2,0.5,b,Bsn,6
88.5,46,1,0.0,b,Ob,2
92.5,48,1,0.0,b,Cl,4
100.0,51,2.5,0.75,a,Ob,2
110.5,57,1,0.0,a,Bsn,6
118.5,61,1,0.0,a,Fl,0
126.5,65,1,0.0,a,Fl,0
136.5,70,1,0.0,c,Ob,2
140.5,72,1,0.0,c,Fl,0
144.5,74,1,0.0,c,Bsn,6
147.0,75,1.5,0.25,c,Ob,2
150.5,77,1,0.0,d,Fl,0
157.5,80,2,0.5,d,Vln,14
166.5,85,1,0.0,d,Vln,14
170.5,87,1,0.0,e,Vln,14
171.5,87,2,0.5,e,Fl,0
517/3,87,2.83,0.917,e,Vln,14
173.5,88,2,0.5,e,Fl,0
176.5,90,1,0.0,e,Vln,14
178.0,90,2.5,0.75,c,Ob,2
194.5,99,1,0.0,d,Fl,0
200.5,102,1,0.0,f,Vln,14
208.0,105,2.5,0.75,a,Vln,14
216.5,110,1,0.0,a,Vln,14
226.5,115,1,0.0,b,Vln,15
232.5,118,1,0.0,b,Vln,14
240.5,122,1,0.0,b,Vla,16
246.5,125,1,0.0,b,Vln,14
258.5,131,1,0.0,b,Fl,0
268.5,136,1,0.0,b,Cl,4
278.5,141,1,0.0,b,Ob,2
280.75,142,1.25,0.125,b,Fl,0
282.75,143,1.25,0.125,b,Ob,2
284.75,144,1.25,0.125,b,Fl,0
286.75,145,1.25,0.125,b,Ob,2
288.5,146,1,0.0,b,Fl,0
290.0,146,2.5,0.75,b,Ob,2
299.5,151,2,0.5,b,Vln,14
306.5,155,1,0.0,a,Vln,14
316.5,160,1,0.0,a,Hn,8
326.5,165,1,0.0,a,Hn,8
326.5,165,1,0.0,a,Vc,17
327.5,165,2,0.5,a,Vln,15
328.5,166,1,0.0,a,Vln,14
330.5,167,1,0.0,a,Vc,17
331.5,167,2,0.5,a,Vln,15
332.5,168,1,0.0,a,Vln,14
333.5,168,2,0.5,a,Fl,0
334.5,169,1,0.0,d,Fl,0
341.0,172,1.5,0.25,d,Bsn,6
344.5,174,1,0.0,a,Ob,2
352.5,178,1,0.0,a,Ob,2
360.0,181,2.5,0.75,b,Vln,14
368.5,186,1,0.0,b,Ob,2
374.5,189,1,0.0,b,Ob,2
380.5,192,1,0.0,e,Vln,14
384.75,194,1.25,0.125,e,Ob,2
386.75,195,1.25,0.125,e,Fl,0
388.5,196,1,0.0,a,Ob,2
398.5,201,1,0.0,a,Vln,14
406.5,205,1,0.0,a,Fl,0
416.5,210,1,0.0,g,Vln,15
421.0,212,1.5,0.25,g,Vln,14
444.5,224,1,0.0,f,Vla,16
448.0,225,2.5,0.75,f,Ob,2
460.5,232,1,0.0,f,Vln,14
463.0,233,1.5,0.25,a,Ob,2
2827/6,237,1.67,0.333,a,Fl,0
475.5,239,2,0.5,a,Vln,14
483.0,243,1.5,0.25,a,Vln,14
487.75,245,2.25,0.625,a,Vln,14
491.0,247,1.5,0.25,a,Ob,2
