score_qstamp,qstamp,measure,beat,589444_tstamp,736426_tstamp,736431_tstamp,729155_tstamp,711703_tstamp,723417_tstamp,735781_tstamp,736410_tstamp
362.0,362.0,91,2.0,193.8702,179.5417,175.0634,170.2017,111.3681,129.6409,166.7102,132.7354
362.5,362.5,91,2.25,194.0956,179.7556,175.3356,170.3556,111.3691,129.6417,166.9956,132.7516
363.0,363.0,91,2.5,194.2295,179.8895,175.4695,170.4895,111.3701,129.6425,167.1295,132.8095
363.5,363.5,91,2.75,194.3635,180.0235,175.6035,170.5835,111.3711,129.6433,167.2635,132.9034
364.0,364.0,92,1.0,194.5548,180.1574,175.8244,170.7174,111.3721,129.6441,167.4322,132.9374
365.0,365.0,92,1.5,194.9053,180.5053,176.1053,171.0053,111.3741,129.6458,167.7053,133.0187
366.0,366.0,92,2.0,195.1731,180.7731,176.3731,171.2931,111.3761,129.6474,167.9931,133.0265
367.0,367.0,92,2.5,195.581,181.181,176.721,171.561,111.3781,129.649,168.281,133.0334
368.0,368.0,93,1.0,195.8488,181.4664,176.9888,171.8288,111.3888,129.6507,168.5576,133.0488
369.0,369.0,93,1.5,196.1967,181.7967,177.3367,172.0967,111.4051,129.6523,168.8367,133.3084
370.0,370.0,93,2.0,196.4915,182.0915,177.6045,172.3645,111.4105,129.6539,169.1045,133.3276
371.0,371.0,93,2.5,196.8524,182.4724,177.9724,172.6524,111.4158,129.6556,169.3924,133.336
372.0,372.0,94,1.0,197.1206,182.7412,178.3018,172.9209,111.4803,129.6572,169.6806,133.3603
373.0,373.0,94,1.5,197.5081,183.0881,178.6681,173.2281,111.6823,129.6588,169.9881,133.4024
374.0,374.0,94,2.0,197.776,183.356,178.936,173.496,111.6916,129.6807,170.256,133.4053
375.0,375.0,94,2.5,198.1638,183.7876,179.3038,173.7638,111.72,129.6839,170.5238,133.4081
376.0,376.0,95,1.0,198.4917,184.0717,179.5717,174.0317,111.7223,129.6872,170.8317,133.411
377.0,377.0,95,1.5,198.9195,184.3795,179.9195,174.2995,111.7246,129.6905,171.1595,133.4138
378.0,378.0,95,2.0,199.2022,184.7474,180.2148,174.5674,111.7268,129.6937,171.4874,133.4167
379.0,379.0,95,2.5,199.5353,185.0153,180.5553,174.8353,111.7291,129.697,171.7553,133.4195
380.0,380.0,96,1.0,199.8031,185.3431,180.8231,175.0831,111.7314,129.7231,172.0231,133.4235
380.25,380.25,96,1.125,199.9301,185.5505,180.9303,175.1501,111.732,129.7901,172.0901,133.4245
380.5,380.5,96,1.25,199.997,185.657,181.057,175.217,111.7325,129.857,172.157,133.4256
380.75,380.75,96,1.375,200.064,185.724,181.124,175.284,111.7331,129.924,172.224,133.4266
381.0,381.0,96,1.5,200.131,185.791,181.191,175.351,111.7337,129.991,172.291,133.4277
382.0,382.0,96,2.0,200.5188,186.0588,181.4588,175.6188,111.7359,130.2588,172.5988,133.4319
383.0,383.0,96,2.5,200.8267,186.3267,181.8067,175.8867,111.7382,130.5267,172.8667,133.436
384.0,384.0,97,1.0,201.0945,186.5945,182.0945,176.1545,111.7802,130.6345,173.1345,133.4421
385.0,385.0,97,1.5,201.4424,186.9224,182.4424,176.4424,111.7834,130.9024,173.4248,133.6024
386.0,386.0,97,2.0,201.7303,187.2303,182.7103,176.7103,111.7867,131.0634,173.7303,133.8626
387.0,387.0,97,2.5,202.0781,187.5981,183.0781,176.9781,111.79,131.2981,173.9981,133.9225
388.0,388.0,98,1.0,202.386,187.866,183.386,177.246,111.7932,131.446,174.306,133.943
390.0,390.0,98,2.0,203.0417,188.5617,184.0417,177.7817,111.7998,131.8285,174.9217,134.2017
392.0,392.0,99,1.0,203.6974,189.2374,184.6896,178.3374,111.9287,132.1487,175.5174,134.6374
394.0,394.0,99,2.0,204.3531,189.9331,185.2931,178.8731,112.0331,132.2202,176.0662,134.7331
396.0,396.0,100,1.0,205.0888,190.5888,185.9488,179.4288,112.4844,132.2302,176.6088,135.0615
396.5,396.5,100,1.25,205.2828,190.8628,186.0856,179.6028,112.5461,132.2326,176.9628,135.1014
397.0,397.0,100,1.5,205.4167,191.0367,186.2767,179.7367,112.5967,132.2351,177.0967,135.1411
397.5,397.5,100,1.75,205.5506,191.1706,186.4706,179.8706,112.7306,132.2376,177.2306,135.143
398.0,398.0,100,2.0,205.7045,191.3135,186.6045,180.0045,112.8645,132.24,177.3645,135.1449
398.5,398.5,100,2.25,205.9585,191.4785,186.7385,180.1385,112.9019,132.2405,177.4985,135.1467
399.0,399.0,100,2.5,206.0924,191.6324,186.9324,180.2724,112.9045,132.2409,177.6324,135.1486
399.5,399.5,100,2.75,206.2263,191.7663,187.0663,180.4063,112.907,132.2414,177.7663,135.1505
400.0,400.0,101,1.0,206.3603,191.9003,187.2603,180.5403,112.9096,132.2418,177.9603,135.1524
400.5,400.5,101,1.25,206.4942,192.1542,187.3942,180.6742,112.9122,132.2423,178.0942,135.1543
401.0,401.0,101,1.5,206.7081,192.2881,187.5562,180.8081,112.9148,132.2427,178.2281,135.1562
401.5,401.5,101,1.75,206.842,192.422,187.702,180.942,112.9173,132.2432,178.362,135.1581
401.75,401.75,101,1.875,206.909,192.489,187.769,181.009,112.9186,132.2434,178.429,135.159
402.0,402.0,101,2.0,206.976,192.556,187.836,181.076,112.9199,132.2436,178.496,135.1599
402.5,402.5,101,2.25,207.1099,192.7099,187.9699,181.2099,112.9803,132.2441,178.6299,135.2005
403.0,403.0,101,2.5,207.3314,192.8476,188.1438,181.3628,112.9808,132.2445,178.7638,135.2068
403.5,403.5,101,2.75,207.5578,193.1178,188.4778,181.5978,112.9814,132.245,178.9778,135.2132
404.0,404.0,102,1.0,207.6917,193.2868,188.6117,181.7551,112.9819,132.2454,179.1117,135.2196
404.5,404.5,102,1.25,207.8256,193.4456,188.7456,181.9056,112.9824,132.2459,179.2456,135.2491
405.0,405.0,102,1.5,208.0395,193.5795,188.8795,182.0395,112.983,132.2463,179.3795,135.3395
405.5,405.5,102,1.75,208.1735,193.7335,189.0135,182.1735,112.9835,132.2468,179.5135,135.4735
406.0,406.0,102,2.0,208.3274,193.8674,189.1474,182.2874,112.9841,132.2473,179.6874,135.6074
406.5,406.5,102,2.25,208.5226,194.0413,189.2813,182.4213,112.9846,132.2477,179.8213,135.7407
407.0,407.0,102,2.5,208.6753,194.1953,189.4553,182.5706,112.9851,132.2482,180.0012,135.8353
407.5,407.5,102,2.75,208.8092,194.3292,189.5892,182.7092,112.9857,132.2486,180.1492,135.863
408.0,408.0,103,1.0,208.9831,194.4631,189.8031,182.8631,112.9862,132.2491,180.2831,135.8666
408.5,408.5,103,1.25,209.237,194.737,189.991,182.997,112.9868,132.2495,180.437,135.8702
409.0,409.0,103,1.5,209.371,194.871,190.131,183.1016,112.9873,132.25,180.571,135.8738
409.5,409.5,103,1.75,209.5049,195.0049,190.2698,183.1249,112.9878,132.2504,180.7049,135.8774
409.75,409.75,103,1.875,209.5719,195.0519,190.3519,183.1919,112.9881,132.2506,180.7719,135.8792
410.0,410.0,103,2.0,209.6388,195.1188,190.4188,183.2588,112.9884,132.2509,180.8388,135.9188
410.5,410.5,103,2.25,209.7728,195.2528,190.5528,183.3928,112.9889,132.2513,180.9728,136.0528
411.0,411.0,103,2.5,209.9467,195.4067,190.7267,183.5334,112.9895,132.2518,181.1067,136.1867
411.5,411.5,103,2.75,210.1806,195.6006,190.9406,183.9206,112.99,132.2522,181.2606,136.2752
412.0,412.0,104,1.0,210.3145,195.7345,191.0745,184.0545,112.9905,132.2527,181.3945,136.3945
412.5,412.5,104,1.25,210.4685,195.9285,191.2085,184.1885,112.9911,132.2531,181.5285,136.5285
413.0,413.0,104,1.5,210.6024,196.0624,191.3624,184.3024,112.9916,132.2536,181.6624,136.6624
413.5,413.5,104,1.75,210.7363,196.1963,191.4963,184.3345,112.9922,132.254,181.7963,136.7963
413.75,413.75,104,1.875,210.8266,196.3233,191.5833,184.3617,112.9924,132.2543,181.8633,136.8633
414.0,414.0,104,2.0,210.9309,196.3903,191.6503,184.4052,112.9927,132.2545,181.9509,136.9812
414.5,414.5,104,2.25,211.0842,196.5242,191.8442,184.5042,112.9932,132.2549,182.1042,137.1442
415.0,415.0,104,2.5,211.2362,196.6762,191.9781,184.6381,112.9938,132.2554,182.2381,137.1854
415.5,415.5,104,2.75,211.452,196.932,192.232,184.812,112.9943,132.2559,182.412,137.1929
416.0,416.0,105,1.0,211.592,197.066,192.366,184.946,112.9949,132.2563,182.546,137.206
416.5,416.5,105,1.25,211.7599,197.2399,192.4999,185.0799,112.9954,132.2568,182.6799,137.2632
417.0,417.0,105,1.5,211.9338,197.3738,192.6738,185.1938,112.9959,132.2572,182.8138,137.2686
417.5,417.5,105,1.75,212.0678,197.5078,192.8078,185.3278,112.9965,132.2577,182.9278,137.2739
417.75,417.75,105,1.875,212.1347,197.5747,192.8747,185.3947,112.9968,132.2579,182.9947,137.2766
418.0,418.0,105,2.0,212.2634,197.6834,192.9434,185.4617,112.997,132.2581,183.0617,137.2793
418.5,418.5,105,2.25,212.4156,197.8356,193.1356,185.5956,112.9976,132.2586,183.1956,137.3042
419.0,419.0,105,2.5,212.5495,197.9695,193.2695,185.7295,112.9981,132.259,183.3495,137.31
420.0,420.0,106,1.0,212.8974,198.3174,193.6774,186.0374,112.9992,132.2599,183.6574,137.3574
422.0,422.0,106,2.0,213.5531,199.0531,194.3331,186.6131,113.0016,132.2639,184.3131,137.3996
424.0,424.0,107,1.0,214.2288,199.9488,195.0088,187.2288,113.0043,132.2679,184.8888,137.4498
426.0,426.0,107,2.0,214.829,200.4845,195.6715,187.7645,113.0069,132.272,185.478,137.4622
428.0,428.0,108,1.0,215.4603,201.0409,196.3603,188.3003,113.0096,132.2761,186.1203,137.4829
430.0,430.0,108,2.0,216.176,201.636,197.076,188.976,113.0122,132.296,186.676,137.4874
432.0,432.0,109,1.0,216.7317,202.4717,197.7717,189.5117,113.0148,132.6317,187.2317,137.4919
434.0,434.0,109,2.0,217.4474,203.0074,198.3074,190.1474,113.0175,133.1274,187.7874,137.4964
435.0,435.0,109,2.5,217.7153,203.3212,198.6824,190.4153,113.0188,133.2153,188.1012,137.4986
435.75,435.75,109,2.875,217.9562,203.5362,198.9162,190.6162,113.0198,133.4162,188.3162,137.5362
48.0,436.0,13,1.0,218.1031,203.6231,198.9893,190.6831,113.0431,133.4831,188.3862,137.6031
51.0,439.0,13,2.5,219.0667,204.5267,199.8667,191.5267,113.0625,133.7434,189.2667,137.8816
51.75,439.75,13,2.875,219.2676,204.7676,200.0676,191.7276,113.0632,133.7446,189.4676,137.8823
52.0,440.0,14,1.0,219.3345,204.849,200.1345,191.7945,113.0634,133.745,189.5345,137.8825
55.0,443.0,14,2.5,220.2467,205.7181,201.0981,192.5581,113.066,133.75,190.3381,137.8851
55.75,443.75,14,2.875,220.459,205.939,201.319,192.759,113.0666,133.7512,190.539,137.8858
56.0,444.0,15,1.0,220.58,206.078,201.466,192.826,113.0668,133.7516,190.624,137.886
56.5,444.5,15,1.25,220.8399,206.2399,201.5999,192.9599,113.0672,133.7525,190.7999,137.8864
57.0,445.0,15,1.5,220.9938,206.3738,201.7738,193.0938,113.0677,133.7533,190.9338,137.8869
57.5,445.5,15,1.75,221.1278,206.5078,201.9078,193.2278,113.0681,133.7541,191.0678,137.8873
58.0,446.0,15,2.0,221.2617,206.6417,202.0417,193.3417,113.0685,133.7549,191.2017,137.8877
58.5,446.5,15,2.25,221.4156,206.7756,202.1956,193.4756,113.069,133.7558,191.3356,137.8882
59.0,447.0,15,2.5,221.5495,206.9295,202.359,193.6095,113.0694,133.7566,191.4895,137.8886
59.5,447.5,15,2.75,221.6835,207.0635,202.5035,193.7435,113.0698,133.7574,191.6235,137.8891
60.0,448.0,16,1.0,221.8174,207.1974,202.6374,193.8774,113.0702,133.7583,191.7574,137.8895
61.0,449.0,16,1.5,222.1853,207.5253,203.0053,194.1453,113.0711,133.7599,192.0653,137.8904
62.0,450.0,16,2.0,222.4531,207.8062,203.2731,194.4131,113.072,133.7628,192.3331,137.8913
63.0,451.0,16,2.5,222.721,208.101,203.581,194.641,113.0728,133.7657,192.601,137.8921
64.0,452.0,17,1.0,223.0152,208.3864,203.9288,194.9088,113.0737,133.7687,192.8688,137.893
68.0,456.0,18,1.0,224.2448,209.6603,205.2012,195.9803,113.0771,133.82,194.0206,137.8965
71.0,459.0,18,2.5,225.3914,210.5276,206.1638,196.7838,113.0797,133.9238,194.8638,137.8992
71.25,459.25,18,2.625,225.4908,210.6108,206.2308,196.8508,113.0799,133.9908,194.9308,137.8994
71.5,459.5,18,2.75,225.5778,210.6778,206.2978,196.9178,113.1178,134.0578,194.9978,137.8996
71.75,459.75,18,2.875,225.6447,210.7447,206.3647,196.9847,113.1847,134.1247,195.0647,137.8998
72.0,460.0,19,1.0,225.7351,210.9068,206.5634,197.0517,113.2517,134.1917,195.1317,137.9117
75.0,463.0,19,2.5,226.6353,211.7753,207.4553,197.8153,113.62,134.3953,195.9753,137.9612
75.75,463.75,19,2.875,226.8362,211.9962,207.6562,197.9962,113.6204,134.414,196.1762,137.9615
76.0,464.0,20,1.0,226.9355,212.1093,207.7324,198.0631,113.6205,134.4188,196.2431,137.9616
79.0,467.0,20,2.5,227.8067,212.9467,208.6335,198.7867,113.6218,134.961,197.0467,137.9629
79.75,467.75,20,2.875,228.0276,213.2076,208.9828,198.9876,113.6222,134.9619,197.2076,137.9632
80.0,468.0,21,1.0,228.1525,213.3235,209.0745,199.0545,113.6223,134.9622,197.318,137.9633
80.5,468.5,21,1.25,228.3085,213.4685,209.2085,199.1885,113.6225,134.9627,197.4685,137.9635
81.0,469.0,21,1.5,228.4424,213.6224,209.3424,199.3224,113.6227,134.9633,197.6024,137.9637
81.5,469.5,21,1.75,228.5763,213.7563,209.4763,199.4563,113.6229,134.9639,197.7363,137.9639
82.0,470.0,21,2.0,228.7509,213.9103,209.6412,199.5903,113.6232,134.9644,197.8703,137.9641
82.5,470.5,21,2.25,228.9242,214.0442,209.8042,199.7242,113.6234,134.965,198.0042,137.9643
83.0,471.0,21,2.5,229.0581,214.1781,209.9381,199.8581,113.6236,134.9656,198.1381,137.9645
83.5,471.5,21,2.75,229.192,214.292,210.072,199.992,113.6238,134.9661,198.252,137.9648
84.0,472.0,22,1.0,229.338,214.452,210.224,200.126,113.6241,134.9667,198.386,137.965
85.0,473.0,22,1.5,229.6338,214.7538,210.5938,200.3938,113.6245,134.9678,198.6538,137.9654
86.0,474.0,22,2.0,229.9017,215.0217,210.8417,200.6217,113.625,134.969,198.9217,137.9658
87.0,475.0,22,2.5,230.1895,215.2895,211.1095,200.8895,113.6254,134.9701,199.1895,137.9662
88.0,476.0,23,1.0,230.5792,215.5974,211.574,201.1748,113.6259,134.9712,199.5444,137.9666
92.0,480.0,24,1.0,231.8488,216.852,212.8664,202.3328,113.6277,134.9757,200.6664,137.9683
96.0,484.0,25,1.0,233.0606,218.0809,214.1403,203.4603,113.6294,135.0201,201.7621,137.97
99.0,487.0,25,2.5,233.9638,219.0038,215.6238,204.2638,113.6308,135.0228,202.6838,137.9713
99.75,487.75,25,2.875,234.1647,219.2047,215.8247,204.4647,113.6311,135.0235,202.8247,137.9716
100.0,488.0,26,1.0,234.3019,219.3034,215.9268,204.5317,113.6312,135.0237,202.8917,137.9717
100.5,488.5,26,1.25,234.4856,219.4456,216.0856,204.6656,113.6315,135.0241,203.0256,137.9719
101.0,489.0,26,1.5,234.6195,219.5795,216.2195,204.7995,113.6317,135.0246,203.1595,137.9721
101.5,489.5,26,1.75,234.7535,219.7135,216.2935,204.9335,113.6319,135.025,203.2935,137.9723
102.0,490.0,26,2.0,234.8874,219.8474,216.3874,205.0674,113.6321,135.0255,203.4274,137.9725
102.5,490.5,26,2.25,235.0213,219.9813,216.5213,205.2013,113.6324,135.026,203.5613,137.9727
103.0,491.0,26,2.5,235.1859,220.1153,216.6553,205.3659,113.6326,135.0264,203.7106,137.9729
103.75,491.75,26,2.875,235.4286,220.381,216.8562,205.5762,113.6329,135.0271,203.9162,137.9733
104.0,492.0,27,1.0,235.5262,220.5231,216.9231,205.6431,113.633,135.0273,203.9862,137.9734
107.0,495.0,27,2.5,236.4267,221.4667,217.7267,206.4467,113.6344,135.03,205.0267,137.9746
107.75,495.75,27,2.875,236.6276,221.6476,217.8076,206.4876,113.6347,135.0307,205.0876,137.9749
108.0,496.0,28,1.0,236.6945,221.7145,217.8745,206.5545,113.6348,135.0309,205.1345,137.975
108.5,496.5,28,1.25,236.8885,221.8485,218.0285,206.6885,113.6351,135.0314,205.2685,137.9752
109.0,497.0,28,1.5,237.0224,221.9824,218.1624,206.8224,113.6353,135.0318,205.4024,137.9755
109.5,497.5,28,1.75,237.1563,222.1163,218.2963,206.9563,113.6355,135.0323,205.4763,137.9757
110.0,498.0,28,2.0,237.2903,222.2503,218.4406,207.0903,113.6357,135.0327,205.5903,137.9759
110.5,498.5,28,2.25,237.4242,222.3642,218.5842,207.2042,113.636,135.0332,205.7242,137.9761
111.0,499.0,28,2.5,237.6667,222.4981,218.7743,207.3381,113.6362,135.0336,205.8581,137.9763
111.75,499.75,28,2.875,237.919,222.779,219.017,207.539,113.6365,135.0343,206.136,137.9766
112.0,500.0,29,1.0,238.01,222.846,219.086,207.606,113.6366,135.0345,206.206,137.9767
115.0,503.0,29,2.5,238.9495,223.8095,219.9695,208.3095,113.638,135.0373,207.0495,137.978
115.75,503.75,29,2.875,239.1504,224.0304,220.2104,208.5104,113.6383,135.0379,207.2504,137.9783
116.0,504.0,30,1.0,239.2174,224.1174,220.2774,208.5774,113.6384,135.0382,207.3174,137.9784
116.5,504.5,30,1.25,239.3513,224.2513,220.4513,208.7113,113.6386,135.0386,207.4626,137.9786
117.0,505.0,30,1.5,239.5253,224.3906,220.6053,208.8453,113.6389,135.0391,207.6053,137.9788
117.5,505.5,30,1.75,239.6792,224.5392,220.8192,208.9792,113.6391,135.0395,207.7792,137.979
118.0,506.0,30,2.0,239.8131,224.6731,220.9531,209.1131,113.6393,135.04,207.9131,137.9792
118.5,506.5,30,2.25,239.947,224.807,221.087,209.247,113.6395,135.0451,208.047,137.9794
119.0,507.0,30,2.5,240.201,224.961,221.341,209.381,113.6398,135.0504,208.181,137.9797
119.5,507.5,30,2.75,240.3349,225.0949,221.4749,209.5149,113.64,135.0558,208.3149,137.9799
120.0,508.0,31,1.0,240.4688,225.2288,221.6088,209.6776,113.7688,135.0888,208.4488,138.0144
122.0,510.0,31,2.0,241.0845,225.9245,222.3045,210.2445,113.9811,135.1208,209.0045,138.0266
124.0,512.0,32,1.0,241.7603,226.4609,222.9403,210.7803,113.9829,135.1216,209.6206,138.0334
126.0,514.0,32,2.0,242.396,227.056,223.596,211.316,113.9847,135.1225,210.176,138.041
128.0,516.0,33,1.0,242.9717,227.6917,224.2117,211.8517,113.9865,135.1233,210.7117,138.0605
128.5,516.5,33,1.25,243.1256,227.8256,224.3656,211.9856,113.987,135.1235,210.8456,138.0608
129.0,517.0,33,1.5,243.3395,227.9595,224.5195,212.1195,113.9874,135.1237,210.9995,138.0611
129.5,517.5,33,1.75,243.4735,228.0935,224.6535,212.2535,113.9879,135.1239,211.1335,138.0614
130.0,518.0,33,2.0,243.6074,228.2644,224.8318,212.3874,113.9883,135.1241,211.2748,138.0616
130.5,518.5,33,2.25,243.8213,228.4813,225.0613,212.5213,113.9888,135.1243,211.4626,138.0619
131.0,519.0,33,2.5,243.9553,228.6153,225.1953,212.6376,113.9892,135.1245,211.6153,138.0622
131.5,519.5,33,2.75,244.0892,228.7492,225.3292,212.7692,113.9897,135.1248,211.7492,138.0625
132.0,520.0,34,1.0,244.2324,228.8831,225.4755,212.8831,113.9901,135.125,211.8862,138.0628
132.5,520.5,34,1.25,244.417,229.017,225.677,213.017,113.9906,135.1252,212.037,138.0631
133.0,521.0,34,1.5,244.551,229.171,225.811,213.151,113.991,135.1254,212.171,138.0634
133.5,521.5,34,1.75,244.7449,229.3449,225.9649,213.2849,113.9915,135.1256,212.3049,138.0637
134.0,522.0,34,2.0,244.8788,229.4788,226.0988,213.4188,113.9919,135.1258,212.4388,138.0639
134.5,522.5,34,2.25,245.0528,229.6528,226.2728,213.5528,113.9924,135.126,212.5728,138.0642
135.0,523.0,34,2.5,245.2001,229.8067,226.4268,213.6867,113.9928,135.1262,212.7134,138.0645
135.25,523.25,34,2.625,245.3137,229.8737,226.5337,213.7537,113.993,135.1263,212.7937,138.0647
135.5,523.5,34,2.75,245.3806,229.9406,226.6006,213.8206,113.9933,135.1264,212.8806,138.0648
135.75,523.75,34,2.875,245.4476,230.0076,226.6676,213.8876,113.9935,135.1265,212.9476,138.0649
136.0,524.0,35,1.0,245.5145,230.0745,226.7345,213.9545,113.9937,135.1266,213.0145,138.0651
136.5,524.5,35,1.25,245.714,230.317,226.917,214.1085,113.9942,135.1268,213.1485,138.0654
137.0,525.0,35,1.5,245.8824,230.4624,227.0824,214.2424,113.9946,135.1271,213.2824,138.0657
137.5,525.5,35,1.75,246.0163,230.5963,227.2163,214.3763,113.9951,135.1273,213.4163,138.0659
138.0,526.0,35,2.0,246.1503,230.7303,227.3503,214.5103,113.9955,135.1275,213.5503,138.0662
138.5,526.5,35,2.25,246.3042,230.8642,227.5042,214.6442,113.996,135.1277,213.6842,138.0665
139.0,527.0,35,2.5,246.4381,230.9981,227.6381,214.7781,113.9964,135.1279,213.8181,138.0668
139.5,527.5,35,2.75,246.632,231.192,227.852,214.912,113.9969,135.1281,213.952,138.0671
140.0,528.0,36,1.0,246.846,231.338,227.986,215.046,113.9973,135.1283,214.126,138.0674
141.0,529.0,36,1.5,247.2538,231.6338,228.3538,215.3138,113.9982,135.1287,214.3938,138.068
142.0,530.0,36,2.0,247.5217,231.9017,228.6417,215.5617,113.9991,135.1291,214.6617,138.0685
143.0,531.0,36,2.5,247.7895,232.1695,228.9095,215.8295,114.0014,135.1296,214.9295,138.0691
143.25,531.25,36,2.625,247.8565,232.253,228.9765,215.8965,114.0109,135.1297,214.9965,138.0692
143.5,531.5,36,2.75,247.9235,232.3235,229.1035,215.9635,114.0235,135.1298,215.0835,138.0694
143.75,531.75,36,2.875,247.9904,232.3904,229.1704,216.0304,114.0484,135.1299,215.1504,138.0695
144.0,532.0,37,1.0,248.0974,232.4774,229.2748,216.0974,114.0596,135.13,215.2174,138.0697
144.5,532.5,37,1.25,248.2513,232.6313,229.4313,216.2313,114.1064,135.1302,215.3513,138.07
145.0,533.0,37,1.5,248.3906,232.7853,229.5653,216.3653,114.1401,135.1304,215.4726,138.0702
145.5,533.5,37,1.75,248.5592,232.9192,229.6992,216.4992,114.1416,135.1306,215.5992,138.0705
146.0,534.0,37,2.0,248.6931,233.0931,229.8531,216.6331,114.1431,135.1308,215.7331,138.0708
146.5,534.5,37,2.25,248.907,233.227,230.067,216.767,114.1447,135.131,215.867,138.0711
147.0,535.0,37,2.5,249.041,233.361,230.201,216.881,114.1462,135.1312,216.001,138.0714
147.5,535.5,37,2.75,249.1749,233.4949,230.3349,217.0149,114.1478,135.1314,216.1349,138.0717
148.0,536.0,38,1.0,249.3088,233.6288,230.4688,217.1488,114.1493,135.1317,216.2688,138.072
148.5,536.5,38,1.25,249.5428,233.8428,230.6628,217.2828,114.1508,135.1319,216.4228,138.0723
149.0,537.0,38,1.5,249.6767,233.9767,230.7967,217.4167,114.1524,135.1321,216.5567,138.0725
149.5,537.5,38,1.75,249.8506,234.1106,230.9706,217.5506,114.1539,135.1323,216.6906,138.0728
150.0,538.0,38,2.0,249.9845,234.3045,231.1245,217.6845,114.1555,135.1325,216.8245,138.0731
150.5,538.5,38,2.25,250.1185,234.4385,231.2985,217.8185,114.157,135.1327,216.9785,138.0734
151.0,539.0,38,2.5,250.3296,234.5724,231.4524,217.9524,114.1585,135.1329,217.1124,138.0737
151.5,539.5,38,2.75,250.4863,234.7263,231.5926,218.0863,114.1663,135.1331,217.2463,138.074
152.0,540.0,39,1.0,250.6209,234.8603,231.7403,218.1803,114.3003,135.1333,217.4003,138.0743
152.5,540.5,39,1.25,250.8084,235.0226,231.8884,218.3142,114.4342,135.1335,217.5342,138.0745
153.0,541.0,39,1.5,250.9681,235.1881,232.0481,218.4481,114.5681,135.1337,217.6881,138.0748
153.5,541.5,39,1.75,251.106,235.362,232.182,218.582,114.702,135.134,217.822,138.0751
154.0,542.0,39,2.0,251.316,235.496,232.376,218.716,114.7451,135.1342,217.956,138.0754
154.5,542.5,39,2.25,251.4499,235.6499,232.5099,218.8499,114.7521,135.1344,218.0899,138.0757
155.0,543.0,39,2.5,251.5838,235.7838,232.6438,218.9838,114.7591,135.1346,218.2238,138.076
155.5,543.5,39,2.75,251.7378,235.9178,232.7778,219.1178,114.8778,135.1348,218.3578,138.0763
156.0,544.0,40,1.0,251.8917,236.1117,232.9317,219.2517,114.9317,135.135,218.4917,138.0766
156.5,544.5,40,1.25,252.0856,236.2456,233.1056,219.3856,115.0656,135.1352,218.6256,138.0768
157.0,545.0,40,1.5,252.2395,236.3995,233.2395,219.5195,115.1624,135.1354,218.7595,138.0771
157.5,545.5,40,1.75,252.3935,236.5535,233.3935,219.6535,115.1792,135.1356,218.8935,138.0774
158.0,546.0,40,2.0,252.5474,236.6874,233.5274,219.7874,115.2807,135.1358,219.0422,138.0777
158.5,546.5,40,2.25,252.6826,236.8413,233.7278,219.9613,115.2841,135.136,219.2213,138.078
159.0,547.0,40,2.5,252.8553,236.9753,233.9553,220.0953,115.2876,135.1362,219.3753,138.0783
159.5,547.5,40,2.75,252.9984,237.1692,234.0892,220.2292,115.291,135.1365,219.5092,138.0786
160.0,548.0,41,1.0,253.2231,237.3031,234.2231,220.3631,115.2944,135.1367,219.6431,138.0789
160.5,548.5,41,1.25,253.477,237.437,234.357,220.497,115.2979,135.1369,219.777,138.0791
161.0,549.0,41,1.5,253.611,237.571,234.491,220.631,115.351,135.1371,219.911,138.0794
161.5,549.5,41,1.75,253.7449,237.7049,234.6849,220.7049,115.4849,135.1373,220.0049,138.0797
162.0,550.0,41,2.0,253.8188,237.8388,234.8188,220.8188,115.6188,135.1375,220.1388,138.08
162.5,550.5,41,2.25,253.9528,237.9928,234.9528,220.9528,115.7328,135.1377,220.2728,138.1293
163.0,551.0,41,2.5,254.1467,238.1467,235.1467,221.0867,115.8411,135.1379,220.4067,138.1605
163.5,551.5,41,2.75,254.2806,238.3006,235.2806,221.2206,115.8464,135.1381,220.5406,138.17
164.0,552.0,42,1.0,254.4435,238.449,235.4725,221.369,115.8518,135.1383,220.6745,138.1796
164.5,552.5,42,1.25,254.6285,238.5885,235.6455,221.5085,115.8571,135.1385,220.8085,138.3085
165.0,553.0,42,1.5,254.7824,238.7248,235.8048,221.6424,115.8608,135.1388,220.9424,138.4424
165.5,553.5,42,1.75,254.9163,238.8763,235.9563,221.7363,115.8624,135.139,221.0763,138.5623
166.0,554.0,42,2.0,255.0503,239.0103,236.0903,221.8703,115.8641,135.1392,221.2206,138.5903
166.5,554.5,42,2.25,255.2084,239.2042,236.2242,222.0042,115.8657,135.1394,221.3642,138.6829
167.0,555.0,42,2.5,255.3581,239.3381,236.3581,222.1181,115.8674,135.1396,221.4981,138.6919
167.5,555.5,42,2.75,255.512,239.472,236.504,222.252,115.869,135.1398,221.632,138.7024
168.0,556.0,43,1.0,255.686,239.626,236.666,222.386,115.8707,135.146,221.766,138.766
168.5,556.5,43,1.25,255.8599,239.7599,236.7999,222.5199,115.8723,135.1637,221.8999,138.8812
169.0,557.0,43,1.5,255.9938,239.9076,236.9538,222.6538,115.874,135.1679,222.0338,138.8896
169.5,557.5,43,1.75,256.1478,240.0478,237.0878,222.7878,115.8757,135.1721,222.1678,138.898
