qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
392.5,178.4091,59,1.5,r,r,r,r,r,r,r,r,r,r,D5,r,r,r,r
393.0,178.6364,59,2.0,r,r,r,r,r,r,r,r,r,r,E5,r,r,r,r
393.5,178.8636,59,2.5,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
394.0,179.0909,60,1.0,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,r
394.5,179.3182,60,1.5,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,r
395.0,179.5455,60,2.0,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
395.5,179.7727,60,2.5,r,r,r,r,r,r,r,r,r,r,B-5,r,r,r,r
396.0,180.0,61,1.0,r,r,r,r,A4,F4,A3,C3,F4,A3,A5,A4,C4,C3,C2
398.0,180.9091,62,1.0,r,r,r,r,A4,F4,A3,C3,F4,A3,r,r,r,r,r
398.5,181.1364,62,1.5,r,r,r,r,r,r,r,r,r,r,F5,r,r,r,r
399.0,181.3636,62,2.0,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
399.5,181.5909,62,2.5,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r
400.0,181.8182,63,1.0,r,r,r,r,G4,F4,D4,B3,r,r,G5,D5,D4,B2,B1
402.0,182.7273,64,1.0,r,r,r,r,G4,F4,D4,B3,r,r,r,r,r,r,r
402.5,182.9545,64,1.5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,r,r
403.0,183.1818,64,2.0,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
403.5,183.4091,64,2.5,r,r,r,r,r,r,r,r,r,r,A5,r,r,r,r
404.0,183.6364,65,1.0,r,r,r,r,r,r,r,r,r,r,G5,r,r,r,r
404.5,183.8636,65,1.5,r,r,r,r,r,r,r,r,r,r,F#5,A4,r,r,r
405.0,184.0909,65,2.0,r,r,r,r,r,r,r,r,r,r,G5,G4,r,r,r
405.5,184.3182,65,2.5,r,r,r,r,r,r,r,r,r,r,A5,F#4,r,r,r
406.0,184.5455,66,1.0,r,r,r,r,r,r,r,r,r,r,G5,G4,r,r,r
406.5,184.7727,66,1.5,r,r,r,r,r,r,r,r,r,r,F#5,r,r,A2,r
407.0,185.0,66,2.0,r,r,r,r,r,r,r,r,r,r,G5,r,r,G2,r
407.5,185.2273,66,2.5,r,r,r,r,r,r,r,r,r,r,A5,r,r,F#2,r
408.0,185.4545,67,1.0,r,r,r,r,r,r,r,r,r,r,G5,B3,D3,G2,r
408.5,185.6818,67,1.5,r,r,r,r,r,r,r,r,r,r,F5,D4,F3,G2,r
409.0,185.9091,67,2.0,r,r,r,r,r,r,r,r,r,r,D5,B3,D3,G2,r
409.5,186.1364,67,2.5,r,r,r,r,r,r,r,r,r,r,B4,D4,F3,G2,r
410.0,186.3636,68,1.0,r,r,r,r,r,r,r,r,r,r,G4,B3,D3,G2,r
410.5,186.5909,68,1.5,r,r,r,r,r,r,r,r,r,r,D5,D4,F3,G2,r
411.0,186.8182,68,2.0,r,r,r,r,r,r,r,r,r,r,B4,B3,D3,G2,r
411.5,187.0455,68,2.5,r,r,r,r,r,r,r,r,r,r,G4,D4,F3,G2,r
412.0,187.2727,69,1.0,r,r,r,r,r,r,r,r,r,r,A5,C4,E3,C3,r
412.5,187.5,69,1.5,r,r,r,r,r,r,r,r,r,r,G5,E4,G3,C3,r
413.0,187.7273,69,2.0,r,r,r,r,r,r,r,r,r,r,E5,C4,E3,C3,r
413.5,187.9545,69,2.5,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,C3,r
414.0,188.1818,70,1.0,r,r,r,r,r,r,r,r,r,r,G4,C4,E3,C3,r
414.5,188.4091,70,1.5,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,C3,r
415.0,188.6364,70,2.0,r,r,r,r,r,r,r,r,r,r,C5,C4,E3,C3,r
415.5,188.8636,70,2.5,r,r,r,r,r,r,r,r,r,r,G4,E4,G3,C3,r
416.0,189.0909,71,1.0,r,r,r,r,r,r,r,r,r,r,D4,A4,F3,B2,r
416.5,189.3182,71,1.5,r,r,r,r,r,r,r,r,r,r,G3,G4,G3,B2,r
417.0,189.5455,71,2.0,r,r,r,r,r,r,r,r,r,r,D4,F4,F3,B2,r
417.5,189.7727,71,2.5,r,r,r,r,r,r,r,r,r,r,G3,D4,G3,B2,r
418.0,190.0,72,1.0,r,r,r,r,r,r,r,r,r,r,D4,G3,F3,B2,r
418.5,190.2273,72,1.5,r,r,r,r,r,r,r,r,r,r,G3,F4,G3,B2,r
419.0,190.4545,72,2.0,r,r,r,r,r,r,r,r,r,r,D4,D4,F3,D3,r
419.5,190.6818,72,2.5,r,r,r,r,r,r,r,r,r,r,G3,G3,G3,B2,r
420.0,190.9091,73,1.0,r,r,r,r,r,r,r,r,r,r,E4,A4,E3,C3,r
420.5,191.1364,73,1.5,r,r,r,r,r,r,r,r,r,r,G3,G4,G3,C3,r
421.0,191.3636,73,2.0,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,C3,r
421.5,191.5909,73,2.5,r,r,r,r,r,r,r,r,r,r,G3,C4,G3,C3,r
422.0,191.8182,74,1.0,r,r,r,r,r,r,r,r,r,r,E4,G3,E3,C3,r
422.5,192.0455,74,1.5,r,r,r,r,r,r,r,r,r,r,G3,E4,G3,C3,r
423.0,192.2727,74,2.0,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,E3,r
423.5,192.5,74,2.5,r,r,r,r,r,r,r,r,r,r,G3,G3,G3,C3,r
424.0,192.7273,75,1.0,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,A3,r
424.5,192.9545,75,1.5,r,r,r,r,r,r,r,r,r,r,G4,B3,G3,G3,r
425.0,193.1818,75,2.0,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,F3,r
425.5,193.4091,75,2.5,r,r,r,r,r,r,r,r,r,r,G4,B3,G3,D3,r
426.0,193.6364,76,1.0,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,G2,r
426.5,193.8636,76,1.5,r,r,r,r,r,r,r,r,r,r,G4,B3,G3,F3,r
427.0,194.0909,76,2.0,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,D3,r
427.5,194.3182,76,2.5,r,r,r,r,r,r,r,r,r,r,G4,B3,G3,G2,r
428.0,194.5455,77,1.0,r,r,r,r,r,r,r,r,r,r,C5,E4,C4,A3,r
428.5,194.7727,77,1.5,r,r,r,r,r,r,r,r,r,r,C5,C4,G3,G3,r
429.0,195.0,77,2.0,r,r,r,r,r,r,r,r,r,r,C5,E4,C4,E3,r
429.5,195.2273,77,2.5,r,r,r,r,r,r,r,r,r,r,C5,C4,G3,C3,r
430.0,195.4545,78,1.0,r,r,r,r,r,r,r,r,r,r,C5,E4,C4,G2,r
430.5,195.6818,78,1.5,r,r,r,r,r,r,r,r,r,r,C5,C4,G3,E3,r
431.0,195.9091,78,2.0,r,r,r,r,r,r,r,r,r,r,C5,E4,C4,C3,r
431.5,196.1364,78,2.5,r,r,r,r,r,r,r,r,r,r,C5,C4,G3,G2,r
432.0,196.3636,79,1.0,G5,r,r,r,r,r,r,r,r,r,B4,F4,D4,A3,A2
432.5,196.5909,79,1.5,G5,r,r,r,r,r,r,r,r,r,B4,D4,G3,G3,G2
433.0,196.8182,79,2.0,G5,r,r,r,r,r,r,r,r,r,B4,G4,D4,F3,F2
433.5,197.0455,79,2.5,G5,r,r,r,r,r,r,r,r,r,B4,D4,G3,D3,D2
434.0,197.2727,80,1.0,G5,r,r,r,r,r,r,r,r,r,B4,G4,D4,G2,G1
434.5,197.5,80,1.5,G5,r,r,r,r,r,r,r,r,r,B4,D4,G3,F3,F2
435.0,197.7273,80,2.0,G5,r,r,r,r,r,r,r,r,r,D5,G4,D4,D3,D2
435.5,197.9545,80,2.5,G5,r,r,r,r,r,r,r,r,r,B4,D4,G3,G2,G1
436.0,198.1818,81,1.0,C6,r,r,r,r,r,r,r,r,r,C5,G4,E4,A3,A2
436.5,198.4091,81,1.5,C6,r,r,r,r,r,r,r,r,r,C5,E4,G3,G3,G2
437.0,198.6364,81,2.0,C6,r,r,r,r,r,r,r,r,r,C5,G4,E4,E3,E2
437.5,198.8636,81,2.5,C6,r,r,r,r,r,r,r,r,r,C5,E4,G3,C3,C2
438.0,199.0909,82,1.0,C6,r,r,r,r,r,r,r,r,r,C5,G4,E4,G2,G1
438.5,199.3182,82,1.5,C6,r,r,r,r,r,r,r,r,r,C5,E4,G3,E3,E2
439.0,199.5455,82,2.0,C6,r,r,r,r,r,r,r,r,r,E5,G4,E4,C3,C2
439.5,199.7727,82,2.5,C6,r,r,r,r,r,r,r,r,r,C5,E4,G3,G2,G1
440.0,200.0,83,1.0,B5,r,r,r,A5,r,r,r,r,r,G5,D5,F4,G2,G1
440.3333,200.1515,83,1.3333,B5,r,r,r,A5,r,r,r,r,r,A5,B4,D4,G2,G1
440.5,200.2273,83,1.5,B5,r,r,r,G5,r,r,r,r,r,A5,B4,D4,G2,G1
440.6667,200.303,83,1.6667,B5,r,r,r,G5,r,r,r,r,r,G5,D5,F4,G2,G1
441.0,200.4545,83,2.0,B5,r,r,r,F5,r,r,r,r,r,A5,B4,D4,G2,G1
441.3333,200.606,83,2.3333,B5,r,r,r,F5,r,r,r,r,r,G5,D5,F4,G2,G1
441.5,200.6818,83,2.5,B5,r,r,r,D5,r,r,r,r,r,G5,D5,F4,G2,G1
441.6667,200.7576,83,2.6667,B5,r,r,r,D5,r,r,r,r,r,A5,B4,D4,G2,G1
442.0,200.9091,84,1.0,B5,r,r,r,G4,r,r,r,r,r,G5,D5,F4,G2,G1
442.3333,201.0606,84,1.3333,B5,r,r,r,G4,r,r,r,r,r,A5,B4,D4,G2,G1
442.5,201.1364,84,1.5,B5,r,r,r,F5,r,r,r,r,r,A5,B4,D4,G2,G1
442.6667,201.2121,84,1.6667,B5,r,r,r,F5,r,r,r,r,r,G5,D5,F4,G2,G1
443.0,201.3636,84,2.0,D6,r,r,r,D5,r,r,r,r,r,A5,B4,D4,G2,G1
443.3333,201.5151,84,2.3333,D6,r,r,r,D5,r,r,r,r,r,G5,D5,F4,G2,G1
443.5,201.5909,84,2.5,B5,r,r,r,G4,r,r,r,r,r,G5,D5,F4,G2,G1
443.6667,201.6667,84,2.6667,B5,r,r,r,G4,r,r,r,r,r,A5,B4,D4,G2,G1
444.0,201.8182,85,1.0,C6,r,r,r,A5,r,A4,r,r,r,G5,E5,G4,C3,C2
444.3333,201.9697,85,1.3333,C6,r,r,r,A5,r,A4,r,r,r,A5,C5,E4,C3,C2
444.5,202.0455,85,1.5,C6,r,r,r,G5,r,G4,r,r,r,A5,C5,E4,C3,C2
444.6667,202.1212,85,1.6667,C6,r,r,r,G5,r,G4,r,r,r,G5,E5,G4,C3,C2
445.0,202.2727,85,2.0,C6,r,r,r,E5,r,E4,r,r,r,A5,C5,E4,C3,C2
445.3333,202.4242,85,2.3333,C6,r,r,r,E5,r,E4,r,r,r,G5,E5,G4,C3,C2
445.5,202.5,85,2.5,C6,r,r,r,C5,r,C4,r,r,r,G5,E5,G4,C3,C2
445.6667,202.5758,85,2.6667,C6,r,r,r,C5,r,C4,r,r,r,A5,C5,E4,C3,C2
446.0,202.7273,86,1.0,C6,r,r,r,G4,r,G3,r,r,r,G5,E5,G4,C3,C2
446.3333,202.8788,86,1.3333,C6,r,r,r,G4,r,G3,r,r,r,A5,C5,E4,C3,C2
446.5,202.9545,86,1.5,C6,r,r,r,E5,r,E4,r,r,r,A5,C5,E4,C3,C2
446.6667,203.0303,86,1.6667,C6,r,r,r,E5,r,E4,r,r,r,G5,E5,G4,C3,C2
447.0,203.1818,86,2.0,E6,r,r,r,C5,r,C4,r,r,r,A5,C5,E4,C3,C2
447.3333,203.3333,86,2.3333,E6,r,r,r,C5,r,C4,r,r,r,G5,E5,G4,C3,C2
447.5,203.4091,86,2.5,C6,r,r,r,G4,r,G3,r,r,r,G5,E5,G4,C3,C2
447.6667,203.4849,86,2.6667,C6,r,r,r,G4,r,G3,r,r,r,A5,C5,E4,C3,C2
448.0,203.6364,87,1.0,A6,r,r,r,A5,r,A4,r,G4,r,G5,F5,G4,B2,B1
448.5,203.8636,87,1.5,G6,r,r,r,G5,r,G4,r,G4,r,G5,F5,G4,B2,B1
449.0,204.0909,87,2.0,F6,r,r,r,F5,r,F4,r,G4,r,A5,D5,F4,B2,B1
449.5,204.3182,87,2.5,D6,r,r,r,D5,r,D4,r,G4,r,A5,D5,F4,B2,B1
450.0,204.5455,88,1.0,G5,r,G5,G4,G4,r,G3,r,G4,r,G5,F5,G4,B2,B1
450.5,204.7727,88,1.5,F6,r,G5,G4,F5,r,F4,r,G4,r,G5,F5,G4,B2,B1
451.0,205.0,88,2.0,D6,r,G5,G4,D5,r,D4,r,G4,r,A5,D5,F4,D3,D2
451.5,205.2273,88,2.5,G5,r,G5,G4,G4,r,G3,r,G4,r,A5,D5,F4,B2,B1
452.0,205.4545,89,1.0,A6,r,G5,G4,A5,r,A4,r,C5,C4,G5,E5,G4,C3,C2
452.5,205.6818,89,1.5,G6,r,G5,G4,G5,r,G4,r,C5,C4,G5,E5,G4,C3,C2
453.0,205.9091,89,2.0,E6,r,G5,G4,E5,r,E4,r,C5,C4,A5,C5,E4,C3,C2
453.5,206.1364,89,2.5,C6,r,G5,G4,C5,r,C4,r,C5,C4,A5,C5,E4,C3,C2
454.0,206.3636,90,1.0,G5,r,C6,C5,G4,r,G3,r,C5,C4,G5,E5,G4,C3,C2
454.5,206.5909,90,1.5,E6,r,C6,C5,E5,r,E4,r,C5,C4,G5,E5,G4,C3,C2
455.0,206.8182,90,2.0,C6,r,C6,C5,C5,r,C4,r,C5,C4,A5,C5,E4,E3,E2
455.5,207.0455,90,2.5,G5,r,C6,C5,G4,r,G3,r,C5,C4,A5,C5,E4,C3,C2
456.0,207.2727,91,1.0,A6,r,A5,A5,A5,A5,A4,A4,B4,G4,G5,F5,G4,D3,D2
456.5,207.5,91,1.5,G6,r,G5,G5,G5,G5,G4,G4,B4,G4,G5,F5,G4,D3,D2
457.0,207.7273,91,2.0,F6,r,F5,F5,F5,F5,F4,F4,B4,G4,A5,D5,F4,D3,D2
457.5,207.9545,91,2.5,D6,r,D5,D5,D5,D5,D4,D4,B4,G4,A5,D5,F4,D3,D2
458.0,208.1818,92,1.0,G5,r,G4,G4,G4,G4,G3,G3,B4,G4,G5,F5,G4,D3,D2
458.5,208.4091,92,1.5,F6,r,F5,F5,F5,F5,F4,F4,B4,G4,G5,F5,G4,D3,D2
459.0,208.6364,92,2.0,D6,r,D5,D5,D5,D5,D4,D4,D5,G4,A5,D5,F4,F3,F2
459.5,208.8636,92,2.5,G5,r,G4,G4,G4,G4,G3,G3,B4,G4,A5,D5,F4,D3,D2
460.0,209.0909,93,1.0,G6,E6,G5,E5,E5,G4,E4,C4,C5,C4,G5,E5,G4,C3,C2
461.5,209.7727,93,2.5,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
461.75,209.8864,93,2.75,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
462.0,210.0,94,1.0,r,r,r,r,r,r,r,r,C5,C4,C6,A5,C5,C3,C2
462.5,210.2273,94,1.5,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
462.75,210.3409,94,1.75,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
463.0,210.4545,94,2.0,r,r,r,r,r,r,r,r,C5,C4,G5,E5,G4,C3,C2
463.5,210.6818,94,2.5,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
463.75,210.7955,94,2.75,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
464.0,210.9091,95,1.0,r,r,r,r,r,r,r,r,C5,C4,C6,A5,C5,C3,C2
464.5,211.1364,95,1.5,r,r,r,r,r,r,r,r,C4,C3,B5,G5,B4,C3,C2
464.75,211.25,95,1.75,r,r,r,r,r,r,r,r,C4,C3,A5,F5,A4,C3,C2
465.0,211.3636,95,2.0,r,r,r,r,r,r,r,r,C4,C3,G5,E5,G4,C3,C2
465.5,211.5909,95,2.5,r,r,r,r,r,r,r,r,C4,C3,A5,F5,A4,C3,C2
465.75,211.7045,95,2.75,r,r,r,r,r,r,r,r,C4,C3,B5,G5,B4,C3,C2
466.0,211.8182,96,1.0,A6,F6,C6,A5,F5,A4,A3,F3,C4,C3,C6,A5,C5,F2,F1
468.0,212.7273,97,1.0,r,r,C6,A5,r,r,r,r,r,r,A4,F4,A3,F2,F1
468.5,212.9545,97,1.5,r,r,C6,A5,r,r,r,r,r,r,C5,C4,C4,F2,F1
469.0,213.1818,97,2.0,r,r,B5,G5,r,r,r,r,r,r,A4,F4,A3,F2,F1
469.5,213.4091,97,2.5,r,r,A5,F5,r,r,r,r,r,r,C5,C4,C4,F2,F1
470.0,213.6364,98,1.0,r,r,G5,E5,r,r,G4,E4,r,r,G4,E4,G3,C3,C2
470.5,213.8636,98,1.5,r,r,G5,E5,r,r,G4,E4,r,r,C5,C4,C4,C3,C2
471.0,214.0909,98,2.0,r,r,F5,D5,r,r,F4,D4,r,r,G4,E4,G3,C3,C2
471.5,214.3182,98,2.5,r,r,E5,C5,r,r,E4,C4,r,r,C5,C4,C4,C3,C2
472.0,214.5455,99,1.0,r,r,E5,C5,r,r,E4,C4,r,r,G4,F4,G3,G2,G1
472.5,214.7727,99,1.5,r,r,D5,B4,r,r,D4,B3,r,r,B4,D4,B3,G2,G1
473.0,215.0,99,2.0,r,r,C5,A4,r,r,C4,A3,r,r,G4,F4,G3,G2,G1
473.5,215.2273,99,2.5,r,r,D5,B4,r,r,D4,B3,r,r,B4,D4,B3,G2,G1
474.0,215.4545,100,1.0,r,r,E5,C5,r,r,E4,C4,C5,C4,G5,E5,G4,C3,C2
475.5,216.1364,100,2.5,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
475.75,216.25,100,2.75,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
476.0,216.3636,101,1.0,r,r,r,r,r,r,r,r,C5,C4,C6,A5,C5,C3,C2
476.5,216.5909,101,1.5,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
476.75,216.7045,101,1.75,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
477.0,216.8182,101,2.0,r,r,r,r,r,r,r,r,C5,C4,G5,E5,G4,C3,C2
477.5,217.0455,101,2.5,r,r,r,r,r,r,r,r,C5,C4,A5,F5,A4,C3,C2
477.75,217.1591,101,2.75,r,r,r,r,r,r,r,r,C5,C4,B5,G5,B4,C3,C2
478.0,217.2727,102,1.0,r,r,r,r,r,r,r,r,C5,C4,C6,A5,C5,C3,C2
478.3333,217.4242,102,1.3333,r,r,r,r,r,r,r,r,C4,C3,C6,A5,C5,C3,C2
478.5,217.5,102,1.5,r,r,r,r,r,r,r,r,C4,C3,B5,G5,B4,C3,C2
478.6667,217.5758,102,1.6667,r,r,r,r,r,r,r,r,C4,C3,B5,G5,B4,C3,C2
478.75,217.6136,102,1.75,r,r,r,r,r,r,r,r,C4,C3,A5,F5,A4,C3,C2
479.0,217.7273,102,2.0,r,r,r,r,r,r,r,r,C4,C3,G5,E5,G4,C3,C2
479.3333,217.8788,102,2.3333,r,r,r,r,r,r,r,r,C4,C3,G5,E5,G4,C3,C2
479.5,217.9545,102,2.5,r,r,r,r,r,r,r,r,C4,C3,A5,F5,A4,C3,C2
479.6667,218.0303,102,2.6667,r,r,r,r,r,r,r,r,C4,C3,A5,F5,A4,C3,C2
479.75,218.0682,102,2.75,r,r,r,r,r,r,r,r,C4,C3,B5,G5,B4,C3,C2
480.0,218.1818,103,1.0,A6,F6,C6,A5,F5,A4,A3,F3,C4,C3,C6,A5,C5,F2,F1
482.0,219.0909,104,1.0,r,r,C6,A5,r,r,C4,A3,C4,C3,A4,F4,A3,F2,F1
482.5,219.3182,104,1.5,r,r,C6,A5,r,r,C4,A3,C4,C3,C5,C4,C4,F2,F1
483.0,219.5455,104,2.0,r,r,B5,G5,r,r,B3,G3,C4,C3,A4,F4,A3,F2,F1
483.5,219.7727,104,2.5,r,r,A5,F5,r,r,A3,F3,C4,C3,C5,C4,C4,F2,F1
484.0,220.0,105,1.0,r,r,G5,E5,G4,E4,G3,E3,C4,C3,G4,E4,G3,C3,C2
484.5,220.2273,105,1.5,r,r,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C4,C3,C2
485.0,220.4545,105,2.0,r,r,F5,D5,F4,D4,F3,D3,C4,C3,G4,E4,G3,C3,C2
485.5,220.6818,105,2.5,r,r,E5,C5,E4,C4,E3,C3,C4,C3,C5,C4,C4,C3,C2
486.0,220.9091,106,1.0,r,r,E5,C5,E4,C4,D3,B2,G4,G4,G4,F4,G3,G2,G1
486.5,221.1364,106,1.5,r,r,D5,B4,D4,B3,D3,B2,G4,G4,B4,D4,B3,G2,G1
487.0,221.3636,106,2.0,r,r,C5,A4,C4,A3,C3,A2,G4,G4,G4,F4,G3,G2,G1
487.5,221.5909,106,2.5,r,r,D5,B4,D4,B3,D3,B2,G4,G4,B4,D4,B3,G2,G1
488.0,221.8182,107,1.0,r,r,E5,C5,E4,C4,E3,C3,C4,C3,G4,E4,G3,C3,C2
488.5,222.0455,107,1.5,r,r,C5,C5,E4,C4,E3,C3,C4,C3,C5,C4,C4,C3,C2
489.0,222.2727,107,2.0,r,r,C6,C5,F4,D4,F3,D3,C4,C3,C5,C4,C4,C3,C2
489.5,222.5,107,2.5,r,r,C6,C5,G4,E4,G3,E3,C4,C3,C5,C4,C4,C3,C2
490.0,222.7273,108,1.0,r,r,C6,A5,A4,F4,A3,F3,C4,C3,A4,F4,A3,F2,F1
490.5,222.9545,108,1.5,r,r,C6,A5,C5,A4,C4,A3,C4,C3,C5,C4,C4,F2,F1
491.0,223.1818,108,2.0,r,r,B5,G5,B4,G4,B3,G3,C4,C3,A4,F4,A3,F2,F1
491.5,223.4091,108,2.5,r,r,A5,F5,A4,F4,A3,F3,C4,C3,C5,C4,C4,F2,F1
492.0,223.6364,109,1.0,r,r,G5,E5,G4,E4,G3,E3,C4,C3,G4,E4,G3,C3,C2
492.5,223.8636,109,1.5,r,r,G5,E5,G4,E4,G3,E3,C4,C3,C5,C4,C4,C3,C2
493.0,224.0909,109,2.0,r,r,F5,D5,F4,D4,F3,D3,C4,C3,G4,E4,G3,C3,C2
493.5,224.3182,109,2.5,r,r,E5,C5,E4,C4,E3,C3,C4,C3,C5,C4,C4,C3,C2
494.0,224.5455,110,1.0,r,r,E5,C5,E4,C4,D3,B2,G4,G4,G4,F4,G3,G2,G1
494.5,224.7727,110,1.5,r,r,D5,B4,D4,B3,D3,B2,G4,G4,B4,D4,B3,G2,G1
495.0,225.0,110,2.0,r,r,C5,A4,C4,A3,C3,A2,G4,G4,G4,F4,G3,G2,G1
495.5,225.2273,110,2.5,r,r,D5,B4,D4,B3,D3,B2,G4,G4,B4,D4,B3,G2,G1
496.0,225.4545,111,1.0,r,r,E5,C5,E4,C4,E3,C3,C4,C3,C5,E4,C4,C3,C2
496.3333,225.606,111,1.3333,r,r,E5,C5,E4,C4,E3,C3,C4,C3,C6,E5,G4,C3,C2
496.6667,225.7576,111,1.6667,r,r,r,r,r,r,r,r,C4,C3,C6,E5,G4,C3,C2
497.0,225.9091,111,2.0,r,r,C6,G5,C5,G4,G3,E3,C4,C3,C6,E5,G4,C3,C2
497.3333,226.0606,111,2.3333,r,r,C6,G5,C5,G4,G3,E3,C4,C3,C6,F5,F4,D3,D2
497.6667,226.2121,111,2.6667,r,r,r,r,r,r,r,r,C4,C3,C6,G5,E4,E3,E2
498.0,226.3636,112,1.0,r,r,C6,A5,C5,A4,A3,F3,F4,F3,C6,A5,C5,F3,F2
498.3333,226.5151,112,1.3333,r,r,C6,A5,C5,A4,A3,F3,F4,F3,C5,C5,C5,F3,F2
498.6667,226.6667,112,1.6667,r,r,r,r,r,r,r,r,r,r,C6,A5,C5,F3,F2
499.0,226.8182,112,2.0,A6,F6,C6,A5,F5,A4,A3,F3,A4,A3,C5,C5,A4,A3,A2
499.3333,226.9697,112,2.3333,A6,F6,C6,A5,F5,A4,A3,F3,A4,A3,B5,G5,A4,A3,A2
499.6667,227.1212,112,2.6667,r,r,r,r,r,r,r,r,r,r,A5,F5,A4,A3,A2
500.0,227.2727,113,1.0,G6,E6,C6,G5,E5,G4,G3,E3,C5,r,G5,E5,G4,C4,C3
500.3333,227.4242,113,1.3333,G6,E6,C6,G5,E5,G4,G3,E3,C5,r,G4,G4,G4,C4,C3
500.6667,227.5758,113,1.6667,r,r,r,r,r,r,r,r,r,r,G5,E5,G4,C4,C3
501.0,227.7273,113,2.0,E6,C6,G5,E5,E5,C5,C4,E3,G4,G4,G4,G4,E4,E4,E3
501.3333,227.8788,113,2.3333,E6,C6,G5,E5,E5,C5,C4,E3,G4,G4,F5,D5,E4,E4,E3
501.6667,228.0303,113,2.6667,r,r,r,r,r,r,r,r,r,r,E5,C5,E4,E4,E3
502.0,228.1818,114,1.0,D6,B5,G5,D5,F5,B4,B3,D3,G4,G4,D5,F4,D4,G4,G3
502.3333,228.3333,114,1.3333,D6,B5,G5,D5,F5,B4,B3,D3,G4,G4,F4,D4,D4,G2,G1
502.6667,228.4849,114,1.6667,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,G2,G1
503.0,228.6364,114,2.0,G6,B5,B5,D5,F5,B4,B3,D3,G4,G4,F4,D4,D4,G2,G1
503.3333,228.7879,114,2.3333,G6,B5,B5,D5,F5,B4,B3,D3,G4,G4,C5,E4,C4,G2,G1
503.6667,228.9394,114,2.6667,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,G2,G1
504.0,229.0909,115,1.0,C6,C5,C6,C5,C5,C4,C4,C3,C4,C3,C5,C4,C3,C2,C2
504.3333,229.2424,115,1.3333,C6,C5,C6,C5,C5,C4,C4,C3,C4,C3,C5,C4,C3,C2,C2
504.6667,229.394,115,1.6667,C6,C5,C6,C5,C5,C4,C4,C3,C4,C3,C5,C4,C3,C2,C2
505.0,229.5455,115,2.0,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,r,r,C3,C2,C2
505.5,229.7727,115,2.5,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,E5,E4,C3,C2,C2
505.75,229.8864,115,2.75,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,D5,D4,C3,C2,C2
506.0,230.0,116,1.0,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,C5,C4,C3,C2,C2
506.5,230.2273,116,1.5,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,E5,E4,C3,C2,C2
506.75,230.3409,116,1.75,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,D5,D4,C3,C2,C2
507.0,230.4545,116,2.0,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,C5,C4,C3,C2,C2
507.5,230.6818,116,2.5,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,A5,A4,C3,C2,C2
507.75,230.7955,116,2.75,G5,G4,G5,G4,G4,G3,G3,G2,C4,C3,F#5,F#4,C3,C2,C2
508.0,230.9091,117,1.0,E6,E5,E5,E5,E5,E4,E4,E3,C4,C3,G5,G4,C3,C2,C2
508.3333,231.0606,117,1.3333,E6,E5,E5,E5,E5,E4,E4,E3,C4,C3,G5,G4,C3,C2,C2
508.6667,231.2121,117,1.6667,E6,E5,E5,E5,E5,E4,E4,E3,C4,C3,G5,G4,C3,C2,C2
