score_qstamp,qstamp,measure,beat,734768_tstamp,734777_tstamp,734915_tstamp,735484_tstamp
54.5,54.5,28,1.5,35.2327,38.9654,34.0981,33.5381
54.75,54.75,28,1.75,35.3664,39.1064,34.2264,33.7064
55.0,55.0,28,2.0,35.48,39.22,34.34,33.82
55.5,55.5,28,2.5,35.7219,39.4473,34.5673,34.0873
56.0,56.0,29,1.0,35.9745,39.6745,34.7945,34.329
56.5,56.5,29,1.5,36.2418,39.9218,35.0218,34.5636
57.0,57.0,29,2.0,36.4891,40.2491,35.2491,34.8491
57.5,57.5,29,2.5,36.7328,40.4764,35.4764,35.1764
58.0,58.0,30,1.0,36.9636,40.7036,35.7236,35.5236
58.5,58.5,30,1.5,37.4109,41.0709,36.0509,35.7509
58.75,58.75,30,1.75,37.5245,41.1845,36.1645,35.8845
59.0,59.0,30,2.0,37.6382,41.2982,36.2782,35.9982
59.5,59.5,30,2.5,37.8655,41.5455,36.5655,36.2255
60.0,60.0,31,1.0,38.1054,41.7727,36.8327,36.5054
60.5,60.5,31,1.5,38.56,42.02,37.06,36.82
61.0,61.0,31,2.0,38.8273,42.2873,37.2946,37.0673
61.5,61.5,31,2.5,39.0545,42.558,37.5745,37.3635
61.75,61.75,31,2.75,39.1682,42.6882,37.6882,37.4882
62.0,62.0,32,1.0,39.2818,42.8018,37.8018,37.6018
62.5,62.5,32,1.5,39.5491,43.0291,38.0564,37.8291
63.0,63.0,32,2.0,39.7764,43.3528,38.3164,38.0564
63.5,63.5,32,2.5,40.1036,43.6036,38.5636,38.3836
63.75,63.75,32,2.75,40.2173,43.7173,38.6773,38.5146
64.0,64.0,33,1.0,40.3309,43.8309,38.7909,38.6509
64.5,64.5,33,1.5,40.6128,44.1128,39.0182,38.8782
64.75,64.75,33,1.75,40.7718,44.2318,39.2118,39.0318
65.0,65.0,33,2.0,40.911,44.3655,39.3255,39.1455
65.5,65.5,33,2.5,41.1527,44.5927,39.5527,39.4127
65.75,65.75,33,2.75,41.2864,44.7664,39.6664,39.6064
66.0,66.0,34,1.0,41.42,44.88,39.78,39.72
66.5,66.5,34,1.5,41.7273,45.1346,40.0073,39.9946
66.75,66.75,34,1.75,41.8609,45.2609,40.1209,40.1209
67.0,67.0,34,2.0,41.9745,45.3745,40.2345,40.2345
67.5,67.5,34,2.5,42.2018,45.6836,40.4818,40.5036
67.75,67.75,34,2.75,42.3355,45.8355,40.6155,40.6355
68.0,68.0,35,1.0,42.4491,45.9491,40.7291,40.7491
68.5,68.5,35,1.5,42.7964,46.1964,40.9564,40.9764
68.75,68.75,35,1.75,42.93,46.31,41.13,41.17
69.0,69.0,35,2.0,43.0436,46.4236,41.2436,41.2836
69.5,69.5,35,2.5,43.2909,46.6509,41.4709,41.5418
69.75,69.75,35,2.75,43.409,46.7645,41.5845,41.669
70.0,70.0,36,1.0,43.5382,46.9346,41.6982,41.8182
70.5,70.5,36,1.5,43.8055,47.1655,41.9455,42.0455
70.75,70.75,36,1.75,43.9191,47.2991,42.0591,42.1991
71.0,71.0,36,2.0,44.0327,47.4327,42.1727,42.3327
71.5,71.5,36,2.5,44.34,47.66,42.42,42.58
71.75,71.75,36,2.75,44.4536,47.7736,42.5336,42.6936
72.0,72.0,37,1.0,44.6273,47.9473,42.6473,42.8346
72.5,72.5,37,1.5,44.8945,48.1945,42.9545,43.089
72.75,72.75,37,1.75,45.0482,48.3482,43.0682,43.2082
73.0,73.0,37,2.0,45.1636,48.4636,43.2218,43.3418
73.25,73.25,37,2.25,45.3355,48.5955,43.3355,43.4755
73.5,73.5,37,2.5,45.4691,48.7091,43.4491,43.6291
73.75,73.75,37,2.75,45.5827,48.8427,43.5827,43.7427
74.0,74.0,38,1.0,45.6964,48.9892,43.6964,43.8892
74.5,74.5,38,1.5,45.9836,49.2236,43.9636,44.1236
74.75,74.75,38,1.75,46.0973,49.3373,44.0973,44.2373
75.0,75.0,38,2.0,46.2109,49.4309,44.2109,44.3709
75.5,75.5,38,2.5,46.4982,49.7382,44.4764,44.6582
76.0,76.0,39,1.0,46.7255,49.9655,44.7055,44.9055
76.5,76.5,39,1.5,47.0127,50.2127,44.9327,45.1454
77.0,77.0,39,2.0,47.3,50.48,45.22,45.4
77.5,77.5,39,2.5,47.6273,50.7473,45.4673,45.7073
77.75,77.75,39,2.75,47.7409,50.8609,45.5809,45.8209
78.0,78.0,40,1.0,47.8545,50.9745,45.6945,45.9345
78.5,78.5,40,1.5,48.0818,51.2418,45.9618,46.1818
79.0,79.0,40,2.0,48.3691,51.4691,46.2182,46.4691
79.5,79.5,40,2.5,48.6764,51.7964,46.4564,46.7364
79.75,79.75,40,2.75,48.79,51.91,46.57,46.85
80.0,80.0,41,1.0,48.9036,52.0236,46.6836,46.9672
80.5,80.5,41,1.5,49.1309,52.2909,46.9909,47.2509
81.0,81.0,41,2.0,49.4382,52.5182,47.2182,47.4782
81.5,81.5,41,2.5,49.7455,52.811,47.4455,47.7455
82.0,82.0,42,1.0,50.0127,53.0927,47.6727,47.9727
83.0,83.0,42,2.0,50.5092,53.5473,48.2273,48.5219
83.25,83.25,42,2.25,50.6609,53.7018,48.3409,48.6809
83.5,83.5,42,2.5,50.7745,53.8345,48.4545,48.7945
83.75,83.75,42,2.75,50.9082,53.9482,48.6082,48.9282
84.0,84.0,43,1.0,51.0236,54.0618,48.7236,49.0618
84.5,84.5,43,1.5,51.3091,54.3291,48.9691,49.3291
85.0,85.0,43,2.0,51.5564,54.5564,49.1964,49.5564
85.5,85.5,43,2.5,51.8636,54.8636,49.4836,49.8636
85.75,85.75,43,2.75,51.9773,54.9773,49.5973,49.9573
86.0,86.0,44,1.0,52.0909,55.0909,49.7109,50.0709
86.5,86.5,44,1.5,52.3782,55.3364,49.9382,50.2982
87.0,87.0,44,2.0,52.6255,55.6255,50.211,50.5855
87.5,87.5,44,2.5,52.9327,55.8727,50.4727,50.8927
87.75,87.75,44,2.75,53.0464,55.9864,50.5864,51.0064
88.0,88.0,45,1.0,53.16,56.1,50.7,51.12
88.5,88.5,45,1.5,53.4073,56.3873,50.9473,51.3473
89.0,89.0,45,2.0,53.7145,56.6145,51.1745,51.5945
89.5,89.5,45,2.5,53.9836,56.8454,51.4418,51.8618
90.0,90.0,46,1.0,54.2491,57.1091,51.7182,52.1091
90.5,90.5,46,1.5,54.5764,57.3964,51.9764,52.4564
91.0,91.0,46,2.0,54.8036,57.6236,52.2236,52.6836
91.25,91.25,46,2.25,54.9173,57.7373,52.3373,52.7973
91.5,91.5,46,2.5,55.0309,57.8909,52.4509,52.9109
91.75,91.75,46,2.75,55.1445,58.009,52.5645,53.0245
92.0,92.0,47,1.0,55.2582,58.1382,52.7382,53.1582
92.5,92.5,47,1.5,55.542,58.3855,52.971,53.4055
93.0,93.0,47,2.0,55.8127,58.6454,53.2327,53.6327
93.5,93.5,47,2.5,56.14,58.96,53.48,53.98
93.75,93.75,47,2.75,56.2536,59.0736,53.5936,54.0936
94.0,94.0,48,1.0,56.3819,59.1873,53.7146,54.2073
94.5,94.5,48,1.5,56.6745,59.4345,54.0145,54.4945
94.75,94.75,48,1.75,56.8082,59.5882,54.1282,54.6082
95.0,95.0,48,2.0,56.9218,59.7018,54.2418,54.7218
95.5,95.5,48,2.5,57.1491,59.9291,54.4782,54.9691
95.75,95.75,48,2.75,57.2627,60.0627,54.6027,55.0827
96.0,96.0,49,1.0,57.3764,60.1764,54.7164,55.1964
96.5,96.5,49,1.5,57.6672,60.4636,54.9636,55.4436
97.0,97.0,49,2.0,57.9309,60.6909,55.2018,55.6818
97.5,97.5,49,2.5,58.2182,60.9782,55.4982,55.9982
97.75,97.75,49,2.75,58.3318,61.0918,55.6118,56.1118
98.0,98.0,50,1.0,58.451,61.211,55.7255,56.2255
98.5,98.5,50,1.5,58.7327,61.4927,55.9927,56.4727
98.75,98.75,50,1.75,58.8864,61.6064,56.1064,56.5864
99.0,99.0,50,2.0,59.0,61.76,56.22,56.7
99.5,99.5,50,2.5,59.2873,62.0073,56.5273,57.0273
99.75,99.75,50,2.75,59.4009,62.1209,56.6409,57.1409
100.0,100.0,51,1.0,59.5145,62.2345,56.7835,57.2545
100.5,100.5,51,1.5,59.7872,62.5018,57.0218,57.5054
100.75,100.75,51,1.75,59.9555,62.6155,57.1355,57.6555
101.0,101.0,51,2.0,60.0691,62.7473,57.2673,57.7691
101.5,101.5,51,2.5,60.3564,62.9964,57.5164,58.0364
101.75,101.75,51,2.75,60.47,63.13,57.63,58.15
102.0,102.0,52,1.0,60.5836,63.2436,57.7472,58.2636
102.5,102.5,52,1.5,60.8509,63.4909,58.0109,58.5509
102.75,102.75,52,1.75,61.0045,63.6135,58.1445,58.6645
103.0,103.0,52,2.0,61.1182,63.7582,58.3182,58.7782
103.5,103.5,52,2.5,61.4075,64.0255,58.5455,59.0255
103.75,103.75,52,2.75,61.5791,64.1391,58.6591,59.1391
104.0,104.0,53,1.0,61.7127,64.2527,58.7727,59.2527
104.3333,104.3333,53,1.3333,61.8842,64.5242,59.0242,59.5442
104.6667,104.6667,53,1.6667,62.1832,64.6958,59.1958,59.6958
105.0,105.0,53,2.0,62.4146,64.8473,59.3873,59.8473
105.3333,105.3333,53,2.3333,62.5788,64.9988,59.5388,59.9988
105.6667,105.6667,53,2.6667,62.7303,65.1503,59.6903,60.1903
106.0,106.0,54,1.0,62.8818,65.3018,59.8418,60.349
106.5,106.5,54,1.5,63.1691,65.5291,60.0691,60.6491
107.0,107.0,54,2.0,63.3964,65.9128,60.2964,60.8764
107.5,107.5,54,2.5,63.6308,66.1436,60.5236,61.1036
108.0,108.0,55,1.0,63.9127,66.3818,60.7709,61.3418
108.5,108.5,55,1.5,64.1946,66.6582,60.9982,61.6146
109.0,109.0,55,2.0,64.4855,66.9455,61.2855,61.9255
109.5,109.5,55,2.5,64.7127,67.1727,61.4927,62.1527
110.0,110.0,56,1.0,65.0,67.4,61.72,62.4
110.5,110.5,56,1.5,65.3073,67.7073,62.0073,62.6673
111.0,111.0,56,2.0,65.549,67.9545,62.2345,62.9545
111.5,111.5,56,2.5,65.7872,68.1818,62.4618,63.1818
112.0,112.0,57,1.0,66.0964,68.4291,62.6891,63.4091
114.0,114.0,58,1.0,67.2582,69.6182,63.9982,64.5382
114.5,114.5,58,1.5,67.5455,69.8455,64.2255,64.8055
115.0,115.0,58,2.0,67.7854,70.0727,64.4527,65.0327
115.5,115.5,58,2.5,68.02,70.3,64.52,65.26
116.0,116.0,59,1.0,68.2873,70.5492,64.7473,65.4873
116.5,116.5,59,1.5,68.589,70.8745,65.0235,65.8145
117.0,117.0,59,2.0,68.8218,71.1418,65.2618,66.0818
117.5,117.5,59,2.5,69.0582,71.3691,65.4891,66.2891
118.0,118.0,60,1.0,69.3164,71.6128,65.7164,66.5164
118.5,118.5,60,1.5,69.6436,71.9036,65.9836,66.8036
119.0,119.0,60,2.0,69.8709,72.1309,66.2309,67.0709
119.5,119.5,60,2.5,70.0982,72.3582,66.4582,67.2982
120.0,120.0,61,1.0,70.3255,72.6055,66.7055,67.5255
122.0,122.0,62,1.0,71.6145,73.5745,67.8145,68.4345
122.5,122.5,62,1.5,71.8618,73.8018,68.0418,68.8418
123.0,123.0,62,2.0,72.0891,74.3091,68.2291,69.1091
123.5,123.5,62,2.5,72.3164,74.5364,68.4564,69.3364
124.0,124.0,63,1.0,72.5272,74.8436,68.6836,69.6036
126.0,126.0,64,1.0,73.8327,75.9927,69.7127,70.7927
126.5,126.5,64,1.5,74.06,76.24,69.94,71.02
127.0,127.0,64,2.0,74.3073,76.4673,70.2273,71.2473
127.5,127.5,64,2.5,74.5745,76.7345,70.4745,71.4745
128.0,128.0,65,1.0,74.8218,77.0036,70.7036,71.7218
128.5,128.5,65,1.5,75.1182,77.3091,70.9691,71.9582
129.0,129.0,65,2.0,75.4164,77.5728,71.2364,72.2564
129.5,129.5,65,2.5,75.6436,77.8472,71.4636,72.4872
130.0,130.0,66,1.0,75.9145,78.1018,71.6909,72.7636
130.5,130.5,66,1.5,76.1782,78.411,71.9364,73.0746
131.0,131.0,66,2.0,76.482,78.711,72.1855,73.3655
131.5,131.5,66,2.5,76.7981,78.9781,72.4527,73.6835
132.0,132.0,67,1.0,77.16,79.46,72.74,74.08
132.5,132.5,67,1.5,77.5073,79.7273,73.0473,74.3473
133.0,133.0,67,2.0,77.7345,80.049,73.2945,74.6545
133.5,133.5,67,2.5,77.9618,80.3218,73.5218,74.8818
134.0,134.0,68,1.0,78.1891,80.5764,73.7491,75.1091
134.5,134.5,68,1.5,78.6148,80.9092,73.9764,75.4364
135.0,135.0,68,2.0,78.9036,81.1436,74.3672,75.6672
135.5,135.5,68,2.5,79.2709,81.4036,74.6909,76.0109
136.0,136.0,69,1.0,79.5164,81.731,74.9182,76.2382
136.5,136.5,69,1.5,79.7455,82.0055,75.1455,76.491
137.0,137.0,69,2.0,79.9727,82.2454,75.3927,76.8127
137.5,137.5,69,2.5,80.2,82.48,75.62,77.04
138.0,138.0,70,1.0,80.4273,82.8473,75.8746,77.3073
138.5,138.5,70,1.5,80.936,83.118,76.2145,77.5345
139.0,139.0,70,2.0,81.2818,83.3618,76.4418,77.7618
139.5,139.5,70,2.5,81.5491,83.7691,76.6891,78.1182
140.0,140.0,71,1.0,81.7764,83.9964,76.9164,78.3564
140.5,140.5,71,1.5,82.1036,84.2636,77.1872,78.6636
141.0,141.0,71,2.0,82.3527,84.4909,77.4309,78.9218
141.5,141.5,71,2.5,82.6582,84.8382,77.6782,79.2382
142.0,142.0,72,1.0,83.0565,85.0655,77.9855,79.5855
142.5,142.5,72,1.5,83.3127,85.2927,78.2127,79.8127
143.0,143.0,72,2.0,83.54,85.52,78.44,80.04
143.5,143.5,72,2.5,83.8873,85.8873,78.7873,80.2873
144.0,144.0,73,1.0,84.1745,86.1945,79.0345,80.5345
144.5,144.5,73,1.5,84.4618,86.5036,79.2618,80.7618
145.0,145.0,73,2.0,84.8146,86.8091,79.4891,81.0491
145.5,145.5,73,2.5,85.0964,87.0564,79.7164,81.2764
146.0,146.0,74,1.0,85.4836,87.4836,79.9436,81.5636
146.5,146.5,74,1.5,85.7109,87.7109,80.1709,81.7909
147.0,147.0,74,2.0,85.9382,87.9382,80.3982,82.1182
147.5,147.5,74,2.5,86.3075,88.1655,80.8055,82.3855
148.0,148.0,75,1.0,86.6054,88.4054,81.0454,82.6127
148.5,148.5,75,1.5,86.88,88.74,81.28,82.88
149.0,149.0,75,2.0,87.1073,88.9673,81.5619,83.1638
149.5,149.5,75,2.5,87.6345,89.3835,81.8545,83.5545
150.0,150.0,76,1.0,87.8618,89.6218,82.0818,83.7818
150.5,150.5,76,1.5,88.0891,89.8691,82.3091,84.0091
151.0,151.0,76,2.0,88.3764,90.0964,82.5364,84.3364
151.5,151.5,76,2.5,88.6432,90.4836,82.8836,84.5636
152.0,152.0,77,1.0,89.0509,90.7109,83.1109,84.7909
152.5,152.5,77,1.5,89.2782,90.9382,83.2982,85.0182
153.0,153.0,77,2.0,89.531,91.2055,83.531,85.271
153.5,153.5,77,2.5,89.8727,91.4454,83.8327,85.5127
154.0,154.0,78,1.0,90.2,91.94,84.18,85.74
154.5,154.5,78,1.5,90.4473,92.1673,84.4073,85.9673
155.0,155.0,78,2.0,90.6745,92.3945,84.6345,86.1945
155.5,155.5,78,2.5,90.9218,92.6218,84.8618,86.4708
156.0,156.0,79,1.0,91.1582,92.8891,85.0891,86.7891
156.5,156.5,79,1.5,91.6364,93.1164,85.3164,87.0164
157.0,157.0,79,2.0,91.8636,93.3436,85.5472,87.3272
157.5,157.5,79,2.5,92.1127,93.7109,85.8109,87.6109
158.0,158.0,80,1.0,92.5382,93.9382,86.0382,87.8382
158.5,158.5,80,1.5,92.7655,94.1855,86.282,88.131
159.0,159.0,80,2.0,93.0727,94.5727,86.5527,88.4127
159.5,159.5,80,2.5,93.3,94.86,86.86,88.64
160.0,160.0,81,1.0,93.5692,95.0946,87.1146,88.8873
160.5,160.5,81,1.5,94.0745,95.3345,87.3545,89.1745
161.0,161.0,81,2.0,94.3018,95.5618,87.5818,89.4018
161.5,161.5,81,2.5,94.5291,95.7982,87.8091,89.6291
162.0,162.0,82,1.0,94.8364,96.0964,88.0564,89.8964
162.5,162.5,82,1.5,95.1272,96.338,88.3036,90.1436
163.0,163.0,82,2.0,95.3709,96.6309,88.5709,90.3709
163.5,163.5,82,2.5,95.5982,97.0182,88.8382,90.6382
164.0,164.0,83,1.0,95.8255,97.2655,89.1255,90.8655
164.3333,164.3333,83,1.3333,95.977,97.417,89.277,91.017
164.5,164.5,83,1.5,96.0927,97.5054,89.4127,91.2508
164.6667,164.6667,83,1.6667,96.2685,97.6485,89.5085,91.4485
165.0,165.0,83,2.0,96.46,97.82,89.66,91.62
165.3333,165.3333,83,2.3333,96.6115,97.9715,89.8115,91.7715
165.5,165.5,83,2.5,96.6873,98.0673,89.8873,91.8473
165.6667,165.6667,83,2.6667,96.763,98.143,89.963,91.923
166.0,166.0,84,1.0,96.9145,98.3145,90.1145,92.0745
166.3333,166.3333,84,1.3333,97.146,98.486,90.306,92.246
166.5,166.5,84,1.5,97.2218,98.5618,90.3818,92.3254
166.6667,166.6667,84,1.6667,97.2976,98.6376,90.4576,92.4728
167.0,167.0,84,2.0,97.551,98.8764,90.6455,92.6291
167.3333,167.3333,84,2.3333,97.8006,99.0606,90.8406,92.8006
167.5,167.5,84,2.5,97.8964,99.1364,90.9164,92.8764
167.6667,167.6667,84,2.6667,97.9721,99.2521,90.9921,92.9521
168.0,168.0,85,1.0,98.1236,99.4036,91.1708,93.1272
168.3333,168.3333,85,1.3333,98.2751,99.5551,91.4351,93.2951
168.5,168.5,85,1.5,98.3509,99.6909,91.5109,93.4018
168.6667,168.6667,85,1.6667,98.4267,99.7934,91.5867,93.4867
169.0,169.0,85,2.0,98.6182,99.9582,91.7382,93.6782
169.3333,169.3333,85,2.3333,98.9097,100.1297,91.9097,93.8297
169.5,169.5,85,2.5,98.9855,100.2055,91.9855,93.9055
169.6667,169.6667,85,2.6667,99.0612,100.2812,92.0612,93.9812
170.0,170.0,86,1.0,99.2127,100.4327,92.2127,94.1327
170.3333,170.3333,86,1.3333,99.3884,100.7242,92.4042,94.3842
170.5,170.5,86,1.5,99.5,100.8,92.48,94.46
170.6667,170.6667,86,1.6667,99.5758,100.8758,92.5558,94.5358
171.0,171.0,86,2.0,99.7273,101.0273,92.7073,94.6873
171.3333,171.3333,86,2.3333,99.9188,101.1788,92.8588,94.8588
171.5,171.5,86,2.5,99.9945,101.2545,92.9545,94.9345
171.6667,171.6667,86,2.6667,100.0703,101.3303,93.0303,95.0103
172.0,172.0,87,1.0,100.238,101.5326,93.1944,95.1618
172.5,172.5,87,1.5,100.6473,101.8691,93.5491,95.4073
173.0,173.0,87,2.0,100.9364,102.1164,93.7964,95.6764
173.5,173.5,87,2.5,101.3036,102.3436,94.0236,95.9072
174.0,174.0,88,1.0,101.5309,102.5709,94.2709,96.1727
174.5,174.5,88,1.5,101.8182,102.8782,94.4982,96.4182
175.0,175.0,88,2.0,102.0675,103.111,94.742,96.6455
175.5,175.5,88,2.5,102.3527,103.3527,95.0127,96.8927
176.0,176.0,89,1.0,102.6,103.68,95.28,97.12
176.5,176.5,89,1.5,102.9273,103.9673,95.5273,97.4473
177.0,177.0,89,2.0,103.1545,104.1945,95.7545,97.6745
177.5,177.5,89,2.5,103.3818,104.4218,95.9836,97.9218
178.0,178.0,90,1.0,103.6455,104.8237,96.2291,98.2237
178.5,178.5,90,1.5,104.0964,105.1164,96.5364,98.5164
179.0,179.0,90,2.0,104.3236,105.3472,96.7672,98.7436
179.5,179.5,90,2.5,104.5709,105.5909,97.0109,98.9709
180.0,180.0,91,1.0,104.7982,105.8182,97.2982,99.1982
180.5,180.5,91,1.5,105.1655,106.111,97.6455,99.511
181.0,181.0,91,2.0,105.3927,106.3527,97.8727,99.7527
181.5,181.5,91,2.5,105.62,106.64,98.12,100.02
182.0,182.0,92,1.0,105.9746,106.9019,98.4473,100.2873
182.5,182.5,92,1.5,106.2945,107.1945,98.6745,100.5545
183.0,183.0,92,2.0,106.5218,107.5054,98.9054,100.8018
