qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,F Trumpet 3,Alto Trombone,Tenor Trombone,Bass Trombone,Bass Tuba,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
834.0,842.0,P7(Flute 2)&P8(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P4(Bass Tuba)&P8(Violoncello)&P4(Contrabass),P7(Flute 1)&P7(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P7(F Trumpet 1)&P8(F Trumpet 2)&P7(F Trumpet 3)&P8(Alto Trombone)&P7(Tenor Trombone)&P7(Bass Trombone)&P4(Bass Tuba)&P7(Violoncello)&P4(Contrabass),,,,,P8(Flute 1)&P7(Flute 2)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P4(Bass Tuba)&U(Violoncello)&P4(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&U(Bass Tuba)&P4(Violoncello)&P8(Contrabass),Main Part,P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&U(Main)&U(F Horn 3)&U(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(Violoncello),P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&U(Main)&U(F Horn 2)&U(F Horn 4)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(Violoncello),P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&U(Main)&U(F Horn 2)&U(F Horn 3)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(Violoncello),P8(Flute 1)&P7(Flute 2)&P8(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P4(Bass Tuba)&P8(Violoncello)&P4(Contrabass),P7(Flute 1)&P8(Flute 2)&P7(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P7(F Trumpet 1)&P7(F Trumpet 3)&P8(Alto Trombone)&P7(Tenor Trombone)&P7(Bass Trombone)&P4(Bass Tuba)&P7(Violoncello)&P4(Contrabass),P8(Flute 1)&P7(Flute 2)&P8(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P7(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P4(Bass Tuba)&P8(Violoncello)&P4(Contrabass),P7(Flute 1)&P8(Flute 2)&P7(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P7(F Trumpet 1)&P8(F Trumpet 2)&P7(F Trumpet 3)&P7(Tenor Trombone)&P7(Bass Trombone)&P4(Bass Tuba)&P7(Violoncello)&P4(Contrabass),P8(Flute 1)&P7(Flute 2)&U(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&U(Bass Trombone)&P4(Bass Tuba)&U(Violoncello)&P4(Contrabass),P8(Flute 1)&P7(Flute 2)&U(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&U(Tenor Trombone)&P4(Bass Tuba)&U(Violoncello)&P4(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&U(Bassoon 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P4(Violoncello)&P8(Contrabass),,,,,P8(Flute 1)&P7(Flute 2)&U(Bassoon 1)&P4(Bassoon 2)&P4(Main)&P4(F Horn 2)&P4(F Horn 3)&P4(F Horn 4)&P8(F Trumpet 1)&P7(F Trumpet 2)&P8(F Trumpet 3)&P7(Alto Trombone)&U(Tenor Trombone)&U(Bass Trombone)&P4(Bass Tuba)&P4(Contrabass),P4(Flute 1)&P4(Flute 2)&P4(Bassoon 1)&P8(Bassoon 2)&P4(F Trumpet 1)&P4(F Trumpet 2)&P4(F Trumpet 3)&P4(Alto Trombone)&P4(Tenor Trombone)&P4(Bass Trombone)&P8(Bass Tuba)&P4(Violoncello)
842.0,846.0,U(Flute 2),U(Flute 1),Main Part,U(Main),,,,,,,,,,,,,,,,,,P6(Viola),P6(Violin 2),,
846.0,850.0,Main Part,U(Main),U(Oboe 2),U(Oboe 1),,,,,,,,,,,,,,,,,P2(Viola),,P2(Violin 1),,
850.0,854.0,U(Flute 2),U(Flute 1),Main Part,U(Main),,,,,,,,,,,,,,,,,,P7(Viola),P7(Violin 2),,
854.0,858.0,Main Part,U(Main),,,,,,,,,P5(Violoncello)&P5(Contrabass),,,,,,,,,,,,,P5(F Horn 3)&P8(Contrabass),P5(F Horn 3)&P8(Violoncello)
858.0,862.0,,,,,P2(Bb Clarinet 2),P2(Bb Clarinet 1),,,,,Main Part,,,,,,,,,,P8(Viola),,P8(Violin 1),P8(Contrabass),P8(Violoncello)
862.0,866.0,,,,,,,,,,Main Part,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
866.0,874.0,,,,,,,,,Main Part,,,,,,,,,,,,,,P3(Violoncello)&P3(Contrabass),P3(Viola)&P8(Contrabass),P3(Viola)&P8(Violoncello)
874.0,890.0,,,,,,,,,,,,,,,,,,,,,Main Part,,,P8(Contrabass),P8(Violoncello)
890.0,906.0,,,,,,,,,,,Main Part,,,,,,,,,,,,P4(Violoncello)&P4(Contrabass),P4(Viola)&P8(Contrabass),P4(Viola)&P8(Violoncello)
906.0,914.0,Main Part,,,,,,,,,,,,,,,,,,,,,,P4(Violoncello)&P4(Contrabass),P4(Viola)&P8(Contrabass),P4(Viola)&P8(Violoncello)
914.0,922.0,,,,,,,,,Main Part,,,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
922.0,930.0,Main Part,,,,,,,,,,,,,,,,,,,,,,P5(Violoncello),P5(Viola),
930.0,939.5,,,,,,,,,Main Part,,,,,,,,,,,,P3(Violin 2)&P8(Viola)&P5(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Violin 2)&P5(Violoncello)&P8(Contrabass),P5(Violin 1)&P3(Violin 2)&P5(Viola)&P5(Contrabass),P8(Violin 1)&P3(Violin 2)&P8(Viola)&P5(Violoncello)
939.5,949.0,Main Part,,,,,,,,,,,,,,,,,,,,P3(Violin 2)&P8(Viola)&P5(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Violin 2)&P5(Violoncello)&P8(Contrabass),P5(Violin 1)&P3(Violin 2)&P5(Viola)&P5(Contrabass),P8(Violin 1)&P3(Violin 2)&P8(Viola)&P5(Violoncello)
949.0,954.0,,,,,,,,,Main Part,,,,,,,,,,,,P5(Main)&P3(Violin 2)&P8(Viola),P3(Main)&P3(Violin 1)&P3(Viola),P5(Main)&P8(Violin 1)&P3(Violin 2),,
954.0,958.0,,,,,,,,,,,,Main Part,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
958.0,962.0,,,,,,,,,,,Main Part,,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
962.0,966.0,,,,,,,,,,Main Part,P3(Main),,,,,,,,,,,,,P8(Contrabass),P8(Violoncello)
966.0,970.0,U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&U(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&U(Viola),Main Part,,,,U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),U(Flute 1)&U(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&U(Violin 1)&U(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(F Trumpet 3)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&U(Violin 1)&U(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(F Trumpet 3)&U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&U(Violin 1)&U(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2)&U(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Violin 1)&P8(Violin 2)&P8(Viola),,P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&U(Violin 2)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&U(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba)&U(Violin 1)&P8(Viola),P8(Flute 1)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&U(Bassoon 2)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba)&P8(Violin 1)&P8(Violin 2),P8(Contrabass),P8(Violoncello)
970.0,978.0,Main Part,U(Main)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 2)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Bb Clarinet 1)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&U(Oboe 1)&U(Oboe 2)&U(Bb Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&U(Bassoon 1)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),U(F Horn 2)&U(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&U(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&U(F Horn 2)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&U(Alto Trombone)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&U(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&U(F Trumpet 1)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&U(Tenor Trombone)&P8(Bass Trombone)&P8(Bass Tuba),U(F Horn 1)&U(F Horn 2)&U(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&U(Alto Trombone)&P8(Bass Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&U(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Tuba),P8(F Horn 1)&P8(F Horn 2)&P8(F Horn 3)&P8(F Horn 4)&P8(F Trumpet 1)&P8(F Trumpet 2)&P8(F Trumpet 3)&P8(Alto Trombone)&P8(Tenor Trombone)&P8(Bass Trombone),,P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 2)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&U(Violin 1)&P8(Viola)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Flute 2)&P8(Oboe 1)&P8(Oboe 2)&P8(Bb Clarinet 1)&P8(Bb Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2)&P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
