score_qstamp,qstamp,measure,beat,831991_tstamp,718691_tstamp
187.5,187.5,86,2.6667,125.2317,119.2117
187.75,187.75,86,2.8333,125.3358,119.3158
188.0,188.0,87,1.0,125.44,119.42
188.5,188.5,87,1.3333,125.9883,119.6883
189.0,189.0,87,1.6667,126.2367,119.8967
189.5,189.5,87,2.0,126.445,120.105
190.0,190.0,87,2.3333,126.6533,120.2933
190.5,190.5,87,2.6667,126.8617,120.5017
191.0,191.0,88,1.0,127.09,120.71
191.5,191.5,88,1.3333,127.3183,120.9183
192.0,192.0,88,1.6667,127.5534,121.1334
192.5,192.5,88,2.0,127.935,121.355
193.0,193.0,88,2.3333,128.2433,121.5633
193.5,193.5,88,2.6667,128.4517,121.7717
194.0,194.0,89,1.0,128.66,121.98
194.5,194.5,89,1.3333,128.8849,122.1883
195.0,195.0,89,1.6667,129.1167,122.3767
195.5,195.5,89,2.0,129.445,122.565
195.75,195.75,89,2.1667,129.5492,122.6692
196.0,196.0,89,2.3333,129.6533,122.7733
196.25,196.25,89,2.5,129.7975,122.8775
196.5,196.5,89,2.6667,129.9102,122.9817
196.75,196.75,89,2.8333,130.1058,123.0858
197.0,197.0,90,1.0,130.21,123.19
197.25,197.25,90,1.1667,130.4142,123.2942
197.5,197.5,90,1.3333,130.5183,123.3983
197.75,197.75,90,1.5,130.6225,123.5025
198.0,198.0,90,1.6667,130.7267,123.5467
198.25,198.25,90,1.8333,130.8508,123.6508
198.5,198.5,90,2.0,130.955,123.755
199.0,199.0,90,2.3333,131.4033,123.9833
199.5,199.5,90,2.6667,131.6117,124.1917
200.0,200.0,91,1.0,131.82,124.4
200.5,200.5,91,1.3333,132.0883,124.6366
201.0,201.0,91,1.6667,132.3567,124.8567
201.5,201.5,91,2.0,132.665,125.065
202.0,202.0,91,2.3333,132.8733,125.2733
202.5,202.5,91,2.6667,133.1817,125.4817
203.0,203.0,92,1.0,133.39,125.69
203.5,203.5,92,1.3333,133.5983,125.8983
204.0,204.0,92,1.6667,133.9134,126.1067
204.5,204.5,92,2.0,134.135,126.315
205.0,205.0,92,2.3333,134.4233,126.5433
205.5,205.5,92,2.6667,134.6317,126.7517
206.0,206.0,93,1.0,135.0,126.94
206.5,206.5,93,1.3333,135.2415,127.1483
207.0,207.0,93,1.6667,135.5167,127.3567
207.5,207.5,93,2.0,135.805,127.565
207.75,207.75,93,2.1667,135.9092,127.6364
208.0,208.0,93,2.3333,136.0133,127.7333
208.25,208.25,93,2.5,136.1775,127.8375
208.5,208.5,93,2.6667,136.2817,127.9417
208.75,208.75,93,2.8333,136.3916,128.0458
209.0,209.0,94,1.0,136.57,128.15
209.25,209.25,94,1.1667,136.7342,128.2542
209.5,209.5,94,1.3333,136.8383,128.3383
209.75,209.75,94,1.5,137.0225,128.4425
210.0,210.0,94,1.6667,137.1267,128.5467
210.25,210.25,94,1.8333,137.2308,128.6508
210.5,210.5,94,2.0,137.335,128.755
210.75,210.75,94,2.1667,137.6992,128.8592
211.0,211.0,94,2.3333,137.8033,128.9633
211.25,211.25,94,2.5,137.9075,129.0675
211.5,211.5,94,2.6667,138.0117,129.1717
211.75,211.75,94,2.8333,138.1158,129.2758
212.0,212.0,95,1.0,138.22,129.38
212.5,212.5,95,1.3333,138.4283,129.5883
212.75,212.75,95,1.5,138.5325,129.6925
213.0,213.0,95,1.6667,138.6567,129.7967
213.25,213.25,95,1.8333,138.7808,129.9008
213.5,213.5,95,2.0,138.965,130.005
213.75,213.75,95,2.1667,139.0892,130.1092
214.0,214.0,95,2.3333,139.1933,130.2133
214.25,214.25,95,2.5,139.3575,130.3175
214.5,214.5,95,2.6667,139.4617,130.4217
214.75,214.75,95,2.8333,139.5658,130.5258
215.0,215.0,96,1.0,139.67,130.63
215.25,215.25,96,1.1667,139.9226,130.7342
215.5,215.5,96,1.3333,140.0383,130.8383
215.75,215.75,96,1.5,140.145,130.9425
216.0,216.0,96,1.6667,140.2667,131.0467
216.25,216.25,96,1.8333,140.4308,131.1303
216.5,216.5,96,2.0,140.535,131.215
216.75,216.75,96,2.1667,140.6392,131.3192
217.0,217.0,96,2.3333,140.7666,131.4233
217.25,217.25,96,2.5,140.9275,131.5275
217.5,217.5,96,2.6667,141.0317,131.6317
217.75,217.75,96,2.8333,141.1358,131.7358
218.0,218.0,97,1.0,141.26,131.84
218.25,218.25,97,1.1667,141.5842,131.9442
218.5,218.5,97,1.3333,141.6883,132.0483
218.75,218.75,97,1.5,141.8125,132.1525
219.0,219.0,97,1.6667,141.9167,132.2567
219.25,219.25,97,1.8333,142.0208,132.3608
219.5,219.5,97,2.0,142.125,132.4525
219.75,219.75,97,2.1667,142.2584,132.5492
220.0,220.0,97,2.3333,142.3733,132.6533
220.25,220.25,97,2.5,142.495,132.7575
220.5,220.5,97,2.6667,142.6217,132.8617
220.75,220.75,97,2.8333,142.7658,132.9658
221.0,221.0,98,1.0,142.87,133.07
221.25,221.25,98,1.1667,143.1142,133.1942
221.5,221.5,98,1.3333,143.2366,133.2983
221.75,221.75,98,1.5,143.3425,133.4025
222.0,222.0,98,1.6667,143.4467,133.5067
222.25,222.25,98,1.8333,143.5508,133.6108
222.5,222.5,98,2.0,143.655,133.715
222.75,222.75,98,2.1667,143.7984,133.8192
223.0,223.0,98,2.3333,143.9033,133.9233
223.25,223.25,98,2.5,144.0075,134.0275
223.5,223.5,98,2.6667,144.1117,134.1317
223.75,223.75,98,2.8333,144.2158,134.2358
224.0,224.0,99,1.0,144.38,134.34
224.25,224.25,99,1.1667,144.5842,134.4442
224.5,224.5,99,1.3333,144.6883,134.5483
224.75,224.75,99,1.5,144.8125,134.6525
225.0,225.0,99,1.6667,144.9967,134.7567
225.25,225.25,99,1.8333,145.1208,134.8408
225.5,225.5,99,2.0,145.265,134.945
225.75,225.75,99,2.1667,145.3692,135.0492
226.0,226.0,99,2.3333,145.4733,135.1533
226.25,226.25,99,2.5,145.5658,135.2575
226.5,226.5,99,2.6667,145.6417,135.3608
226.75,226.75,99,2.8333,145.7458,135.4458
227.0,227.0,100,1.0,145.85,135.55
227.25,227.25,100,1.1667,146.4942,135.6542
227.5,227.5,100,1.3333,146.6183,135.7583
227.75,227.75,100,1.5,146.7225,135.8625
228.0,228.0,100,1.6667,146.8267,135.9667
228.25,228.25,100,1.8333,146.9308,136.0708
228.5,228.5,100,2.0,147.055,136.175
228.75,228.75,100,2.1667,147.1592,136.2792
229.0,229.0,100,2.3333,147.2633,136.4033
229.25,229.25,100,2.5,147.3675,136.5075
229.5,229.5,100,2.6667,147.4717,136.6117
229.75,229.75,100,2.8333,147.5758,136.7158
230.0,230.0,101,1.0,147.68,136.82
230.25,230.25,101,1.1667,147.8442,136.9221
230.5,230.5,101,1.3333,147.9483,136.9894
230.75,230.75,101,1.5,148.0525,137.0725
231.0,231.0,101,1.6667,148.1567,137.1767
231.25,231.25,101,1.8333,148.2608,137.2808
231.5,231.5,101,2.0,148.385,137.385
232.0,232.0,101,2.3333,148.6133,137.5933
232.5,232.5,101,2.6667,148.9617,137.8017
233.0,233.0,102,1.0,149.17,138.01
233.5,233.5,102,1.3333,149.3983,138.2183
234.0,234.0,102,1.6667,149.6667,138.4267
234.5,234.5,102,2.0,149.955,138.635
235.0,235.0,102,2.3333,150.2066,138.8433
235.5,235.5,102,2.6667,150.5117,139.0517
236.0,236.0,103,1.0,150.78,139.26
236.5,236.5,103,1.3333,151.0283,139.5083
237.0,237.0,103,1.6667,151.2367,139.7167
237.5,237.5,103,2.0,151.445,139.925
238.0,238.0,103,2.3333,151.6533,140.1333
238.5,238.5,103,2.6667,152.1017,140.3817
239.0,239.0,104,1.0,152.58,140.59
239.5,239.5,104,1.3333,152.9383,140.7983
240.0,240.0,104,1.6667,153.2067,141.0201
240.5,240.5,104,2.0,153.415,141.255
241.0,241.0,104,2.3333,153.6233,141.4633
241.5,241.5,104,2.6667,153.8551,141.6717
242.0,242.0,105,1.0,154.08,141.84
242.5,242.5,105,1.3333,154.3049,142.0483
243.0,243.0,105,1.6667,154.5767,142.2567
243.5,243.5,105,2.0,154.855,142.465
244.0,244.0,105,2.3333,155.1333,142.6733
244.5,244.5,105,2.6667,155.4051,142.8817
245.0,245.0,106,1.0,155.71,143.09
245.5,245.5,106,1.3333,155.9183,143.2983
246.0,246.0,106,1.6667,156.3867,143.5067
246.5,246.5,106,2.0,156.595,143.715
247.0,247.0,106,2.3333,156.8033,143.9233
247.5,247.5,106,2.6667,157.0717,144.1317
248.0,248.0,107,1.0,157.4,144.34
248.5,248.5,107,1.3333,157.6766,144.5483
249.0,249.0,107,1.6667,157.9767,144.7567
249.5,249.5,107,2.0,158.195,144.965
250.0,250.0,107,2.3333,158.4733,145.1733
250.5,250.5,107,2.6667,158.6834,145.4417
251.0,251.0,108,1.0,158.91,145.68
251.5,251.5,108,1.3333,159.2983,145.9583
252.0,252.0,108,1.6667,159.5134,146.1667
252.5,252.5,108,2.0,159.735,146.375
253.0,253.0,108,2.3333,160.0633,146.6099
253.5,253.5,108,2.6667,160.2717,146.8517
188.0,254.0,87,1.0,160.64,147.1
188.5,254.5,87,1.3333,160.9283,147.3449
189.0,255.0,87,1.6667,161.1367,147.5767
189.5,255.5,87,2.0,161.405,147.845
190.0,256.0,87,2.3333,161.8133,148.0533
190.5,256.5,87,2.6667,162.0217,148.2417
191.0,257.0,88,1.0,162.25,148.45
191.5,257.5,88,1.3333,162.4583,148.6383
192.0,258.0,88,1.6667,162.7602,148.8667
192.5,258.5,88,2.0,163.115,149.075
193.0,259.0,88,2.3333,163.4433,149.3233
193.5,259.5,88,2.6667,163.6517,149.5317
194.0,260.0,89,1.0,163.86,149.72
194.5,260.5,89,1.3333,164.1215,149.9083
195.0,261.0,89,1.6667,164.3767,150.1167
195.5,261.5,89,2.0,164.695,150.305
195.75,261.75,89,2.1667,164.8292,150.4092
196.0,262.0,89,2.3333,164.9333,150.4933
196.25,262.25,89,2.5,165.1575,150.5975
196.5,262.5,89,2.6667,165.2617,150.7017
196.75,262.75,89,2.8333,165.3658,150.8058
197.0,263.0,90,1.0,165.47,150.91
197.25,263.25,90,1.1667,165.7142,151.0142
197.5,263.5,90,1.3333,165.8183,151.1183
197.75,263.75,90,1.5,165.9225,151.2225
198.0,264.0,90,1.6667,166.0334,151.3267
198.25,264.25,90,1.8333,166.1508,151.4508
198.5,264.5,90,2.0,166.255,151.555
199.0,265.0,90,2.3333,166.6633,151.7633
199.5,265.5,90,2.6667,166.8717,151.9717
200.0,266.0,91,1.0,167.08,152.18
200.5,266.5,91,1.3333,167.3683,152.3883
201.0,267.0,91,1.6667,167.5967,152.6167
201.5,267.5,91,2.0,167.805,152.825
202.0,268.0,91,2.3333,168.0533,153.0333
202.5,268.5,91,2.6667,168.4119,153.2417
203.0,269.0,92,1.0,168.83,153.43
203.5,269.5,92,1.3333,169.0383,153.6383
204.0,270.0,92,1.6667,169.3534,153.8467
204.5,270.5,92,2.0,169.575,154.055
205.0,271.0,92,2.3333,170.0033,154.2833
205.5,271.5,92,2.6667,170.2117,154.4917
206.0,272.0,93,1.0,170.42,154.7
206.5,272.5,93,1.3333,170.6283,154.9083
207.0,273.0,93,1.6667,170.8367,155.1167
207.5,273.5,93,2.0,171.125,155.305
207.75,273.75,93,2.1667,171.3076,155.4092
208.0,274.0,93,2.3333,171.4333,155.5133
208.25,274.25,93,2.5,171.5775,155.6175
208.5,274.5,93,2.6667,171.7017,155.7217
208.75,274.75,93,2.8333,171.8658,155.8258
209.0,275.0,94,1.0,171.97,155.94
209.25,275.25,94,1.1667,172.0942,156.0542
209.5,275.5,94,1.3333,172.2183,156.1583
209.75,275.75,94,1.5,172.3225,156.2475
210.0,276.0,94,1.6667,172.4867,156.3267
210.25,276.25,94,1.8333,172.6108,156.4308
210.5,276.5,94,2.0,172.715,156.535
210.75,276.75,94,2.1667,173.0992,156.6392
211.0,277.0,94,2.3333,173.2033,156.7433
211.25,277.25,94,2.5,173.3075,156.8475
211.5,277.5,94,2.6667,173.4117,156.9317
211.75,277.75,94,2.8333,173.5158,157.0358
212.0,278.0,95,1.0,173.62,157.12
212.5,278.5,95,1.3333,173.8883,157.3283
212.75,278.75,95,1.5,174.0525,157.4325
213.0,279.0,95,1.6667,174.1567,157.5184
213.25,279.25,95,1.8333,174.2608,157.6408
213.5,279.5,95,2.0,174.385,157.77
213.75,279.75,95,2.1667,174.4984,157.8892
214.0,280.0,95,2.3333,174.7066,157.9933
214.25,280.25,95,2.5,174.8175,158.0829
214.5,280.5,95,2.6667,174.9217,158.1017
214.75,280.75,95,2.8333,175.0258,158.2058
215.0,281.0,96,1.0,175.15,158.35
215.25,281.25,96,1.1667,175.4284,158.4542
215.5,281.5,96,1.3333,175.5583,158.5583
215.75,281.75,96,1.5,175.6625,158.6625
216.0,282.0,96,1.6667,175.7801,158.7667
216.25,282.25,96,1.8333,175.9108,158.8708
216.5,282.5,96,2.0,176.035,158.975
216.75,282.75,96,2.1667,176.1392,159.0792
217.0,283.0,96,2.3333,176.2499,159.1833
217.25,283.25,96,2.5,176.3875,159.2875
217.5,283.5,96,2.6667,176.5117,159.3917
217.75,283.75,96,2.8333,176.6358,159.4958
218.0,284.0,97,1.0,176.74,159.6
218.25,284.25,97,1.1667,177.0726,159.7042
218.5,284.5,97,1.3333,177.2083,159.8083
218.75,284.75,97,1.5,177.3125,159.9125
219.0,285.0,97,1.6667,177.4167,160.0167
219.25,285.25,97,1.8333,177.5208,160.1208
219.5,285.5,97,2.0,177.625,160.225
219.75,285.75,97,2.1667,177.7292,160.3292
220.0,286.0,97,2.3333,177.8333,160.4333
220.25,286.25,97,2.5,177.9975,160.5375
220.5,286.5,97,2.6667,178.1268,160.6417
220.75,286.75,97,2.8333,178.3458,160.7458
221.0,287.0,98,1.0,178.47,160.85
221.25,287.25,98,1.1667,178.7226,160.9742
221.5,287.5,98,1.3333,178.8783,161.0783
221.75,287.75,98,1.5,178.9825,161.1825
222.0,288.0,98,1.6667,179.0867,161.2867
222.25,288.25,98,1.8333,179.1908,161.3908
222.5,288.5,98,2.0,179.295,161.495
222.75,288.75,98,2.1667,179.3992,161.6392
223.0,289.0,98,2.3333,179.5033,161.7433
223.25,289.25,98,2.5,179.6075,161.8475
223.5,289.5,98,2.6667,179.7234,161.9517
223.75,289.75,98,2.8333,179.8358,162.0558
224.0,290.0,99,1.0,180.02,162.16
224.25,290.25,99,1.1667,180.1842,162.2642
224.5,290.5,99,1.3333,180.2883,162.3883
224.75,290.75,99,1.5,180.585,162.4925
225.0,291.0,99,1.6667,180.6967,162.5967
225.25,291.25,99,1.8333,180.8008,162.6808
225.5,291.5,99,2.0,180.905,162.785
225.75,291.75,99,2.1667,181.0092,162.8892
226.0,292.0,99,2.3333,181.1133,162.9933
226.25,292.25,99,2.5,181.2975,163.0975
226.5,292.5,99,2.6667,181.4034,163.2017
226.75,292.75,99,2.8333,181.5658,163.3015
227.0,293.0,100,1.0,181.67,163.35
227.25,293.25,100,1.1667,181.8026,163.4542
227.5,293.5,100,1.3333,181.9183,163.5383
227.75,293.75,100,1.5,182.0425,163.6425
228.0,294.0,100,1.6667,182.2067,163.7467
228.25,294.25,100,1.8333,182.4108,163.8508
228.5,294.5,100,2.0,182.535,163.955
228.75,294.75,100,2.1667,182.7584,164.0592
229.0,295.0,100,2.3333,182.9233,164.1633
229.25,295.25,100,2.5,183.0275,164.2675
229.5,295.5,100,2.6667,183.1517,164.3717
229.75,295.75,100,2.8333,183.2558,164.4758
230.0,296.0,101,1.0,183.36,164.58
230.25,296.25,101,1.1667,183.5042,164.6842
230.5,296.5,101,1.3333,183.6083,164.7883
230.75,296.75,101,1.5,183.7525,164.8925
231.0,297.0,101,1.6667,183.8767,164.9967
231.25,297.25,101,1.8333,184.0024,165.1008
231.5,297.5,101,2.0,184.155,165.205
232.0,298.0,101,2.3333,184.4133,165.4133
232.5,298.5,101,2.6667,184.7017,165.6217
233.0,299.0,102,1.0,184.91,165.83
233.5,299.5,102,1.3333,185.2583,166.0383
234.0,300.0,102,1.6667,185.4667,166.2467
234.5,300.5,102,2.0,185.755,166.4375
235.0,301.0,102,2.3333,186.0466,166.6433
235.5,301.5,102,2.6667,186.2917,166.8517
236.0,302.0,103,1.0,186.6,167.06
236.5,302.5,103,1.3333,186.8883,167.3083
237.0,303.0,103,1.6667,187.1367,167.5167
237.5,303.5,103,2.0,187.445,167.735
238.0,304.0,103,2.3333,187.6733,167.9733
238.5,304.5,103,2.6667,188.1217,168.2017
239.0,305.0,104,1.0,188.33,168.43
239.5,305.5,104,1.3333,188.5383,168.6383
240.0,306.0,104,1.6667,188.7667,168.8534
240.5,306.5,104,2.0,189.015,169.075
241.0,307.0,104,2.3333,189.3833,169.2833
241.5,307.5,104,2.6667,189.6834,169.4917
242.0,308.0,105,1.0,189.9,169.7
242.5,308.5,105,1.3333,190.1966,169.8883
243.0,309.0,105,1.6667,190.4967,170.0967
243.5,309.5,105,2.0,190.785,170.285
244.0,310.0,105,2.3333,191.0733,170.4933
244.5,310.5,105,2.6667,191.3034,170.7017
245.0,311.0,106,1.0,191.55,170.91
245.5,311.5,106,1.3333,191.8383,171.1183
246.0,312.0,106,1.6667,192.0735,171.3267
246.5,312.5,106,2.0,192.395,171.535
247.0,313.0,106,2.3333,192.8433,171.7433
247.5,313.5,106,2.6667,193.1317,171.8917
248.0,314.0,107,1.0,193.34,172.1
248.5,314.5,107,1.3333,193.5683,172.3083
249.0,315.0,107,1.6667,193.7767,172.5567
249.5,315.5,107,2.0,193.985,172.765
250.0,316.0,107,2.3333,194.1933,172.9733
250.5,316.5,107,2.6667,194.4017,173.1817
254.0,317.0,109,1.0,194.97,173.48
254.5,317.5,109,1.3333,195.4583,174.0166
255.0,318.0,109,1.6667,195.8467,174.3467
255.5,318.5,109,2.0,196.075,174.575
256.0,319.0,109,2.3333,196.4033,174.8233
256.5,319.5,109,2.6667,196.6117,175.0317
257.0,320.0,110,1.0,196.92,175.24
258.0,321.0,110,2.0,197.905,176.225
258.5,321.5,110,2.5,198.2175,176.6975
259.0,322.0,111,1.0,198.53,177.07
259.3333,322.3333,111,1.3333,199.4383,177.8183
259.6667,322.6667,111,1.6667,199.6467,178.0334
260.0,323.0,111,2.0,199.855,178.295
260.3333,323.3333,111,2.3333,200.0633,178.5833
260.6667,323.6667,111,2.6667,200.2717,178.8117
261.0,324.0,112,1.0,200.48,179.02
263.0,326.0,113,1.0,202.01,180.29
264.0,327.0,113,2.0,202.775,181.235
265.0,328.0,114,1.0,203.4,182.06
266.5,329.5,114,2.5,205.4975,183.3375
267.0,330.0,115,1.0,205.81,183.75
268.0,331.0,115,2.0,206.555,184.475
269.0,332.0,116,1.0,207.18,185.2
269.3333,332.3333,116,1.3333,207.3883,185.4483
269.5,332.5,116,1.5,207.6325,185.5525
269.6667,332.6667,116,1.6667,207.8967,185.8367
270.0,333.0,116,2.0,208.105,186.05
270.5,333.5,116,2.5,208.4175,186.3775
271.0,334.0,117,1.0,208.75,186.77
271.3333,334.3333,117,1.3333,208.9583,186.9783
271.5,334.5,117,1.5,209.0625,187.0825
271.6667,334.6667,117,1.6667,209.1667,187.1867
272.0,335.0,117,2.0,209.535,187.395
272.5,335.5,117,2.5,209.9075,187.815
273.0,336.0,118,1.0,210.34,188.14
273.3333,336.3333,118,1.3333,210.5483,188.3483
273.5,336.5,118,1.5,210.6525,188.4525
273.6667,336.6667,118,1.6667,210.7767,188.5567
274.0,337.0,118,2.0,211.105,188.765
274.5,337.5,118,2.5,211.4575,189.1175
275.0,338.0,119,1.0,211.79,189.47
275.3333,338.3333,119,1.3333,212.0383,189.6983
275.5,338.5,119,1.5,212.155,189.8025
275.6667,338.6667,119,1.6667,212.3467,189.9067
276.0,339.0,119,2.0,212.575,190.155
276.3333,339.3333,119,2.3333,212.8233,190.3633
276.5,339.5,119,2.5,212.9425,190.5275
276.6667,339.6667,119,2.6667,213.0717,190.6317
277.0,340.0,120,1.0,213.28,190.84
277.3333,340.3333,120,1.3333,213.6683,191.0483
277.5,340.5,120,1.5,213.83,191.1525
277.6667,340.6667,120,1.6667,213.9567,191.2767
278.0,341.0,120,2.0,214.175,191.58
278.3333,341.3333,120,2.3333,214.4533,191.8933
278.5,341.5,120,2.5,214.7175,191.9975
278.6667,341.6667,120,2.6667,214.8217,192.1017
279.0,342.0,121,1.0,215.04,192.31
279.3333,342.3333,121,1.3333,215.2783,192.5183
279.5,342.5,121,1.5,215.3825,192.6225
279.6667,342.6667,121,1.6667,215.5267,192.7267
279.75,342.75,121,1.75,215.5788,192.7788
280.0,343.0,121,2.0,215.735,192.935
280.3333,343.3333,121,2.3333,215.9699,193.2033
280.5,343.5,121,2.5,216.1075,193.3075
280.6667,343.6667,121,2.6667,216.2517,193.4517
281.0,344.0,122,1.0,216.46,193.66
281.3333,344.3333,122,1.3333,216.6683,193.9083
281.5,344.5,122,1.5,216.7725,194.0125
281.6667,344.6667,122,1.6667,216.9967,194.1367
282.0,345.0,122,2.0,217.225,194.425
282.3333,345.3333,122,2.3333,217.4933,194.7133
282.5,345.5,122,2.5,217.5975,194.8175
282.6667,345.6667,122,2.6667,217.7017,195.0017
283.0,346.0,123,1.0,217.91,195.21
283.3333,346.3333,123,1.3333,218.2583,195.4183
283.5,346.5,123,1.5,218.3825,195.5225
283.6667,346.6667,123,1.6667,218.4867,195.6267
283.75,346.75,123,1.75,218.5588,195.6788
284.0,347.0,123,2.0,218.775,195.835
284.3333,347.3333,123,2.3333,218.9833,196.1633
284.5,347.5,123,2.5,219.0875,196.275
284.6667,347.6667,123,2.6667,219.1917,196.3917
285.0,348.0,124,1.0,219.42,196.6
285.25,348.25,124,1.25,219.6363,196.8563
285.3333,348.3333,124,1.3333,219.7083,196.9083
285.5,348.5,124,1.5,219.9325,197.0125
285.6667,348.6667,124,1.6667,220.0367,197.1167
285.8333,348.8333,124,1.8333,220.1832,197.2408
286.0,349.0,124,2.0,220.345,197.345
286.3333,349.3333,124,2.3333,220.5533,197.5733
286.5,349.5,124,2.5,220.6575,197.6775
286.6667,349.6667,124,2.6667,220.7685,197.7817
287.0,350.0,125,1.0,221.05,197.99
287.3333,350.3333,125,1.3333,221.2783,198.1983
287.5,350.5,125,1.5,221.3825,198.3025
287.6667,350.6667,125,1.6667,221.4867,198.5069
288.0,351.0,125,2.0,221.695,198.795
288.3333,351.3333,125,2.3333,222.0633,199.0033
288.5,351.5,125,2.5,222.1675,199.1075
288.6667,351.6667,125,2.6667,222.2717,199.2234
289.0,352.0,126,1.0,222.5,199.5
289.25,352.25,126,1.25,222.6563,199.6763
289.5,352.5,126,1.5,222.8125,199.8325
289.75,352.75,126,1.75,222.9776,199.9888
290.0,353.0,126,2.0,223.145,200.145
290.25,353.25,126,2.25,223.3013,200.3413
290.5,353.5,126,2.5,223.4575,200.4975
290.75,353.75,126,2.75,223.6138,200.6538
291.0,354.0,127,1.0,223.89,200.84
291.25,354.25,127,1.25,224.1463,201.0463
291.5,354.5,127,1.5,224.3025,201.2025
291.75,354.75,127,1.75,224.4588,201.4388
292.0,355.0,127,2.0,224.635,201.635
292.25,355.25,127,2.25,224.8513,201.7913
292.5,355.5,127,2.5,225.0075,202.0075
292.75,355.75,127,2.75,225.1638,202.1638
293.0,356.0,128,1.0,225.32,202.32
293.5,356.5,128,1.5,225.7525,202.6525
293.75,356.75,128,1.75,225.9176,202.8088
294.0,357.0,128,2.0,226.205,202.965
294.5,357.5,128,2.5,226.5175,203.2975
294.75,357.75,128,2.75,226.6738,203.4538
295.0,358.0,129,1.0,226.84,203.61
295.25,358.25,129,1.25,227.2063,203.8463
295.5,358.5,129,1.5,227.3625,204.0025
295.75,358.75,129,1.75,227.5188,204.1588
296.0,359.0,129,2.0,227.675,204.315
296.25,359.25,129,2.25,227.8426,204.4713
296.5,359.5,129,2.5,228.0075,204.6275
296.75,359.75,129,2.75,228.1638,204.7952
297.0,360.0,130,1.0,228.32,205.0
297.5,360.5,130,1.5,228.7925,205.3525
297.75,360.75,130,1.75,228.9488,205.5088
298.0,361.0,130,2.0,229.105,205.705
298.5,361.5,130,2.5,229.5775,206.1125
298.75,361.75,130,2.75,229.7338,206.2738
299.0,362.0,131,1.0,229.89,206.43
299.25,362.25,131,1.25,230.0463,206.6263
299.5,362.5,131,1.5,230.215,206.7875
299.75,362.75,131,1.75,230.4588,206.9788
300.0,363.0,131,2.0,230.615,207.195
300.25,363.25,131,2.25,230.8513,207.3713
300.5,363.5,131,2.5,231.0075,207.5275
300.75,363.75,131,2.75,231.1876,207.6838
301.0,364.0,132,1.0,231.44,207.88
301.25,364.25,132,1.25,231.5963,208.0363
301.5,364.5,132,1.5,231.8325,208.1925
301.75,364.75,132,1.75,231.9888,208.3488
302.0,365.0,132,2.0,232.17,208.665
302.25,365.25,132,2.25,232.4013,208.8213
302.5,365.5,132,2.5,232.5575,208.9775
302.75,365.75,132,2.75,232.7338,209.1538
303.0,366.0,133,1.0,232.89,209.31
303.25,366.25,133,1.25,233.2063,209.5263
303.5,366.5,133,1.5,233.3625,209.6875
303.75,366.75,133,1.75,233.5188,209.8788
304.0,367.0,133,2.0,233.675,210.055
304.25,367.25,133,2.25,233.8313,210.2513
304.5,367.5,133,2.5,234.0275,210.4075
304.75,367.75,133,2.75,234.1914,210.5638
305.0,368.0,134,1.0,234.4,210.78
305.25,368.25,134,1.25,234.7763,210.9363
305.5,368.5,134,1.5,234.9325,211.0925
305.75,368.75,134,1.75,235.0888,211.2688
306.0,369.0,134,2.0,235.25,211.565
306.25,369.25,134,2.25,235.4213,211.7213
306.5,369.5,134,2.5,235.5775,211.8775
306.75,369.75,134,2.75,235.7338,212.0338
307.0,370.0,135,1.0,235.89,212.19
307.25,370.25,135,1.25,236.1063,212.3652
307.5,370.5,135,1.5,236.2625,212.5625
307.75,370.75,135,1.75,236.4188,212.7188
308.0,371.0,135,2.0,236.655,212.875
308.25,371.25,135,2.25,236.8313,213.0313
308.5,371.5,135,2.5,236.9875,213.2075
308.75,371.75,135,2.75,237.1438,213.3838
309.0,372.0,136,1.0,237.34,213.58
309.25,372.25,136,1.25,237.5763,213.8163
309.5,372.5,136,1.5,237.8325,214.0125
309.75,372.75,136,1.75,237.9888,214.1688
310.0,373.0,136,2.0,238.145,214.325
310.25,373.25,136,2.25,238.3813,214.5026
310.5,373.5,136,2.5,238.5375,214.6775
310.75,373.75,136,2.75,238.6938,214.8338
311.0,374.0,137,1.0,238.87,215.01
311.25,374.25,137,1.25,239.1463,215.3263
311.5,374.5,137,1.5,239.3025,215.4825
311.75,374.75,137,1.75,239.4588,215.6388
312.0,375.0,137,2.0,239.615,215.795
312.25,375.25,137,2.25,239.7713,215.9513
312.5,375.5,137,2.5,239.9275,216.1075
312.75,375.75,137,2.75,240.0838,216.2638
313.0,376.0,138,1.0,240.24,216.42
313.25,376.25,138,1.25,240.6763,216.8563
313.5,376.5,138,1.5,240.8325,217.0125
313.75,376.75,138,1.75,240.9888,217.1688
314.0,377.0,138,2.0,241.145,217.325
314.25,377.25,138,2.25,241.3013,217.4813
314.5,377.5,138,2.5,241.4575,217.6375
314.75,377.75,138,2.75,241.6138,217.7938
315.0,378.0,139,1.0,241.77,217.96
315.25,378.25,139,1.25,242.2063,218.2463
315.5,378.5,139,1.5,242.3825,218.4025
315.75,378.75,139,1.75,242.5388,218.5588
316.0,379.0,139,2.0,242.695,218.715
316.25,379.25,139,2.25,242.8913,219.1313
316.5,379.5,139,2.5,243.0475,219.2875
316.75,379.75,139,2.75,243.3838,219.4438
317.0,380.0,140,1.0,243.54,219.6
317.5,380.5,140,1.5,243.8525,219.9125
318.0,381.0,140,2.0,244.285,220.325
318.5,381.5,140,2.5,244.5975,220.6375
319.0,382.0,141,1.0,244.97,221.06
