qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Eb Horn 1,Eb Horn 2,B Horn 3 [NB: B natural],B Horn 4 [NB: B natural],B Trumpet 1 [NB: B natural],B Trumpet 2 [NB: B natural],Violin 1,Violin 2,Viola,Violoncello,Contrabass
392.5,207.8125,146,1.5,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C4,C4,C3,C2
393.0,208.125,146,2.0,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,B-3,B-3,B-2,B-1
393.5,208.4375,146,2.5,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C4,C4,C3,C2
394.0,208.75,147,1.0,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C#4,C#4,C#3,C#2
394.5,209.0625,147,1.5,r,r,r,r,r,r,E-3,E-2,E-4,E-3,r,r,r,r,E-4,C4,C4,C3,C2
395.0,209.375,147,2.0,r,r,r,r,r,r,F#3,G3,F#4,G4,r,r,r,r,F#4,B-3,B-3,B-2,B-1
395.5,209.6875,147,2.5,r,r,r,r,r,r,F#3,G3,F#4,G4,r,r,r,r,F#4,C4,C4,C3,C2
396.0,210.0,148,1.0,r,r,r,r,r,r,F3,F3,F4,F4,r,r,r,r,F4,C#4,C#4,C#3,C#2
396.5,210.3125,148,1.5,r,r,r,r,r,r,F3,F3,F4,F4,r,r,r,r,F4,C#4,C4,C3,C2
397.0,210.625,148,2.0,r,r,r,r,r,r,G#3,E3,G#4,E4,r,r,r,r,G#4,E4,B-3,B-2,B-1
397.5,210.9375,148,2.5,r,r,r,r,r,r,G#3,E3,G#4,E4,r,r,r,r,G#4,E4,C4,C3,C2
398.0,211.25,149,1.0,r,r,r,r,r,r,G3,E-3,G4,E-4,r,r,r,r,G4,E-4,C#4,C#3,C#2
398.5,211.5625,149,1.5,r,r,r,r,r,r,G3,E-3,G4,E-4,r,r,r,r,G4,E-4,C4,C3,C2
399.0,211.875,149,2.0,r,r,r,r,r,r,G3,E-3,G4,E-4,r,r,r,r,C#5,G4,B-3,B-2,B-1
399.5,212.1875,149,2.5,r,r,r,r,r,r,G3,E-3,G4,E-4,r,r,r,r,C#5,G4,C4,C3,C2
400.0,212.5,150,1.0,r,r,r,r,r,r,G3,E-3,G4,E-4,r,r,r,r,C#5,G4,B-3,B-2,B-1
400.5,212.8125,150,1.5,r,r,r,r,r,r,G#3,E-3,G#4,E-4,r,r,r,r,C#5,G#4,G#3,G#2,G#1
401.0,213.125,150,2.0,r,r,r,r,r,r,B-3,B-2,B-4,B-3,r,r,r,r,D5,B-4,G3,G2,G1
401.5,213.4375,150,2.5,r,r,r,r,r,r,G#3,B-2,B-4,B-3,r,r,r,r,D5,G#4,F3,F2,F1
402.0,213.75,151,1.0,C#6,B-5,C#6,B-5,C#5,B-4,G3,E-3,E-4,E-3,r,r,r,r,E-5,G4,E-3,E-2,E-2
402.75,214.2188,151,1.75,C6,G#5,C6,G#5,C5,G#4,G#3,F3,r,r,r,r,r,r,E-5,r,r,E-2,E-2
403.0,214.375,151,2.0,B-5,G5,B-5,G5,B-4,G4,B-3,G3,r,r,r,r,r,r,E-5,r,r,E-2,E-2
403.75,214.8438,151,2.75,G#5,F5,G#5,F5,G#4,F4,C4,G#3,r,r,r,r,r,r,E-5,r,r,E-2,E-2
404.0,215.0,152,1.0,G5,E-5,G5,E-5,G4,E-4,C#4,B-3,r,r,r,r,r,r,E-5,r,r,E-2,E-2
404.75,215.4688,152,1.75,F5,D5,F5,D5,G4,E-4,D4,B3,r,r,r,r,r,r,E-5,r,r,E-2,E-2
405.0,215.625,152,2.0,E-5,C5,E-5,C5,r,r,E-4,C4,r,r,r,r,r,r,E-5,r,r,E-2,E-2
405.75,216.0938,152,2.75,D5,B4,D5,B4,r,r,F4,D4,r,r,r,r,r,r,F5,r,r,E-2,E-2
406.0,216.25,153,1.0,C#5,B-4,C#5,B-4,G4,E-4,G4,E-4,E-4,E-3,r,r,r,r,G5,E-5,C#5,C#4,E-2
406.75,216.7188,153,1.75,r,r,r,r,G#4,F4,r,r,E-4,E-3,r,r,r,r,G#5,F5,C5,C4,E-2
407.0,216.875,153,2.0,r,r,r,r,B-4,G4,r,r,E-4,E-3,r,r,r,r,B-5,G5,B-4,B-3,E-2
407.75,217.3438,153,2.75,r,r,r,r,C5,G#4,r,r,E-4,E-3,r,r,r,r,C6,G#5,G#4,G#3,E-2
408.0,217.5,154,1.0,r,r,r,r,C#5,B-4,r,r,E-4,E-3,r,r,r,r,C#6,B-5,G4,G3,E-2
408.75,217.9688,154,1.75,r,r,r,r,E-5,C5,r,r,E-4,E-3,r,r,r,r,E-6,C6,F4,F3,E-2
409.0,218.125,154,2.0,r,r,r,r,F5,C#5,r,r,E-4,E-3,r,r,r,r,F6,C#6,E-4,E-3,E-2
409.75,218.5938,154,2.75,r,r,r,r,G5,E-5,r,r,E-4,E-3,r,r,r,r,G6,E-6,C#4,C#3,E-2
410.0,218.75,155,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C3,G#1
410.3333,218.9583,155,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,C4,C3,G#1
410.6667,219.1667,155,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,C4,C3,G#1
411.0,219.375,155,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,r,r,r
411.3333,219.5833,155,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,F#4,F#3
411.6667,219.7917,155,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,E-4,E-3
412.0,220.0,156,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,C4,C3
412.3333,220.2083,156,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,C4,C3
412.6667,220.4167,156,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,C4,C3
413.0,220.625,156,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,r,r,r
413.3333,220.8333,156,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,E-4,E-3
413.6667,221.0417,156,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,C4,C3
414.0,221.25,157,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,G#3,G#2
414.3333,221.4583,157,1.3333,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,r,r,G#4,G#3,G#2
414.5,221.5625,157,1.5,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
414.6667,221.6667,157,1.6667,F6,C#6,r,r,F5,C#5,F4,C#4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
415.0,221.875,157,2.0,F#6,E-6,r,r,F#5,E-5,F#4,E-4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
415.3333,222.0833,157,2.3333,F6,C#6,r,r,F5,C#5,F4,C#4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
415.5,222.1875,157,2.5,F6,C#6,r,r,F5,C#5,F4,C#4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
415.6667,222.2917,157,2.6667,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
416.0,222.5,158,1.0,C#6,B-5,r,r,C#5,B-4,C#4,B-3,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
416.3333,222.7083,158,1.3333,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
416.5,222.8125,158,1.5,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
416.6667,222.9167,158,1.6667,E6,C#6,r,r,E5,C#5,E4,C#4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
417.0,223.125,158,2.0,E-6,C6,r,r,E-5,C5,E-4,C4,r,r,r,r,r,r,G#6,G#5,G#4,G#3,G#2
417.3333,223.3333,158,2.3333,C6,G#5,r,r,C5,G#4,C4,G#3,r,r,r,r,r,r,G#6,G#5,G#4,G#2,G#1
417.5,223.4375,158,2.5,C6,G#5,r,r,C5,G#4,C4,G#3,r,r,r,r,r,r,G#6,G#5,G#4,G#2,G#1
417.6667,223.5417,158,2.6667,G#5,E-5,r,r,G#4,E-4,G#3,E-3,r,r,r,r,r,r,G#6,G#5,G#4,C3,C2
418.0,223.75,159,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-2
418.3333,223.9583,159,1.3333,E-6,C#6,E-5,C#5,G5,B-4,r,r,r,r,r,r,r,r,r,r,r,E-3,E-2
418.6667,224.1667,159,1.6667,E-6,C#6,E-5,C#5,G5,B-4,r,r,r,r,r,r,r,r,r,r,r,E-3,E-2
419.0,224.375,159,2.0,E-6,C#6,E-5,C#5,G5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r
419.3333,224.5833,159,2.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,C#5,C#4,C#3
419.6667,224.7917,159,2.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,B-4,B-3,B-2
420.0,225.0,160,1.0,r,r,r,r,r,r,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,G4,G3,G2
420.3333,225.2083,160,1.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,G4,G3,G2
420.6667,225.4167,160,1.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,G4,G3,G2
421.0,225.625,160,2.0,E-6,C#6,E-5,C#5,G5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r
421.3333,225.8333,160,2.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,B-4,B-3,B-2
421.6667,226.0417,160,2.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,G4,G3,G2
422.0,226.25,161,1.0,r,r,r,r,r,r,C#4,G3,E-4,E-3,E-4,B-3,r,r,r,r,E-4,E-3,E-2
422.3333,226.4583,161,1.3333,r,r,r,r,r,r,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-4,G4,B-3,E-3,E-2
422.5,226.5625,161,1.5,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-4,G4,B-3,E-3,E-2
422.6667,226.6667,161,1.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C5,G#4,C4,E-3,E-2
423.0,226.875,161,2.0,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C#5,B-4,C#4,r,r
423.3333,227.0833,161,2.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-4,G4,B-3,r,r
423.5,227.1875,161,2.5,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-4,G4,B-3,r,r
423.6667,227.2917,161,2.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C5,G#4,C4,r,r
424.0,227.5,162,1.0,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C#5,B-4,C#4,r,r
424.3333,227.7083,162,1.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-5,G4,B-3,r,r
424.5,227.8125,162,1.5,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-5,G4,B-3,r,r
424.6667,227.9167,162,1.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C6,G#4,C4,r,r
425.0,228.125,162,2.0,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C#6,B-4,C#4,r,r
425.3333,228.3333,162,2.3333,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-5,G4,B-3,r,r
425.5,228.4375,162,2.5,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,B-5,G4,B-3,r,r
425.6667,228.5417,162,2.6667,E-6,C#6,E-5,C#5,G5,B-4,C#4,G3,E-4,E-3,E-4,B-3,r,r,C6,G#4,C4,r,r
426.0,228.75,163,1.0,G6,C#6,G5,C#5,E-5,B-4,C#4,E-3,E-4,E-3,E-4,B-3,E-5,E-4,C#6,B-4,C#4,r,r
428.0,230.0,164,1.0,G6,C#6,G5,C#5,E-5,B-4,C#4,E-3,E-4,E-3,E-4,B-3,E-5,E-4,G5,C#5,E-4,r,r
429.3333,230.8333,164,2.3333,G6,C#6,G5,C#5,E-5,B-4,C#4,E-3,E-4,E-3,E-4,B-3,E-5,E-4,r,r,E-4,E-3,E-2
429.6667,231.0417,164,2.6667,G6,C#6,G5,C#5,E-5,B-4,C#4,E-3,E-4,E-3,E-4,B-3,E-5,E-4,r,r,C4,C3,C2
430.0,231.25,165,1.0,G#6,C6,G#5,C5,E-5,C5,C4,G#3,E-4,E-3,E-4,C4,E-5,E-4,G#5,C5,G#3,G#2,G#1
