qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,E Horn 1,E Horn 2,C Horn 3,C Horn 4,E Trumpet 1,E Trumpet 2,Trombone 1,Trombone 2,Trombone 3,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
240.0,100.0,81,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,B3,D4,E3,r
243.0,101.25,82,1.0,C#5,B-4,E5,r,B-4,F#4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,B-3,C#4,F#3,r
246.0,102.5,83,1.0,B4,B4,D5,r,B4,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,B3,D4,F4,G3,r
249.0,103.75,84,1.0,E5,C#5,G5,r,C#5,A4,A4,r,r,r,r,r,r,r,r,r,r,r,r,C#4,C#4,E4,A3,r
252.0,105.0,85,1.0,E5,C#5,F#5,r,C#5,B-4,B-4,r,r,r,r,r,r,r,r,r,r,r,r,B-3,E4,C#5,F#3,r
255.0,106.25,86,1.0,G5,E5,B5,E5,B4,G4,G4,r,r,r,r,r,r,r,r,r,r,r,r,B3,E4,B4,G3,r
258.0,107.5,87,1.0,A5,F#5,A5,F#5,E-5,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,E-4,A3,F#3,B2,r
261.0,108.75,88,1.0,r,r,A4,r,B3,A3,C3,A2,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E3,E2,r
264.0,110.0,89,1.0,G#5,D5,G#4,r,B3,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,G#4,D4,r,E2,r
264.3333,110.1389,89,1.3333,G#5,D5,G#4,r,B3,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
264.5,110.2083,89,1.5,G#5,D5,G#4,r,E4,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
264.6667,110.2778,89,1.6667,G#5,D5,G#4,r,E4,G#3,E3,E2,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,G#4,r,E2,r
265.0,110.4167,89,2.0,r,r,r,r,E4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,r,r,E3,E3,r
265.3333,110.5555,89,2.3333,D6,G#5,r,r,E4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E3,E3,r
265.5,110.625,89,2.5,D6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E3,E3,r
265.6667,110.6945,89,2.6667,C#6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,C#5,B4,E3,E3,r
266.0,110.8333,89,3.0,D6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E4,r,r
266.3333,110.9722,89,3.3333,E6,G#5,r,r,B4,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,E5,B4,E4,r,r
266.5,111.0417,89,3.5,E6,G#5,r,r,E5,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,E5,B4,E4,r,r
266.6667,111.1111,89,3.6667,D6,G#5,r,r,E5,r,r,r,r,G#4,r,D4,B3,r,r,r,r,r,r,D5,B4,E4,r,r
267.0,111.25,90,1.0,r,r,C#5,B-4,E5,C#5,F#3,F#3,r,B-4,r,C#4,B-3,r,r,r,r,r,r,r,r,F#4,r,r
267.5,111.4583,90,1.5,C#6,B-5,C#5,B-4,E5,C#5,F#3,F#3,r,B-4,r,C#4,B-3,r,r,r,r,r,r,C#5,B-4,F#4,r,r
268.0,111.6667,90,2.0,r,r,B4,G#4,E5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#3,F#3,r
268.5,111.875,90,2.5,r,r,B4,G#4,E5,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G#4,F#3,F#3,r
269.0,112.0833,90,3.0,r,r,B-4,F#4,E4,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,r
269.5,112.2917,90,3.5,r,r,B-4,F#4,E4,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,r,F#2,r
270.0,112.5,91,1.0,B5,F5,r,r,D4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,B4,F4,r,G2,r
270.3333,112.6389,91,1.3333,B5,F5,r,r,D4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
270.5,112.7083,91,1.5,B5,F5,r,r,G4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
270.6667,112.7778,91,1.6667,B5,F5,r,r,G4,B4,G3,G3,r,B4,r,F4,D4,r,r,r,r,r,r,F5,B4,r,G2,r
271.0,112.9167,91,2.0,r,r,r,r,G4,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,r,r,G3,G3,r
271.3333,113.0555,91,2.3333,F6,B5,r,r,G4,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G3,G3,r
271.5,113.125,91,2.5,F6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G3,G3,r
271.6667,113.1945,91,2.6667,E6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,E5,D5,G3,G3,r
272.0,113.3333,91,3.0,F6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G4,r,r
272.3333,113.4722,91,3.3333,G6,B5,r,r,D5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,G5,D5,G4,r,r
272.5,113.5417,91,3.5,G6,B5,r,r,G5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,G5,D5,G4,r,r
272.6667,113.6111,91,3.6667,F6,B5,r,r,G5,r,r,r,r,B4,r,F4,D4,r,r,r,r,r,r,F5,D5,G4,r,r
273.0,113.75,92,1.0,r,r,E5,C#5,G5,E5,A3,A3,r,C#5,r,E4,C#4,r,r,r,r,r,r,r,r,A4,r,r
273.5,113.9583,92,1.5,E6,C#6,E5,C#5,G5,E5,A3,A3,r,C#5,r,E4,C#4,r,r,r,r,r,r,E5,C#5,A4,r,r
274.0,114.1667,92,2.0,r,r,D5,B4,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,A3,r
274.5,114.375,92,2.5,r,r,D5,B4,G5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B4,A3,A3,r
275.0,114.5833,92,3.0,r,r,C#5,A4,G4,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
275.5,114.7917,92,3.5,r,r,C#5,A4,G4,E5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,C#5,G5,E5,A2,r
276.0,115.0,93,1.0,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-3,r
276.5,115.2083,93,1.5,r,r,r,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,G4,F#5,E-5,B-3,r
277.0,115.4167,93,2.0,r,r,r,r,r,r,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
277.5,115.625,93,2.5,r,r,r,r,r,r,E4,C#4,r,r,r,r,r,r,r,r,r,r,r,G4,E5,C#5,B-2,r
278.0,115.8333,93,3.0,E6,G5,r,r,E5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-2,A1
278.5,116.0417,93,3.5,E6,G5,r,r,E5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,E6,G5,C#5,B-2,A1
279.0,116.25,94,1.0,E-6,F#5,r,r,E-5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
279.5,116.4583,94,1.5,E-6,F#5,r,r,E-5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,E-6,F#5,E-5,B2,B1
280.0,116.6667,94,2.0,D6,G#5,r,r,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,E2
280.5,116.875,94,2.5,D6,G#5,r,r,D5,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,D6,G#5,B4,E3,E2
281.0,117.0833,94,3.0,C#6,G5,r,r,C#5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,A1
281.5,117.2917,94,3.5,C#6,G5,r,r,C#5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,G5,C#5,A2,A1
282.0,117.5,95,1.0,C6,F#5,r,r,C5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D3,D2
282.5,117.7083,95,1.5,C6,F#5,r,r,C5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,C6,F#5,A4,D3,D2
283.0,117.9167,95,2.0,B5,F5,r,r,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G2,G2
283.5,118.125,95,2.5,B5,F5,r,r,B4,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,F5,D5,G2,G2
284.0,118.3333,95,3.0,B-5,E5,r,r,B-4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C3,C2
284.5,118.5417,95,3.5,B-5,E5,r,r,B-4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,B-5,E5,G4,C3,C2
285.0,118.75,96,1.0,A5,E5,r,r,A4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#2,F#2
285.5,118.9583,96,1.5,A5,E5,r,r,A4,E4,C4,C4,r,r,r,r,r,r,r,r,r,r,r,A5,E5,C5,F#2,F#2
286.0,119.1667,96,2.0,G5,E-5,r,r,G4,E-4,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B2
286.5,119.375,96,2.5,G5,E-5,r,r,G4,E-4,B3,B3,r,r,r,r,r,r,r,r,r,r,r,G5,E-5,B4,B2,B2
287.0,119.5833,96,3.0,F#5,E-5,r,r,F#4,E-4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
287.5,119.7917,96,3.5,F#5,E-5,r,r,F#4,E-4,A3,A3,r,r,r,r,r,r,r,r,r,r,r,F#5,A4,E-4,B2,B1
288.0,120.0,97,1.0,E5,E5,r,r,E4,E4,G3,G3,r,r,r,r,r,r,r,r,r,r,r,E5,G4,E4,E3,E2
289.0,120.4167,97,1.5,E-5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
289.5,120.625,97,1.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
290.0,120.8333,97,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
290.5,121.0417,97,2.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
291.0,121.25,97,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
291.5,121.4583,97,2.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
292.0,121.6667,97,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
292.5,121.875,97,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
293.0,122.0833,97,3.5,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
293.5,122.2917,97,3.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
294.0,122.5,98,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
295.0,122.9167,98,1.5,F5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
295.5,123.125,98,1.75,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
296.0,123.3333,98,2.0,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
296.5,123.5417,98,2.25,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
297.0,123.75,98,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
297.5,123.9583,98,2.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
298.0,124.1667,98,3.0,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
298.5,124.375,98,3.25,A5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
299.0,124.5833,98,3.5,F#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
299.5,124.7917,98,3.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,A4,E4,r,r
300.0,125.0,99,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
301.0,125.4167,99,1.5,E-5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
301.5,125.625,99,1.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
302.0,125.8333,99,2.0,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
302.5,126.0417,99,2.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
303.0,126.25,99,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
303.5,126.4583,99,2.75,E5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
304.0,126.6667,99,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
304.5,126.875,99,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
305.0,127.0833,99,3.5,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,G4,E4,r,r
305.5,127.2917,99,3.75,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,G4,E4,r,r
306.0,127.5,100,1.0,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
307.0,127.9167,100,1.5,G#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
307.5,128.125,100,1.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
308.0,128.3333,100,2.0,D6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
308.5,128.5417,100,2.25,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
309.0,128.75,100,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
309.5,128.9583,100,2.75,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
310.0,129.1667,100,3.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
310.5,129.375,100,3.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
311.0,129.5833,100,3.5,G#5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
311.5,129.7917,100,3.75,A5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C5,E4,r,r
312.0,130.0,101,1.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
313.0,130.4167,101,1.5,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
313.5,130.625,101,1.75,C#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
314.0,130.8333,101,2.0,F#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
314.5,131.0417,101,2.25,E6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r
315.0,131.25,101,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
315.5,131.4583,101,2.75,E6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
316.0,131.6667,101,3.0,E-6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
316.5,131.875,101,3.25,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
317.0,132.0833,101,3.5,C6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
317.5,132.2917,101,3.75,C#6,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,C#5,E4,r,r
318.0,132.5,102,1.0,B-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
318.5,132.7083,102,1.25,B5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
319.0,132.9167,102,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,B4,E4,r,r
319.5,133.125,102,1.75,B5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,B4,E4,r,r
320.0,133.3333,102,2.0,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
320.5,133.5417,102,2.25,G5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
321.0,133.75,102,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,B-4,E4,r,r
321.5,133.9583,102,2.75,G5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,B-4,E4,r,r
322.0,134.1667,102,3.0,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
322.5,134.375,102,3.25,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
323.0,134.5833,102,3.5,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
323.5,134.7917,102,3.75,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
324.0,135.0,103,1.0,B4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
324.5,135.2083,103,1.25,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
325.0,135.4167,103,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,A4,E4,r,r
325.5,135.625,103,1.75,C5,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E5,A4,E4,r,r
326.0,135.8333,103,2.0,G#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
326.5,136.0417,103,2.25,A4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
327.0,136.25,103,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-5,A4,E4,r,r
327.5,136.4583,103,2.75,A4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,E-5,A4,E4,r,r
328.0,136.6667,103,3.0,F4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
328.5,136.875,103,3.25,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
329.0,137.0833,103,3.5,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
329.5,137.2917,103,3.75,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
330.0,137.5,104,1.0,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
330.5,137.7083,104,1.25,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
331.0,137.9167,104,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
331.5,138.125,104,1.75,E-4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
332.0,138.3333,104,2.0,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
332.5,138.5417,104,2.25,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
333.0,138.75,104,2.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
333.5,138.9583,104,2.75,E-4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#5,A4,E4,r,r
334.0,139.1667,104,3.0,F#4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
335.0,139.5833,104,3.5,E4,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G4,E4,r,r
336.0,140.0,105,1.0,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
337.0,140.4167,105,1.5,r,r,r,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
338.0,140.8333,105,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,r,r
339.0,141.25,105,2.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
340.0,141.6667,105,3.0,r,r,r,r,E5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
341.0,142.0833,105,3.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,r,r
342.0,142.5,106,1.0,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
342.5,142.7083,106,1.25,r,r,r,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
343.0,142.9167,106,1.5,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E-2,r
343.5,143.125,106,1.75,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E2,r
344.0,143.3333,106,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
344.5,143.5417,106,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,C#3,r
345.0,143.75,106,2.5,r,r,C#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E-3,E3,r
345.5,143.9583,106,2.75,r,r,C#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E3,r
346.0,144.1667,106,3.0,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
346.5,144.375,106,3.25,r,r,F#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
347.0,144.5833,106,3.5,r,r,E-5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,F#4,A4,E4,E3,r
348.0,145.0,107,1.0,r,r,C#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
349.0,145.4167,107,1.5,r,r,B4,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E3,r
350.0,145.8333,107,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-3,r
351.0,146.25,107,2.5,r,r,r,r,B4,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,B4,G#4,E3,E3,r
352.0,146.6667,107,3.0,r,r,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,r
353.0,147.0833,107,3.5,r,r,r,r,E5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C5,G#4,E3,E3,r
354.0,147.5,108,1.0,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
354.5,147.7083,108,1.25,r,r,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E2,r
355.0,147.9167,108,1.5,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E-2,r
355.5,148.125,108,1.75,r,r,r,r,C#5,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E2,r
356.0,148.3333,108,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A2,r
356.5,148.5417,108,2.25,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E3,C#3,r
357.0,148.75,108,2.5,r,r,A5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E-3,E3,r
357.5,148.9583,108,2.75,r,r,A5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E3,E3,r
358.0,149.1667,108,3.0,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A3,r,r
358.5,149.375,108,3.25,r,r,G#5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#4,r,r
359.0,149.5833,108,3.5,r,r,F#5,r,r,r,r,r,r,E4,E4,r,r,r,r,r,r,r,r,C#5,A4,E4,E3,r
360.0,150.0,109,1.0,r,r,E-5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
361.0,150.4167,109,1.5,r,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
362.0,150.8333,109,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-3,E-3,r
363.0,151.25,109,2.5,C#6,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
364.0,151.6667,109,3.0,E-6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
365.0,152.0833,109,3.5,E6,r,E5,r,C#5,B-4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,C#5,G4,E3,E3,r
366.0,152.5,110,1.0,E6,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
