qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,A Bass Clarinet,Bassoon 1,Bassoon 2,F Horn 1,F Horn 2,F Horn 3,F Horn 4,F Trumpet 1,F Trumpet 2,Tenor Trombone 1,Tenor Trombone 2,Bass Trombone,Tuba,Timpani,Violin solo,Violin 1,Violin 2,Viola,Violoncello 1,Violoncello 2,Contrabass
363.5,286.631,61,2.1667,r,r,r,r,C#5,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,C#5,E4,r,F#3,F#2
364.0,287.0476,61,2.3333,r,r,r,r,E-5,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,E-4,r,F#3,F#2
365.0,287.881,61,2.6667,B-5,r,F#5,B-4,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,B-4,F#4,E-4,r,B2,B1
365.5,288.2976,61,2.8333,B5,r,F#5,B4,r,r,r,F#4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,E-4,r,B2,B1
366.0,288.7143,62,1.0,D6,r,G5,D5,r,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,D5,G4,E4,r,E3,E2
367.0,289.5476,62,1.3333,C6,r,G5,C5,r,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,E4,r,E3,E2
367.5,289.9643,62,1.5,C6,r,G5,C5,r,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,E4,r,G3,G2
367.75,290.1726,62,1.5833,B5,r,G5,B4,r,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,E4,r,G3,G2
368.0,290.381,62,1.6667,C6,r,E-5,C5,r,r,r,A4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,E-4,r,F#3,F#2
368.5,290.7976,62,1.8333,C6,r,E5,C5,r,r,r,A4,E4,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,E4,r,E3,E2
369.0,291.2143,62,2.0,C6,r,F#5,C5,r,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,F#4,r,E-3,E-2
369.5,291.631,62,2.1667,B5,r,F#5,B4,r,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,B4,B4,F#4,r,E-3,E-2
370.0,292.0476,62,2.3333,E6,r,E5,C#5,r,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,E5,C#5,B3,r,B2,B1
370.5,292.4643,62,2.5,F#6,r,F#5,E-5,r,r,r,A4,F#4,r,r,r,r,r,r,r,r,r,r,r,r,F#5,E-5,B3,r,B2,B1
371.0,292.881,62,2.6667,G6,r,G5,E5,r,r,r,G4,E4,r,r,r,r,r,r,r,r,r,r,r,r,G5,E5,B3,r,E3,E2
371.5,293.2976,62,2.8333,F#6,r,B-5,F#5,r,r,r,F#4,C#4,r,r,r,r,r,r,r,r,r,r,r,r,F#5,B-4,C#4,r,E3,E2
372.0,293.7143,63,1.0,A6,r,B5,F#5,r,r,r,F#4,B3,r,r,r,r,r,r,r,r,r,r,r,r,A5,B4,B3,r,E-3,E-2
372.5,294.131,63,1.1667,A6,r,B5,F#5,r,r,r,F#4,B3,r,r,B3,B2,r,r,r,r,r,r,r,r,A5,F#4,B3,r,E-3,E-2
373.0,294.5476,63,1.3333,A6,r,B5,F#5,r,r,r,F#4,B3,r,r,B3,B2,r,r,r,r,r,r,r,r,A5,B4,E-4,r,B2,B1
373.5,294.9643,63,1.5,A6,r,B5,F#5,r,r,r,F#4,B3,r,r,B3,B2,r,r,r,r,r,r,r,r,A5,E-4,F#3,r,B2,B1
374.0,295.381,63,1.6667,G6,r,B5,E5,r,r,r,G4,B3,r,r,E3,B2,r,r,r,r,r,r,r,r,G5,E4,G3,r,B2,B1
374.5,295.7976,63,1.8333,G6,r,B5,E5,r,r,r,G4,B-3,r,r,E3,B2,r,r,r,r,r,r,r,r,E5,G4,B-3,r,B2,B1
375.0,296.2143,63,2.0,F#6,r,B5,E-5,r,r,r,F#4,B3,r,r,B3,B2,r,r,r,r,r,r,r,r,E-5,F#4,B3,r,B2,B1
375.5,296.631,63,2.1667,E6,C6,r,r,r,r,r,F#4,B3,r,r,B3,B2,r,r,r,r,r,r,r,r,E-5,F#4,B3,r,B2,B1
376.0,297.0476,63,2.3333,E-6,B5,r,r,r,r,r,r,r,r,r,B3,B2,r,r,r,r,r,r,B2,r,F#5,E-4,F#3,r,B2,B1
376.5,297.4643,63,2.5,C6,A5,r,r,r,r,r,r,r,r,r,B3,B2,r,r,r,r,r,r,B2,r,r,r,r,r,B2,B1
377.0,297.881,63,2.6667,B5,G5,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r
377.5,298.2976,63,2.8333,A5,F#5,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,B2,r,r,r,r,r,r,r
378.0,298.7143,64,1.0,G5,E5,r,r,E5,r,E3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,E3,E2
378.5,299.131,64,1.1667,r,r,r,r,E5,r,G3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,C4,G3,E3,r,E3,E2
379.0,299.5476,64,1.3333,r,r,r,r,E5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,E4,C4,G3,r,r,r
379.5,299.9643,64,1.5,r,r,r,r,G5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,G4,E4,C4,r,r,r
380.0,300.381,64,1.6667,r,r,r,r,F#5,r,D4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,r,E3,E2
380.5,300.7976,64,1.8333,r,r,r,r,E5,r,C4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,G3,r,E3,E2
381.0,301.2143,64,2.0,r,r,r,r,E-5,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,E3,E2
381.5,301.631,64,2.1667,r,r,r,r,E-5,r,F#4,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,B3,A3,F#3,r,E3,E2
382.0,302.0476,64,2.3333,r,r,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,E-4,B3,A3,r,r,r
382.5,302.4643,64,2.5,r,r,r,r,B4,r,B3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,A4,E-4,F#3,r,r,r
383.0,302.881,64,2.6667,r,r,r,r,E5,C#4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,r,E3,E2
383.5,303.2976,64,2.8333,r,r,r,r,F#5,E-4,A3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,r,E3,E2
383.75,303.506,64,2.9167,r,r,r,r,F#5,E-4,B3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,B3,r,E3,E2
384.0,303.7143,65,1.0,r,r,r,r,G5,E4,G3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,r,r,r,r,E3,E2
384.5,304.131,65,1.1667,r,r,r,r,G5,B3,B3,r,r,r,r,r,r,r,r,r,r,r,r,E3,r,B3,G3,G3,r,E3,E2
385.0,304.5476,65,1.3333,r,r,r,r,G5,E4,E4,B3,G3,r,r,r,r,r,r,r,r,r,r,E3,r,E4,B3,G3,r,E3,E2
385.5,304.9643,65,1.5,r,r,r,r,G5,E-4,E-4,B3,G3,E-4,r,r,r,r,r,r,r,r,r,E3,r,B4,G3,B3,r,E3,E2
386.0,305.381,65,1.6667,r,r,r,r,G5,E4,E4,B3,E3,E4,r,E4,E3,r,r,r,r,r,r,E3,r,r,r,r,r,E3,E2
386.5,305.7976,65,1.8333,r,r,r,r,G5,B-4,E4,B3,E3,B-4,r,E4,E3,r,r,r,r,r,r,E3,r,B-4,E4,G3,r,E3,E2
387.0,306.2143,65,2.0,r,r,r,r,F#5,B-4,E4,E4,F#3,B-4,r,C#4,B2,r,r,r,r,r,r,B2,r,r,r,r,r,B2,B1
387.5,306.631,65,2.1667,r,r,r,r,F#5,B-4,E4,E4,F#3,B-4,r,C#4,B2,r,r,r,r,r,r,B2,r,F#5,B-4,E4,r,B2,B1
388.0,307.0476,65,2.3333,r,r,r,r,F#5,B4,E-4,E-4,F#3,C5,r,B3,B2,r,r,r,r,r,r,r,r,B4,B4,E-4,r,r,r
388.5,307.4643,65,2.5,r,r,r,r,F#5,B4,E-4,E-4,F#3,C5,r,B3,B2,r,r,r,r,r,r,r,r,F#4,E-4,B3,r,r,r
389.0,307.881,65,2.6667,G5,r,r,r,G5,B4,r,r,B2,C5,r,B3,B2,r,r,r,r,r,r,r,r,B4,B4,E-4,r,B2,B1
389.5,308.2976,65,2.8333,G5,r,r,r,G5,A4,r,r,B2,A4,r,B3,B2,r,r,r,r,r,r,r,r,A4,E-4,B3,r,B2,B1
389.75,308.506,65,2.9167,F#5,r,r,r,F#5,A4,r,r,B2,A4,r,B3,B2,r,r,r,r,r,r,r,r,A4,E-4,B3,r,B2,B1
390.0,308.7143,66,1.0,E5,r,r,r,E5,G4,r,r,C3,G4,r,E4,C3,r,r,r,r,r,r,r,r,r,r,r,r,C3,C2
390.5,309.131,66,1.1667,E5,r,r,r,E5,G4,r,r,C3,G4,r,E4,C3,r,r,r,r,r,r,r,r,G4,E4,G3,r,C3,C2
390.75,309.3393,66,1.25,D5,r,r,r,D5,G4,r,r,C3,G4,r,E4,C3,r,r,r,r,r,r,r,r,G4,E4,G3,r,C3,C2
391.0,309.5476,66,1.3333,C5,r,r,r,C5,E4,E4,r,C3,E4,r,G3,C3,r,r,r,r,r,r,r,r,E4,G3,C4,r,r,r
391.5,309.9643,66,1.5,B4,r,r,r,B4,E4,D4,r,C3,E4,r,G3,C3,r,r,r,r,r,r,r,r,E4,E4,G3,r,r,r
392.0,310.381,66,1.6667,A4,r,r,r,A4,E4,C4,r,C3,E4,r,G3,C3,r,r,r,r,r,r,E3,r,r,r,r,r,C3,C2
392.5,310.7976,66,1.8333,G4,r,r,r,G4,D4,B3,r,C3,E4,r,G3,C3,r,r,r,r,r,r,E3,r,D4,D4,B3,r,C3,C2
393.0,311.2143,66,2.0,A4,r,r,r,A4,C4,A3,C4,F#2,E4,r,A3,F#2,r,r,r,r,r,r,E3,r,r,r,r,r,F#2,F#1
393.5,311.631,66,2.1667,A4,r,r,r,A4,B3,G3,B3,F#2,r,r,r,F#2,r,r,r,r,r,r,E3,r,E4,E4,E3,r,F#2,F#1
394.0,312.0476,66,2.3333,C5,r,r,r,C5,A3,F#3,C4,F#2,r,r,r,F#2,r,r,r,r,r,r,r,r,C4,A3,A3,r,r,r
394.5,312.4643,66,2.5,C5,r,r,r,C5,G3,E3,C4,F#2,r,r,r,F#2,r,r,r,r,r,r,r,r,C4,A3,E3,r,r,r
395.0,312.881,66,2.6667,r,r,r,r,B4,F#3,E-3,E-3,B2,r,r,r,B2,r,r,r,r,r,r,r,r,r,r,r,r,B2,B1
395.5,313.2976,66,2.8333,r,r,r,r,A4,C4,C4,E-3,B2,r,r,r,B2,r,r,r,r,r,r,r,r,C4,A3,E-3,r,B2,B1
396.0,313.7143,67,1.0,r,r,r,r,G4,B3,G3,E3,E2,r,r,r,E2,r,r,r,r,r,r,r,r,r,r,r,r,E2,E1
396.5,314.131,67,1.1667,r,r,r,r,G4,B3,G3,E3,E2,r,r,r,E2,r,r,r,r,r,r,r,r,B3,G3,E3,r,E2,E1
397.0,314.5476,67,1.3333,r,r,r,r,E4,E4,E3,E3,E2,r,r,r,E2,r,r,r,r,r,r,r,r,E4,B3,G3,r,r,r
397.5,314.9643,67,1.5,r,r,r,r,E4,E4,E3,E3,E2,r,r,r,E2,r,r,r,r,r,r,r,r,B3,B3,E3,r,r,r
398.0,315.381,67,1.6667,r,r,r,r,E4,E4,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C4,C4,E3,r,A2,A1
398.5,315.7976,67,1.8333,r,r,r,r,E4,E4,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,C4,E3,r,A2,A1
399.0,316.2143,67,2.0,r,r,r,r,E4,E4,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,B3,E3,r,G2,G1
399.5,316.631,67,2.1667,r,r,r,r,E4,E4,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,A3,E3,r,F#2,F#1
400.0,317.0476,67,2.3333,r,r,r,r,E4,E4,E3,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,G3,E3,r,E2,E1
400.5,317.4643,67,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r,r,r
401.0,317.881,67,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E4,r,r,r,r,r
401.5,318.2976,67,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,r,r,r,r,r
402.0,318.7143,68,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,r,r,r,r,r
403.0,319.5476,68,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,G4,E4,r,r,r
403.5,319.9643,68,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,G4,E4,r,r,r
404.0,320.381,68,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,D4,r,r,r
404.5,320.7976,68,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,E4,C4,r,r,r
405.0,321.2143,68,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,D4,B3,r,r,r
405.5,321.631,68,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,E4,B3,r,r,r
406.0,322.0476,68,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,F#4,D4,r,r,r
406.5,322.4643,68,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,r,r,r
407.0,322.881,68,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,A4,D4,r,B3,r
407.5,323.2976,68,2.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,G4,r,B3,r
408.0,323.7143,69,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A3,G4,r,D3,r
408.5,324.131,69,1.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,A3,F#4,r,D3,r
409.0,324.5476,69,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,F4,r,E-3,r
409.5,324.9643,69,1.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,E4,r,E3,r
410.0,325.381,69,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,E-4,r,F3,r
410.5,325.7976,69,1.8333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,D4,r,F#3,r
411.0,326.2143,69,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,B3,D4,r,G3,r
411.5,326.631,69,2.1667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,D4,r,A3,r
412.0,327.0476,69,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G4,D4,r,B3,r
412.5,327.4643,69,2.5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D3,r,D4,r
413.0,327.881,69,2.6667,D6,r,D5,r,B4,D4,r,D3,D2,r,r,r,r,r,r,r,r,r,r,r,r,B4,D4,D3,r,F#4,D2
413.5,328.2976,69,2.8333,F#5,r,F#4,r,A4,C4,r,D3,D2,r,r,r,r,r,r,r,r,r,r,r,r,A4,C4,D3,r,F#4,D2
414.0,328.7143,70,1.0,G5,r,G4,r,G4,B3,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,E3,r,G4,E2
415.0,329.5476,70,1.3333,G5,r,G4,r,G4,B3,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,G4,B3,E3,r,E3,E2
415.5,329.9643,70,1.5,B5,r,B4,r,G4,B3,r,E3,E2,r,r,r,r,r,r,r,r,r,r,r,r,B4,B3,E3,r,E3,E2
416.0,330.381,70,1.6667,D6,r,D5,r,D4,B3,r,B3,D3,D4,r,r,r,r,r,r,r,r,r,r,r,D5,D4,D3,r,D3,D2
416.5,330.7976,70,1.8333,F#6,r,F#5,r,D4,A3,r,A3,C3,D4,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,D4,r,C3,C2
417.0,331.2143,70,2.0,G6,r,G5,r,D4,G3,r,G3,B2,D4,r,r,r,r,r,r,r,r,r,r,r,G5,G4,D4,r,B2,B1
417.5,331.631,70,2.1667,G6,r,G5,r,D4,G3,r,G3,B2,D4,r,r,r,r,r,r,r,r,r,r,r,G5,G4,G3,r,B2,B1
418.0,332.0476,70,2.3333,G6,r,G5,r,D4,G3,r,G3,B2,D4,r,r,r,r,r,r,r,r,r,r,r,G5,G4,D4,r,B2,B1
418.5,332.4643,70,2.5,F#6,r,F#5,r,D4,G3,r,G3,B2,D4,r,r,r,r,r,r,r,r,r,r,r,F#5,D4,F#4,r,B2,B1
419.0,332.881,70,2.6667,E6,r,E5,r,E4,G3,r,C#4,B-2,G4,r,r,r,r,r,r,r,r,r,r,r,E5,C#4,G4,r,B-2,B-1
419.5,333.2976,70,2.8333,E6,r,E5,r,E4,G3,r,C#4,B-2,G4,r,r,r,r,r,r,r,r,r,r,r,E5,G4,G4,r,B-2,B-1
420.0,333.7143,71,1.0,D6,r,D5,r,D4,F#3,r,D4,B2,F#4,r,r,r,r,r,r,r,r,r,r,r,D5,F#4,F#4,r,B2,B1
420.5,334.131,71,1.1667,D6,r,D5,r,G#3,G#3,r,G#3,B2,F4,r,r,r,r,r,r,r,r,r,r,r,D5,F4,F4,r,G#3,B1
421.0,334.5476,71,1.3333,C6,r,C5,r,A3,A3,r,A3,B2,E4,r,r,r,r,r,r,r,r,r,r,r,C5,E4,E4,r,A3,B1
421.5,334.9643,71,1.5,B5,r,B4,r,B3,B3,r,B3,B2,E4,r,r,r,r,r,r,r,r,r,r,r,B4,E4,E4,r,B3,B1
422.0,335.381,71,1.6667,A5,r,A4,r,C4,C4,r,C4,B2,E-4,r,r,r,r,r,r,r,r,r,r,r,A4,E-4,E-4,r,C4,B1
422.75,336.006,71,1.9167,G5,r,G4,r,B3,B3,r,B3,B2,E-4,r,r,r,r,r,r,r,r,r,r,r,G4,E-4,E-4,r,B3,B1
423.0,336.2143,71,2.0,E5,r,E4,r,G3,G3,r,G3,D3,E4,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,r,G3,D2
424.0,337.0476,71,2.3333,E5,r,E4,r,G3,G3,r,G3,C3,E4,r,r,r,r,r,r,r,r,r,r,r,E4,E4,E4,r,G3,C2
424.5,337.4643,71,2.5,E5,r,E4,r,G3,G3,r,G3,C3,E4,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G3,r,G3,C2
425.0,337.881,71,2.6667,r,r,r,r,E5,G4,r,E4,E4,r,r,r,r,r,r,r,r,r,r,r,r,E5,E4,G4,r,C4,C3
425.75,338.506,71,2.9167,r,r,r,r,E-5,A4,r,E-4,E-4,r,r,r,r,r,r,r,r,r,r,r,r,F#5,F#4,A4,r,C4,C3
426.0,338.7143,72,1.0,r,r,r,r,D5,D5,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,D4,r,C4,C3
427.0,339.5476,72,1.3333,r,r,G5,G4,D5,D5,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,G5,G4,D4,r,B3,B2
427.5,339.9643,72,1.5,r,r,G5,G4,D5,D5,r,D4,D4,r,r,r,r,r,r,r,r,r,r,r,r,A5,A4,D4,r,B3,B2
428.0,340.381,72,1.6667,r,r,F#5,F#4,D5,D4,r,A3,A2,r,r,D4,D3,r,r,r,r,r,r,r,r,B5,B4,D4,r,A3,A2
428.5,340.7976,72,1.8333,r,r,F#5,F#4,D5,D4,r,A3,A2,r,r,D4,D3,r,r,r,r,r,r,r,r,C6,C5,D4,r,A3,A2
429.0,341.2143,72,2.0,r,r,F5,F4,D5,D4,r,G#3,G#2,r,r,D4,D3,r,r,r,r,r,r,r,r,D6,D5,D4,r,G#3,G#2
430.0,342.0476,72,2.3333,r,r,F5,F4,F5,B4,r,G#3,G#2,F4,D4,G#3,G#2,r,r,r,r,r,r,r,r,B5,B4,F4,r,G#3,G#2
431.0,342.881,72,2.6667,r,r,E5,E4,E5,B4,r,G#3,G#2,E4,D4,G#3,G#2,r,r,r,r,r,r,r,r,B5,B4,E4,r,G#3,G#2
432.0,343.7143,73,1.0,r,r,E5,E4,E5,C5,r,A3,A2,E4,C4,A3,A2,r,r,r,r,r,r,r,r,C6,C5,E4,r,A3,A2
433.0,344.5476,73,1.3333,r,r,G5,G4,G4,G4,r,E-3,E-2,G4,C4,A3,E-3,r,r,r,r,r,r,r,r,C6,C5,G4,r,E-3,E-2
433.5,344.9643,73,1.5,r,r,G5,G4,G4,G4,r,E-3,E-2,G4,C4,A3,E-3,r,r,r,r,r,r,r,r,B5,B4,G4,r,E-3,E-2
434.0,345.381,73,1.6667,r,r,F#5,F#4,F#4,F#4,r,D3,D2,F#4,D4,B3,D3,r,r,r,r,r,r,r,r,B5,B4,F#4,r,D3,D2
434.5,345.7976,73,1.8333,r,r,F#5,F#4,F#4,F#4,r,C3,C2,F#4,D4,C4,C3,r,r,r,r,r,r,r,r,A5,A4,F#4,r,C3,C2
435.0,346.2143,73,2.0,r,r,D5,D4,D5,D4,r,B2,B1,G4,D4,D4,B2,r,r,r,r,r,r,r,r,G6,G5,D4,r,B2,B1
435.5,346.631,73,2.1667,B5,B5,D5,D4,D5,D4,r,B2,B1,G4,D4,D4,B2,r,D4,r,r,r,r,r,r,G6,G5,D4,r,B2,B1
436.0,347.0476,73,2.3333,G6,G6,G5,G4,B5,D5,r,B2,B1,B4,G4,D4,B2,r,G4,r,r,r,r,B2,r,G6,G5,D5,r,B3,B2
436.5,347.4643,73,2.5,G6,G6,G5,G4,B5,D5,r,B2,B1,B4,G4,D4,B2,r,D5,r,r,r,r,B2,r,G6,G5,D5,r,B3,B2
437.0,347.881,73,2.6667,G6,G6,G5,G4,B5,E-5,r,B2,B1,B4,G4,E-4,B2,r,G5,r,r,r,r,B2,r,G6,G5,E-5,r,B2,B1
437.5,348.2976,73,2.8333,G6,G6,G5,G4,B5,E-5,r,B2,B1,B4,G4,E-4,B2,r,E-5,r,r,r,r,B2,r,G6,G5,E-5,r,B2,B1
437.75,348.506,73,2.9167,F#6,F#6,F#5,F#4,A5,E-5,r,B2,B1,A4,F#4,E-4,B2,r,E-5,r,r,r,r,B2,r,F#6,F#5,E-5,r,B2,B1
438.0,348.7143,74,1.0,E6,E6,E5,G4,G5,E5,r,C3,C2,G4,E4,E4,C3,r,E5,r,r,r,r,E3,r,E6,E5,E5,r,C3,C2
438.75,349.3393,74,1.25,E6,E6,E5,G4,G5,E5,r,C3,C2,G4,E4,E4,C3,r,E5,r,r,r,r,E3,r,D6,D5,E5,r,C3,C2
439.0,349.5476,74,1.3333,E6,E6,E5,E4,G5,E5,r,G3,C3,E4,C4,G3,C3,r,E5,r,r,r,r,E3,r,C6,C5,E5,r,C4,C3
439.5,349.9643,74,1.5,E6,E6,E5,E4,G5,E5,r,G3,C3,E4,C4,G3,C3,r,E5,r,r,r,r,E3,r,B5,B4,E5,r,C4,C3
440.0,350.381,74,1.6667,E6,E6,E5,E4,E5,C5,r,r,r,r,r,r,r,r,E4,r,r,r,r,r,r,A5,A4,E4,r,r,r
440.5,350.7976,74,1.8333,E6,E6,E5,E4,E5,C5,r,C3,C3,E4,C4,G3,C3,r,E4,r,r,r,r,r,r,G5,G4,E4,r,r,C2
441.0,351.2143,74,2.0,E6,E6,E5,E4,E5,A4,r,F#2,F#2,E4,C4,A3,F#2,r,C5,r,r,r,r,E3,r,A5,A4,E4,r,r,F#1
441.5,351.631,74,2.1667,B5,B5,r,r,B4,A4,r,F#2,F#2,E4,C4,A3,F#2,r,C5,r,r,r,r,E3,r,B5,B4,E4,r,r,F#1
442.0,352.0476,74,2.3333,D6,D6,r,r,D5,E4,r,F#2,F#2,E4,C4,A3,F#2,r,B4,r,r,r,r,E3,r,D6,D5,E4,r,r,F#1
442.5,352.4643,74,2.5,C6,C6,r,r,C5,E4,r,F#2,F#2,E4,C4,A3,F#2,r,A4,r,r,r,r,E3,r,C6,C5,E4,r,r,F#1
443.0,352.881,74,2.6667,B5,B5,r,r,B4,E-4,B3,B2,B2,E-4,B3,A3,B2,r,G4,r,r,r,r,B2,r,B5,B4,E-4,r,B3,B1
443.5,353.2976,74,2.8333,B5,B5,r,r,B4,E-4,B3,B2,B2,E-4,B3,A3,B2,r,F#4,r,r,r,r,B2,r,B5,B4,E-4,r,B3,B1
443.75,353.506,74,2.9167,A5,A5,r,r,A4,E-4,B3,B2,B2,E-4,B3,A3,B2,r,F#4,r,r,r,r,B2,r,A5,A4,E-4,r,B3,B1
444.0,353.7143,75,1.0,G5,G5,r,r,G4,E4,E4,E2,E2,E4,B3,G3,E2,r,E4,r,r,r,r,r,r,G5,G4,E4,r,E4,E1
445.0,354.5476,75,1.3333,E5,E5,r,r,r,r,E4,r,B2,r,B3,G3,B2,r,r,r,r,r,r,B2,r,E5,B3,G3,r,E4,r
445.5,354.9643,75,1.5,E5,E5,r,r,r,r,G4,r,B2,r,B3,G3,B2,r,r,r,r,r,r,B2,r,E5,B3,G3,r,G4,r
446.0,355.381,75,1.6667,r,r,r,r,r,r,F#4,r,B2,r,B3,G3,B2,r,r,r,r,r,r,r,r,E5,B3,G3,r,F#4,E2
446.5,355.7976,75,1.8333,r,r,r,r,r,r,E4,r,B2,r,B3,G3,B2,r,r,r,r,r,r,r,r,E5,B3,G3,r,E4,E2
447.0,356.2143,75,2.0,r,r,r,r,r,r,E-4,r,B2,r,B3,A3,B2,r,r,r,r,r,r,r,r,F#5,C4,A3,r,E-4,E2
448.0,357.0476,75,2.3333,r,r,r,r,r,r,B3,r,B2,r,B3,A3,B2,r,r,r,r,r,r,B2,r,F#5,B3,A3,r,B3,r
448.5,357.4643,75,2.5,r,r,r,r,r,r,B3,r,B2,r,B3,A3,B2,r,r,r,r,r,r,B2,r,B4,B3,A3,r,B3,r
449.0,357.881,75,2.6667,r,r,r,r,r,r,E4,r,B2,r,B3,A3,B2,r,r,r,r,r,r,r,r,C#5,B3,A3,r,E4,E2
449.5,358.2976,75,2.8333,r,r,r,r,r,r,F#4,r,B2,r,B3,A3,B2,r,r,r,r,r,r,r,r,E-5,B3,A3,r,F#4,E2
450.0,358.7143,76,1.0,r,r,r,r,r,r,G4,r,B2,r,B3,G3,B2,r,r,r,r,r,r,r,r,E5,B3,G3,r,G4,E2
451.0,359.5476,76,1.3333,r,r,r,r,r,r,G4,C3,C3,r,r,r,r,r,r,r,r,r,r,E3,r,E5,E4,G3,r,G4,C2
