qstamp,measure,beat,measure_fraction,label,part_name,part_num
0.0,1,1,0.0,a,Vln,2
2.0,1,2,0.333,a,Fl,0
6.0,2,1,0.0,a,Vln,2
8.0,2,2,0.333,a,Fl,0
12.0,3,1,0.0,a,Vln,2
14.0,3,2,0.333,a,Fl,0
18.0,4,1,0.0,a,Vln,2
20.0,4,2,0.333,a,Fl,0
26.0,5,2,0.333,b,S,5
32.0,6,2,0.333,b,A,6
38.0,7,2,0.333,b,T,7
44.0,8,2,0.333,b,B,8
50.0,9,2,0.333,b,T,7
56.0,10,2,0.333,b,S,5
62.0,11,2,0.333,b,B,8
68.0,12,2,0.333,b,A,6
74.0,13,2,0.333,c,S,5
80.0,14,2,0.333,c,A,6
86.0,15,2,0.333,c,B,8
90.0,16,1,0.0,c,T,7
102.0,18,1,0.0,d,B,8
108.0,19,1,0.0,d,S,5
116.0,20,2,0.333,b,A,6
122.0,21,2,0.333,b,S,5
134.0,23,2,0.333,b,T,7
146.0,25,2,0.333,c,B,8
157.0,27,1.5,0.167,c,A,6
170.0,29,2,0.333,c,S,5
182.0,31,2,0.333,c,A,6
194.0,33,2,0.333,c,A,6
212.0,36,2,0.333,a,Fl,0
218.0,37,2,0.333,b,S,5
224.0,38,2,0.333,b,A,6
230.0,39,2,0.333,b,T,7
236.0,40,2,0.333,b,B,8
241.0,41,1.5,0.167,e,A,6
247.0,42,1.5,0.167,e,S,5
254.0,43,2,0.333,e,B,8
260.0,44,2,0.333,e,T,7
266.0,45,2,0.333,b,A,6
272.0,46,2,0.333,b,T,7
278.0,47,2,0.333,b,B,8
290.0,49,2,0.333,b,A,6
292.0,49,3,0.667,b,S,5
