qstamp,measure,beat,measure_fraction,label,part_name,part_num
1.5,1,2.5,0.375,a,Vln,0
9.5,3,2.5,0.375,a,Vln,0
17.5,5,2.5,0.375,a,Vln,0
25.5,7,2.5,0.375,a,Vln,0
32.0,9,1,0.0,b,A,1
34.0,9,3,0.5,b,Vln,0
36.5,10,1.5,0.125,b,A,1
38.5,10,3.5,0.625,b,Vln,0
40.5,11,1.5,0.125,b,A,1
42.5,11,3.5,0.625,b,Vln,0
44.5,12,1.5,0.125,b,A,1
45.5,12,2.5,0.375,b,Vln,0
49.5,13,2.5,0.375,a,A,1
51.0,13,4,0.75,a,Vln,0
51.5,13,4.5,0.875,a,A,1
53.0,14,2,0.25,a,Vln,0
53.5,14,2.5,0.375,a,A,1
55.0,14,4,0.75,a,Vln,0
55.5,14,4.5,0.875,a,A,1
59.5,15,4.5,0.875,a,Vln,0
61.5,16,2.5,0.375,a,A,1
64.5,17,1.5,0.125,a,A,1
65.5,17,2.5,0.375,a,Vln,0
73.5,19,2.5,0.375,a,A,1
74.5,19,3.5,0.625,a,Vln,0
75.5,19,4.5,0.875,a,A,1
78.0,20,3,0.5,a,Vln,0
81.0,21,2,0.25,a,A,1
89.5,23,2.5,0.375,a,Vln,0
95.5,24,4.5,0.875,a,Vln,0
104.0,27,1,0.0,b,A,1
106.0,27,3,0.5,b,Vln,0
108.5,28,1.5,0.125,b,A,1
114.0,29,3,0.5,b,Vln,0
116.5,30,1.5,0.125,b,A,1
120.0,31,1,0.0,b,A,1
122.0,31,3,0.5,b,Vln,0
124.5,32,1.5,0.125,b,A,1
126.5,32,3.5,0.625,b,Vln,0
128.5,33,1.5,0.125,b,A,1
130.5,33,3.5,0.625,b,Vln,0
133.5,34,2.5,0.375,a,A,1
135.0,34,4,0.75,a,Vln,0
135.5,34,4.5,0.875,a,A,1
137.0,35,2,0.25,a,Vln,0
137.5,35,2.5,0.375,a,A,1
139.0,35,4,0.75,a,Vln,0
139.5,35,4.5,0.875,a,A,1
145.5,37,2.5,0.375,a,Vln,0
146.5,37,3.5,0.625,a,A,1
153.5,39,2.5,0.375,a,Vln,0
154.5,39,3.5,0.625,a,A,1
157.5,40,2.5,0.375,a,Vln,0
160.5,41,1.5,0.125,a,A,1
161.5,41,2.5,0.375,a,Vln,0
165.5,42,2.5,0.375,a,A,1
168.5,43,1.5,0.125,a,A,1
177.5,45,2.5,0.375,a,Vln,0
