qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,Contrabassoon,C Horn 1,C Horn 2,Eb Horn 3,Eb Horn 4,C Trumpet 1,C Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
80.0,100.0,27,1.3333,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,D6,D5,C5,D4,G1
80.5,100.625,27,1.6667,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,E-6,E-5,C5,E-4,G1
81.0,101.25,27,2.0,B-5,G5,B-4,G4,B-4,G4,B-3,G3,G1,G3,G2,r,r,r,r,G2,E-6,E-5,B-4,E-4,G1
81.5,101.875,27,2.3333,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,E-6,E-5,C5,E-4,G1
82.0,102.5,27,2.6667,C#6,B-5,C#5,B-4,C#5,B-4,C#4,B-3,G1,G3,G2,r,r,r,r,G2,E6,E5,C#5,E4,G1
82.5,103.125,28,1.0,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,E6,E5,C5,E4,G1
83.0,103.75,28,1.3333,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,E6,E5,C5,E4,G1
83.5,104.375,28,1.6667,C6,A5,C5,A4,C5,A4,C4,A3,G1,G3,G2,r,r,r,r,G2,F6,F5,C5,F4,G1
84.0,105.0,28,2.0,E-6,C6,C6,E-5,E-5,C5,E-4,C4,G1,C4,C3,r,r,C5,C4,G2,F6,F5,E-5,F4,G1
84.5,105.625,28,2.3333,D6,B-5,B-5,D5,D5,B-4,D4,B-3,G1,C4,C3,r,r,C5,C4,G2,F#6,F#5,D5,F#4,G1
85.0,106.25,28,2.6667,C6,G#5,G#5,C5,C5,G#4,C4,G#3,G1,C4,C3,r,r,C5,C4,G2,F#6,F#5,C5,F#4,G1
85.5,106.875,29,1.0,B5,G5,G5,B4,D5,B4,B3,G3,G1,G4,G3,r,r,G4,G3,G2,G6,G5,B4,G4,G1
86.0,107.5,29,1.3333,r,r,G4,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,r,r,r,r
86.5,108.125,29,1.6667,r,r,G#4,r,r,r,r,r,r,G4,G3,r,r,r,r,r,r,r,r,r,r
87.0,108.75,29,2.0,r,r,G4,r,r,r,r,r,r,F4,D4,r,r,r,r,r,r,r,r,r,r
87.5,109.375,29,2.3333,r,r,B4,r,r,r,r,r,r,F4,D4,r,r,r,r,r,r,r,r,r,r
88.0,110.0,29,2.6667,r,r,G4,r,r,r,r,r,r,F4,D4,r,r,r,r,r,r,r,r,r,r
88.5,110.625,30,1.0,r,r,C5,r,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r
89.0,111.25,30,1.3333,r,r,G4,r,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r
89.5,111.875,30,1.6667,r,r,E-5,r,r,r,r,r,r,E-4,C4,r,r,r,r,r,r,r,r,r,r
90.0,112.5,30,2.0,r,r,G4,r,r,r,B-3,B-2,r,D4,B-3,r,r,r,r,r,r,r,r,r,r
90.5,113.125,30,2.3333,r,r,G5,r,r,r,B-3,B-2,r,D4,B-3,r,r,r,r,r,r,r,r,r,r
91.0,113.75,30,2.6667,r,r,D5,r,r,r,B-3,B-2,r,D4,B-3,r,r,r,r,r,r,r,r,r,r
91.5,114.375,31,1.0,r,r,D6,r,r,r,G#3,G#2,r,C4,C4,r,r,r,r,r,r,r,r,r,r
92.0,115.0,31,1.3333,r,r,C6,r,r,r,G#3,G#2,r,C4,C4,r,r,r,r,r,r,r,r,r,r
92.5,115.625,31,1.6667,r,r,B-5,r,r,r,G#3,G#2,r,C4,C4,r,r,r,r,r,r,r,r,r,r
93.0,116.25,31,2.0,r,r,G#5,r,r,r,F3,F2,r,F4,C4,r,r,r,r,r,r,r,r,r,r
93.5,116.875,31,2.3333,r,r,F5,r,r,r,F3,F2,r,F4,C4,r,r,r,r,r,r,r,r,r,r
94.0,117.5,31,2.6667,r,r,D5,r,r,r,F3,F2,r,F4,C4,r,r,r,r,r,r,r,r,r,r
94.5,118.125,32,1.0,r,r,C5,r,G5,G4,G3,G2,r,D4,G3,r,r,r,r,r,r,r,r,r,r
95.0,118.75,32,1.3333,G5,r,B4,r,G5,G4,G3,G2,r,D4,G3,r,r,r,r,r,r,r,r,r,r
95.5,119.375,32,1.6667,G#5,r,r,r,G5,G4,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
96.0,120.0,32,2.0,G5,r,r,r,F5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
96.5,120.625,32,2.3333,B5,r,G4,r,F5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
97.0,121.25,32,2.6667,G5,r,G#4,r,F5,D5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
97.5,121.875,33,1.0,r,r,G4,r,E-5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
98.0,122.5,33,1.3333,r,r,C5,r,E-5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r
98.5,123.125,33,1.6667,r,r,G4,r,E-5,C5,r,r,r,r,r,r,r,r,r,r,r,r,r,G#3,r
99.0,123.75,33,2.0,r,r,r,r,D5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r
99.5,124.375,33,2.3333,r,r,r,r,D5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,D4,r
100.0,125.0,33,2.6667,r,r,r,r,D5,B-4,r,r,r,r,r,r,r,r,r,r,r,r,r,G3,r
100.5,125.625,34,1.0,r,r,r,r,C5,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#4,r,G4,r
101.0,126.25,34,1.3333,r,r,r,r,C5,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#4,r,F4,r
101.5,126.875,34,1.6667,r,r,r,r,C5,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#4,r,E-4,r
102.0,127.5,34,2.0,r,r,r,r,C5,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#4,F4,D4,r
102.5,128.125,34,2.3333,r,r,r,r,C5,G#4,r,r,r,r,r,r,r,r,r,r,C5,G#4,F4,C4,r
103.0,128.75,34,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,F4,G#3,r
103.5,129.375,35,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,F3,r
104.0,130.0,35,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,D3,r
104.5,130.625,35,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,C3,r
105.0,131.25,35,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,G#2,r
105.5,131.875,35,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,F2,r
106.0,132.5,35,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G#4,D4,D2,r
106.5,133.125,36,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,D4,G2,r
108.0,135.0,36,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C5,G4,D4,G2,r
109.5,136.875,37,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,r,r
111.0,138.75,37,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G2,r
112.5,140.625,38,1.0,r,r,C4,C4,C4,C4,C3,C2,r,C3,C2,r,r,C4,C4,C3,r,r,r,C2,r
114.0,141.25,38,2.0,C6,A5,C6,A5,C5,A4,A4,F#4,r,r,r,F#4,F#4,r,r,r,r,r,r,r,r
115.5,141.875,39,1.0,C6,G#5,C6,G#5,C5,G#4,G#4,F4,r,r,r,F4,F4,r,r,r,r,r,r,r,r
117.0,142.5,39,2.0,C#6,G5,C#6,G5,C#5,G4,G4,E-4,r,r,r,E-4,E-4,r,r,r,r,r,r,r,r
118.5,143.125,40,1.0,D6,F#5,D6,F#5,D5,F#4,F#4,D4,r,r,r,D4,D4,r,r,r,r,r,r,r,r
120.0,143.75,40,2.0,D6,F#5,D6,F#5,D5,F#4,F#4,D4,r,r,r,D4,D4,r,r,r,r,D4,D3,D2,r
120.75,144.0625,40,2.5,D6,C6,C6,F#5,D5,C5,F#4,C4,r,r,r,D4,D4,r,r,r,r,r,r,r,r
121.0,144.1667,40,2.6667,D6,B5,B5,F#5,D5,B4,F#4,B3,r,r,r,D4,D4,r,r,r,r,r,r,r,r
121.25,144.2708,40,2.8333,D6,A5,A5,F#5,D5,A4,F#4,A3,r,r,r,D4,D4,r,r,r,r,r,r,r,r
121.5,144.375,41,1.0,F6,B5,B5,D5,F5,B4,F4,B3,r,r,r,r,r,r,r,r,G5,G5,r,G2,r
123.0,145.0,41,2.0,F6,B5,B5,D5,F5,B4,F4,B3,r,G3,G2,r,r,r,r,G2,G5,G5,r,G2,G1
123.75,145.3125,41,2.5,F6,B5,B5,D5,F5,B4,F4,B3,r,r,r,r,r,r,r,r,F5,F5,r,G2,r
124.0,145.4167,41,2.6667,F6,B5,B5,D5,F5,B4,F4,B3,r,r,r,r,r,r,r,r,E-5,E-5,r,G2,r
124.25,145.5208,41,2.8333,F6,B5,B5,D5,F5,B4,F4,B3,r,r,r,r,r,r,r,r,D5,D5,r,G2,r
124.5,145.625,42,1.0,E-6,C6,C6,C5,E-5,C5,E-4,C4,r,C4,C3,E-4,E-4,C5,C4,C3,C5,C5,C3,C2,C2
125.5,146.0417,42,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E-4,r,r,r,r
126.0,146.25,42,2.0,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G4,E-4,G4,C4,r
126.5,146.4583,42,2.3333,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G4,E-4,G4,C4,r
127.0,146.6667,42,2.6667,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,E-5,E-4,G4,C4,r
127.5,146.875,43,1.0,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G5,E-4,C5,C4,r
128.0,147.0833,43,1.3333,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G5,E-4,C5,C4,r
128.5,147.2917,43,1.6667,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G5,E-4,C5,C4,r
129.0,147.5,43,2.0,r,r,r,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,G5,E4,B-4,C#4,r
129.5,147.7083,43,2.3333,r,r,r,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,G5,E4,B-4,C#4,r
130.0,147.9167,43,2.6667,r,r,r,r,r,r,C#4,C#4,r,r,r,r,r,r,r,r,E5,E4,B-4,C#4,r
130.5,148.125,44,1.0,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,G5,F4,B4,D4,r
131.0,148.3333,44,1.3333,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,G5,F4,B4,D4,r
131.5,148.5417,44,1.6667,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,r,F4,B4,D4,r
132.0,148.75,44,2.0,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,G#5,F4,B4,D4,r
132.5,148.9583,44,2.3333,r,r,r,r,r,r,D4,D4,r,r,r,r,r,r,r,r,G#5,F4,B4,D4,r
132.75,149.0625,44,2.5,r,r,r,r,r,r,C4,C4,r,r,r,r,r,r,r,r,G#5,F4,B4,C4,r
133.0,149.1667,44,2.6667,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,G#5,F4,C5,B3,r
133.25,149.2708,44,2.8333,r,r,r,r,r,r,A3,A3,r,r,r,r,r,r,r,r,G#5,F4,C5,A3,r
133.5,149.375,45,1.0,r,r,r,r,r,r,B3,B3,r,r,r,r,r,r,r,r,G#5,F4,D5,B3,r
134.0,149.5833,45,1.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,F4,D5,r,r
134.5,149.7917,45,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F5,F4,D5,r,r
135.0,150.0,45,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,G#4,D4,r,r
135.5,150.2083,45,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,D5,F4,D4,r,r
136.0,150.4167,45,2.6667,r,r,r,r,r,r,C4,C3,r,C4,C3,r,r,r,r,r,C5,E-4,E-4,C3,r
136.5,150.625,46,1.0,r,r,r,r,r,r,G3,G2,G1,D4,G3,r,r,r,r,r,B4,D4,D4,G2,G1
137.5,151.0417,46,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-4,B-4,G4,r,r
138.0,151.25,46,2.0,B-5,G5,B-4,G4,r,r,G4,G3,G2,G4,G3,r,r,r,r,r,D5,B-4,G4,G4,G2
138.5,151.4583,46,2.3333,B-5,G5,B-4,G4,r,r,G4,G3,G2,G4,G3,r,r,r,r,r,D5,B-4,G4,G4,G2
139.0,151.6667,46,2.6667,B-5,G5,B-4,G4,r,r,G4,G3,G2,G4,G3,r,r,r,r,r,B-5,B-4,G4,G4,G2
139.5,151.875,47,1.0,B-5,G5,B-4,G4,r,r,G4,G3,G2,G4,G3,r,r,r,r,r,D6,B5,G4,G4,G2
140.0,152.0833,47,1.3333,B-5,G5,B-4,G4,r,r,G4,G3,G2,r,r,r,r,r,r,r,D6,B5,G4,G4,G2
140.5,152.2917,47,1.6667,B-5,G5,B-4,G4,r,r,G4,G3,G2,r,r,r,r,r,r,r,D6,B5,G4,G4,G2
141.0,152.5,47,2.0,B5,F5,B4,F4,r,r,G#4,G#3,G#2,F4,D4,r,r,r,r,r,D6,B5,D4,G#4,G#2
141.5,152.7083,47,2.3333,B5,F5,B4,F4,r,r,G#4,G#3,G#2,F4,D4,r,r,r,r,r,D6,B5,D4,G#4,G#2
142.0,152.9167,47,2.6667,B5,F5,B4,F4,r,r,G#4,G#3,G#2,F4,D4,r,r,r,r,r,B5,B5,D4,G#4,G#2
142.5,153.125,48,1.0,A5,F5,A4,F4,A4,F4,A4,A3,A2,F4,D4,r,r,r,r,r,D6,A5,F4,A4,A2
143.0,153.3333,48,1.3333,A5,F5,A4,F4,A4,F4,A4,A3,A2,r,r,r,r,r,r,r,D6,A5,F4,A4,A2
143.5,153.5417,48,1.6667,r,r,r,r,r,r,A4,A3,A2,r,r,r,r,r,r,r,r,A5,F4,A4,A2
144.0,153.75,48,2.0,A6,D6,A5,D5,A5,A4,A4,A3,A2,F4,D4,r,r,r,r,r,A6,A5,F4,A4,A2
144.5,153.9583,48,2.3333,A6,D6,A5,D5,A5,A4,A4,A3,A2,F4,D4,r,r,r,r,r,A6,A5,F4,A4,A2
144.75,154.0625,48,2.5,A6,D6,A5,D5,A5,A4,G4,G3,G2,F4,D4,r,r,r,r,r,A6,A5,F4,G4,G2
145.0,154.1667,48,2.6667,A6,D6,A5,D5,A5,A4,F4,F3,F2,F4,D4,r,r,r,r,r,A6,A5,F4,F4,F2
145.25,154.2708,48,2.8333,A6,D6,A5,D5,A5,A4,E4,E3,E2,F4,D4,r,r,r,r,r,A6,A5,F4,E4,E2
145.5,154.375,49,1.0,A6,D6,A5,D5,A5,A4,F4,F3,F2,F4,D4,r,r,r,r,r,A6,A5,F4,F4,F2
146.0,154.5833,49,1.3333,A6,D6,A5,D5,A5,A4,F4,F3,F2,F4,D4,r,r,r,r,r,A6,A5,F4,F4,F2
146.5,154.7917,49,1.6667,A6,D6,A5,D5,A5,A4,F4,F3,F2,F4,D4,r,r,r,r,r,A6,A5,F4,F4,F2
147.0,155.0,49,2.0,G#6,C6,G#5,C5,G#5,G#4,F4,F3,F2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,F4,F2
147.5,155.2083,49,2.3333,G#6,C6,G#5,C5,G#5,G#4,F4,F3,F2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,F4,F2
147.75,155.3125,49,2.5,G#6,C6,G#5,C5,G#5,G#4,E-4,E-3,E-2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,E-4,E-2
148.0,155.4167,49,2.6667,G#6,C6,G#5,C5,G#5,G#4,D4,D3,D2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,D4,D2
148.25,155.5208,49,2.8333,G#6,C6,G#5,C5,G#5,G#4,C4,C3,C2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,C4,C2
148.5,155.625,50,1.0,G#6,C6,G#5,C5,G#5,G#4,D4,D3,D2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,D4,D2
149.0,155.8333,50,1.3333,G#6,C6,G#5,C5,G#5,G#4,D4,D3,D2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,D4,D2
149.5,156.0417,50,1.6667,G#6,C6,G#5,C5,G#5,G#4,D4,D3,D2,C4,C3,r,r,r,r,r,G#6,G#5,G#4,D4,D2
150.0,156.25,50,2.0,F#6,C6,F#5,G#4,F#5,G#4,D4,D3,D2,D4,D4,r,r,r,r,r,F#6,F#5,C5,D4,D2
150.5,156.4583,50,2.3333,F#6,C6,F#5,G#4,F#5,G#4,D4,D3,D2,D4,D4,r,r,r,r,r,F#6,F#5,C5,D4,D2
150.75,156.5625,50,2.5,F#6,C6,F#5,G#4,F#5,G#4,C4,C3,C2,D4,D4,r,r,r,r,r,F#6,F#5,C5,C4,C2
151.0,156.6667,50,2.6667,F#6,C6,F#5,G#4,F#5,G#4,B3,B2,B1,D4,D4,r,r,r,r,r,F#6,F#5,C5,B3,B1
151.25,156.7708,50,2.8333,F#6,C6,F#5,G#4,F#5,G#4,A3,A2,A1,D4,D4,r,r,r,r,r,F#6,F#5,C5,A3,A1
151.5,156.875,51,1.0,G6,B5,G5,B4,G5,B4,G3,G2,G1,G3,G2,r,r,r,r,r,G6,G5,B4,G3,G1
153.0,157.5,51,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#6,G#5,G#4,G#4,r
154.5,158.125,52,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B5,B4,B3,B3,r
156.0,158.75,52,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F6,F5,F4,F4,r
157.5,159.375,53,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,G#4,G#3,G#3,r
159.0,160.0,53,2.0,B5,G#5,B4,G#4,B4,F4,C#4,C#3,r,r,r,r,r,r,r,r,B4,F4,C#4,C#4,C#3
160.5,160.625,54,1.0,B5,G#5,B4,G#4,B4,F4,C#3,C#2,r,r,r,r,r,r,r,r,B4,F4,C#3,C#3,C#2
161.5,161.0417,54,1.6667,B-5,G5,B-4,F#4,B-4,F#4,C#3,C#2,r,r,r,r,r,r,r,r,B-4,F#4,C#3,C#3,C#2
162.0,161.25,54,2.0,B5,G#5,B4,G#4,B4,F4,D4,D3,r,r,r,r,r,r,r,r,B4,F4,D4,D4,D3
163.5,161.875,55,1.0,B5,G#5,B4,G#4,B4,F4,D3,D2,r,r,r,r,r,r,r,r,B4,F4,D3,D3,D2
164.5,162.2917,55,1.6667,B-5,F5,B-4,F4,B-4,G#4,D3,D2,r,r,r,r,r,r,r,r,B-4,G#4,D3,D3,D2
165.0,162.5,55,2.0,B5,G#5,B4,G#4,B4,D4,F4,F3,r,r,r,r,r,r,r,r,B4,G#4,F4,F4,F3
166.5,163.125,56,1.0,B5,G#5,B4,G#4,B4,D4,F3,F2,r,r,r,r,r,r,r,r,B4,G#4,F3,F3,F2
167.5,163.5417,56,1.6667,C6,G5,C5,G4,C5,G4,E-3,E-2,r,C4,E-3,G4,G3,r,r,C3,C5,G4,E-3,E-3,E-2
168.0,163.75,56,2.0,D6,B5,D5,B4,D5,F4,D3,D2,r,D4,G3,G4,G3,r,r,G2,D5,B4,F4,D3,D2
169.0,164.1667,56,2.6667,E-6,C6,E-5,C5,E-5,E-4,C3,C2,r,E-4,C4,G4,G3,r,r,C3,E-5,C5,E-4,C3,C2
169.5,164.375,57,1.0,D6,B5,D5,B4,D5,G4,G3,G2,r,D4,G3,G4,G3,r,r,G2,D5,B4,G4,G3,G2
171.0,165.0,57,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#6,C#6,C#5,C#4,r
172.5,165.625,58,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,E5,E5,E4,E3,r
174.0,166.25,58,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,B-5,B-5,B-4,B-3,r
175.5,166.875,59,1.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,C#5,C#5,C#4,C#3,r
177.0,167.5,59,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,F#3,E4,E3
178.5,168.125,60,1.0,F#6,B-5,F#5,B-4,F#5,B-4,C#4,B-3,r,r,r,C#4,B-3,r,r,r,F#5,B-4,F#4,E4,E3
179.5,168.5417,60,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,B-4,F#4,E-4,E-3
180.0,168.75,60,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#4,B-3,F#3,E4,E3
181.5,169.375,61,1.0,F#6,B5,F#5,B4,F#5,B4,B3,F#3,r,r,r,F#4,F#3,r,r,r,F#5,B4,F#4,E4,E3
182.5,169.7917,61,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,F#5,B4,F#4,E-4,E-3
183.0,170.0,61,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G4,C#4,G3,E4,E3
184.5,170.625,62,1.0,G6,C#6,G5,C#5,G5,C#5,C#4,B-3,r,r,r,C#4,B-3,r,r,r,G5,C#5,G4,E4,E3
185.5,171.0417,62,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,C#5,G4,E-4,E-3
186.0,171.25,62,2.0,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#4,B3,G#3,E4,E3
187.5,171.875,63,1.0,G#6,B5,G#5,B4,G#5,B4,B3,G#3,r,r,r,r,r,r,r,r,G#5,B4,G#4,E4,E3
188.5,172.2917,63,1.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G#5,B4,G#4,E-4,E-3
189.0,172.5,63,2.0,G#5,E5,G#4,E4,G#4,E4,D4,D3,r,E4,E4,r,r,r,r,r,E5,G#4,E4,D4,D3
189.5,172.7083,63,2.3333,G#5,E5,G#4,E4,G#4,E4,D4,D3,r,E4,E4,r,r,r,r,r,E5,G#4,E4,D4,D3
190.0,172.9167,63,2.6667,G#5,E5,G#4,E4,G#4,E4,D4,D3,r,E4,E4,r,r,r,r,r,E5,G#4,E4,D4,D3
190.5,173.125,64,1.0,G#6,E6,G#5,E5,G#5,E5,D3,D2,r,E4,E4,r,r,r,r,r,E5,B4,E4,D3,D2
191.0,173.3333,64,1.3333,G#6,E6,G#5,E5,G#5,E5,D3,D2,r,E4,E4,r,r,r,r,r,E5,B4,E4,D3,D2
191.5,173.5417,64,1.6667,G#6,E6,G#5,E5,G#5,E5,D3,D2,r,E-4,E-4,r,r,r,r,r,E-5,B4,E-4,D3,D2
192.0,173.75,64,2.0,A5,E5,A4,E4,A4,E4,C#4,C#3,r,E4,E4,r,r,r,r,r,E5,E4,E4,C#4,C#3
192.5,173.9583,64,2.3333,A5,E5,A4,E4,A4,E4,C#4,C#3,r,E4,E4,r,r,r,r,r,E5,E4,E4,C#4,C#3
193.0,174.1667,64,2.6667,A5,E5,A4,E4,A4,E4,C#4,C#3,r,E4,E4,r,r,r,r,r,E5,E4,E4,C#4,C#3
193.5,174.375,65,1.0,A6,E6,A5,E5,A5,E5,C#3,C#2,r,E4,E4,r,r,r,r,r,E5,A4,E4,C#3,C#2
194.0,174.5833,65,1.3333,A6,E6,A5,E5,A5,E5,C#3,C#2,r,E4,E4,r,r,r,r,r,E5,A4,E4,C#3,C#2
194.5,174.7917,65,1.6667,A6,E6,A5,E5,A5,E5,C#3,C#2,r,E-4,E-4,r,r,r,r,r,E-5,A4,E-4,C#3,C#2
195.0,175.0,65,2.0,B-5,E5,B-4,E4,B-4,E4,C4,C3,r,E4,E4,r,r,r,r,r,E5,B-3,E4,C4,C3
195.5,175.2083,65,2.3333,B-5,E5,B-4,E4,B-4,E4,C4,C3,r,E4,E4,r,r,r,r,r,E5,B-3,E4,C4,C3
196.0,175.4167,65,2.6667,B-5,E5,B-4,E4,B-4,E4,C4,C3,r,E4,E4,r,r,r,r,r,E5,B-3,E4,C4,C3
196.5,175.625,66,1.0,B-6,E6,B-5,E5,B-5,E5,C3,C2,r,E4,E4,r,r,r,r,r,E5,B-4,E4,C3,C2
197.0,175.8333,66,1.3333,B-6,E6,B-5,E5,B-5,E5,C3,C2,r,E4,E4,r,r,r,r,r,E5,B-4,E4,C3,C2
197.5,176.0417,66,1.6667,B-6,E6,B-5,E5,B-5,E5,C3,C2,r,E-4,E-4,r,r,r,r,r,E-5,B-4,E-4,C3,C2
198.0,176.25,66,2.0,B5,E-5,B4,E-4,B4,E-4,B3,B2,r,E-4,E-4,F#4,F#4,r,r,r,F#5,E-4,F#4,B3,B2
198.5,176.4583,66,2.3333,B5,E-5,B4,E-4,B4,E-4,B3,B2,r,E-4,E-4,F#4,F#4,r,r,r,F#5,E-4,F#4,B3,B2
199.0,176.6667,66,2.6667,B5,E-5,B4,E-4,B4,E-4,B3,B2,r,E-4,E-4,F#4,F#4,r,r,r,F#5,E-4,F#4,B3,B2
199.5,176.875,67,1.0,F#6,B5,B5,E-5,F#5,B4,B2,B1,r,E-4,E-4,F#4,F#4,r,r,r,F#5,B4,F#4,B2,B1
200.0,177.0833,67,1.3333,F#6,B5,B5,E-5,F#5,B4,B2,B1,r,E-4,E-4,F#4,F#4,r,r,r,F#5,B4,F#4,B2,B1
200.5,177.2917,67,1.6667,F#6,B5,B5,E-5,F#5,B4,B2,B1,r,E-4,E-4,F#4,F#4,r,r,r,F#5,B4,F#4,B2,B1
201.0,177.5,67,2.0,B5,D5,B4,D4,B4,D4,G3,G3,r,D4,G3,G4,G4,r,r,r,G5,D4,G4,G3,G2
201.5,177.7083,67,2.3333,B5,D5,B4,D4,B4,D4,G3,G3,r,D4,G3,G4,G4,r,r,r,G5,D4,G4,G3,G2
202.0,177.9167,67,2.6667,B5,D5,B4,D4,B4,D4,G3,G3,r,D4,G3,G4,G4,r,r,r,G5,D4,G4,G3,G2
202.5,178.125,68,1.0,G6,B5,B5,D5,G5,B4,G2,G2,r,D4,G3,G4,G4,r,r,r,G5,B4,G4,G2,G1
203.0,178.3333,68,1.3333,G6,B5,B5,D5,G5,B4,G2,G2,r,D4,G3,G4,G4,r,r,r,G5,B4,G4,G2,G1
203.5,178.5417,68,1.6667,G6,B5,B5,D5,G5,B4,G2,G2,r,D4,G3,G4,G4,r,r,r,G5,B4,G4,G2,G1
204.0,178.75,68,2.0,B5,D5,B4,D4,B4,D4,G3,G3,r,G3,G2,G4,G3,G4,G3,G2,G5,D4,F4,G3,G2
204.5,178.9583,68,2.3333,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,D4,F4,r,r
205.0,179.1667,68,2.6667,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,G5,D4,F4,r,r
