qstamp_start,qstamp_end,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,D Horn 1,D Horn 2,D Trumpet 1,D Trumpet 2,Timpani,Violin 1,Violin 2,Viola,Violoncello,Contrabass
867.125,883.125,Main Part,P8(Main)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),,,P8(Main)&P8(Flute 2)&P8(A Clarinet 2)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(Bassoon 1)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2),P8(Main)&P8(Flute 2)&P8(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 1),,P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),U(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
883.125,891.125,P8(Oboe 1),,P8(Flute 1),,,P8(Bassoon 2),,P8(A Clarinet 2),,P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Violin 2),U(Violin 1),Main Part,P8(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
891.125,898.125,Main Part,,P8(Main),,,,,,,,,,,U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
898.125,901.125,,P6(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P3(Oboe 2),P3(Oboe 1),P6(Flute 2)&P6(A Clarinet 2)&P6(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Flute 2)&P6(A Clarinet 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),,P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P8(Flute 2)&P6(A Clarinet 1)&U(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&U(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P8(Flute 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,U(Main)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Main)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Main)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
901.125,903.125,Main Part,P6(Main)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P3(Main)&P4(Flute 2)&P3(Oboe 2)&P3(A Clarinet 1)&P4(A Clarinet 2)&P3(Bassoon 1)&P4(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P8(Main)&P6(Flute 2)&P3(Oboe 1)&U(A Clarinet 1)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Main)&P6(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P6(A Clarinet 2)&P8(Bassoon 1)&P6(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P6(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(D Trumpet 2)&P8(Timpani),P8(Main)&P6(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P8(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&U(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&U(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P6(Main)&P8(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P6(A Clarinet 1)&P8(A Clarinet 2)&P6(Bassoon 1)&P8(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Violin 2)&P6(Viola)&P6(Violoncello)&P6(Contrabass),U(Violin 1)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Violin 1)&P6(Violin 2)&P8(Violoncello)&P8(Contrabass),P6(Violin 1)&P6(Violin 2)&P8(Viola)&P8(Contrabass),P6(Violin 1)&P6(Violin 2)&P8(Viola)&P8(Violoncello)
903.125,905.125,P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Flute 1)&P3(Flute 2)&P3(Oboe 2)&U(A Clarinet 1)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P3(A Clarinet 1)&U(A Clarinet 2)&P3(Bassoon 1)&P8(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Flute 1)&P3(Flute 2)&U(Oboe 1)&P3(Oboe 2)&P3(A Clarinet 2)&P8(Bassoon 1)&P3(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&U(Oboe 2)&P3(A Clarinet 1)&P3(Bassoon 1)&P8(Bassoon 2)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Flute 1)&P3(Flute 2)&P8(Oboe 1)&P3(Oboe 2)&P8(A Clarinet 1)&P3(A Clarinet 2)&P3(Bassoon 2)&P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P3(Flute 1)&P8(Flute 2)&P3(Oboe 1)&P8(Oboe 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P3(Bassoon 1)&P6(D Horn 1)&P6(D Horn 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P4(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P8(Timpani),P4(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Timpani),P4(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P8(Timpani),P4(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P8(Timpani),P4(Flute 1)&P6(Flute 2)&P4(Oboe 1)&P6(Oboe 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P4(Bassoon 1)&P6(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),Main Part,U(Main)&P6(Viola)&P6(Violoncello)&P6(Contrabass),P6(Main)&P6(Violin 2)&P8(Violoncello)&P8(Contrabass),P6(Main)&P6(Violin 2)&P8(Viola)&P8(Contrabass),P6(Main)&P6(Violin 2)&P8(Viola)&P8(Violoncello)
905.125,914.625,Main Part,P3(A Clarinet 1)&P8(A Clarinet 2)&P8(Bassoon 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),P8(Main),,P3(Flute 2)&P3(A Clarinet 2)&P3(Bassoon 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P4(Timpani),P8(Flute 2)&P3(A Clarinet 1)&P8(Bassoon 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),,P8(Flute 2)&P3(A Clarinet 1)&P8(A Clarinet 2)&P6(D Trumpet 1)&P6(D Trumpet 2)&P6(Timpani),,,P6(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P8(D Trumpet 2)&P8(Timpani),P6(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P8(D Trumpet 1)&P8(Timpani),P6(Flute 2)&P4(A Clarinet 1)&P6(A Clarinet 2)&P6(Bassoon 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(Violin 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&U(Violin 2)&P8(Violoncello)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Viola)&P8(Violoncello)
914.625,918.125,U(Oboe 1)&P3(Oboe 2),,U(Flute 1)&P3(Oboe 2),P3(Flute 1)&P3(Oboe 1),,,,,,,,,,U(Violin 2)&P8(Main)&P8(Violoncello)&P8(Contrabass),U(Violin 1)&P8(Main)&P8(Violoncello)&P8(Contrabass),Main Part,P8(Violin 1)&P8(Violin 2)&P8(Main)&P8(Contrabass),P8(Violin 1)&P8(Violin 2)&P8(Main)&P8(Violoncello)
918.125,927.125,,,P8(Bassoon 1),,,,P8(Oboe 1),,P8(D Horn 2)&P8(Violin 1)&U(Violin 2),P8(D Horn 1)&P8(Violin 1)&P8(Violin 2),,,,P8(D Horn 1)&P8(D Horn 2)&P8(Violin 2),U(D Horn 1)&P8(D Horn 2)&P8(Violin 1),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
927.125,947.125,,,Main Part,,,,P8(Main)&U(Violin 2),,P8(D Horn 2)&P8(Viola),P8(D Horn 1)&P8(Viola),,,,,P8(Main)&U(Bassoon 1),P8(D Horn 1)&P8(D Horn 2),P8(Contrabass),P8(Violoncello)
947.125,955.125,P8(Flute 2),P8(Flute 1),,,,,,,P8(D Horn 2),P8(D Horn 1),,,,Main Part,,,P8(Contrabass),P8(Violoncello)
955.125,959.125,P8(Flute 2),P8(Flute 1),U(Oboe 2),U(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,P8(Violin 2),P8(Violin 1),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
959.125,971.125,P8(Flute 2),P8(Flute 1),U(Oboe 2),U(Oboe 1),,,P8(Bassoon 2),P8(Bassoon 1),,,,,,Main Part,P8(Main),U(Violoncello)&P8(Contrabass),U(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
971.125,975.125,P8(Flute 2)&P8(Bassoon 2),P8(Flute 1)&P8(Bassoon 2),U(Oboe 2),U(Oboe 1),,,,P8(Flute 1)&P8(Flute 2),,,,,,P8(Violin 2),P8(Violin 1),Main Part,U(Main)&P8(Contrabass),P8(Main)&P8(Violoncello)
975.125,983.125,U(Flute 2),U(Flute 1),P8(Oboe 2)&P8(Bassoon 1),P8(Oboe 1)&P8(Bassoon 1),,,P8(Oboe 1)&P8(Oboe 2),P8(D Horn 1)&U(D Horn 2),P8(Bassoon 2)&P8(D Horn 2),U(Bassoon 2)&P8(D Horn 1),U(D Trumpet 2),U(D Trumpet 1),,Main Part,P8(Main),P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
983.125,987.125,P8(Flute 2),P8(Flute 1),Main Part,P8(Main)&P8(Bassoon 1),,,P8(Main)&P8(Oboe 2),P8(D Horn 1)&U(D Horn 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 2)&U(Viola)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(D Horn 1)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(D Trumpet 2),U(D Trumpet 1),,P8(Violin 2),P8(Violin 1),P8(Bassoon 2)&U(D Horn 1)&P8(D Horn 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(D Horn 1)&U(D Horn 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(D Horn 1)&P8(D Horn 2)&P8(Viola)&P8(Violoncello)
987.125,991.125,,,P8(Oboe 2)&P8(Bassoon 1)&P8(D Horn 1)&P8(D Horn 2),P8(Oboe 1)&P8(Bassoon 1)&U(D Horn 1)&P8(D Horn 2),,,P8(Oboe 1)&P8(Oboe 2)&P8(D Horn 1)&P8(D Horn 2),P8(Viola)&U(Violoncello)&P8(Contrabass),P8(Oboe 1)&U(Oboe 2)&P8(Bassoon 1)&P8(D Horn 2),P8(Oboe 1)&P8(Oboe 2)&P8(Bassoon 1)&P8(D Horn 1),U(D Trumpet 2),U(D Trumpet 1),,Main Part,P8(Main),P8(Bassoon 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P8(Viola)&P8(Violoncello)
991.125,996.125,,,P8(Oboe 2)&P8(Main),P8(Oboe 1)&P8(Main),,,Main Part,P3(Violin 1)&P3(Violin 2)&P8(Viola)&U(Violoncello)&P8(Contrabass),U(D Horn 2)&P3(Violin 1)&P3(Violin 2),U(D Horn 1)&P3(Violin 1)&P3(Violin 2),U(D Trumpet 2),U(D Trumpet 1),,P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Bassoon 2)&P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),U(Bassoon 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P8(Bassoon 2)&P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
996.125,998.125,Main Part,,P8(Main)&P8(Bassoon 1),P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),,,P8(Main)&P8(Oboe 1),P3(Oboe 2)&P5(D Horn 1)&P5(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(Oboe 2)&P5(Bassoon 2)&U(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2),P3(Oboe 2)&P5(Bassoon 2)&U(D Horn 1)&P3(D Trumpet 1)&P3(D Trumpet 2),P8(Oboe 2)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 2),P8(Oboe 2)&P3(Bassoon 2)&P3(D Horn 1)&P3(D Horn 2)&U(D Trumpet 1),,P8(Violin 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P8(Violin 1)&P3(Viola)&P3(Violoncello)&P3(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Violoncello)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Contrabass),P3(Violin 1)&P3(Violin 2)&P8(Viola)&P8(Violoncello)
998.125,1004.125,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,Main Part,,P8(Violoncello)&P8(Contrabass),P8(Viola)&P8(Contrabass),P8(Viola)&P8(Violoncello)
1004.125,1006.125,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,,P5(Viola)&P5(Violoncello)&P5(Contrabass),P5(Violin 2)&P8(Violoncello)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Contrabass),P5(Violin 2)&P8(Viola)&P8(Violoncello)
1006.125,1012.125,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1),,Main Part,P5(Violoncello)&P5(Contrabass),,P5(Violin 2)&P8(Contrabass),P5(Violin 2)&P8(Violoncello)
1012.125,1014.125,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),U(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&U(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 2)&P8(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P8(D Horn 1)&P8(D Horn 2)&U(D Trumpet 1)&P8(Violin 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),,,U(D Horn 1)&U(D Horn 2)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Viola)&P5(Violoncello)&P5(Contrabass),P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Violin 2)&P7(Violoncello)&P7(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P5(Violin 2)&P7(Viola)&P8(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P5(Violin 2)&P7(Viola)&P8(Violoncello)
1014.125,1016.125,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,P8(D Trumpet 1)&U(Violin 2)&P3(Viola),P8(D Trumpet 2),P8(D Horn 1)&P8(Violin 2)&P3(Viola),P8(D Horn 2),,Main Part,U(D Horn 1)&P8(D Trumpet 1)&P3(Viola),P3(D Horn 1)&P3(D Trumpet 1)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
1016.125,1018.125,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,P4(D Horn 2)&P8(D Trumpet 1)&P4(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P4(D Horn 1)&P4(D Trumpet 1)&P8(D Trumpet 2)&P8(Violoncello)&P8(Contrabass),P8(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 2)&P4(Violoncello)&P4(Contrabass),P4(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P8(Violoncello)&P8(Contrabass),,P5(Viola),,P5(Violin 1),P4(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P8(D Trumpet 2)&P8(Contrabass),P4(D Horn 1)&P8(D Horn 2)&P4(D Trumpet 1)&P8(D Trumpet 2)&P8(Violoncello)
1018.125,1020.125,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,P8(D Trumpet 1),P8(D Trumpet 2)&P8(Viola),P8(D Horn 1),P8(D Horn 2)&P8(Viola),,Main Part,P8(Main),P8(D Horn 2)&P8(D Trumpet 2),P8(Contrabass),P8(Violoncello)
1020.125,1022.125,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Violin 2)&U(Viola)&P5(Violoncello)&P5(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Violin 2)&P8(Viola)&P5(Violoncello)&P5(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P3(Violin 2)&P8(Viola)&P5(Violoncello)&P5(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P3(Violin 2)&U(Viola)&P5(Violoncello)&P5(Contrabass),,,P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Viola)&P3(Violoncello)&P3(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Violin 2)&P5(Violoncello)&P5(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P3(Violin 2)&P5(Viola)&P8(Contrabass),P5(D Horn 1)&P5(D Horn 2)&P5(D Trumpet 1)&P5(D Trumpet 2)&P3(Violin 2)&P5(Viola)&P8(Violoncello)
1022.125,1024.125,P8(Oboe 1)&P8(Bassoon 1),,P8(Flute 1)&P8(Bassoon 1),,,,P8(Flute 1)&P8(Oboe 1),,P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Violin 2)&U(Viola),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Violin 2)&P8(Viola),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P3(Violin 2)&P8(Viola),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P3(Violin 2)&U(Viola),,Main Part,P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P3(Viola),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Violin 2),P8(Contrabass),P8(Violoncello)
1024.125,1026.125,Main Part,,P8(Main)&P8(Bassoon 1),,,,P8(Main)&P8(Oboe 1),,P8(D Horn 2)&P8(D Trumpet 1)&U(D Trumpet 2)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(D Horn 1)&P8(D Trumpet 1)&P8(D Trumpet 2)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),P8(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 2)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),U(D Horn 1)&P8(D Horn 2)&P8(D Trumpet 1)&P3(Violin 2)&P4(Violoncello)&P4(Contrabass),,,P3(D Horn 1)&P3(D Horn 2)&P3(D Trumpet 1)&P3(D Trumpet 2)&P2(Violoncello)&P2(Contrabass),,P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P2(Violin 2)&P8(Contrabass),P4(D Horn 1)&P4(D Horn 2)&P4(D Trumpet 1)&P4(D Trumpet 2)&P2(Violin 2)&P8(Violoncello)
